id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,assist,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,keyPass,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2494450277,7,4,1,0,14,17zuelixesst1z59fwcix2dil,1,40.8,74.8,2023-01-01T15:03:08.463Z,2023-01-03T04:44:31Z,3962510919,13,,3962510927,286,,3962510923,152,,3962510921,56,Back,3962511023,233,10,3962510925,265,,,,,,,,693vankfkq50hufuwcz7hu8r9,R. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450289,10,4,1,0,14,ejm092fnt9zoxbpuklzd52ji8,0,59.2,25.2,2023-01-01T15:03:08.464Z,2023-01-03T04:44:30Z,3964263485,178,,3962510977,152,,3962510981,285,,3962510979,265,,3962510975,56,Center,3962511047,233,7,3962510973,13,,,,,bybpo6v76mntngcl9xwpil7u1,R. Holden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450459,8,1,1,0,32,17zuelixesst1z59fwcix2dil,1,42.2,73.5,2023-01-01T15:03:26.314Z,2023-01-03T04:45:22Z,3964263769,178,,3962511919,141,69.3,3962511915,56,Back,3962511911,5,,3962511913,152,,3962511921,212,3.0,3962511923,213,4.4,3962511917,140,41.3,693vankfkq50hufuwcz7hu8r9,R. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450493,9,1,1,0,34,17zuelixesst1z59fwcix2dil,1,40.2,63.4,2023-01-01T15:03:28.830Z,2023-01-03T04:45:27Z,3962512077,141,41.6,3962512081,213,4.2,3962512079,212,17.1,3964263807,178,,3962512075,140,32.1,3962512073,56,Back,,,,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450529,10,1,1,0,38,17zuelixesst1z59fwcix2dil,1,31.8,39.1,2023-01-01T15:03:32.514Z,2023-01-03T04:45:31Z,3962512275,141,75.9,3962512271,56,Back,3964263839,178,,3962512273,140,38.1,3962512279,213,1.3,3962512277,212,25.9,,,,,,,3dy32ujo7srhl6rq7vb9e97xm,O. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450553,11,1,1,0,42,17zuelixesst1z59fwcix2dil,1,39.4,83.6,2023-01-01T15:03:35.966Z,2023-01-03T04:45:37Z,3962512445,140,47.3,3962512443,56,Back,3962512449,212,10.6,3962512447,141,93.3,3962512451,213,0.7,3964263871,178,,,,,,,,5vi8t2fffmk5kjfukazcmyo5x,B. Cargill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450607,12,1,1,0,46,17zuelixesst1z59fwcix2dil,1,55.9,95.7,2023-01-01T15:03:40.024Z,2023-01-03T04:45:48Z,3962512735,213,4.0,3962512733,212,19.1,3962512731,141,75.1,3962512729,140,43.5,3964263943,178,,3962512727,56,Back,,,,,,,693vankfkq50hufuwcz7hu8r9,R. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450673,13,1,1,0,50,17zuelixesst1z59fwcix2dil,1,43.2,69.1,2023-01-01T15:03:44.511Z,2023-01-03T04:45:58Z,3964264009,178,,3962513127,213,0.6,3962513119,56,Left,3962513125,212,17.8,3962513121,140,57.4,3962513123,141,83.3,,,,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450699,14,1,1,0,55,17zuelixesst1z59fwcix2dil,1,76.3,89.4,2023-01-01T15:03:49.326Z,2023-01-03T04:46:10Z,3962513261,213,0.7,3964264057,178,,3962513257,141,93.0,3962513259,212,3.7,3962513253,56,Left,3962513255,140,78.9,,,,,,,693vankfkq50hufuwcz7hu8r9,R. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450707,15,1,1,0,56,17zuelixesst1z59fwcix2dil,1,78,90.8,2023-01-01T15:03:50.814Z,2023-01-03T04:46:16Z,3962513329,141,82.4,3962513325,56,Left,3962513331,212,11.7,3962513327,140,68.3,3962513333,213,3.7,3964264099,178,,,,,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450729,16,1,1,0,58,17zuelixesst1z59fwcix2dil,1,68.3,82.4,2023-01-01T15:03:52.564Z,2023-01-03T04:46:22Z,3962513439,141,92.7,3962513435,140,75.5,3962513431,56,Left,3962513443,212,10.3,3964264143,178,,3962513445,213,0.7,,,,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450735,17,1,1,1,0,17zuelixesst1z59fwcix2dil,0,78.6,93,2023-01-01T15:03:54.759Z,2023-01-03T04:46:28Z,3963473477,224,,3962513479,212,21.1,3962513483,213,5.0,3963473479,72,,3962513465,2,,3962513471,140,84.9,3962513467,155,,3962513475,141,63.6,5vi8t2fffmk5kjfukazcmyo5x,B. Cargill,3962513469,56,Center,3964264185,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450759,11,12,1,1,1,ejm092fnt9zoxbpuklzd52ji8,1,10.9,33.9,2023-01-01T15:03:55.514Z,2023-01-03T04:46:39Z,3962513607,140,29.2,3964264253,388,,3962513609,141,62.7,3962514039,15,,3962513605,56,Back,3962513613,213,0.8,3962513611,212,27.4,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450825,18,1,1,1,5,17zuelixesst1z59fwcix2dil,1,78.7,40.1,2023-01-01T15:03:59.028Z,2023-01-03T04:46:46Z,3962514019,213,4.7,3964264301,178,,3962514013,140,78.5,3962514011,56,Right,3962514015,141,19.7,3962514017,212,13.9,,,,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450843,19,1,1,1,9,17zuelixesst1z59fwcix2dil,1,79.4,21.3,2023-01-01T15:04:03.515Z,2023-01-03T04:46:48Z,3962514117,212,9.1,3962514115,141,34.0,3962514111,56,Center,3964264309,178,,3962514113,140,76.7,3962514119,213,1.9,,,,,,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450857,20,1,1,1,10,17zuelixesst1z59fwcix2dil,0,76.7,35.8,2023-01-01T15:04:04.285Z,2023-01-03T04:46:54Z,3962514207,141,57.6,3962514205,140,94.3,3962514201,155,,3964264349,178,,3962514211,213,0.7,3962514203,56,Center,3962514209,212,23.7,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494632281,981,12,1,1,11,ejm092fnt9zoxbpuklzd52ji8,1,8,55,2023-01-01T15:04:05.538Z,2023-01-03T04:47:07Z,3963475633,141,55.9,3963475631,140,10.4,3963475635,212,2.6,3964264413,178,,3963475629,56,Back,3963475637,213,0.2,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494489409,397,61,1,1,11,17zuelixesst1z59fwcix2dil,1,86,62.6,2023-01-01T15:04:05.739Z,2023-01-03T04:48:01Z,3962725857,56,Center,3964264713,21,,3964264715,178,,,,,,,,,,,,,,,,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450915,12,43,1,1,12,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-01-01T15:04:06.395Z,2023-01-02T14:01:22Z,3963528315,144,51,3962515801,170,0,,,,,,,,,,,,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450903,21,16,1,1,13,17zuelixesst1z59fwcix2dil,1,84.7,53.9,2023-01-01T15:04:07.316Z,2023-01-03T04:48:21Z,3962935183,55,397,3962935181,29,,3962514441,17,,3962518407,328,,3962514443,56,Center,3962515621,20,,3962518405,103,5.7,3962515629,375,01:12.854,cqgg8fu39fn7k9blog2zjpk2x,K. McAllister,3963475401,395,0.9,3963475403,396,,48.2,3962515625,374,2023-01-01 15:04:06.816,3962518401,76,3962518413,231,49.6,3962518411,230,99.0,3964264837,178,3962518403,102,53.5,3962514439,22,,,,,,,,,,,,,,,,,
2494451637,13,1,1,2,0,ejm092fnt9zoxbpuklzd52ji8,1,49.6,49.6,2023-01-01T15:04:54.717Z,2023-01-03T04:48:27Z,3962518145,279,G,3962518141,212,24.3,3962518137,140,26.5,3962518143,213,3.2,3962518135,56,Back,3964264879,178,,3962518139,141,48.4,,,,bybpo6v76mntngcl9xwpil7u1,R. Holden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451683,14,1,1,2,3,ejm092fnt9zoxbpuklzd52ji8,1,27.2,44.6,2023-01-01T15:04:56.979Z,2023-01-03T04:48:33Z,3962518349,56,Right,3962518357,213,5.7,3964264905,178,,3962518359,1,,3962518351,140,57.1,3962518353,141,16.2,3962518355,212,36.9,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451711,15,1,1,2,7,ejm092fnt9zoxbpuklzd52ji8,1,56.6,15.5,2023-01-01T15:05:01.694Z,2023-01-03T04:48:36Z,3962518539,212,13.0,3962518533,56,Center,3962518535,140,51.3,3964264937,178,,3962518537,141,32.8,3962518541,213,2.0,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451757,16,1,1,2,10,ejm092fnt9zoxbpuklzd52ji8,1,53,34.3,2023-01-01T15:05:04.030Z,2023-01-03T04:48:42Z,3962518807,141,81.1,3964264967,178,,3962518809,212,34.5,3962518805,140,40.4,3962518811,213,2.0,3962518803,56,Back,3962518813,1,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451789,17,1,1,2,12,ejm092fnt9zoxbpuklzd52ji8,1,40.7,79.6,2023-01-01T15:05:06.627Z,2023-01-03T04:48:48Z,3962518979,140,56.4,3962518981,141,95.1,3962518983,212,19.6,3962518977,56,Left,3962518985,213,0.6,3964265017,178,,,,,,,,2uyrcl2hf5xunxm8zm98kh1at,C. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451801,18,1,1,2,13,ejm092fnt9zoxbpuklzd52ji8,0,51.9,95.3,2023-01-01T15:05:07.755Z,2023-01-03T04:49:01Z,3962519051,213,6.2,3962519047,141,91.8,3962519049,212,24.1,3962519045,140,74.7,3962519043,56,Left,3964265127,178,,3962519041,155,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451827,22,1,1,2,14,17zuelixesst1z59fwcix2dil,0,38.7,12.8,2023-01-01T15:05:08.906Z,2023-01-03T04:49:14Z,3962519225,1,,3962519223,213,6.2,3962519221,212,26.5,3962519217,140,63.8,3962519219,141,9.2,3964265245,178,,3962519213,157,,3962519215,56,Right,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451855,19,1,1,2,18,ejm092fnt9zoxbpuklzd52ji8,0,37.5,93.9,2023-01-01T15:05:12.214Z,2023-01-03T04:49:43Z,3962519407,3,,3962519417,213,5.6,3962519409,56,Back,3964265437,388,,3962519415,212,9.6,3962519411,140,44.8,3962519413,141,85.4,,,,2uyrcl2hf5xunxm8zm98kh1at,C. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451947,23,1,1,2,20,17zuelixesst1z59fwcix2dil,1,53.9,11.9,2023-01-01T15:05:14.015Z,2023-01-03T04:49:53Z,3962519895,56,Right,3962519903,141,5.0,3962519911,213,6.2,3962519915,1,,3962519893,157,,3964265519,178,,3962519899,140,95.1,3962519909,212,43.5,43knl3z17afypz27sz4qzkxnu,M. Peart-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451955,24,49,1,2,25,17zuelixesst1z59fwcix2dil,1,95.1,5,2023-01-01T15:05:19.117Z,2023-01-03T04:50:06Z,,,,,,,,,,,,,,,,,,,,,,,,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494452033,25,1,1,2,30,17zuelixesst1z59fwcix2dil,1,89.6,6.1,2023-01-01T15:05:24.241Z,2023-01-03T04:50:13Z,3962520327,140,82.4,3962520331,212,8.6,3962520325,56,Right,3962520333,213,2.6,3962520329,141,12.2,3964265689,178,,,,,,,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494452057,26,1,1,2,31,17zuelixesst1z59fwcix2dil,1,81,11.1,2023-01-01T15:05:25.804Z,2023-01-03T04:50:27Z,3964265805,178,,3962520477,213,3.5,3962520469,56,Right,3962520473,141,5.2,3962520471,140,70.5,3962520475,212,11.7,,,,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494452083,27,1,1,2,33,17zuelixesst1z59fwcix2dil,1,70.5,5.2,2023-01-01T15:05:27.466Z,2023-01-03T04:50:37Z,3962520621,56,Right,3962520623,140,79.4,3962520625,141,4.1,3964265897,178,,3962520629,213,6.2,3962520627,212,9.4,,,,,,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494452115,28,1,1,2,35,17zuelixesst1z59fwcix2dil,0,83.3,5.8,2023-01-01T15:05:29.832Z,2023-01-03T04:50:46Z,3962520889,212,24.0,3962520891,213,1.3,3962520887,141,40.0,3964265973,178,,3963482127,20,,3962520881,155,,3962520883,56,Center,3962520885,140,88.8,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,3963482125,224,,3962520879,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494937253,1777,67,1,2,37,ejm092fnt9zoxbpuklzd52ji8,1,10,59.8,2023-01-01T15:05:30.975Z,2023-01-04T06:47:51Z,3965089623,233,1260,,,,,,,,,,,,,,,,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
