id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2535576561,7,80,1,0,27,3ptd7zlc5isrongig0wij2id4,0,14.2,44.2,2023-04-18T18:45:57.751Z,2023-04-20T12:14:10Z,4204180443,178,,,,,,,,,,,,,,,,,,,,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576589,8,1,1,0,30,3ptd7zlc5isrongig0wij2id4,0,22,44.5,2023-04-18T18:46:00.647Z,2023-04-20T12:14:13Z,4200605245,1,,4200605051,212,51.7,4200605047,140,67.4,4200605049,141,73.9,4200605045,56,Center,4204180551,178,,4200605053,213,0.4,4200605043,155,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576653,5,1,1,0,33,dv9l02o316cd9hbkxaho2u12f,0,34.7,23.6,2023-04-18T18:46:04.126Z,2023-04-20T12:14:20Z,4200605313,140,55.5,4200605319,213,0.1,4200605315,141,27.0,4200605309,3,,4200605317,212,22.0,4200605311,56,Center,4204180733,388,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576701,9,1,1,0,35,3ptd7zlc5isrongig0wij2id4,0,40.8,77.3,2023-04-18T18:46:06.413Z,2023-04-20T12:14:22Z,4204180819,178,,4200605561,56,Left,4200605559,157,,4200605567,212,30.8,4200605565,141,85.7,4200605569,213,0.2,4200605571,1,,4200605563,140,69.6,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576723,6,1,1,0,39,dv9l02o316cd9hbkxaho2u12f,0,30.4,23.7,2023-04-18T18:46:09.474Z,2023-04-20T12:14:25Z,4200605681,213,0.6,4200605673,56,Back,4204180885,388,,4200605677,141,34.0,4200605679,212,13.1,4200605675,140,40.9,4200605671,3,,,,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576771,10,1,1,0,41,3ptd7zlc5isrongig0wij2id4,1,53.8,72.9,2023-04-18T18:46:11.859Z,2023-04-20T12:14:27Z,4200605917,140,55.7,4200605921,212,11.7,4200605915,56,Left,4200605919,141,89.9,4200605923,213,1.4,4204180917,178,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576813,11,2,1,0,44,3ptd7zlc5isrongig0wij2id4,1,57.4,90,2023-04-18T18:46:14.804Z,2023-04-20T12:14:30Z,4200607567,7,85vh43wsin67z2dj0iod12fop,4200606111,140,78.0,4204181039,178,,4200606113,141,75.9,4200606109,56,Center,,,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576873,7,55,1,0,44,dv9l02o316cd9hbkxaho2u12f,1,13.2,41,2023-04-18T18:46:14.805Z,2023-04-20T12:14:30Z,4202363547,189,,,,,,,,,,,,,,,,,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576821,12,43,1,0,47,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-04-18T18:46:17.983Z,2023-04-18T18:46:35Z,4200606171,56,Center,4200607731,144,61,,,,,,,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576877,8,43,1,0,50,dv9l02o316cd9hbkxaho2u12f,1,0,0,2023-04-18T18:46:20.780Z,2023-04-18T18:46:37Z,4200606499,56,Back,4200607905,144,6,4200606501,73,0,,,,,,,,,,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576891,13,43,1,0,51,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-04-18T18:46:21.552Z,2023-04-18T18:46:36Z,4200607829,144,5,4200606545,346,0,4200606543,56,Left,,,,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577195,9,1,1,1,2,dv9l02o316cd9hbkxaho2u12f,1,18.3,27.7,2023-04-18T18:46:33.362Z,2023-04-20T12:14:33Z,4204181103,178,,4200608011,141,54.9,4200608007,56,Back,4200608015,213,2.0,4200608009,140,9.9,4200608013,212,20.5,,,,,,,3swij7ntrn9x9voc9clilgmvp,J. Blackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577215,10,1,1,1,6,dv9l02o316cd9hbkxaho2u12f,0,13.1,68.7,2023-04-18T18:46:37.331Z,2023-04-20T12:14:36Z,4204181197,178,,4200608121,213,0.2,4200608117,141,84.8,4202363795,155,,4200608119,212,47.0,4200608115,140,56.6,4200608123,1,,4200608113,56,Left,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577257,14,1,1,1,9,3ptd7zlc5isrongig0wij2id4,0,34.9,16.7,2023-04-18T18:46:40.425Z,2023-04-20T12:14:42Z,4200608337,213,6.0,4200608335,212,28.0,4200608327,3,,4200608329,56,Right,4200608331,140,60.6,4200608333,141,5.6,4204181333,388,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577281,11,1,1,1,12,dv9l02o316cd9hbkxaho2u12f,1,42.5,89.9,2023-04-18T18:46:42.563Z,2023-04-20T12:14:45Z,4200608481,56,Center,4204181445,178,,4200608489,213,5.8,4200608485,141,78.5,4200608487,212,18.3,4200608479,3,,4200608483,140,58.3,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535910497,850,44,1,1,13,dv9l02o316cd9hbkxaho2u12f,1,65.9,79.8,2023-04-18T18:46:43.944Z,2023-04-21T06:49:33Z,4202364681,56,Left,4202364683,286,,4202768431,233,772,,,,,,,,,,,,,,,,34ur42uwxdk48v051z05no9gp,J. Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535910501,772,44,1,1,13,3ptd7zlc5isrongig0wij2id4,0,34.1,20.2,2023-04-18T18:46:43.945Z,2023-04-20T12:14:48Z,4202364689,56,Back,4202768451,233,850,4202364691,285,,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577291,12,1,1,1,13,dv9l02o316cd9hbkxaho2u12f,0,58.3,78.5,2023-04-18T18:46:44.033Z,2023-04-21T06:49:34Z,4200608531,56,Center,4200608529,3,,4200608535,141,64.5,4200608539,212,12.0,4204181629,388,,4200608533,140,65.2,4200608541,213,5.4,,,,34ur42uwxdk48v051z05no9gp,J. Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577325,15,1,1,1,15,3ptd7zlc5isrongig0wij2id4,1,31.4,25.5,2023-04-18T18:46:45.677Z,2023-04-20T12:14:55Z,4200608703,212,9.4,4200608693,3,,4200608701,141,31.0,4204181737,178,,4200608697,56,Back,4200608705,213,0.4,4200608699,140,39.6,,,,6kz7c7i4wzph7qlzi9nzt266t,C. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577329,16,49,1,1,15,3ptd7zlc5isrongig0wij2id4,1,41.1,32.4,2023-04-18T18:46:46.331Z,2023-04-20T12:14:57Z,,,,,,,,,,,,,,,,,,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577409,17,1,1,1,16,3ptd7zlc5isrongig0wij2id4,1,41.3,32.4,2023-04-18T18:46:47.247Z,2023-04-20T12:15:00Z,4200609021,213,2.1,4200609017,141,55.4,4200609019,212,18.2,4200609015,140,32.4,4204181813,178,,4200609013,56,Back,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577463,18,1,1,1,19,3ptd7zlc5isrongig0wij2id4,1,29.4,59.3,2023-04-18T18:46:49.787Z,2023-04-20T12:15:04Z,4204181963,178,,4200609309,140,67.8,4200609315,213,0.1,4200609307,56,Center,4200609317,1,,4200609311,141,65.7,4200609313,212,40.6,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577571,19,1,1,1,21,3ptd7zlc5isrongig0wij2id4,1,70.7,64.5,2023-04-18T18:46:51.582Z,2023-04-20T12:15:09Z,4200609929,212,16.7,4200609925,141,82.3,4204182139,178,,4200609921,56,Left,4200609923,140,81.6,4200609933,213,0.8,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577625,20,1,1,1,27,3ptd7zlc5isrongig0wij2id4,1,92.2,72.9,2023-04-18T18:46:57.861Z,2023-04-20T12:15:17Z,4200610117,141,61.1,4200617805,154,,4200610121,213,4.7,4200610115,140,91.8,4200610119,212,8.0,4204182273,178,,4200617803,210,13,4200610113,56,Center,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577629,21,13,1,1,27,3ptd7zlc5isrongig0wij2id4,1,92,57.5,2023-04-18T18:46:58.350Z,2023-04-20T12:15:18Z,4200610141,17,,4204182511,178,,4200617859,230,98.8,4200617849,103,2.8,4200617865,231,54.9,4200610143,56,Center,4200610139,22,,4200617837,75,,85vh43wsin67z2dj0iod12fop,L. Sibley,,4200617847,102,20,4200617855,147,45.7,4200615767,153,4200617853,146,94.0,4200617843,55,20,4200615763,72,4200617839,29,4200617851,328,4200617841,154,4202366821,214,,,,,,,,,,,,,
2535577635,13,61,1,1,28,dv9l02o316cd9hbkxaho2u12f,0,6.8,61.4,2023-04-18T18:46:58.828Z,2023-04-20T12:15:22Z,4200610167,56,Back,4204182601,178,,,,,,,,,,,,,,,,,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577721,22,15,1,1,29,3ptd7zlc5isrongig0wij2id4,1,95.9,54.3,2023-04-18T18:46:59.587Z,2023-04-20T12:15:27Z,4200625211,102,52.5,4200625221,146,98.4,4200625219,458,,4200623787,16,,4200623785,20,,4200625241,233,14,4200610631,22,,4200625217,328,,1la1hsnuheliwojwmcbxroy96,J. Knight,,4204182763,178,,4200625215,214,,4200625209,76,4200625223,147,52.7,4200610635,56,Center,4200625213,103,,,,,,,,,10.8,,,,,,,,,,,,
2535577685,14,10,1,1,29,dv9l02o316cd9hbkxaho2u12f,1,3.3,47.2,2023-04-18T18:46:59.661Z,2023-04-20T12:15:38Z,4202368177,179,,4200610429,56,Back,4200610427,182,,4202368179,377,,4200610423,173,,4200625271,233,22,,,,,,,3swij7ntrn9x9voc9clilgmvp,J. Blackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577715,15,6,1,1,30,dv9l02o316cd9hbkxaho2u12f,0,0,36.8,2023-04-18T18:47:01.154Z,2023-04-20T12:15:41Z,4200611511,233,23,4200610615,56,Back,4200610655,73,,,,,,,,,,,,,,,,,3swij7ntrn9x9voc9clilgmvp,J. Blackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577883,23,6,1,1,30,3ptd7zlc5isrongig0wij2id4,1,100,63.2,2023-04-18T18:47:01.154Z,2023-04-20T12:15:41Z,4200611353,73,,4200611385,233,15,4200611351,56,Center,,,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578419,24,1,1,1,57,3ptd7zlc5isrongig0wij2id4,0,99.5,99.5,2023-04-18T18:47:28.080Z,2023-04-20T12:15:45Z,4204183349,178,,4200613879,56,Center,4202368783,20,,4200613883,140,95.9,4200613871,2,,4200613887,141,50.4,4200613893,1,,4200613877,223,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,4200613891,213,4.6,4200613875,155,,4200613873,6,4200613889,212,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578427,16,11,1,1,59,dv9l02o316cd9hbkxaho2u12f,1,2.9,46.3,2023-04-18T18:47:29.590Z,2023-04-20T12:15:49Z,4202369145,56,Back,4204183455,388,,4202369205,378,,4202369151,88,,,,,,,,,,,,,,3swij7ntrn9x9voc9clilgmvp,J. Blackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578569,17,1,1,2,4,dv9l02o316cd9hbkxaho2u12f,0,13.1,60.5,2023-04-18T18:47:34.555Z,2023-04-20T12:15:53Z,4200614543,212,55.5,4200614539,140,65.5,4200614535,199,,4200614537,56,Center,4200614549,213,6.2,4200614541,141,50.0,4200614551,1,,,,,3swij7ntrn9x9voc9clilgmvp,J. Blackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578643,25,1,1,2,7,3ptd7zlc5isrongig0wij2id4,0,30.6,49.7,2023-04-18T18:47:38.186Z,2023-04-20T12:16:08Z,4204183933,388,,4200614913,140,62.5,4200614909,3,,4200614915,141,36.4,4200614919,213,6.0,4200614917,212,34.7,4200614921,1,,4200614911,56,Center,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578761,18,1,1,2,13,dv9l02o316cd9hbkxaho2u12f,1,31.6,77,2023-04-18T18:47:43.762Z,2023-04-20T12:16:19Z,4200615463,213,3.6,4200615453,56,Back,4200615457,140,13.4,4200615461,212,21.0,4200615459,141,64.2,4204184191,178,,,,,,,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578831,19,1,1,2,16,dv9l02o316cd9hbkxaho2u12f,1,11.9,64.3,2023-04-18T18:47:46.939Z,2023-04-20T12:16:21Z,4200615743,213,1.5,4200615737,140,12.6,4200615735,56,Back,4200615739,141,82.4,4204184253,178,,4200615741,212,12.3,,,,,,,3swij7ntrn9x9voc9clilgmvp,J. Blackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578891,20,1,1,2,19,dv9l02o316cd9hbkxaho2u12f,1,13.6,87.1,2023-04-18T18:47:49.555Z,2023-04-20T12:16:23Z,4200616019,56,Back,4200616021,140,34.3,4200616025,141,80.2,4200616029,212,22.2,4200616033,213,6.1,4204184335,178,,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578903,21,1,1,2,22,dv9l02o316cd9hbkxaho2u12f,0,35.7,84.4,2023-04-18T18:47:52.518Z,2023-04-20T12:16:26Z,4200616069,140,39.7,4200616067,56,Back,4204184439,178,,4200616203,236,,4200616073,212,4.2,4200616071,141,84.2,4200616075,213,6.3,4200616205,233,26,3j78tgfptah530cydckvfsauh,A. Collins,,4200616209,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578923,26,74,1,2,22,3ptd7zlc5isrongig0wij2id4,1,61.9,18,2023-04-18T18:47:52.564Z,2023-04-20T12:16:28Z,4200616171,56,Right,4200616241,233,21,4200616173,285,,4204184511,178,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579289,22,5,1,2,23,dv9l02o316cd9hbkxaho2u12f,1,30.6,101.8,2023-04-18T18:47:53.773Z,2023-04-20T12:16:31Z,4200618045,56,Back,4200620153,233,27,4200618047,347,,,,,,,,,,,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579237,27,5,1,2,23,3ptd7zlc5isrongig0wij2id4,0,69.4,-1.8,2023-04-18T18:47:53.773Z,2023-04-20T12:16:32Z,4200620161,233,22,4200617767,347,,4200617765,56,Right,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579345,23,1,1,2,42,dv9l02o316cd9hbkxaho2u12f,0,34.7,100,2023-04-18T18:48:12.988Z,2023-04-20T12:16:33Z,4200618313,213,6.0,4200618303,107,,4200618315,1,,4200618309,141,92.4,4200618305,56,Left,4200618307,140,59.0,4200618311,212,26.3,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579423,28,1,1,2,44,3ptd7zlc5isrongig0wij2id4,1,22.9,15.6,2023-04-18T18:48:15.387Z,2023-04-20T12:16:36Z,4200618691,56,Back,4200618697,212,20.1,4200618699,213,0.9,4200618695,141,39.4,4200618689,3,,4204184737,388,,4200618693,140,34.3,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579469,29,1,1,2,46,3ptd7zlc5isrongig0wij2id4,0,34.3,39.4,2023-04-18T18:48:17.441Z,2023-04-20T12:16:42Z,4200618973,56,Back,4200618981,213,6.0,4204184921,178,,4200618979,212,16.7,4200618975,140,49.6,4200618977,141,32.8,4200618971,3,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579445,24,44,1,2,48,dv9l02o316cd9hbkxaho2u12f,1,53.6,69.6,2023-04-18T18:48:18.943Z,2023-04-21T06:49:34Z,4200619121,233,30,4200618825,286,,4200618821,56,Center,,,,,,,,,,,,,,,,2nvu4o5lbowvig5ddb4563n8q,K. Chauke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579477,30,44,1,2,48,3ptd7zlc5isrongig0wij2id4,0,46.4,30.4,2023-04-18T18:48:18.944Z,2023-04-20T12:16:45Z,4200619033,285,,4200619125,233,24,4200619031,56,Back,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
