id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/11/value,qualifier/16/value
2494492427,544,1,2,52,14,5g1fnexeromjl0lvnxp8hpnhi,1,7.7,48.4,2023-01-01T16:09:37.896Z,2023-01-03T05:58:33Z,3964298645,178,,3962741757,212,24.0,3962741751,56,Back,3962741755,141,80.8,3962741753,140,16.7,3962741759,213,1.2,,,,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494492475,545,1,2,52,17,5g1fnexeromjl0lvnxp8hpnhi,1,17.4,81.8,2023-01-01T16:09:40.528Z,2023-01-03T05:58:38Z,3962742047,56,Back,3964298673,178,,3962742051,141,62.1,3962742049,140,26.0,3962742055,213,5.3,3962742053,212,16.2,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494492515,546,1,2,52,20,5g1fnexeromjl0lvnxp8hpnhi,1,28.1,47.5,2023-01-01T16:09:43.896Z,2023-01-03T05:58:43Z,3962742285,141,86.6,3962742289,213,0.4,3962742283,140,86.7,3964298749,178,,3962742291,1,,3962742287,212,67.0,3962742279,56,Left,3963485955,155,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494492595,547,1,2,52,27,5g1fnexeromjl0lvnxp8hpnhi,1,89.9,84.7,2023-01-01T16:09:51.127Z,2023-01-03T05:59:06Z,3962742677,212,15.6,3962746539,210,16,3962742671,56,Center,3962746541,22,,3962742675,141,62.3,3962742673,140,86.5,3962742679,213,4.5,3964298821,178,,9w0nk2mz77jqc62v4gv1h0vkl,R. Hardie,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2494492599,548,16,2,52,31,5g1fnexeromjl0lvnxp8hpnhi,1,85.8,64.3,2023-01-01T16:09:54.578Z,2023-01-03T05:59:07Z,3962742703,56,Center,3962746617,55,547,3962746615,29,,3962744047,72,,3962746623,103,2.5,3962746629,231,53.1,3962746633,273,,3962744055,375,52:30.500,ady374prjuht3fs9va8n303jd,M. Whittaker,3963486585,395,3962744051,374,2023-01-01 16:09:53.628,,98.8,3962742701,64,,3963486587,396,3962746613,78,,3962742699,22,,3962746625,215,,3964298971,178,,,3962746631,138,3962746627,230,98.9,3962746621,102,48.2,,,51.4,
2494493285,400,1,2,53,35,8w89tsles26jm12aoelwvlttt,1,49.7,49.9,2023-01-01T16:10:59.090Z,2023-01-03T05:59:11Z,3962746327,141,50.6,3962746333,279,G,3962746331,213,3.1,3964299025,178,,3962746325,140,38.7,3962746329,212,11.6,3962746323,56,Back,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493315,401,1,2,53,38,8w89tsles26jm12aoelwvlttt,1,38.7,50.1,2023-01-01T16:11:01.370Z,2023-01-03T05:59:15Z,3964299073,178,,3962746507,212,27.7,3962746501,56,Back,3962746505,141,9.4,3962746503,140,37.8,3962746509,213,4.7,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493337,402,1,2,53,40,8w89tsles26jm12aoelwvlttt,1,37.8,9.4,2023-01-01T16:11:03.180Z,2023-01-03T05:59:21Z,3962746659,141,23.1,3962746655,56,Back,3962746661,212,16.3,3962746657,140,25.1,3964299145,178,,3962746663,213,2.5,,,,,,,8bx76kurepj0yqe9iixa0zyp6,H. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493373,403,1,2,53,42,8w89tsles26jm12aoelwvlttt,1,27.8,23.9,2023-01-01T16:11:05.435Z,2023-01-03T05:59:28Z,3962746835,213,1.6,3962746833,212,25.6,3962746827,56,Back,3964299231,178,,3962746831,141,61.5,3962746829,140,27.8,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493405,404,1,2,53,45,8w89tsles26jm12aoelwvlttt,1,27.8,61.5,2023-01-01T16:11:08.144Z,2023-01-03T05:59:32Z,3962747027,212,14.8,3962747021,140,15.8,3962747025,141,50.1,3962747029,213,3.7,3964299265,178,,3962747017,56,Back,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493467,405,1,2,53,46,8w89tsles26jm12aoelwvlttt,0,15.8,50.1,2023-01-01T16:11:09.853Z,2023-01-03T05:59:36Z,3962747299,155,,3962747305,141,63.1,3962747309,213,0.1,3962747303,140,85.9,3962747301,56,Center,3962747307,212,74.1,3962747311,1,,3964299297,178,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493473,549,49,2,53,50,5g1fnexeromjl0lvnxp8hpnhi,1,12.9,27.3,2023-01-01T16:11:13.957Z,2023-01-04T06:51:04Z,,,,,,,,,,,,,,,,,,,,,,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493585,550,1,2,53,56,5g1fnexeromjl0lvnxp8hpnhi,1,13.8,35.7,2023-01-01T16:11:19.463Z,2023-01-03T05:59:54Z,3962747947,141,70.6,3962747951,213,1.4,3962747945,140,16.8,3964299493,178,,3962747949,212,23.9,3962747943,56,Back,,,,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493649,551,1,2,54,0,5g1fnexeromjl0lvnxp8hpnhi,1,14.2,70.6,2023-01-01T16:11:23.493Z,2023-01-03T05:59:58Z,3962748291,56,Back,3962748297,212,17.9,3964299545,178,,3962748295,141,44.3,3962748293,140,13.8,3962748299,213,4.7,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493679,552,1,2,54,6,5g1fnexeromjl0lvnxp8hpnhi,0,9.1,29.4,2023-01-01T16:11:29.646Z,2023-01-03T06:00:03Z,3962748451,1,,3962748441,56,Right,3963486993,155,,3962748447,212,62.8,3962748443,140,68.2,3962748449,213,6.1,3962748445,141,15.0,3964299603,178,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493715,406,1,2,54,9,8w89tsles26jm12aoelwvlttt,1,33.4,73.6,2023-01-01T16:11:33.089Z,2023-01-03T06:00:10Z,3962748649,213,0.2,3962748643,140,61.8,3962748645,141,83.0,3964299681,178,,3962748641,56,Left,3962748647,212,30.5,3962748639,3,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493721,407,49,2,54,12,8w89tsles26jm12aoelwvlttt,1,62.5,83.9,2023-01-01T16:11:35.174Z,2023-01-04T06:52:26Z,,,,,,,,,,,,,,,,,,,,,,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493745,408,1,2,54,13,8w89tsles26jm12aoelwvlttt,1,62.5,83.9,2023-01-01T16:11:36.163Z,2023-01-03T06:00:37Z,3962748793,213,4.1,3962748785,56,Center,3962748789,141,76.0,3962748791,212,6.4,3964299957,178,,3962748787,140,59.2,,,,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493769,409,1,2,54,14,8w89tsles26jm12aoelwvlttt,1,59.2,76,2023-01-01T16:11:38.104Z,2023-01-03T06:00:41Z,3962748919,141,61.1,3962748915,56,Center,3962748921,212,10.2,3962748923,213,4.7,3964299969,178,,3962748917,140,58.6,,,,,,,9qeg65oa5skmypxvt73vckfrp,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493809,410,1,2,54,16,8w89tsles26jm12aoelwvlttt,1,58.6,61.1,2023-01-01T16:11:39.222Z,2023-01-03T06:00:49Z,3962749131,212,9.7,3962749123,140,50.3,3962749119,56,Center,3964300037,178,,3962749127,141,67.3,3962749135,213,2.7,,,,,,,5v9byi3v430ysdqb058eww3c9,E. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493839,411,1,2,54,18,8w89tsles26jm12aoelwvlttt,0,49.1,67.5,2023-01-01T16:11:41.403Z,2023-01-03T06:00:53Z,3964300065,178,,3962749307,213,5.6,3962749301,140,80.9,3962749297,155,,3962749303,141,28.0,3962749309,1,,3962749305,212,42.9,3962749299,56,Center,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493879,553,1,2,54,19,5g1fnexeromjl0lvnxp8hpnhi,1,18.1,73.8,2023-01-01T16:11:43.068Z,2023-01-03T06:00:59Z,3962749489,56,Back,3962749495,212,14.9,3962749493,141,74.8,3962749491,140,3.9,3964300129,388,,3962749487,3,,3962749497,213,3.1,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494493883,554,52,2,54,22,5g1fnexeromjl0lvnxp8hpnhi,1,3.9,74.8,2023-01-01T16:11:45.646Z,2023-01-03T06:01:27Z,3963487163,376,,3964300381,178,,,,,,,,,,,,,,,,,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494009,555,1,2,54,31,5g1fnexeromjl0lvnxp8hpnhi,1,11.8,47.8,2023-01-01T16:11:54.607Z,2023-01-03T06:01:31Z,3962750211,213,4.8,3962750207,141,23.4,3964300399,178,,3962750201,123,,3962750209,212,16.7,3962750203,56,Back,3962750205,140,13.5,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494049,556,1,2,54,35,5g1fnexeromjl0lvnxp8hpnhi,1,12.7,15.9,2023-01-01T16:11:58.224Z,2023-01-03T06:01:36Z,3962750447,213,6.3,3962750433,140,40.2,3962750427,56,Back,3963487413,155,,3962750437,141,15.0,3962750443,212,28.9,3964300489,178,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494634823,834,44,2,54,36,5g1fnexeromjl0lvnxp8hpnhi,1,45,19.3,2023-01-01T16:12:00.087Z,2023-01-03T08:46:12Z,3963487899,285,,3963790675,233,797,3963487897,56,Back,,,,,,,,,,,,,,,,9w0nk2mz77jqc62v4gv1h0vkl,R. Hardie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494634825,797,44,2,54,36,8w89tsles26jm12aoelwvlttt,0,55,80.7,2023-01-01T16:12:00.088Z,2023-01-03T06:01:42Z,3963487903,286,,3963790679,233,834,3963487901,56,Left,,,,,,,,,,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494069,557,1,2,54,37,5g1fnexeromjl0lvnxp8hpnhi,0,40.2,15,2023-01-01T16:12:00.155Z,2023-01-03T08:46:12Z,3962750525,56,Center,3962750529,141,29.5,3962750523,168,,3962750531,212,20.9,3964300617,388,,3962750527,140,57.8,3962750533,213,0.5,3962750521,3,,9w0nk2mz77jqc62v4gv1h0vkl,R. Hardie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494061,412,49,2,54,38,8w89tsles26jm12aoelwvlttt,1,42.5,51.2,2023-01-01T16:12:01.456Z,2023-01-03T06:01:55Z,,,,,,,,,,,,,,,,,,,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494077,413,1,2,54,38,8w89tsles26jm12aoelwvlttt,1,42.5,51.2,2023-01-01T16:12:01.616Z,2023-01-03T06:02:00Z,3964300735,178,,3962750603,140,47.8,3962750609,213,1.0,3962750605,141,65.4,3962750601,56,Back,3962750607,212,11.1,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494095,414,1,2,54,39,8w89tsles26jm12aoelwvlttt,1,47.8,65.4,2023-01-01T16:12:02.656Z,2023-01-03T06:02:05Z,3962750719,141,55.1,3962750721,212,8.6,3962750715,56,Back,3962750717,140,43.0,3964300799,178,,3962750723,213,4.1,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494115,415,1,2,54,40,8w89tsles26jm12aoelwvlttt,1,43,55.1,2023-01-01T16:12:04.106Z,2023-01-03T06:02:08Z,3962750865,140,48.6,3962750869,212,7.2,3962750863,56,Back,3962750871,213,0.6,3964300843,178,,3962750867,141,61.2,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494261,416,1,2,54,43,8w89tsles26jm12aoelwvlttt,1,51.2,60,2023-01-01T16:12:06.604Z,2023-01-03T06:02:18Z,3962751671,212,26.7,3962751665,56,Left,3964300919,178,,3962751669,141,93.2,3962751663,155,,3962751673,213,1.0,3962752231,210,15,3962751667,140,64.8,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494265,417,15,2,54,52,8w89tsles26jm12aoelwvlttt,1,75.5,57.3,2023-01-01T16:12:15.216Z,2023-01-03T06:02:18Z,3962752235,78,,3962752245,102,48.6,3962752253,215,,3962752237,29,,3962752265,147,49.3,3962752261,146,97.7,3962751833,20,,3962751703,56,Center,299g43uwcj4dblia1bihagmol,N. Holland,3962752239,55,3962752249,103,7.0,,416,3962751701,18,,3964300969,178,3962751699,22,,3962752281,233,,,,,,,558,,,,,,,,,,,,,
2494494259,558,10,2,54,52,5g1fnexeromjl0lvnxp8hpnhi,1,1.8,51.5,2023-01-01T16:12:16.106Z,2023-01-03T06:03:03Z,3963488559,376,,3962752215,233,417,3962751661,56,Back,3962752181,180,,3962751659,182,,3962752179,176,,,,,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494275,559,52,2,54,53,5g1fnexeromjl0lvnxp8hpnhi,1,2.7,51.5,2023-01-01T16:12:16.205Z,2023-01-03T06:03:07Z,3964301293,179,,3963488617,376,,,,,,,,,,,,,,,,,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494371,560,1,2,55,0,5g1fnexeromjl0lvnxp8hpnhi,1,8.6,50.1,2023-01-01T16:12:23.817Z,2023-01-03T06:03:13Z,3964301501,178,,3962752289,140,8.4,3962752285,123,,3962752293,212,26.0,3962752295,213,1.6,3962752287,56,Back,3962752291,141,88.4,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494391,561,1,2,55,4,5g1fnexeromjl0lvnxp8hpnhi,1,8.4,88.4,2023-01-01T16:12:27.157Z,2023-01-03T06:03:17Z,3962752409,56,Back,3964301523,178,,3962752413,140,35.2,3962752421,212,28.4,3962752425,213,6.1,3962752417,141,82.7,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494397,562,50,2,55,4,5g1fnexeromjl0lvnxp8hpnhi,1,34.5,83.1,2023-01-01T16:12:28.072Z,2023-01-03T06:03:29Z,3962752505,233,418,3962752447,286,,3962752445,56,Back,,,,,,,,,,,,,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494387,418,7,2,55,5,8w89tsles26jm12aoelwvlttt,1,65.5,16.9,2023-01-01T16:12:28.735Z,2023-01-03T06:03:34Z,3962752403,56,Right,3962752405,285,,3962752491,233,562,3963488929,383,,3964301651,178,,,,,,,,,,,5v9byi3v430ysdqb058eww3c9,E. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494389,419,49,2,55,6,8w89tsles26jm12aoelwvlttt,1,65.6,16.8,2023-01-01T16:12:30.046Z,2023-01-03T06:03:58Z,,,,,,,,,,,,,,,,,,,,,,,,,5v9byi3v430ysdqb058eww3c9,E. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494415,420,1,2,55,6,8w89tsles26jm12aoelwvlttt,1,65.6,16.8,2023-01-01T16:12:30.107Z,2023-01-03T06:04:05Z,3962752537,213,3.1,3962752529,56,Right,3962752531,140,56.8,3964301971,178,,3962752535,212,9.3,3962752533,141,18.0,,,,,,,5v9byi3v430ysdqb058eww3c9,E. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494429,421,1,2,55,10,8w89tsles26jm12aoelwvlttt,1,56.2,12.2,2023-01-01T16:12:33.592Z,2023-01-03T06:04:14Z,3962752599,141,8.6,3962752595,56,Back,3962752603,213,3.3,3962752601,212,13.7,3964302081,178,,3962752597,140,43.4,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494533,422,1,2,55,12,8w89tsles26jm12aoelwvlttt,1,43.4,8.6,2023-01-01T16:12:35.526Z,2023-01-03T06:04:21Z,3962753171,56,Right,3962753177,212,20.5,3964302179,178,,3962753175,141,15.8,3962753173,140,62.4,3962753179,213,0.2,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494589,423,1,2,55,21,8w89tsles26jm12aoelwvlttt,1,70,53,2023-01-01T16:12:44.388Z,2023-01-03T06:04:31Z,3964302261,178,,3962753427,56,Left,3962753433,212,20.6,3962753435,213,1.2,3962753431,141,81.4,3962753429,140,76.7,,,,,,,5v9byi3v430ysdqb058eww3c9,E. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494643,424,1,2,55,24,8w89tsles26jm12aoelwvlttt,1,86,86.8,2023-01-01T16:12:48.008Z,2023-01-03T08:46:13Z,3962753721,212,38.7,3964302321,178,,3962753723,213,4.9,3962753725,1,,3962753719,141,31.0,3962753713,155,,3962753715,56,Center,3963489367,224,,9j8icoctjp1icwle91r62q76x,D. Harvie,3962771147,210,3962753717,140,93.3,1,13,3962771149,154,,3963489369,72,3962753711,2,,,,,,,,,,,,,,,,,,,,,,,
2494791033,909,43,2,55,27,8w89tsles26jm12aoelwvlttt,1,0,0,2023-01-01T16:12:50.160Z,2023-01-04T06:53:55Z,3964324521,233,930,3965130871,144,67,,,,,,,,,,,,,,,,,,,9y8gvjzrsvgxkcfvq99mivdyi,L. Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494791031,930,43,2,55,27,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-01-01T16:12:50.161Z,2023-01-04T06:53:54Z,3964324529,233,909,3965130869,144,67,,,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494647,425,13,2,55,27,8w89tsles26jm12aoelwvlttt,1,97.2,41.9,2023-01-01T16:12:51.106Z,2023-01-03T08:46:14Z,3962763127,102,57.8,3962763135,230,98.2,3962771173,55,424,3962763137,231,44.4,3962753735,22,,3962763131,214,,3964302433,178,,3962754989,20,,9y8gvjzrsvgxkcfvq99mivdyi,L. Barry,3962763129,103,3962763123,83,,,8.3,3962771169,29,,3962771171,154,3962753739,56,Center,3962754991,60,,,,,,,,,,,,,,,,,,,,
2494494655,426,5,2,55,29,8w89tsles26jm12aoelwvlttt,0,101.2,60.4,2023-01-01T16:12:52.330Z,2023-01-03T06:04:55Z,3962753789,56,Center,3962753791,346,,3962753823,233,563,,,,,,,,,,,,,,,,9y8gvjzrsvgxkcfvq99mivdyi,L. Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494635,563,5,2,55,29,5g1fnexeromjl0lvnxp8hpnhi,1,-1.2,39.6,2023-01-01T16:12:52.330Z,2023-01-03T06:04:55Z,3962753803,233,426,3962753671,346,,3962753669,56,Back,,,,,,,,,,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494849,564,1,2,55,47,5g1fnexeromjl0lvnxp8hpnhi,1,5,37,2023-01-01T16:13:10.648Z,2023-01-03T06:05:08Z,3962754947,212,19.7,3962754939,124,,3962754941,56,Back,3962754953,237,,3962754943,140,10.2,3962754949,213,1.3,3962754945,141,64.8,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494863,565,1,2,55,49,5g1fnexeromjl0lvnxp8hpnhi,1,7.3,64.9,2023-01-01T16:13:12.559Z,2023-01-03T06:05:12Z,3962755041,140,14.5,3962755047,213,1.0,3962755039,56,Back,3964302625,178,,3962755045,212,13.9,3962755043,141,82.1,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494877,566,1,2,55,51,5g1fnexeromjl0lvnxp8hpnhi,1,14.5,82.1,2023-01-01T16:13:14.910Z,2023-01-03T06:05:16Z,3962755125,213,5.3,3962755123,212,13.5,3962755117,56,Back,3964302675,178,,3962755121,141,65.1,3962755119,140,21.2,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494899,567,1,2,55,54,5g1fnexeromjl0lvnxp8hpnhi,0,21.5,66.9,2023-01-01T16:13:17.141Z,2023-01-03T06:05:22Z,3962759407,236,,3962759411,233,438,3962755219,140,26.0,3964302727,178,,3962755227,213,0.9,3962755217,56,Back,3962755223,141,75.1,3962759419,286,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,3962755225,212,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494495533,438,74,2,55,54,8w89tsles26jm12aoelwvlttt,1,82.7,26.1,2023-01-01T16:13:17.143Z,2023-01-03T06:05:27Z,3962758633,285,,3962759425,233,567,3964302765,178,,3962758631,56,Center,,,,,,,,,,,,,5v9byi3v430ysdqb058eww3c9,E. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494635321,798,49,2,55,55,8w89tsles26jm12aoelwvlttt,1,80.7,24.8,2023-01-01T16:13:18.661Z,2023-01-03T06:05:34Z,,,,,,,,,,,,,,,,,,,,,,,,,5v9byi3v430ysdqb058eww3c9,E. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494635385,799,1,2,55,55,8w89tsles26jm12aoelwvlttt,1,79.9,24.2,2023-01-01T16:13:18.734Z,2023-01-03T06:05:38Z,3963490491,213,3.0,3964302901,178,,3963490487,141,25.1,3963490483,56,Center,3963490489,212,5.9,3963490485,140,74.3,,,,,,,5v9byi3v430ysdqb058eww3c9,E. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494635577,800,1,2,55,57,8w89tsles26jm12aoelwvlttt,1,79.3,29.4,2023-01-01T16:13:20.789Z,2023-01-03T06:05:44Z,3963491395,56,Center,3963491399,141,48.4,3963491403,213,1.5,3964302967,178,,3963491401,212,13.0,3963491397,140,80.3,,,,,,,9y8gvjzrsvgxkcfvq99mivdyi,L. Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494494951,427,61,2,55,58,8w89tsles26jm12aoelwvlttt,0,83.8,40.1,2023-01-01T16:13:21.361Z,2023-01-03T06:06:05Z,3962755487,56,Center,3964303153,178,,,,,,,,,,,,,,,,,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494495017,569,49,2,56,0,5g1fnexeromjl0lvnxp8hpnhi,1,8.5,60.2,2023-01-01T16:13:23.284Z,2023-01-03T06:49:24Z,,,,,,,,,,,,,,,,,,,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494495027,570,1,2,56,1,5g1fnexeromjl0lvnxp8hpnhi,0,8.5,60.2,2023-01-01T16:13:24.421Z,2023-01-03T06:06:22Z,3962755813,141,30.9,3962755819,1,,3962755815,212,58.1,3962755809,56,Center,3964303295,178,,3962755817,213,5.9,3962755811,140,60.5,3962755807,157,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494495013,568,43,2,56,3,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-01-01T16:13:27.127Z,2023-01-01T16:13:34Z,3962755975,144,7,3962755755,285,0,3962755753,56,Back,,,,,,,,,,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494495021,428,49,2,56,4,8w89tsles26jm12aoelwvlttt,1,45.3,65.7,2023-01-01T16:13:27.189Z,2023-01-03T06:49:49Z,,,,,,,,,,,,,,,,,,,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
