id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,assist,qualifier/17/value
2498123073,863,67,1,0,10,5g1fnexeromjl0lvnxp8hpnhi,1,27.2,12.6,2023-01-14T15:02:17.533Z,2023-01-17T08:22:06Z,3981892703,233,855,,,,,,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498123071,855,67,1,0,10,8b523ujgl21tbc01me65q0aoh,0,72.8,87.4,2023-01-14T15:02:17.534Z,2023-01-17T06:16:11Z,3981892711,233,863,,,,,,,,,,,,,,,,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214365,6,1,1,0,10,5g1fnexeromjl0lvnxp8hpnhi,1,25.9,6.6,2023-01-14T15:02:17.570Z,2023-01-17T08:22:06Z,3977072059,141,14.7,3977072063,213,0.5,3981875387,178,,3977042821,56,Back,3977072061,212,10.6,3977072057,140,34.5,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498008585,789,61,1,0,10,5g1fnexeromjl0lvnxp8hpnhi,1,29.5,11.5,2023-01-14T15:02:17.863Z,2023-01-17T04:01:23Z,3981278267,56,Back,3981875463,178,,,,,,,,,,,,,,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214415,6,1,1,0,13,8b523ujgl21tbc01me65q0aoh,0,59.2,91.2,2023-01-14T15:02:20.499Z,2023-01-17T04:01:27Z,3977043031,213,6.0,3977043029,212,45.5,3981875493,178,,3977043027,141,73.5,3977043025,140,100.0,3977043023,56,Center,3977043033,1,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214431,7,5,1,0,15,5g1fnexeromjl0lvnxp8hpnhi,1,-1.1,25.4,2023-01-14T15:02:23.063Z,2023-01-17T04:01:31Z,3977043147,233,7,3977043115,346,,3977043113,56,Back,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214421,7,5,1,0,15,8b523ujgl21tbc01me65q0aoh,0,101.1,74.6,2023-01-14T15:02:23.063Z,2023-01-17T04:01:32Z,3977043181,233,7,3977043059,346,,3977043057,56,Center,,,,,,,,,,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217909,21,43,1,0,15,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-01-14T15:02:23.118Z,2023-01-16T12:56:28Z,3977061557,56,Back,3981278443,144,61,,,,,,,,,,,,,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215495,8,1,1,0,48,5g1fnexeromjl0lvnxp8hpnhi,0,4.8,37.3,2023-01-14T15:02:55.728Z,2023-01-17T04:01:35Z,3977048665,74,,3977048647,124,,3977048659,213,0.5,3977048651,140,74.9,3977048653,141,96.2,3977048649,56,Left,3977048655,212,83.8,3977048661,1,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215523,8,61,1,0,52,8b523ujgl21tbc01me65q0aoh,0,38.9,3.5,2023-01-14T15:02:59.712Z,2023-01-17T04:01:42Z,3981875611,178,,3977048807,56,Back,,,,,,,,,,,,,,,,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215923,9,5,1,0,53,5g1fnexeromjl0lvnxp8hpnhi,1,65.8,101.1,2023-01-14T15:03:00.503Z,2023-01-17T04:01:44Z,3977050949,233,9,3977050855,347,,3977050853,56,Left,,,,,,,,,,,,,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215623,9,5,1,0,53,8b523ujgl21tbc01me65q0aoh,0,34.2,-1.1,2023-01-14T15:03:00.503Z,2023-01-17T04:01:45Z,3977049315,56,Back,3977050989,233,9,3977049319,347,,,,,,,,,,,,,,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215991,10,1,1,1,4,5g1fnexeromjl0lvnxp8hpnhi,0,72.2,100,2023-01-14T15:03:11.624Z,2023-01-17T04:01:49Z,3977051237,212,30.5,3977051235,141,71.5,3977051233,140,93.9,3977051229,107,,3977051241,1,,3977051239,213,5.6,3977051231,56,Center,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216155,10,1,1,1,7,8b523ujgl21tbc01me65q0aoh,1,3.5,18.8,2023-01-14T15:03:14.779Z,2023-01-17T04:01:58Z,3977052077,212,8.0,3977052073,141,7.1,3981875747,388,,3977052081,213,4.8,3977052063,3,,3977052071,140,4.1,3977052067,56,Back,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216169,11,49,1,1,10,8b523ujgl21tbc01me65q0aoh,1,4.1,7.1,2023-01-14T15:03:17.555Z,2023-01-17T04:02:04Z,,,,,,,,,,,,,,,,,,,,,,,,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216195,12,61,1,1,10,8b523ujgl21tbc01me65q0aoh,0,4.1,7.1,2023-01-14T15:03:17.753Z,2023-01-17T04:02:13Z,3977052317,56,Back,3981875905,178,,,,,,,,,,,,,,,,,,,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216983,11,5,1,1,11,5g1fnexeromjl0lvnxp8hpnhi,1,95.2,101.2,2023-01-14T15:03:18.773Z,2023-01-17T04:02:17Z,3977056523,347,,3977056589,233,13,3977056521,56,Left,,,,,,,,,,,,,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216199,13,5,1,1,11,8b523ujgl21tbc01me65q0aoh,0,4.8,-1.2,2023-01-14T15:03:18.773Z,2023-01-17T04:02:17Z,3977052339,56,Back,3977052341,347,,3977056651,233,11,,,,,,,,,,,,,,,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217039,12,1,1,1,38,5g1fnexeromjl0lvnxp8hpnhi,0,95.3,100,2023-01-14T15:03:45.709Z,2023-01-17T04:02:22Z,3977056851,56,Center,3977056859,213,4.6,3977056863,1,,3977056853,140,92.6,3977056849,107,,3977056857,212,23.1,3977056855,141,67.3,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217177,14,12,1,1,39,8b523ujgl21tbc01me65q0aoh,1,4.2,28.2,2023-01-14T15:03:47.238Z,2023-01-17T04:02:32Z,3977057579,140,25.4,3981876091,388,,3981279259,15,,3977057581,141,29.8,3977057583,212,22.3,3977057585,213,0.0,3977057577,56,Back,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498008757,781,61,1,1,43,8b523ujgl21tbc01me65q0aoh,0,23.1,28.5,2023-01-14T15:03:50.654Z,2023-01-17T04:02:49Z,3981876143,178,,3981279503,56,Back,,,,,,,,,,,,,,,,,,,1feu2co3n49llnckcxffuo79x,F. Ladapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498008765,790,61,1,1,43,5g1fnexeromjl0lvnxp8hpnhi,1,76.9,71.5,2023-01-14T15:03:50.766Z,2023-01-17T04:02:45Z,3981279549,56,Center,3981876205,178,,,,,,,,,,,,,,,,,,,,6q0zzgnbbzsbubnekye5dunai,J. Matete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217191,15,49,1,1,43,8b523ujgl21tbc01me65q0aoh,1,25.4,29.8,2023-01-14T15:03:51.117Z,2023-01-17T04:02:55Z,,,,,,,,,,,,,,,,,,,,,,,,,1feu2co3n49llnckcxffuo79x,F. Ladapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217367,16,1,1,1,43,8b523ujgl21tbc01me65q0aoh,1,21.4,38,2023-01-14T15:03:51.134Z,2023-01-17T04:02:58Z,3981876329,178,,3977058535,140,35.3,3977058537,141,53.2,3977058541,213,0.6,3977058533,56,Back,3977058539,212,17.9,,,,,,,7hduohz6mo32mbtdepyv5u7yt,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217375,17,1,1,1,47,8b523ujgl21tbc01me65q0aoh,0,46.6,45.6,2023-01-14T15:03:54.300Z,2023-01-17T04:03:03Z,3981280291,212,1.8,3981280315,286,,3981876357,178,,3981280313,236,,3981280289,141,45.2,3977058577,56,Back,3981280287,140,48.3,3981280293,213,6.1,ab2bx5qzhdzlduh46iacngbf9,M. Harness,3981600305,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217335,13,74,1,1,47,5g1fnexeromjl0lvnxp8hpnhi,1,53.7,54.2,2023-01-14T15:03:54.364Z,2023-01-17T04:03:06Z,3977058427,56,Center,3981876373,178,,3977058429,285,,3981600309,233,17,,,,,,,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217341,14,49,1,1,48,5g1fnexeromjl0lvnxp8hpnhi,1,67.2,67.6,2023-01-14T15:03:55.684Z,2023-01-17T04:03:10Z,,,,,,,,,,,,,,,,,,,,,,,,,6q0zzgnbbzsbubnekye5dunai,J. Matete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217409,15,1,1,1,49,5g1fnexeromjl0lvnxp8hpnhi,1,67.2,67.6,2023-01-14T15:03:56.530Z,2023-01-17T04:03:15Z,3977058743,140,61.0,3981876441,178,,3977058745,141,74.5,3977058747,212,8.0,3977058741,56,Center,3977058749,213,2.5,,,,,,,6q0zzgnbbzsbubnekye5dunai,J. Matete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217435,16,1,1,1,50,5g1fnexeromjl0lvnxp8hpnhi,1,61,74.5,2023-01-14T15:03:57.560Z,2023-01-17T04:03:28Z,3977058887,56,Left,3977058893,212,15.9,3977058895,213,0.4,3977058891,141,83.5,3977058889,140,75.0,3981876511,178,,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217447,17,1,1,1,52,5g1fnexeromjl0lvnxp8hpnhi,0,74.9,83.6,2023-01-14T15:03:59.427Z,2023-01-17T04:03:32Z,3977058969,212,11.2,3981876541,178,,3977058971,213,5.4,3977058963,56,Center,3977058965,140,81.9,3977058967,141,71.2,,,,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498008949,782,49,1,1,53,8b523ujgl21tbc01me65q0aoh,1,25.9,24.2,2023-01-14T15:04:00.807Z,2023-01-17T04:03:39Z,,,,,,,,,,,,,,,,,,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218057,18,1,1,1,53,8b523ujgl21tbc01me65q0aoh,0,22.2,31.8,2023-01-14T15:04:00.815Z,2023-01-17T04:03:42Z,3977062331,140,73.9,3977062329,56,Right,3981280901,1,,3977062333,141,13.7,3981876611,178,,3977062335,212,55.7,3977062337,213,6.1,3981280899,157,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217601,18,1,1,1,57,5g1fnexeromjl0lvnxp8hpnhi,1,29.4,81.5,2023-01-14T15:04:04.266Z,2023-01-17T04:04:34Z,3977059849,212,14.5,3981876655,178,,3977059841,3,,3977059847,141,76.4,3977059845,140,42.8,3977059843,56,Back,3977059851,213,6.0,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217623,19,61,1,1,58,5g1fnexeromjl0lvnxp8hpnhi,0,42.8,76.4,2023-01-14T15:04:05.556Z,2023-01-17T04:04:43Z,3981876971,21,,3977059959,56,Back,3981876973,178,,,,,,,,,,,,,,,,,6q0zzgnbbzsbubnekye5dunai,J. Matete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218085,19,1,1,1,59,8b523ujgl21tbc01me65q0aoh,0,54.1,20,2023-01-14T15:04:06.803Z,2023-01-17T04:04:49Z,3981281181,155,,3977062487,213,5.8,3977062485,212,32.6,3981877019,178,,3977062483,141,0.0,3977062481,140,81.7,3977062489,1,,3977062479,56,Right,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218095,20,5,1,2,3,8b523ujgl21tbc01me65q0aoh,0,79.8,-1.4,2023-01-14T15:04:11.163Z,2023-01-17T04:04:54Z,3977062517,56,Right,3977062519,347,,3977063211,233,20,,,,,,,,,,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217903,20,5,1,2,3,5g1fnexeromjl0lvnxp8hpnhi,1,20.2,101.4,2023-01-14T15:04:11.163Z,2023-01-17T04:04:54Z,3977061531,347,,3977063191,233,20,3977061529,56,Back,,,,,,,,,,,,,,,,6q0zzgnbbzsbubnekye5dunai,J. Matete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218323,22,1,1,2,21,5g1fnexeromjl0lvnxp8hpnhi,1,25.5,100,2023-01-14T15:04:28.674Z,2023-01-17T04:04:57Z,3977063891,107,,3977063899,212,28.7,3977063905,1,,3977063901,213,6.0,3977063895,140,51.4,3977063897,141,88.4,3977063893,56,Left,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218329,23,44,1,2,23,5g1fnexeromjl0lvnxp8hpnhi,1,54,90.6,2023-01-14T15:04:30.257Z,2023-01-17T08:22:07Z,3977063949,286,,3977064069,233,21,3977063947,56,Left,,,,,,,,,,,,,,,,9w0nk2mz77jqc62v4gv1h0vkl,R. Hardie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218347,21,44,1,2,23,8b523ujgl21tbc01me65q0aoh,0,46,9.4,2023-01-14T15:04:30.258Z,2023-01-17T04:05:02Z,3977064025,56,Back,3977064027,285,,3977064147,233,23,,,,,,,,,,,,,,,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218379,24,1,1,2,23,5g1fnexeromjl0lvnxp8hpnhi,0,51.4,88.4,2023-01-14T15:04:30.360Z,2023-01-17T08:22:07Z,3977064209,213,4.6,3977064201,56,Back,3981877117,388,,3977064205,141,61.1,3977064207,212,18.7,3977064203,140,48.9,3977064199,3,,,,,9w0nk2mz77jqc62v4gv1h0vkl,R. Hardie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218591,24,49,1,2,25,8b523ujgl21tbc01me65q0aoh,1,52.3,32.8,2023-01-14T15:04:32.367Z,2023-01-17T04:05:14Z,,,,,,,,,,,,,,,,,,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218541,22,1,1,2,25,8b523ujgl21tbc01me65q0aoh,1,44.8,23.6,2023-01-14T15:04:32.413Z,2023-01-17T04:05:18Z,3981877199,178,,3977065023,141,39.4,3977065019,56,Center,3977065025,212,24.3,3977065027,213,0.5,3977065017,157,,3977065029,1,,3977065021,140,65.6,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218577,23,1,1,2,29,8b523ujgl21tbc01me65q0aoh,1,65.6,39.4,2023-01-14T15:04:37.238Z,2023-01-17T04:05:20Z,3977065245,213,2.4,3977065237,140,55.1,3977065235,56,Center,3977065233,3,,3977065239,141,53.1,3981877219,388,,3977065241,212,14.4,,,,1feu2co3n49llnckcxffuo79x,F. Ladapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218695,25,1,1,2,32,8b523ujgl21tbc01me65q0aoh,0,55.1,53.1,2023-01-14T15:04:39.414Z,2023-01-17T04:05:25Z,3981877261,178,,3977065943,140,77.7,3977065951,212,37.6,3977065947,141,96.0,3977065955,1,,3977065953,213,0.9,3977065941,56,Left,3977065939,155,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218739,25,56,1,2,36,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-01-14T15:04:44.074Z,2023-01-17T04:05:28Z,3977066161,56,Back,,,,,,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218757,26,5,1,2,38,8b523ujgl21tbc01me65q0aoh,0,79.1,101.6,2023-01-14T15:04:45.284Z,2023-01-17T04:05:31Z,3977066253,56,Left,3977068217,233,26,3977066255,347,,,,,,,,,,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497219105,26,5,1,2,38,5g1fnexeromjl0lvnxp8hpnhi,1,20.9,-1.6,2023-01-14T15:04:45.284Z,2023-01-17T04:05:31Z,3977068181,233,26,3977068153,56,Back,3977068155,347,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497219181,27,1,1,2,51,5g1fnexeromjl0lvnxp8hpnhi,0,21.5,0,2023-01-14T15:04:58.403Z,2023-01-17T04:05:36Z,3977068559,107,,3977068567,212,25.0,3977068565,141,15.5,3977068563,140,42.4,3977068571,1,,3977068569,213,0.5,3977068561,56,Back,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
