id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist
2506278967,5,44,1,0,12,3ptd7zlc5isrongig0wij2id4,0,47,32.9,2023-02-11T15:03:21.479Z,2023-02-14T02:14:30Z,4024638273,233,6,4024638051,285,,4024638049,56,Back,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279055,7,1,1,0,12,jv3jh5m5t7qy5t37vwwmnj16,1,55.4,64.5,2023-02-11T15:03:21.519Z,2023-02-14T06:32:01Z,4024638435,140,65.2,4024638441,212,14.4,4031705057,388,,4024638431,56,Center,4024638437,141,49.6,4024638443,213,5.5,4024638427,3,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279077,8,1,1,0,13,jv3jh5m5t7qy5t37vwwmnj16,0,65,53,2023-02-11T15:03:23.283Z,2023-02-14T02:14:51Z,4031705225,388,,4024638547,140,66.1,4024638553,212,1.3,4024645405,168,,4024638543,56,Center,4024638555,213,0.5,4024638551,141,54.0,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507516991,858,61,1,0,14,3ptd7zlc5isrongig0wij2id4,1,33.3,53.6,2023-02-11T15:03:23.316Z,2023-02-14T02:15:41Z,4031112505,56,Back,4031705809,178,,,,,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279307,9,1,1,0,15,jv3jh5m5t7qy5t37vwwmnj16,1,67.1,60.5,2023-02-11T15:03:25.120Z,2023-02-14T02:15:46Z,4024639577,56,Left,4024639589,212,21.2,4024639587,141,90.2,4024639581,140,73.3,4031705895,178,,4024639591,213,1.3,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279171,6,43,1,0,17,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-02-11T15:03:27.213Z,2023-02-11T15:03:54Z,4024639015,56,Back,4024643847,144,61,,,,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279415,10,1,1,0,20,jv3jh5m5t7qy5t37vwwmnj16,1,73,80.9,2023-02-11T15:03:29.718Z,2023-02-14T06:32:02Z,4024640087,2,,4024640093,140,94.9,4024640089,155,,4024643519,210,13,4031113049,20,,4031113047,223,,4024640101,1,,4024640099,213,5.4,4oogur7f8tfx3z011ap58ao5x,G. McCleary,1,4024640097,212,35.8,4024643521,154,4031705935,178,4024640095,141,40.6,4024640091,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,
2506279439,11,44,1,0,22,jv3jh5m5t7qy5t37vwwmnj16,1,94.8,39.7,2023-02-11T15:03:31.634Z,2023-02-14T06:32:02Z,4024640211,286,,4024640209,56,Center,4024640311,233,7,,,,,,,,,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279429,7,44,1,0,22,3ptd7zlc5isrongig0wij2id4,0,5.2,60.3,2023-02-11T15:03:31.635Z,2023-02-14T02:15:56Z,4024640357,233,11,4024640135,285,,4024640133,56,Back,,,,,,,,,,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279449,12,13,1,0,22,jv3jh5m5t7qy5t37vwwmnj16,1,95.2,42.7,2023-02-11T15:03:31.722Z,2023-02-14T06:32:03Z,4024643563,55,10,4024641639,328,,4024643569,102,41.7,4024640263,60,,4024643571,103,15.3,4024640265,56,Center,4024640261,22,,4024641635,15,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,4024643557,84,,4024643559,29,4031706139,388,4024643561,154,,4024643585,231,47.3,4024643579,230,99.0,,,,,,,,,,,,,,,,,,,,,,
2506279463,8,5,1,0,23,3ptd7zlc5isrongig0wij2id4,1,-1.2,58.3,2023-02-11T15:03:32.544Z,2023-02-14T02:16:09Z,4024640581,233,14,4024640339,346,,4024640337,56,Back,,,,,,,,,,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279493,14,5,1,0,23,jv3jh5m5t7qy5t37vwwmnj16,0,101.2,41.7,2023-02-11T15:03:32.544Z,2023-02-14T02:16:09Z,4024640505,56,Center,4024640507,346,,4024640597,233,8,,,,,,,,,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279475,13,43,1,0,25,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-02-11T15:03:34.877Z,2023-02-11T15:03:38Z,4024640441,213,0,4024640437,212,0,4024640421,168,0,4024640417,3,0,4024640429,140,100.0,4024640901,144,1,4024640425,56,Center,4024640433,141,41.9,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280541,9,1,1,0,50,3ptd7zlc5isrongig0wij2id4,0,4.5,56.7,2023-02-11T15:04:00.233Z,2023-02-14T02:16:17Z,4024645679,124,,4024645685,141,83.8,4024645687,212,65.2,4024645681,56,Left,4024645689,213,0.3,4024645695,74,,4024645683,140,64.1,4024645691,1,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280571,15,44,1,0,54,jv3jh5m5t7qy5t37vwwmnj16,1,35.8,14.8,2023-02-11T15:04:04.165Z,2023-02-14T06:32:03Z,4024645913,233,10,4024645811,56,Back,4024645813,285,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280563,10,44,1,0,54,3ptd7zlc5isrongig0wij2id4,0,64.2,85.2,2023-02-11T15:04:04.166Z,2023-02-14T02:16:22Z,4024645783,56,Left,4024645785,286,,4024645939,233,15,,,,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280667,16,1,1,0,54,jv3jh5m5t7qy5t37vwwmnj16,1,35.6,13.5,2023-02-11T15:04:04.221Z,2023-02-14T06:32:03Z,4031706403,388,,4024646237,213,0.0,4024646231,141,14.1,4024646233,212,16.9,4024646221,3,,4024646229,140,51.7,4024646225,56,Right,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280673,17,49,1,0,56,jv3jh5m5t7qy5t37vwwmnj16,1,51.1,19.5,2023-02-11T15:04:05.468Z,2023-02-14T02:16:35Z,,,,,,,,,,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280689,18,61,1,0,56,jv3jh5m5t7qy5t37vwwmnj16,0,51.1,19.5,2023-02-11T15:04:06.218Z,2023-02-14T02:16:49Z,4031706655,21,,4031706657,178,,4024646331,56,Right,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280749,11,49,1,0,57,3ptd7zlc5isrongig0wij2id4,1,43.2,76.3,2023-02-11T15:04:07.092Z,2023-02-14T02:17:08Z,,,,,,,,,,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280831,12,1,1,0,58,3ptd7zlc5isrongig0wij2id4,1,43.2,76.3,2023-02-11T15:04:07.736Z,2023-02-14T02:17:17Z,4024647097,212,9.7,4024647099,213,1.6,4024647095,141,90.6,4031706887,178,,4024647089,56,Back,4024647093,140,42.8,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280953,13,1,1,1,2,3ptd7zlc5isrongig0wij2id4,1,42.9,90,2023-02-11T15:04:11.612Z,2023-02-14T02:17:26Z,4031707043,178,,4024647727,56,Back,4024647731,140,31.9,4024647737,141,77.8,4024647747,213,3.8,4024647741,212,14.2,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281255,14,1,1,1,6,3ptd7zlc5isrongig0wij2id4,1,35.1,71.1,2023-02-11T15:04:15.596Z,2023-02-14T02:17:31Z,4024649153,141,28.5,4024649149,56,Back,4031707099,178,,4024649151,140,31.1,4024649157,213,4.6,4024649155,212,29.3,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281327,15,1,1,1,13,3ptd7zlc5isrongig0wij2id4,1,60.6,19.8,2023-02-11T15:04:22.709Z,2023-02-14T02:17:35Z,4024649539,212,11.1,4031707143,178,,4024649537,141,25.9,4024649541,213,0.4,4024649535,140,70.4,4024649533,56,Center,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281343,16,61,1,1,14,3ptd7zlc5isrongig0wij2id4,0,70.4,25.9,2023-02-11T15:04:23.404Z,2023-02-14T02:17:54Z,4024649583,56,Center,4031707393,178,,,,,,,,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507638321,787,43,1,1,14,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-02-11T15:04:23.431Z,2023-02-14T06:31:55Z,4031809967,144,67,4031778815,233,887,,,,,,,,,,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507638315,887,43,1,1,14,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-02-11T15:04:23.432Z,2023-02-14T06:31:55Z,4031809969,144,67,4031778823,233,787,,,,,,,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281337,19,49,1,1,15,jv3jh5m5t7qy5t37vwwmnj16,1,31,75,2023-02-11T15:04:24.866Z,2023-02-14T02:18:03Z,,,,,,,,,,,,,,,,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281427,20,1,1,1,17,jv3jh5m5t7qy5t37vwwmnj16,1,32.6,73.6,2023-02-11T15:04:26.377Z,2023-02-14T02:18:07Z,4024650045,141,63.3,4024650041,56,Back,4024650047,212,7.3,4024650049,213,5.0,4031707587,178,,4024650043,140,34.7,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281589,21,1,1,1,17,jv3jh5m5t7qy5t37vwwmnj16,0,35.2,62.4,2023-02-11T15:04:27.230Z,2023-02-14T02:18:11Z,4031707681,178,,4024650855,141,69.4,4024650847,56,Center,4024650845,155,,4024650851,140,76.4,4024650859,212,43.5,4024650861,213,0.1,4024650863,1,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281669,17,49,1,1,21,3ptd7zlc5isrongig0wij2id4,1,25.3,26.4,2023-02-11T15:04:31.023Z,2023-02-14T02:18:19Z,,,,,,,,,,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281753,18,3,1,1,21,3ptd7zlc5isrongig0wij2id4,1,24.2,26.8,2023-02-11T15:04:31.033Z,2023-02-14T02:18:25Z,4031707903,178,,4024651521,285,,4024651519,56,Back,4031115135,465,,4024651577,233,22,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281715,22,45,1,1,21,jv3jh5m5t7qy5t37vwwmnj16,0,75.8,73.2,2023-02-11T15:04:31.033Z,2023-02-14T02:18:26Z,4024651667,233,18,4024651353,56,Center,4024651355,286,,,,,,,,,,,,,,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507638515,888,43,1,1,25,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-02-11T15:04:34.471Z,2023-02-14T09:06:38Z,4031894689,144,67,4031779437,233,790,,,,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507638511,790,43,1,1,25,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-02-11T15:04:34.472Z,2023-02-14T09:06:39Z,4031894699,144,67,4031779441,233,888,,,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281809,19,1,1,1,25,3ptd7zlc5isrongig0wij2id4,0,26.8,19.2,2023-02-11T15:04:34.479Z,2023-02-14T06:32:04Z,4024651795,141,12.3,4024651805,213,6.0,4024651799,212,14.4,4031707995,178,,4024651793,140,39.8,4024651789,56,Back,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281869,23,1,1,1,26,jv3jh5m5t7qy5t37vwwmnj16,1,62.9,87.8,2023-02-11T15:04:35.901Z,2023-02-14T02:18:44Z,4024652099,213,0.3,4024652091,56,Left,4024652097,212,7.4,4024652095,141,91.2,4031708095,178,,4024652093,140,69.6,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281881,24,61,1,1,27,jv3jh5m5t7qy5t37vwwmnj16,0,69.7,91.2,2023-02-11T15:04:36.935Z,2023-02-14T02:18:54Z,4024652137,56,Left,4031708271,178,,,,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281937,20,1,1,1,28,3ptd7zlc5isrongig0wij2id4,1,32.1,21.6,2023-02-11T15:04:38.107Z,2023-02-14T02:19:09Z,4031708371,178,,4024652447,213,0.3,4024652435,3,,4024652437,56,Back,4024652445,212,2.7,4024652439,140,34.6,4024652443,141,22.8,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281961,21,1,1,1,30,3ptd7zlc5isrongig0wij2id4,0,34.6,22.8,2023-02-11T15:04:39.485Z,2023-02-14T02:19:17Z,4024652595,140,60.8,4024652599,141,36.6,4024652591,56,Center,4024652603,212,29.1,4031708483,178,,4024652611,1,,4024652589,157,,4024652607,213,0.3,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282019,25,49,1,1,33,jv3jh5m5t7qy5t37vwwmnj16,1,43.6,68.7,2023-02-11T15:04:43.057Z,2023-02-14T02:19:33Z,,,,,,,,,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282377,26,1,1,1,36,jv3jh5m5t7qy5t37vwwmnj16,1,32.6,42.2,2023-02-11T15:04:46.229Z,2023-02-14T02:19:37Z,4024654561,212,25.9,4031708733,178,,4024654563,213,3.0,4024654557,140,8.0,4024654559,141,45.8,4024654555,56,Back,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282559,27,1,1,1,42,jv3jh5m5t7qy5t37vwwmnj16,1,12.8,42.8,2023-02-11T15:04:52.035Z,2023-02-14T02:19:40Z,4024655383,56,Center,4024655397,1,,4024655385,140,60.8,4024655389,212,53.9,4024655381,155,,4024655393,213,0.4,4024655387,141,70.8,4031708807,178,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282681,28,1,1,1,46,jv3jh5m5t7qy5t37vwwmnj16,0,61.3,70.8,2023-02-11T15:04:55.571Z,2023-02-14T02:19:49Z,4024655889,168,,4024655893,140,85.0,4024655887,3,,4024655891,56,Center,4024655897,212,25.8,4024655899,213,6.0,4024655895,141,60.6,4031708881,388,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282687,22,52,1,1,50,3ptd7zlc5isrongig0wij2id4,1,13.2,38.8,2023-02-11T15:04:59.599Z,2023-02-14T02:19:56Z,4031116471,376,,4031708979,178,,,,,,,,,,,,,,,,,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506283067,23,1,1,1,52,3ptd7zlc5isrongig0wij2id4,1,16,42.5,2023-02-11T15:05:01.774Z,2023-02-14T02:19:59Z,4024657929,212,13.1,4024657921,123,,4024657927,141,59.4,4024657925,140,22.0,4031709021,178,,4024657923,56,Back,4024657931,213,1.1,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
