id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/16/value
2531728245,15,43,1,0,55,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-04-10T14:01:48.201Z,2023-04-10T14:02:06Z,4180146109,233,11,4180146047,56,Left,4180147387,144,5,4180146051,347,0,,,,,,,,,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531728069,10,43,1,0,56,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-04-10T14:01:48.909Z,2023-04-10T14:01:59Z,4180146627,144,61,4180145229,56,Back,,,,,,,,,,,,,,,,,,,33ci88veciqvd4w5y145dyooa,K. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531728103,11,43,1,0,57,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-04-10T14:01:49.708Z,2023-04-10T14:02:09Z,4180145397,347,0,4180147745,144,5,4180145395,56,Back,,,,,,,,,,,,,,,,33ci88veciqvd4w5y145dyooa,K. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531728997,13,1,1,1,25,ahm0t06rup1bkd9z0mxl2lmph,0,14.1,10.6,2023-04-10T14:02:18.624Z,2023-04-12T20:22:03Z,4180149645,56,Right,4185010687,178,,4180149649,141,9.1,4180149647,140,77.0,4180149643,152,,4180149639,5,,4180149653,213,6.3,4182957429,155,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,4180149655,1,,4180149651,212,66.1,,,,,,,,,,,,,,,,,,,,,,,,,
2531729037,17,1,1,1,29,ejm092fnt9zoxbpuklzd52ji8,1,21.7,94.2,2023-04-10T14:02:21.749Z,2023-04-12T20:22:06Z,4180149833,3,,4180149843,213,6.3,4180149835,56,Back,4185010747,388,,4180149841,212,11.7,4180149839,141,93.9,4180149837,140,32.8,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532251915,714,49,1,1,30,ejm092fnt9zoxbpuklzd52ji8,1,34.1,91.1,2023-04-10T14:02:22.891Z,2023-04-12T20:22:08Z,,,,,,,,,,,,,,,,,,,,,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729149,18,1,1,1,30,ejm092fnt9zoxbpuklzd52ji8,0,32.3,93.9,2023-04-10T14:02:23.047Z,2023-04-12T20:22:11Z,4180150377,140,78.6,4180150383,213,6.0,4180150379,141,72.3,4185010845,178,,4180150375,56,Center,4180150381,212,50.8,4180150345,157,,4180150385,1,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532251975,792,59,1,1,34,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-04-10T14:02:27.003Z,2023-04-12T20:22:16Z,4182958111,56,Back,,,,,,,,,,,,,,,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729293,14,1,1,1,34,ahm0t06rup1bkd9z0mxl2lmph,0,20.2,28.9,2023-04-10T14:02:27.103Z,2023-04-12T20:22:20Z,4185010993,178,,4180151071,56,Back,4180151077,212,30.0,4180151075,141,0.0,4180151081,213,5.5,4180151073,140,40.6,4180151069,157,,4180151085,1,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729305,15,5,1,1,39,ahm0t06rup1bkd9z0mxl2lmph,0,41.6,-1.4,2023-04-10T14:02:32.424Z,2023-04-12T20:22:24Z,4180151157,347,,4180151155,56,Back,4180151883,233,19,,,,,,,,,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729413,19,5,1,1,39,ejm092fnt9zoxbpuklzd52ji8,1,58.4,101.4,2023-04-10T14:02:32.424Z,2023-04-12T20:22:23Z,4180151641,56,Left,4180151725,233,15,4180151643,347,,,,,,,,,,,,,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729759,20,1,1,1,52,ejm092fnt9zoxbpuklzd52ji8,1,58.6,100,2023-04-10T14:02:45.345Z,2023-04-12T20:22:26Z,4180153477,1,,4180153459,107,,4180153471,212,23.7,4180153463,140,80.0,4180153473,213,6.0,4180153461,56,Left,4180153467,141,89.7,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729775,21,44,1,1,54,ejm092fnt9zoxbpuklzd52ji8,1,82.4,90.8,2023-04-10T14:02:47.205Z,2023-04-12T22:06:38Z,4180153551,56,Left,4180160321,233,20,4180153555,286,,,,,,,,,,,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531730715,20,44,1,1,54,ahm0t06rup1bkd9z0mxl2lmph,0,17.6,9.2,2023-04-10T14:02:47.206Z,2023-04-12T20:22:30Z,4180160287,233,21,4180158453,285,,4180158451,56,Back,,,,,,,,,,,,,,,,7ysjsg2vz5dgbm9pzvbx9u904,S. Negru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532252895,715,1,1,1,54,ejm092fnt9zoxbpuklzd52ji8,0,85.7,89.6,2023-04-10T14:02:47.320Z,2023-04-12T22:06:39Z,4185011257,388,,4182963093,168,,4182963103,213,0,4182963095,56,Left,4182963091,3,,4182963099,141,89.6,4182963101,212,2.7,4182963097,140,88.3,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729807,16,44,1,1,56,ahm0t06rup1bkd9z0mxl2lmph,1,21.2,5.8,2023-04-10T14:02:48.941Z,2023-04-12T22:06:39Z,4180165071,233,22,4180153719,56,Back,4180153723,285,,,,,,,,,,,,,,,,,7ysjsg2vz5dgbm9pzvbx9u904,S. Negru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729801,22,44,1,1,56,ejm092fnt9zoxbpuklzd52ji8,0,78.8,94.2,2023-04-10T14:02:48.942Z,2023-04-12T20:22:37Z,4180153687,56,Left,4180153689,286,,4180165149,233,16,,,,,,,,,,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729923,17,1,1,1,56,ahm0t06rup1bkd9z0mxl2lmph,1,21.6,2.9,2023-04-10T14:02:48.952Z,2023-04-12T22:06:39Z,4180154267,213,0.6,4180154261,140,33.9,4180154265,212,15.6,4180154257,3,,4180154263,141,15.8,4185011315,388,,4180154259,56,Back,,,,7ysjsg2vz5dgbm9pzvbx9u904,S. Negru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531731907,23,43,1,1,56,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-04-10T14:02:49.098Z,2023-04-11T13:20:40Z,4180164599,56,Back,4182963207,144,61,,,,,,,,,,,,,,,,,,,7ysjsg2vz5dgbm9pzvbx9u904,S. Negru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532252975,793,49,1,1,57,ahm0t06rup1bkd9z0mxl2lmph,1,23.3,16.4,2023-04-10T14:02:50.234Z,2023-04-12T20:22:41Z,,,,,,,,,,,,,,,,,,,,,,,,,8g19rw3eni5p8jt5v1j9skwdl,M. Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532642737,779,83,1,1,58,ejm092fnt9zoxbpuklzd52ji8,1,71.3,83.5,2023-04-10T14:02:51.015Z,2023-04-12T20:41:46Z,4185037617,399,195859,,,,,,,,,,,,,,,,,,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531730009,18,1,1,1,58,ahm0t06rup1bkd9z0mxl2lmph,1,33.9,15.8,2023-04-10T14:02:51.051Z,2023-04-12T20:22:46Z,4180154695,212,7.4,4185011459,178,,4180154689,56,Back,4180154699,213,4.7,4180154691,140,34.1,4180154693,141,4.9,,,,,,,8g19rw3eni5p8jt5v1j9skwdl,M. Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531730077,19,4,1,2,0,ahm0t06rup1bkd9z0mxl2lmph,1,31.5,4.6,2023-04-10T14:02:53.188Z,2023-04-12T20:22:51Z,4180154969,56,Back,4180154973,265,,4180154967,13,,4180155025,233,23,4180154971,152,,4180154975,285,,,,,,,,33ci88veciqvd4w5y145dyooa,K. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531730057,23,4,1,2,0,ejm092fnt9zoxbpuklzd52ji8,0,68.5,95.4,2023-04-10T14:02:53.189Z,2023-04-12T20:22:51Z,4180154871,13,,4185011523,178,,4180154917,265,,4180154875,56,Left,4180154921,286,,4180154913,152,,4180155045,233,19,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531731275,21,1,1,2,44,ahm0t06rup1bkd9z0mxl2lmph,0,35.4,3.8,2023-04-10T14:03:36.984Z,2023-04-12T20:22:55Z,4180161341,140,77.0,4180161349,1,,4180161339,56,Center,4180161347,213,0.7,4180161337,152,,4180161345,212,57.8,4182965745,155,,4185011597,178,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,4180161333,5,,4180161343,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,
2531731361,24,1,1,2,46,ejm092fnt9zoxbpuklzd52ji8,1,23.7,34,2023-04-10T14:03:39.346Z,2023-04-12T20:23:02Z,4180161789,141,64.6,4180161791,212,22.2,4180161767,3,,4185011769,178,,4180161793,213,1.2,4180161783,140,31.0,4180161775,56,Back,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531731369,25,49,1,2,49,ejm092fnt9zoxbpuklzd52ji8,1,31,64.3,2023-04-10T14:03:42.427Z,2023-04-12T20:23:06Z,,,,,,,,,,,,,,,,,,,,,,,,,b0l7hknmc27qttjxv094mi5zp,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531731571,26,1,1,2,51,ejm092fnt9zoxbpuklzd52ji8,1,28.6,69.3,2023-04-10T14:03:44.575Z,2023-04-12T20:23:10Z,4180162943,213,0.4,4180162933,155,,4185011917,178,,4180162939,141,94.1,4180162941,212,41.0,4180162937,140,64.2,4180162945,1,,4180162935,56,Left,b0l7hknmc27qttjxv094mi5zp,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531731575,27,61,1,2,55,ejm092fnt9zoxbpuklzd52ji8,0,66.1,93.9,2023-04-10T14:03:47.990Z,2023-04-12T20:23:23Z,4185012117,178,,4180162969,56,Left,,,,,,,,,,,,,,,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531731679,22,4,1,2,57,ahm0t06rup1bkd9z0mxl2lmph,1,22.7,7,2023-04-10T14:03:49.957Z,2023-04-12T20:23:29Z,4180163447,13,,4180163457,56,Back,4180163463,285,,4180163453,294,,4180163461,152,,4180164021,233,28,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531731775,28,4,1,2,57,ejm092fnt9zoxbpuklzd52ji8,0,77.3,93,2023-04-10T14:03:49.958Z,2023-04-12T20:23:28Z,4180163955,286,,4180163951,56,Left,4185012195,178,,4180163949,294,,4180163947,13,,4180163953,152,,4180164073,233,22,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
