id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/14/value,assist,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/12/value,qualifier/15/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/18/value
2535157305,760,49,1,0,12,8rfydplrc9ki0sirqi0drcybk,1,30.5,74.6,2023-04-15T14:00:25.679Z,2023-04-18T09:44:15Z,,,,,,,,,,,,,,,,,,,,,,,,,937mkgz0gstvxyjiwfe9xiuzu,C. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627117,5,1,1,0,12,8rfydplrc9ki0sirqi0drcybk,0,30.1,76.1,2023-04-15T14:00:25.735Z,2023-04-18T09:44:17Z,4190264285,213,0.2,4190264279,140,69.7,4190264287,1,,4199807293,178,,4190264277,56,Left,4190264283,212,42.8,4190264281,141,91.1,4190264275,157,,937mkgz0gstvxyjiwfe9xiuzu,C. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627119,7,12,1,0,15,5qwskbjpa17fvmtuu5qijy7cz,1,25.9,10.6,2023-04-15T14:00:28.853Z,2023-04-18T09:44:29Z,4198337077,213,4.7,4198337075,212,8.0,4198337069,167,,4190264291,56,Back,4198337071,140,25.5,4199807705,178,,4198337073,141,0.0,,,,djjkjjtiuwnbaau5lv6iqkwr9,M. Nottingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627337,6,5,1,0,17,8rfydplrc9ki0sirqi0drcybk,1,74.4,101.4,2023-04-15T14:00:30.163Z,2023-04-18T09:44:31Z,4190265355,56,Left,4190265383,233,8,4190265357,347,,,,,,,,,,,,,,,,,937mkgz0gstvxyjiwfe9xiuzu,C. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627137,8,5,1,0,17,5qwskbjpa17fvmtuu5qijy7cz,0,25.6,-1.4,2023-04-15T14:00:30.163Z,2023-04-18T09:44:32Z,4190265429,233,6,4190264349,347,,4190264347,56,Back,,,,,,,,,,,,,,,,djjkjjtiuwnbaau5lv6iqkwr9,M. Nottingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627359,7,1,1,0,31,8rfydplrc9ki0sirqi0drcybk,0,73.4,100,2023-04-15T14:00:44.564Z,2023-04-18T09:44:34Z,4190265465,1,,4190265453,107,,4190265459,141,81.8,4190265463,213,5.7,4190265457,140,94.5,4190265461,212,25.8,4190265455,56,Left,,,,937mkgz0gstvxyjiwfe9xiuzu,C. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627381,9,1,1,0,32,5qwskbjpa17fvmtuu5qijy7cz,0,7.3,9.5,2023-04-15T14:00:45.896Z,2023-04-18T09:44:39Z,4199808113,178,,4190265595,213,0.4,4190265587,141,21.6,4190265577,3,,4190265591,212,19.3,4190265583,140,23.9,4190265581,56,Back,,,,djjkjjtiuwnbaau5lv6iqkwr9,M. Nottingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627415,8,1,1,0,34,8rfydplrc9ki0sirqi0drcybk,0,86.4,80.3,2023-04-15T14:00:48.030Z,2023-04-18T09:44:51Z,4190265755,213,5.0,4190265743,3,,4199808503,178,,4190265749,140,89.6,4190265753,212,11.5,4190265747,56,Center,4190265751,141,64.2,,,,937mkgz0gstvxyjiwfe9xiuzu,C. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627433,10,44,1,0,36,5qwskbjpa17fvmtuu5qijy7cz,1,9,44.5,2023-04-15T14:00:49.546Z,2023-04-18T12:48:55Z,4190265815,56,Back,4190265817,285,,4190265961,233,9,,,,,,,,,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627449,9,44,1,0,36,8rfydplrc9ki0sirqi0drcybk,0,91,55.5,2023-04-15T14:00:49.547Z,2023-04-18T09:44:56Z,4190265897,286,,4190265895,56,Center,4190265991,233,10,,,,,,,,,,,,,,,,8bhf6lrrabp5tw5m8krirsm7e,P. Omochere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627437,11,12,1,0,36,5qwskbjpa17fvmtuu5qijy7cz,1,8.1,45.6,2023-04-15T14:00:49.605Z,2023-04-18T12:48:55Z,4190265853,213,6.1,4190265847,141,42.3,4190265839,56,Back,4190265851,212,15.3,4190266889,15,,4199808803,388,,4190265843,140,22.5,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535440529,763,83,1,0,39,5qwskbjpa17fvmtuu5qijy7cz,1,23.8,42.5,2023-04-15T14:00:52.315Z,2023-04-18T10:14:26Z,4199864725,399,98464,,,,,,,,,,,,,,,,,,,,,,7d9la6gbbobi9yie2ejf9uj1l,E. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627547,10,1,1,0,39,8rfydplrc9ki0sirqi0drcybk,1,77.4,55.9,2023-04-15T14:00:52.323Z,2023-04-18T10:14:09Z,4190266355,213,5.7,4190266341,155,,4190268425,210,13,4190266343,56,Center,4190266349,141,45.4,4190266351,212,12.2,4190266345,140,86.8,4199809019,178,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627553,11,13,1,0,40,8rfydplrc9ki0sirqi0drcybk,1,86.8,44.5,2023-04-15T14:00:53.859Z,2023-04-18T09:45:15Z,4190268473,231,48.4,4190268465,328,,4190268453,103,75,4190268443,29,,4190266365,17,,4190266367,56,Center,4190266363,22,,4190268445,55,10,8bhf6lrrabp5tw5m8krirsm7e,P. Omochere,,4190268471,230,96.9,4190268459,108,4190268449,102,45.5,4190267563,20,4190268441,74,4199809181,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627531,12,5,1,0,42,5qwskbjpa17fvmtuu5qijy7cz,1,-1,48.4,2023-04-15T14:00:55.274Z,2023-04-18T09:45:19Z,4190275185,233,12,4190266267,56,Back,4190272493,346,,,,,,,,,,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627713,12,5,1,0,42,8rfydplrc9ki0sirqi0drcybk,0,101,51.6,2023-04-15T14:00:55.274Z,2023-04-18T09:45:19Z,4190267099,346,,4190275221,233,12,4190267095,56,Center,,,,,,,,,,,,,,,,8bhf6lrrabp5tw5m8krirsm7e,P. Omochere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628483,13,1,1,1,8,5qwskbjpa17fvmtuu5qijy7cz,0,4.9,41.3,2023-04-15T14:01:22.002Z,2023-04-18T09:45:22Z,4190270585,213,6.1,4190270579,140,58.8,4190270587,1,,4190273075,124,,4190270577,56,Center,4190270583,212,57.1,4190273077,237,,4190270581,141,29.7,3wew9tjsjrsoyioiuzd7ve356,L. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628541,13,8,1,1,12,8rfydplrc9ki0sirqi0drcybk,1,31.5,75.2,2023-04-15T14:01:25.985Z,2023-04-18T09:45:52Z,4199810713,178,,4198347305,385,,4190270851,56,Back,,,,,,,,,,,,,,,,2eu3cz65piv0j91gi396p9ega,J. Earl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628629,14,44,1,1,15,5qwskbjpa17fvmtuu5qijy7cz,1,61.4,10.7,2023-04-15T14:01:29.008Z,2023-04-18T12:48:55Z,4190271211,56,Right,4190271243,233,14,4190271213,286,,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628555,14,44,1,1,15,8rfydplrc9ki0sirqi0drcybk,0,38.6,89.3,2023-04-15T14:01:29.009Z,2023-04-18T09:45:57Z,4190270917,285,,4190271285,233,14,4190270915,56,Back,,,,,,,,,,,,,,,,3tlocewlh3mb53wd0hk8nucbt,P. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628669,15,1,1,1,15,5qwskbjpa17fvmtuu5qijy7cz,0,63.6,7.3,2023-04-15T14:01:29.054Z,2023-04-18T12:48:56Z,4190271403,3,,4190271409,140,64.1,4190271421,213,5.7,4190271415,212,0.6,4190271405,56,Right,4190271411,141,6.8,4199811159,388,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628657,15,61,1,1,16,8rfydplrc9ki0sirqi0drcybk,1,40.7,87.7,2023-04-15T14:01:29.095Z,2023-04-18T09:46:09Z,4199811397,15,,4199811401,388,,4190271347,56,Back,,,,,,,,,,,,,,,,3tlocewlh3mb53wd0hk8nucbt,P. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628761,16,5,1,1,17,5qwskbjpa17fvmtuu5qijy7cz,1,65,-1.5,2023-04-15T14:01:30.238Z,2023-04-18T09:46:15Z,4190272005,233,16,4190271913,56,Right,4190271915,347,,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628697,16,5,1,1,17,8rfydplrc9ki0sirqi0drcybk,0,35,101.5,2023-04-15T14:01:30.238Z,2023-04-18T09:46:16Z,4190271577,347,,4190271575,56,Back,4190272037,233,16,,,,,,,,,,,,,,,,3tlocewlh3mb53wd0hk8nucbt,P. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629897,17,1,1,1,52,5qwskbjpa17fvmtuu5qijy7cz,0,69.4,0,2023-04-15T14:02:05.834Z,2023-04-18T09:46:34Z,4190277223,141,32.8,4190277229,1,,4190277221,140,88.8,4190277217,107,,4190277219,56,Center,4190277225,212,30.9,4190277227,213,0.9,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629885,17,44,1,1,55,8rfydplrc9ki0sirqi0drcybk,1,10.2,67.9,2023-04-15T14:02:08.077Z,2023-04-18T12:48:56Z,4190277359,233,18,4190277145,56,Back,4190277149,285,,,,,,,,,,,,,,,,,74p53a79q1tlis3a3gladqor9,J. Stockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629905,18,44,1,1,55,5qwskbjpa17fvmtuu5qijy7cz,0,89.8,32.1,2023-04-15T14:02:08.078Z,2023-04-18T09:46:39Z,4190277259,56,Center,4190277261,286,,4190277487,233,17,,,,,,,,,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629943,18,12,1,1,55,8rfydplrc9ki0sirqi0drcybk,1,8.7,62.9,2023-04-15T14:02:08.146Z,2023-04-18T12:48:56Z,4190277505,15,,4190277429,212,6.0,4190277423,56,Back,4190277425,140,10.1,4190277431,213,1.3,4199812565,388,,4190277427,141,71.5,,,,74p53a79q1tlis3a3gladqor9,J. Stockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629973,19,50,1,1,56,5qwskbjpa17fvmtuu5qijy7cz,1,93.3,27.4,2023-04-15T14:02:09.255Z,2023-04-18T09:46:57Z,4190277845,233,19,4190277541,286,,4190277539,56,Center,,,,,,,,,,,,,,,,djjkjjtiuwnbaau5lv6iqkwr9,M. Nottingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630027,19,7,1,1,57,8rfydplrc9ki0sirqi0drcybk,1,6.7,72.6,2023-04-15T14:02:10.610Z,2023-04-18T09:47:04Z,4199813159,178,,4190277769,285,,4190277767,56,Back,4198354609,385,,4190277789,233,19,,,,,,,,,,2y1fhmv1aw0ocpu3h0wrfi1d6,S. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630033,20,49,1,1,58,8rfydplrc9ki0sirqi0drcybk,1,6.4,83.3,2023-04-15T14:02:12.019Z,2023-04-18T09:47:13Z,,,,,,,,,,,,,,,,,,,,,,,,,3tlocewlh3mb53wd0hk8nucbt,P. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630209,21,1,1,2,0,8rfydplrc9ki0sirqi0drcybk,0,6.7,82.4,2023-04-15T14:02:13.360Z,2023-04-18T09:47:16Z,4190278629,1,,4190278623,212,55.6,4190278617,140,58.3,4190278619,141,100.0,4190278613,56,Left,4190278611,157,,4199813397,178,,4190278627,213,0.2,3tlocewlh3mb53wd0hk8nucbt,P. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630499,20,5,1,2,4,5qwskbjpa17fvmtuu5qijy7cz,1,44.8,-1.4,2023-04-15T14:02:17.506Z,2023-04-18T09:47:19Z,4190280159,56,Back,4190280201,233,22,4190280163,347,,,,,,,,,,,,,,,,,djjkjjtiuwnbaau5lv6iqkwr9,M. Nottingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630223,22,5,1,2,4,8rfydplrc9ki0sirqi0drcybk,0,55.2,101.4,2023-04-15T14:02:17.506Z,2023-04-18T09:47:20Z,4190278693,56,Left,4190278695,347,,4190280233,233,20,,,,,,,,,,,,,,,,3tlocewlh3mb53wd0hk8nucbt,P. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630545,21,1,1,2,11,5qwskbjpa17fvmtuu5qijy7cz,1,25.9,0,2023-04-15T14:02:24.662Z,2023-04-18T09:47:25Z,4190280351,107,,4190280359,212,26.0,4190280353,56,Back,4190280357,141,25.4,4190280363,1,,4190280361,213,2.4,4190280355,140,8.1,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630687,22,1,1,2,15,5qwskbjpa17fvmtuu5qijy7cz,1,11.6,31.5,2023-04-15T14:02:28.432Z,2023-04-18T09:47:27Z,4190281033,56,Back,4190281045,212,15.9,4190281049,213,5.1,4190281037,140,17.7,4190281041,141,10.1,4199813887,178,,,,,,,,3wew9tjsjrsoyioiuzd7ve356,L. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630825,23,1,1,2,19,5qwskbjpa17fvmtuu5qijy7cz,1,20.3,8.9,2023-04-15T14:02:32.603Z,2023-04-18T09:47:30Z,4190281737,155,,4190281741,140,72.2,4199814011,178,,4190281749,1,,4190281743,141,55.1,4190281747,213,0.5,4190281739,56,Center,4190281745,212,62.9,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630865,24,44,1,2,22,5qwskbjpa17fvmtuu5qijy7cz,1,73.8,48.4,2023-04-15T14:02:35.974Z,2023-04-18T12:48:57Z,4190281907,286,,4190281905,56,Center,4190281955,233,23,,,,,,,,,,,,,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630845,23,44,1,2,22,8rfydplrc9ki0sirqi0drcybk,0,26.2,51.6,2023-04-15T14:02:35.975Z,2023-04-18T09:47:41Z,4190281995,233,24,4190281831,56,Back,4190281833,285,,,,,,,,,,,,,,,,,6tqiy5a5cfpfm90j8r5udl8bu,B. Sarpong-Wiredu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630893,25,1,1,2,22,5qwskbjpa17fvmtuu5qijy7cz,0,76.2,52.4,2023-04-15T14:02:35.995Z,2023-04-18T12:48:57Z,4190282029,213,3.1,4199814595,178,,4190282021,141,53.4,4198357531,156,,4190282025,212,8.1,4190282015,56,Center,4190282017,140,68.5,4190282011,3,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630941,24,1,1,2,24,8rfydplrc9ki0sirqi0drcybk,1,27.2,45.8,2023-04-15T14:02:37.248Z,2023-04-18T09:47:51Z,4190282239,141,63.5,4190282241,212,13.9,4190282237,140,33.8,4190282243,213,1.0,4190282235,56,Back,4199814707,178,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631137,26,4,1,2,26,8rfydplrc9ki0sirqi0drcybk,1,34.2,67.8,2023-04-15T14:02:39.715Z,2023-04-18T09:47:56Z,4190283181,233,26,4190283129,56,Back,4190283133,265,,4190283127,13,,4190283203,286,,4190283131,152,,,,,,,,3tlocewlh3mb53wd0hk8nucbt,P. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631097,26,4,1,2,26,5qwskbjpa17fvmtuu5qijy7cz,0,65.8,32.2,2023-04-15T14:02:39.716Z,2023-04-18T09:47:55Z,4199814761,178,,4190282919,13,,4190282931,285,,4190282925,152,,4190282929,265,,4190282921,56,Center,4190283251,233,26,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630991,25,43,1,2,27,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-04-15T14:02:41.001Z,2023-04-15T14:02:43Z,4190282945,144,61,4190282419,56,Back,,,,,,,,,,,,,,,,,,,3tlocewlh3mb53wd0hk8nucbt,P. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
