id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/13/value,qualifier/15/value,keyPass,qualifier/18/value,qualifier/19/value,qualifier/21/id,qualifier/21/qualifierId
2500049247,835,59,2,47,14,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-01-21T16:09:51.018Z,2023-01-24T03:19:32Z,3992011133,56,Back,,,,,,,,,,,,,,,,,,,,,,c3nbdw1440h1uwwmixrjxwclx,B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499259123,441,1,2,47,14,9db4t34qy4owglhvvgwf5l22i,0,14.9,91.2,2023-01-21T16:09:51.078Z,2023-01-24T03:19:40Z,3987842767,212,23.1,3987842759,157,,3992637583,178,,3987842769,213,0.3,3987842763,140,35.9,3987842771,1,,3987842761,56,Back,3987842765,141,100.0,c3nbdw1440h1uwwmixrjxwclx,B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499259517,382,5,2,47,19,5qwskbjpa17fvmtuu5qijy7cz,1,63.4,-1.4,2023-01-21T16:09:55.743Z,2023-01-24T03:19:52Z,3987844905,56,Right,3987844907,347,,3987844935,233,442,,,,,,,,,,,,,,,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499259133,442,5,2,47,19,9db4t34qy4owglhvvgwf5l22i,0,36.6,101.4,2023-01-21T16:09:55.743Z,2023-01-24T03:19:53Z,3987844957,233,382,3987842823,347,,3987842821,56,Back,,,,,,,,,,,,,,,,c3nbdw1440h1uwwmixrjxwclx,B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499259599,383,1,2,47,37,5qwskbjpa17fvmtuu5qijy7cz,1,60,0,2023-01-21T16:10:14.195Z,2023-01-24T03:19:57Z,3987845327,107,,3987845329,56,Center,3987845335,212,45.5,3987845337,213,1.5,3987845339,1,,3987845333,141,65.8,3987845331,140,62.0,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499259647,384,1,2,47,41,5qwskbjpa17fvmtuu5qijy7cz,1,57.2,65.2,2023-01-21T16:10:18.277Z,2023-01-24T03:20:01Z,3987845593,141,96.9,3987845591,140,69.5,3987845595,212,25.1,3987845589,56,Left,3987845597,213,1.0,3992637637,178,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499259691,385,1,2,47,43,5qwskbjpa17fvmtuu5qijy7cz,0,69.5,96.9,2023-01-21T16:10:20.179Z,2023-01-24T03:20:05Z,3987845867,56,Center,3987845869,140,87.2,3992637651,178,,3987845871,141,75.1,3987845873,212,23.8,3987845877,213,5.6,,,,,,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499259699,443,49,2,47,46,9db4t34qy4owglhvvgwf5l22i,1,6.8,27,2023-01-21T16:10:22.748Z,2023-01-24T03:20:11Z,,,,,,,,,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499259741,444,1,2,47,46,9db4t34qy4owglhvvgwf5l22i,0,6.8,27,2023-01-21T16:10:22.820Z,2023-01-24T03:20:15Z,3987846193,212,20.9,3987846187,140,13.3,3987846195,213,5.0,3987846191,141,0.0,3992637675,178,,3987846183,56,Back,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499260445,386,5,2,47,47,5qwskbjpa17fvmtuu5qijy7cz,1,84.7,101.7,2023-01-21T16:10:24.209Z,2023-01-24T03:20:21Z,3987849747,347,,3987849783,233,445,3987849745,56,Left,,,,,,,,,,,,,,,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499259749,445,5,2,47,47,9db4t34qy4owglhvvgwf5l22i,0,15.3,-1.7,2023-01-21T16:10:24.209Z,2023-01-24T03:20:21Z,3987846225,347,,3987849821,233,386,3987846223,56,Back,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499260505,387,1,2,48,16,5qwskbjpa17fvmtuu5qijy7cz,0,82.7,100,2023-01-21T16:10:52.545Z,2023-01-24T03:20:27Z,3987850037,140,88.2,3987850043,213,4.9,3987850039,141,62.4,3987850041,212,27.1,3987850035,56,Center,3987850045,1,,3987850033,107,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499260549,446,12,2,48,17,9db4t34qy4owglhvvgwf5l22i,1,5,33.2,2023-01-21T16:10:54.321Z,2023-01-24T03:20:33Z,3987850277,212,24.7,3987850271,140,28.1,3987850281,213,0.2,3987850273,141,40.2,3992637747,388,,3992011823,15,,3987850267,56,Back,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499260619,388,15,2,48,21,5qwskbjpa17fvmtuu5qijy7cz,1,68.8,53.4,2023-01-21T16:10:57.893Z,2023-01-24T03:20:46Z,3987855601,82,,3987856537,231,50.2,3987855615,233,447,3987856525,103,19,3987856527,215,,3987856535,230,98.0,3987856529,458,,3987855597,20,,a5cmnj0nhdbux68291ipqcei2,D. Martin,3987856523,102,49.7,3987856533,147,3987856531,146,73.1,52.9,3992637803,178,,,3987850599,56,Center,3987850597,18,3987850595,22,,3992012629,78,,,,,,,,,,,,,,,,,,,,
2499260647,447,10,2,48,21,9db4t34qy4owglhvvgwf5l22i,1,25.5,37.4,2023-01-21T16:10:57.992Z,2023-01-24T03:20:53Z,3987850723,94,,3992637831,388,,3987850725,56,Back,3987855651,233,388,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261083,389,5,2,48,24,5qwskbjpa17fvmtuu5qijy7cz,1,50.8,101.2,2023-01-21T16:11:01.343Z,2023-01-24T03:21:00Z,3987852951,347,,3987852973,233,448,3987852949,56,Left,,,,,,,,,,,,,,,,a5cmnj0nhdbux68291ipqcei2,D. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499260733,448,5,2,48,24,9db4t34qy4owglhvvgwf5l22i,0,49.2,-1.2,2023-01-21T16:11:01.343Z,2023-01-24T03:21:01Z,3987851185,347,,3987851181,56,Back,3987853021,233,389,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261181,390,1,2,48,40,5qwskbjpa17fvmtuu5qijy7cz,1,51,100,2023-01-21T16:11:17.129Z,2023-01-24T03:21:06Z,3987853383,141,92.9,3987853381,140,37.4,3987853387,213,3.5,3987853379,56,Back,3987853377,107,,3987853385,212,15.4,,,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261313,391,1,2,48,45,5qwskbjpa17fvmtuu5qijy7cz,0,37.2,86.5,2023-01-21T16:11:22.418Z,2023-01-24T03:21:11Z,3992637899,178,,3987854063,141,20.3,3987854061,140,68.7,3987854055,155,,3987854065,212,55.9,3987854067,213,5.3,3987854059,56,Right,3987854057,196,,a2g77lv071rnz76ujh30364tl,H. Rodgers,3987854069,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261285,449,44,2,48,49,9db4t34qy4owglhvvgwf5l22i,1,31.2,76.5,2023-01-21T16:11:25.564Z,2023-01-24T06:50:00Z,3987854209,233,392,3987853917,285,,3987853915,56,Back,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261327,392,44,2,48,49,5qwskbjpa17fvmtuu5qijy7cz,0,68.8,23.5,2023-01-21T16:11:25.565Z,2023-01-24T03:21:17Z,3987854129,56,Center,3987854131,286,,3987854377,233,449,,,,,,,,,,,,,,,,20z2xkmqc3em5dol00ko4sp62,S. Quirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261335,450,1,2,48,49,9db4t34qy4owglhvvgwf5l22i,0,31.2,73.3,2023-01-21T16:11:25.654Z,2023-01-24T06:50:00Z,3987854171,140,43.8,3987854165,56,Back,3987854173,141,70.9,3992637937,388,,3987854175,212,13.3,3987854161,3,,3987854177,213,6.2,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261427,393,1,2,48,52,5qwskbjpa17fvmtuu5qijy7cz,0,43.9,15.7,2023-01-21T16:11:28.930Z,2023-01-24T03:21:37Z,3987854661,140,62.0,3987854663,141,13.2,3992637983,178,,3987854659,56,Right,3987854667,213,6.2,3987854665,212,19.1,3987854655,155,,,,,a5cmnj0nhdbux68291ipqcei2,D. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261463,451,1,2,48,53,9db4t34qy4owglhvvgwf5l22i,1,32.7,89.7,2023-01-21T16:11:29.953Z,2023-01-24T03:21:43Z,3987854847,56,Back,3992638015,388,,3987854849,140,39.8,3987854853,212,11.8,3987854845,3,,3987854851,141,76.3,3987854855,213,5.4,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261473,452,44,2,48,55,9db4t34qy4owglhvvgwf5l22i,1,38.5,74.6,2023-01-21T16:11:31.628Z,2023-01-24T06:50:01Z,3987854921,233,394,3987854879,56,Back,3987854881,285,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261471,394,44,2,48,55,5qwskbjpa17fvmtuu5qijy7cz,0,61.5,25.4,2023-01-21T16:11:31.629Z,2023-01-24T03:21:48Z,3987854935,233,452,3987854871,56,Center,3987854873,286,,,,,,,,,,,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261489,453,1,2,48,55,9db4t34qy4owglhvvgwf5l22i,0,35.5,75,2023-01-21T16:11:31.734Z,2023-01-24T06:50:01Z,3992638071,388,,3987854995,140,40.6,3987854989,56,Back,3987854997,141,67.2,3987855001,213,5.5,3987854985,3,,3987854999,212,7.5,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261565,395,1,2,48,56,5qwskbjpa17fvmtuu5qijy7cz,0,58,29.9,2023-01-21T16:11:33.091Z,2023-01-24T03:21:55Z,3992638081,178,,3987855395,212,30.5,3987855389,140,87.0,3987855385,56,Center,3987855399,213,6.3,3987855391,141,29.5,3987855381,155,,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261593,454,52,2,49,0,9db4t34qy4owglhvvgwf5l22i,1,13.2,71.1,2023-01-21T16:11:36.557Z,2023-01-24T03:21:59Z,3992638093,178,,3992015083,377,,,,,,,,,,,,,,,,,,,,c3nbdw1440h1uwwmixrjxwclx,B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261673,455,1,2,49,4,9db4t34qy4owglhvvgwf5l22i,1,12.4,61.2,2023-01-21T16:11:40.812Z,2023-01-24T03:22:02Z,3992638111,178,,3987855919,123,,3987855929,213,5.7,3987855927,212,8.3,3987855925,141,54.6,3987855921,56,Back,3987855923,140,19.0,,,,c3nbdw1440h1uwwmixrjxwclx,B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261731,456,1,2,49,5,9db4t34qy4owglhvvgwf5l22i,1,19.3,54.8,2023-01-21T16:11:42.036Z,2023-01-24T03:22:05Z,3987856197,56,Back,3987856221,213,3.1,3987856211,141,55.2,3987856201,140,11.1,3992638123,178,,3987856215,212,8.6,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261799,457,1,2,49,8,9db4t34qy4owglhvvgwf5l22i,1,6.9,55.5,2023-01-21T16:11:44.569Z,2023-01-24T03:22:09Z,3992638155,178,,3987856607,140,17.0,3987856609,141,12.5,3987856613,213,5.1,3987856611,212,31.1,3987856605,56,Back,,,,,,,c3nbdw1440h1uwwmixrjxwclx,B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261843,458,1,2,49,11,9db4t34qy4owglhvvgwf5l22i,0,19.4,12.2,2023-01-21T16:11:47.731Z,2023-01-24T03:22:13Z,3987856823,141,13.0,3987856821,140,27.3,3987856827,212,8.3,3987856819,56,Back,3987856829,213,0.1,3992638181,178,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499261883,396,61,2,49,11,5qwskbjpa17fvmtuu5qijy7cz,1,71.4,86.2,2023-01-21T16:11:47.834Z,2023-01-24T03:22:19Z,3992638213,178,,3987857027,56,Left,,,,,,,,,,,,,,,,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499262109,397,2,2,49,11,5qwskbjpa17fvmtuu5qijy7cz,1,61.1,96.2,2023-01-21T16:11:47.838Z,2023-01-24T03:22:30Z,3992638257,178,,3987858249,141,88.4,3987858235,7,6ipjgy0ewyx7mnmolu0pp0mw9,3987858241,140,76.9,3987858239,56,Left,,,,,,,,,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499262073,459,55,2,49,11,9db4t34qy4owglhvvgwf5l22i,1,23.4,12.2,2023-01-21T16:11:47.839Z,2023-01-24T03:22:30Z,,,,,,,,,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499262199,460,1,2,49,24,9db4t34qy4owglhvvgwf5l22i,1,22.8,17.2,2023-01-21T16:12:00.778Z,2023-01-24T03:22:36Z,3992638291,178,,3987858765,212,13.6,3987858755,5,,3987858757,241,,3987858767,213,2.2,3987858759,56,Back,3987858761,140,14.7,3987858763,141,32.8,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499262227,461,1,2,49,27,9db4t34qy4owglhvvgwf5l22i,0,18.4,33.4,2023-01-21T16:12:03.553Z,2023-01-24T03:22:42Z,3987858895,56,Back,3987858899,141,92.9,3987858905,1,,3987858897,140,39.0,3992638325,178,,3987858893,155,,3987858901,212,45.9,3987858903,213,1.1,c3nbdw1440h1uwwmixrjxwclx,B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499262241,398,8,2,49,29,5qwskbjpa17fvmtuu5qijy7cz,1,51.9,10,2023-01-21T16:12:05.896Z,2023-01-24T03:22:48Z,3992638353,388,,3987859159,15,,3987858939,56,Right,3992016661,385,,,,,,,,,,,,,,20z2xkmqc3em5dol00ko4sp62,S. Quirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499262397,462,61,2,49,35,9db4t34qy4owglhvvgwf5l22i,0,7.8,90.3,2023-01-21T16:12:11.759Z,2023-01-24T03:23:06Z,3987859727,56,Back,3992638437,178,,,,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499262597,399,5,2,49,36,5qwskbjpa17fvmtuu5qijy7cz,1,90.6,-1.8,2023-01-21T16:12:12.469Z,2023-01-24T03:23:11Z,3987860723,233,463,3987860691,56,Right,3987860693,347,,,,,,,,,,,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499262451,463,5,2,49,36,9db4t34qy4owglhvvgwf5l22i,0,9.4,101.8,2023-01-21T16:12:12.469Z,2023-01-24T03:23:11Z,3987860781,233,399,3987859997,56,Back,3987859999,347,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499263045,400,1,2,49,59,5qwskbjpa17fvmtuu5qijy7cz,0,89.8,0,2023-01-21T16:12:35.516Z,2023-01-24T03:23:14Z,3987862849,141,47.6,3987862847,140,95.9,3987862851,212,34.1,3987862845,56,Center,3987862853,213,1.4,3987862855,1,,3987862843,107,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499263077,464,12,2,50,1,9db4t34qy4owglhvvgwf5l22i,1,2.7,59,2023-01-21T16:12:37.627Z,2023-01-24T03:23:19Z,3987862987,140,2.8,3987862993,213,4.7,3987862991,212,7.8,3987862989,141,47.6,3992638505,388,,3987862985,56,Back,3992017291,15,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499270641,437,44,2,50,2,5qwskbjpa17fvmtuu5qijy7cz,1,96.7,52.4,2023-01-21T16:12:39.235Z,2023-01-24T06:50:02Z,3987901561,233,465,3987901517,286,,3987901515,56,Center,,,,,,,,,,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499263085,465,44,2,50,2,9db4t34qy4owglhvvgwf5l22i,0,3.3,47.6,2023-01-21T16:12:39.236Z,2023-01-24T03:23:27Z,3987863037,56,Back,3987863231,233,437,3987863045,285,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499263101,401,15,2,50,2,5qwskbjpa17fvmtuu5qijy7cz,1,95.7,51.3,2023-01-21T16:12:39.271Z,2023-01-24T06:50:02Z,3987875007,100,,3987874995,120,,3987867115,82,,3987875029,231,49.5,3987867107,15,,3987867201,233,466,3987875019,146,97.2,3987863121,56,Center,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,3987875003,458,,3987875001,103,3992638575,388,,19,3992018335,76,,,3987875027,230,99.1,3987867103,160,3987874999,102,52.2,3987875025,147,3987867113,328,,3987867109,16,,,,,,,,,,51.6,,,,,
2499263133,466,10,2,50,2,9db4t34qy4owglhvvgwf5l22i,1,3.3,48.9,2023-01-21T16:12:39.321Z,2023-01-24T03:23:42Z,3992638621,388,,3992638623,15,,3987863333,56,Back,3987866839,94,,3987867223,233,401,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499263257,467,12,2,50,3,9db4t34qy4owglhvvgwf5l22i,1,7.1,42.5,2023-01-21T16:12:40.390Z,2023-01-24T03:23:56Z,3987863925,56,Back,3987863929,141,31.6,3987863931,212,18.2,3987863927,140,22.9,3987863933,213,5.9,3992638687,178,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499263259,468,4,2,50,6,9db4t34qy4owglhvvgwf5l22i,1,28.2,32.5,2023-01-21T16:12:42.580Z,2023-01-24T03:24:10Z,3987863939,56,Back,3987863941,152,,3987863937,295,,3987863943,285,,3987864031,233,402,3987863935,13,,,,,,,,878xi84rsiw5uj1doiy894lwp,J. Aitchison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499263263,402,4,2,50,6,5qwskbjpa17fvmtuu5qijy7cz,0,71.8,67.5,2023-01-21T16:12:42.581Z,2023-01-24T03:24:09Z,3987863965,56,Center,3992638771,178,,3987863969,286,,3987863967,152,,3987864059,233,468,3987863961,13,,3987863963,295,,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499264247,469,1,2,50,44,9db4t34qy4owglhvvgwf5l22i,0,23.2,25.9,2023-01-21T16:13:21.055Z,2023-01-24T03:24:13Z,3987868957,213,0.1,3987868959,1,,3987868955,212,47.1,3987868953,141,31.5,3987868951,140,67.9,3987868943,5,,3987868947,152,,3987868949,56,Center,c3nbdw1440h1uwwmixrjxwclx,B. Collins,3992638799,178,,3987868945,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499264293,404,1,2,50,47,5qwskbjpa17fvmtuu5qijy7cz,1,24.8,71.9,2023-01-21T16:13:24.030Z,2023-01-24T03:24:21Z,3987869189,213,4.4,3987869179,3,,3987869187,212,16.2,3987869185,141,49.1,3992638839,178,,3987869181,56,Back,3987869183,140,20.2,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499264257,403,43,2,50,48,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-01-21T16:13:25.165Z,2023-01-23T16:12:20Z,3987868993,285,0,3987868991,56,Back,3992019659,144,44,,,,,,,,,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499264263,470,43,2,50,48,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-01-21T16:13:25.166Z,2023-01-23T16:12:18Z,3987869011,56,Center,3987869013,286,0,3987869237,233,403,3992019657,144,44,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499264321,405,49,2,50,50,5qwskbjpa17fvmtuu5qijy7cz,1,20.9,48.2,2023-01-21T16:13:26.435Z,2023-01-24T03:24:32Z,,,,,,,,,,,,,,,,,,,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499264409,406,1,2,50,50,5qwskbjpa17fvmtuu5qijy7cz,1,20.9,48.2,2023-01-21T16:13:26.847Z,2023-01-24T03:24:41Z,3987869791,213,4.5,3987869781,140,15.0,3987869777,56,Back,3987869787,212,27.8,3987869785,141,8.3,3992638961,178,,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499264447,407,1,2,50,53,5qwskbjpa17fvmtuu5qijy7cz,0,21.6,6.4,2023-01-21T16:13:30.032Z,2023-01-24T03:24:46Z,3987870015,1,,3987870001,141,15.7,3992638997,178,,3987869991,56,Right,3987869987,155,,3987870011,213,0.2,3987870005,212,38.0,3987869995,140,57.3,20z2xkmqc3em5dol00ko4sp62,S. Quirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499264497,471,1,2,50,55,9db4t34qy4owglhvvgwf5l22i,1,43.4,88.2,2023-01-21T16:13:32.324Z,2023-01-24T03:24:51Z,3987870275,213,5.3,3987870271,141,71.5,3992639043,178,,3987870265,3,,3987870273,212,13.6,3987870267,56,Center,3987870269,140,50.6,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499264505,472,49,2,50,57,9db4t34qy4owglhvvgwf5l22i,1,43.9,70.9,2023-01-21T16:13:33.434Z,2023-01-24T03:24:57Z,,,,,,,,,,,,,,,,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499264717,473,1,2,50,58,9db4t34qy4owglhvvgwf5l22i,1,46.6,67.2,2023-01-21T16:13:34.621Z,2023-01-24T03:25:00Z,3987871363,155,,3992639101,178,,3987871373,213,4.7,3987871365,56,Back,3987871371,212,20.5,3987871369,141,37.1,3987871367,140,46.4,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499264737,474,1,2,51,0,9db4t34qy4owglhvvgwf5l22i,1,53.7,39.2,2023-01-21T16:13:37.350Z,2023-01-24T03:25:07Z,3987871489,213,0.6,3987871487,212,34.4,3987871479,155,,3992639137,178,,3987871485,141,69.7,3987871491,1,,3987871481,56,Center,3987871483,140,79.8,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499264767,475,1,2,51,4,9db4t34qy4owglhvvgwf5l22i,0,91,69.3,2023-01-21T16:13:41.229Z,2023-01-24T03:25:15Z,3987871663,213,5.1,3987871661,212,27.6,3987871655,56,Center,3992639185,178,,3987871659,141,32.0,3987871657,140,100.0,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
