id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,assist,qualifier/14/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2516970903,4,43,1,0,10,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-03-07T19:46:16.132Z,2023-03-07T19:46:20Z,4081121003,56,Back,4081121007,141,100.0,4081121011,213,1.9,4081121009,212,5.6,4081121005,140,9.9,4081121231,144,1,,,,,,,40wbrqny2ekenyy37ver8dyol,N. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971091,7,1,1,0,31,8rfydplrc9ki0sirqi0drcybk,1,86.4,0,2023-03-07T19:46:36.539Z,2023-03-10T09:08:52Z,4081121941,212,9.4,4081121939,141,12.2,4081121935,56,Right,4081121943,213,1.6,4081121937,140,85.7,4081121933,107,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971111,8,1,1,0,32,8rfydplrc9ki0sirqi0drcybk,0,85.9,13.2,2023-03-07T19:46:37.509Z,2023-03-10T09:08:55Z,4081122039,56,Right,4081122045,212,11.2,4085060121,178,,4081122041,140,81.9,4081122047,213,4.3,4081122043,141,0.0,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971247,6,5,1,0,33,jv3jh5m5t7qy5t37vwwmnj16,1,18.6,101.8,2023-03-07T19:46:38.304Z,2023-03-10T09:08:58Z,4081122633,347,,4081122677,233,9,4081122631,56,Back,,,,,,,,,,,,,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971113,9,5,1,0,33,8rfydplrc9ki0sirqi0drcybk,0,81.4,-1.8,2023-03-07T19:46:38.304Z,2023-03-10T09:08:59Z,4081122055,347,,4081122713,233,6,4081122053,56,Right,,,,,,,,,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971297,7,1,1,0,48,jv3jh5m5t7qy5t37vwwmnj16,0,19.7,100,2023-03-07T19:46:54.025Z,2023-03-10T09:09:05Z,4081122847,213,6.3,4081122843,141,100.0,4081122837,107,,4081122839,56,Back,4081122845,212,13.4,4081122841,140,32.5,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971299,8,5,1,0,50,jv3jh5m5t7qy5t37vwwmnj16,0,30.6,101.6,2023-03-07T19:46:55.979Z,2023-03-10T09:09:12Z,4081122851,347,,4081122875,233,10,4081122849,56,Back,,,,,,,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971301,10,5,1,0,50,8rfydplrc9ki0sirqi0drcybk,1,69.4,-1.6,2023-03-07T19:46:55.979Z,2023-03-10T09:09:11Z,4081122855,347,,4081122869,233,8,4081122853,56,Right,,,,,,,,,,,,,,,,3tlocewlh3mb53wd0hk8nucbt,P. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971309,11,1,1,0,53,8rfydplrc9ki0sirqi0drcybk,0,71.2,0,2023-03-07T19:46:58.426Z,2023-03-10T09:09:16Z,4081122921,213,0.5,4081122911,107,,4081122917,141,14.7,4081122923,1,,4081122913,56,Right,4081122915,140,89.5,4081122919,212,22.3,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971333,9,1,1,0,54,jv3jh5m5t7qy5t37vwwmnj16,1,13.2,87.1,2023-03-07T19:46:59.962Z,2023-03-10T09:09:23Z,4085060401,388,,4081123031,56,Back,4081123039,213,0.7,4081123035,141,92.1,4081123037,212,5.2,4081123033,140,16.9,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971343,10,1,1,0,56,jv3jh5m5t7qy5t37vwwmnj16,0,16.4,93.3,2023-03-07T19:47:01.276Z,2023-03-10T09:09:28Z,4081123083,213,0.3,4081123085,1,,4081123077,140,19.4,4081123105,233,12,4081123109,286,,4081123073,157,,4081123081,212,3.3,4081123103,236,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,4081123075,56,Back,4081123079,141,94.8,4085060463,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971339,12,74,1,0,56,8rfydplrc9ki0sirqi0drcybk,1,80.5,7.9,2023-03-07T19:47:01.321Z,2023-03-10T09:09:34Z,4081123059,285,,4081123117,233,10,4081123057,56,Right,4085060559,178,,,,,,,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971377,11,49,1,0,59,jv3jh5m5t7qy5t37vwwmnj16,1,2.3,75.4,2023-03-07T19:47:05.005Z,2023-03-10T09:09:55Z,,,,,,,,,,,,,,,,,,,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971413,12,1,1,1,1,jv3jh5m5t7qy5t37vwwmnj16,1,2.3,75.4,2023-03-07T19:47:07Z,2023-03-10T09:10:00Z,4081123377,140,3.1,4081123383,213,4.9,4081123381,212,4.6,4085060795,178,,4081123375,56,Back,4081123379,141,68.8,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971425,13,1,1,1,3,jv3jh5m5t7qy5t37vwwmnj16,1,3.1,68.8,2023-03-07T19:47:08.308Z,2023-03-10T09:10:05Z,4085060837,178,,4081123441,140,40.9,4081123439,56,Back,4081123449,1,,4081123445,212,39.7,4081123447,213,0.0,4081123443,141,71.4,4081123437,157,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971441,14,1,1,1,5,jv3jh5m5t7qy5t37vwwmnj16,1,41.1,71.5,2023-03-07T19:47:10.468Z,2023-03-10T09:10:11Z,4085060881,388,,4081123503,212,11.7,4081123505,213,5.1,4081123497,56,Back,4081123501,141,55.7,4081123499,140,45.5,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971465,15,61,1,1,6,jv3jh5m5t7qy5t37vwwmnj16,0,43.1,54.2,2023-03-07T19:47:11.678Z,2023-03-10T09:10:17Z,4085060911,178,,4081123615,56,Back,,,,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971481,13,61,1,1,8,8rfydplrc9ki0sirqi0drcybk,0,57.9,41.3,2023-03-07T19:47:13.363Z,2023-03-10T09:10:50Z,4085061485,389,,4081123685,56,Center,,,,,,,,,,,,,,,,,,,71or1ne6d9zuo038qdt6vcvoq,L. Warrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971551,16,1,1,1,9,jv3jh5m5t7qy5t37vwwmnj16,1,46.4,65.8,2023-03-07T19:47:14.488Z,2023-03-10T09:10:57Z,4081123991,213,1.2,4081123987,141,96.2,4081123983,56,Left,4081123985,140,54.3,4081123989,212,22.3,4085061653,178,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971565,17,1,1,1,16,jv3jh5m5t7qy5t37vwwmnj16,1,66,97.4,2023-03-07T19:47:21.314Z,2023-03-10T09:11:08Z,4085061757,178,,4081124057,212,8.6,4081124049,56,Left,4081124053,141,96.6,4081124061,213,3.2,4081124051,140,57.8,,,,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971597,18,1,1,1,18,jv3jh5m5t7qy5t37vwwmnj16,1,57.2,96.3,2023-03-07T19:47:23.604Z,2023-03-10T09:11:11Z,4081124173,213,3.8,4081124167,140,42.2,4081124169,141,76.9,4081124165,56,Back,4081124171,212,20.5,4085061791,178,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971621,19,1,1,1,20,jv3jh5m5t7qy5t37vwwmnj16,1,42,74.8,2023-03-07T19:47:25.762Z,2023-03-10T09:11:14Z,4081124289,141,37.7,4081124285,56,Back,4081124287,140,38.6,4081124291,212,25.5,4085061823,178,,4081124293,213,4.6,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971641,20,1,1,1,24,jv3jh5m5t7qy5t37vwwmnj16,1,50.4,21.5,2023-03-07T19:47:29.990Z,2023-03-10T09:11:18Z,4081124395,212,19.3,4081124397,213,5.7,4081124393,141,5.4,4081124389,56,Right,4085061853,178,,4081124391,140,65.5,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971699,21,1,1,1,27,jv3jh5m5t7qy5t37vwwmnj16,1,62.7,5.9,2023-03-07T19:47:33.109Z,2023-03-10T09:11:21Z,4085061903,178,,4081124741,141,5.3,4081124739,140,45.4,4081124745,213,3.2,4081124737,56,Back,4081124743,212,18.2,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971733,22,1,1,1,32,jv3jh5m5t7qy5t37vwwmnj16,0,43.3,6.2,2023-03-07T19:47:37.658Z,2023-03-10T09:11:24Z,4081124891,56,Right,4085061951,178,,4081124889,155,,4081124893,140,70.6,4081124897,212,28.7,4081124899,213,0.0,4081124895,141,7.9,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971769,14,1,1,1,33,8rfydplrc9ki0sirqi0drcybk,1,31.6,78.8,2023-03-07T19:47:39.154Z,2023-03-10T09:12:38Z,4081125103,141,74.4,4081125099,56,Back,4081125109,212,19.1,4085062213,388,,4081125113,213,6.1,4081125101,140,49.6,,,,,,,czwcateaukr5r9yibdem642qd,D. Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971779,15,1,1,1,36,8rfydplrc9ki0sirqi0drcybk,0,49.5,74.4,2023-03-07T19:47:41.977Z,2023-03-10T09:12:52Z,4081125161,212,10.3,4085062877,388,,4081125159,141,69.4,4081125155,56,Center,4081125157,140,58.8,4081125153,155,,4081125165,213,5.9,,,,dw7bhxe9mbg94udlycw98gpgp,H. Macadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517719537,788,67,1,1,38,jv3jh5m5t7qy5t37vwwmnj16,1,42.9,35.4,2023-03-07T19:47:44.025Z,2023-03-10T10:15:30Z,4085084087,233,924,,,,,,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517719533,924,67,1,1,38,8rfydplrc9ki0sirqi0drcybk,0,57.1,64.6,2023-03-07T19:47:44.026Z,2023-03-10T09:52:04Z,4085084095,233,788,,,,,,,,,,,,,,,,,,,,,,e8whj7tdfmuk66shr30htmhud,J. Marriott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971787,23,8,1,1,38,jv3jh5m5t7qy5t37vwwmnj16,1,40.9,35.4,2023-03-07T19:47:44.040Z,2023-03-10T10:15:30Z,4085063011,178,,4084051891,383,,4081125199,56,Back,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971785,16,43,1,1,39,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-03-07T19:47:44.744Z,2023-03-07T19:47:48Z,4081125193,56,Center,4081125323,144,50,4081125195,286,0,,,,,,,,,,,,,,,,e8whj7tdfmuk66shr30htmhud,J. Marriott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971797,24,49,1,1,40,jv3jh5m5t7qy5t37vwwmnj16,1,44.3,45.5,2023-03-07T19:47:45.253Z,2023-03-10T09:13:11Z,,,,,,,,,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971833,25,1,1,1,40,jv3jh5m5t7qy5t37vwwmnj16,1,44.3,45.5,2023-03-07T19:47:45.814Z,2023-03-10T09:13:17Z,4081125389,212,17.1,4081125385,140,35.3,4085063169,178,,4081125391,213,2.2,4081125383,56,Back,4081125387,141,66.4,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971865,26,1,1,1,42,jv3jh5m5t7qy5t37vwwmnj16,1,31.7,70,2023-03-07T19:47:47.874Z,2023-03-10T09:13:23Z,4085063227,178,,4081125555,212,26.6,4081125557,213,3.5,4081125549,56,Back,4081125553,141,55.2,4081125551,140,8.2,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971925,27,1,1,1,47,jv3jh5m5t7qy5t37vwwmnj16,1,9,54.9,2023-03-07T19:47:52.566Z,2023-03-10T09:13:31Z,4081125845,212,22.8,4081125839,56,Back,4081125843,141,25.3,4081125847,213,5.2,4081125841,140,19.2,4085063297,178,,,,,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971953,28,1,1,1,52,jv3jh5m5t7qy5t37vwwmnj16,1,26,10,2023-03-07T19:47:58.065Z,2023-03-10T09:13:56Z,4081125955,141,5.8,4081125959,213,6.1,4081125953,140,43.9,4081125951,56,Back,4081125957,212,19.0,4085063473,178,,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971961,17,45,1,1,55,8rfydplrc9ki0sirqi0drcybk,0,51.8,92.6,2023-03-07T19:48:00.261Z,2023-03-10T09:14:13Z,4081126001,56,Left,4081126003,285,,4081126829,233,29,,,,,,,,,,,,,,,,czwcateaukr5r9yibdem642qd,D. Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971959,29,3,1,1,55,jv3jh5m5t7qy5t37vwwmnj16,1,48.2,7.4,2023-03-07T19:48:00.261Z,2023-03-10T09:14:13Z,4081125981,56,Back,4081125985,286,,4084052245,465,,4081126037,233,17,4085063625,178,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971989,30,1,1,1,58,jv3jh5m5t7qy5t37vwwmnj16,0,64.8,11.4,2023-03-07T19:48:03.268Z,2023-03-10T09:14:17Z,4081126199,140,76.4,4081126205,213,0.7,4085063697,178,,4081126201,141,26.4,4081126203,212,15.9,4081126197,56,Center,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971997,18,49,1,1,58,8rfydplrc9ki0sirqi0drcybk,1,27.1,72,2023-03-07T19:48:04.195Z,2023-03-10T09:14:22Z,,,,,,,,,,,,,,,,,,,,,,,,,6tqiy5a5cfpfm90j8r5udl8bu,B. Sarpong-Wiredu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516972075,19,1,1,2,3,8rfydplrc9ki0sirqi0drcybk,0,43.9,44.7,2023-03-07T19:48:08.763Z,2023-03-10T09:14:28Z,4081126591,140,86.6,4081126589,56,Center,4085063787,178,,4081126593,141,27.0,4081126597,213,6.0,4081126599,1,,4081126595,212,46.4,,,,6tqiy5a5cfpfm90j8r5udl8bu,B. Sarpong-Wiredu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516972089,31,52,1,2,7,jv3jh5m5t7qy5t37vwwmnj16,1,14.9,69.1,2023-03-07T19:48:12.928Z,2023-03-10T09:14:31Z,4084052465,376,,4085063841,178,,,,,,,,,,,,,,,,,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516972249,32,1,1,2,19,jv3jh5m5t7qy5t37vwwmnj16,1,14.4,53.7,2023-03-07T19:48:25.189Z,2023-03-10T09:14:35Z,4081127451,213,1.0,4081127441,123,,4081127445,140,23.2,4081127449,212,16.7,4081127443,56,Back,4081127447,141,74.2,4085063893,178,,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516972323,33,1,1,2,24,jv3jh5m5t7qy5t37vwwmnj16,1,24.4,75,2023-03-07T19:48:29.281Z,2023-03-10T09:14:40Z,4081127811,141,56.6,4085063985,178,,4081127813,212,19.9,4081127809,140,9.7,4081127807,56,Back,4081127815,213,3.8,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516972357,34,1,1,2,31,jv3jh5m5t7qy5t37vwwmnj16,0,13.5,44,2023-03-07T19:48:36.527Z,2023-03-10T09:14:44Z,4081127999,56,Left,4081128003,140,59.5,4081128007,212,58.2,4081128009,213,0.6,4081128005,141,91.7,4081127997,155,,4085064025,178,,4081128011,1,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516972375,20,1,1,2,34,8rfydplrc9ki0sirqi0drcybk,0,40.2,17.1,2023-03-07T19:48:39.790Z,2023-03-10T09:14:51Z,4081128077,3,,4081128081,140,46.8,4081128079,56,Back,4085064093,388,,4081128083,141,12.8,4081128087,213,5.9,4081128085,212,7.5,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
