id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2518323501,7,1,1,0,23,dmz37633qbsvl7gncq5s51yjw,1,68.1,0,2023-03-11T15:01:48.060Z,2023-03-14T12:40:12Z,4088259321,107,,4088259329,212,16.5,4088259325,140,52.7,4088259327,141,3.4,4088259331,213,2.9,4088259323,56,Right,,,,,,,58yhuku61yc06xpc55v5cdtec,L. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323607,9,1,1,0,26,dmz37633qbsvl7gncq5s51yjw,1,52.7,5,2023-03-11T15:01:50.683Z,2023-03-14T12:40:20Z,4088259859,56,Back,4088259863,140,33.7,4097771805,178,,4088259871,212,23.0,4088259877,213,2.6,4088259869,141,21.9,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323507,8,43,1,0,26,dmz37633qbsvl7gncq5s51yjw,1,0,0,2023-03-11T15:01:50.956Z,2023-03-11T15:01:53Z,4088259683,144,5,4088259355,347,0,4088259353,56,Right,,,,,,,,,,,,,,,,58yhuku61yc06xpc55v5cdtec,L. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323631,10,1,1,0,28,dmz37633qbsvl7gncq5s51yjw,1,33.7,21.9,2023-03-11T15:01:53.277Z,2023-03-14T12:40:25Z,4088260025,213,5.0,4088260013,140,37.2,4088260021,212,13.9,4097771919,178,,4088260017,141,2.2,4088260011,56,Back,,,,,,,6s4sb4st1ploeraxawlckr4r9,R. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323703,11,1,1,0,31,dmz37633qbsvl7gncq5s51yjw,1,37.2,2.2,2023-03-11T15:01:55.913Z,2023-03-14T12:40:32Z,4088260367,141,1.1,4097772039,178,,4088260371,213,6.2,4088260365,140,51.9,4088260369,212,15.5,4088260363,56,Right,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323749,12,1,1,0,34,dmz37633qbsvl7gncq5s51yjw,1,59.2,10.6,2023-03-11T15:01:58.799Z,2023-03-14T12:41:04Z,4088260629,213,1.1,4088260621,56,Center,4088260627,212,11.2,4088260625,141,24.9,4097772635,178,,4088260623,140,64.4,,,,,,,58yhuku61yc06xpc55v5cdtec,L. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323857,13,1,1,0,34,dmz37633qbsvl7gncq5s51yjw,1,66.1,25.9,2023-03-11T15:01:59.493Z,2023-03-14T12:41:19Z,4088261065,212,8.7,4088261067,213,1.6,4088261061,140,65.6,4088261063,141,38.6,4088261059,56,Center,4097772949,178,,,,,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323837,6,45,1,0,36,8w89tsles26jm12aoelwvlttt,0,31,64.8,2023-03-11T15:02:01.400Z,2023-03-14T12:42:12Z,4088260973,285,,4088260971,56,Back,4088261485,233,14,,,,,,,,,,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323893,14,3,1,0,36,dmz37633qbsvl7gncq5s51yjw,1,69,35.2,2023-03-11T15:02:01.400Z,2023-03-14T12:42:11Z,4097774245,178,,4088261305,286,,4088261377,233,6,4095805709,464,,4088261303,56,Center,,,,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323947,15,1,1,0,39,dmz37633qbsvl7gncq5s51yjw,0,70.2,26.4,2023-03-11T15:02:03.791Z,2023-03-14T12:42:33Z,4095806637,4,,4088261615,213,0.1,4088261617,1,,4088261605,141,29.2,4088261599,140,100.0,4088261595,56,Center,4088261609,212,32.4,4097774519,178,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323967,7,5,1,0,41,8w89tsles26jm12aoelwvlttt,1,-0.8,68.9,2023-03-11T15:02:06.041Z,2023-03-14T12:42:41Z,4088261733,233,16,4088261699,56,Back,4088261701,346,,,,,,,,,,,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323959,16,5,1,0,41,dmz37633qbsvl7gncq5s51yjw,0,100.8,31.1,2023-03-11T15:02:06.041Z,2023-03-14T12:42:41Z,4088261669,56,Center,4088261827,233,7,4088261671,346,,,,,,,,,,,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324741,8,1,1,0,56,8w89tsles26jm12aoelwvlttt,1,5.1,45.8,2023-03-11T15:02:20.777Z,2023-03-14T12:42:51Z,4088265433,212,10.9,4088265435,213,1.6,4088265429,140,4.4,4088265439,237,,4088265425,124,,4088265431,141,61.8,4088265427,56,Back,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324821,9,1,1,1,4,8w89tsles26jm12aoelwvlttt,1,16.3,47.6,2023-03-11T15:02:28.880Z,2023-03-14T12:42:54Z,4088265793,56,Back,4097774785,178,,4088265805,213,4.7,4088265797,140,15.7,4088265803,212,26.1,4088265799,141,9.2,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324937,10,1,1,1,7,8w89tsles26jm12aoelwvlttt,1,19,3.1,2023-03-11T15:02:31.762Z,2023-03-14T12:42:59Z,4088266293,213,0.0,4088266285,56,Back,4088266287,140,32.6,4097774829,178,,4088266289,141,4.1,4088266291,212,14.3,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325039,11,1,1,1,10,8w89tsles26jm12aoelwvlttt,1,28.9,6.2,2023-03-11T15:02:34.897Z,2023-03-14T12:43:24Z,4088266791,141,15.0,4088266797,213,2.8,4088266795,212,15.8,4097775171,178,,4088266787,140,15.0,4088266785,56,Back,,,,,,,s2phyy6eoysnxu96rw2ivnx1,S. Kaikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325155,12,1,1,1,12,8w89tsles26jm12aoelwvlttt,1,16.2,12.6,2023-03-11T15:02:37.046Z,2023-03-14T12:43:34Z,4088267257,56,Back,4088267255,155,,4088267259,140,40.6,4097775259,178,,4088267263,212,26.0,4088267261,141,5.9,4088267265,213,6.1,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325159,13,61,1,1,14,8w89tsles26jm12aoelwvlttt,0,40.6,5.9,2023-03-11T15:02:39.188Z,2023-03-14T12:44:03Z,4097775645,178,,4088267283,56,Back,4097775715,21,,,,,,,,,,,,,,,,,9mgcugydtvdr5wk7qii9wpd2i,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325191,17,1,1,1,15,dmz37633qbsvl7gncq5s51yjw,1,55.7,90.3,2023-03-11T15:02:39.730Z,2023-03-14T12:44:08Z,4088267423,141,95.7,4088267417,3,,4088267419,56,Left,4097775815,178,,4088267425,212,11.3,4088267427,213,0.3,4088267421,140,65.9,,,,9c3iyi7y3hdraso115kxmd87p,L. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325265,18,1,1,1,16,dmz37633qbsvl7gncq5s51yjw,1,65.9,95.7,2023-03-11T15:02:40.934Z,2023-03-14T12:44:13Z,4097775881,178,,4088267773,213,3.9,4088267759,56,Left,4088267761,140,57.2,4088267769,212,12.3,4088267765,141,83.5,,,,,,,2oqi7v6d676hbe9i9agdl9ckp,J. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325273,19,49,1,1,18,dmz37633qbsvl7gncq5s51yjw,1,57.2,83.5,2023-03-11T15:02:42.827Z,2023-03-14T12:44:21Z,,,,,,,,,,,,,,,,,,,,,,,,,e3ff2af2lxs0rl8c4r5ns4wd1,P. Digby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325323,20,1,1,1,18,dmz37633qbsvl7gncq5s51yjw,1,57.2,83.5,2023-03-11T15:02:42.861Z,2023-03-14T12:44:25Z,4088268061,141,83.9,4097776025,178,,4088268067,213,3.1,4088268057,140,40.6,4088268055,56,Back,4088268063,212,17.4,,,,,,,e3ff2af2lxs0rl8c4r5ns4wd1,P. Digby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325483,21,1,1,1,20,dmz37633qbsvl7gncq5s51yjw,1,40.6,83.9,2023-03-11T15:02:44.994Z,2023-03-14T12:44:36Z,4088268749,140,18.5,4088268753,212,27.3,4088268747,56,Back,4097776149,178,,4088268755,213,3.7,4088268751,141,62.7,,,,,,,6s4sb4st1ploeraxawlckr4r9,R. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325585,22,1,1,1,25,dmz37633qbsvl7gncq5s51yjw,0,19.1,60.2,2023-03-11T15:02:49.980Z,2023-03-14T12:44:42Z,4088269181,155,,4088269189,212,58.6,4088269185,140,70.1,4088269193,1,,4088269187,141,25.2,4097776241,178,,4088269191,213,5.9,4088269183,56,Center,3j589r3jhjkgpxxopsfit7aad,D. Mitov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325659,14,1,1,1,28,8w89tsles26jm12aoelwvlttt,0,31.6,74.4,2023-03-11T15:02:53.059Z,2023-03-14T12:44:55Z,4088269591,213,5.9,4088269583,56,Back,4088269589,212,13.3,4097776437,388,,4088269579,3,,4088269587,141,66.3,4088269585,140,43.1,,,,5obqs1ezswoc3ns0c9k4qai8l,D. Lewington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325825,23,1,1,1,32,dmz37633qbsvl7gncq5s51yjw,1,58.7,30.9,2023-03-11T15:02:57.344Z,2023-03-14T12:45:14Z,4088270517,213,3.7,4088270515,212,17.4,4088270511,140,44.3,4088270513,141,18.3,4088270507,56,Back,4097776677,178,,,,,,,,e3ff2af2lxs0rl8c4r5ns4wd1,P. Digby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325887,24,1,1,1,34,dmz37633qbsvl7gncq5s51yjw,1,44.3,17.7,2023-03-11T15:02:59.089Z,2023-03-14T12:45:19Z,4088270821,212,14.8,4097776751,178,,4088270819,141,8.9,4088270815,56,Right,4088270823,213,5.9,4088270817,140,57.2,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326089,25,1,1,1,35,dmz37633qbsvl7gncq5s51yjw,1,57.2,8.9,2023-03-11T15:03:00.223Z,2023-03-14T12:45:25Z,4088271891,140,71.6,4088271897,213,0.6,4088271895,212,18.3,4097776859,178,,4088271889,56,Center,4088271893,141,24.1,,,,,,,58yhuku61yc06xpc55v5cdtec,L. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326101,26,61,1,1,38,dmz37633qbsvl7gncq5s51yjw,0,73.3,3.2,2023-03-11T15:03:02.890Z,2023-03-14T12:45:42Z,4088271935,56,Right,4097777055,178,,,,,,,,,,,,,,,,,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326445,15,5,1,1,40,8w89tsles26jm12aoelwvlttt,1,22.6,101,2023-03-11T15:03:05.387Z,2023-03-14T12:45:49Z,4088273725,56,Back,4088273729,347,,4088273757,233,27,,,,,,,,,,,,,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326131,27,5,1,1,40,dmz37633qbsvl7gncq5s51yjw,0,77.4,-1,2023-03-11T15:03:05.387Z,2023-03-14T12:45:49Z,4088273811,233,15,4088272095,347,,4088272093,56,Right,,,,,,,,,,,,,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326521,16,1,1,1,51,8w89tsles26jm12aoelwvlttt,1,19.3,100,2023-03-11T15:03:15.738Z,2023-03-14T12:45:53Z,4088274093,56,Back,4088274103,213,6.0,4088274097,140,28.5,4088274091,107,,4088274099,141,96.5,4088274101,212,10.1,,,,,,,5obqs1ezswoc3ns0c9k4qai8l,D. Lewington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326539,17,1,1,1,52,8w89tsles26jm12aoelwvlttt,0,28.5,96.5,2023-03-11T15:03:17.434Z,2023-03-14T12:45:58Z,4088274201,140,37.3,4088274199,56,Back,4097777139,178,,4088274205,212,9.2,4088274203,141,96.5,4088274207,213,0,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326601,28,61,1,1,53,dmz37633qbsvl7gncq5s51yjw,1,63.9,9.5,2023-03-11T15:03:18.480Z,2023-03-14T12:46:12Z,4088274485,56,Right,4097777283,178,,,,,,,,,,,,,,,,,,,,58yhuku61yc06xpc55v5cdtec,L. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326661,29,49,1,1,54,dmz37633qbsvl7gncq5s51yjw,1,61.6,9.5,2023-03-11T15:03:19.374Z,2023-03-14T12:46:15Z,,,,,,,,,,,,,,,,,,,,,,,,,e3ff2af2lxs0rl8c4r5ns4wd1,P. Digby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326811,30,1,1,1,55,dmz37633qbsvl7gncq5s51yjw,0,62.5,6.4,2023-03-11T15:03:20.169Z,2023-03-14T12:46:31Z,4088275609,236,,4088275531,56,Right,4088275539,213,0.2,4088275535,141,7.4,4088275537,212,4.0,4097777349,178,,4088275619,286,,4088275533,140,66.3,e3ff2af2lxs0rl8c4r5ns4wd1,P. Digby,4088275611,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326645,18,74,1,1,55,8w89tsles26jm12aoelwvlttt,1,32.7,93.5,2023-03-11T15:03:20.203Z,2023-03-14T12:46:28Z,4088274703,285,,4088274701,56,Back,4097777455,178,,4088275697,233,30,,,,,,,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520123223,911,67,1,1,56,8w89tsles26jm12aoelwvlttt,1,44.9,95.3,2023-03-11T15:03:20.951Z,2023-03-14T14:15:08Z,4097815803,233,996,,,,,,,,,,,,,,,,,,,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520123219,996,67,1,1,56,dmz37633qbsvl7gncq5s51yjw,0,55.1,4.7,2023-03-11T15:03:20.952Z,2023-03-14T13:18:24Z,4097815831,233,911,,,,,,,,,,,,,,,,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518329323,30,1,1,1,56,8w89tsles26jm12aoelwvlttt,1,45.4,95.3,2023-03-11T15:03:20.959Z,2023-03-14T14:15:09Z,4088288023,140,35.9,4097777629,178,,4088288027,212,11.2,4088288025,141,87.7,4088288029,213,3.6,4088288021,56,Back,,,,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326763,19,49,1,1,57,8w89tsles26jm12aoelwvlttt,1,34.3,86,2023-03-11T15:03:21.898Z,2023-03-14T12:46:50Z,,,,,,,,,,,,,,,,,,,,,,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326837,20,1,1,2,0,8w89tsles26jm12aoelwvlttt,1,31.9,80.2,2023-03-11T15:03:24.962Z,2023-03-14T12:46:54Z,4088275667,212,19.3,4088275663,141,51.9,4088275659,140,32.7,4088275671,213,4.8,4097777777,178,,4088275653,56,Back,,,,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326961,21,1,1,2,1,8w89tsles26jm12aoelwvlttt,1,32.7,51.9,2023-03-11T15:03:26.387Z,2023-03-14T12:47:01Z,4088276281,213,0.1,4088276269,140,44.8,4088276277,212,12.8,4088276267,56,Back,4088276273,141,53.7,4097777875,178,,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518327103,22,1,1,2,3,8w89tsles26jm12aoelwvlttt,1,44.4,53.4,2023-03-11T15:03:28.385Z,2023-03-14T12:47:06Z,4097777933,178,,4088276961,1,,4088276949,141,1.7,4088276955,212,37.4,4088276957,213,5.1,4088276943,140,56.5,4088276939,56,Right,,,,9mgcugydtvdr5wk7qii9wpd2i,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518327241,23,1,1,2,7,8w89tsles26jm12aoelwvlttt,1,56.5,1.7,2023-03-11T15:03:31.770Z,2023-03-14T12:47:15Z,4088277577,140,39.4,4088277581,212,18.3,4097778101,388,,4088277575,56,Back,4088277579,141,6.7,4088277583,213,3.0,,,,,,,s2phyy6eoysnxu96rw2ivnx1,S. Kaikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518327359,24,1,1,2,10,8w89tsles26jm12aoelwvlttt,1,39.3,6.7,2023-03-11T15:03:34.897Z,2023-03-14T12:47:20Z,4088278205,141,27.1,4088278207,212,17.2,4088278201,56,Back,4088278209,213,2.2,4088278203,140,29.6,4097778167,178,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518327439,25,1,1,2,14,8w89tsles26jm12aoelwvlttt,1,31.4,33.6,2023-03-11T15:03:39.458Z,2023-03-14T12:47:27Z,4097778253,178,,4088278633,141,55.5,4088278631,140,19.3,4088278627,56,Back,4088278639,213,2.3,4088278635,212,19.6,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
