id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/13/value,qualifier/12/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId
2545028929,9,44,1,0,53,5g1fnexeromjl0lvnxp8hpnhi,0,60.8,89.5,2023-05-07T11:01:06.533Z,2023-05-09T20:00:09Z,4257941987,233,7,4257941937,286,,4257941935,56,Left,,,,,,,,,,,,,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029001,8,1,1,0,53,ejm092fnt9zoxbpuklzd52ji8,1,38,12.2,2023-05-07T11:01:06.570Z,2023-05-09T21:25:52Z,4257942291,141,20.7,4257942293,212,13.6,4265278615,388,,4257942295,213,0.4,4257942289,140,49.7,4257942285,3,,4257942287,56,Back,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545757287,814,49,1,0,56,ejm092fnt9zoxbpuklzd52ji8,1,42.6,25.1,2023-05-07T11:01:09.699Z,2023-05-09T20:00:20Z,,,,,,,,,,,,,,,,,,,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029149,9,1,1,0,59,ejm092fnt9zoxbpuklzd52ji8,1,45.8,22.1,2023-05-07T11:01:12.603Z,2023-05-09T20:00:26Z,4257943101,212,39.5,4265278815,178,,4257943103,213,2.8,4257943105,1,,4257943097,140,10.4,4257943095,56,Back,4257943099,141,41.8,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029159,10,1,1,1,14,ejm092fnt9zoxbpuklzd52ji8,1,28.8,57.9,2023-05-07T11:01:27.582Z,2023-05-09T20:00:30Z,4257943163,155,,4257943171,212,18.9,4257943169,141,77.5,4257943167,140,41.5,4257943165,56,Back,4257943173,213,0.8,4265278877,178,,,,,41lv87i23sxmdyrs4xxh96m3u,A. Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029191,11,44,1,1,17,ejm092fnt9zoxbpuklzd52ji8,1,62.8,84,2023-05-07T11:01:30.007Z,2023-05-09T21:25:52Z,4257943329,286,,4257943327,56,Left,4257943353,233,10,,,,,,,,,,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029193,10,44,1,1,17,5g1fnexeromjl0lvnxp8hpnhi,0,37.2,16,2023-05-07T11:01:30.008Z,2023-05-09T20:00:34Z,4257943373,233,11,4257943337,285,,4257943335,56,Back,,,,,,,,,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029237,13,1,1,1,17,ejm092fnt9zoxbpuklzd52ji8,1,61.4,82.1,2023-05-07T11:01:30.025Z,2023-05-09T21:25:53Z,4257943561,56,Center,4265279023,388,,4257943563,140,73.7,4257943569,213,5.9,4257943565,141,73.9,4257943567,212,14.1,4257943559,168,,4257943557,3,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029215,12,43,1,1,18,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-05-07T11:01:31.497Z,2023-05-07T11:01:36Z,4257943753,144,44,4257943451,286,0,4257943447,56,Left,,,,,,,,,,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029241,14,3,1,1,19,ejm092fnt9zoxbpuklzd52ji8,0,75.8,74.6,2023-05-07T11:01:32.565Z,2023-05-09T20:00:59Z,4265279607,178,,4257943593,286,,4257944901,233,11,4257943591,56,Center,4261804107,465,,,,,,,,,,,b0l7hknmc27qttjxv094mi5zp,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029267,11,7,1,1,19,5g1fnexeromjl0lvnxp8hpnhi,1,24.2,25.4,2023-05-07T11:01:32.702Z,2023-05-09T20:01:03Z,4265279689,178,,4257943709,285,,4257943707,56,Back,4257943777,233,14,4261804331,383,,,,,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029275,12,52,1,1,21,5g1fnexeromjl0lvnxp8hpnhi,1,13.5,47,2023-05-07T11:01:34.779Z,2023-05-09T20:01:07Z,4261804525,376,,4265279767,178,,,,,,,,,,,,,,,,,,,,82h98ebusz83rox95oi9kafh1,C. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029525,13,1,1,1,39,5g1fnexeromjl0lvnxp8hpnhi,0,16,49.7,2023-05-07T11:01:52.817Z,2023-05-09T20:01:10Z,4257945061,141,28.1,4257945057,56,Center,4257945059,140,60.4,4257945055,199,,4257945069,1,,4257945065,213,6.0,4257945063,212,48.9,,,,82h98ebusz83rox95oi9kafh1,C. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029565,15,43,1,1,44,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-05-07T11:01:57.841Z,2023-05-08T12:04:59Z,4257945259,141,90.5,4257945255,56,Back,4257945257,140,39.5,4261806039,144,1,4257945261,212,11.3,4257945263,213,0.4,4257945253,3,0,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029575,16,44,1,1,46,ejm092fnt9zoxbpuklzd52ji8,1,38.2,88.6,2023-05-07T11:01:59.256Z,2023-05-09T21:25:53Z,4257945285,56,Back,4257945287,285,,4257945339,233,14,,,,,,,,,,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029581,14,44,1,1,46,5g1fnexeromjl0lvnxp8hpnhi,0,61.8,11.4,2023-05-07T11:01:59.257Z,2023-05-09T20:01:15Z,4257945349,233,16,4257945319,286,,4257945317,56,Right,,,,,,,,,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029587,17,1,1,1,46,ejm092fnt9zoxbpuklzd52ji8,1,37.2,84.7,2023-05-07T11:01:59.321Z,2023-05-09T21:25:53Z,4257945373,213,5.7,4257945365,56,Back,4257945369,141,78.5,4257945367,140,43.5,4257945371,212,7.8,4257945363,3,,4265279957,178,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029591,18,49,1,1,47,ejm092fnt9zoxbpuklzd52ji8,1,39.2,79.6,2023-05-07T11:02:00.457Z,2023-05-09T20:01:28Z,,,,,,,,,,,,,,,,,,,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029607,19,1,1,1,47,ejm092fnt9zoxbpuklzd52ji8,0,39.2,79.6,2023-05-07T11:02:00.534Z,2023-05-09T20:01:33Z,4257945475,213,0.1,4257945479,1,,4257945473,212,37.1,4257945465,157,,4257945467,56,Left,4257945469,140,74.4,4265280119,178,,4257945471,141,83.5,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029633,15,1,1,1,50,5g1fnexeromjl0lvnxp8hpnhi,0,36.3,26.2,2023-05-07T11:02:03.332Z,2023-05-09T20:01:40Z,4257945613,140,64.4,4265280235,178,,4257945617,212,29.5,4257945615,141,26.8,4257945619,213,0.0,4257945611,56,Center,4257945609,3,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029667,20,1,1,1,52,ejm092fnt9zoxbpuklzd52ji8,1,33.4,81.1,2023-05-07T11:02:05.380Z,2023-05-09T20:01:44Z,4265280261,388,,4257945821,140,43.7,4257945825,212,12.1,4257945827,213,0.5,4257945817,3,,4257945819,56,Back,4257945823,141,89.1,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029689,21,1,1,1,54,ejm092fnt9zoxbpuklzd52ji8,1,43.5,88.3,2023-05-07T11:02:07.467Z,2023-05-09T20:01:50Z,4257945931,141,74.4,4257945933,212,11.4,4257945925,56,Back,4257945929,140,37.4,4265280351,178,,4257945935,213,4.1,,,,,,,4m9vn1q30f1c8ksiyxtei63ft,D. Butterworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029741,22,1,1,1,55,ejm092fnt9zoxbpuklzd52ji8,0,34.2,77.2,2023-05-07T11:02:08.205Z,2023-05-09T20:01:54Z,4257946231,141,91.8,4257946237,1,,4257946235,213,0.2,4257946227,56,Left,4257946225,155,,4257946229,140,74.8,4257946233,212,43.8,4265280429,178,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029717,16,49,1,1,58,5g1fnexeromjl0lvnxp8hpnhi,1,32.2,15,2023-05-07T11:02:11.893Z,2023-05-09T20:02:01Z,,,,,,,,,,,,,,,,,,,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029749,17,1,1,1,58,5g1fnexeromjl0lvnxp8hpnhi,1,29.8,15.5,2023-05-07T11:02:11.931Z,2023-05-09T20:02:05Z,4265280667,178,,4257946283,141,50.4,4257946285,212,31.3,4257946287,213,2.3,4257946281,140,10.3,4257946279,56,Back,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029803,18,1,1,2,0,5g1fnexeromjl0lvnxp8hpnhi,1,11.7,51,2023-05-07T11:02:13.763Z,2023-05-09T20:02:08Z,4257946613,141,35.7,4265280705,178,,4257946617,213,6.1,4257946619,1,,4257946615,212,55.5,4257946607,157,,4257946611,140,63.6,4257946609,56,Center,82h98ebusz83rox95oi9kafh1,C. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546413575,679,67,1,2,2,5g1fnexeromjl0lvnxp8hpnhi,1,61.2,34.1,2023-05-07T11:02:15.899Z,2023-05-09T21:25:54Z,4265309585,233,867,,,,,,,,,,,,,,,,,,,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546413573,867,67,1,2,2,ejm092fnt9zoxbpuklzd52ji8,0,38.8,65.9,2023-05-07T11:02:15.900Z,2023-05-09T20:29:17Z,4265309589,233,679,,,,,,,,,,,,,,,,,,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029805,19,61,1,2,2,5g1fnexeromjl0lvnxp8hpnhi,0,63.6,35.8,2023-05-07T11:02:15.933Z,2023-05-09T21:25:54Z,4257946629,56,Center,4265280831,178,,,,,,,,,,,,,,,,,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029813,23,49,1,2,3,ejm092fnt9zoxbpuklzd52ji8,1,46,75.7,2023-05-07T11:02:16.782Z,2023-05-09T20:02:18Z,,,,,,,,,,,,,,,,,,,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029889,24,1,1,2,5,ejm092fnt9zoxbpuklzd52ji8,1,39.9,77.3,2023-05-07T11:02:18.963Z,2023-05-09T20:02:23Z,4265281013,178,,4257947007,56,Left,4257947011,141,85.4,4257947009,140,55.4,4257947015,213,0.3,4257947013,212,17.2,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029981,25,1,1,2,9,ejm092fnt9zoxbpuklzd52ji8,1,43.9,65.5,2023-05-07T11:02:22.843Z,2023-05-09T20:02:37Z,4257952353,22,,4257947437,141,45.4,4257947439,212,37.3,4257947435,140,77.0,4257952349,210,16,4257952351,154,,4265281047,178,,4257947433,56,Center,4m9vn1q30f1c8ksiyxtei63ft,D. Butterworth,1,4257956099,4,4257947441,213,5.9,4257947443,1,,,,,,,,,,,,,,,,,,,,,,,,,
2545029985,26,16,1,2,14,ejm092fnt9zoxbpuklzd52ji8,1,84.9,46.8,2023-05-07T11:02:27.733Z,2023-05-09T20:02:38Z,4257952403,230,88.1,4257947463,56,Center,4257952401,214,,4257950555,374,2023-05-07 12:02:26.682,4257950549,72,,4257952397,102,51.5,4257947455,22,,4261815923,78,,3avfwbde1n5ti7w690ve0cges,J. Plant,,4257952393,55,4261815927,396,46.9,4261815925,395,25,87.6,4257950559,375,02:13.718,4257952391,154,4257952389,29,4257950551,17,4257952399,103,13.3,4257952405,231,47.1,4265281187,178,,,,,,
2545030921,20,1,1,3,14,5g1fnexeromjl0lvnxp8hpnhi,1,50.3,50,2023-05-07T11:03:27.814Z,2023-05-09T20:02:42Z,4257952303,140,37.0,4257952307,212,14.0,4257952305,141,49.0,4257952309,213,3.2,4257952311,279,G,4265281287,178,,4257952301,56,Back,,,,944ptuekuetkjifbeaycqcoh5,C. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030963,21,1,1,3,16,5g1fnexeromjl0lvnxp8hpnhi,0,37,49,2023-05-07T11:03:29.217Z,2023-05-09T20:02:44Z,4257952565,213,0.6,4257952567,1,,4257952557,56,Left,4257952559,140,70.2,4265281333,178,,4261826923,157,,4257952563,212,41.8,4257952561,141,83.0,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030987,27,1,1,3,19,ejm092fnt9zoxbpuklzd52ji8,0,24,19.8,2023-05-07T11:03:32.473Z,2023-05-09T20:02:47Z,4257952707,3,,4257952709,56,Back,4257952711,140,41.1,4257952715,212,18.7,4265281407,388,,4257952717,213,0.3,4257952713,141,27.4,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031005,22,1,1,3,21,5g1fnexeromjl0lvnxp8hpnhi,0,65.9,80.3,2023-05-07T11:03:34.739Z,2023-05-09T20:02:53Z,4257952803,212,9.3,4257952799,140,74.7,4257952805,213,0.1,4257952795,3,,4257952797,56,Left,4265281505,178,,4257952801,141,81.2,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031013,28,49,1,3,22,ejm092fnt9zoxbpuklzd52ji8,1,28.9,28.5,2023-05-07T11:03:35.848Z,2023-05-09T20:03:06Z,,,,,,,,,,,,,,,,,,,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031065,29,1,1,3,24,ejm092fnt9zoxbpuklzd52ji8,1,29.1,28.5,2023-05-07T11:03:36.992Z,2023-05-09T20:03:09Z,4257953131,213,5.5,4265281747,178,,4257953129,212,18.6,4257953127,141,10.1,4257953125,140,42.2,4257953123,56,Back,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031179,30,1,1,3,25,ejm092fnt9zoxbpuklzd52ji8,1,38.3,10.3,2023-05-07T11:03:38.948Z,2023-05-09T20:03:17Z,4257953751,56,Back,4257953753,140,49.4,4257953759,213,1.2,4257953757,212,29.6,4257953755,141,50.3,4265281863,178,,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
