id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/15/value,qualifier/16/value
2480341759,7,1,1,0,10,8rfydplrc9ki0sirqi0drcybk,1,78.3,48.1,2022-11-01T19:44:42.009Z,2022-11-03T05:43:54Z,3888234897,212,13.8,3888235463,154,,3888234895,141,64.5,3890446435,178,,3888234891,56,Center,3888234893,140,86.0,3888235461,210,13,3888234899,213,0.9,f1rmwe24zg4697bqpc3z0y40l,J. Vela,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341761,8,13,1,0,11,8rfydplrc9ki0sirqi0drcybk,1,86.6,61.1,2022-11-01T19:44:43.465Z,2022-11-03T05:43:54Z,3888234905,22,,3888235499,231,53.4,3888235497,230,96.7,3888235487,55,7,3889438513,328,,3888234907,17,,3888235479,72,,3890446523,178,,czwcateaukr5r9yibdem642qd,D. Andrew,,3888235481,75,3888235485,154,3888235491,102,39.5,3888235493,103,5.6,3888234909,56,Center,3888235483,29,,,,,,,,,,,,,,,,,,
2480341755,4,5,1,0,13,ahm0t06rup1bkd9z0mxl2lmph,1,-1,58.9,2022-11-01T19:44:45.047Z,2022-11-03T05:43:59Z,3888234883,56,Back,3888234947,233,9,3888234885,346,,,,,,,,,,,,,,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341765,9,5,1,0,13,8rfydplrc9ki0sirqi0drcybk,0,101,41.1,2022-11-01T19:44:45.047Z,2022-11-03T05:43:59Z,3888234921,56,Center,3888234951,233,4,3888234923,346,,,,,,,,,,,,,,,,,czwcateaukr5r9yibdem642qd,D. Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341815,5,1,1,0,26,ahm0t06rup1bkd9z0mxl2lmph,1,4.9,50,2022-11-01T19:44:57.978Z,2022-11-03T05:44:04Z,3888235167,124,,3888235173,141,55.5,3888235175,212,16.0,3888235171,140,19.7,3888235177,213,0.2,3888235181,237,,3888235169,56,Back,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341829,6,1,1,0,28,ahm0t06rup1bkd9z0mxl2lmph,1,10.4,49.7,2022-11-01T19:45:00.303Z,2022-11-03T05:44:09Z,3888235241,213,4.7,3888235237,141,16.7,3890446743,178,,3888235235,140,10.7,3888235239,212,22.4,3888235233,56,Back,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341835,7,1,1,0,31,ahm0t06rup1bkd9z0mxl2lmph,0,11.5,13.1,2022-11-01T19:45:03.074Z,2022-11-03T05:44:15Z,3888235267,140,34.3,3888235265,56,Back,3888235263,155,,3888235275,213,5.9,3888235271,212,26.0,3888235269,141,0.0,3890446819,178,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341839,8,5,1,0,34,ahm0t06rup1bkd9z0mxl2lmph,0,37.9,-2,2022-11-01T19:45:05.807Z,2022-11-03T05:44:24Z,3888235279,56,Back,3888235281,347,,3888235523,233,10,,,,,,,,,,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341885,10,5,1,0,34,8rfydplrc9ki0sirqi0drcybk,1,62.1,102,2022-11-01T19:45:05.807Z,2022-11-03T05:44:24Z,3888235517,347,,3888235515,56,Left,3888235519,233,8,,,,,,,,,,,,,,,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341887,11,1,1,0,47,8rfydplrc9ki0sirqi0drcybk,1,60.3,100,2022-11-01T19:45:19.472Z,2022-11-03T05:44:28Z,3888235533,141,90.8,3888235537,213,3.9,3888235535,212,10.9,3888235531,140,52.7,3888235529,56,Left,3888235527,107,,,,,,,,czwcateaukr5r9yibdem642qd,D. Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341907,12,1,1,0,48,8rfydplrc9ki0sirqi0drcybk,0,52.9,90.8,2022-11-01T19:45:20.486Z,2022-11-03T05:44:34Z,3888235589,56,Left,3890447129,178,,3888235591,140,56.8,3888235595,212,5.1,3888235597,213,0.6,3888235593,141,95.3,,,,,,,71or1ne6d9zuo038qdt6vcvoq,L. Warrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341917,9,1,1,0,50,ahm0t06rup1bkd9z0mxl2lmph,0,37.7,3.8,2022-11-01T19:45:21.741Z,2022-11-03T05:44:40Z,3888235639,140,29.0,3890447207,388,,3888235643,212,10.1,3888235637,56,Back,3888235641,141,10.1,3888235645,213,2.7,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341939,14,1,1,0,51,8rfydplrc9ki0sirqi0drcybk,1,64.4,95.3,2022-11-01T19:45:23.337Z,2022-11-03T05:44:45Z,3888235739,213,4.1,3890447283,178,,3888235733,140,59.8,3888235737,212,8.8,3888235735,141,84.4,3888235731,56,Left,,,,,,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341919,13,43,1,0,52,8rfydplrc9ki0sirqi0drcybk,1,0,0,2022-11-01T19:45:23.993Z,2022-11-02T14:41:28Z,3889438853,144,49,,,,,,,,,,,,,,,,,,,,,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341947,15,1,1,0,53,8rfydplrc9ki0sirqi0drcybk,1,61.8,77.5,2022-11-01T19:45:25.520Z,2022-11-03T05:44:50Z,3888235799,212,18.6,3890447367,178,,3888235797,141,51.2,3888235801,213,5.0,3888235795,140,66.7,3888235793,56,Center,,,,,,,71or1ne6d9zuo038qdt6vcvoq,L. Warrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341989,16,1,1,0,55,8rfydplrc9ki0sirqi0drcybk,1,67.5,47,2022-11-01T19:45:27.232Z,2022-11-03T05:45:00Z,3888235937,212,20.2,3888237185,210,15,3888235935,141,19.2,3888235931,56,Right,3888235939,213,5.1,3888235933,140,74.4,3890447451,178,,,,,74fouzsgp25muot2pp6as5otl,D. Batty,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341991,17,15,1,0,58,8rfydplrc9ki0sirqi0drcybk,1,74.8,25.4,2022-11-01T19:45:30.095Z,2022-11-03T05:45:01Z,3888237219,147,48.7,3888237209,102,51.2,3888237199,20,,3888235949,22,,3888235951,18,,3888235953,56,Center,3888237217,146,98.0,3890447513,178,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,3888237239,233,3889439299,79,3888237213,215,,3888237205,55,16,3888237203,29,,3888237211,103,10,20.3,,,,,,,,,,,,,,,,
2480342005,10,10,1,0,59,ahm0t06rup1bkd9z0mxl2lmph,1,1.8,50.7,2022-11-01T19:45:31.087Z,2022-11-03T05:45:05Z,3888237243,233,17,3889439367,179,,3888236009,182,,3888236011,56,Back,3889439369,377,,3888236423,174,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342049,11,44,1,1,1,ahm0t06rup1bkd9z0mxl2lmph,1,8.4,38,2022-11-01T19:45:32.648Z,2022-11-03T07:22:49Z,3888236551,233,18,3888236177,285,,3888236175,56,Back,,,,,,,,,,,,,,,,c48yjuxzle51y3k7kr1fcyk4q,S. Seddon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342013,18,44,1,1,1,8rfydplrc9ki0sirqi0drcybk,0,91.6,62,2022-11-01T19:45:32.649Z,2022-11-03T05:45:10Z,3888236027,56,Center,3888236547,233,11,3888236029,286,,,,,,,,,,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342205,12,12,1,1,1,ahm0t06rup1bkd9z0mxl2lmph,1,9.3,38.8,2022-11-01T19:45:32.718Z,2022-11-03T07:22:49Z,3888236787,56,Back,3888236795,213,6.0,3888236791,141,37.7,3888236793,212,2.9,3890447779,388,,3889439531,15,,3888236789,140,12.0,,,,c48yjuxzle51y3k7kr1fcyk4q,S. Seddon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342023,19,61,1,1,1,8rfydplrc9ki0sirqi0drcybk,1,95,62.5,2022-11-01T19:45:32.740Z,2022-11-03T05:45:25Z,3890447901,388,,3888236067,56,Center,3890447899,15,,,,,,,,,,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2480342025,20,16,1,1,3,8rfydplrc9ki0sirqi0drcybk,1,92.7,50.9,2022-11-01T19:45:35.092Z,2022-11-03T05:45:39Z,3888237941,231,51.4,3888236695,20,,3888237923,102,46.8,3888236699,374,2022-11-01 19:45:34.213,3890448127,178,,3888236085,56,Center,3889440255,395,98.9,3888237927,215,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,3888237919,55,3888237929,108,3888237917,29,,3889440257,396,50.9,3888237939,230,98.9,3888237925,103,19,6.3,,3888237915,80,3888237937,328,3888236083,17,3888236703,375,01:02.576,3888236081,22,,,,
2480342473,13,1,1,2,3,ahm0t06rup1bkd9z0mxl2lmph,1,50.1,49.7,2022-11-01T19:46:35.483Z,2022-11-03T05:45:43Z,3890448171,178,,3888238007,212,11.6,3888238001,141,50.9,3888237993,56,Back,3888238011,213,3.1,3888238015,279,G,3888237997,140,39.1,,,,8g19rw3eni5p8jt5v1j9skwdl,M. Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342497,14,1,1,2,5,ahm0t06rup1bkd9z0mxl2lmph,1,39,51.2,2022-11-01T19:46:37.209Z,2022-11-03T05:45:47Z,3888238095,141,19.2,3888238091,56,Back,3888238097,212,21.8,3888238093,140,39.1,3888238099,213,4.7,3890448237,178,,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342535,15,1,1,2,8,ahm0t06rup1bkd9z0mxl2lmph,1,43,15.5,2022-11-01T19:46:40.537Z,2022-11-03T05:45:51Z,3888238269,140,43.8,3888238271,141,3.2,3888238275,213,4.8,3890448283,178,,3888238273,212,8.4,3888238267,56,Back,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342553,16,1,1,2,11,ahm0t06rup1bkd9z0mxl2lmph,1,44.2,2.9,2022-11-01T19:46:42.798Z,2022-11-03T05:45:56Z,3888238327,56,Back,3888238333,212,13.1,3890448343,178,,3888238329,140,32.8,3888238331,141,10.7,3888238335,213,2.7,,,,,,,c48yjuxzle51y3k7kr1fcyk4q,S. Seddon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342575,17,1,1,2,13,ahm0t06rup1bkd9z0mxl2lmph,1,32.8,9.7,2022-11-01T19:46:45.394Z,2022-11-03T05:46:01Z,3888238469,212,7.4,3888238471,213,0.9,3890448415,178,,3888238467,141,18.2,3888238461,56,Back,3888238465,140,37.2,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342583,18,1,1,2,15,ahm0t06rup1bkd9z0mxl2lmph,1,36.8,18,2022-11-01T19:46:47.560Z,2022-11-03T05:46:05Z,3888238499,212,9.9,3888238493,56,Back,3888238501,213,4.7,3888238495,140,36.6,3890448459,178,,3888238497,141,3.4,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342603,19,1,1,2,16,ahm0t06rup1bkd9z0mxl2lmph,0,36.6,3.4,2022-11-01T19:46:48.463Z,2022-11-03T05:46:09Z,3888238561,140,58.1,3888238565,212,24.2,3890448497,178,,3888238559,56,Right,3888238563,141,16.4,3888238569,213,0.4,,,,,,,c48yjuxzle51y3k7kr1fcyk4q,S. Seddon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342597,21,8,1,2,17,8rfydplrc9ki0sirqi0drcybk,1,45.6,79.4,2022-11-01T19:46:49.488Z,2022-11-03T05:46:13Z,3888238541,56,Back,3889526205,384,,3890448551,178,,,,,,,,,,,,,,,,,71or1ne6d9zuo038qdt6vcvoq,L. Warrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342631,22,1,1,2,18,8rfydplrc9ki0sirqi0drcybk,1,49.2,80,2022-11-01T19:46:50.396Z,2022-11-03T05:46:18Z,3888238709,3,,3888238719,213,3.0,3890448615,178,,3888238717,212,13.4,3888238715,141,83.5,3888238711,56,Back,3888238713,140,36.6,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342635,23,49,1,2,20,8rfydplrc9ki0sirqi0drcybk,1,36.6,83.5,2022-11-01T19:46:52.557Z,2022-11-03T05:46:32Z,,,,,,,,,,,,,,,,,,,,,,,,,2eu3cz65piv0j91gi396p9ega,J. Earl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342679,24,1,1,2,20,8rfydplrc9ki0sirqi0drcybk,1,33.7,82.7,2022-11-01T19:46:52.568Z,2022-11-03T05:46:29Z,3888238919,1,,3890448751,178,,3888238909,56,Back,3888238913,141,58.5,3888238917,213,3.7,3888238915,212,32.4,3888238911,140,7.1,,,,2eu3cz65piv0j91gi396p9ega,J. Earl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342713,25,1,1,2,24,8rfydplrc9ki0sirqi0drcybk,0,6.8,58.1,2022-11-01T19:46:56.619Z,2022-11-03T05:46:37Z,3888239089,213,0.1,3888239083,140,61.7,3890448843,178,,3888239091,1,,3888239087,212,57.9,3888239081,56,Center,3888239085,141,66.6,3888239079,157,,4e1c6yk50fl8hnwv6u1132j85,J. Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342831,23,44,1,2,28,ahm0t06rup1bkd9z0mxl2lmph,1,29.4,32.3,2022-11-01T19:47:00.440Z,2022-11-03T07:22:50Z,3888239605,285,,3888239601,56,Back,3888239985,233,26,,,,,,,,,,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342717,26,44,1,2,28,8rfydplrc9ki0sirqi0drcybk,0,70.6,67.7,2022-11-01T19:47:00.441Z,2022-11-03T05:46:42Z,3888239105,286,,3888240015,233,23,3888239103,56,Center,,,,,,,,,,,,,,,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342739,20,1,1,2,28,ahm0t06rup1bkd9z0mxl2lmph,1,38,25,2022-11-01T19:47:00.564Z,2022-11-03T07:22:50Z,3888239201,213,2.8,3890448991,178,,3888239191,3,,3888239195,140,21.6,3888239193,56,Back,3888239199,212,18.4,3888239197,141,34.5,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342771,21,1,1,2,30,ahm0t06rup1bkd9z0mxl2lmph,1,21.6,34.5,2022-11-01T19:47:02.479Z,2022-11-03T05:46:53Z,3888239349,212,17.6,3888239351,213,3.5,3888239347,141,26.4,3888239345,140,5.7,3888239341,3,,3890449055,178,,3888239343,56,Back,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342775,22,52,1,2,33,ahm0t06rup1bkd9z0mxl2lmph,1,5.7,26.4,2022-11-01T19:47:05.072Z,2022-11-03T05:47:02Z,3890449173,389,,3889526639,376,,,,,,,,,,,,,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342855,24,1,1,2,35,ahm0t06rup1bkd9z0mxl2lmph,1,8,32.2,2022-11-01T19:47:07.426Z,2022-11-03T05:47:07Z,3888239743,56,Back,3888239747,141,71.4,3888239745,140,19.2,3888239741,123,,3888239749,212,29.1,3888239751,213,1.2,3890449247,178,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342905,25,1,1,2,40,ahm0t06rup1bkd9z0mxl2lmph,0,20.4,72.3,2022-11-01T19:47:12.160Z,2022-11-03T05:47:11Z,3888240031,213,0.3,3888240023,56,Left,3888240029,212,70.0,3888240033,1,,3888240021,155,,3888240025,140,84.4,3890449283,178,,3888240027,141,100.0,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342907,26,5,1,2,46,ahm0t06rup1bkd9z0mxl2lmph,0,87,101.3,2022-11-01T19:47:18.101Z,2022-11-03T05:47:14Z,3888240039,56,Left,3888241049,233,27,3888240041,347,,,,,,,,,,,,,,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343107,27,5,1,2,46,8rfydplrc9ki0sirqi0drcybk,1,13,-1.3,2022-11-01T19:47:18.101Z,2022-11-03T05:47:14Z,3888240991,347,,3888241011,233,26,3888240989,56,Back,,,,,,,,,,,,,,,,430ffnfs8g98t6tkctdqhhd78,D. Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343123,28,1,1,3,6,8rfydplrc9ki0sirqi0drcybk,0,17.3,0,2022-11-01T19:47:38.414Z,2022-11-03T05:47:22Z,3888241103,212,17.7,3888241099,140,32.6,3888241101,141,9.5,3888241105,213,0.4,3888241095,107,,3888241097,56,Back,,,,,,,430ffnfs8g98t6tkctdqhhd78,D. Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343129,27,44,1,3,8,ahm0t06rup1bkd9z0mxl2lmph,1,67,93.2,2022-11-01T19:47:39.984Z,2022-11-03T07:22:50Z,3888241127,56,Left,3888241259,233,29,3888241129,286,,,,,,,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343125,29,44,1,3,8,8rfydplrc9ki0sirqi0drcybk,0,33,6.8,2022-11-01T19:47:39.985Z,2022-11-03T05:47:26Z,3888241279,233,27,3888241109,56,Back,3888241111,285,,,,,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
