id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value
2493236537,8,1,1,0,14,5g1fnexeromjl0lvnxp8hpnhi,1,10.9,58.2,2022-12-26T15:01:32.923Z,2022-12-28T11:41:44Z,3956099671,213,0.9,3956099669,212,19.5,3956099665,140,22.1,3956099663,56,Back,3958401063,178,,3956099667,141,81.1,,,,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236605,9,1,1,0,18,5g1fnexeromjl0lvnxp8hpnhi,0,23,88.7,2022-12-26T15:01:36.181Z,2022-12-28T11:41:48Z,3956099959,213,6.1,3956099951,56,Center,3956099955,141,71.1,3956099961,1,,3956099949,155,,3956099953,140,85.9,3958401105,178,,3956099957,212,67.1,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236625,4,52,1,0,22,fvr504m6gaxsfmtx4fwm7iq1,1,11.2,23.6,2022-12-26T15:01:40.565Z,2022-12-28T11:41:51Z,3957939339,376,,3958401181,178,,,,,,,,,,,,,,,,,,,,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236833,5,80,1,0,31,fvr504m6gaxsfmtx4fwm7iq1,0,13,34.3,2022-12-26T15:01:49.966Z,2022-12-28T11:41:54Z,3958401215,178,,,,,,,,,,,,,,,,,,,,,,,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236943,6,1,1,0,34,fvr504m6gaxsfmtx4fwm7iq1,0,15.4,38.6,2022-12-26T15:01:52.617Z,2022-12-28T11:42:13Z,3956101497,213,6.2,3956101489,56,Center,3956101485,157,,3956101493,141,29.1,3958401459,178,,3956101487,198,,3956101495,212,54.9,3956101499,1,,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,3956101491,140,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236955,10,44,1,0,37,5g1fnexeromjl0lvnxp8hpnhi,1,33,64.1,2022-12-26T15:01:55.845Z,2022-12-28T13:17:42Z,3956101555,56,Back,3956101559,285,,3956101583,233,7,,,,,,,,,,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236947,7,44,1,0,37,fvr504m6gaxsfmtx4fwm7iq1,0,67,35.9,2022-12-26T15:01:55.846Z,2022-12-28T11:42:21Z,3956101527,286,,3956101525,56,Center,3956101653,233,10,,,,,,,,,,,,,,,,cqcwoymcrgf7wdi6091zplecp,D. N'Lundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236971,11,1,1,0,37,5g1fnexeromjl0lvnxp8hpnhi,0,35.6,59.4,2022-12-26T15:01:55.876Z,2022-12-28T13:17:43Z,3956101627,56,Back,3956101633,212,16.5,3956101629,140,48.0,3956101625,3,,3958401633,388,,3956101635,213,0.7,3956101631,141,74.2,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237001,8,1,1,0,39,fvr504m6gaxsfmtx4fwm7iq1,1,54.2,25.2,2022-12-26T15:01:57.209Z,2022-12-28T11:42:30Z,3956101743,56,Center,3958401715,388,,3956101751,213,5.9,3956101749,212,6.4,3956101745,140,59.9,3956101741,3,,3956101747,141,21.9,,,,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237013,9,44,1,0,40,fvr504m6gaxsfmtx4fwm7iq1,1,60,20,2022-12-26T15:01:59.045Z,2022-12-28T13:17:43Z,3956101805,286,,3956101891,233,12,3956101803,56,Right,,,,,,,,,,,,,,,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237027,12,44,1,0,40,5g1fnexeromjl0lvnxp8hpnhi,0,40,80,2022-12-26T15:01:59.046Z,2022-12-28T11:42:42Z,3956101851,56,Back,3956101937,233,9,3956101853,285,,,,,,,,,,,,,,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237055,10,1,1,0,41,fvr504m6gaxsfmtx4fwm7iq1,1,59.9,21.9,2022-12-26T15:01:59.091Z,2022-12-28T13:17:44Z,3958401811,388,,3956101973,141,22.4,3956101969,56,Center,3956101975,212,3.2,3956101967,3,,3956101977,213,0.1,3956101971,140,62.9,,,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493583959,760,3,1,0,42,fvr504m6gaxsfmtx4fwm7iq1,0,65.3,19,2022-12-26T15:02:00.330Z,2022-12-28T11:42:53Z,3958401933,178,,3957940099,56,Right,3957940103,464,,3957940101,286,,3957940105,467,4lz9m2nwif7tql9hqsv2u7vft,,,,,,,,,,8ceatyytb6gk5odzls21u2w2x,J. Olayinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237113,11,43,1,0,44,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2022-12-26T15:02:02.096Z,2022-12-27T18:30:14Z,3956123481,233,13,3956102199,56,Right,3956102201,286,0,3957939777,144,3,,,,,,,,,,,,,8ceatyytb6gk5odzls21u2w2x,J. Olayinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237085,13,43,1,0,44,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2022-12-26T15:02:02.096Z,2022-12-27T18:30:17Z,3957939811,144,45,3956102097,285,0,3956102095,56,Back,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237125,12,3,1,0,45,fvr504m6gaxsfmtx4fwm7iq1,0,66.9,6.8,2022-12-26T15:02:03.139Z,2022-12-29T06:01:43Z,3958402043,178,,3956102251,56,Right,3956102451,233,14,3956102257,286,,3957941195,465,,,,,,,,,,,8ceatyytb6gk5odzls21u2w2x,J. Olayinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237157,14,7,1,0,45,5g1fnexeromjl0lvnxp8hpnhi,1,33.1,93.2,2022-12-26T15:02:03.230Z,2022-12-28T11:43:12Z,3957941199,383,,3958402171,389,,3956102407,56,Back,3956102437,233,12,3956102409,285,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237165,15,49,1,0,45,5g1fnexeromjl0lvnxp8hpnhi,1,30.2,71.2,2022-12-26T15:02:03.808Z,2022-12-28T11:43:20Z,,,,,,,,,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237205,16,1,1,0,46,5g1fnexeromjl0lvnxp8hpnhi,1,30.2,71.2,2022-12-26T15:02:04.503Z,2022-12-28T11:43:26Z,3956102643,212,4.1,3956102645,213,5.2,3956102641,141,65.7,3956102637,56,Back,3958402327,178,,3956102639,140,31.9,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237227,17,1,1,0,47,5g1fnexeromjl0lvnxp8hpnhi,0,31.9,65.7,2022-12-26T15:02:05.405Z,2022-12-28T11:43:37Z,3956102717,140,66.7,3956102721,141,81.5,3956102729,213,0.3,3956102725,212,38.1,3956102711,56,Left,3958402411,178,,3956102731,1,,3956102705,157,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237245,13,49,1,0,51,fvr504m6gaxsfmtx4fwm7iq1,1,30.3,15.9,2022-12-26T15:02:09.235Z,2022-12-28T11:43:42Z,,,,,,,,,,,,,,,,,,,,,,,,,af7cmpeqlk4lcxz3bxgzjh8lx,C. Raglan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237421,14,1,1,0,51,fvr504m6gaxsfmtx4fwm7iq1,1,30.3,15.9,2022-12-26T15:02:09.277Z,2022-12-28T11:43:46Z,3956103667,140,3.9,3956103665,56,Back,3956103669,141,41.9,3956103671,212,32.9,3956103675,1,,3958402581,178,,3956103673,213,2.6,,,,af7cmpeqlk4lcxz3bxgzjh8lx,C. Raglan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237433,15,1,1,0,55,fvr504m6gaxsfmtx4fwm7iq1,0,3.6,41.9,2022-12-26T15:02:13.379Z,2022-12-28T11:43:49Z,3958402631,178,,3956103773,56,Back,3956103775,140,35.8,3956103779,212,41.5,3956103771,155,,3956103781,213,5.7,3956103783,1,,3956103777,141,6.4,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493584175,834,49,1,0,57,5g1fnexeromjl0lvnxp8hpnhi,1,65.9,94.2,2022-12-26T15:02:15.326Z,2022-12-28T11:43:52Z,,,,,,,,,,,,,,,,,,,,,,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237529,19,1,1,0,58,5g1fnexeromjl0lvnxp8hpnhi,1,67.5,88,2022-12-26T15:02:16.181Z,2022-12-29T09:37:08Z,3956104277,141,75.4,3956104271,140,59.4,3956104279,212,12.1,3956104267,56,Center,3958402761,178,,3956104281,213,3.9,,,,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237557,21,1,1,0,59,5g1fnexeromjl0lvnxp8hpnhi,1,58.7,72.3,2022-12-26T15:02:17.254Z,2022-12-29T09:37:41Z,3958402945,178,,3956104407,141,51.1,3956104409,212,14.6,3956104405,140,61.0,3956104411,213,4.9,3956104403,56,Center,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237461,18,43,1,1,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2022-12-26T15:02:18.540Z,2022-12-27T18:33:39Z,3957941521,144,8,3956103939,56,Back,,,,,,,,,,,,,,,,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237581,22,1,1,1,1,5g1fnexeromjl0lvnxp8hpnhi,1,57.6,55.3,2022-12-26T15:02:19.754Z,2022-12-29T09:38:07Z,3956104517,140,42.7,3956104521,212,20.6,3956104519,141,35.7,3956104515,56,Back,3958403843,178,,3956104523,213,3.8,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237537,20,43,1,1,4,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2022-12-26T15:02:22.151Z,2022-12-27T18:33:43Z,3957941593,144,49,,,,,,,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237675,23,1,1,1,5,5g1fnexeromjl0lvnxp8hpnhi,1,45.3,33.4,2022-12-26T15:02:24.076Z,2022-12-29T09:38:34Z,3956104995,213,2.3,3958403899,178,,3956104993,212,14.3,3956104985,140,36.0,3956104989,141,48.7,3956104983,56,Back,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237771,24,1,1,1,8,5g1fnexeromjl0lvnxp8hpnhi,1,38.7,49.7,2022-12-26T15:02:26.339Z,2022-12-29T09:39:07Z,3956105477,56,Back,3956105483,212,29.2,3958403957,178,,3956105485,213,1.4,3956105481,141,91.7,3956105479,140,44.7,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237887,25,1,1,1,12,5g1fnexeromjl0lvnxp8hpnhi,1,65,91.2,2022-12-26T15:02:30.695Z,2022-12-28T11:47:37Z,3956106027,140,74.0,3956106031,212,9.9,3956106029,141,95.6,3956106025,56,Left,3958406121,178,,3956106033,213,0.3,,,,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237925,26,1,1,1,18,5g1fnexeromjl0lvnxp8hpnhi,0,92.2,67.8,2022-12-26T15:02:36.728Z,2022-12-28T11:48:18Z,3956106227,56,Center,3956106237,212,3.6,3956106231,140,90.8,3956106239,213,4.3,3956106235,141,63.0,3958406769,178,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493681081,800,67,1,1,19,fvr504m6gaxsfmtx4fwm7iq1,1,8.4,42.7,2022-12-26T15:02:37.201Z,2022-12-28T13:17:44Z,3958441343,233,915,,,,,,,,,,,,,,,,,,,,,,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493681079,915,67,1,1,19,5g1fnexeromjl0lvnxp8hpnhi,0,91.6,57.3,2022-12-26T15:02:37.202Z,2022-12-28T12:36:08Z,3958441347,233,800,,,,,,,,,,,,,,,,,,,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237945,16,8,1,1,19,fvr504m6gaxsfmtx4fwm7iq1,1,7,43.9,2022-12-26T15:02:37.203Z,2022-12-28T13:17:45Z,3957942607,385,,3956106335,56,Back,3958406823,178,,,,,,,,,,,,,,,,,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237979,17,49,1,1,22,fvr504m6gaxsfmtx4fwm7iq1,1,2.7,7.3,2022-12-26T15:02:40.826Z,2022-12-28T11:49:00Z,,,,,,,,,,,,,,,,,,,,,,,,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238071,18,1,1,1,22,fvr504m6gaxsfmtx4fwm7iq1,1,3,6.7,2022-12-26T15:02:40.861Z,2022-12-28T11:49:04Z,3956106947,212,40.4,3956106945,141,6.1,3956106941,56,Back,3956106949,213,6.3,3957943751,155,,3956106951,1,,3956106943,140,41.5,3958407385,178,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238207,19,1,1,1,26,fvr504m6gaxsfmtx4fwm7iq1,1,41.5,6.1,2022-12-26T15:02:44.448Z,2022-12-28T11:49:09Z,3956107583,141,1.9,3956107581,140,41.1,3956107585,212,2.9,3956107579,56,Back,3958407437,178,,3956107587,213,4.6,,,,,,,cqcwoymcrgf7wdi6091zplecp,D. N'Lundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238213,20,4,1,1,28,fvr504m6gaxsfmtx4fwm7iq1,1,39.1,5.4,2022-12-26T15:02:46.108Z,2022-12-28T11:49:29Z,3956107635,13,,3956107639,152,,3956107643,286,,3956107767,233,27,3956107637,56,Back,3956107641,265,,,,,,,,8ceatyytb6gk5odzls21u2w2x,J. Olayinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238231,27,4,1,1,28,5g1fnexeromjl0lvnxp8hpnhi,0,60.9,94.6,2022-12-26T15:02:46.109Z,2022-12-28T11:49:29Z,3956107791,233,20,3956107743,265,,3956107741,152,,3956107745,285,,3956107737,13,,3958407777,178,,3956107739,56,Left,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238449,21,1,1,1,39,fvr504m6gaxsfmtx4fwm7iq1,0,36.7,4,2022-12-26T15:02:57.413Z,2022-12-28T11:49:33Z,3956108747,212,39.9,3956108739,152,,3956108735,5,,3956108743,140,74.1,3958407835,178,,3956108737,155,,3956108749,213,0.2,3956108745,141,14.4,75c432elegprf4f6hn72icset,S. Long,3956108741,56,Right,3956108751,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238469,28,44,1,1,41,5g1fnexeromjl0lvnxp8hpnhi,1,27.6,83.8,2022-12-26T15:02:59.253Z,2022-12-28T13:17:45Z,3956108839,285,,3956108837,56,Back,3956108925,233,22,,,,,,,,,,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238477,22,44,1,1,41,fvr504m6gaxsfmtx4fwm7iq1,0,72.4,16.2,2022-12-26T15:02:59.254Z,2022-12-28T11:49:38Z,3956108883,56,Right,3956108959,233,28,3956108885,286,,,,,,,,,,,,,,,,,cqcwoymcrgf7wdi6091zplecp,D. N'Lundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238739,29,1,1,1,41,5g1fnexeromjl0lvnxp8hpnhi,1,29.2,82,2022-12-26T15:02:59.285Z,2022-12-28T13:17:45Z,3956110165,3,,3956110169,140,43.9,3956110171,141,77.0,3956110175,213,6.1,3958407971,388,,3956110173,212,15.8,3956110167,56,Back,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238743,30,4,1,1,42,5g1fnexeromjl0lvnxp8hpnhi,1,38.3,80.8,2022-12-26T15:03:00.848Z,2022-12-28T11:49:59Z,3956110183,56,Back,3956110185,152,,3956110181,294,,3956110217,233,23,3956110179,13,,3956110187,286,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238587,23,4,1,1,42,fvr504m6gaxsfmtx4fwm7iq1,0,61.7,19.2,2022-12-26T15:03:00.849Z,2022-12-28T11:49:59Z,3956109437,13,,3958408075,388,,3956109445,285,,3956109441,56,Right,3956110263,233,30,3956109443,152,,3956109439,294,,,,,8ceatyytb6gk5odzls21u2w2x,J. Olayinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238805,31,1,1,1,51,5g1fnexeromjl0lvnxp8hpnhi,1,43.2,75.3,2022-12-26T15:03:09.577Z,2022-12-28T11:50:10Z,3956110493,141,60.5,3956110487,152,,3956110495,212,15.5,3956110491,140,32.0,3958408325,178,,3956110497,213,3.8,3956110485,5,,3956110489,56,Back,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
