id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,keyPass,qualifier/15/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value
2521805141,9,1,1,0,10,9q0arba2kbnywth8bkxlhgmdr,1,42.2,79.8,2023-03-18T17:31:02.188Z,2023-03-19T03:03:07Z,4108556617,178,,4106680283,56,Left,4106680285,140,69.5,4106680287,141,86.6,4106680291,213,0.2,4106680289,212,29.0,,,,,,,ehopba709zukxj4vgcync942d,M. Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805191,10,1,1,0,16,9q0arba2kbnywth8bkxlhgmdr,1,72.1,92.7,2023-03-18T17:31:08.230Z,2023-03-19T03:03:11Z,4106680527,212,6.9,4106680529,213,3.5,4106680525,141,88.8,4106680523,140,66.0,4106680521,56,Left,4108556769,178,,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805195,11,1,1,0,17,9q0arba2kbnywth8bkxlhgmdr,0,69.6,94.8,2023-03-18T17:31:09.301Z,2023-03-19T03:03:20Z,4106680555,141,100.0,4106680557,212,6.3,4106680559,213,2.3,4108556993,178,,4106680551,56,Left,4106680553,140,65.5,,,,,,,93soe2rjn0z874cc9ofcesgkp,C. Pulišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805429,3,5,1,0,18,ehd2iemqmschhj2ec0vayztzz,1,34,-1.7,2023-03-18T17:31:09.965Z,2023-03-19T03:03:24Z,4106681555,347,,4106681575,233,12,4106681553,56,Back,,,,,,,,,,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805203,12,5,1,0,18,9q0arba2kbnywth8bkxlhgmdr,0,66,101.7,2023-03-18T17:31:09.965Z,2023-03-19T03:03:24Z,4106680577,56,Left,4106680581,347,,4106681601,233,3,,,,,,,,,,,,,,,,93soe2rjn0z874cc9ofcesgkp,C. Pulišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805463,4,1,1,0,35,ehd2iemqmschhj2ec0vayztzz,1,33.5,0,2023-03-18T17:31:27.341Z,2023-03-19T03:03:27Z,4106681747,140,40.6,4106681749,141,4.7,4106681745,56,Back,4106681755,213,0.5,4106681743,107,,4106681751,212,8.7,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805485,5,1,1,0,36,ehd2iemqmschhj2ec0vayztzz,0,40.6,4.7,2023-03-18T17:31:28.774Z,2023-03-19T03:03:36Z,4106681887,168,,4106681889,56,Right,4106681891,140,53.9,4106681885,3,,4106681893,141,13.7,4108557477,388,,4106681897,213,0.4,4106681895,212,15.2,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805491,13,44,1,0,38,9q0arba2kbnywth8bkxlhgmdr,1,45.4,85,2023-03-18T17:31:30.213Z,2023-03-19T04:21:35Z,4106681919,285,,4106681917,56,Back,4106681943,233,6,,,,,,,,,,,,,,,,ehopba709zukxj4vgcync942d,M. Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805489,6,44,1,0,38,ehd2iemqmschhj2ec0vayztzz,0,54.6,15,2023-03-18T17:31:30.214Z,2023-03-19T03:03:40Z,4106682009,233,13,4106681913,56,Right,4106681915,286,,,,,,,,,,,,,,,,,8g7clz1z04oqjxhg8xnqc7105,A. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805505,14,1,1,0,38,9q0arba2kbnywth8bkxlhgmdr,0,44.3,84.5,2023-03-18T17:31:30.308Z,2023-03-19T04:21:36Z,4108557831,388,,4106681973,56,Left,4106681977,141,80.4,4106681979,212,11.0,4106681981,213,6.0,4106681971,3,,4106681975,140,54.4,,,,ehopba709zukxj4vgcync942d,M. Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806275,16,3,1,0,39,ehd2iemqmschhj2ec0vayztzz,0,48,17.1,2023-03-18T17:31:31.398Z,2023-03-19T03:04:12Z,4108558201,178,,4106688267,233,15,4107798447,465,,4106685967,56,Back,4106685969,286,,,,,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805547,15,7,1,0,39,9q0arba2kbnywth8bkxlhgmdr,1,52,82.9,2023-03-18T17:31:31.515Z,2023-03-19T03:04:07Z,4108558403,178,,4106688943,167,,4107798607,385,,4106688221,285,,4106688237,233,16,4106682241,56,Left,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805657,7,5,1,0,41,ehd2iemqmschhj2ec0vayztzz,1,48.8,-1.8,2023-03-18T17:31:33.203Z,2023-03-19T03:04:20Z,4106682859,347,,4106682857,56,Back,4106682893,233,16,,,,,,,,,,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805559,16,5,1,0,41,9q0arba2kbnywth8bkxlhgmdr,0,51.2,101.8,2023-03-18T17:31:33.203Z,2023-03-19T03:04:20Z,4106682915,233,7,4106682297,56,Left,4106682299,347,,,,,,,,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805689,8,1,1,0,54,ehd2iemqmschhj2ec0vayztzz,0,52.4,0,2023-03-18T17:31:46.438Z,2023-03-19T03:04:49Z,4106683083,56,Right,4106683081,107,,4106683091,213,0.1,4106683089,212,19.8,4106683087,141,2.0,4106683085,140,71.1,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805711,17,44,1,0,55,9q0arba2kbnywth8bkxlhgmdr,1,26.2,95,2023-03-18T17:31:47.734Z,2023-03-19T04:21:36Z,4106683185,285,,4106683213,233,9,4106683183,56,Back,,,,,,,,,,,,,,,,7usl4495egoptlrd762f0arbp,B. Chilwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805691,9,44,1,0,55,ehd2iemqmschhj2ec0vayztzz,0,73.8,5,2023-03-18T17:31:47.735Z,2023-03-19T03:04:54Z,4106683237,233,17,4106683097,286,,4106683095,56,Right,,,,,,,,,,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805749,18,1,1,0,56,9q0arba2kbnywth8bkxlhgmdr,0,27.9,96.6,2023-03-18T17:31:47.857Z,2023-03-19T04:21:36Z,4106683405,213,1.0,4106683395,3,,4108559623,388,,4106683397,56,Back,4106683399,140,30.3,4106683401,141,100.0,4106683403,212,4.3,,,,7usl4495egoptlrd762f0arbp,B. Chilwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805791,10,5,1,0,56,ehd2iemqmschhj2ec0vayztzz,1,64.6,-1.6,2023-03-18T17:31:48.773Z,2023-03-19T03:04:59Z,4106683665,233,19,4106683597,347,,4106683595,56,Right,,,,,,,,,,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805751,19,5,1,0,56,9q0arba2kbnywth8bkxlhgmdr,0,35.4,101.6,2023-03-18T17:31:48.773Z,2023-03-19T03:04:59Z,4106683693,233,10,4106683411,347,,4106683409,56,Back,,,,,,,,,,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805829,11,1,1,1,3,ehd2iemqmschhj2ec0vayztzz,1,64.5,0,2023-03-18T17:31:55.042Z,2023-03-19T03:05:03Z,4106683735,107,,4106683739,140,66.9,4106683737,56,Right,4106683745,213,1.2,4106683743,212,7.0,4106683741,141,7.6,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805835,12,1,1,1,4,ehd2iemqmschhj2ec0vayztzz,1,66.9,7.6,2023-03-18T17:31:55.986Z,2023-03-19T03:05:08Z,4106683763,56,Right,4106683771,213,5.8,4108559801,178,,4106683765,140,72.4,4106683767,141,3.2,4106683769,212,6.5,,,,,,,8g7clz1z04oqjxhg8xnqc7105,A. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521808025,26,1,1,1,4,ehd2iemqmschhj2ec0vayztzz,0,64.6,3.4,2023-03-18T17:31:56.765Z,2023-03-19T03:05:21Z,4108560261,178,,4106694203,212,4.1,4106694201,141,7.4,4106694199,140,67.5,4106694197,56,Right,4106694205,213,0.7,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805803,20,8,1,1,5,9q0arba2kbnywth8bkxlhgmdr,1,27,94.7,2023-03-18T17:31:56.954Z,2023-03-19T03:05:25Z,4106683647,56,Back,4108560373,178,,4107799529,383,,,,,,,,,,,,,,,,,ehopba709zukxj4vgcync942d,M. Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805819,21,49,1,1,5,9q0arba2kbnywth8bkxlhgmdr,1,26.3,94.7,2023-03-18T17:31:57.712Z,2023-03-19T03:05:31Z,,,,,,,,,,,,,,,,,,,,,,,,,ehopba709zukxj4vgcync942d,M. Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805845,22,1,1,1,5,9q0arba2kbnywth8bkxlhgmdr,0,25.8,95.1,2023-03-18T17:31:57.762Z,2023-03-19T03:05:34Z,4106683835,213,5.4,4106683837,1,,4106683833,212,26.9,4108560579,178,,4106683825,157,,4106683829,140,41.5,4106683831,141,63.8,4106683827,56,Back,ehopba709zukxj4vgcync942d,M. Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805859,13,49,1,1,8,ehd2iemqmschhj2ec0vayztzz,1,56,34.9,2023-03-18T17:32:00.468Z,2023-03-19T03:05:43Z,,,,,,,,,,,,,,,,,,,,,,,,,8ro3lpzufz8ea9pa2j1jivqad,B. Godfrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805867,14,1,1,1,8,ehd2iemqmschhj2ec0vayztzz,0,56,34.9,2023-03-18T17:32:00.499Z,2023-03-19T03:05:49Z,4108560853,388,,4106683969,213,5.6,4106683967,212,4.4,4106683965,141,30.9,4106683963,140,59.3,4106683961,56,Center,,,,,,,8ro3lpzufz8ea9pa2j1jivqad,B. Godfrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805881,23,61,1,1,8,9q0arba2kbnywth8bkxlhgmdr,1,41.4,61.5,2023-03-18T17:32:00.748Z,2023-03-19T03:05:58Z,4108561093,178,,4106684069,56,Back,,,,,,,,,,,,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806031,15,2,1,1,13,ehd2iemqmschhj2ec0vayztzz,1,48.7,90.9,2023-03-18T17:32:05.570Z,2023-03-19T03:06:02Z,4106684699,1,,4106684703,140,82.9,4106684697,7,8g7clz1z04oqjxhg8xnqc7105,4106684701,56,Left,4106684705,141,96.4,4108561199,178,,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806069,24,55,1,1,13,9q0arba2kbnywth8bkxlhgmdr,1,28.9,25.2,2023-03-18T17:32:05.571Z,2023-03-19T03:06:03Z,,,,,,,,,,,,,,,,,,,,,,,,,7yirx71oya71zjsgldj5ucqcq,W. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806107,25,1,1,1,20,9q0arba2kbnywth8bkxlhgmdr,1,14.4,5,2023-03-18T17:32:12.776Z,2023-03-19T03:06:14Z,4108561449,178,,4106685095,213,1.0,4106685083,5,,4106685091,141,19.4,4106685089,140,20.5,4106685087,56,Back,4106685085,241,,4106685093,212,11.7,7yirx71oya71zjsgldj5ucqcq,W. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806121,26,1,1,1,22,9q0arba2kbnywth8bkxlhgmdr,1,21.5,18.2,2023-03-18T17:32:14.312Z,2023-03-19T03:06:23Z,4106685181,212,13.0,4106685183,213,2.5,4106685175,56,Back,4108561651,178,,4106685179,141,29.5,4106685177,140,11.5,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806133,27,1,1,1,24,9q0arba2kbnywth8bkxlhgmdr,1,14.2,40.1,2023-03-18T17:32:16.106Z,2023-03-19T03:07:12Z,4106685237,212,28.3,4106685239,213,1.3,4106685235,141,79.7,4106685231,56,Back,4106685233,140,22.4,4108561813,178,,,,,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806195,28,1,1,1,28,9q0arba2kbnywth8bkxlhgmdr,1,22.4,81.6,2023-03-18T17:32:19.803Z,2023-03-19T03:06:36Z,4106685565,212,16.0,4106685553,56,Back,4106685567,213,0.7,4106685561,141,96.6,4108561895,178,,4106685557,140,34.2,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806243,29,1,1,1,30,9q0arba2kbnywth8bkxlhgmdr,1,35.4,97.1,2023-03-18T17:32:22.332Z,2023-03-19T03:07:08Z,4106685801,213,3.8,4106685793,56,Back,4106685795,140,29.7,4106685797,141,90.8,4106685799,212,7.4,4108561995,178,,,,,,,,7usl4495egoptlrd762f0arbp,B. Chilwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806269,30,1,1,1,32,9q0arba2kbnywth8bkxlhgmdr,1,29.8,80.6,2023-03-18T17:32:24.574Z,2023-03-19T03:07:02Z,4106685927,56,Back,4108562079,178,,4106685929,140,25.5,4106685931,141,52.7,4106685933,212,19.5,4106685935,213,4.5,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806367,31,1,1,1,36,9q0arba2kbnywth8bkxlhgmdr,1,25.5,50.7,2023-03-18T17:32:28.158Z,2023-03-19T03:06:51Z,4106686301,212,24.4,4106686303,213,4.9,4108562165,178,,4106686295,56,Back,4106686299,141,15.5,4106686297,140,29.8,,,,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806433,32,1,1,1,40,9q0arba2kbnywth8bkxlhgmdr,1,28.8,40.6,2023-03-18T17:32:32.610Z,2023-03-19T03:07:17Z,4106686525,212,25.3,4106686527,213,1.5,4108562631,178,,4106686521,140,30.9,4106686519,56,Back,4106686523,141,77.6,,,,,,,7yirx71oya71zjsgldj5ucqcq,W. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806463,33,1,1,1,45,9q0arba2kbnywth8bkxlhgmdr,1,33.2,82.8,2023-03-18T17:32:36.985Z,2023-03-19T03:07:20Z,4106686677,56,Left,4106686679,140,54.0,4106686685,213,0.3,4106686683,212,23.2,4106686681,141,94.4,4108562699,178,,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806485,34,1,1,1,47,9q0arba2kbnywth8bkxlhgmdr,1,55.5,94.8,2023-03-18T17:32:39.302Z,2023-03-19T03:07:23Z,4106686785,141,87.9,4108562787,178,,4106686787,212,4.9,4106686789,213,4.4,4106686781,56,Left,4106686783,140,54.2,,,,,,,7usl4495egoptlrd762f0arbp,B. Chilwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806539,35,1,1,1,48,9q0arba2kbnywth8bkxlhgmdr,1,54,87.2,2023-03-18T17:32:40.564Z,2023-03-19T03:07:27Z,4108562845,178,,4106687091,213,3.0,4106687089,212,14.4,4106687087,141,91.1,4106687085,140,40.5,4106687083,56,Back,,,,,,,93soe2rjn0z874cc9ofcesgkp,C. Pulišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806543,36,61,1,1,49,9q0arba2kbnywth8bkxlhgmdr,1,40,88.4,2023-03-18T17:32:41.762Z,2023-03-19T03:07:37Z,4108563017,178,,4106687095,56,Back,,,,,,,,,,,,,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806603,37,1,1,1,52,9q0arba2kbnywth8bkxlhgmdr,1,30.8,69.2,2023-03-18T17:32:44.386Z,2023-03-19T03:07:40Z,4106687325,56,Back,4106687327,140,40.3,4106687331,212,10.4,4106687329,141,73.4,4106687333,213,0.3,4108563047,178,,,,,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806629,38,1,1,1,53,9q0arba2kbnywth8bkxlhgmdr,1,40.4,73.4,2023-03-18T17:32:45.171Z,2023-03-19T03:07:45Z,4108563115,178,,4106687479,212,10.7,4106687477,141,85.8,4106687475,140,34.1,4106687473,56,Back,4106687481,213,2.2,,,,,,,ehopba709zukxj4vgcync942d,M. Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
