id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2445274401,9,1,1,0,17,1pse9ta7a45pi2w2grjim70ge,1,31.6,64.8,2022-08-13T14:00:52.901Z,2022-08-13T22:50:50Z,3701904041,141,83.1,3701904045,213,1.9,3704519415,178,,3701904043,212,13.1,3701904039,140,27.7,3701904037,56,Back,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274431,10,1,1,0,19,1pse9ta7a45pi2w2grjim70ge,1,27.7,83.1,2022-08-13T14:00:54.744Z,2022-08-13T22:50:52Z,3701904195,56,Back,3701904199,141,97.4,3701904209,213,0.7,3701904203,212,15.5,3704519517,178,,3701904197,140,39.2,,,,,,,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274447,11,1,1,0,21,1pse9ta7a45pi2w2grjim70ge,0,37.5,96.9,2022-08-13T14:00:56.060Z,2022-08-13T22:50:55Z,3701904257,140,43.6,3701904253,56,Back,3701904265,212,6.4,3701904261,141,95.8,3704519633,178,,3701904267,213,6.2,,,,,,,bzjzvw54k5cmo93wdkjv89knp,J. Stacey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274441,3,8,1,0,21,a3nyxabgsqlnqfkeg41m6tnpp,1,54.9,4.1,2022-08-13T14:00:56.363Z,2022-08-13T22:50:57Z,3703294645,385,,3701904239,56,Right,3704519765,178,,,,,,,,,,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274503,4,49,1,0,23,a3nyxabgsqlnqfkeg41m6tnpp,1,63.2,11.3,2022-08-13T14:00:57.995Z,2022-08-13T22:51:00Z,,,,,,,,,,,,,,,,,,,,,,,,,exiribcpg9vnuq9ekhlk74dlh,R. Mahrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274561,5,1,1,0,23,a3nyxabgsqlnqfkeg41m6tnpp,1,63.2,11.3,2022-08-13T14:00:58.008Z,2022-08-13T22:51:04Z,3704519981,178,,3701904651,56,Right,3701904655,141,12.1,3701904657,212,7.5,3701904659,213,3.1,3701904653,140,56.1,,,,,,,exiribcpg9vnuq9ekhlk74dlh,R. Mahrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274613,6,1,1,0,24,a3nyxabgsqlnqfkeg41m6tnpp,1,56.1,12.1,2022-08-13T14:00:59.832Z,2022-08-13T22:51:08Z,3701904873,141,13.9,3701904877,213,3.1,3704520145,178,,3701904875,212,20.8,3701904871,140,36.3,3701904869,56,Back,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274707,7,1,1,0,27,a3nyxabgsqlnqfkeg41m6tnpp,1,37.2,18.2,2022-08-13T14:01:02.364Z,2022-08-13T22:51:11Z,3701905257,56,Back,3701905259,140,37.3,3704520297,178,,3701905265,213,1.6,3701905261,141,56.0,3701905263,212,25.7,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274781,8,1,1,0,30,a3nyxabgsqlnqfkeg41m6tnpp,1,37.7,53.7,2022-08-13T14:01:05.621Z,2022-08-13T22:51:14Z,3701905611,141,22.1,3701905615,213,5.1,3704520415,178,,3701905607,56,Back,3701905609,140,45.8,3701905613,212,23.1,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274835,9,1,1,0,33,a3nyxabgsqlnqfkeg41m6tnpp,1,46.9,19.9,2022-08-13T14:01:08.331Z,2022-08-13T22:51:18Z,3701905867,141,4.9,3701905863,56,Right,3701905869,212,16.1,3704520599,178,,3701905871,213,5.6,3701905865,140,58.8,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274891,10,1,1,0,35,a3nyxabgsqlnqfkeg41m6tnpp,1,58.8,4.9,2022-08-13T14:01:10.070Z,2022-08-13T22:51:22Z,3701906103,212,21.0,3701906089,56,Right,3701906095,140,78.8,3701906099,141,3.1,3704520765,178,,3701906105,213,6.2,,,,,,,exiribcpg9vnuq9ekhlk74dlh,R. Mahrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274945,11,1,1,0,36,a3nyxabgsqlnqfkeg41m6tnpp,0,78.8,2.9,2022-08-13T14:01:11.868Z,2022-08-13T22:51:25Z,3701906359,1,,3703296133,225,,3701906349,140,86.0,3701906353,212,41.0,3701906343,2,,3701906347,56,Center,3703296137,20,,3704520881,178,,c2jqa9vozhqu7x79h5rr2n1ed,K. De Bruyne,3701906355,213,1.4,3703296135,386,3701906351,141,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445275055,12,12,1,0,39,1pse9ta7a45pi2w2grjim70ge,1,11.4,39.5,2022-08-13T14:01:14.035Z,2022-08-13T22:51:31Z,3701906957,167,,3701906905,141,29.9,3701906901,56,Back,3701906907,212,14.3,3701906909,213,3.6,3701906903,140,0.0,3704521319,178,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274987,12,6,1,0,40,a3nyxabgsqlnqfkeg41m6tnpp,1,93.4,66.1,2022-08-13T14:01:15.285Z,2022-08-13T22:51:35Z,3701906599,56,Center,3701906601,73,,3701907039,233,13,,,,,,,,,,,,,,,,c2jqa9vozhqu7x79h5rr2n1ed,K. De Bruyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445275061,13,6,1,0,40,1pse9ta7a45pi2w2grjim70ge,0,6.6,33.9,2022-08-13T14:01:15.285Z,2022-08-13T22:51:34Z,3701907077,233,12,3701906939,73,,3701906937,56,Back,,,,,,,,,,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445901961,987,43,1,1,16,1pse9ta7a45pi2w2grjim70ge,1,0,0,2022-08-13T14:01:51.230Z,2022-08-14T02:46:50Z,3705285551,144,39,3705285261,250,0,3705285253,19,0,3705285251,22,0,3705285255,56,Back,,,,,,,,,,cr4c6htcw2jewsvboj6s8p045,R. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445276217,13,1,1,1,17,a3nyxabgsqlnqfkeg41m6tnpp,1,99.5,99.5,2022-08-13T14:01:52.518Z,2022-08-14T14:40:55Z,3701912321,140,88.2,3701912325,212,39.4,3701912311,2,,3701912315,155,,3701915813,154,,3701912327,213,4.4,3704521617,178,,3701912317,224,,693z0rzfh3m0h0wsma9v8c9ux,P. Foden,3703299025,72,,3701912319,56,3701912313,6,,1,Center,3701912329,1,3701912323,141,44.2,3701915811,210,15,,,,,,,,,,,,,,,,,,,
2445901283,986,43,1,1,19,1pse9ta7a45pi2w2grjim70ge,1,0,0,2022-08-13T14:01:54.230Z,2022-08-14T02:45:22Z,3705281971,144,55,,,,,,,,,,,,,,,,,,,,,,cr4c6htcw2jewsvboj6s8p045,R. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445276225,14,15,1,1,19,a3nyxabgsqlnqfkeg41m6tnpp,1,86.6,45.8,2022-08-13T14:01:54.307Z,2022-08-14T14:40:55Z,3701915917,102,52.1,3701915909,29,,3701912361,17,,3701915911,154,,3701915925,230,98.1,3701914545,25,,3701915923,147,46.6,3701937691,76,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,3701915927,231,48.6,3701914547,15,3701937693,139,,,,3701915921,146,3701914551,328,,3701915913,55,13,88.2,3704521973,388,3701915919,103,19,3701937695,82,3701912363,56,Center,,,,,,,,
2445280885,46,61,1,1,19,a3nyxabgsqlnqfkeg41m6tnpp,1,87.1,48.2,2022-08-13T14:01:54.319Z,2022-08-14T02:42:25Z,3701953463,228,,3701935371,56,Center,3704522327,21,,3704522331,388,,,,,,,,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445276237,14,5,1,1,20,1pse9ta7a45pi2w2grjim70ge,1,-0.4,39.8,2022-08-13T14:01:55.510Z,2022-08-13T22:53:58Z,3701912433,56,Back,3701912435,346,,3701912477,233,15,,,,,,,,,,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445276243,15,5,1,1,20,a3nyxabgsqlnqfkeg41m6tnpp,0,100.4,60.2,2022-08-13T14:01:55.510Z,2022-08-13T22:53:58Z,3701912535,233,14,3701912445,346,,3701912443,56,Center,,,,,,,,,,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277003,15,1,1,1,38,1pse9ta7a45pi2w2grjim70ge,1,4.9,50.1,2022-08-13T14:02:13.830Z,2022-08-13T22:54:02Z,3701915937,212,17.8,3701915939,213,1.3,3701915933,140,10.2,3701915943,237,,3701919247,189,,3701915935,141,74.9,3701915931,56,Back,3701915929,124,,12l99v9rpet6ug6n121tg6ay1,M. Travers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277059,16,1,1,1,44,1pse9ta7a45pi2w2grjim70ge,0,12.5,89.4,2022-08-13T14:02:19.085Z,2022-08-13T22:54:05Z,3701916221,141,90.1,3701916225,213,0.0,3704527353,178,,3701916215,155,,3701916219,140,42.6,3701916223,212,31.6,3701916217,56,Back,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277041,16,44,1,1,46,a3nyxabgsqlnqfkeg41m6tnpp,1,61.8,7.5,2022-08-13T14:02:21.628Z,2022-08-13T23:45:07Z,3701916137,286,,3701916375,233,17,3701916135,56,Right,,,,,,,,,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277063,17,44,1,1,46,1pse9ta7a45pi2w2grjim70ge,0,38.2,92.5,2022-08-13T14:02:21.629Z,2022-08-13T22:54:09Z,3701916439,233,16,3701916235,56,Back,3701916239,285,,,,,,,,,,,,,,,,,cr4c6htcw2jewsvboj6s8p045,R. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277071,17,1,1,1,46,a3nyxabgsqlnqfkeg41m6tnpp,1,60,4.3,2022-08-13T14:02:21.653Z,2022-08-13T23:45:07Z,3704527651,388,,3701916271,3,,3701916277,140,67.7,3701916281,212,9.9,3701916283,213,0.6,3701916279,141,12.8,3701916273,56,Right,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445771315,1009,67,1,1,48,a3nyxabgsqlnqfkeg41m6tnpp,1,65.3,11.6,2022-08-13T14:02:22.948Z,2022-08-13T23:45:08Z,3704570109,233,625,,,,,,,,,,,,,,,,,,,,,,exiribcpg9vnuq9ekhlk74dlh,R. Mahrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445771307,625,67,1,1,48,1pse9ta7a45pi2w2grjim70ge,0,34.7,88.4,2022-08-13T14:02:22.949Z,2022-08-13T23:14:33Z,3704570145,233,1009,,,,,,,,,,,,,,,,,,,,,,2ubxzcc4zioelrh0cvxnae4lx,B. Pearson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445282321,50,1,1,1,48,a3nyxabgsqlnqfkeg41m6tnpp,1,63,9.7,2022-08-13T14:02:22.956Z,2022-08-13T23:45:08Z,3701942839,56,Center,3704527871,178,,3701942849,141,29.3,3701942853,213,1.8,3701942845,140,60.1,3701942851,212,13.7,,,,,,,exiribcpg9vnuq9ekhlk74dlh,R. Mahrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277117,18,49,1,1,49,a3nyxabgsqlnqfkeg41m6tnpp,1,60.9,22.3,2022-08-13T14:02:24.156Z,2022-08-13T22:54:28Z,,,,,,,,,,,,,,,,,,,,,,,,,9wbf00lybk9fqablaqwg5cn2t,İ. Gündoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277111,18,43,1,1,49,1pse9ta7a45pi2w2grjim70ge,1,0,0,2022-08-13T14:02:24.320Z,2022-08-13T14:04:56Z,3701916475,140,42.7,3701945865,144,1,3701916481,213,5.5,3701916477,141,72.8,3701916479,212,14.5,3701916473,56,Back,,,,,,,2ubxzcc4zioelrh0cvxnae4lx,B. Pearson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277249,19,1,1,1,50,a3nyxabgsqlnqfkeg41m6tnpp,1,58.6,29.9,2022-08-13T14:02:25.364Z,2022-08-13T22:54:31Z,3704528179,178,,3701917141,140,59.0,3701917145,212,27.1,3701917139,56,Center,3701917143,141,69.8,3701917147,213,1.6,,,,,,,9wbf00lybk9fqablaqwg5cn2t,İ. Gündoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277341,20,1,1,1,53,a3nyxabgsqlnqfkeg41m6tnpp,1,66,73.8,2022-08-13T14:02:28.818Z,2022-08-13T22:54:36Z,3701917569,140,66.4,3701917567,56,Center,3701917571,141,54.8,3701917573,212,12.9,3704528409,178,,3701917577,213,4.7,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277569,21,1,1,1,55,a3nyxabgsqlnqfkeg41m6tnpp,1,66.4,54.8,2022-08-13T14:02:30.899Z,2022-08-13T23:15:17Z,3701918737,213,5.0,3701918739,1,,3701918733,141,4.0,3701918729,56,Right,3701918731,140,74.6,3701918735,212,35.6,3704528465,178,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277683,22,1,1,2,1,a3nyxabgsqlnqfkeg41m6tnpp,1,74.9,11.6,2022-08-13T14:02:36.794Z,2022-08-13T22:54:42Z,3701919325,212,8.0,3701919321,140,69.0,3704528543,178,,3701919327,213,2.5,3701919319,56,Right,3701919323,141,19.1,,,,,,,exiribcpg9vnuq9ekhlk74dlh,R. Mahrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277729,23,1,1,2,5,a3nyxabgsqlnqfkeg41m6tnpp,1,72.1,12.8,2022-08-13T14:02:40.091Z,2022-08-13T22:54:47Z,3701919549,140,75.7,3701919553,212,5.0,3701919547,56,Right,3704528789,178,,3701919555,213,5.6,3701919551,141,7.9,,,,,,,c2jqa9vozhqu7x79h5rr2n1ed,K. De Bruyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277763,24,1,1,2,6,a3nyxabgsqlnqfkeg41m6tnpp,1,75.7,7.9,2022-08-13T14:02:41.148Z,2022-08-13T22:54:51Z,3701919689,56,Right,3701919695,212,6.2,3701919691,140,81.1,3701919697,213,5.9,3701919693,141,4.3,3704528895,178,,,,,,,,exiribcpg9vnuq9ekhlk74dlh,R. Mahrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277775,25,61,1,2,6,a3nyxabgsqlnqfkeg41m6tnpp,0,81.1,4.3,2022-08-13T14:02:41.537Z,2022-08-13T22:55:01Z,3701919751,56,Right,3704529255,178,,,,,,,,,,,,,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445772229,1024,83,1,2,7,a3nyxabgsqlnqfkeg41m6tnpp,1,70.8,5.6,2022-08-13T14:02:42.275Z,2022-08-13T23:16:39Z,3704574641,399,154131,,,,,,,,,,,,,,,,,,,,,,c2jqa9vozhqu7x79h5rr2n1ed,K. De Bruyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277837,19,1,1,2,7,1pse9ta7a45pi2w2grjim70ge,1,25.7,92.7,2022-08-13T14:02:42.292Z,2022-08-13T22:55:07Z,3701920017,140,17.5,3701920029,213,3.4,3701920027,212,8.9,3701920013,56,Back,3701920021,141,89.4,3704529561,389,,,,,,,,bzjzvw54k5cmo93wdkjv89knp,J. Stacey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277845,20,49,1,2,8,1pse9ta7a45pi2w2grjim70ge,1,16.9,89.4,2022-08-13T14:02:43.051Z,2022-08-13T22:55:11Z,,,,,,,,,,,,,,,,,,,,,,,,,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277907,21,1,1,2,8,1pse9ta7a45pi2w2grjim70ge,1,16.9,89.4,2022-08-13T14:02:43.681Z,2022-08-13T22:55:14Z,3701920347,56,Back,3701920353,212,13.4,3701920349,140,28.1,3704529927,178,,3701920355,213,5.8,3701920351,141,80.0,,,,,,,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277999,22,1,1,2,11,1pse9ta7a45pi2w2grjim70ge,1,28.6,80,2022-08-13T14:02:46.211Z,2022-08-13T22:55:20Z,3701920735,56,Back,3704530109,178,,3701920741,212,28.6,3701920739,141,45.2,3701920737,140,43.9,3701920743,213,5.3,,,,,,,cr4c6htcw2jewsvboj6s8p045,R. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445278145,23,1,1,2,14,1pse9ta7a45pi2w2grjim70ge,1,54.3,54,2022-08-13T14:02:49.402Z,2022-08-13T22:55:26Z,3701921387,140,65.1,3704530447,178,,3701921389,141,78.2,3701921391,212,20.0,3701921395,213,1.0,3701921385,56,Center,,,,,,,b3gobhr43y8oxpafvp4f8rgmh,M. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
