id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/10/value,qualifier/8/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2510002905,6,1,1,0,15,22doj4sgsocqpxw45h607udje,1,29,14,2023-02-19T16:30:47.685Z,2023-02-19T23:30:32Z,4044248975,141,49.9,4044248971,140,24.4,4044248969,56,Back,4044248977,212,24.9,4044248963,5,,4044248965,152,,4044248979,213,1.8,4045380245,178,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510002981,7,1,1,0,25,22doj4sgsocqpxw45h607udje,1,24.9,40.4,2023-02-19T16:30:57.245Z,2023-02-19T23:30:40Z,4045388161,178,,4044249341,212,20.4,4044249339,141,11.1,4044249337,140,28.9,4044249343,213,4.9,4044249335,56,Back,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003021,8,1,1,0,28,22doj4sgsocqpxw45h607udje,1,27.7,12,2023-02-19T16:31:00.328Z,2023-02-19T23:31:01Z,4045388653,178,,4044249643,212,19.7,4044249637,56,Back,4044249639,140,27.1,4044249645,213,1.6,4044249641,141,40.9,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003065,9,1,1,0,31,22doj4sgsocqpxw45h607udje,1,28.4,48.2,2023-02-19T16:31:03.720Z,2023-02-19T23:31:05Z,4044249829,140,29.3,4044249831,141,74.2,4044249835,213,1.5,4045388795,178,,4044249833,212,17.7,4044249827,56,Back,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003091,10,1,1,0,34,22doj4sgsocqpxw45h607udje,1,28.6,77.8,2023-02-19T16:31:06.368Z,2023-02-19T23:31:11Z,4044249989,212,16.7,4044249991,213,0.4,4045388989,178,,4044249981,56,Back,4044249985,140,43.3,4044249987,141,87.1,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003113,11,1,1,0,36,22doj4sgsocqpxw45h607udje,0,40.4,86.6,2023-02-19T16:31:08.408Z,2023-02-19T23:31:18Z,4045389153,178,,4044250087,141,100.0,4044250085,140,28.4,4044250091,213,2.5,4044250083,56,Back,4044250089,212,16.1,,,,,,,c5zmr0m17riujelm4up44etih,Richarlison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003167,6,5,1,0,38,4txjdaqveermfryvbfrr4taf7,1,69.8,-1.3,2023-02-19T16:31:10.044Z,2023-02-19T23:31:50Z,4044250389,233,12,4044250367,347,,4044250365,56,Right,,,,,,,,,,,,,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003117,12,5,1,0,38,22doj4sgsocqpxw45h607udje,0,30.2,101.3,2023-02-19T16:31:10.044Z,2023-02-19T23:31:50Z,4044250407,233,6,4044250099,56,Back,4044250101,347,,,,,,,,,,,,,,,,,c5zmr0m17riujelm4up44etih,Richarlison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003201,7,1,1,0,42,4txjdaqveermfryvbfrr4taf7,1,68.9,0,2023-02-19T16:31:13.946Z,2023-02-20T00:04:05Z,4044250545,107,,4044250553,212,30.0,4044250547,56,Center,4044250551,141,24.2,4044250549,140,92.2,4044250555,213,0.6,4044250557,1,,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003243,8,1,1,0,44,4txjdaqveermfryvbfrr4taf7,1,92.2,24.2,2023-02-19T16:31:15.809Z,2023-02-20T00:04:18Z,4044252281,154,,4044250759,140,80.2,4044250765,213,2.2,4044250761,141,51.2,4045442741,178,,4044250763,212,22.3,4044252279,210,13,4044250757,56,Center,6wwagkprtmcadu8p6klcu2uhh,T. Souček,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003249,9,13,1,0,45,4txjdaqveermfryvbfrr4taf7,1,80.2,51.2,2023-02-19T16:31:17.615Z,2023-02-20T00:04:18Z,4044252321,154,,4044252335,230,99.1,4044252323,55,8,4044250803,56,Center,4044252337,231,50.2,4044251031,72,,4044252327,102,42.7,4045442839,178,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,4044252333,328,4044252317,84,4044250799,18,4044250797,22,4044252319,29,4044252331,215,4044252329,103,5.6,,,,,,,,,,,,,,,,,,,
2510003255,10,5,1,0,46,4txjdaqveermfryvbfrr4taf7,0,101.1,43,2023-02-19T16:31:18.523Z,2023-02-20T00:04:43Z,4044250829,346,,4044250849,233,13,4044250827,56,Center,,,,,,,,,,,,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003229,13,5,1,0,46,22doj4sgsocqpxw45h607udje,1,-1.1,57,2023-02-19T16:31:18.523Z,2023-02-20T00:04:42Z,4044250697,56,Back,4044250841,233,10,4044250699,346,,,,,,,,,,,,,,,,,c5zmr0m17riujelm4up44etih,Richarlison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003545,14,1,1,1,0,22doj4sgsocqpxw45h607udje,1,4.1,45.4,2023-02-19T16:31:31.991Z,2023-02-20T00:04:35Z,4044466185,189,,4044252519,56,Back,4044252523,141,32.2,4044261109,237,,4044252521,140,7.4,4044252525,212,9.6,4044252527,213,5.1,4044252515,124,,8wz5pdydepr5kzcichz17pv4l,F. Forster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510005189,34,1,1,1,3,22doj4sgsocqpxw45h607udje,1,9.1,37.5,2023-02-19T16:31:35.112Z,2023-02-20T00:04:51Z,4045220641,141,53.6,4045443595,178,,4045220737,155,,4045220645,213,0.4,4044261465,56,Back,4045220639,140,36.6,4044466239,189,,4045220643,212,30.9,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510043099,526,43,1,1,4,22doj4sgsocqpxw45h607udje,1,0,0,2023-02-19T16:31:35.737Z,2023-02-19T21:41:38Z,4044466855,56,Back,4045220701,144,61,4044467153,189,0,,,,,,,,,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003569,15,1,1,1,5,22doj4sgsocqpxw45h607udje,0,38.4,53.7,2023-02-19T16:31:37.532Z,2023-02-20T00:05:03Z,4044252639,141,41.9,4044252641,212,27.3,4044252635,56,Center,4044252643,213,6.0,4045443883,178,,4044252637,140,63.3,,,,,,,c5zmr0m17riujelm4up44etih,Richarlison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003589,11,49,1,1,8,4txjdaqveermfryvbfrr4taf7,1,36.3,62.4,2023-02-19T16:31:40.676Z,2023-02-20T01:14:09Z,,,,,,,,,,,,,,,,,,,,,,,,,3o0zpl9cnmna2hyk595ja0xrd,N. Aguerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003699,12,1,1,1,9,4txjdaqveermfryvbfrr4taf7,1,30.6,61.4,2023-02-19T16:31:41.711Z,2023-02-20T00:05:29Z,4044253275,212,24.2,4044253271,140,11.1,4045444363,178,,4044253269,56,Back,4044253277,213,3.7,4044253273,141,42.5,,,,,,,3o0zpl9cnmna2hyk595ja0xrd,N. Aguerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003745,13,1,1,1,13,4txjdaqveermfryvbfrr4taf7,0,11.6,42.1,2023-02-19T16:31:45.453Z,2023-02-20T00:05:34Z,4045444485,178,,4044253541,212,52.8,4044253545,1,,4044253539,141,24.2,4044253537,140,60.5,4044253535,56,Center,4044253531,157,,4044253543,213,6.1,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003741,16,44,1,1,17,22doj4sgsocqpxw45h607udje,1,40.1,79.8,2023-02-19T16:31:48.748Z,2023-02-20T02:57:33Z,4044253511,56,Back,4044253597,233,14,4044253513,285,,,,,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003753,14,44,1,1,17,4txjdaqveermfryvbfrr4taf7,0,59.9,20.2,2023-02-19T16:31:48.749Z,2023-02-20T00:05:41Z,4044253573,56,Right,4044253589,233,16,4044253575,286,,,,,,,,,,,,,,,,,44zyk38a8ffdjr5bmj355bt2h,F. Downes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004443,30,8,1,1,17,22doj4sgsocqpxw45h607udje,1,41.3,73.2,2023-02-19T16:31:48.786Z,2023-02-20T02:57:33Z,4045444797,388,,4044257457,15,,4044976127,384,,4044257419,56,Back,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003761,15,43,1,1,18,4txjdaqveermfryvbfrr4taf7,1,0,0,2023-02-19T16:31:49.878Z,2023-02-19T16:32:05Z,4044253609,212,12.5,4044254997,144,1,4044253603,56,Center,4044253601,168,0,4044253605,140,69.7,4044253599,3,0,4044253607,141,35.9,4044253611,213,0.7,44zyk38a8ffdjr5bmj355bt2h,F. Downes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003771,17,49,1,1,19,22doj4sgsocqpxw45h607udje,1,32.7,67,2023-02-19T16:31:51.373Z,2023-02-20T00:05:50Z,,,,,,,,,,,,,,,,,,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003827,18,1,1,1,19,22doj4sgsocqpxw45h607udje,1,32.3,66.7,2023-02-19T16:31:51.386Z,2023-02-20T00:05:52Z,4044253963,56,Back,4044253969,212,25.5,4044253971,213,3.5,4044253967,141,55.1,4044253965,140,9.2,4045445023,178,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003947,19,1,1,1,24,22doj4sgsocqpxw45h607udje,1,8.5,52.4,2023-02-19T16:31:55.809Z,2023-02-20T00:05:56Z,4044254617,213,1.4,4044254615,212,13.5,4044254611,140,11.2,4044254609,56,Back,4044254613,141,71.8,4045445175,178,,,,,,,,8wz5pdydepr5kzcichz17pv4l,F. Forster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003971,20,1,1,1,30,22doj4sgsocqpxw45h607udje,1,20.9,70.3,2023-02-19T16:32:01.775Z,2023-02-20T00:05:59Z,4044254747,140,31.7,4044254753,213,0.2,4044254745,56,Back,4045445245,178,,4044254751,212,11.5,4044254749,141,73.0,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004079,21,1,1,1,30,22doj4sgsocqpxw45h607udje,1,31.2,73,2023-02-19T16:32:02.644Z,2023-02-20T00:06:14Z,4044255289,140,12.4,4044255295,213,3.2,4045445667,178,,4044255291,141,72.3,4044255293,212,19.7,4044255287,56,Back,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004123,22,1,1,1,37,22doj4sgsocqpxw45h607udje,1,14.6,67.8,2023-02-19T16:32:09.123Z,2023-02-20T00:06:17Z,4044255555,212,27.5,4044255551,141,27.3,4044255545,140,14.6,4044255559,213,4.7,4044255541,56,Back,4045445721,178,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004161,23,1,1,1,40,22doj4sgsocqpxw45h607udje,1,14.9,28,2023-02-19T16:32:12.085Z,2023-02-20T00:06:21Z,4044255721,141,54.3,4044255717,56,Back,4044255725,213,1.5,4045445839,178,,4044255719,140,15.8,4044255723,212,17.9,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004223,24,1,1,1,43,22doj4sgsocqpxw45h607udje,1,18.5,63,2023-02-19T16:32:14.805Z,2023-02-20T00:06:26Z,4044256057,140,20.2,4044256069,213,1.5,4045445969,178,,4044256053,56,Back,4044256065,212,15.1,4044256061,141,85.0,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004255,25,1,1,1,47,22doj4sgsocqpxw45h607udje,0,34.8,82.3,2023-02-19T16:32:19.503Z,2023-02-20T00:30:50Z,4045473527,178,,4044256245,213,5.7,4044256241,141,53.7,4044256247,1,,4044256239,140,65.0,4044256237,56,Center,4044256243,212,37.2,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004265,16,49,1,1,49,4txjdaqveermfryvbfrr4taf7,1,34.3,47.5,2023-02-19T16:32:21.166Z,2023-02-20T00:31:04Z,,,,,,,,,,,,,,,,,,,,,,,,,bmk0efhzrno1sgr3g8yijoa8l,A. Ogbonna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004295,17,1,1,1,49,4txjdaqveermfryvbfrr4taf7,0,34.3,47.5,2023-02-19T16:32:21.200Z,2023-02-20T00:31:09Z,4044256501,1,,4045473971,178,,4044256485,157,,4044256499,213,6.1,4044256487,56,Center,4044256489,140,60.2,4044256497,212,27.6,4044256495,141,40.6,bmk0efhzrno1sgr3g8yijoa8l,A. Ogbonna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004309,26,44,1,1,52,22doj4sgsocqpxw45h607udje,1,37.8,56,2023-02-19T16:32:23.820Z,2023-02-20T02:57:34Z,4044256559,56,Back,4044256609,233,18,4044256561,285,,,,,,,,,,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004303,18,44,1,1,52,4txjdaqveermfryvbfrr4taf7,0,62.2,44,2023-02-19T16:32:23.821Z,2023-02-20T00:31:13Z,4044256683,233,26,4044256547,286,,4044256543,56,Center,,,,,,,,,,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004317,27,1,1,1,52,22doj4sgsocqpxw45h607udje,0,37.2,53.8,2023-02-19T16:32:23.864Z,2023-02-20T02:57:34Z,4044256639,3,,4044256647,212,3.0,4044256645,141,52.4,4044256641,56,Back,4044256643,140,39.9,4045474361,178,,4044256649,213,6.0,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510009889,60,61,1,1,52,4txjdaqveermfryvbfrr4taf7,1,60,34.1,2023-02-19T16:32:23.885Z,2023-02-20T00:31:38Z,4045474561,15,,4044286819,56,Center,4045474563,388,,,,,,,,,,,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004329,28,61,1,1,53,22doj4sgsocqpxw45h607udje,0,46.3,45.2,2023-02-19T16:32:25.439Z,2023-02-20T00:31:54Z,4045474923,178,,4045474921,21,,4044256711,56,Back,,,,,,,,,,,,,,,,b9g4qurpll4wizajo95c406hh,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004399,19,4,1,1,59,4txjdaqveermfryvbfrr4taf7,1,61.4,77.5,2023-02-19T16:32:30.967Z,2023-02-20T00:32:04Z,4044257157,152,,4044257155,56,Center,4044257161,286,,4044257153,13,,4044257159,265,,4044257357,233,29,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004427,29,4,1,1,59,22doj4sgsocqpxw45h607udje,0,38.6,22.5,2023-02-19T16:32:30.968Z,2023-02-20T00:32:04Z,4045475083,178,,4044257321,285,,4044257317,152,,4044257315,56,Back,4044257313,13,,4044257319,265,,4044257371,233,19,,,,dlf31m2lrfl0biop1demgvh7t,D. Kulusevski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004833,20,1,1,2,30,4txjdaqveermfryvbfrr4taf7,1,66,80,2023-02-19T16:33:02.730Z,2023-02-20T00:32:11Z,4044259515,213,5.4,4044259499,2,,4044977749,224,,4044259517,1,,4044259501,5,,4045475233,178,,4044259503,155,,4044259507,56,Center,8qezzr83ofw7htqufohg2fwlx,Emerson,,4044977751,72,4044259511,141,4044259505,152,4044259513,212,4044259509,140,,,,,,42.2,32.3,84.6,,,,,,,,,,,,,,,,
2510004837,21,44,1,2,32,4txjdaqveermfryvbfrr4taf7,1,86.3,44.7,2023-02-19T16:33:04.319Z,2023-02-20T02:57:34Z,4044259537,56,Center,4044259561,233,31,4044259539,286,,,,,,,,,,,,,,,,,3o0zpl9cnmna2hyk595ja0xrd,N. Aguerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004815,31,44,1,2,32,22doj4sgsocqpxw45h607udje,0,13.7,55.3,2023-02-19T16:33:04.320Z,2023-02-20T00:32:16Z,4044259591,233,21,4044259407,285,,4044259405,56,Back,,,,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004859,22,1,1,2,32,4txjdaqveermfryvbfrr4taf7,0,84.6,42.2,2023-02-19T16:33:04.394Z,2023-02-20T02:57:35Z,4044259685,141,56.3,4044259681,56,Center,4044259687,212,11.5,4045475511,388,,4044259689,213,1.0,4044259683,140,90.6,4044259679,3,,,,,3o0zpl9cnmna2hyk595ja0xrd,N. Aguerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004841,32,12,1,2,33,22doj4sgsocqpxw45h607udje,1,6.3,48.1,2023-02-19T16:33:05.549Z,2023-02-20T00:32:32Z,4045475699,178,,4044259571,212,12.7,4044259647,167,,4044259569,141,33.3,4044259567,140,0.0,4044259573,213,4.1,4044259565,56,Back,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
