id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/18/value,qualifier/14/value,assist,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2521134753,6,1,1,0,7,7vn2i2kd35zuetw6b38gw9jsz,1,37,26.9,2023-03-17T20:00:17.032Z,2023-03-18T04:18:30Z,4103179435,212,11.4,4103837965,178,,4103179425,56,Back,4103179433,141,13.1,4103179439,213,5.3,4103179429,140,43.1,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134805,7,1,1,0,9,7vn2i2kd35zuetw6b38gw9jsz,0,43.5,12.3,2023-03-17T20:00:18.835Z,2023-03-18T04:38:02Z,4103859157,178,,4103179705,141,18.4,4103179701,56,Right,4103179703,140,75.0,4103179711,1,,4103179707,212,33.3,4103179709,213,0.1,,,,37d7oej48pb143o5eilue1hhx,J. Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134799,5,49,1,0,12,1qtaiy11gswx327s0vkibf70n,1,22.1,73.2,2023-03-17T20:00:22.028Z,2023-03-18T04:38:07Z,,,,,,,,,,,,,,,,,,,,,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134827,6,1,1,0,12,1qtaiy11gswx327s0vkibf70n,1,22.5,74.4,2023-03-17T20:00:22.139Z,2023-03-18T04:38:10Z,4103179835,140,5.6,4103179833,56,Back,4103179837,141,50.3,4103179841,213,3.9,4103859315,178,,4103179839,212,24.2,,,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134851,7,1,1,0,14,1qtaiy11gswx327s0vkibf70n,1,5.4,50,2023-03-17T20:00:24.486Z,2023-03-18T04:38:13Z,4103859365,178,,4103179947,212,15.2,4103179949,213,6.2,4103179943,140,19.8,4103179941,56,Back,4103179945,141,48.1,,,,,,,9sme7jykdv8msgfu0nxx6h39x,K. Navas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134875,8,1,1,0,18,1qtaiy11gswx327s0vkibf70n,1,15.4,52.1,2023-03-17T20:00:28.240Z,2023-03-18T04:38:21Z,4103180077,141,48.5,4103180079,212,12.5,4103180073,56,Back,4103180081,213,3.3,4103180075,140,3.7,4103859485,178,,,,,,,,9rf5uk6c2wce30b9wkmu3iuad,M. Niakhaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134913,9,1,1,0,19,1qtaiy11gswx327s0vkibf70n,0,3.7,48.5,2023-03-17T20:00:29.451Z,2023-03-18T04:38:24Z,4103180335,56,Center,4103180331,157,,4103859541,178,,4103180343,213,6.1,4103180337,140,57.4,4103180345,1,,4103180341,212,56.9,4103180339,141,36.8,9sme7jykdv8msgfu0nxx6h39x,K. Navas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134941,8,44,1,0,23,7vn2i2kd35zuetw6b38gw9jsz,1,44.4,60.9,2023-03-17T20:00:32.818Z,2023-03-18T06:27:50Z,4103180479,285,,4103180477,56,Back,4103180485,233,10,,,,,,,,,,,,,,,,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134921,10,44,1,0,23,1qtaiy11gswx327s0vkibf70n,0,55.6,39.1,2023-03-17T20:00:32.819Z,2023-03-18T04:38:27Z,4103180397,56,Center,4103180501,233,8,4103180399,286,,,,,,,,,,,,,,,,,a4qjllaut1bo0ng3x4xu5lq6t,A. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134947,9,1,1,0,23,7vn2i2kd35zuetw6b38gw9jsz,0,45.3,58.8,2023-03-17T20:00:32.948Z,2023-03-18T06:27:50Z,4103180531,141,51.5,4103180535,213,5.8,4103180525,3,,4103180533,212,11.1,4103180527,56,Center,4103859639,388,,4103180529,140,54.8,,,,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134963,11,1,1,0,26,1qtaiy11gswx327s0vkibf70n,0,43.9,50.6,2023-03-17T20:00:36.564Z,2023-03-18T04:38:34Z,4103180605,140,73.7,4103180613,1,,4103180603,56,Center,4103859737,178,,4103180611,213,5.8,4103180607,141,25.9,4103180609,212,35.5,,,,b7eoho4q34nfispye73m8b00l,J. Shelvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134995,10,1,1,0,28,7vn2i2kd35zuetw6b38gw9jsz,0,27.2,75.4,2023-03-17T20:00:38.075Z,2023-03-18T04:38:38Z,4103859789,178,,4103180799,213,1.1,4103180797,212,20.2,4103180793,140,35.8,4103180795,141,100.0,4103180791,56,Back,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134999,11,5,1,0,31,7vn2i2kd35zuetw6b38gw9jsz,0,34.6,101.8,2023-03-17T20:00:41.020Z,2023-03-18T04:38:41Z,4103180811,347,,4103180809,56,Back,4103181397,233,13,,,,,,,,,,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135103,13,5,1,0,31,1qtaiy11gswx327s0vkibf70n,1,65.4,-1.8,2023-03-17T20:00:41.020Z,2023-03-18T04:38:41Z,4103181385,233,11,4103181379,347,,4103181377,56,Right,,,,,,,,,,,,,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135139,14,1,1,0,39,1qtaiy11gswx327s0vkibf70n,1,59.7,0,2023-03-17T20:00:48.665Z,2023-03-18T04:38:45Z,4103181567,212,26.9,4103181569,213,2.9,4103181563,140,34.9,4103181559,107,,4103181571,1,,4103181565,141,9.2,4103181561,56,Back,,,,8pb6iiphpyxdlpbs4dpunr8wl,S. Aurier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135153,15,1,1,0,43,1qtaiy11gswx327s0vkibf70n,1,34.8,8.5,2023-03-17T20:00:53.319Z,2023-03-18T04:38:49Z,4103181633,140,39.3,4103181631,56,Back,4103181635,141,6.5,4103181637,212,4.9,4103860019,178,,4103181641,213,6.0,,,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135165,16,1,1,0,44,1qtaiy11gswx327s0vkibf70n,0,39.5,6.1,2023-03-17T20:00:54.146Z,2023-03-18T04:38:53Z,4103181707,140,38.8,4103181891,286,,4103181885,236,,4103181709,141,8.8,4103860049,178,,4103181711,212,2.0,4103181705,56,Back,4103181887,233,12,8pb6iiphpyxdlpbs4dpunr8wl,S. Aurier,4103181713,213,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135203,12,74,1,0,44,7vn2i2kd35zuetw6b38gw9jsz,1,57.6,94.6,2023-03-17T20:00:54.222Z,2023-03-18T04:38:57Z,4103181879,285,,4103860071,178,,4103181875,56,Left,4103181915,233,16,,,,,,,,,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135213,13,5,1,0,46,7vn2i2kd35zuetw6b38gw9jsz,0,39.8,101.7,2023-03-17T20:00:55.742Z,2023-03-18T04:39:03Z,4103181933,347,,4103181929,56,Back,4103182083,233,17,,,,,,,,,,,,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135227,17,5,1,0,46,1qtaiy11gswx327s0vkibf70n,1,60.2,-1.7,2023-03-17T20:00:55.742Z,2023-03-18T04:39:03Z,4103182043,233,13,4103181997,56,Right,4103181999,347,,,,,,,,,,,,,,,,,8pb6iiphpyxdlpbs4dpunr8wl,S. Aurier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135369,18,1,1,0,59,1qtaiy11gswx327s0vkibf70n,1,58,0,2023-03-17T20:01:09.329Z,2023-03-18T04:39:06Z,4103182753,141,15.1,4103182755,212,26.8,4103182751,140,34.8,4103182749,56,Back,4103183033,189,,4103182747,107,,4103182759,1,,4103182757,213,2.7,8pb6iiphpyxdlpbs4dpunr8wl,S. Aurier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135409,19,1,1,1,1,1qtaiy11gswx327s0vkibf70n,0,36.4,19.6,2023-03-17T20:01:11.239Z,2023-03-18T04:39:12Z,4103182935,155,,4103182949,213,0.2,4103182947,212,51.7,4103182943,140,84.2,4103182951,1,,4103860221,178,,4103182945,141,37.7,4103182939,56,Center,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135441,14,52,1,1,6,7vn2i2kd35zuetw6b38gw9jsz,1,15,62.9,2023-03-17T20:01:15.911Z,2023-03-18T04:39:16Z,4103860275,178,,4103602029,376,,,,,,,,,,,,,,,,,,,,9s9i1a7hdq5bud8ma2dqi295h,N. Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135473,15,1,1,1,9,7vn2i2kd35zuetw6b38gw9jsz,1,16,53.4,2023-03-17T20:01:19.046Z,2023-03-18T04:39:20Z,4103860297,178,,4103183303,141,26.4,4103183301,140,19.0,4103183305,212,18.6,4103183297,123,,4103183299,56,Back,4103183307,213,4.9,,,,9s9i1a7hdq5bud8ma2dqi295h,N. Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135487,16,1,1,1,12,7vn2i2kd35zuetw6b38gw9jsz,1,21.5,21.1,2023-03-17T20:01:22.275Z,2023-03-18T04:39:27Z,4103183389,140,31.9,4103860385,178,,4103183385,56,Back,4103183395,213,5.4,4103183391,141,2.9,4103183393,212,16.5,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135529,17,3,1,1,14,7vn2i2kd35zuetw6b38gw9jsz,1,34.1,6.4,2023-03-17T20:01:24.198Z,2023-03-18T04:39:31Z,4103183587,286,,4103183575,56,Back,4103183583,233,20,4103602075,465,,4103860415,178,,,,,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135493,20,45,1,1,14,1qtaiy11gswx327s0vkibf70n,0,65.9,93.6,2023-03-17T20:01:24.198Z,2023-03-18T04:39:31Z,4103183421,285,,4103183419,56,Left,4103183607,233,17,,,,,,,,,,,,,,,,3ztcz2dgfniqv141w7xsky7zd,E. Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135555,18,1,1,1,17,7vn2i2kd35zuetw6b38gw9jsz,1,38.3,15.8,2023-03-17T20:01:26.674Z,2023-03-18T04:39:36Z,4103183749,141,16.0,4103183747,140,58.5,4103860495,178,,4103183751,212,21.2,4103183753,213,0.0,4103183745,56,Right,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135569,19,4,1,1,19,7vn2i2kd35zuetw6b38gw9jsz,1,62.2,13.1,2023-03-17T20:01:29.297Z,2023-03-18T04:39:41Z,4103184203,152,,4103184205,265,,4103184207,286,,4103184201,13,,4103184213,233,21,4103183805,56,Right,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135613,21,4,1,1,19,1qtaiy11gswx327s0vkibf70n,0,37.8,86.9,2023-03-17T20:01:29.298Z,2023-03-18T04:39:41Z,4103184047,56,Back,4103184049,152,,4103860529,178,,4103184249,233,19,4103184053,285,,4103184045,13,,4103184051,265,,,,,b7eoho4q34nfispye73m8b00l,J. Shelvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135575,20,43,1,1,21,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-03-17T20:01:31.477Z,2023-03-17T20:01:39Z,4103184315,144,61,4103183841,56,Center,,,,,,,,,,,,,,,,,,,37d7oej48pb143o5eilue1hhx,J. Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135805,21,1,1,1,39,7vn2i2kd35zuetw6b38gw9jsz,0,62.7,13.9,2023-03-17T20:01:49.206Z,2023-03-18T04:39:46Z,4103602211,1,,4103636847,189,,4103185069,141,38.6,4103860641,178,,4103185063,56,Center,4103185073,213,0.5,4103185061,152,,4103185071,212,35.3,65z99j774kjnbf7vm0u2q0jit,K. Trippier,4103185059,155,,4103185057,5,4103185065,140,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135817,22,52,1,1,42,1qtaiy11gswx327s0vkibf70n,1,7.5,61,2023-03-17T20:01:52.275Z,2023-03-18T04:39:51Z,4103602217,376,,4103860705,178,,,,,,,,,,,,,,,,,,,,9sme7jykdv8msgfu0nxx6h39x,K. Navas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135971,23,1,1,1,54,1qtaiy11gswx327s0vkibf70n,1,11.5,49.1,2023-03-17T20:02:04.322Z,2023-03-18T04:39:54Z,4103185991,140,43.7,4103185995,212,44.4,4103186363,189,,4103185993,141,6.8,4103185999,1,,4103185989,56,Back,4103185997,213,5.6,4103637197,199,,9sme7jykdv8msgfu0nxx6h39x,K. Navas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521137383,32,43,1,1,56,1qtaiy11gswx327s0vkibf70n,1,0,0,2023-03-17T20:02:06.073Z,2023-03-18T00:06:58Z,4103637067,144,80,4103194211,189,0,,,,,,,,,,,,,,,,,,,9sme7jykdv8msgfu0nxx6h39x,K. Navas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135983,24,1,1,1,58,1qtaiy11gswx327s0vkibf70n,1,45.3,4.8,2023-03-17T20:02:08.139Z,2023-03-18T04:39:57Z,4103860795,178,,4103186081,212,13.3,4103186083,213,0.7,4103186075,56,Right,4103186079,141,17.8,4103186077,140,54.8,,,,,,,8pb6iiphpyxdlpbs4dpunr8wl,S. Aurier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521269419,760,67,1,1,59,1qtaiy11gswx327s0vkibf70n,1,57.3,14.7,2023-03-17T20:02:09.073Z,2023-03-18T06:27:51Z,4103903243,233,929,,,,,,,,,,,,,,,,,,,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521269417,929,67,1,1,59,7vn2i2kd35zuetw6b38gw9jsz,0,42.7,85.3,2023-03-17T20:02:09.074Z,2023-03-18T05:13:44Z,4103903259,233,760,,,,,,,,,,,,,,,,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135987,25,1,1,1,59,1qtaiy11gswx327s0vkibf70n,0,56.5,11.6,2023-03-17T20:02:09.084Z,2023-03-18T06:27:51Z,4103186103,213,2.6,4103186099,141,12.5,4103186097,140,55.6,4103186101,212,1.1,4103186095,56,Right,4103186217,286,,4103186213,233,22,4103186211,236,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,4103860951,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521136001,22,74,1,1,59,7vn2i2kd35zuetw6b38gw9jsz,1,35.8,91.2,2023-03-17T20:02:09.151Z,2023-03-18T04:40:08Z,4103186273,233,25,4103186191,285,,4103860969,178,,4103186189,56,Back,,,,,,,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521136051,24,49,1,2,0,7vn2i2kd35zuetw6b38gw9jsz,1,48,93.9,2023-03-17T20:02:10.169Z,2023-03-18T04:40:12Z,,,,,,,,,,,,,,,,,,,,,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521269605,761,83,1,2,1,1qtaiy11gswx327s0vkibf70n,1,51.3,4.7,2023-03-17T20:02:10.926Z,2023-03-18T05:14:12Z,4103904161,399,200089,,,,,,,,,,,,,,,,,,,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521136067,25,1,1,2,1,7vn2i2kd35zuetw6b38gw9jsz,1,48,93.9,2023-03-17T20:02:10.944Z,2023-03-18T04:40:32Z,4103186519,213,4.1,4103186517,212,8.6,4103861321,178,,4103186515,141,83.3,4103186511,56,Back,4103186513,140,43.5,,,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521136095,26,1,1,2,2,7vn2i2kd35zuetw6b38gw9jsz,1,43.6,84.3,2023-03-17T20:02:12.263Z,2023-03-18T04:40:37Z,4103186665,213,4.9,4103186661,141,66.0,4103861459,178,,4103186663,212,12.7,4103186657,56,Back,4103186659,140,46.0,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
