id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/17/value
2533663853,8,1,1,0,12,1pse9ta7a45pi2w2grjim70ge,1,35.4,86.4,2023-04-15T14:17:16.875Z,2023-04-15T21:38:26Z,4190453011,213,3.6,4192776377,178,,4190453007,141,74.6,4190453005,140,20.5,4190453003,56,Back,4190453009,212,17.6,,,,,,,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533664073,9,1,1,0,15,1pse9ta7a45pi2w2grjim70ge,1,19,74.6,2023-04-15T14:17:20.204Z,2023-04-15T21:38:33Z,4190454087,213,4.2,4190454085,212,27.1,4190454081,140,6.9,4190454083,141,39.4,4190454079,56,Back,4192776587,178,,,,,,,,e6la6wx7o6x7k4srpq8tdsafp,J. Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533664287,10,1,1,0,21,1pse9ta7a45pi2w2grjim70ge,0,11.6,27.2,2023-04-15T14:17:25.689Z,2023-04-15T21:38:37Z,4190455155,212,47.4,4190455157,213,6.0,4190455151,140,55.0,4190455149,56,Right,4190455147,157,,4190455159,1,,4192776747,178,,4190455153,141,7.8,1um5sa7iogc29aadvkabadyad,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533664233,3,44,1,0,24,22doj4sgsocqpxw45h607udje,1,45.9,88.2,2023-04-15T14:17:28.470Z,2023-04-15T22:33:27Z,4190455271,233,11,4190454905,285,,4190454903,56,Back,,,,,,,,,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533664295,11,44,1,0,24,1pse9ta7a45pi2w2grjim70ge,0,54.1,11.8,2023-04-15T14:17:28.471Z,2023-04-15T21:38:43Z,4190455193,286,,4190455379,233,3,4190455191,56,Right,,,,,,,,,,,,,,,,b3gobhr43y8oxpafvp4f8rgmh,M. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533664263,4,1,1,0,24,22doj4sgsocqpxw45h607udje,0,46.8,84.1,2023-04-15T14:17:28.522Z,2023-04-15T22:33:28Z,4190455045,141,100.0,4190455027,3,,4192777111,388,,4190455055,213,1.1,4190455031,56,Left,4190455051,212,13.8,4190455035,140,52.9,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533664273,5,5,1,0,25,22doj4sgsocqpxw45h607udje,0,54.1,101.7,2023-04-15T14:17:29.391Z,2023-04-15T21:38:53Z,4190455071,56,Left,4190455073,347,,4190456405,233,12,,,,,,,,,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533664473,12,5,1,0,25,1pse9ta7a45pi2w2grjim70ge,1,45.9,-1.7,2023-04-15T14:17:29.391Z,2023-04-15T21:38:53Z,4190456115,56,Back,4190456117,347,,4190456375,233,5,,,,,,,,,,,,,,,,b3gobhr43y8oxpafvp4f8rgmh,M. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533664725,13,1,1,0,37,1pse9ta7a45pi2w2grjim70ge,1,53,0,2023-04-15T14:17:42.144Z,2023-04-15T21:38:57Z,4190457453,213,2.4,4190457447,141,11.2,4190457441,56,Back,4190457443,140,44.2,4190457451,212,12.5,4190457437,107,,,,,,,,b3gobhr43y8oxpafvp4f8rgmh,M. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533664801,14,1,1,0,39,1pse9ta7a45pi2w2grjim70ge,1,44.2,11.2,2023-04-15T14:17:44.088Z,2023-04-15T21:39:04Z,4192777687,178,,4190457891,213,4.4,4190457889,212,5.3,4190457883,56,Back,4190457887,141,3.9,4190457885,140,42.5,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533665023,15,1,1,0,41,1pse9ta7a45pi2w2grjim70ge,1,44.2,5.1,2023-04-15T14:17:46.080Z,2023-04-15T21:39:18Z,4190459053,56,Back,4190459059,212,8.5,4190459061,213,1.2,4192778231,178,,4190459055,140,47.5,4190459057,141,16.5,,,,,,,b3gobhr43y8oxpafvp4f8rgmh,M. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533665149,16,1,1,0,46,1pse9ta7a45pi2w2grjim70ge,1,55.6,31.9,2023-04-15T14:17:50.950Z,2023-04-15T21:39:24Z,4190459649,140,53.6,4190459651,141,70.1,4192778557,178,,4190459655,213,1.7,4190459653,212,26.1,4190459647,56,Center,,,,,,,2u0613a3yx2fk1pefmb722rbp,J. Rothwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533665241,17,1,1,0,50,1pse9ta7a45pi2w2grjim70ge,1,59.5,81.5,2023-04-15T14:17:54.508Z,2023-04-15T21:39:29Z,4190460109,141,91.6,4192778769,178,,4190460111,212,10.8,4190460115,213,0.7,4190460107,140,67.4,4190460105,56,Left,,,,,,,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533665341,18,1,1,0,52,1pse9ta7a45pi2w2grjim70ge,1,66.4,91.4,2023-04-15T14:17:57.246Z,2023-04-15T21:39:33Z,4190460607,212,13.7,4190460605,141,75.8,4190460601,56,Center,4192778953,178,,4190460609,213,4.0,4190460603,140,58.2,,,,,,,8u46wgn2upd99tmmchxuw1gbt,M. Viña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533665421,19,1,1,0,55,1pse9ta7a45pi2w2grjim70ge,1,56.4,72.3,2023-04-15T14:18:00.049Z,2023-04-15T21:39:37Z,4192779073,178,,4190461015,140,73.8,4190461017,141,48.8,4190461021,213,5.6,4190461013,56,Center,4190461019,212,24.3,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533665427,20,61,1,0,56,1pse9ta7a45pi2w2grjim70ge,0,73.8,48.8,2023-04-15T14:18:01.070Z,2023-04-15T21:39:41Z,4192779189,178,,4190461045,56,Center,,,,,,,,,,,,,,,,,,,dvj6rdi2k0td95oxldbj6e28l,D. Solanke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533665497,6,49,1,0,57,22doj4sgsocqpxw45h607udje,1,22.9,71.6,2023-04-15T14:18:02.160Z,2023-04-15T21:39:48Z,,,,,,,,,,,,,,,,,,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533665511,7,1,1,0,58,22doj4sgsocqpxw45h607udje,1,22.9,71.6,2023-04-15T14:18:02.944Z,2023-04-15T21:39:57Z,4192779853,178,,4190461497,212,11.4,4190461495,141,74.4,4190461491,56,Back,4190461499,213,0.2,4190461493,140,33.6,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533665555,8,1,1,1,0,22doj4sgsocqpxw45h607udje,0,33.6,74.4,2023-04-15T14:18:04.509Z,2023-04-15T21:40:04Z,4190461687,140,32.5,4190461693,213,2.0,4190461685,56,Back,4192780191,178,,4190461689,141,78.3,4190461691,212,2.9,,,,,,,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533665561,21,61,1,1,0,1pse9ta7a45pi2w2grjim70ge,1,67.8,27,2023-04-15T14:18:04.828Z,2023-04-15T21:40:08Z,4190461717,56,Center,4192780367,178,,,,,,,,,,,,,,,,,,,,b3gobhr43y8oxpafvp4f8rgmh,M. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533665751,9,1,1,1,2,22doj4sgsocqpxw45h607udje,0,33.3,85.6,2023-04-15T14:18:06.547Z,2023-04-15T21:40:12Z,4190462843,56,Center,4190462849,212,41.4,4190462851,213,6.1,4192780483,178,,4190462853,1,,4190462847,141,71.7,4190462845,140,71.7,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533665737,22,49,1,1,5,1pse9ta7a45pi2w2grjim70ge,1,25.1,27.7,2023-04-15T14:18:10.034Z,2023-04-15T21:40:23Z,,,,,,,,,,,,,,,,,,,,,,,,,e6la6wx7o6x7k4srpq8tdsafp,J. Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533665893,23,1,1,1,6,1pse9ta7a45pi2w2grjim70ge,1,24.2,27.9,2023-04-15T14:18:10.587Z,2023-04-15T21:40:27Z,4190463603,213,2.6,4190463589,140,3.6,4192780993,178,,4190463587,56,Back,4190463593,141,46.5,4190463599,212,25.1,,,,,,,e6la6wx7o6x7k4srpq8tdsafp,J. Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533666121,24,1,1,1,10,1pse9ta7a45pi2w2grjim70ge,1,3.6,46.5,2023-04-15T14:18:14.847Z,2023-04-15T21:40:32Z,4190464845,212,24.3,4190464847,213,5.0,4190464835,56,Back,4190464841,140,11.2,4190464843,141,12.8,4192781153,178,,,,,,,,1um5sa7iogc29aadvkabadyad,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533666205,25,1,1,1,16,1pse9ta7a45pi2w2grjim70ge,0,22.7,8.8,2023-04-15T14:18:20.844Z,2023-04-15T21:40:46Z,4192781755,178,,4190465351,1,,4190465343,140,56.9,4190465349,213,0.2,4190465345,141,17.5,4190465347,212,36.4,4190465341,56,Right,4190465339,155,,e6la6wx7o6x7k4srpq8tdsafp,J. Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533666263,10,44,1,1,18,22doj4sgsocqpxw45h607udje,1,43.6,82.2,2023-04-15T14:18:23.022Z,2023-04-15T22:33:28Z,4190465589,285,,4190465587,56,Back,4190465639,233,26,,,,,,,,,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533666215,26,44,1,1,18,1pse9ta7a45pi2w2grjim70ge,0,56.4,17.8,2023-04-15T14:18:23.023Z,2023-04-15T21:40:50Z,4190465395,56,Right,4190465397,286,,4190465849,233,10,,,,,,,,,,,,,,,,dvj6rdi2k0td95oxldbj6e28l,D. Solanke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533666331,11,1,1,1,18,22doj4sgsocqpxw45h607udje,0,43,78.3,2023-04-15T14:18:23.066Z,2023-04-15T22:33:28Z,4190466007,56,Left,4190466005,3,,4190466011,141,85.3,4192782015,388,,4190466015,213,0.5,4190466013,212,10.5,4190466009,140,51.9,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533666273,27,61,1,1,19,1pse9ta7a45pi2w2grjim70ge,0,47.9,11.2,2023-04-15T14:18:24.076Z,2023-04-15T21:41:00Z,4190465643,56,Back,4192782293,178,,,,,,,,,,,,,,,,,,,,cr4c6htcw2jewsvboj6s8p045,R. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533666355,12,49,1,1,21,22doj4sgsocqpxw45h607udje,1,54.6,95.9,2023-04-15T14:18:26.057Z,2023-04-15T21:41:10Z,,,,,,,,,,,,,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533666363,13,1,1,1,21,22doj4sgsocqpxw45h607udje,0,54.6,95.9,2023-04-15T14:18:26.091Z,2023-04-15T21:41:14Z,4190466181,140,59.7,4190466185,212,7.1,4190466187,213,5.6,4192782807,178,,4190466179,56,Left,4190466183,141,89.1,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533666447,28,49,1,1,22,1pse9ta7a45pi2w2grjim70ge,1,39.2,10.6,2023-04-15T14:18:26.925Z,2023-04-15T21:41:24Z,,,,,,,,,,,,,,,,,,,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533666479,29,50,1,1,25,1pse9ta7a45pi2w2grjim70ge,1,39.1,7.8,2023-04-15T14:18:30.226Z,2023-04-15T21:42:20Z,4190468403,233,14,4190466783,56,Back,4190466785,286,,,,,,,,,,,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533666699,14,7,1,1,26,22doj4sgsocqpxw45h607udje,1,60.9,92.2,2023-04-15T14:18:30.584Z,2023-04-15T21:42:23Z,4190467859,56,Left,4190467989,233,29,4192784637,178,,4190467861,285,,4191920647,383,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534110713,946,67,1,1,27,22doj4sgsocqpxw45h607udje,1,64.2,87.9,2023-04-15T14:18:31.582Z,2023-04-15T22:33:29Z,4192862789,233,891,,,,,,,,,,,,,,,,,,,,,,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534110705,891,67,1,1,27,1pse9ta7a45pi2w2grjim70ge,0,35.8,12.1,2023-04-15T14:18:31.583Z,2023-04-15T22:18:10Z,4192862809,233,946,,,,,,,,,,,,,,,,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533666717,15,1,1,1,27,22doj4sgsocqpxw45h607udje,0,65.1,89,2023-04-15T14:18:31.601Z,2023-04-15T22:33:29Z,4192785149,178,,4190467935,56,Left,4190468841,213,1.2,4190468837,141,91.7,4190468899,233,30,4190468903,286,,4190468839,212,2.0,4190468897,236,,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,4190468835,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533666637,30,74,1,1,27,1pse9ta7a45pi2w2grjim70ge,1,37.3,11,2023-04-15T14:18:31.647Z,2023-04-15T21:42:51Z,4190467551,285,,4190468961,233,15,4190467549,56,Back,4192785451,389,,,,,,,,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533666669,31,61,1,1,27,1pse9ta7a45pi2w2grjim70ge,1,36.7,8.4,2023-04-15T14:18:31.830Z,2023-04-15T21:42:57Z,4192785799,178,,4190467727,56,Back,,,,,,,,,,,,,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533666875,16,5,1,1,28,22doj4sgsocqpxw45h607udje,1,63.5,101,2023-04-15T14:18:32.573Z,2023-04-15T21:43:01Z,4190468813,347,,4190469019,233,32,4190468811,56,Left,,,,,,,,,,,,,,,,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533666689,32,5,1,1,28,1pse9ta7a45pi2w2grjim70ge,0,36.5,-1,2023-04-15T14:18:32.573Z,2023-04-15T21:43:02Z,4190469093,233,16,4190467813,56,Back,4190467815,347,,,,,,,,,,,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533667161,17,1,1,1,41,22doj4sgsocqpxw45h607udje,1,66.3,100,2023-04-15T14:18:45.488Z,2023-04-15T21:43:07Z,4190470327,56,Back,4190470325,107,,4190470331,141,94.4,4190470335,213,3.4,4190470333,212,20.3,4190470329,140,47.6,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533667397,18,1,1,1,44,22doj4sgsocqpxw45h607udje,1,42.9,85.1,2023-04-15T14:18:48.461Z,2023-04-15T21:43:10Z,4190471669,56,Back,4190471671,140,39.4,4190471675,212,41.2,4190471677,213,4.6,4192786205,178,,4190471667,196,,4190471673,141,24.7,4190471679,1,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533667483,19,1,1,1,49,22doj4sgsocqpxw45h607udje,0,38.3,24.9,2023-04-15T14:18:54.246Z,2023-04-15T21:43:16Z,4190472135,212,19.3,4190472137,213,0.6,4190472131,140,53.7,4192786371,178,,4190472129,56,Center,4190472133,141,40.4,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533667537,33,49,1,1,51,1pse9ta7a45pi2w2grjim70ge,1,45.5,56.7,2023-04-15T14:18:55.436Z,2023-04-15T22:18:58Z,,,,,,,,,,,,,,,,,,,,,,,,,e6la6wx7o6x7k4srpq8tdsafp,J. Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
