id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/11/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2442497881,12,1,1,0,51,7vn2i2kd35zuetw6b38gw9jsz,1,90.3,13.7,2022-08-06T14:02:33.509Z,2022-08-06T23:17:32Z,3687102365,140,84.8,3687108945,154,,3687102377,213,2.0,3687108943,210,15,3687102371,212,15.6,3687102361,56,Center,3687102367,141,35.0,3689576303,178,,7g5elxh8h34yj55h9heydhzv9,M. Targett,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497895,13,15,1,0,52,7vn2i2kd35zuetw6b38gw9jsz,1,86.5,39,2022-08-06T14:02:34.864Z,2022-08-06T23:17:32Z,3687582217,17,,3687102451,56,Center,3687108981,102,52.9,3687582819,76,,3687107721,233,5,3689576511,178,,3687107695,25,,3687108975,55,12,dxxc4dioaioidmvamkzqr4b85,F. Schär,,3687108999,146,88.2,3687109007,230,98.6,3687108987,103,19,3687108969,154,3687107705,82,3687109003,147,40.8,3687107699,20,3687108967,29,3687109011,231,47.5,,,,,,,,,,,,,,
2442497861,5,10,1,0,52,1qtaiy11gswx327s0vkibf70n,1,14,61.4,2022-08-06T14:02:34.939Z,2022-08-06T23:17:41Z,3689576849,178,,3687102269,56,Back,3687102267,94,,3687107771,233,13,,,,,,,,,,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497953,6,12,1,0,55,1qtaiy11gswx327s0vkibf70n,1,13.4,69.5,2022-08-06T14:02:37.858Z,2022-08-06T23:17:52Z,3687102775,212,12.3,3687102773,141,80.1,3687102795,15,,3687102769,56,Back,3689577271,388,,3687102771,140,22.9,3687102777,213,0.6,,,,9rf5uk6c2wce30b9wkmu3iuad,M. Niakhaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498151,14,1,1,0,58,7vn2i2kd35zuetw6b38gw9jsz,1,79,26,2022-08-06T14:02:40.225Z,2022-08-06T23:18:10Z,3687103705,213,1.1,3687103693,140,95.2,3687148213,154,,3689577411,178,,3687148211,210,15,3687103689,155,,3687103713,1,,3687103701,212,34.5,7g5elxh8h34yj55h9heydhzv9,M. Targett,1,3687103697,141,70.2,3687103691,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498237,16,15,1,1,1,7vn2i2kd35zuetw6b38gw9jsz,1,93.6,72.1,2022-08-06T14:02:43.155Z,2022-08-06T23:18:10Z,3687148295,77,,3687146417,328,,3687145649,64,,3687148307,103,31.6,3687104107,56,Center,3687145645,22,,3687146403,15,,3687148313,146,99.0,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,3687148319,147,55.6,3687148299,154,,3687148301,55,14,3689577993,388,3687148305,102,3687179759,233,65,3687148297,29,,,,,,54.3,,,,,,,,,,,,,
2442498217,15,43,1,1,2,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-08-06T14:02:44.257Z,2022-08-06T19:33:32Z,3688994077,144,44,3687103997,286,0,3687103995,56,Center,,,,,,,,,,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498141,7,43,1,1,2,1qtaiy11gswx327s0vkibf70n,1,0,0,2022-08-06T14:02:44.258Z,2022-08-06T19:33:30Z,3687103669,285,0,3687104173,233,15,3687103667,56,Back,3688993757,144,44,,,,,,,,,,,,,dcq0nu7mmecab5djjwg0n8ktm,L. O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442512145,65,10,1,1,2,1qtaiy11gswx327s0vkibf70n,1,0.8,48.5,2022-08-06T14:02:44.713Z,2022-08-06T23:18:33Z,3687179501,181,,3688996563,378,,3687179503,182,,3687180289,233,16,3687179505,56,Back,3688996561,176,,,,,,,,5z8ycnd0smdkumi5fgtzf7c9h,D. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498283,9,43,1,1,3,1qtaiy11gswx327s0vkibf70n,1,0,0,2022-08-06T14:02:45.785Z,2022-08-06T14:05:46Z,3687104313,182,0,3687104309,181,0,3687134823,144,10,3687104301,177,0,3687104319,56,Back,,,,,,,,,,5z8ycnd0smdkumi5fgtzf7c9h,D. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498271,8,52,1,1,3,1qtaiy11gswx327s0vkibf70n,1,1.9,47.3,2022-08-06T14:02:45.869Z,2022-08-06T23:18:38Z,3689579273,178,,3688996779,378,,,,,,,,,,,,,,,,,,,,5z8ycnd0smdkumi5fgtzf7c9h,D. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498753,10,1,1,1,17,1qtaiy11gswx327s0vkibf70n,1,12.3,43.1,2022-08-06T14:02:59.293Z,2022-08-06T23:18:43Z,3687106599,212,36.9,3687106657,287,,3687106597,141,4.4,3687106603,1,,3689579427,178,,3687106587,123,,3687106595,140,36.9,3687106593,56,Back,5z8ycnd0smdkumi5fgtzf7c9h,D. Henderson,,3687106601,213,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498839,11,1,1,1,20,1qtaiy11gswx327s0vkibf70n,1,42.3,6.4,2022-08-06T14:03:02.816Z,2022-08-06T23:18:47Z,3687107069,140,61.7,3687107075,213,6.2,3687107073,212,20.4,3689579619,178,,3687107067,56,Right,3687107071,141,4.9,,,,,,,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498895,13,1,1,1,22,1qtaiy11gswx327s0vkibf70n,0,61.7,4.9,2022-08-06T14:03:04.238Z,2022-08-06T23:21:20Z,3687107341,141,6.7,3687107335,168,,3687107339,140,67.5,3687107345,213,0.2,3687107343,212,6.2,3687107337,56,Right,3689585241,178,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498845,17,12,1,1,22,7vn2i2kd35zuetw6b38gw9jsz,1,31.3,91.1,2022-08-06T14:03:04.808Z,2022-08-06T23:21:25Z,3687107167,167,,3687107121,213,1.2,3687107115,140,33.7,3687107113,56,Back,3687107119,212,7.6,3687107117,141,100.0,3689585409,178,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498869,12,43,1,1,23,1qtaiy11gswx327s0vkibf70n,1,0,0,2022-08-06T14:03:05.223Z,2022-08-06T14:03:10Z,3687107837,144,44,3687107207,56,Right,3687107209,286,0,,,,,,,,,,,,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442499071,14,5,1,1,23,1qtaiy11gswx327s0vkibf70n,1,63,-1.6,2022-08-06T14:03:05.827Z,2022-08-06T23:21:29Z,3687108151,347,,3687108159,233,18,3687108149,56,Right,,,,,,,,,,,,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498849,18,5,1,1,23,7vn2i2kd35zuetw6b38gw9jsz,0,37,101.6,2022-08-06T14:03:05.827Z,2022-08-06T23:21:30Z,3687107135,347,,3687107133,56,Back,3687108217,233,14,,,,,,,,,,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442499119,15,1,1,1,30,1qtaiy11gswx327s0vkibf70n,1,56.5,0,2022-08-06T14:03:12.482Z,2022-08-06T23:21:32Z,3687108415,140,47.2,3687108421,213,2.4,3687108411,56,Back,3687108417,141,11.3,3687108407,107,,3687108419,212,13.2,,,,,,,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442499197,16,1,1,1,32,1qtaiy11gswx327s0vkibf70n,1,46,11.9,2022-08-06T14:03:14.733Z,2022-08-06T23:21:39Z,3687108843,141,9.5,3687108845,212,13.9,3687108839,56,Back,3687108841,140,32.9,3689585995,178,,3687108847,213,3.3,,,,,,,dcq0nu7mmecab5djjwg0n8ktm,L. O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442499285,17,1,1,1,35,1qtaiy11gswx327s0vkibf70n,1,32.5,12.1,2022-08-06T14:03:17.364Z,2022-08-06T23:21:42Z,3687109275,140,27.2,3687109273,56,Back,3687109281,213,1.8,3689586125,178,,3687109277,141,45.8,3687109279,212,23.6,,,,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442499367,18,1,1,1,38,1qtaiy11gswx327s0vkibf70n,1,25.6,38.5,2022-08-06T14:03:20.592Z,2022-08-06T23:21:52Z,3687109729,212,19.0,3687109727,141,35.8,3689586453,178,,3687109731,213,3.2,3687109725,140,7.6,3687109723,56,Back,,,,,,,9rf5uk6c2wce30b9wkmu3iuad,M. Niakhaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442499467,19,1,1,1,41,1qtaiy11gswx327s0vkibf70n,0,9.7,30.1,2022-08-06T14:03:23.150Z,2022-08-06T23:21:54Z,3687110213,1,,3687110203,140,41.6,3689586503,178,,3687110205,141,0.0,3687110199,155,,3687110209,213,5.7,3687110207,212,39.8,3687110201,56,Back,5z8ycnd0smdkumi5fgtzf7c9h,D. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442499763,19,5,1,1,44,7vn2i2kd35zuetw6b38gw9jsz,1,58.6,101.7,2022-08-06T14:03:26.471Z,2022-08-06T23:22:00Z,3687111657,233,20,3687111609,347,,3687111605,56,Left,,,,,,,,,,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442499479,20,5,1,1,44,1qtaiy11gswx327s0vkibf70n,0,41.4,-1.7,2022-08-06T14:03:26.471Z,2022-08-06T23:22:00Z,3687110249,56,Back,3687111723,233,19,3687110251,347,,,,,,,,,,,,,,,,,5z8ycnd0smdkumi5fgtzf7c9h,D. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442499823,20,1,1,1,51,7vn2i2kd35zuetw6b38gw9jsz,1,65.4,100,2022-08-06T14:03:33.149Z,2022-08-06T23:22:38Z,3687111907,212,12.4,3687111905,141,84.3,3687111899,107,,3687111903,140,69.0,3687111901,56,Left,3687111909,213,5.0,,,,,,,7g5elxh8h34yj55h9heydhzv9,M. Targett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442499827,21,50,1,1,53,7vn2i2kd35zuetw6b38gw9jsz,1,67.1,78.8,2022-08-06T14:03:35.643Z,2022-08-06T23:22:48Z,3687112101,233,21,3687111921,56,Center,3687111923,286,,,,,,,,,,,,,,,,,doctoq9o6be1yap6je75w0vrp,A. Saint-Maximin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442499837,21,7,1,1,53,1qtaiy11gswx327s0vkibf70n,0,32.9,21.2,2022-08-06T14:03:35.812Z,2022-08-06T23:22:56Z,3687111967,56,Back,3689000277,385,,3689589089,178,,3687112049,233,21,3687111971,285,,,,,,,,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442499855,22,61,1,1,53,7vn2i2kd35zuetw6b38gw9jsz,1,65.6,83.7,2022-08-06T14:03:35.924Z,2022-08-06T23:23:11Z,3689589769,178,,3687112023,56,Left,,,,,,,,,,,,,,,,,,,doctoq9o6be1yap6je75w0vrp,A. Saint-Maximin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442499965,23,1,1,1,56,7vn2i2kd35zuetw6b38gw9jsz,0,52.9,63.9,2022-08-06T14:03:38.837Z,2022-08-06T23:23:25Z,3687112595,141,25.3,3687112593,140,62.4,3687112591,56,Center,3687112597,212,28.1,3689590195,178,,3687112599,213,5.1,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500009,22,49,1,1,58,1qtaiy11gswx327s0vkibf70n,1,44.1,89.4,2022-08-06T14:03:40.832Z,2022-08-06T23:23:28Z,,,,,,,,,,,,,,,,,,,,,,,,,1vklxifs8qpj71s4reu3pkw5x,H. Toffolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443060601,1731,83,1,2,5,7vn2i2kd35zuetw6b38gw9jsz,1,32.8,7.6,2022-08-06T14:03:47.595Z,2022-08-07T02:12:50Z,3690142259,399,114241,,,,,,,,,,,,,,,,,,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442855959,731,43,1,2,5,1qtaiy11gswx327s0vkibf70n,1,0,0,2022-08-06T14:03:47.747Z,2022-08-16T09:18:37Z,3689008143,56,Left,3689008145,286,0,3689008147,464,0,3689590519,178,0,3689008149,467,200089,3710713843,144,3,,,,,,,1vklxifs8qpj71s4reu3pkw5x,H. Toffolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500249,23,1,1,2,6,1qtaiy11gswx327s0vkibf70n,1,65.1,95.6,2022-08-06T14:03:48.507Z,2022-08-06T23:23:41Z,3687113999,56,Left,3687114007,213,3.1,3687114001,140,58.4,3689590851,178,,3687114003,141,95.6,3687114005,212,7.0,,,,,,,1vklxifs8qpj71s4reu3pkw5x,H. Toffolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500267,24,1,1,2,7,1qtaiy11gswx327s0vkibf70n,0,58.4,95.6,2022-08-06T14:03:49.511Z,2022-08-06T23:24:10Z,3687114125,212,8.7,3687114123,141,85.2,3689591945,178,,3687114119,56,Left,3687114127,213,5.3,3687114121,140,63.2,,,,,,,25kl6261u9xft9cfvot8aezf9,J. Colback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500371,24,8,1,2,8,7vn2i2kd35zuetw6b38gw9jsz,1,37.7,15.5,2022-08-06T14:03:50.397Z,2022-08-06T23:24:20Z,3687114631,56,Back,3689013551,383,,3689592395,178,,,,,,,,,,,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500399,25,49,1,2,9,7vn2i2kd35zuetw6b38gw9jsz,1,37.3,15.8,2022-08-06T14:03:51.468Z,2022-08-06T23:24:32Z,,,,,,,,,,,,,,,,,,,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500445,26,50,1,2,11,7vn2i2kd35zuetw6b38gw9jsz,1,54,35.8,2022-08-06T14:03:53.766Z,2022-08-06T23:24:40Z,3687115405,233,25,3687114991,286,,3687114989,56,Center,,,,,,,,,,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500493,25,7,1,2,12,1qtaiy11gswx327s0vkibf70n,1,46,64.2,2022-08-06T14:03:54.632Z,2022-08-06T23:24:48Z,3689014067,384,,3687115337,233,26,3689593823,389,,3687115269,285,,3687115267,56,Back,,,,,,,,,,25kl6261u9xft9cfvot8aezf9,J. Colback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500503,26,49,1,2,13,1qtaiy11gswx327s0vkibf70n,1,43.8,48.7,2022-08-06T14:03:55.454Z,2022-08-06T23:24:51Z,,,,,,,,,,,,,,,,,,,,,,,,,dcq0nu7mmecab5djjwg0n8ktm,L. O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
