id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2465535287,3,5,1,0,22,ehd2iemqmschhj2ec0vayztzz,1,-1.1,82,2022-10-01T14:00:43.541Z,2022-10-01T20:55:46Z,3809573149,233,9,3809572973,346,,3809572971,56,Back,,,,,,,,,,,,,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465535309,9,5,1,0,22,d5ydtvt96bv7fq04yqm2w2632,0,101.1,18,2022-10-01T14:00:43.541Z,2022-10-01T20:55:46Z,3809573103,346,,3809573195,233,3,3809573101,56,Right,,,,,,,,,,,,,,,,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465535591,4,1,1,0,31,ehd2iemqmschhj2ec0vayztzz,1,4.2,53.3,2022-10-01T14:00:52.943Z,2022-10-01T20:55:50Z,3809574501,237,,3809574489,212,18.8,3809574491,213,4.9,3809574485,140,7.9,3809574481,124,,3809574487,141,26.2,3809574483,56,Back,,,,e8dina16u5kt5ho4u5igtmimt,J. Pickford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465535667,5,1,1,0,34,ehd2iemqmschhj2ec0vayztzz,1,7.8,26.2,2022-10-01T14:00:55.966Z,2022-10-01T20:55:53Z,3812205665,178,,3809574867,141,3.7,3809574863,56,Back,3809574869,212,19.1,3809574871,213,5.4,3809574865,140,18.7,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466056113,1144,43,1,0,36,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-10-01T14:00:57.066Z,2022-10-01T22:28:42Z,3812409817,144,82,3812409355,178,0,,,,,,,,,,,,,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465535677,6,61,1,0,36,ehd2iemqmschhj2ec0vayztzz,0,18.2,3.2,2022-10-01T14:00:57.107Z,2022-10-01T20:56:04Z,3812206175,178,,3809574909,56,Back,,,,,,,,,,,,,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466056513,1142,67,1,0,37,d5ydtvt96bv7fq04yqm2w2632,1,84,94.4,2022-10-01T14:00:58.242Z,2022-10-02T00:13:26Z,3812411223,233,1153,,,,,,,,,,,,,,,,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466056509,1153,67,1,0,37,ehd2iemqmschhj2ec0vayztzz,0,16,5.6,2022-10-01T14:00:58.243Z,2022-10-01T22:29:09Z,3812411233,233,1142,,,,,,,,,,,,,,,,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465535755,10,1,1,0,37,d5ydtvt96bv7fq04yqm2w2632,0,76.8,98.9,2022-10-01T14:00:58.375Z,2022-10-02T00:13:26Z,3809584549,236,,3812206383,178,,3809575273,213,0.0,3809584555,286,,3809575267,140,78.9,3809575265,56,Left,3809575271,212,2.2,3809584551,233,18,37bmb84zex63yoipqwj01bcgl,J. Aribo,3809575269,141,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465537567,18,74,1,0,37,ehd2iemqmschhj2ec0vayztzz,1,23.7,4.3,2022-10-01T14:00:58.440Z,2022-10-01T20:56:11Z,3812206499,178,,3809583825,285,,3809583819,56,Back,3809584599,233,10,,,,,,,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536177,7,5,1,0,38,ehd2iemqmschhj2ec0vayztzz,0,24.5,-1.8,2022-10-01T14:00:59.944Z,2022-10-01T20:56:13Z,3809577245,347,,3809670161,233,11,3809577243,56,Back,,,,,,,,,,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536145,11,5,1,0,38,d5ydtvt96bv7fq04yqm2w2632,1,75.5,101.8,2022-10-01T14:00:59.944Z,2022-10-01T20:56:14Z,3809670077,233,7,3809577099,56,Left,3809577101,347,,,,,,,,,,,,,,,,,ebazcy0x20885rn9qx2acoi6s,Juan Larios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536189,12,1,1,0,49,d5ydtvt96bv7fq04yqm2w2632,1,74.5,100,2022-10-01T14:01:10.694Z,2022-10-01T20:56:18Z,3809577311,213,3.9,3809577309,212,10.5,3809577305,140,67.4,3809577307,141,90.8,3809577301,107,,3809577303,56,Left,,,,,,,ebazcy0x20885rn9qx2acoi6s,Juan Larios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536195,13,50,1,0,50,d5ydtvt96bv7fq04yqm2w2632,1,67.6,90.1,2022-10-01T14:01:11.669Z,2022-10-01T20:56:23Z,3809577321,286,,3809577319,56,Left,3809577811,233,8,,,,,,,,,,,,,,,,dzsd79k6345s9105mb2r4fqol,A. Maitland-Niles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536281,8,7,1,0,52,ehd2iemqmschhj2ec0vayztzz,1,32.4,9.9,2022-10-01T14:01:13.178Z,2022-10-01T20:56:28Z,3809577681,56,Back,3809577765,233,13,3809577683,285,,3812207083,178,,3811010917,384,,,,,,,,,,,xu7mykgl15kaib3olilmsez9,N. Maupay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536293,9,49,1,0,53,ehd2iemqmschhj2ec0vayztzz,1,34.6,11.4,2022-10-01T14:01:14.568Z,2022-10-01T20:56:36Z,,,,,,,,,,,,,,,,,,,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536325,10,1,1,0,53,ehd2iemqmschhj2ec0vayztzz,1,34.6,11.4,2022-10-01T14:01:14.636Z,2022-10-01T20:56:41Z,3812207385,178,,3809577905,212,11.0,3809577907,213,1.8,3809577901,140,31.9,3809577903,141,27.0,3809577899,56,Back,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536341,11,1,1,0,54,ehd2iemqmschhj2ec0vayztzz,1,31.9,27,2022-10-01T14:01:15.276Z,2022-10-01T20:56:44Z,3809577959,140,37.6,3812207459,178,,3809577963,212,6.5,3809577961,141,23.4,3809577957,56,Back,3809577965,213,5.9,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536349,12,1,1,0,55,ehd2iemqmschhj2ec0vayztzz,0,37.6,23.4,2022-10-01T14:01:16.330Z,2022-10-01T20:56:50Z,3809578007,140,39.1,3809788779,236,,3809788781,233,177,3809578009,141,18.3,3809578011,212,3.8,3809788785,286,,3809578013,213,5.1,3812207689,178,,xu7mykgl15kaib3olilmsez9,N. Maupay,3809578005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465576723,177,74,1,0,55,d5ydtvt96bv7fq04yqm2w2632,1,59.6,84.1,2022-10-01T14:01:16.416Z,2022-10-01T20:56:53Z,3809788873,233,12,3809788111,285,,3809788109,56,Left,3812207807,178,,,,,,,,,,,,,,ebazcy0x20885rn9qx2acoi6s,Juan Larios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536423,14,1,1,0,57,d5ydtvt96bv7fq04yqm2w2632,1,55.6,82.2,2022-10-01T14:01:18.270Z,2022-10-01T20:56:58Z,3812207975,178,,3809805079,213,2.5,3809805075,141,92.5,3809805077,212,12.3,3809805073,140,46.0,3809578321,56,Back,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536491,15,49,1,0,58,d5ydtvt96bv7fq04yqm2w2632,1,37.2,88.4,2022-10-01T14:01:19.220Z,2022-10-01T20:57:03Z,,,,,,,,,,,,,,,,,,,,,,,,,6gymgqxnu2zavuxgp6amm3zkl,D. Ćaleta-Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536541,16,1,1,0,59,d5ydtvt96bv7fq04yqm2w2632,0,37.2,88.4,2022-10-01T14:01:20.125Z,2022-10-01T20:57:07Z,3809578897,213,5.8,3809578889,141,62.7,3809578893,212,37.4,3809578885,140,68.7,3809578879,157,,3812208463,178,,3809578901,1,,3809578883,56,Center,6gymgqxnu2zavuxgp6amm3zkl,D. Ćaleta-Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536663,13,1,1,1,1,ehd2iemqmschhj2ec0vayztzz,1,31.3,36.9,2022-10-01T14:01:22.843Z,2022-10-01T20:57:13Z,3809579463,141,56.6,3809579467,212,29.3,3809579471,213,0.5,3812208661,178,,3809579451,3,,3809579457,140,56.1,3809579453,56,Center,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466057099,1157,43,1,1,3,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-10-01T14:01:24.758Z,2022-10-01T22:30:20Z,3812414329,21,0,3812414327,388,0,3812414681,144,82,,,,,,,,,,,,,,,,xu7mykgl15kaib3olilmsez9,N. Maupay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536677,14,49,1,1,3,ehd2iemqmschhj2ec0vayztzz,1,54.9,61.8,2022-10-01T14:01:24.761Z,2022-10-01T20:57:20Z,,,,,,,,,,,,,,,,,,,,,,,,,xu7mykgl15kaib3olilmsez9,N. Maupay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536857,15,1,1,1,4,ehd2iemqmschhj2ec0vayztzz,1,54.9,61.8,2022-10-01T14:01:25.782Z,2022-10-01T20:57:26Z,3809580355,212,15.2,3809580353,141,79.9,3812208985,178,,3809580349,56,Back,3809580351,140,46.4,3809580357,213,2.2,,,,,,,xu7mykgl15kaib3olilmsez9,N. Maupay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536989,16,1,1,1,12,ehd2iemqmschhj2ec0vayztzz,1,83.7,89,2022-10-01T14:01:33.437Z,2022-10-01T20:57:30Z,3809581027,213,5.0,3811013927,20,,3809581009,155,,3809581025,212,28.3,3809581013,56,Center,3809581005,2,,3809581023,141,49.0,3811013705,223,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,3809581017,140,91.0,3812209093,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466057783,1161,67,1,1,14,ehd2iemqmschhj2ec0vayztzz,1,92.5,46.9,2022-10-01T14:01:35.085Z,2022-10-02T00:13:27Z,3812417955,233,1159,,,,,,,,,,,,,,,,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466057777,1159,67,1,1,14,d5ydtvt96bv7fq04yqm2w2632,0,7.5,53.1,2022-10-01T14:01:35.086Z,2022-10-01T22:31:24Z,3812417979,233,1161,,,,,,,,,,,,,,,,,,,,,,ebazcy0x20885rn9qx2acoi6s,Juan Larios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465536995,17,61,1,1,14,ehd2iemqmschhj2ec0vayztzz,0,91,49,2022-10-01T14:01:35.151Z,2022-10-02T00:13:27Z,3809581065,56,Center,3812209169,178,,,,,,,,,,,,,,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465542415,53,61,1,1,14,d5ydtvt96bv7fq04yqm2w2632,1,7.1,52.2,2022-10-01T14:01:35.290Z,2022-10-01T20:57:43Z,3812209447,178,,3809608207,56,Back,,,,,,,,,,,,,,,,,,,ebazcy0x20885rn9qx2acoi6s,Juan Larios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465537061,17,52,1,1,15,d5ydtvt96bv7fq04yqm2w2632,1,7.4,47.8,2022-10-01T14:01:36.380Z,2022-10-01T20:57:48Z,3811014269,378,,3812209623,388,,,,,,,,,,,,,,,,,,,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465537221,18,1,1,1,17,d5ydtvt96bv7fq04yqm2w2632,1,11.2,47.6,2022-10-01T14:01:38.597Z,2022-10-01T20:57:52Z,3809582097,56,Back,3809582103,141,64.6,3809582101,140,28.5,3809582107,212,21.5,3809582093,123,,3809829609,189,,3809582117,213,0.6,3812209713,178,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465537309,19,1,1,1,20,d5ydtvt96bv7fq04yqm2w2632,1,33.9,67.5,2022-10-01T14:01:41.401Z,2022-10-01T20:57:54Z,3809618539,189,,3809582505,141,95.3,3809582509,213,1.1,3809582503,140,43.7,3812209779,178,,3809582507,212,21.5,3809582501,56,Back,,,,dzsd79k6345s9105mb2r4fqol,A. Maitland-Niles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465537339,20,1,1,1,23,d5ydtvt96bv7fq04yqm2w2632,1,43.7,95.3,2022-10-01T14:01:44.321Z,2022-10-01T20:57:58Z,3809582667,140,36.7,3812209911,178,,3809582669,141,90.8,3809582673,213,3.5,3809582665,56,Back,3809582671,212,8.0,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465537387,21,1,1,1,25,d5ydtvt96bv7fq04yqm2w2632,1,36.7,90.8,2022-10-01T14:01:46.742Z,2022-10-01T20:58:00Z,3809582911,213,0.3,3809582905,141,95.0,3809582901,56,Back,3809582907,212,8.6,3812209975,178,,3809582903,140,44.4,,,,,,,ebazcy0x20885rn9qx2acoi6s,Juan Larios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465537491,22,1,1,1,27,d5ydtvt96bv7fq04yqm2w2632,1,42.6,90.9,2022-10-01T14:01:48.620Z,2022-10-01T20:58:03Z,3812210059,178,,3809583425,212,10.4,3809583429,213,3.8,3809583419,140,34.5,3809583421,141,82.0,3809583417,56,Back,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465537615,23,1,1,1,29,d5ydtvt96bv7fq04yqm2w2632,1,35.1,79.4,2022-10-01T14:01:50.533Z,2022-10-01T20:58:05Z,3809584059,213,3.8,3809584055,141,70.9,3809584051,56,Back,3812210079,178,,3809584057,212,9.9,3809584053,140,27.4,,,,,,,dzsd79k6345s9105mb2r4fqol,A. Maitland-Niles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465537735,24,1,1,1,32,d5ydtvt96bv7fq04yqm2w2632,1,29.1,62.1,2022-10-01T14:01:53.598Z,2022-10-01T20:58:08Z,3809584675,56,Back,3809584683,213,4.7,3809584681,212,18.7,3812210161,178,,3809584679,141,34.6,3809584677,140,28.1,,,,,,,6gymgqxnu2zavuxgp6amm3zkl,D. Ćaleta-Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465537885,25,1,1,1,35,d5ydtvt96bv7fq04yqm2w2632,1,29.7,31,2022-10-01T14:01:56.461Z,2022-10-01T20:58:11Z,3812210201,178,,3809585395,140,41.2,3809585399,212,22.3,3809585401,213,5.3,3809585393,56,Back,3809585397,141,3.5,,,,,,,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465538049,26,1,1,1,39,d5ydtvt96bv7fq04yqm2w2632,1,45.4,3.8,2022-10-01T14:02:00.708Z,2022-10-01T20:58:16Z,3812210375,178,,3809586301,212,13.0,3809586307,213,2.3,3809586293,140,37.0,3809586297,141,17.9,3809586289,56,Back,,,,,,,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465538199,27,1,1,1,42,d5ydtvt96bv7fq04yqm2w2632,1,37.2,24.9,2022-10-01T14:02:03.956Z,2022-10-01T20:58:19Z,3809586983,213,1.7,3809586963,56,Back,3809586979,212,21.8,3812210453,178,,3809586969,140,34.2,3809586973,141,56.6,,,,,,,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465538287,28,1,1,1,46,d5ydtvt96bv7fq04yqm2w2632,1,36.1,50.1,2022-10-01T14:02:07.693Z,2022-10-01T20:58:22Z,3809587455,213,4.4,3809587445,56,Back,3809587453,212,7.3,3809587451,141,40.1,3812210541,178,,3809587447,140,33.7,,,,,,,6gymgqxnu2zavuxgp6amm3zkl,D. Ćaleta-Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465538537,29,1,1,1,49,d5ydtvt96bv7fq04yqm2w2632,1,34.7,43.6,2022-10-01T14:02:10.094Z,2022-10-01T20:58:26Z,3809588655,213,1.4,3809588645,140,38.7,3809588649,141,72.7,3812210635,178,,3809588653,212,20.2,3809588641,56,Back,,,,,,,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465538639,30,1,1,1,55,d5ydtvt96bv7fq04yqm2w2632,1,45.1,64.3,2022-10-01T14:02:16.260Z,2022-10-01T20:58:30Z,3809589189,140,43.0,3809589197,213,4.5,3809589185,56,Back,3809589193,141,51.8,3812210787,178,,3809589195,212,8.8,,,,,,,6gymgqxnu2zavuxgp6amm3zkl,D. Ćaleta-Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
