id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/15/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2479624273,5,44,1,0,34,6eqit8ye8aomdsrrq0hk3v7gh,1,6.6,65.7,2022-10-30T16:15:48.481Z,2022-10-31T01:33:13Z,3884474409,233,7,3884474373,285,,3884474369,56,Back,,,,,,,,,,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479624261,7,44,1,0,34,4txjdaqveermfryvbfrr4taf7,0,93.4,34.3,2022-10-30T16:15:48.482Z,2022-10-30T22:21:02Z,3884474321,56,Center,3884474425,233,5,3884474323,286,,,,,,,,,,,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479624297,6,12,1,0,34,6eqit8ye8aomdsrrq0hk3v7gh,1,5.2,66,2022-10-30T16:15:48.642Z,2022-10-31T01:33:13Z,3884474491,213,6.1,3884474519,15,,3884474485,140,30.9,3885721635,388,,3884474483,56,Back,3884474489,212,27.2,3884474487,141,60.5,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479624293,8,44,1,0,35,4txjdaqveermfryvbfrr4taf7,1,73.4,37.1,2022-10-30T16:15:50.403Z,2022-10-31T01:33:13Z,3884474593,233,7,3884474473,56,Center,3884474475,286,,,,,,,,,,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479624307,7,44,1,0,35,6eqit8ye8aomdsrrq0hk3v7gh,0,26.6,62.9,2022-10-30T16:15:50.404Z,2022-10-30T22:30:17Z,3884474637,233,8,3884474535,56,Back,3884474537,285,,,,,,,,,,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479624311,9,1,1,0,36,4txjdaqveermfryvbfrr4taf7,0,73.6,38.4,2022-10-30T16:15:50.481Z,2022-10-31T01:33:14Z,3885721997,388,,3884474561,212,18.2,3884474557,141,44.5,3884474553,56,Center,3884474565,213,0.2,3884474555,140,90.5,3884474551,3,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479624357,8,12,1,0,37,6eqit8ye8aomdsrrq0hk3v7gh,1,12.1,48.2,2022-10-30T16:15:51.599Z,2022-10-30T22:30:36Z,3885722267,178,,3884474785,140,13.6,3884474791,213,4.8,3884474809,15,,3884474787,141,28.9,3884474789,212,13.2,3884474783,56,Back,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479668021,430,49,1,0,37,6eqit8ye8aomdsrrq0hk3v7gh,1,12.7,32.8,2022-10-30T16:15:52.023Z,2022-10-30T22:30:42Z,,,,,,,,,,,,,,,,,,,,,,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479624493,9,1,1,0,37,6eqit8ye8aomdsrrq0hk3v7gh,1,13.6,28.9,2022-10-30T16:15:52.077Z,2022-10-30T22:30:46Z,3884475493,56,Back,3884475499,212,20.6,3884712445,157,,3884475497,141,53.3,3884475501,213,0.9,3885722685,178,,3884475495,140,25.3,3884712447,1,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479624495,10,4,1,0,40,6eqit8ye8aomdsrrq0hk3v7gh,1,25.6,57.2,2022-10-30T16:15:55.032Z,2022-10-30T22:30:56Z,3884475511,56,Back,3884475509,294,,3884475513,152,,3884475541,233,10,3884475515,285,,3884475507,13,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479624443,10,4,1,0,40,4txjdaqveermfryvbfrr4taf7,0,74.4,42.8,2022-10-30T16:15:55.033Z,2022-10-30T22:30:55Z,3884475217,56,Center,3884475563,233,10,3884475213,13,,3884475219,152,,3885722943,178,,3884475215,294,,3884475221,286,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479624683,11,1,1,0,49,6eqit8ye8aomdsrrq0hk3v7gh,1,29,55.4,2022-10-30T16:16:04.400Z,2022-10-30T22:31:16Z,3884476439,56,Back,3884476437,152,,3884476447,212,11.5,3884476443,141,68.6,3884476449,213,2.2,3884476441,140,22.1,3884476435,5,,3884714085,189,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,3885723119,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479624719,12,1,1,0,54,6eqit8ye8aomdsrrq0hk3v7gh,1,22.1,68.6,2022-10-30T16:16:09.143Z,2022-10-30T22:31:58Z,3884476599,141,49.4,3884476597,140,9.7,3885725869,178,,3884476603,213,3.9,3884476595,56,Back,3884476601,212,18.4,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479624743,13,1,1,0,56,6eqit8ye8aomdsrrq0hk3v7gh,1,9.7,49.4,2022-10-30T16:16:11.211Z,2022-10-30T22:32:07Z,3884476685,56,Back,3884476691,212,16.9,3885726341,178,,3884476687,140,19.1,3884476689,141,29.2,3884476693,213,5.3,,,,,,,e00004wkpfc8jawioejmpu1n9,David de Gea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479624863,14,1,1,0,59,6eqit8ye8aomdsrrq0hk3v7gh,1,19.1,29.2,2022-10-30T16:16:13.892Z,2022-10-30T22:32:09Z,3884477267,213,2.2,3885726429,178,,3884477263,141,52.8,3884477261,140,8.3,3884477259,56,Back,3884477265,212,19.7,,,,,,,1vz038uyzmq8saskeeo0qhm8l,H. Maguire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479624933,15,1,1,1,6,6eqit8ye8aomdsrrq0hk3v7gh,1,13.8,46.6,2022-10-30T16:16:21.432Z,2022-10-30T22:32:14Z,3884477651,140,17.4,3885726605,178,,3884477655,212,20.3,3884477649,56,Back,3884477653,141,75.9,3884477657,213,1.4,,,,,,,e00004wkpfc8jawioejmpu1n9,David de Gea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479624989,16,1,1,1,12,6eqit8ye8aomdsrrq0hk3v7gh,1,21.1,74.4,2022-10-30T16:16:26.583Z,2022-10-30T22:32:44Z,3884477947,212,17.5,3884477943,140,12.4,3884477949,213,4.2,3884477941,56,Back,3884477945,141,52.4,3885727643,178,,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625025,17,1,1,1,14,6eqit8ye8aomdsrrq0hk3v7gh,1,12.1,51.6,2022-10-30T16:16:29.435Z,2022-10-30T22:32:48Z,3884478133,212,17.4,3884478129,140,18.1,3884478127,56,Back,3885727797,178,,3884478135,213,5.1,3884478131,141,27.7,,,,,,,e00004wkpfc8jawioejmpu1n9,David de Gea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625161,18,1,1,1,17,6eqit8ye8aomdsrrq0hk3v7gh,1,18.3,27.8,2022-10-30T16:16:31.465Z,2022-10-30T22:32:53Z,3884478927,212,29.0,3884478923,141,70.4,3884478929,213,1.5,3884478917,56,Back,3884478919,140,19.9,3885727959,178,,,,,,,,1vz038uyzmq8saskeeo0qhm8l,H. Maguire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625221,19,1,1,1,25,6eqit8ye8aomdsrrq0hk3v7gh,1,44.8,80.3,2022-10-30T16:16:40.375Z,2022-10-30T22:32:57Z,3884479265,212,19.3,3884479261,140,63.0,3884479259,56,Center,3885728087,178,,3884479267,213,6.1,3884479263,141,75.9,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625235,20,1,1,1,27,6eqit8ye8aomdsrrq0hk3v7gh,1,63,75.9,2022-10-30T16:16:41.483Z,2022-10-30T22:33:03Z,3884479337,212,12.1,3884479339,213,1.6,3884479333,140,62.3,3884479331,56,Left,3884479335,141,93.6,3885728337,178,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625259,21,1,1,1,28,6eqit8ye8aomdsrrq0hk3v7gh,1,62.3,93.6,2022-10-30T16:16:43.114Z,2022-10-30T22:33:06Z,3884479479,212,9.8,3885728481,178,,3884479477,141,80.3,3884479471,56,Left,3884479481,213,5.1,3884479475,140,65.9,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479761457,846,3,1,1,30,6eqit8ye8aomdsrrq0hk3v7gh,0,66.1,80.7,2022-10-30T16:16:45.342Z,2022-10-30T22:33:11Z,3885227071,465,,3885728629,178,,3885227067,56,Left,3885227069,286,,3885227073,467,6wwagkprtmcadu8p6klcu2uhh,,,,,,,,,,h17s3qts1dz1zqjw19jazzkl,Cristiano Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625277,22,4,1,1,31,6eqit8ye8aomdsrrq0hk3v7gh,1,63.8,80.1,2022-10-30T16:16:45.921Z,2022-10-30T22:33:16Z,3884479581,13,,3884479585,152,,3884479587,265,,3884479589,286,,3884479859,233,11,3884479583,56,Left,,,,,,,h17s3qts1dz1zqjw19jazzkl,Cristiano Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625325,11,4,1,1,31,4txjdaqveermfryvbfrr4taf7,0,36.2,19.9,2022-10-30T16:16:45.922Z,2022-10-30T22:33:16Z,3884479827,265,,3884479823,56,Back,3884479829,285,,3884479821,13,,3884479825,152,,3884479877,233,22,3885728739,178,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479866431,1264,43,1,1,32,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2022-10-30T16:16:47.186Z,2022-10-30T23:33:36Z,3885802385,178,0,3885802417,144,82,,,,,,,,,,,,,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625535,23,1,1,1,43,6eqit8ye8aomdsrrq0hk3v7gh,1,63.8,79.1,2022-10-30T16:16:57.523Z,2022-10-30T22:43:01Z,3884480971,5,,3884723127,189,,3884480975,56,Center,3884480981,212,3.1,3884480983,213,5.2,3885747715,178,,3884480973,152,,3884480979,141,75.0,awda32rw2clw0sjemf7rkcel1,C. Eriksen,3884480977,140,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479669645,431,1,1,1,43,6eqit8ye8aomdsrrq0hk3v7gh,1,65.6,74.9,2022-10-30T16:16:58.292Z,2022-10-30T22:43:06Z,3884720399,213,2.1,3884720393,212,4.1,3884720389,141,80.1,3884720381,56,Left,3884720385,140,63.6,3885747971,178,,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625545,24,1,1,1,45,6eqit8ye8aomdsrrq0hk3v7gh,0,62.5,83.7,2022-10-30T16:16:59.665Z,2022-10-30T22:43:13Z,3884481069,213,5.6,3884481063,140,71.1,3884481067,212,11.5,3885748241,178,,3884481065,141,73.2,3884481061,56,Center,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625531,12,49,1,1,45,4txjdaqveermfryvbfrr4taf7,1,33.5,17,2022-10-30T16:17:00.380Z,2022-10-30T22:43:22Z,,,,,,,,,,,,,,,,,,,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625567,13,1,1,1,46,4txjdaqveermfryvbfrr4taf7,1,33.9,17.8,2022-10-30T16:17:01.410Z,2022-10-30T22:43:36Z,3884481165,140,45.6,3884481171,213,1.0,3885748925,178,,3884481167,141,43.6,3884481163,56,Back,3884481169,212,21.4,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625661,14,1,1,1,49,4txjdaqveermfryvbfrr4taf7,1,46.9,44.2,2022-10-30T16:17:04.290Z,2022-10-30T22:44:25Z,3884481647,56,Center,3884481649,140,74.0,3884483457,210,15,3884481653,212,32.1,3884481657,1,,3884481651,141,65.9,3885750593,178,,3884481655,213,0.5,4ml8pyt3rxwxakjxslg0c8kb9,G. Scamacca,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625669,15,15,1,1,54,4txjdaqveermfryvbfrr4taf7,1,81.9,53,2022-10-30T16:17:09.254Z,2022-10-30T22:44:26Z,3884481717,56,Center,3884483475,23,,3884483479,29,,3884483497,231,50.4,3884483485,102,53.5,3884483481,55,14,3884483489,215,,3884483029,20,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,3884483493,147,53.1,,3884483031,18,3884483073,233,25,3884483035,82,3884483487,103,19,3884483491,146,84.5,3884483495,230,96.4,3885230581,76,3885750895,178,,,,,,,,,,,,,,,
2479625681,25,10,1,1,54,6eqit8ye8aomdsrrq0hk3v7gh,1,16.2,47.2,2022-10-30T16:17:09.346Z,2022-10-30T22:44:29Z,3884481743,94,,3884483169,233,15,3884481745,56,Back,3885750939,178,,,,,,,,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625723,26,49,1,1,55,6eqit8ye8aomdsrrq0hk3v7gh,1,30.6,56.7,2022-10-30T16:17:10.252Z,2022-10-30T22:44:34Z,,,,,,,,,,,,,,,,,,,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625765,27,1,1,1,58,6eqit8ye8aomdsrrq0hk3v7gh,1,28.8,60.5,2022-10-30T16:17:13.081Z,2022-10-30T22:44:40Z,3884482239,140,38.0,3884482237,56,Back,3884482243,212,25.4,3884482241,141,95.1,3885751333,178,,3884482245,213,1.2,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625769,28,61,1,2,0,6eqit8ye8aomdsrrq0hk3v7gh,0,38,95.1,2022-10-30T16:17:14.661Z,2022-10-30T22:44:45Z,3884482257,56,Back,3885751591,178,,,,,,,,,,,,,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625935,16,5,1,2,2,4txjdaqveermfryvbfrr4taf7,1,62.5,-1.2,2022-10-30T16:17:17.305Z,2022-10-30T22:44:50Z,3884482989,56,Right,3884483039,233,29,3884482991,347,,,,,,,,,,,,,,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479625801,29,5,1,2,2,6eqit8ye8aomdsrrq0hk3v7gh,0,37.5,101.2,2022-10-30T16:17:17.305Z,2022-10-30T22:44:50Z,3884483107,233,16,3884482379,347,,3884482377,56,Back,,,,,,,,,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479626153,17,1,1,2,15,4txjdaqveermfryvbfrr4taf7,1,60.4,0,2022-10-30T16:17:29.691Z,2022-10-30T22:45:03Z,3884484173,56,Right,3884484179,212,8.5,3884484177,141,6.0,3884484381,189,,3884484171,107,,3884484175,140,66.8,3884484181,213,0.7,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479626159,18,1,1,2,18,4txjdaqveermfryvbfrr4taf7,0,75.1,7.1,2022-10-30T16:17:32.619Z,2022-10-30T22:45:14Z,3885273461,213,0.2,3885273457,141,13.9,3885273459,212,28.6,3884484445,189,,3885752523,178,,3885273455,140,100.0,3884484205,56,Right,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479626179,19,5,1,2,22,4txjdaqveermfryvbfrr4taf7,0,100.8,10.2,2022-10-30T16:17:37.405Z,2022-10-30T22:45:19Z,3884484303,346,,3884484341,233,30,3884484301,56,Right,,,,,,,,,,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479626137,30,5,1,2,22,6eqit8ye8aomdsrrq0hk3v7gh,1,-0.8,89.8,2022-10-30T16:17:37.405Z,2022-10-30T22:45:19Z,3884484103,56,Back,3884484105,346,,3884484337,233,19,,,,,,,,,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479626483,31,1,1,2,45,6eqit8ye8aomdsrrq0hk3v7gh,1,4.9,58.2,2022-10-30T16:17:59.693Z,2022-10-30T22:45:29Z,3884485875,213,4.5,3884485865,56,Back,3884485873,212,6.0,3884485869,141,49.6,3884485863,124,,3884485879,237,,3884485867,140,3.6,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
