id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,assist,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2478723017,11,6,1,0,59,d5ydtvt96bv7fq04yqm2w2632,1,100,50.8,2022-10-29T14:01:48.944Z,2022-10-30T00:23:56Z,3879672573,73,,3879672629,233,8,3879672571,56,Center,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723849,12,1,1,1,26,d5ydtvt96bv7fq04yqm2w2632,1,99.5,99.5,2022-10-29T14:02:15.030Z,2022-10-30T00:24:53Z,3879676573,140,94.8,3879676583,213,4.5,3882163197,178,,3879676581,212,24.5,3879676577,141,64.2,3879676551,155,,3879676559,223,,3879676543,2,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,3881122329,20,,3879676567,56,3879676547,6,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723879,13,1,1,1,27,d5ydtvt96bv7fq04yqm2w2632,0,95.7,61.4,2022-10-29T14:02:16.237Z,2022-10-30T00:26:09Z,3879676729,168,,3879676731,56,Center,3879676739,213,4.9,3882164867,388,,3879676733,140,97.0,3879676737,212,9.2,3879676735,141,48.0,3879676727,3,,4042kk7ylrs378rh26b7mh42x,Lyanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724807,14,12,1,1,27,1c8m2ko0wxq1asfkuykurdr0y,1,2.8,53.6,2022-10-29T14:02:16.589Z,2022-10-30T00:26:18Z,3879702879,140,13.4,3882165041,178,,3879702885,213,5.8,3879702883,212,12.3,3879702881,141,46.0,3879702877,56,Back,,,,,,,3xthf6r5hvlx8oje4rqcs3it,L. Milivojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723887,9,50,1,1,29,1c8m2ko0wxq1asfkuykurdr0y,1,11.2,40.4,2022-10-29T14:02:18.251Z,2022-10-30T00:26:29Z,3879701929,233,14,3879676751,56,Back,3879701627,285,,,,,,,,,,,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723957,14,7,1,1,30,d5ydtvt96bv7fq04yqm2w2632,0,88.8,59.6,2022-10-29T14:02:19.075Z,2022-10-30T00:26:36Z,3879677111,56,Center,3879679987,286,,3881124065,385,,3879701789,233,9,3882165475,388,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723991,10,12,1,1,30,1c8m2ko0wxq1asfkuykurdr0y,1,8.1,40.2,2022-10-29T14:02:19.746Z,2022-10-30T00:26:48Z,3879677295,212,24.4,3879677329,15,,3879677291,140,11.1,3879677289,56,Back,3879677293,141,4.6,3879677299,213,4.8,3882165683,388,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724023,11,49,1,1,34,1c8m2ko0wxq1asfkuykurdr0y,1,13.8,4,2022-10-29T14:02:23.833Z,2022-10-30T00:26:55Z,,,,,,,,,,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724055,12,1,1,1,34,1c8m2ko0wxq1asfkuykurdr0y,0,13.9,3.4,2022-10-29T14:02:23.871Z,2022-10-30T00:27:02Z,3879677607,213,6.1,3879677597,140,37.1,3879677593,56,Back,3879677601,141,0.0,3879677611,1,,3882165969,178,,3879677603,212,24.6,3879677591,157,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724073,13,5,1,1,38,1c8m2ko0wxq1asfkuykurdr0y,0,33.6,-1.4,2022-10-29T14:02:27.437Z,2022-10-30T00:27:09Z,3879677693,347,,3879678007,233,15,3879677687,56,Back,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724109,15,5,1,1,38,d5ydtvt96bv7fq04yqm2w2632,1,66.4,101.4,2022-10-29T14:02:27.437Z,2022-10-30T00:27:08Z,3879677893,56,Left,3879677989,233,13,3879677895,347,,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724989,16,1,1,1,55,d5ydtvt96bv7fq04yqm2w2632,1,66.7,100,2022-10-29T14:02:44.155Z,2022-10-30T02:42:55Z,3879692637,189,,3879682021,56,Left,3879682029,213,5.0,3879682023,140,70.7,3879682025,141,82.4,3879682019,107,,3879682027,212,13.5,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479129341,922,1,1,1,56,d5ydtvt96bv7fq04yqm2w2632,1,70.7,82,2022-10-29T14:02:45.185Z,2022-10-30T02:43:01Z,3881877993,212,10.8,3881877989,140,69.2,3881877991,141,97.7,3881877987,56,Left,3881877985,189,,3881877995,213,1.7,3882168195,178,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479129455,923,1,1,1,57,d5ydtvt96bv7fq04yqm2w2632,0,69.5,97.7,2022-10-29T14:02:47.023Z,2022-10-30T02:43:05Z,3881878623,141,95.4,3881878621,140,77.8,3881879041,189,,3881878625,212,8.9,3882168341,178,,3881878627,213,6.1,3881878619,56,Left,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478730677,30,1,1,1,58,1c8m2ko0wxq1asfkuykurdr0y,1,26.1,1.9,2022-10-29T14:02:47.827Z,2022-10-30T00:29:07Z,3879710539,56,Back,3881879975,213,0.6,3881879969,140,31.1,3881879971,141,7.3,3881879973,212,6.4,3880312989,189,,3882168385,178,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478730879,31,1,1,1,59,1c8m2ko0wxq1asfkuykurdr0y,0,26.1,9.1,2022-10-29T14:02:48.490Z,2022-10-30T00:29:48Z,3880313059,189,,3881880357,140,27.3,3882169115,178,,3881880365,212,1.9,3881880369,213,5.5,3879711465,56,Back,3881880361,141,7.1,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725051,17,61,1,1,59,d5ydtvt96bv7fq04yqm2w2632,1,72.5,91.9,2022-10-29T14:02:48.751Z,2022-10-30T02:43:18Z,3879692829,189,,3882169275,178,,3882312913,21,,3879682337,56,Left,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725141,15,5,1,2,1,1c8m2ko0wxq1asfkuykurdr0y,1,19.9,-0.8,2022-10-29T14:02:50.721Z,2022-10-30T02:43:20Z,3879682713,56,Back,3879682745,233,19,3879682715,347,,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725091,19,5,1,2,1,d5ydtvt96bv7fq04yqm2w2632,0,80.1,100.8,2022-10-29T14:02:50.721Z,2022-10-30T02:43:20Z,3879682815,233,15,3879682515,347,,3879682513,56,Left,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725225,16,1,1,2,4,1c8m2ko0wxq1asfkuykurdr0y,1,18.5,0,2022-10-29T14:02:53.614Z,2022-10-30T00:30:49Z,3879683085,140,11.5,3879683087,141,10.7,3879683081,107,,3879683091,213,2.3,3879683089,212,10.7,3879683083,56,Back,,,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725065,18,43,1,2,5,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2022-10-29T14:02:54.234Z,2022-10-29T14:04:16Z,3879682403,56,Left,3879698813,144,61,,,,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725269,17,1,1,2,6,1c8m2ko0wxq1asfkuykurdr0y,0,11.5,10.7,2022-10-29T14:02:55.426Z,2022-10-30T00:30:54Z,3879683311,1,,3879683309,213,0.1,3879683299,141,14.5,3879683293,140,46.4,3879683289,56,Back,3880313849,155,,3882170465,178,,3879683305,212,36.7,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725289,20,1,1,2,8,d5ydtvt96bv7fq04yqm2w2632,1,52.7,90.8,2022-10-29T14:02:57.128Z,2022-10-30T00:31:00Z,3879683395,141,73.9,3879683397,212,12.4,3882170601,388,,3879683389,3,,3879683391,56,Center,3879683399,213,5.1,3879683393,140,57.1,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725417,21,1,1,2,10,d5ydtvt96bv7fq04yqm2w2632,1,56.4,72.4,2022-10-29T14:02:59.055Z,2022-10-30T00:31:05Z,3879684005,3,,3879684007,56,Center,3882170713,388,,3879684015,213,6.0,3879684013,212,13.0,3879684011,141,67.0,3879684009,140,68.3,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725427,22,49,1,2,10,d5ydtvt96bv7fq04yqm2w2632,1,68.3,67.3,2022-10-29T14:02:59.992Z,2022-10-30T00:33:59Z,,,,,,,,,,,,,,,,,,,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725457,23,1,1,2,11,d5ydtvt96bv7fq04yqm2w2632,0,68.3,67.3,2022-10-29T14:03:00.055Z,2022-10-30T00:33:48Z,3879684191,140,76.9,3882173395,178,,3879684205,213,0.7,3879684181,155,,3879684195,141,78.4,3879684185,56,Center,3879684201,212,11.8,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725505,18,1,1,2,12,1c8m2ko0wxq1asfkuykurdr0y,1,25.8,14.5,2022-10-29T14:03:01.420Z,2022-10-30T00:34:07Z,3879684437,140,34.2,3879684447,213,6.1,3879684445,212,8.9,3879684431,3,,3882174101,388,,3879684441,141,12.4,3879684433,56,Back,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479195607,1061,67,1,2,13,1c8m2ko0wxq1asfkuykurdr0y,1,31.9,12.3,2022-10-29T14:03:02.925Z,2022-10-30T03:03:45Z,3882267481,233,1173,,,,,,,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479195603,1173,67,1,2,13,d5ydtvt96bv7fq04yqm2w2632,0,68.1,87.7,2022-10-29T14:03:02.926Z,2022-10-30T00:49:13Z,3882267501,233,1061,,,,,,,,,,,,,,,,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725641,19,1,1,2,13,1c8m2ko0wxq1asfkuykurdr0y,1,34.1,12.4,2022-10-29T14:03:02.941Z,2022-10-30T03:03:45Z,3879685101,141,19.9,3879685103,212,5.2,3879685099,140,35.2,3882174277,178,,3879685097,56,Back,3879685105,213,1.3,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725651,20,49,1,2,15,1c8m2ko0wxq1asfkuykurdr0y,1,34.2,21.5,2022-10-29T14:03:04.645Z,2022-10-30T00:34:32Z,,,,,,,,,,,,,,,,,,,,,,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725709,21,4,1,2,16,1c8m2ko0wxq1asfkuykurdr0y,1,32.2,23.6,2022-10-29T14:03:05.110Z,2022-10-30T00:34:37Z,3879685449,285,,3879685381,56,Back,3879685383,152,,3879685385,265,,3879685379,13,,3879685445,233,24,,,,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725699,24,4,1,2,16,d5ydtvt96bv7fq04yqm2w2632,0,67.8,76.4,2022-10-29T14:03:05.111Z,2022-10-30T00:34:37Z,3879685519,233,21,3879685351,152,,3882174701,178,,3879685349,56,Center,3879685353,265,,3879685347,13,,3879685355,286,,,,,6xdgasd4dvfgg4n23jw38473d,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726053,22,1,1,2,24,1c8m2ko0wxq1asfkuykurdr0y,0,35.4,25.1,2022-10-29T14:03:13.469Z,2022-10-30T00:34:53Z,3879687191,152,,3879687189,155,,3880316127,189,,3879687193,56,Left,3879687199,141,79.8,3879687207,1,,3879687203,213,0.7,3879687201,212,58.1,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,3879687187,5,,3882174965,178,3879687195,140,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726261,25,49,1,2,28,d5ydtvt96bv7fq04yqm2w2632,1,24.1,23.7,2022-10-29T14:03:17.584Z,2022-10-30T00:35:00Z,,,,,,,,,,,,,,,,,,,,,,,,,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726271,26,50,1,2,29,d5ydtvt96bv7fq04yqm2w2632,1,23.4,22.9,2022-10-29T14:03:18.501Z,2022-10-30T00:35:51Z,3879691707,285,,3879688203,56,Back,3879693119,233,25,,,,,,,,,,,,,,,,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727153,25,7,1,2,30,1c8m2ko0wxq1asfkuykurdr0y,1,76.6,77.1,2022-10-29T14:03:19.115Z,2022-10-30T00:35:59Z,3881127791,384,,3879693061,233,26,3882175305,178,,3879692917,286,,3879692915,56,Center,,,,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
