id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,assist,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2478857385,469,10,2,50,41,d5ydtvt96bv7fq04yqm2w2632,1,14.9,54.6,2022-10-29T15:09:20.606Z,2022-10-30T02:06:00Z,3880388157,94,,3882285029,178,,3880388159,56,Back,3880389817,233,463,,,,,,,,,,,,,6gymgqxnu2zavuxgp6amm3zkl,D. Ćaleta-Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478858879,471,1,2,51,14,d5ydtvt96bv7fq04yqm2w2632,1,11.4,60.8,2022-10-29T15:09:53.337Z,2022-10-30T02:06:27Z,3880395869,212,11.9,3880395871,213,1.1,3880395859,241,,3880395863,56,Back,3882285499,178,,3880395855,5,,3880395867,141,76.3,3880395865,140,16.7,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,3880396847,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479134373,933,1,2,51,17,d5ydtvt96bv7fq04yqm2w2632,1,18.1,74.4,2022-10-29T15:09:57.138Z,2022-10-30T02:06:28Z,3881912083,141,48.7,3882285511,178,,3881912081,140,14.5,3881912111,189,,3881912079,56,Back,3881912085,212,17.9,3881912087,213,4.5,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478858967,472,1,2,51,20,d5ydtvt96bv7fq04yqm2w2632,1,13,43.4,2022-10-29T15:09:59.294Z,2022-10-30T02:06:39Z,3880396269,212,23.2,3880396263,140,16.3,3880396273,213,1.4,3880396261,56,Back,3882285723,178,,3880396265,141,77.2,,,,,,,6gymgqxnu2zavuxgp6amm3zkl,D. Ćaleta-Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478858997,473,1,2,51,22,d5ydtvt96bv7fq04yqm2w2632,1,21.4,77.9,2022-10-29T15:10:01.533Z,2022-10-30T02:06:44Z,3880396409,141,96.6,3880396411,212,13.4,3880396413,213,1.3,3882285825,178,,3880396407,140,25.4,3880396405,56,Back,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478952263,918,1,2,51,24,d5ydtvt96bv7fq04yqm2w2632,0,31.6,97.9,2022-10-29T15:10:03.474Z,2022-10-30T02:06:48Z,3880900219,213,6.0,3880900213,140,65.1,3880900211,56,Left,3880900221,1,,3882285871,178,,3880900217,212,36.6,3880900215,141,82.8,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478859003,465,43,2,51,27,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-10-29T15:10:06.948Z,2022-10-29T15:10:16Z,3880398095,144,49,,,,,,,,,,,,,,,,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478859083,466,49,2,51,27,1c8m2ko0wxq1asfkuykurdr0y,1,26.6,19.4,2022-10-29T15:10:07.232Z,2022-10-30T02:06:52Z,,,,,,,,,,,,,,,,,,,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478859105,467,1,2,51,28,1c8m2ko0wxq1asfkuykurdr0y,1,26.6,19.4,2022-10-29T15:10:07.325Z,2022-10-30T02:06:55Z,3880397033,56,Back,3880397041,213,2.5,3880397039,212,21.5,3882285957,178,,3880397035,140,10.8,3880397037,141,39.4,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478859239,468,1,2,51,29,1c8m2ko0wxq1asfkuykurdr0y,1,10.8,39.4,2022-10-29T15:10:09.232Z,2022-10-30T02:06:59Z,3880397771,1,,3880397743,157,,3880397751,140,56.5,3880397761,212,59.4,3882286019,178,,3880397757,141,90.8,3880397767,213,0.6,3880397747,56,Left,8k88isvd2hwr5e4gn9oxzr2t,Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478859251,469,61,2,51,33,1c8m2ko0wxq1asfkuykurdr0y,0,56.5,90.8,2022-10-29T15:10:12.455Z,2022-10-30T02:07:04Z,3882286115,178,,3880397839,56,Left,3882286113,21,,,,,,,,,,,,,,,,,9ikkppq7uewf36gahgz0kzaol,W. Zaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478859267,470,5,2,51,35,1c8m2ko0wxq1asfkuykurdr0y,0,56.8,100.8,2022-10-29T15:10:14.340Z,2022-10-30T02:07:07Z,3880397925,56,Left,3880398197,233,474,3880397929,347,,,,,,,,,,,,,,,,,9ikkppq7uewf36gahgz0kzaol,W. Zaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478859307,474,5,2,51,35,d5ydtvt96bv7fq04yqm2w2632,1,43.2,-0.8,2022-10-29T15:10:14.340Z,2022-10-30T02:07:06Z,3880398147,347,,3880398143,56,Back,3880398175,233,470,,,,,,,,,,,,,,,,4042kk7ylrs378rh26b7mh42x,Lyanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478860197,475,1,2,51,57,d5ydtvt96bv7fq04yqm2w2632,1,52.1,0,2022-10-29T15:10:36.513Z,2022-10-30T02:07:09Z,3880402937,213,0.8,3881490735,1,,3880402885,56,Center,3880402927,212,23.1,3880402901,140,68.1,3880402913,141,22.5,3880402869,107,,,,,4042kk7ylrs378rh26b7mh42x,Lyanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478860243,476,61,2,51,58,d5ydtvt96bv7fq04yqm2w2632,0,65.9,16.8,2022-10-29T15:10:38.185Z,2022-10-30T02:07:12Z,3882286259,178,,3880403137,56,Right,,,,,,,,,,,,,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478860167,471,49,2,51,59,1c8m2ko0wxq1asfkuykurdr0y,1,29.1,80.7,2022-10-29T15:10:39.207Z,2022-10-30T02:07:14Z,,,,,,,,,,,,,,,,,,,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478860257,472,1,2,52,0,1c8m2ko0wxq1asfkuykurdr0y,0,29.4,81.3,2022-10-29T15:10:39.673Z,2022-10-30T02:07:17Z,3880403201,56,Back,3880403213,213,0.7,3880403211,212,6.9,3880403209,141,87.8,3880403207,140,34.4,3882286365,178,,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478950795,917,1,2,52,0,d5ydtvt96bv7fq04yqm2w2632,1,68.9,11.8,2022-10-29T15:10:40.125Z,2022-10-30T02:07:21Z,3880891659,56,Back,3880891663,141,13.7,3880891667,213,3.1,3880891661,140,48.6,3880891665,212,21.4,3882286483,178,,,,,,,,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478860361,477,49,2,52,2,d5ydtvt96bv7fq04yqm2w2632,1,45.5,12,2022-10-29T15:10:41.912Z,2022-10-30T02:07:25Z,,,,,,,,,,,,,,,,,,,,,,,,,4042kk7ylrs378rh26b7mh42x,Lyanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478860405,478,1,2,52,3,d5ydtvt96bv7fq04yqm2w2632,1,44.4,12.9,2022-10-29T15:10:42.921Z,2022-10-30T02:07:28Z,3880403945,141,25.8,3880403955,213,2.7,3882286585,178,,3880403935,56,Back,3880403941,140,26.0,3880403951,212,21.2,,,,,,,4042kk7ylrs378rh26b7mh42x,Lyanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478860499,479,1,2,52,5,d5ydtvt96bv7fq04yqm2w2632,1,25.3,27,2022-10-29T15:10:45.255Z,2022-10-30T02:07:30Z,3880404399,141,45.7,3882286617,178,,3880404403,213,2.3,3880404401,212,16.6,3880404397,140,15.2,3880404395,56,Back,,,,,,,6gymgqxnu2zavuxgp6amm3zkl,D. Ćaleta-Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478860547,480,1,2,52,8,d5ydtvt96bv7fq04yqm2w2632,1,15,45.7,2022-10-29T15:10:48.079Z,2022-10-30T02:07:32Z,3880404613,141,32.2,3880404621,213,5.6,3880404609,56,Back,3880404617,212,15.1,3880404611,140,26.4,3882286623,178,,,,,,,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478860647,481,1,2,52,10,d5ydtvt96bv7fq04yqm2w2632,1,26.5,32.2,2022-10-29T15:10:49.456Z,2022-10-30T02:07:35Z,3880405135,141,23.6,3880405137,212,16.3,3882286649,178,,3880405131,56,Back,3880405133,140,12.0,3880405139,213,3.5,,,,,,,dzsd79k6345s9105mb2r4fqol,A. Maitland-Niles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478860719,482,1,2,52,13,d5ydtvt96bv7fq04yqm2w2632,1,18.1,25.2,2022-10-29T15:10:52.611Z,2022-10-30T02:07:37Z,3880405505,140,3.6,3880405507,141,36.1,3880405511,213,2.7,3880405509,212,16.9,3882286671,178,,3880405503,56,Back,,,,,,,6gymgqxnu2zavuxgp6amm3zkl,D. Ćaleta-Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478860799,483,1,2,52,15,d5ydtvt96bv7fq04yqm2w2632,1,3.5,36.4,2022-10-29T15:10:54.771Z,2022-10-30T02:07:39Z,3880406017,140,16.2,3880406015,56,Back,3880406023,213,1.1,3882286687,178,,3880406019,141,77.8,3880406021,212,31.2,,,,,,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478860911,484,1,2,52,19,d5ydtvt96bv7fq04yqm2w2632,1,20.7,87.8,2022-10-29T15:10:58.624Z,2022-10-30T02:07:43Z,3880406627,212,8.9,3880406625,141,97.2,3880406621,56,Back,3880406623,140,26.6,3882286755,178,,3880406629,213,0.8,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478860987,485,1,2,52,20,d5ydtvt96bv7fq04yqm2w2632,1,26.7,97.2,2022-10-29T15:10:59.966Z,2022-10-30T02:07:47Z,3880406969,213,3.5,3880406959,141,88.3,3880406955,56,Back,3880406957,140,12.1,3880406965,212,16.5,3882286809,178,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478861029,486,1,2,52,23,d5ydtvt96bv7fq04yqm2w2632,1,12.1,88.3,2022-10-29T15:11:02.485Z,2022-10-30T02:07:52Z,3880407215,141,76.6,3880407217,212,11.3,3880407219,213,3.9,3880407213,140,4.4,3882286869,178,,3880407211,56,Back,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478861199,487,1,2,52,24,d5ydtvt96bv7fq04yqm2w2632,1,4.2,76.7,2022-10-29T15:11:03.975Z,2022-10-30T02:07:57Z,3880408047,157,,3880408055,212,57.2,3880408063,1,,3880408059,213,0.0,3880408053,141,78.4,3880408049,56,Center,3882286965,178,,3880408051,140,58.7,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478861315,488,1,2,52,29,d5ydtvt96bv7fq04yqm2w2632,1,56.2,69,2022-10-29T15:11:08.834Z,2022-10-30T02:08:01Z,3880408669,212,7.7,3880408671,213,4.4,3880408661,56,Center,3882287027,178,,3880408667,141,58.2,3880408665,140,53.9,,,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478861419,489,1,2,52,32,d5ydtvt96bv7fq04yqm2w2632,1,71.1,53.2,2022-10-29T15:11:12.146Z,2022-10-30T02:08:09Z,3880409195,212,12.9,3880409197,213,0.6,3882287071,178,,3880409193,141,64.1,3880409189,56,Center,3880410697,210,15,3880409191,140,81.1,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2478861429,490,15,2,52,34,d5ydtvt96bv7fq04yqm2w2632,1,84.8,60,2022-10-29T15:11:13.962Z,2022-10-30T02:08:09Z,3880420297,78,,3880410797,146,93.2,3880410781,55,489,3880410799,147,55.4,3880410793,103,1.9,3880410777,29,,3882287155,178,,3880410121,233,473,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,3880410051,20,,3880409237,22,3880410789,102,51.3,,3880409241,56,Center,,3880410795,214,3881493243,17,,,,,,,,,,,,,,,,,,,,,,
2478861563,473,10,2,52,35,1c8m2ko0wxq1asfkuykurdr0y,1,8.5,43.5,2022-10-29T15:11:14.301Z,2022-10-30T02:08:12Z,3880409959,56,Back,3880409953,173,,3880410183,233,490,3881497459,376,,3880409955,180,,3880409957,21,,,,,,,,8k88isvd2hwr5e4gn9oxzr2t,Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478861613,474,5,2,52,38,1c8m2ko0wxq1asfkuykurdr0y,0,14.8,-0.8,2022-10-29T15:11:18.222Z,2022-10-30T02:08:16Z,3880410257,347,,3880410255,56,Back,3880410463,233,491,,,,,,,,,,,,,,,,8k88isvd2hwr5e4gn9oxzr2t,Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478861569,491,5,2,52,38,d5ydtvt96bv7fq04yqm2w2632,1,85.2,100.8,2022-10-29T15:11:18.222Z,2022-10-30T02:08:16Z,3880409985,56,Left,3880410357,233,474,3880409991,347,,,,,,,,,,,,,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478861779,492,1,2,52,43,d5ydtvt96bv7fq04yqm2w2632,1,87.2,100,2022-10-29T15:11:23.103Z,2022-10-30T02:08:23Z,3880411205,141,95.6,3880411199,107,,3880411203,140,89.2,3880411209,212,4.4,3880411201,56,Left,3880411213,213,5.2,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478861823,493,1,2,52,44,d5ydtvt96bv7fq04yqm2w2632,1,89.2,94.8,2022-10-29T15:11:23.925Z,2022-10-30T02:08:27Z,3880411447,140,85.4,3880411445,56,Left,3882287435,178,,3880411451,212,4.3,3880411453,213,2.8,3880411449,141,97.1,,,,,,,axnmil0bg1giwhoa31tks7ljp,S. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478861841,494,1,2,52,47,d5ydtvt96bv7fq04yqm2w2632,1,85.4,97.1,2022-10-29T15:11:26.458Z,2022-10-30T02:08:31Z,3880411573,141,93.2,3882287515,178,,3880411571,140,74.9,3880411577,213,3.4,3880411569,56,Left,3880411575,212,11.3,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478861883,495,1,2,52,49,d5ydtvt96bv7fq04yqm2w2632,1,74.8,93.2,2022-10-29T15:11:29.025Z,2022-10-30T02:08:34Z,3880411883,212,10.1,3880411881,141,90.6,3880411811,56,Left,3882287581,178,,3880411879,140,65.3,3880411885,213,3.3,,,,,,,axnmil0bg1giwhoa31tks7ljp,S. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478861941,496,1,2,52,50,d5ydtvt96bv7fq04yqm2w2632,1,63.6,89.1,2022-10-29T15:11:30.018Z,2022-10-30T02:08:38Z,3880412165,141,71.7,3882287643,178,,3880412167,212,21.9,3880412161,56,Center,3880412169,213,5.7,3880412163,140,81.1,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478861999,497,1,2,52,52,d5ydtvt96bv7fq04yqm2w2632,1,82,70.9,2022-10-29T15:11:31.817Z,2022-10-30T02:08:42Z,3880412441,140,76.9,3880412439,56,Center,3880412443,141,76.3,3880412447,213,2.5,3880412445,212,6.5,3882287707,178,,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478862035,498,1,2,52,54,d5ydtvt96bv7fq04yqm2w2632,1,77.9,77,2022-10-29T15:11:33.312Z,2022-10-30T02:08:45Z,3880412603,56,Left,3880412609,212,11.3,3880412611,213,0.7,3880412607,141,88.3,3880412605,140,85.8,3882287757,178,,,,,,,,dzsd79k6345s9105mb2r4fqol,A. Maitland-Niles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478862063,499,1,2,52,55,d5ydtvt96bv7fq04yqm2w2632,0,87.3,92.3,2022-10-29T15:11:34.571Z,2022-10-30T02:08:48Z,3880412753,2,,3880412759,140,90.7,3880412763,212,14.7,3881504773,224,,3880412761,141,71.3,3882287805,178,,3881504775,72,,3880412757,56,Center,67qku7vyvbw76086eu05nowd1,R. Perraud,3880412765,213,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478862193,475,12,2,52,55,1c8m2ko0wxq1asfkuykurdr0y,1,8.8,29.3,2022-10-29T15:11:35.198Z,2022-10-30T02:08:51Z,3880413481,212,21.2,3880413475,56,Back,3880413477,140,28.6,3882287849,178,,3880413483,213,6.1,3880413479,141,22.9,,,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478862203,476,61,2,52,58,1c8m2ko0wxq1asfkuykurdr0y,0,28.7,23.6,2022-10-29T15:11:37.680Z,2022-10-30T02:08:59Z,3882287925,178,,3880413531,56,Back,,,,,,,,,,,,,,,,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478862283,500,49,2,53,1,d5ydtvt96bv7fq04yqm2w2632,1,70.6,76,2022-10-29T15:11:40.608Z,2022-10-30T02:09:13Z,,,,,,,,,,,,,,,,,,,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478862433,501,1,2,53,2,d5ydtvt96bv7fq04yqm2w2632,1,69.2,77.7,2022-10-29T15:11:41.959Z,2022-10-30T02:09:23Z,3880414695,141,78.5,3880414701,213,0.1,3880414691,56,Center,3882288277,178,,3880417161,210,15,3880414699,212,10.1,3880414693,140,78.8,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2478862441,502,15,2,53,6,d5ydtvt96bv7fq04yqm2w2632,1,91.5,74.8,2022-10-29T15:11:45.499Z,2022-10-30T02:09:23Z,3880417267,29,,3882288347,178,,3880415671,233,477,3880414765,64,,3880417285,103,10.8,3880414767,56,Center,3880417265,76,,3880417293,146,99.0,axnmil0bg1giwhoa31tks7ljp,S. Armstrong,3880417281,102,54.2,3880417297,147,3880417271,55,501,55.1,3880415613,72,,,3880414763,22,,,,,,,,,,,,,,,,,,,,,,,,
2478862469,477,10,2,53,6,1c8m2ko0wxq1asfkuykurdr0y,1,1,45.2,2022-10-29T15:11:46.016Z,2022-10-30T02:09:25Z,3881507115,376,,3880415741,233,502,3880414947,179,,3880414945,173,,3880414949,182,,3880414951,56,Back,,,,,,,8k88isvd2hwr5e4gn9oxzr2t,Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478862517,478,6,2,53,7,1c8m2ko0wxq1asfkuykurdr0y,0,6.5,35.1,2022-10-29T15:11:46.645Z,2022-10-30T02:09:28Z,3880415261,233,503,3880415159,56,Back,3880415161,73,,,,,,,,,,,,,,,,,8k88isvd2hwr5e4gn9oxzr2t,Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478862457,503,6,2,53,7,d5ydtvt96bv7fq04yqm2w2632,1,93.5,64.9,2022-10-29T15:11:46.645Z,2022-10-30T02:09:29Z,3880414895,73,,3880415241,233,478,3880414893,56,Center,,,,,,,,,,,,,,,,axnmil0bg1giwhoa31tks7ljp,S. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478863687,504,1,2,53,39,d5ydtvt96bv7fq04yqm2w2632,0,99.5,99.5,2022-10-29T15:12:18.419Z,2022-10-30T02:09:32Z,3880421105,213,4.5,3880421095,223,,3880421097,56,Center,3881507437,20,,3880421101,141,65.5,3882288485,178,,3880421089,2,,3880421091,6,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,3880421099,140,94.1,3880421103,212,3880421093,155,,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478863915,479,12,2,53,40,1c8m2ko0wxq1asfkuykurdr0y,1,4.8,42.5,2022-10-29T15:12:19.555Z,2022-10-30T02:09:35Z,3882288549,178,,3880422347,213,4.7,3880422345,212,19.6,3880422343,141,13.7,3880422341,140,4.8,3880422339,56,Back,,,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478863797,505,1,2,53,43,d5ydtvt96bv7fq04yqm2w2632,1,94.4,87.2,2022-10-29T15:12:22.988Z,2022-10-30T02:09:38Z,3880421687,212,7.4,3880421685,141,81.4,3880421689,213,3.7,3880421683,140,88.4,3882288605,178,,3880421681,56,Left,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478863937,506,1,2,53,45,d5ydtvt96bv7fq04yqm2w2632,0,88.6,80.6,2022-10-29T15:12:24.573Z,2022-10-30T02:09:41Z,3881508475,72,,3880422481,213,5.0,3880422475,212,26.2,3880422467,56,Center,3880422457,2,,3880422463,155,,3880422469,140,95.7,3880422471,141,43.7,37bmb84zex63yoipqwj01bcgl,J. Aribo,3881508473,224,,3882288687,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478863929,480,44,2,53,46,1c8m2ko0wxq1asfkuykurdr0y,1,4.8,55.3,2022-10-29T15:12:26.063Z,2022-10-30T03:04:07Z,3880422759,233,507,3880422433,285,,3880422431,56,Back,,,,,,,,,,,,,,,,3xthf6r5hvlx8oje4rqcs3it,L. Milivojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478863963,507,44,2,53,46,d5ydtvt96bv7fq04yqm2w2632,0,95.2,44.7,2022-10-29T15:12:26.064Z,2022-10-30T02:09:44Z,3880422935,233,480,3880422611,286,,3880422609,56,Center,,,,,,,,,,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478863953,481,12,2,53,46,1c8m2ko0wxq1asfkuykurdr0y,1,4.1,56.7,2022-10-29T15:12:26.164Z,2022-10-30T03:04:07Z,3880422565,213,5.6,3880422557,56,Back,3880422563,212,6.9,3880422559,140,9.3,3880422561,141,50.6,3880422631,15,,3882288769,388,,,,,3xthf6r5hvlx8oje4rqcs3it,L. Milivojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478864075,482,12,2,53,47,1c8m2ko0wxq1asfkuykurdr0y,1,8.5,52.5,2022-10-29T15:12:27.083Z,2022-10-30T02:09:56Z,3880423151,212,5.6,3880423139,56,Back,3882288885,178,,3880442075,15,,3880423143,140,6.7,3880423155,213,1.9,3880423147,141,60.2,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478864087,483,61,2,53,48,1c8m2ko0wxq1asfkuykurdr0y,1,6.6,60.9,2022-10-29T15:12:27.366Z,2022-10-30T02:10:03Z,3882288977,178,,3882288975,21,,3880423199,56,Back,,,,,,,,,,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478864113,509,15,2,53,49,d5ydtvt96bv7fq04yqm2w2632,1,87.8,39,2022-10-29T15:12:28.980Z,2022-10-30T02:10:06Z,3880439679,458,,3880423353,17,,3882289009,178,,3880439655,102,53.6,3880439693,231,47.3,3880437843,25,,3880439651,133,,3880437849,82,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,3880439669,328,,3880443429,233,3880439687,147,44.9,484,3880439645,76,,,3880439683,146,3880439691,230,98.4,3880437845,72,3880439659,103,3880423355,56,Center,,,92.8,,,19,,,,,,,,
2478864335,484,10,2,53,49,1c8m2ko0wxq1asfkuykurdr0y,1,7.4,54.6,2022-10-29T15:12:29.133Z,2022-10-30T02:10:13Z,3880424451,94,,3880443509,233,509,3880424455,56,Back,3882289087,178,,,,,,,,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478864869,511,61,2,53,50,d5ydtvt96bv7fq04yqm2w2632,1,93.6,55.7,2022-10-29T15:12:29.539Z,2022-10-30T02:10:20Z,3880427553,56,Center,3882289163,178,,,,,,,,,,,,,,,,,,,,6gymgqxnu2zavuxgp6amm3zkl,D. Ćaleta-Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
