id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/16/value
2472890391,9,1,1,0,17,6eqit8ye8aomdsrrq0hk3v7gh,1,5.8,86,2022-10-16T13:01:41.115Z,2022-10-16T23:51:23Z,3851275613,178,,3848834763,56,Back,3848834765,140,12.1,3848834767,141,94.4,3848834769,212,8.7,3848834771,213,0.7,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890411,10,1,1,0,18,6eqit8ye8aomdsrrq0hk3v7gh,1,12.2,94.4,2022-10-16T13:01:42.352Z,2022-10-16T23:51:26Z,3848834873,212,9.3,3848834875,213,3.9,3848834867,56,Back,3848834869,140,5.8,3848834871,141,84.9,3851275737,178,,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890449,11,1,1,0,20,6eqit8ye8aomdsrrq0hk3v7gh,1,5.4,84.9,2022-10-16T13:01:44.296Z,2022-10-16T23:51:30Z,3848835085,213,0.7,3848835077,56,Back,3848835083,212,11.0,3851275887,178,,3848835079,140,13.4,3848835081,141,95.4,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890471,12,1,1,0,23,6eqit8ye8aomdsrrq0hk3v7gh,1,13.3,95.3,2022-10-16T13:01:46.671Z,2022-10-16T23:51:36Z,3851276081,178,,3848835181,140,6.4,3848835179,56,Back,3848835187,213,3.9,3848835185,212,10.3,3848835183,141,84.6,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890563,13,1,1,0,24,6eqit8ye8aomdsrrq0hk3v7gh,1,6.4,84.6,2022-10-16T13:01:47.786Z,2022-10-16T23:51:40Z,3848835643,140,23.8,3848835645,141,87.6,3848835647,212,18.4,3848835641,56,Back,3848835649,213,0.1,3851276163,178,,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890587,14,1,1,0,28,6eqit8ye8aomdsrrq0hk3v7gh,1,37,89.1,2022-10-16T13:01:52.425Z,2022-10-16T23:51:45Z,3848835727,56,Back,3851276323,178,,3848835731,141,84.0,3848835735,213,5.9,3848835733,212,9.1,3848835729,140,45.0,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890649,15,1,1,0,29,6eqit8ye8aomdsrrq0hk3v7gh,1,45,84,2022-10-16T13:01:53.185Z,2022-10-16T23:51:49Z,3848836037,212,6.1,3851276417,178,,3848836035,141,92.9,3848836033,140,44.0,3848836039,213,1.7,3848836031,56,Back,,,,,,,h17s3qts1dz1zqjw19jazzkl,Cristiano Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890665,16,1,1,0,32,6eqit8ye8aomdsrrq0hk3v7gh,1,50.8,90.5,2022-10-16T13:01:56.235Z,2022-10-16T23:51:52Z,3851276477,178,,3848836119,212,10.2,3848836121,213,0.1,3848836113,56,Left,3848836115,140,60.5,3848836117,141,91.7,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890695,17,1,1,0,33,6eqit8ye8aomdsrrq0hk3v7gh,1,58.8,92.9,2022-10-16T13:01:57.458Z,2022-10-16T23:51:58Z,3848836295,56,Back,3848836297,140,44.6,3848836301,212,16.1,3848836299,141,84.0,3848836303,213,3.5,3851276615,178,,,,,,,,cv8egyrq9dlfgeamk6b7fdgq1,J. Sancho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890763,18,1,1,0,36,6eqit8ye8aomdsrrq0hk3v7gh,1,44.6,84,2022-10-16T13:02:00.034Z,2022-10-16T23:52:00Z,3851276737,178,,3848836661,140,34.3,3848836659,56,Back,3848836665,212,15.6,3848836667,213,3.9,3848836663,141,67.5,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890911,19,1,1,0,40,6eqit8ye8aomdsrrq0hk3v7gh,1,34.8,71.7,2022-10-16T13:02:03.771Z,2022-10-16T23:52:04Z,3848837423,141,47.6,3848837425,212,17.7,3848837427,213,4.3,3848837419,56,Back,3848837421,140,28.5,3851276867,178,,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890965,20,1,1,0,47,6eqit8ye8aomdsrrq0hk3v7gh,1,40.4,28.9,2022-10-16T13:02:10.987Z,2022-10-16T23:52:07Z,3848837701,56,Back,3848837709,213,3.9,3851276961,178,,3848837703,140,32.5,3848837705,141,16.9,3848837707,212,11.6,,,,,,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891065,21,1,1,0,49,6eqit8ye8aomdsrrq0hk3v7gh,1,32.5,17.6,2022-10-16T13:02:12.746Z,2022-10-16T23:52:11Z,3848838149,141,43.0,3851277103,178,,3848838151,212,17.6,3848838153,213,1.8,3848838145,56,Back,3848838147,140,29.4,,,,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891107,22,1,1,0,54,6eqit8ye8aomdsrrq0hk3v7gh,1,29.4,46.9,2022-10-16T13:02:18.276Z,2022-10-16T23:52:15Z,3848838401,141,30.2,3851277203,178,,3848838397,56,Back,3848838399,140,28.9,3848838403,212,11.4,3848838407,213,4.7,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891159,23,1,1,0,56,6eqit8ye8aomdsrrq0hk3v7gh,1,28,32.3,2022-10-16T13:02:19.938Z,2022-10-16T23:52:19Z,3848838673,56,Back,3848838677,141,49.0,3848838675,140,9.1,3851277309,178,,3848838679,212,22.9,3848838681,213,2.6,,,,,,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891255,24,1,1,0,59,6eqit8ye8aomdsrrq0hk3v7gh,1,9,48.8,2022-10-16T13:02:23.082Z,2022-10-16T23:52:23Z,3848839203,213,4.9,3848839197,140,15.4,3848839195,56,Back,3851277433,178,,3848839205,1,,3848839201,212,32.7,3848839199,141,1.7,,,,e00004wkpfc8jawioejmpu1n9,David de Gea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891285,25,1,1,1,6,6eqit8ye8aomdsrrq0hk3v7gh,1,17.2,11.2,2022-10-16T13:02:29.708Z,2022-10-16T23:52:26Z,3848839397,56,Back,3848839401,141,15.5,3851277507,178,,3848839409,213,0.1,3848839407,212,24.3,3848839399,140,40.2,,,,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891303,26,1,1,1,7,6eqit8ye8aomdsrrq0hk3v7gh,1,43.9,14.5,2022-10-16T13:02:31.042Z,2022-10-16T23:52:30Z,3848839493,213,2.3,3848839485,140,37.4,3848839481,56,Back,3848839489,141,26.0,3851277601,178,,3848839491,212,10.4,3848839509,156,,,,,v22q59d00b5v78rgx7v8z3vu,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891333,27,1,1,1,8,6eqit8ye8aomdsrrq0hk3v7gh,1,37.3,25.7,2022-10-16T13:02:32.371Z,2022-10-16T23:52:34Z,3848839649,213,0.4,3851277659,178,,3848839641,56,Center,3848839645,141,33.1,3848839647,212,14.4,3848839643,140,50.1,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891463,28,1,1,1,9,6eqit8ye8aomdsrrq0hk3v7gh,0,50.1,33.1,2022-10-16T13:02:33.048Z,2022-10-16T23:52:41Z,3848840229,141,0.0,3848840231,212,24.1,3851277865,178,,3848840233,213,4.4,3848840225,56,Back,3848840227,140,44.1,,,,,,,h17s3qts1dz1zqjw19jazzkl,Cristiano Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891647,3,5,1,1,11,7vn2i2kd35zuetw6b38gw9jsz,1,53.2,101.2,2022-10-16T13:02:35.438Z,2022-10-16T23:52:45Z,3848841207,56,Left,3848841241,233,29,3848841209,347,,,,,,,,,,,,,,,,,c589fk8pfqvbukvtdqu1yhjv9,Joelinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891469,29,5,1,1,11,6eqit8ye8aomdsrrq0hk3v7gh,0,46.8,-1.2,2022-10-16T13:02:35.438Z,2022-10-16T23:52:46Z,3848840253,56,Back,3848840255,347,,3848841251,233,3,,,,,,,,,,,,,,,,h17s3qts1dz1zqjw19jazzkl,Cristiano Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891695,4,1,1,1,27,7vn2i2kd35zuetw6b38gw9jsz,1,52.6,100,2022-10-16T13:02:50.906Z,2022-10-16T23:52:48Z,3848841543,140,21.8,3848841547,212,32.7,3848841545,141,93.6,3848841551,1,,3848841539,107,,3848841541,56,Back,3848841549,213,3.3,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891761,5,1,1,1,31,7vn2i2kd35zuetw6b38gw9jsz,1,21.6,93.3,2022-10-16T13:02:54.763Z,2022-10-16T23:52:52Z,3848841879,212,29.7,3848841881,213,4.3,3851278221,178,,3848841877,141,53.6,3848841875,140,9.8,3848841873,56,Back,,,,,,,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891871,6,1,1,1,34,7vn2i2kd35zuetw6b38gw9jsz,0,9.8,52.1,2022-10-16T13:02:58.147Z,2022-10-16T23:52:56Z,3848842459,212,78.9,3848842463,213,6.2,3848842451,56,Center,3850134167,157,,3848842469,1,,3848842455,141,46.6,3848842453,140,84.9,3851278351,178,,9s9i1a7hdq5bud8ma2dqi295h,N. Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891969,30,52,1,1,47,6eqit8ye8aomdsrrq0hk3v7gh,1,12.5,60.3,2022-10-16T13:03:10.837Z,2022-10-16T23:53:03Z,3851278469,178,,3850134365,376,,,,,,,,,,,,,,,,,,,,e00004wkpfc8jawioejmpu1n9,David de Gea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472892125,31,1,1,1,48,6eqit8ye8aomdsrrq0hk3v7gh,1,14.8,49.9,2022-10-16T13:03:12.054Z,2022-10-16T23:53:17Z,3848843665,56,Back,3848843667,140,42.2,3848843675,1,,3848843671,212,35.4,3848843669,141,19.6,3851278763,178,,3848843693,287,,3848843663,123,,e00004wkpfc8jawioejmpu1n9,David de Gea,3848844115,189,3848843673,213,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472892189,32,1,1,1,53,6eqit8ye8aomdsrrq0hk3v7gh,1,60.2,23.2,2022-10-16T13:03:17.387Z,2022-10-16T23:53:24Z,3848844063,213,1.3,3848844065,1,,3848844059,141,90.2,3851278901,178,,3848844061,212,47.4,3848844053,196,,3848844055,56,Left,3848844057,140,72.5,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472892287,33,1,1,1,59,6eqit8ye8aomdsrrq0hk3v7gh,0,86.3,69.6,2022-10-16T13:03:23.430Z,2022-10-16T23:53:30Z,3848844583,213,5.0,3848844575,56,Center,3848844577,140,89.8,3851278981,178,,3848844579,141,53.4,3848844581,212,11.6,,,,,,,cv8egyrq9dlfgeamk6b7fdgq1,J. Sancho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472892297,7,12,1,2,0,7vn2i2kd35zuetw6b38gw9jsz,1,9.8,39.6,2022-10-16T13:03:23.977Z,2022-10-16T23:53:35Z,3848845469,141,44.7,3848845471,212,6.2,3851279093,178,,3848844619,56,Back,3848845473,213,0.6,3848845467,140,14.7,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472892363,34,1,1,2,1,6eqit8ye8aomdsrrq0hk3v7gh,1,86.2,51.2,2022-10-16T13:03:25.209Z,2022-10-16T23:53:43Z,3851279159,178,,3848845713,154,,3848844969,56,Center,3848844971,140,81.3,3848844973,141,61.7,3848844977,213,2.2,3848844975,212,8.8,3848845711,210,13,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472892395,36,13,1,2,2,6eqit8ye8aomdsrrq0hk3v7gh,1,81.3,61.7,2022-10-16T13:03:26.097Z,2022-10-16T23:53:43Z,3848845753,154,,3848845125,56,Center,3848845121,22,,3848845763,215,,3851279243,178,,3848845123,18,,3848845769,231,51.3,3848845755,55,34,dubi41xs74u89icfnn80vxx3p,Fred,3848845761,103,3848845267,72,,,26.4,3848845749,73,3848845767,230,99.3,3848845765,328,3848845759,102,63.2,3848845751,29,,,,,,,,,,,,,,
2472892329,8,5,1,2,3,7vn2i2kd35zuetw6b38gw9jsz,1,-1,41.6,2022-10-16T13:03:26.816Z,2022-10-16T23:53:51Z,3848844785,346,,3848845097,233,35,3848844783,56,Back,,,,,,,,,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472892375,35,5,1,2,3,6eqit8ye8aomdsrrq0hk3v7gh,0,101,58.4,2022-10-16T13:03:26.816Z,2022-10-16T23:53:51Z,3848845181,233,8,3848845025,56,Center,3848845027,346,,,,,,,,,,,,,,,,,dubi41xs74u89icfnn80vxx3p,Fred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472892935,9,1,1,2,32,7vn2i2kd35zuetw6b38gw9jsz,0,5,45.5,2022-10-16T13:03:56.161Z,2022-10-16T23:53:54Z,3848847863,141,18.4,3848847859,56,Right,3848847867,213,6.0,3848847865,212,61.0,3848847861,140,60.4,3848847857,124,,3848847869,1,,3848847871,74,,9s9i1a7hdq5bud8ma2dqi295h,N. Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472892975,37,49,1,2,35,6eqit8ye8aomdsrrq0hk3v7gh,1,36.4,80.6,2022-10-16T13:03:58.956Z,2022-10-16T23:53:57Z,,,,,,,,,,,,,,,,,,,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472892991,38,1,1,2,36,6eqit8ye8aomdsrrq0hk3v7gh,0,36.8,81.3,2022-10-16T13:04:00.178Z,2022-10-16T23:54:00Z,3851279671,178,,3848848125,141,77.7,3848848127,212,3.5,3848848123,140,39.2,3848848131,213,5.5,3848848121,56,Back,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472892981,10,61,1,2,36,7vn2i2kd35zuetw6b38gw9jsz,1,55,17.2,2022-10-16T13:04:00.235Z,2022-10-16T23:54:04Z,3851279823,178,,3848848077,56,Right,3851279817,21,,,,,,,,,,,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473351279,902,67,1,2,37,6eqit8ye8aomdsrrq0hk3v7gh,1,63.7,86.9,2022-10-16T13:04:01.620Z,2022-10-17T01:08:47Z,3851323563,233,686,,,,,,,,,,,,,,,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473351273,686,67,1,2,37,7vn2i2kd35zuetw6b38gw9jsz,0,36.3,13.1,2022-10-16T13:04:01.621Z,2022-10-17T00:24:55Z,3851323577,233,902,,,,,,,,,,,,,,,,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472893035,39,1,1,2,37,6eqit8ye8aomdsrrq0hk3v7gh,0,61.8,86.6,2022-10-16T13:04:01.624Z,2022-10-17T01:08:48Z,3848848399,141,81.8,3848848403,213,4.3,3851279939,178,,3848848401,212,3.6,3848848397,140,60.4,3848848395,56,Left,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472893045,11,49,1,2,38,7vn2i2kd35zuetw6b38gw9jsz,1,42,11,2022-10-16T13:04:01.952Z,2022-10-16T23:54:15Z,,,,,,,,,,,,,,,,,,,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472893165,12,1,1,2,39,7vn2i2kd35zuetw6b38gw9jsz,1,41.9,11,2022-10-16T13:04:03.026Z,2022-10-16T23:54:18Z,3848849001,213,2.9,3848848993,141,16.6,3848848989,56,Back,3848848997,212,16.3,3848848991,140,26.8,3851280225,178,,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472893235,13,1,1,2,44,7vn2i2kd35zuetw6b38gw9jsz,1,25.1,19.1,2022-10-16T13:04:08.505Z,2022-10-16T23:54:22Z,3848849303,141,51.0,3848849299,56,Back,3848849307,213,1.9,3848849305,212,22.9,3848849301,140,18.2,3851280311,178,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472893325,14,1,1,2,48,7vn2i2kd35zuetw6b38gw9jsz,1,18.6,51.5,2022-10-16T13:04:12.155Z,2022-10-16T23:54:25Z,3851280369,178,,3848849705,213,5.2,3848849707,1,,3848849703,212,33.5,3848849695,155,,3848849697,56,Back,3848849699,140,32.6,3848849701,141,7.3,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
