id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/14/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2498511187,10,5,1,0,12,1c8m2ko0wxq1asfkuykurdr0y,0,62.8,-1.8,2023-01-18T20:01:15.876Z,2023-01-19T03:58:50Z,3983923351,233,5,3983911941,347,,3983911939,56,Right,,,,,,,,,,,,,,,,ezrn62nekq3wpw1qs1yu1ezmd,N. Clyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511291,6,1,1,0,23,6eqit8ye8aomdsrrq0hk3v7gh,1,36.3,100,2023-01-18T20:01:27.749Z,2023-01-19T03:58:54Z,3983912465,140,17.9,3983912473,1,,3983912463,56,Back,3983912467,141,88.6,3983912461,107,,3983912471,213,3.6,3983912469,212,21.3,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511303,7,1,1,0,33,6eqit8ye8aomdsrrq0hk3v7gh,1,37.8,34.8,2023-01-18T20:01:36.926Z,2023-01-19T03:59:01Z,3983912563,212,19.2,3984264961,178,,3983912565,213,5.0,3983912557,56,Back,3983912559,140,43.5,3983912561,141,8.0,,,,,,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511319,8,1,1,0,36,6eqit8ye8aomdsrrq0hk3v7gh,1,46.6,7.1,2023-01-18T20:01:40.294Z,2023-01-19T03:59:06Z,3983912663,212,10.6,3983912683,233,11,3983912665,213,0.7,3983912657,56,Right,3983912659,140,54.0,3984264997,178,,3983912661,141,17.6,,,,e1t5rgvs2hwnldts6vn8agzc9,A. Wan-Bissaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511325,9,50,1,0,37,6eqit8ye8aomdsrrq0hk3v7gh,1,56.8,18.5,2023-01-18T20:01:41.375Z,2023-01-19T03:59:27Z,3983930221,286,,3983953375,233,11,3983912699,56,Right,,,,,,,,,,,,,,,,v22q59d00b5v78rgx7v8z3vu,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511317,11,7,1,0,37,1c8m2ko0wxq1asfkuykurdr0y,0,43.2,81.5,2023-01-18T20:01:41.577Z,2023-01-19T03:59:32Z,3984265095,178,,3984164405,383,,3983953259,233,9,3983912651,285,,3983912649,56,Back,,,,,,,,,,dbebh5mvzowjrp7h4qvzxvaol,W. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498518667,198,1,1,0,38,6eqit8ye8aomdsrrq0hk3v7gh,1,54.4,14.9,2023-01-18T20:01:42.425Z,2023-01-19T03:59:36Z,3983954299,212,7.5,3984265121,178,,3983954293,56,Center,3983954295,140,57.7,3983954301,213,1.1,3983954297,141,24.6,,,,,,,v22q59d00b5v78rgx7v8z3vu,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511331,10,1,1,0,39,6eqit8ye8aomdsrrq0hk3v7gh,1,57,23.5,2023-01-18T20:01:43.838Z,2023-01-19T03:59:41Z,3983912729,56,Right,3983912737,213,5.7,3984265161,178,,3983912731,140,75.4,3983912733,141,5.4,3983912735,212,22.9,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511335,11,1,1,0,43,6eqit8ye8aomdsrrq0hk3v7gh,1,79.7,12.9,2023-01-18T20:01:47.644Z,2023-01-19T03:59:46Z,3983912751,212,5.7,3983912749,141,20.7,3983912747,140,77.8,3984265181,178,,3983912745,56,Right,3983912753,213,1.9,,,,,,,e1t5rgvs2hwnldts6vn8agzc9,A. Wan-Bissaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511337,12,1,1,0,45,6eqit8ye8aomdsrrq0hk3v7gh,1,75.5,17.9,2023-01-18T20:01:49.781Z,2023-01-19T03:59:49Z,3983912783,141,10.3,3983912785,212,7.1,3983912787,213,5.5,3983912779,56,Right,3983912781,140,80.2,3984265207,178,,,,,,,,v22q59d00b5v78rgx7v8z3vu,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511343,13,1,1,0,48,6eqit8ye8aomdsrrq0hk3v7gh,0,90.7,7.6,2023-01-18T20:01:51.923Z,2023-01-19T03:59:57Z,3983912837,213,1.0,3983912827,155,,3983912831,140,91.2,3983912829,56,Right,3984166209,20,,3983912825,2,,3984265241,178,,3983912835,212,1.0,e1t5rgvs2hwnldts6vn8agzc9,A. Wan-Bissaka,3983912833,141,8.8,3984166207,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511347,12,61,1,0,48,1c8m2ko0wxq1asfkuykurdr0y,1,13.4,83.3,2023-01-18T20:01:52.008Z,2023-01-19T03:59:59Z,3983912877,56,Back,3984265261,178,,,,,,,,,,,,,,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511357,13,12,1,0,50,1c8m2ko0wxq1asfkuykurdr0y,1,6.5,48.9,2023-01-18T20:01:53.894Z,2023-01-19T04:00:05Z,3984265295,388,,3983912941,213,1.7,3983912933,56,Back,3983912935,140,3.6,3983912939,212,19.1,3983912943,15,,3983912937,141,76.6,,,,5nsag404623qznyyizl8yuwkq,C. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511377,14,12,1,0,51,1c8m2ko0wxq1asfkuykurdr0y,1,3.6,76.6,2023-01-18T20:01:55.807Z,2023-01-19T04:00:08Z,3983913029,212,7.2,3983913031,213,0.6,3983913027,141,82.2,3984265325,388,,3983913023,56,Back,3983913033,15,,3983913025,140,9.4,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511379,14,61,1,0,53,6eqit8ye8aomdsrrq0hk3v7gh,0,90.1,14.9,2023-01-18T20:01:56.903Z,2023-01-19T04:00:15Z,3983913037,56,Right,3984265359,178,,,,,,,,,,,,,,,,,,,,e1t5rgvs2hwnldts6vn8agzc9,A. Wan-Bissaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511389,15,49,1,0,54,1c8m2ko0wxq1asfkuykurdr0y,1,11.5,74.3,2023-01-18T20:01:58.531Z,2023-01-19T04:00:19Z,,,,,,,,,,,,,,,,,,,,,,,,,dbebh5mvzowjrp7h4qvzxvaol,W. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511413,16,1,1,0,54,1c8m2ko0wxq1asfkuykurdr0y,1,11.5,74.3,2023-01-18T20:01:58.551Z,2023-01-19T04:00:29Z,3983913181,141,72.3,3983913193,1,,3983913187,212,33.3,3983913177,140,43.2,3984265395,178,,3983913173,157,,3983913175,56,Back,3983913191,213,6.2,dbebh5mvzowjrp7h4qvzxvaol,W. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511421,17,50,1,0,57,1c8m2ko0wxq1asfkuykurdr0y,1,43.6,79.3,2023-01-18T20:02:01.227Z,2023-01-19T04:00:38Z,3983913225,56,Back,3983913227,286,,3983920887,233,15,,,,,,,,,,,,,,,,djgqihf08sxqh0zt2xe2xzv1l,J. Mateta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511411,15,7,1,0,57,6eqit8ye8aomdsrrq0hk3v7gh,0,56.4,20.7,2023-01-18T20:02:01.285Z,2023-01-19T04:00:41Z,3984166375,385,,3984265439,178,,3983920863,233,17,3983913171,285,,3983913169,56,Right,,,,,,,,,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511435,18,1,1,0,58,1c8m2ko0wxq1asfkuykurdr0y,0,39.8,75.4,2023-01-18T20:02:02.836Z,2023-01-19T04:00:45Z,3983913301,141,93.0,3983913297,56,Back,3984265457,178,,3983913305,213,1.0,3983913303,212,13.9,3983913299,140,46.5,,,,,,,dbebh5mvzowjrp7h4qvzxvaol,W. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511433,16,49,1,1,0,6eqit8ye8aomdsrrq0hk3v7gh,1,57.7,5.5,2023-01-18T20:02:03.990Z,2023-01-19T04:00:48Z,,,,,,,,,,,,,,,,,,,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511461,17,1,1,1,1,6eqit8ye8aomdsrrq0hk3v7gh,0,59,4,2023-01-18T20:02:05.580Z,2023-01-19T04:00:53Z,3983913437,155,,3983913443,141,32.8,3984265489,178,,3983913447,213,0.7,3983913439,56,Center,3983913445,212,31.3,3983913441,140,82.3,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511475,19,44,1,1,3,1c8m2ko0wxq1asfkuykurdr0y,1,17.6,65.1,2023-01-18T20:02:07.819Z,2023-01-19T07:02:19Z,3983924485,233,18,3983913497,56,Back,3983913499,285,,,,,,,,,,,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511467,18,44,1,1,3,6eqit8ye8aomdsrrq0hk3v7gh,0,82.4,34.9,2023-01-18T20:02:07.820Z,2023-01-19T04:00:58Z,3983913469,286,,3983913467,56,Center,3983924481,233,19,,,,,,,,,,,,,,,,57btqxe5sy3ygzxpp55p4umdx,W. Weghorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498518957,187,1,1,1,4,1c8m2ko0wxq1asfkuykurdr0y,1,20.8,69.5,2023-01-18T20:02:07.869Z,2023-01-19T07:02:19Z,3983955669,213,5.5,3983955667,212,11.6,3983955659,3,,3983955661,56,Back,3984265525,388,,3983955663,140,28.9,3983955665,141,57.9,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511471,19,43,1,1,6,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2023-01-18T20:02:10.079Z,2023-01-18T20:19:36Z,3983913481,213,2.3,3983913479,212,8.6,3983913477,141,43.6,3983913471,3,0,3983913473,56,Center,3983955059,144,1,3983913475,140,78.0,,,,57btqxe5sy3ygzxpp55p4umdx,W. Weghorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511483,20,49,1,1,6,1c8m2ko0wxq1asfkuykurdr0y,1,26.3,53.3,2023-01-18T20:02:10.370Z,2023-01-19T04:01:05Z,,,,,,,,,,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511493,21,1,1,1,6,1c8m2ko0wxq1asfkuykurdr0y,0,26.3,53.3,2023-01-18T20:02:10.412Z,2023-01-19T04:01:07Z,3983913593,212,17.8,3983913587,56,Back,3983913589,140,34.3,3983913595,213,1.1,3984265547,178,,3983913591,141,76.4,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511501,20,61,1,1,8,6eqit8ye8aomdsrrq0hk3v7gh,1,69.7,24.7,2023-01-18T20:02:12.813Z,2023-01-19T04:01:16Z,3984265593,178,,3983913635,56,Center,,,,,,,,,,,,,,,,,,,e1t5rgvs2hwnldts6vn8agzc9,A. Wan-Bissaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511535,21,1,1,1,11,6eqit8ye8aomdsrrq0hk3v7gh,1,61.6,11.1,2023-01-18T20:02:15.507Z,2023-01-19T04:01:23Z,3983913811,212,5.7,3983913805,56,Right,3983913809,141,19.4,3984265613,178,,3983913813,213,1.7,3983913807,140,60.7,,,,,,,v22q59d00b5v78rgx7v8z3vu,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511549,22,1,1,1,12,6eqit8ye8aomdsrrq0hk3v7gh,1,61,19.4,2023-01-18T20:02:16.286Z,2023-01-19T04:01:30Z,3983913891,141,31.0,3984265637,178,,3983913895,213,1.2,3983913889,140,63.6,3983913887,56,Center,3983913893,212,8.3,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511565,23,1,1,1,15,6eqit8ye8aomdsrrq0hk3v7gh,1,67,34,2023-01-18T20:02:18.990Z,2023-01-19T04:01:38Z,3983913973,212,11.1,3983913975,213,1.8,3983913967,56,Center,3984265667,178,,3983913971,141,50.0,3983913969,140,64.9,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511585,24,1,1,1,16,6eqit8ye8aomdsrrq0hk3v7gh,1,67,42.5,2023-01-18T20:02:20.762Z,2023-01-19T04:01:44Z,3983914093,140,78.5,3983914095,141,11.4,3983914099,213,5.2,3983914091,56,Right,3984265699,178,,3983914097,212,24.4,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511597,25,1,1,1,20,6eqit8ye8aomdsrrq0hk3v7gh,1,76.9,9.4,2023-01-18T20:02:24.178Z,2023-01-19T04:01:50Z,3984265723,178,,3983914149,56,Right,3983914157,213,1.8,3983914151,140,75.8,3983914153,141,17.9,3983914155,212,5.9,,,,,,,v22q59d00b5v78rgx7v8z3vu,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511629,26,1,1,1,21,6eqit8ye8aomdsrrq0hk3v7gh,1,75.8,18,2023-01-18T20:02:25.137Z,2023-01-19T04:01:58Z,3983914297,212,8.7,3983914291,56,Right,3983914299,213,4.3,3983914295,141,6.2,3983914293,140,72.6,3984265743,178,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511643,27,1,1,1,24,6eqit8ye8aomdsrrq0hk3v7gh,1,75.3,7.7,2023-01-18T20:02:28.493Z,2023-01-19T04:02:01Z,3984265757,178,,3983914397,56,Right,3983914405,213,0.8,3983914399,140,78.7,3983914403,212,5.3,3983914401,141,13.4,,,,,,,v22q59d00b5v78rgx7v8z3vu,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511647,28,1,1,1,25,6eqit8ye8aomdsrrq0hk3v7gh,1,78.7,12.5,2023-01-18T20:02:29.593Z,2023-01-19T04:02:07Z,3984265783,178,,3983914433,140,72.9,3983914435,141,3.7,3983914439,213,3.9,3984033745,156,,3983914431,56,Right,3983914437,212,8.5,,,,e1t5rgvs2hwnldts6vn8agzc9,A. Wan-Bissaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511651,29,1,1,1,26,6eqit8ye8aomdsrrq0hk3v7gh,0,72.9,4.1,2023-01-18T20:02:30.677Z,2023-01-19T04:02:12Z,3984265815,178,,3983914455,213,0.4,3983914453,212,3.4,3983914451,141,5.9,3983914449,140,75.9,3983914447,56,Right,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511665,22,8,1,1,27,1c8m2ko0wxq1asfkuykurdr0y,1,20.7,96.2,2023-01-18T20:02:30.933Z,2023-01-19T04:02:19Z,3983914545,56,Back,3984265843,178,,3984167657,385,,,,,,,,,,,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511669,23,5,1,1,28,1c8m2ko0wxq1asfkuykurdr0y,0,27.2,101.7,2023-01-18T20:02:31.877Z,2023-01-19T04:02:22Z,3983914553,347,,3983924325,233,30,3983914551,56,Back,,,,,,,,,,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511667,30,5,1,1,28,6eqit8ye8aomdsrrq0hk3v7gh,1,72.8,-1.7,2023-01-18T20:02:31.877Z,2023-01-19T04:02:23Z,3983914549,347,,3983914547,56,Right,3983924317,233,23,,,,,,,,,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
