id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,assist,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value
2469636923,4,49,1,0,8,48gk2hpqtsl6p9sx9kjhaydq4,1,57.1,14.1,2022-10-09T13:01:19.786Z,2022-10-09T21:21:39Z,,,,,,,,,,,,,,,,,,,,,,,,,6q6i9x4w4vcdwwmiwq8k6sixh,P. Bamford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470079595,914,67,1,0,8,48gk2hpqtsl6p9sx9kjhaydq4,1,60.7,12,2022-10-09T13:01:19.787Z,2022-10-09T22:27:39Z,3833928079,233,1038,,,,,,,,,,,,,,,,,,,,,,6q6i9x4w4vcdwwmiwq8k6sixh,P. Bamford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470079589,1038,67,1,0,8,1c8m2ko0wxq1asfkuykurdr0y,0,39.3,88,2022-10-09T13:01:19.788Z,2022-10-09T22:04:54Z,3833928087,233,914,,,,,,,,,,,,,,,,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636963,5,1,1,0,8,48gk2hpqtsl6p9sx9kjhaydq4,1,59.1,11.6,2022-10-09T13:01:19.793Z,2022-10-09T22:27:39Z,3831509931,56,Right,3831509935,141,16.3,3831509937,212,4.1,3833771541,388,,3831509933,140,56.7,3831509947,156,,3831509939,213,2.2,,,,6q6i9x4w4vcdwwmiwq8k6sixh,P. Bamford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636977,6,1,1,0,9,48gk2hpqtsl6p9sx9kjhaydq4,0,56.5,18.6,2022-10-09T13:01:21.248Z,2022-10-09T21:21:53Z,3833772233,178,,3831509999,213,5.9,3831509993,140,63.8,3831509995,141,13.8,3831509991,56,Right,3831509997,212,8.3,,,,,,,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636961,6,8,1,0,10,1c8m2ko0wxq1asfkuykurdr0y,1,35.6,84.8,2022-10-09T13:01:21.874Z,2022-10-09T21:22:05Z,3831509929,56,Back,3833773053,178,,3832536503,383,,,,,,,,,,,,,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636981,7,49,1,0,10,1c8m2ko0wxq1asfkuykurdr0y,1,35.5,84.6,2022-10-09T13:01:22.660Z,2022-10-09T21:22:14Z,,,,,,,,,,,,,,,,,,,,,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637065,8,1,1,0,13,1c8m2ko0wxq1asfkuykurdr0y,1,35.7,66.3,2022-10-09T13:01:24.971Z,2022-10-09T21:22:17Z,3833773985,178,,3831510461,140,45.8,3831510465,212,25.9,3831510467,213,5.1,3831510459,56,Back,3831510463,141,31.6,,,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637123,9,1,1,0,14,1c8m2ko0wxq1asfkuykurdr0y,1,45.5,30.8,2022-10-09T13:01:26.535Z,2022-10-09T21:22:23Z,3831510737,141,19.1,3831510735,140,37.6,3831510733,56,Back,3833774375,178,,3831510741,213,3.9,3831510739,212,11.5,,,,,,,9c927a1i8iqblent14xat7aad,J. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637159,10,1,1,0,19,1c8m2ko0wxq1asfkuykurdr0y,1,43.2,13.3,2022-10-09T13:01:31.066Z,2022-10-09T21:22:27Z,3831510953,213,6.1,3833774771,178,,3831510949,141,9.2,3831510951,212,13.1,3831510947,140,55.4,3831510945,56,Right,,,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637275,11,1,1,0,22,1c8m2ko0wxq1asfkuykurdr0y,1,55.3,11.9,2022-10-09T13:01:34.067Z,2022-10-09T21:22:31Z,3831511435,140,42.5,3831511437,141,17.9,3831511433,56,Back,3831511441,213,2.8,3833774985,178,,3831511439,212,14.0,,,,,,,9c927a1i8iqblent14xat7aad,J. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469830437,909,50,1,0,24,1c8m2ko0wxq1asfkuykurdr0y,1,30.4,12,2022-10-09T13:01:36.542Z,2022-10-09T21:22:43Z,3832536635,56,Back,3833510681,233,7,3832536639,285,,,,,,,,,,,,,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637255,7,7,1,0,25,48gk2hpqtsl6p9sx9kjhaydq4,0,69.6,88,2022-10-09T13:01:37.074Z,2022-10-09T21:22:49Z,3831511341,56,Left,3832536659,383,,3833510675,233,909,3832536575,286,,3833776127,178,,,,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637313,12,1,1,0,26,1c8m2ko0wxq1asfkuykurdr0y,1,36.5,19,2022-10-09T13:01:38.499Z,2022-10-09T21:22:53Z,3831511645,212,14.7,3831511641,140,22.5,3831511647,213,3.2,3831511639,56,Back,3831511643,141,18.8,3833776453,178,,,,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637353,13,1,1,0,27,1c8m2ko0wxq1asfkuykurdr0y,1,22.5,18.8,2022-10-09T13:01:39.562Z,2022-10-09T21:22:58Z,3831511823,140,34.0,3831511825,141,26.8,3831511821,56,Back,3831511827,212,13.2,3833776679,178,,3831511829,213,0.4,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637393,14,1,1,0,28,1c8m2ko0wxq1asfkuykurdr0y,0,34,26.8,2022-10-09T13:01:40.271Z,2022-10-09T21:23:02Z,3831512035,56,Back,3831512037,140,35.6,3831512043,212,15.1,3831512039,141,4.7,3833776869,178,,3831512045,213,4.8,,,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637309,8,43,1,0,31,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2022-10-09T13:01:43.488Z,2022-10-09T13:02:08Z,3831514451,144,8,3831511635,56,Left,,,,,,,,,,,,,,,,,,,4r6jcuotjs6rz8iwu20996z85,Marc Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637339,9,1,1,0,31,48gk2hpqtsl6p9sx9kjhaydq4,0,60.7,95,2022-10-09T13:01:43.542Z,2022-10-09T21:23:06Z,3833777133,388,,3831511761,213,5.6,3831511759,212,12.6,3831511751,3,,3831511755,140,70.3,3831511757,141,83.9,3831511753,56,Left,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637501,15,1,1,0,34,1c8m2ko0wxq1asfkuykurdr0y,1,30.5,17.6,2022-10-09T13:01:45.809Z,2022-10-09T21:23:11Z,3831512551,155,,3831512555,140,41.9,3831512557,141,16.1,3831512553,56,Back,3831512561,213,6.2,3833777497,178,,3831512559,212,12.0,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637513,16,1,1,0,35,1c8m2ko0wxq1asfkuykurdr0y,1,41.4,17,2022-10-09T13:01:47.091Z,2022-10-09T21:23:46Z,3831512617,56,Back,3833779775,178,,3831512621,141,27.2,3831512625,213,2.2,3831512619,140,36.5,3831512623,212,8.6,,,,,,,9c927a1i8iqblent14xat7aad,J. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637649,17,1,1,0,36,1c8m2ko0wxq1asfkuykurdr0y,1,36.5,27.2,2022-10-09T13:01:48.160Z,2022-10-09T21:23:50Z,3831513211,56,Center,3831513215,141,37.4,3831513217,212,20.6,3831513213,140,55.0,3833780109,178,,3831513219,213,0.3,,,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637657,18,61,1,0,39,1c8m2ko0wxq1asfkuykurdr0y,0,57.8,31.9,2022-10-09T13:01:51.657Z,2022-10-09T21:23:59Z,3831513251,56,Center,3833780747,178,,,,,,,,,,,,,,,,,,,,c9pmcoyzgtgcnlc63cl4283bp,O. Édouard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637533,10,49,1,0,40,48gk2hpqtsl6p9sx9kjhaydq4,1,44.7,83.3,2022-10-09T13:01:52.361Z,2022-10-09T21:24:04Z,,,,,,,,,,,,,,,,,,,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637675,11,3,1,0,42,48gk2hpqtsl6p9sx9kjhaydq4,1,48.4,82.6,2022-10-09T13:01:53.822Z,2022-10-09T21:24:18Z,3833781865,178,,3831513349,286,,3831513465,233,19,3832536873,465,,3831513347,56,Back,,,,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637693,19,45,1,0,42,1c8m2ko0wxq1asfkuykurdr0y,0,51.6,17.4,2022-10-09T13:01:53.822Z,2022-10-09T21:24:19Z,3831513403,56,Right,3831513405,285,,3831513491,233,11,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637689,12,1,1,0,43,48gk2hpqtsl6p9sx9kjhaydq4,0,52.5,94.7,2022-10-09T13:01:54.804Z,2022-10-09T21:24:23Z,3831513379,140,53.0,3831513385,213,0.0,3831513381,141,94.7,3831513603,286,,3831513599,233,20,3831513383,212,0.5,3833782197,178,,3831513597,236,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,3831513377,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637723,20,74,1,0,43,1c8m2ko0wxq1asfkuykurdr0y,1,46.8,5.6,2022-10-09T13:01:54.847Z,2022-10-09T21:24:28Z,3831513537,56,Back,3833782485,178,,3831513543,285,,3831513629,233,12,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637961,13,5,1,0,44,48gk2hpqtsl6p9sx9kjhaydq4,1,52.8,101.2,2022-10-09T13:01:56.088Z,2022-10-09T21:24:32Z,3831514647,347,,3831514693,233,21,3831514643,56,Left,,,,,,,,,,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637747,21,5,1,0,44,1c8m2ko0wxq1asfkuykurdr0y,0,47.2,-1.2,2022-10-09T13:01:56.088Z,2022-10-09T21:24:33Z,3831514701,233,13,3831513643,347,,3831513639,56,Back,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638031,14,1,1,1,0,48gk2hpqtsl6p9sx9kjhaydq4,1,47.9,100,2022-10-09T13:02:12.535Z,2022-10-09T21:24:37Z,3831514999,141,90.6,3831515003,213,5.5,3831514993,107,,3831514995,56,Left,3831515001,212,10.7,3831514997,140,55.1,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638067,15,1,1,1,2,48gk2hpqtsl6p9sx9kjhaydq4,1,55.1,90.6,2022-10-09T13:02:13.753Z,2022-10-09T21:24:42Z,3831515189,212,7.4,3831517837,156,,3833783221,178,,3831515183,56,Back,3831515187,141,95.6,3831515191,213,2.7,3831515185,140,48.8,,,,4hmivvhmplqof776e9tbqg251,Rodrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470064491,943,43,1,1,4,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-10-09T13:02:15.994Z,2022-10-09T22:05:04Z,3833838675,399,222694,3833928553,144,83,,,,,,,,,,,,,,,,,,,9c927a1i8iqblent14xat7aad,J. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470079809,1041,83,1,1,4,1c8m2ko0wxq1asfkuykurdr0y,1,53.1,5.5,2022-10-09T13:02:16.002Z,2022-10-09T22:05:35Z,3833929399,399,222694,,,,,,,,,,,,,,,,,,,,,,9c927a1i8iqblent14xat7aad,J. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638155,16,1,1,1,4,48gk2hpqtsl6p9sx9kjhaydq4,1,46.8,95.4,2022-10-09T13:02:16.008Z,2022-10-09T21:24:47Z,3831515657,141,89.9,3831515655,140,43.7,3831515653,56,Back,3831515661,213,4.0,3833783589,178,,3831515659,212,5.0,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638185,17,1,1,1,5,48gk2hpqtsl6p9sx9kjhaydq4,1,43,88,2022-10-09T13:02:17.586Z,2022-10-09T21:24:52Z,3831515787,213,0.5,3831515781,140,46.9,3831515785,212,4.6,3831515779,56,Back,3831515783,141,91.1,3833783893,178,,,,,,,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469689777,343,1,1,1,7,48gk2hpqtsl6p9sx9kjhaydq4,1,47.7,89.4,2022-10-09T13:02:19.303Z,2022-10-09T21:24:55Z,3831787285,213,6.1,3831787281,141,85.1,3831787279,140,63.4,3831787283,212,16.7,3831787277,56,Left,3833784013,178,,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469689983,344,1,1,1,8,48gk2hpqtsl6p9sx9kjhaydq4,0,63.3,84.4,2022-10-09T13:02:19.910Z,2022-10-09T21:25:00Z,3831788797,156,,3833784243,178,,3831788459,212,12.1,3831788463,213,3.0,3831788449,56,Left,3831788457,141,86.6,3831788453,140,51.9,,,,6q6i9x4w4vcdwwmiwq8k6sixh,P. Bamford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638177,22,4,1,1,9,1c8m2ko0wxq1asfkuykurdr0y,1,42.4,8.4,2022-10-09T13:02:21.090Z,2022-10-09T21:25:04Z,3831515743,13,,3831515745,56,Back,3831515747,152,,3831515751,286,,3831515749,265,,3831677469,233,18,,,,,,,9c927a1i8iqblent14xat7aad,J. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638189,18,4,1,1,9,48gk2hpqtsl6p9sx9kjhaydq4,0,57.6,91.6,2022-10-09T13:02:21.091Z,2022-10-09T21:25:04Z,3831515801,152,,3831515797,13,,3831515803,265,,3831677473,233,22,3831677439,285,,3833784471,178,,3831515799,56,Left,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638259,23,1,1,1,13,1c8m2ko0wxq1asfkuykurdr0y,1,42.5,12.4,2022-10-09T13:02:24.921Z,2022-10-09T21:25:08Z,3831516247,56,Back,3831516259,212,26.7,3831516243,152,,3831516261,213,2.3,3831516239,5,,3833784723,178,,3831516251,140,25.9,3831516255,141,42.1,9c927a1i8iqblent14xat7aad,J. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638323,24,1,1,1,16,1c8m2ko0wxq1asfkuykurdr0y,1,27.2,44.9,2022-10-09T13:02:27.932Z,2022-10-09T21:25:14Z,3831516623,56,Back,3833784885,178,,3831516627,140,35.2,3831516629,141,85.4,3831516635,213,1.3,3831516631,212,28.8,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638399,25,1,1,1,20,1c8m2ko0wxq1asfkuykurdr0y,1,35.2,85.1,2022-10-09T13:02:32.122Z,2022-10-09T21:25:18Z,3831516999,141,92.6,3831516995,56,Back,3833785135,178,,3831516997,140,43.0,3831517001,212,9.6,3831517003,213,0.6,,,,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638417,26,1,1,1,22,1c8m2ko0wxq1asfkuykurdr0y,0,40.2,98.7,2022-10-09T13:02:34.559Z,2022-10-09T21:25:25Z,3831517151,286,,3833785419,178,,3831517089,141,96.8,3831517077,56,Back,3831517091,212,1.3,3831517097,213,4.6,3831517145,236,,3831517083,140,40.0,9ikkppq7uewf36gahgz0kzaol,W. Zaha,3831517147,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638407,19,74,1,1,22,48gk2hpqtsl6p9sx9kjhaydq4,1,64,1.6,2022-10-09T13:02:34.660Z,2022-10-09T21:25:34Z,3831517037,56,Right,3831517039,285,,3831517185,233,26,3833785913,178,,,,,,,,,,,,,,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638425,20,5,1,1,24,48gk2hpqtsl6p9sx9kjhaydq4,0,62,-1.6,2022-10-09T13:02:35.705Z,2022-10-09T21:25:39Z,3831517119,347,,3831518495,233,27,3831517117,56,Right,,,,,,,,,,,,,,,,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
