id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/16/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/19/value
2484597167,6,1,1,0,9,1pse9ta7a45pi2w2grjim70ge,0,51.4,36.7,2022-11-12T15:01:16.415Z,2022-11-12T22:25:02Z,3910441455,213,3.8,3912723399,388,,3910441447,56,Back,3910441453,212,13.7,3910441445,3,,3910441449,140,41.3,3910441451,141,23.9,,,,efq6i6kz6ca3u91snwmptef2t,K. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597219,6,49,1,0,11,ehd2iemqmschhj2ec0vayztzz,1,57.7,77,2022-11-12T15:01:18.140Z,2022-11-12T22:25:06Z,,,,,,,,,,,,,,,,,,,,,,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597261,7,1,1,0,11,ehd2iemqmschhj2ec0vayztzz,1,56.8,76.4,2022-11-12T15:01:18.252Z,2022-11-12T22:25:10Z,3912723573,178,,3910441857,212,18.0,3912367177,155,,3910441863,213,5.5,3910441849,140,68.9,3910441853,141,57.6,3910441847,56,Center,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597379,8,1,1,0,12,ehd2iemqmschhj2ec0vayztzz,1,68.9,57.6,2022-11-12T15:01:19.271Z,2022-11-12T22:25:12Z,3910442361,212,20.3,3910442353,56,Center,3910442351,3,,3910442363,213,4.4,3910442355,140,63.0,3912723625,388,,3910442357,141,29.2,,,,xu7mykgl15kaib3olilmsez9,N. Maupay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597405,9,1,1,0,16,ehd2iemqmschhj2ec0vayztzz,1,65.1,8.3,2022-11-12T15:01:23.025Z,2022-11-12T22:25:22Z,3910442503,56,Right,3912723791,178,,3910442511,213,2.9,3910442507,141,11.4,3910442509,212,7.7,3910442505,140,58.0,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597461,10,1,1,0,20,ehd2iemqmschhj2ec0vayztzz,1,57.7,12.2,2022-11-12T15:01:26.923Z,2022-11-12T22:25:26Z,3910442807,141,30.6,3910442809,212,18.2,3910442805,140,45.1,3910442811,213,2.4,3912723849,178,,3910442803,56,Back,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597533,11,1,1,0,25,ehd2iemqmschhj2ec0vayztzz,1,46,28.8,2022-11-12T15:01:32.251Z,2022-11-12T22:25:27Z,3910443093,56,Right,3912723877,178,,3910443099,212,26.8,3910443095,140,65.9,3910443097,141,4.1,3910443101,213,5.6,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597609,12,1,1,0,28,ehd2iemqmschhj2ec0vayztzz,1,61.5,3.7,2022-11-12T15:01:34.892Z,2022-11-12T22:25:31Z,3910443463,1,,3910443461,213,2.7,3910443453,56,Back,3912723923,178,,3910443457,141,22.8,3910443459,212,33.8,3910443455,140,31.8,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597697,13,1,1,0,31,ehd2iemqmschhj2ec0vayztzz,1,31.7,23.3,2022-11-12T15:01:38.617Z,2022-11-12T22:25:33Z,3910443797,213,1.8,3910443795,212,25.2,3910443789,140,27.0,3910443793,141,59.7,3912723943,178,,3910443787,56,Back,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597759,14,1,1,0,34,ehd2iemqmschhj2ec0vayztzz,1,27,59.7,2022-11-12T15:01:41.283Z,2022-11-12T22:25:37Z,3910444093,56,Back,3910444105,213,1.3,3910444097,140,32.3,3910444101,212,23.4,3910444099,141,93.2,3912723985,178,,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597855,15,1,1,0,37,ehd2iemqmschhj2ec0vayztzz,1,32,93.6,2022-11-12T15:01:43.849Z,2022-11-12T22:25:41Z,3912724043,178,,3910444577,155,,3910444589,212,19.4,3910444585,140,50.3,3910444591,213,0.2,3910444587,141,98.0,3910444581,56,Left,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597871,16,61,1,0,38,ehd2iemqmschhj2ec0vayztzz,0,50.3,98,2022-11-12T15:01:45.665Z,2022-11-12T22:25:47Z,3912724107,178,,3912724105,21,,3910444619,56,Left,,,,,,,,,,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597945,7,5,1,0,39,1pse9ta7a45pi2w2grjim70ge,1,50.8,-1.6,2022-11-12T15:01:46.473Z,2022-11-12T22:25:48Z,3910444957,233,17,3910444931,347,,3910444929,56,Right,,,,,,,,,,,,,,,,b3gobhr43y8oxpafvp4f8rgmh,M. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597885,17,5,1,0,39,ehd2iemqmschhj2ec0vayztzz,0,49.2,101.6,2022-11-12T15:01:46.473Z,2022-11-12T22:25:49Z,3910444975,233,7,3910444665,56,Back,3910444667,347,,,,,,,,,,,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597963,8,1,1,0,43,1pse9ta7a45pi2w2grjim70ge,1,53.5,0,2022-11-12T15:01:50.553Z,2022-11-12T22:25:54Z,3910445055,213,0.4,3910445049,140,65.1,3910445045,107,,3910445051,141,4.7,3910445047,56,Right,3910445053,212,13.0,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598041,9,1,1,0,44,1pse9ta7a45pi2w2grjim70ge,1,64.4,5.3,2022-11-12T15:01:51.634Z,2022-11-12T22:25:56Z,3910445407,56,Right,3910445409,140,56.7,3910445415,213,2.2,3912724219,178,,3910445411,141,20.9,3910445413,212,13.3,,,,,,,b3gobhr43y8oxpafvp4f8rgmh,M. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598053,10,61,1,0,45,1pse9ta7a45pi2w2grjim70ge,1,58.1,22.1,2022-11-12T15:01:52.483Z,2022-11-12T22:26:27Z,3910445469,56,Center,3912724293,178,,,,,,,,,,,,,,,,,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485024763,713,67,1,0,47,1pse9ta7a45pi2w2grjim70ge,1,58.2,28.2,2022-11-12T15:01:53.884Z,2022-11-12T23:32:42Z,3912746857,233,969,,,,,,,,,,,,,,,,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485024761,969,67,1,0,47,ehd2iemqmschhj2ec0vayztzz,0,41.8,71.8,2022-11-12T15:01:53.885Z,2022-11-12T23:17:15Z,3912746865,233,713,,,,,,,,,,,,,,,,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598071,11,1,1,0,47,1pse9ta7a45pi2w2grjim70ge,1,58.5,28.6,2022-11-12T15:01:53.909Z,2022-11-12T23:32:43Z,3910445565,141,29.7,3910445567,212,14.6,3910445563,140,72.4,3912724739,178,,3910445561,56,Center,3910445571,213,0.1,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598099,12,1,1,0,48,1pse9ta7a45pi2w2grjim70ge,1,73.3,30.4,2022-11-12T15:01:54.895Z,2022-11-12T22:26:36Z,3912724825,178,,3910445689,140,70.6,3910445685,56,Center,3910445693,141,36.1,3910445701,213,2.2,3910445699,212,4.8,,,,,,,efq6i6kz6ca3u91snwmptef2t,K. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598123,13,1,1,0,50,1pse9ta7a45pi2w2grjim70ge,1,70.8,36.1,2022-11-12T15:01:57.118Z,2022-11-12T22:26:40Z,3910445801,56,Center,3910445807,212,7.4,3910445809,213,6.1,3910445805,141,33.6,3910445803,140,77.7,3912724891,178,,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598171,14,1,1,0,51,1pse9ta7a45pi2w2grjim70ge,0,77.9,33.7,2022-11-12T15:01:58.060Z,2022-11-12T22:26:43Z,3910446083,156,,3910446051,141,66.4,3910446049,140,72.8,3910446045,155,,3910446053,212,22.9,3910446047,56,Center,3912724915,178,,3910446055,213,1.8,efq6i6kz6ca3u91snwmptef2t,K. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598243,18,1,1,0,52,ehd2iemqmschhj2ec0vayztzz,1,31.4,26.5,2022-11-12T15:01:59.462Z,2022-11-12T22:26:51Z,3912725011,388,,3910446331,3,,3910446341,213,2.7,3910446333,56,Back,3910446337,141,31.6,3910446339,212,8.2,3910446335,140,24.3,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598251,19,49,1,0,54,ehd2iemqmschhj2ec0vayztzz,1,24.3,31.3,2022-11-12T15:02:01.029Z,2022-11-12T22:26:54Z,,,,,,,,,,,,,,,,,,,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598297,20,1,1,0,55,ehd2iemqmschhj2ec0vayztzz,1,24.4,29.1,2022-11-12T15:02:02.514Z,2022-11-12T22:26:56Z,3912725113,178,,3910446583,213,4.8,3910446581,212,11.7,3910446577,140,25.2,3910446579,141,11.9,3910446575,56,Back,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598323,21,1,1,0,56,ehd2iemqmschhj2ec0vayztzz,1,24.6,9.5,2022-11-12T15:02:03.645Z,2022-11-12T22:27:00Z,3910446683,212,5.6,3910446681,141,17.4,3912725155,178,,3910446685,213,1.3,3910446677,56,Back,3910446679,140,26.2,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598387,22,1,1,0,58,ehd2iemqmschhj2ec0vayztzz,1,24.4,15.9,2022-11-12T15:02:05.640Z,2022-11-12T22:27:03Z,3910446959,141,31.6,3910446967,213,2.4,3912725225,178,,3910446963,212,15.9,3910446951,56,Back,3910446953,140,13.2,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598503,23,1,1,0,59,ehd2iemqmschhj2ec0vayztzz,0,13.2,31.6,2022-11-12T15:02:06.721Z,2022-11-12T22:27:22Z,3910447469,157,,3910447475,140,65.1,3910447479,212,55.3,3910447473,56,Right,3910447477,141,17.4,3910447481,213,6.1,3912725567,178,,3910447483,1,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598507,15,44,1,1,3,1pse9ta7a45pi2w2grjim70ge,1,40,77.7,2022-11-12T15:02:09.923Z,2022-11-12T23:32:43Z,3910447505,285,,3910447721,233,24,3910447503,56,Back,,,,,,,,,,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598533,24,44,1,1,3,ehd2iemqmschhj2ec0vayztzz,0,60,22.3,2022-11-12T15:02:09.924Z,2022-11-12T22:27:31Z,3910447619,286,,3910447741,233,15,3910447617,56,Center,,,,,,,,,,,,,,,,xu7mykgl15kaib3olilmsez9,N. Maupay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598517,16,1,1,1,3,1pse9ta7a45pi2w2grjim70ge,0,44.1,72.7,2022-11-12T15:02:10.001Z,2022-11-12T23:32:44Z,3910447583,56,Center,3912725801,388,,3910447555,3,,3910447587,141,73.2,3910447591,213,0.0,3910447585,140,63.2,3910447589,212,20.1,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598667,25,1,1,1,6,ehd2iemqmschhj2ec0vayztzz,1,38,26.4,2022-11-12T15:02:13.009Z,2022-11-12T22:27:42Z,3910448223,213,1.2,3910448221,212,46.3,3910448213,196,,3910448211,155,,3910448225,1,,3910448219,141,90.5,3910448215,56,Left,3912725941,178,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,3910448217,140,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598709,26,1,1,1,9,ehd2iemqmschhj2ec0vayztzz,1,53,90.5,2022-11-12T15:02:16.226Z,2022-11-12T22:27:47Z,3910448443,212,17.4,3910448441,141,85.1,3912726015,178,,3910448445,213,3.4,3910448439,140,36.8,3910448437,56,Back,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598733,27,1,1,1,12,ehd2iemqmschhj2ec0vayztzz,1,35.9,85.4,2022-11-12T15:02:18.813Z,2022-11-12T22:27:49Z,3910448539,140,40.1,3910448545,213,1.0,3910448537,56,Back,3912726061,178,,3910448543,212,7.9,3910448541,141,95.1,,,,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598801,28,1,1,1,13,ehd2iemqmschhj2ec0vayztzz,1,40.2,96.3,2022-11-12T15:02:20.123Z,2022-11-12T22:27:51Z,3910448873,140,32.1,3910448871,56,Back,3910448879,213,3.6,3912726095,178,,3910448875,141,90.0,3910448877,212,9.5,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598867,29,1,1,1,16,ehd2iemqmschhj2ec0vayztzz,1,29.8,88.6,2022-11-12T15:02:22.893Z,2022-11-12T22:27:53Z,3910449193,212,31.0,3912726149,178,,3910449187,56,Back,3910449191,141,43.1,3910449189,140,27.8,3910449195,213,4.6,,,,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598931,30,1,1,1,19,ehd2iemqmschhj2ec0vayztzz,1,26.5,37,2022-11-12T15:02:26.493Z,2022-11-12T22:27:56Z,3912726205,178,,3910449481,56,Back,3910449495,212,19.4,3910449499,213,5.1,3910449491,141,10.4,3910449487,140,33.3,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599051,31,1,1,1,21,ehd2iemqmschhj2ec0vayztzz,0,32.5,8.9,2022-11-12T15:02:28.574Z,2022-11-12T22:27:57Z,3910450171,141,27.9,3910450163,155,,3910450173,212,63.4,3912726215,178,,3910450167,56,Center,3910450177,1,,3910450169,140,91.6,3910450175,213,0.2,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599115,17,52,1,1,25,1pse9ta7a45pi2w2grjim70ge,1,8.4,70.3,2022-11-12T15:02:32.560Z,2022-11-12T22:28:01Z,3912726291,178,,3912372545,377,,,,,,,,,,,,,,,,,,,,12l99v9rpet6ug6n121tg6ay1,M. Travers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599349,18,1,1,1,32,1pse9ta7a45pi2w2grjim70ge,1,7.7,44.8,2022-11-12T15:02:38.845Z,2022-11-12T22:28:03Z,3910451571,212,10.1,3912726319,178,,3910451563,123,,3910451573,213,5.7,3910451567,140,15.5,3910451569,141,36.0,3910451565,56,Back,,,,12l99v9rpet6ug6n121tg6ay1,M. Travers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599425,19,1,1,1,34,1pse9ta7a45pi2w2grjim70ge,1,16.5,38.5,2022-11-12T15:02:41.208Z,2022-11-12T22:28:10Z,3910451915,213,1.5,3910451907,56,Back,3910451909,140,17.1,3910451911,141,71.7,3910451913,212,22.6,3912726427,178,,,,,,,,e6la6wx7o6x7k4srpq8tdsafp,J. Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599547,20,1,1,1,37,1pse9ta7a45pi2w2grjim70ge,1,17.6,72.7,2022-11-12T15:02:44.691Z,2022-11-12T22:28:13Z,3910452437,140,5.9,3912726479,178,,3910452439,141,49.1,3910452435,56,Back,3910452441,212,20.2,3910452443,213,4.1,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599675,21,1,1,1,41,1pse9ta7a45pi2w2grjim70ge,0,5,40.4,2022-11-12T15:02:48.494Z,2022-11-12T22:28:16Z,3910453079,212,55.8,3910453075,140,58.1,3910453077,141,38.8,3912726535,178,,3910453073,56,Center,3910453071,157,,3910453081,213,6.3,3910453083,1,,12l99v9rpet6ug6n121tg6ay1,M. Travers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599697,32,44,1,1,45,ehd2iemqmschhj2ec0vayztzz,1,43.4,64.1,2022-11-12T15:02:51.924Z,2022-11-12T23:32:44Z,3910453177,56,Back,3910453179,285,,3910453247,233,22,,,,,,,,,,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
