id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/16/value
2498712905,12,1,1,0,27,22doj4sgsocqpxw45h607udje,1,48,89.6,2023-01-19T20:00:37.304Z,2023-01-20T03:14:20Z,3984973053,141,94.8,3985203307,388,,3984973057,213,0.6,3984973051,140,53.3,3984973049,56,Left,3984973055,212,6.6,3984973047,3,,,,,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712909,13,1,1,0,28,22doj4sgsocqpxw45h607udje,0,53.8,95.2,2023-01-19T20:00:37.891Z,2023-01-20T03:14:30Z,3984973063,3,,3985203331,388,,3984973067,140,69.2,3984973065,56,Left,3984973073,213,6.2,3984973069,141,92.1,3984973071,212,16.3,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712917,7,12,1,0,30,a3nyxabgsqlnqfkeg41m6tnpp,1,31.6,8.2,2023-01-19T20:00:39.645Z,2023-01-20T03:14:37Z,3984973119,167,,3985203427,388,,3984973103,141,0.0,3984973101,140,34.6,3984973107,213,5.1,3984973105,212,7.6,3984973113,15,,3984973099,56,Back,3gem1jrrkgye0omb88fk1lsk5,J. Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712921,8,5,1,0,30,a3nyxabgsqlnqfkeg41m6tnpp,0,35.4,-1.5,2023-01-19T20:00:40.400Z,2023-01-20T03:14:40Z,3984973117,347,,3984973115,56,Back,3984973261,233,14,,,,,,,,,,,,,,,,3gem1jrrkgye0omb88fk1lsk5,J. Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712941,14,5,1,0,30,22doj4sgsocqpxw45h607udje,1,64.6,101.5,2023-01-19T20:00:40.400Z,2023-01-20T03:14:39Z,3984973247,233,8,3984973235,56,Left,3984973237,347,,,,,,,,,,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712951,15,1,1,0,40,22doj4sgsocqpxw45h607udje,1,63.7,100,2023-01-19T20:00:49.789Z,2023-01-20T03:14:43Z,3984973285,140,38.2,3984973289,212,27.3,3984973293,1,,3984973283,56,Back,3984973281,107,,3984973291,213,3.3,3984973287,141,93.2,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712959,16,1,1,0,43,22doj4sgsocqpxw45h607udje,1,37.2,91.4,2023-01-19T20:00:53.236Z,2023-01-20T03:14:47Z,3985203495,178,,3984973335,141,52.7,3984973339,213,4.0,3984973341,1,,3984973333,140,14.7,3984973337,212,35.4,3984973331,56,Back,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712969,17,1,1,0,46,22doj4sgsocqpxw45h607udje,1,14.8,52.5,2023-01-19T20:00:56.509Z,2023-01-20T03:14:50Z,3985203507,178,,3984973377,141,23.7,3984973381,213,4.7,3984973373,56,Back,3984973379,212,19.6,3984973375,140,15.4,,,,,,,ombvyo6p3p5khkn91vubvpat,H. Lloris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712987,18,1,1,0,49,22doj4sgsocqpxw45h607udje,1,15.1,23.6,2023-01-19T20:00:59.045Z,2023-01-20T03:14:52Z,3985203515,178,,3984973475,140,7.5,3984973479,212,17.4,3984973473,56,Back,3984973481,213,2.0,3984973477,141,46.4,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712997,19,1,1,0,52,22doj4sgsocqpxw45h607udje,1,9,51.8,2023-01-19T20:01:01.984Z,2023-01-20T03:14:54Z,3984973539,213,0.0,3984973529,157,,3984973535,141,52.7,3985203531,178,,3984973537,212,50.0,3984973531,56,Center,3984973533,140,56.6,3984973541,1,,ombvyo6p3p5khkn91vubvpat,H. Lloris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713001,20,61,1,0,55,22doj4sgsocqpxw45h607udje,0,57,52.8,2023-01-19T20:01:05.161Z,2023-01-20T03:15:03Z,3984973557,56,Center,3985203587,178,,3985203585,21,,,,,,,,,,,,,,,,,b9g4qurpll4wizajo95c406hh,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713007,9,49,1,0,57,a3nyxabgsqlnqfkeg41m6tnpp,1,43.6,50.9,2023-01-19T20:01:06.797Z,2023-01-20T03:15:07Z,,,,,,,,,,,,,,,,,,,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713019,10,1,1,0,58,a3nyxabgsqlnqfkeg41m6tnpp,1,42.4,47.8,2023-01-19T20:01:08.070Z,2023-01-20T03:15:16Z,3984973613,56,Back,3984973621,141,24.3,3984973617,140,36.7,3984973623,212,17.1,3984973625,213,4.4,3985203625,178,,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713027,11,1,1,1,0,a3nyxabgsqlnqfkeg41m6tnpp,1,32.8,32.1,2023-01-19T20:01:10.503Z,2023-01-20T03:15:19Z,3984973663,140,28.1,3984973661,56,Back,3984973667,212,11.9,3984973665,141,48.1,3985203687,178,,3984973669,213,2.0,,,,,,,d0azo0spzov2hg6ul40l58e3u,R. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713041,12,1,1,1,3,a3nyxabgsqlnqfkeg41m6tnpp,1,27.9,56.1,2023-01-19T20:01:13.461Z,2023-01-20T03:15:26Z,3984973729,140,6.0,3984973735,213,3.2,3984973727,56,Back,3984973733,212,23.1,3984973731,141,53.4,3985203731,178,,,,,,,,3gem1jrrkgye0omb88fk1lsk5,J. Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713055,13,1,1,1,7,a3nyxabgsqlnqfkeg41m6tnpp,1,4.2,57.3,2023-01-19T20:01:17.317Z,2023-01-20T03:15:29Z,3984973803,213,0.9,3984973797,140,23.3,3984973801,212,31.5,3985203755,178,,3984973795,56,Back,3984973799,141,93.0,,,,,,,23637o19ff0sw18pqv8g96ndh,Ederson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713061,14,1,1,1,11,a3nyxabgsqlnqfkeg41m6tnpp,1,26.5,85,2023-01-19T20:01:21.242Z,2023-01-20T03:15:33Z,3984973829,141,94.8,3985203783,178,,3984973825,56,Back,3984973827,140,38.1,3984973833,213,0.5,3984973831,212,13.9,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713063,15,50,1,1,12,a3nyxabgsqlnqfkeg41m6tnpp,1,37.4,95.5,2023-01-19T20:01:22.259Z,2023-01-20T03:15:43Z,3984973893,233,21,3984973839,286,,3984973837,56,Back,,,,,,,,,,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713071,21,7,1,1,13,22doj4sgsocqpxw45h607udje,1,62.6,4.5,2023-01-19T20:01:23.471Z,2023-01-20T03:15:54Z,3984973873,285,,3985203857,178,,3985103109,385,,3984973871,56,Right,3984973869,167,,3984973889,233,15,,,,,,,anxby26pfxpu4u5bfy9nbuvah,Emerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713087,16,5,1,1,14,a3nyxabgsqlnqfkeg41m6tnpp,1,41.2,101.2,2023-01-19T20:01:24.336Z,2023-01-20T03:15:58Z,3984973925,56,Back,3984973931,233,22,3984973927,347,,,,,,,,,,,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713077,22,5,1,1,14,22doj4sgsocqpxw45h607udje,0,58.8,-1.2,2023-01-19T20:01:24.336Z,2023-01-20T03:15:58Z,3984973885,56,Right,3984973887,347,,3984973941,233,16,,,,,,,,,,,,,,,,anxby26pfxpu4u5bfy9nbuvah,Emerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713139,17,1,1,1,38,a3nyxabgsqlnqfkeg41m6tnpp,1,32.6,100,2023-01-19T20:01:48.546Z,2023-01-20T03:16:06Z,3984974199,212,8.0,3984974195,140,26.5,3984974191,107,,3984974197,141,95.0,3984974201,213,3.8,3984974193,56,Back,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713153,18,1,1,1,40,a3nyxabgsqlnqfkeg41m6tnpp,1,25.9,94.7,2023-01-19T20:01:50.028Z,2023-01-20T03:16:09Z,3984974277,56,Back,3984974283,212,14.1,3984974281,141,93.6,3984974279,140,12.5,3985203967,178,,3984974285,213,3.2,,,,,,,9wbf00lybk9fqablaqwg5cn2t,İ. Gündoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713167,19,1,1,1,42,a3nyxabgsqlnqfkeg41m6tnpp,1,9.5,89,2023-01-19T20:01:52.504Z,2023-01-20T03:16:11Z,3984974359,212,24.7,3984974361,213,4.4,3984974355,140,3.1,3984974357,141,54.0,3985203983,178,,3984974353,56,Back,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713177,20,1,1,1,46,a3nyxabgsqlnqfkeg41m6tnpp,1,6.3,49.1,2023-01-19T20:01:55.678Z,2023-01-20T03:16:17Z,3985204031,178,,3984974401,141,63.1,3984974403,212,15.9,3984974399,140,18.4,3984974405,213,0.6,3984974397,56,Back,,,,,,,23637o19ff0sw18pqv8g96ndh,Ederson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713181,21,1,1,1,47,a3nyxabgsqlnqfkeg41m6tnpp,1,18,64.6,2023-01-19T20:01:56.723Z,2023-01-20T03:16:29Z,3984974425,141,73.3,3985204087,178,,3984974423,140,8.8,3984974433,156,,3984974421,56,Back,3984974429,213,2.6,3984974427,212,11.3,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713189,22,1,1,1,48,a3nyxabgsqlnqfkeg41m6tnpp,1,8.6,74.4,2023-01-19T20:01:58.191Z,2023-01-20T03:16:33Z,3984974457,140,18.5,3984974463,213,0.9,3984974459,141,94.8,3984974461,212,17.3,3984974455,56,Back,3985204107,178,,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713205,23,1,1,1,51,a3nyxabgsqlnqfkeg41m6tnpp,1,19.2,93.2,2023-01-19T20:02:01.032Z,2023-01-20T03:16:36Z,3984974519,213,5.2,3984974515,141,82.1,3984974517,212,8.4,3984974511,56,Back,3984974513,140,22.7,3985204131,178,,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713213,24,1,1,1,53,a3nyxabgsqlnqfkeg41m6tnpp,1,22.8,83.5,2023-01-19T20:02:03.117Z,2023-01-20T03:16:41Z,3984974561,212,5.2,3984974555,56,Back,3985204151,178,,3984974563,213,1.8,3984974559,141,90.9,3984974557,140,21.6,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713217,25,1,1,1,54,a3nyxabgsqlnqfkeg41m6tnpp,1,20,93.9,2023-01-19T20:02:04.393Z,2023-01-20T03:16:48Z,3984974585,56,Back,3984974589,141,94.7,3984974593,213,0.0,3985204187,178,,3984974591,212,12.4,3984974587,140,31.8,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713221,26,1,1,1,55,a3nyxabgsqlnqfkeg41m6tnpp,1,31.8,94.7,2023-01-19T20:02:05.460Z,2023-01-20T03:17:06Z,3984974609,56,Back,3984974613,141,83.3,3984974611,140,27.9,3984974617,213,4.2,3984974615,212,8.8,3985204263,178,,3984975447,156,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713233,27,1,1,1,57,a3nyxabgsqlnqfkeg41m6tnpp,1,27.9,83.3,2023-01-19T20:02:06.818Z,2023-01-20T03:17:09Z,3984974679,213,5.6,3984974675,141,70.6,3984974671,56,Back,3985204279,178,,3984974677,212,14.6,3984974673,140,39.1,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713237,28,1,1,1,59,a3nyxabgsqlnqfkeg41m6tnpp,0,44.4,59.6,2023-01-19T20:02:09.285Z,2023-01-20T03:17:14Z,3984974699,140,72.4,3984974703,141,41.5,3985204301,178,,3984974695,56,Center,3984974709,213,5.9,3984974707,212,31.9,,,,,,,9wbf00lybk9fqablaqwg5cn2t,İ. Gündoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713239,23,49,1,2,1,22doj4sgsocqpxw45h607udje,1,23.6,62.1,2023-01-19T20:02:11.538Z,2023-01-20T03:17:22Z,,,,,,,,,,,,,,,,,,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713249,24,1,1,2,1,22doj4sgsocqpxw45h607udje,1,23.3,62.3,2023-01-19T20:02:11.566Z,2023-01-20T03:17:27Z,3984974755,141,47.8,3985204365,178,,3984974759,213,3.7,3984974753,140,6.6,3984974751,56,Back,3984974757,212,20.1,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713259,25,1,1,2,4,22doj4sgsocqpxw45h607udje,0,7.2,47.2,2023-01-19T20:02:13.971Z,2023-01-20T03:17:51Z,3984974803,141,15.9,3984974801,140,49.0,3984974797,157,,3984974807,213,5.8,3984974805,212,48.8,3984974799,56,Back,3985204485,178,,3984974809,1,,ombvyo6p3p5khkn91vubvpat,H. Lloris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498713263,29,1,1,2,7,a3nyxabgsqlnqfkeg41m6tnpp,1,51.6,74.4,2023-01-19T20:02:17.236Z,2023-01-20T03:18:06Z,3984974829,141,66.4,3985204533,178,,3984974825,56,Center,3984974827,140,57.6,3984974833,213,5.6,3984974823,3,,3984974831,212,8.3,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
