id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2454898313,7,1,1,0,16,hzqh7z0mdl3v7gwete66syxp,1,67.5,86.9,2022-09-03T14:00:45.413Z,2022-09-03T22:17:29Z,3753111603,140,73.2,3753111607,212,9.5,3753111601,56,Left,3753111609,213,0.9,3755836655,178,,3753111605,141,97.7,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898375,8,1,1,0,18,hzqh7z0mdl3v7gwete66syxp,1,73.2,97.7,2022-09-03T14:00:47.902Z,2022-09-03T22:17:34Z,3755836933,178,,3753111893,212,14.2,3753111891,141,92.0,3753111889,140,60.2,3753111895,213,3.4,3753111887,56,Left,,,,,,,1ehvdoglquy9ldibpvajw34d1,N. Kebano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898543,9,1,1,0,21,hzqh7z0mdl3v7gwete66syxp,1,60.3,90.9,2022-09-03T14:00:50.326Z,2022-09-03T22:17:37Z,3753112747,141,48.7,3755837133,178,,3753112749,212,31.8,3753112745,140,47.3,3753112751,213,4.3,3753112743,56,Back,,,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898569,10,1,1,0,26,hzqh7z0mdl3v7gwete66syxp,1,61.1,37.4,2022-09-03T14:00:55.681Z,2022-09-03T22:17:40Z,3753112861,212,41.1,3755837219,178,,3753112865,1,,3753359811,155,,3753112863,213,1.3,3753112859,141,96.0,3753112855,56,Left,3753112857,140,70.7,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898707,11,1,1,0,30,hzqh7z0mdl3v7gwete66syxp,1,74.1,92.3,2022-09-03T14:00:59.732Z,2022-09-03T22:17:42Z,3753113477,140,69.3,3755837321,178,,3753113481,212,9.7,3753113479,141,80.1,3753113483,213,4.2,3753113473,56,Left,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898759,12,1,1,0,33,hzqh7z0mdl3v7gwete66syxp,1,70.9,81.3,2022-09-03T14:01:02.215Z,2022-09-03T22:17:45Z,3753113687,212,19.4,3753113681,56,Left,3755837497,178,,3753113689,213,0.4,3753113685,141,92.9,3753113683,140,87.8,,,,,,,ah7iqgru0htz9lh1bff94cjbp,Andreas Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898787,13,1,1,0,35,hzqh7z0mdl3v7gwete66syxp,0,85.6,92.4,2022-09-03T14:01:04.793Z,2022-09-03T22:17:51Z,3753113783,155,,3753113785,56,Left,3753113867,286,,3755837735,178,,3753113781,2,,3753113863,233,5,3753113793,213,5.4,3754723679,223,,1ehvdoglquy9ldibpvajw34d1,N. Kebano,3754723681,20,3753113791,212,1.7,3753113789,141,90.5,3753113787,140,86.7,3753113861,236,,,,,,,,,,,,,,,,,,,,,,,,,
2455413631,898,43,1,0,35,22doj4sgsocqpxw45h607udje,1,0,0,2022-09-03T14:01:04.826Z,2022-09-03T23:38:19Z,3755887223,233,868,3756047463,144,67,,,,,,,,,,,,,,,,,,,c5zmr0m17riujelm4up44etih,Richarlison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455413629,868,43,1,0,35,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-09-03T14:01:04.827Z,2022-09-03T23:38:19Z,3756047495,144,67,3755887247,233,898,,,,,,,,,,,,,,,,,,,1ehvdoglquy9ldibpvajw34d1,N. Kebano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898793,5,12,1,0,35,22doj4sgsocqpxw45h607udje,1,13.5,8.2,2022-09-03T14:01:04.862Z,2022-09-03T22:18:00Z,3755838305,178,,3753113825,56,Back,3753113925,233,13,3753113823,185,,,,,,,,,,,,,,c5zmr0m17riujelm4up44etih,Richarlison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898853,6,5,1,0,38,22doj4sgsocqpxw45h607udje,0,36,-1.8,2022-09-03T14:01:07.554Z,2022-09-03T22:18:02Z,3753114067,56,Back,3753116311,233,14,3753114071,347,,,,,,,,,,,,,,,,,c5zmr0m17riujelm4up44etih,Richarlison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899329,14,5,1,0,38,hzqh7z0mdl3v7gwete66syxp,1,64,101.8,2022-09-03T14:01:07.554Z,2022-09-03T22:18:02Z,3753116171,56,Left,3753116173,347,,3753116227,233,6,,,,,,,,,,,,,,,,1ehvdoglquy9ldibpvajw34d1,N. Kebano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899423,15,1,1,0,53,hzqh7z0mdl3v7gwete66syxp,0,68.4,100,2022-09-03T14:01:22.920Z,2022-09-03T22:18:05Z,3753116659,107,,3753116663,140,76.8,3753116669,213,5.4,3753116665,141,84.5,3753116661,56,Left,3753116667,212,14.4,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899533,7,44,1,0,55,22doj4sgsocqpxw45h607udje,1,19.2,15.1,2022-09-03T14:01:24.267Z,2022-09-04T00:32:53Z,3753117153,56,Back,3753117219,233,16,3753117155,285,,,,,,,,,,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899441,16,44,1,0,55,hzqh7z0mdl3v7gwete66syxp,0,80.8,84.9,2022-09-03T14:01:24.268Z,2022-09-03T22:18:22Z,3753117259,233,7,3753116775,56,Left,3753116777,286,,,,,,,,,,,,,,,,,b27pmpcvny40pkcx87tdddsyd,A. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899537,8,8,1,0,55,22doj4sgsocqpxw45h607udje,1,15.1,14.7,2022-09-03T14:01:24.417Z,2022-09-04T00:32:53Z,3753117293,15,,3753117179,56,Back,3755839405,388,,3754731391,385,,,,,,,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899573,9,5,1,0,57,22doj4sgsocqpxw45h607udje,0,16.2,-1.6,2022-09-03T14:01:26.668Z,2022-09-03T22:18:34Z,3753120711,233,17,3753117327,347,,3753117325,56,Back,,,,,,,,,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900311,17,5,1,0,57,hzqh7z0mdl3v7gwete66syxp,1,83.8,101.6,2022-09-03T14:01:26.668Z,2022-09-03T22:18:35Z,3753120547,56,Left,3753120631,233,9,3753120551,347,,,,,,,,,,,,,,,,,b27pmpcvny40pkcx87tdddsyd,A. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900381,18,1,1,1,18,hzqh7z0mdl3v7gwete66syxp,1,80.1,100,2022-09-03T14:01:47.645Z,2022-09-03T22:18:36Z,3753120869,141,97.4,3753120861,56,Left,3753120873,213,6.0,3753120859,107,,3753120863,140,89.7,3753120871,212,10.4,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900445,19,1,1,1,21,hzqh7z0mdl3v7gwete66syxp,0,90.3,99,2022-09-03T14:01:50.152Z,2022-09-03T22:18:42Z,3753121179,213,3.0,3753121177,212,1.4,3755840249,178,,3753121169,140,89.0,3753121349,236,,3753121367,286,,3753121351,233,10,3753121173,141,99.2,1ehvdoglquy9ldibpvajw34d1,N. Kebano,3753121165,56,,,,,,,,,,,,Left,,,,,,,,,,,,,,,,,,,,,,,,
2454900401,10,74,1,1,21,22doj4sgsocqpxw45h607udje,1,12,2.5,2022-09-03T14:01:50.268Z,2022-09-03T22:18:46Z,3753120941,56,Back,3753121575,233,19,3755840431,178,,3753120943,285,,,,,,,,,,,,,,c5zmr0m17riujelm4up44etih,Richarlison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900459,11,43,1,1,22,22doj4sgsocqpxw45h607udje,1,0,0,2022-09-03T14:01:51.216Z,2022-09-03T14:01:59Z,3753121245,140,10.7,3753121253,213,3.1,3753121249,212,0,3753121247,141,0.0,3753121241,56,Back,3753122713,144,1,3753121235,168,0,3753121231,3,0,c5zmr0m17riujelm4up44etih,Richarlison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900663,20,5,1,1,22,hzqh7z0mdl3v7gwete66syxp,1,91.6,101,2022-09-03T14:01:51.776Z,2022-09-03T22:18:48Z,3753286619,233,161,3753122287,56,Left,3753122289,347,,,,,,,,,,,,,,,,,1ehvdoglquy9ldibpvajw34d1,N. Kebano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454932499,161,5,1,1,22,22doj4sgsocqpxw45h607udje,0,8.4,-1,2022-09-03T14:01:51.776Z,2022-09-03T22:18:47Z,3753286669,233,20,3753285985,347,,3753285979,56,Back,,,,,,,,,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900737,21,1,1,1,28,hzqh7z0mdl3v7gwete66syxp,1,83.5,100,2022-09-03T14:01:57.303Z,2022-09-03T22:18:52Z,3753122591,56,Center,3753122597,212,21.0,3753122595,141,72.5,3753122587,107,,3753122593,140,76.4,3753122599,213,4.3,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900763,22,1,1,1,29,hzqh7z0mdl3v7gwete66syxp,0,77.2,75.2,2022-09-03T14:01:58.775Z,2022-09-03T22:18:56Z,3753122771,213,6.2,3755841057,178,,3753122757,3,,3753122767,141,74.6,3753122761,56,Center,3753122765,140,85.5,3753122769,212,8.7,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900899,12,12,1,1,30,22doj4sgsocqpxw45h607udje,1,14.5,24.4,2022-09-03T14:01:59.417Z,2022-09-03T22:19:05Z,3753123401,212,14.2,3753123445,15,,3753123397,140,26.4,3753123395,56,Back,3753123399,141,14.5,3753123403,213,5.8,3755841509,178,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900855,23,1,1,1,31,hzqh7z0mdl3v7gwete66syxp,1,75.1,82.7,2022-09-03T14:02:00.688Z,2022-09-03T22:19:09Z,3753123171,56,Left,3753123177,212,9.4,3753123175,141,94.5,3753123179,213,1.0,3755841679,178,,3753123173,140,79.7,,,,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900907,24,1,1,1,33,hzqh7z0mdl3v7gwete66syxp,1,79.7,94.5,2022-09-03T14:02:02.614Z,2022-09-03T22:19:13Z,3753123427,140,78.6,3753123429,141,98.6,3753123433,213,2.0,3753123425,56,Left,3755841845,178,,3753123431,212,3.0,,,,,,,1ehvdoglquy9ldibpvajw34d1,N. Kebano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900961,25,1,1,1,34,hzqh7z0mdl3v7gwete66syxp,1,78.6,98.6,2022-09-03T14:02:03.428Z,2022-09-03T22:19:16Z,3755842007,178,,3753123671,212,9.2,3753123667,140,70.7,3753123673,213,3.6,3753123665,56,Left,3753123669,141,92.6,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900981,26,1,1,1,36,hzqh7z0mdl3v7gwete66syxp,0,71.5,95,2022-09-03T14:02:05.682Z,2022-09-03T22:19:19Z,3753123761,155,,3753123773,141,88.2,3753123765,56,Left,3753123775,212,5.6,3755842143,178,,3754832877,20,,3753123757,2,,3753123769,140,74.5,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,3753123777,213,3754832875,223,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,
2454901105,13,61,1,1,36,22doj4sgsocqpxw45h607udje,1,25.3,14.1,2022-09-03T14:02:05.859Z,2022-09-03T22:19:28Z,3753124275,56,Back,3755842595,21,,3755842597,388,,,,,,,,,,,,,,,,,b9g4qurpll4wizajo95c406hh,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901299,27,1,1,1,41,hzqh7z0mdl3v7gwete66syxp,1,59,74.9,2022-09-03T14:02:10.687Z,2022-09-03T22:19:31Z,3755842815,178,,3753125235,213,4.3,3753125231,141,52.5,3753125229,140,53.2,3753125233,212,16.4,3753125227,56,Center,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901361,28,1,1,1,45,hzqh7z0mdl3v7gwete66syxp,1,54.2,45.5,2022-09-03T14:02:14.352Z,2022-09-03T22:19:34Z,3755843049,178,,3753125561,212,26.5,3753125555,56,Right,3753125559,141,7.7,3753125557,140,60.4,3753125563,213,5.0,,,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901459,29,1,1,1,47,hzqh7z0mdl3v7gwete66syxp,0,63,7,2022-09-03T14:02:16.882Z,2022-09-03T22:19:41Z,3753126133,140,100.0,3753126129,56,Right,3753126141,1,,3755843349,178,,3753126123,155,,3753126135,141,16.4,3753126139,213,0.2,3753126137,212,40.0,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901509,14,5,1,1,51,22doj4sgsocqpxw45h607udje,1,-0.8,83.6,2022-09-03T14:02:20.366Z,2022-09-03T22:19:44Z,3753126427,233,30,3753126387,56,Back,3753126389,346,,,,,,,,,,,,,,,,,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901467,30,5,1,1,51,hzqh7z0mdl3v7gwete66syxp,0,100.8,16.4,2022-09-03T14:02:20.366Z,2022-09-03T22:19:44Z,3753126505,233,14,3753126203,56,Right,3753126205,346,,,,,,,,,,,,,,,,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454902019,15,1,1,2,0,22doj4sgsocqpxw45h607udje,1,5.1,49.6,2022-09-03T14:02:29.600Z,2022-09-03T22:19:47Z,3753128857,141,33.6,3753128855,140,8.2,3753128865,213,5.0,3753128869,237,,3753128861,212,11.4,3753128847,124,,3753128853,56,Back,,,,ombvyo6p3p5khkn91vubvpat,H. Lloris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454902385,16,1,1,2,7,22doj4sgsocqpxw45h607udje,1,10.7,32.7,2022-09-03T14:02:36.431Z,2022-09-03T22:19:49Z,3753130677,212,26.0,3755843879,178,,3753130679,213,1.4,3753130675,141,70.5,3753130669,56,Back,3753130673,140,14.7,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455416921,877,43,1,2,13,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-09-03T14:02:42.710Z,2022-09-03T23:39:51Z,3755904613,399,171101,3756054079,144,83,,,,,,,,,,,,,,,,,,,ah7iqgru0htz9lh1bff94cjbp,Andreas Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454902519,17,1,1,2,15,22doj4sgsocqpxw45h607udje,1,30.2,80.2,2022-09-03T14:02:44.785Z,2022-09-03T22:19:52Z,3753131319,140,13.4,3753131317,56,Back,3753131323,212,24.3,3755843991,178,,3753131325,213,3.9,3753131321,141,55.7,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454902609,18,1,1,2,17,22doj4sgsocqpxw45h607udje,0,14.4,54.9,2022-09-03T14:02:46.595Z,2022-09-03T22:19:55Z,3753131677,212,40.5,3755844193,178,,3753131671,140,53.0,3753131679,213,0.0,3753131675,141,56.7,3753131683,1,,3753131669,56,Center,3753131667,157,,ombvyo6p3p5khkn91vubvpat,H. Lloris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454902685,31,1,1,2,20,hzqh7z0mdl3v7gwete66syxp,1,44.7,40.7,2022-09-03T14:02:49.716Z,2022-09-03T22:19:59Z,3755844419,388,,3753132093,141,33.1,3753132091,140,45.3,3753132097,213,4.8,3753132089,56,Back,3753132095,212,5.2,3753132087,3,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454902701,32,49,1,2,22,hzqh7z0mdl3v7gwete66syxp,1,45.5,33.1,2022-09-03T14:02:51.911Z,2022-09-03T22:20:02Z,,,,,,,,,,,,,,,,,,,,,,,,,ch8dgambei1xbzmikkglg3c9h,B. De Cordova-Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454902767,33,1,1,2,22,hzqh7z0mdl3v7gwete66syxp,0,45.5,33.1,2022-09-03T14:02:52Z,2022-09-03T22:20:04Z,3753132473,140,55.9,3755844745,178,,3753132477,212,12.1,3753132471,56,Center,3753132475,141,40.9,3753132479,213,0.5,,,,,,,ch8dgambei1xbzmikkglg3c9h,B. De Cordova-Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454902779,19,49,1,2,23,22doj4sgsocqpxw45h607udje,1,38.1,62.4,2022-09-03T14:02:53.055Z,2022-09-03T22:20:08Z,,,,,,,,,,,,,,,,,,,,,,,,,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
