id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2451476509,23,4,1,2,6,e5p0ehyguld7egzhiedpdnc3w,1,84.4,91.2,2022-08-27T14:02:32.671Z,2022-08-27T22:48:04Z,3734808733,233,16,3734808223,295,,3734808231,152,,3734808219,13,,3734808227,56,Left,3734808235,286,,,,,,,,87g6qlasqe627i5g7ir30j2sp,P. Estupiñán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476615,16,4,1,2,6,48gk2hpqtsl6p9sx9kjhaydq4,0,15.6,8.8,2022-08-27T14:02:32.672Z,2022-08-27T22:48:04Z,3734808637,285,,3734808633,56,Back,3737719957,178,,3734808635,152,,3734808765,233,23,3734808627,13,,3734808631,295,,,,,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478321,24,1,1,2,58,e5p0ehyguld7egzhiedpdnc3w,0,83.8,85.8,2022-08-27T14:03:24.232Z,2022-08-27T22:48:09Z,3734817119,56,Center,3734817127,213,5.3,3734817115,155,,3734817123,141,53.0,3736177523,223,,3736177525,20,,3734817113,5,,3734817125,212,26.5,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,3734817117,152,,3737720181,178,3734817111,2,3734817121,140,97.5,3734817589,233,17,,,,,,,,,,,,,,,,,,,,,,
2451478417,17,41,1,2,59,48gk2hpqtsl6p9sx9kjhaydq4,1,3.6,50,2022-08-27T14:03:25.334Z,2022-08-27T22:48:17Z,3734817497,213,5.7,3737720639,178,,3734817693,233,24,3734817493,141,23.2,3734817495,212,31.8,3734817491,140,28.4,3736177627,377,,,,,8szyip8c62bier901hmpqc7vt,I. Meslier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478479,25,1,1,3,1,e5p0ehyguld7egzhiedpdnc3w,1,77.1,78,2022-08-27T14:03:27.850Z,2022-08-27T22:48:24Z,3734817823,213,1.1,3734817819,141,86.9,3734817811,3,,3734817821,212,6.9,3737720959,178,,3734817817,140,80.2,3734817813,56,Left,,,,2wwo7wcxz4gfy0ubkzynvrsnp,S. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478499,26,1,1,3,2,e5p0ehyguld7egzhiedpdnc3w,0,80.2,86.9,2022-08-27T14:03:29.071Z,2022-08-27T22:48:27Z,3734817869,155,,3737721181,178,,3734817873,140,87.4,3734817877,212,15.3,3734817879,213,5.2,3734817871,56,Center,3734817875,141,67.4,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478609,18,12,1,3,3,48gk2hpqtsl6p9sx9kjhaydq4,1,11.9,35.8,2022-08-27T14:03:30.011Z,2022-08-27T22:48:33Z,3734818565,15,,3737721431,178,,3734818449,140,36.8,3734818459,213,0.1,3734818451,141,40.1,3734818445,56,Back,3734818455,212,26.3,,,,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478721,19,4,1,3,5,48gk2hpqtsl6p9sx9kjhaydq4,1,34.1,33.9,2022-08-27T14:03:31.579Z,2022-08-27T22:48:40Z,3734819059,286,,3734819101,233,27,3734819051,13,,3734819055,56,Back,3734819053,294,,3734819057,152,,,,,,,,dkwkmrmpb7rq4e660efcu5hat,D. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478711,27,4,1,3,5,e5p0ehyguld7egzhiedpdnc3w,0,65.9,66.1,2022-08-27T14:03:31.580Z,2022-08-27T22:48:40Z,3734819153,285,,3737721729,178,,3734819157,233,19,3734818995,56,Center,3734818993,294,,3734818997,152,,3734818989,13,,,,,87g6qlasqe627i5g7ir30j2sp,P. Estupiñán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451479221,20,1,1,3,19,48gk2hpqtsl6p9sx9kjhaydq4,1,38.2,35.7,2022-08-27T14:03:45.795Z,2022-08-27T22:49:07Z,3734821637,213,3.7,3734823873,189,,3737723087,178,,3734821633,141,29.1,3734821635,212,8.5,3734821625,5,,3734821629,56,Back,3734821627,152,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,3734821631,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451945033,889,1,1,3,21,48gk2hpqtsl6p9sx9kjhaydq4,1,28.5,30.8,2022-08-27T14:03:47.785Z,2022-08-27T22:49:15Z,3737339587,189,,3737339591,140,29.5,3737723525,178,,3737339595,212,6.5,3737339593,141,40.3,3737339597,213,1.4,3737339589,56,Back,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451479255,21,1,1,3,23,48gk2hpqtsl6p9sx9kjhaydq4,1,27.1,42.4,2022-08-27T14:03:49.611Z,2022-08-27T22:49:18Z,3734821797,140,34.2,3734821801,212,8.2,3734821795,56,Back,3737723797,178,,3734821799,141,37.4,3734821805,213,5.9,,,,,,,4r6jcuotjs6rz8iwu20996z85,Marc Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451479451,22,1,1,3,25,48gk2hpqtsl6p9sx9kjhaydq4,1,34.2,37.4,2022-08-27T14:03:51.098Z,2022-08-27T22:49:26Z,3734822825,213,1.7,3734822817,56,Back,3734822821,141,79.2,3734822819,140,30.5,3737724241,178,,3734822823,212,28.7,,,,,,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451479467,23,1,1,3,28,48gk2hpqtsl6p9sx9kjhaydq4,0,38,81.6,2022-08-27T14:03:54.861Z,2022-08-27T22:49:31Z,3734822905,140,73.7,3734822913,1,,3734822909,212,39.9,3734822901,56,Left,3734822907,141,100.0,3734822911,213,0.3,3737724451,178,,,,,9ao7l82r1xd2rjnvv5u6plcr9,Diego Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451479487,24,5,1,3,30,48gk2hpqtsl6p9sx9kjhaydq4,0,75.4,101.4,2022-08-27T14:03:57.064Z,2022-08-27T22:49:37Z,3734823001,56,Left,3734823003,347,,3734826437,233,28,,,,,,,,,,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451480175,28,5,1,3,30,e5p0ehyguld7egzhiedpdnc3w,1,24.6,-1.4,2022-08-27T14:03:57.064Z,2022-08-27T22:49:37Z,3734826373,233,24,3734826299,56,Back,3734826301,347,,,,,,,,,,,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451480255,29,1,1,3,50,e5p0ehyguld7egzhiedpdnc3w,0,27.5,0,2022-08-27T14:04:16.957Z,2022-08-27T22:49:44Z,3734826725,213,0.7,3734826711,56,Back,3734826719,141,18.2,3734826715,140,42.2,3734826709,107,,3734826721,212,20.0,,,,,,,bh20puvz2w21mnag7ul1g3c9h,J. Veltman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
