id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value
2474321427,18,1,1,0,43,c8h9bw1l82s06h77xxrelzhur,1,14.5,62,2022-10-19T18:31:18.992Z,2022-10-20T02:08:29Z,3856366881,140,19.9,3856366883,141,27.4,3856366879,56,Back,3857256701,178,,3856366885,212,24.2,3856366887,213,4.9,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321467,19,1,1,0,47,c8h9bw1l82s06h77xxrelzhur,1,21.9,21.3,2022-10-19T18:31:22.675Z,2022-10-20T02:08:33Z,3856367093,56,Back,3856367099,212,25.9,3856367097,141,6.1,3857256753,178,,3856367101,213,5.9,3856367095,140,44.5,,,,,,,29dp5gmu5xbd04mozwxq5tjh1,J. Gomez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321505,20,1,1,0,50,c8h9bw1l82s06h77xxrelzhur,1,43.7,6.7,2022-10-19T18:31:25.898Z,2022-10-20T02:08:38Z,3856367295,56,Back,3856367297,140,43.2,3856367303,213,1.7,3856367299,141,16.1,3857256807,178,,3856367301,212,6.4,,,,,,,6b9erfx1rf9nff83300tntadx,Roberto Firmino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321567,21,1,1,0,52,c8h9bw1l82s06h77xxrelzhur,1,44.9,32.7,2022-10-19T18:31:27.763Z,2022-10-20T02:08:45Z,3857256879,178,,3856367671,141,91.1,3856367667,56,Left,3856367673,212,40.9,3856367675,213,1.3,3856367669,140,54.2,3856367677,1,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321579,22,1,1,0,57,c8h9bw1l82s06h77xxrelzhur,1,51.9,88.6,2022-10-19T18:31:33.274Z,2022-10-20T02:08:53Z,3856367739,141,74.8,3856367743,213,3.8,3856367737,140,41.3,3856367735,56,Back,3856367741,212,14.6,3857256967,178,,,,,,,,3kwkd3b95n8qzqtq4idxav45x,K. Tsimikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321647,23,1,1,1,0,c8h9bw1l82s06h77xxrelzhur,1,39.4,70.5,2022-10-19T18:31:35.506Z,2022-10-20T02:08:57Z,3856368049,212,9.2,3857257049,178,,3856368043,56,Back,3856368045,140,43.0,3856368051,213,5.1,3856368047,141,58.2,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321689,24,1,1,1,3,c8h9bw1l82s06h77xxrelzhur,1,42.3,48.4,2022-10-19T18:31:38.914Z,2022-10-20T02:09:02Z,3856368193,141,33.0,3856368197,213,4.5,3857257099,178,,3856368189,56,Back,3856368191,140,40.6,3856368195,212,10.6,,,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321717,25,1,1,1,5,c8h9bw1l82s06h77xxrelzhur,1,40.4,30.6,2022-10-19T18:31:41.297Z,2022-10-20T02:09:10Z,3856368325,56,Back,3856368327,140,35.2,3857257159,178,,3856368329,141,16.8,3856368333,213,4.2,3856368331,212,10.9,,,,,,,29dp5gmu5xbd04mozwxq5tjh1,J. Gomez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321771,26,1,1,1,7,c8h9bw1l82s06h77xxrelzhur,1,34.4,17.9,2022-10-19T18:31:43.019Z,2022-10-20T02:09:15Z,3856368541,56,Back,3856368549,213,1.6,3856368543,140,34.2,3857257219,178,,3856368545,141,33.6,3856368547,212,10.7,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321791,27,1,1,1,10,c8h9bw1l82s06h77xxrelzhur,1,34.6,34.6,2022-10-19T18:31:45.561Z,2022-10-20T02:09:19Z,3856368617,56,Back,3856368625,213,1.1,3857257271,178,,3856368621,141,46.3,3856368623,212,8.7,3856368619,140,38.0,,,,,,,29dp5gmu5xbd04mozwxq5tjh1,J. Gomez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321829,28,1,1,1,11,c8h9bw1l82s06h77xxrelzhur,1,38,46.3,2022-10-19T18:31:46.618Z,2022-10-20T02:09:25Z,3856368847,141,42.4,3856368851,213,3.4,3857257317,178,,3856368845,140,27.3,3856368843,56,Back,3856368849,212,11.5,,,,,,,dbvpo938uwe0s420lospkethx,Thiago Alcântara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321859,29,1,1,1,12,c8h9bw1l82s06h77xxrelzhur,1,26.6,45.8,2022-10-19T18:31:48.347Z,2022-10-20T02:09:30Z,3856369037,140,23.9,3856369043,213,1.8,3857257403,178,,3856369035,56,Back,3856369041,212,15.7,3856369039,141,68.5,,,,,,,29dp5gmu5xbd04mozwxq5tjh1,J. Gomez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474489325,1015,43,1,1,14,c8h9bw1l82s06h77xxrelzhur,1,0,0,2022-10-19T18:31:49.857Z,2022-10-20T02:41:10Z,3857290783,144,82,3857290763,178,0,,,,,,,,,,,,,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321895,30,1,1,1,14,c8h9bw1l82s06h77xxrelzhur,1,24.4,68.5,2022-10-19T18:31:49.870Z,2022-10-20T02:09:37Z,3856369283,56,Back,3856369289,212,19.3,3856369287,141,53.9,3856369291,213,3.7,3857257459,178,,3856369285,140,8.6,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321905,31,1,1,1,21,c8h9bw1l82s06h77xxrelzhur,0,9,51,2022-10-19T18:31:57.249Z,2022-10-20T02:09:42Z,3857257513,178,,3856369357,141,52.5,3856369355,140,25.5,3856369353,56,Back,3856369359,212,17.4,3856369361,213,0.1,,,,,,,53d0pvr7ylvfhp6p749iniqc5,Alisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321907,7,49,1,1,22,4txjdaqveermfryvbfrr4taf7,1,70.1,50.4,2022-10-19T18:31:57.893Z,2022-10-20T02:09:48Z,,,,,,,,,,,,,,,,,,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321931,8,1,1,1,24,4txjdaqveermfryvbfrr4taf7,1,70.5,53.1,2022-10-19T18:31:59.645Z,2022-10-20T02:09:55Z,3856369501,212,12.8,3856369495,56,Center,3857257723,178,,3856369503,213,0.4,3856369497,140,81.8,3856369499,141,60.2,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321943,9,1,1,1,25,4txjdaqveermfryvbfrr4taf7,0,81.8,60.2,2022-10-19T18:32:00.559Z,2022-10-20T02:10:03Z,3856369569,140,89.9,3856369575,213,5.3,3856369573,212,14.6,3857257951,178,,3856369571,141,42.8,3856369567,56,Center,,,,,,,4ml8pyt3rxwxakjxslg0c8kb9,G. Scamacca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474322009,32,12,1,1,26,c8h9bw1l82s06h77xxrelzhur,1,12,55.4,2022-10-19T18:32:01.633Z,2022-10-20T02:10:10Z,3856369923,140,18.3,3856369929,213,4.9,3857258071,178,,3856369921,56,Back,3856369927,212,30.2,3856369925,141,12.0,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474502099,1589,67,1,1,31,4txjdaqveermfryvbfrr4taf7,1,71,94.8,2022-10-19T18:32:07.092Z,2022-10-20T05:32:12Z,3857356667,233,1831,,,,,,,,,,,,,,,,,,,,,,6aix9yu384pv1caanqiol231l,Pablo Fornals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474502097,1831,67,1,1,31,c8h9bw1l82s06h77xxrelzhur,0,29,5.2,2022-10-19T18:32:07.093Z,2022-10-20T04:45:43Z,3857356675,233,1589,,,,,,,,,,,,,,,,,,,,,,6b9erfx1rf9nff83300tntadx,Roberto Firmino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474322007,10,61,1,1,31,4txjdaqveermfryvbfrr4taf7,0,68.4,94.1,2022-10-19T18:32:07.113Z,2022-10-20T05:32:12Z,3857258117,178,,3856369917,56,Left,,,,,,,,,,,,,,,,,,,6aix9yu384pv1caanqiol231l,Pablo Fornals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474502047,1830,43,1,1,31,c8h9bw1l82s06h77xxrelzhur,1,0,0,2022-10-19T18:32:07.253Z,2022-10-20T04:45:29Z,3857356451,178,0,3857356463,144,82,,,,,,,,,,,,,,,,,,,6b9erfx1rf9nff83300tntadx,Roberto Firmino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474322015,33,49,1,1,32,c8h9bw1l82s06h77xxrelzhur,1,30.5,11,2022-10-19T18:32:08.489Z,2022-10-20T02:10:25Z,,,,,,,,,,,,,,,,,,,,,,,,,6b9erfx1rf9nff83300tntadx,Roberto Firmino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474322029,34,1,1,1,33,c8h9bw1l82s06h77xxrelzhur,1,30.5,11,2022-10-19T18:32:08.844Z,2022-10-20T02:10:32Z,3856370009,212,4.7,3856370003,56,Back,3856370005,140,28.6,3856370011,213,2.0,3856370007,141,17.3,3857258359,178,,,,,,,,6b9erfx1rf9nff83300tntadx,Roberto Firmino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474322043,35,1,1,1,33,c8h9bw1l82s06h77xxrelzhur,1,28.6,17.3,2022-10-19T18:32:09.484Z,2022-10-20T02:10:38Z,3857258441,178,,3856370065,140,25.7,3856370071,213,4.0,3856370067,141,12.3,3856370069,212,4.6,3856370063,56,Back,,,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474322087,36,1,1,1,35,c8h9bw1l82s06h77xxrelzhur,1,24.8,11,2022-10-19T18:32:10.583Z,2022-10-20T02:10:44Z,3856370269,213,1.3,3856370261,56,Back,3856370263,140,25.7,3856370265,141,16.7,3856370267,212,4.0,3857258527,178,,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474322105,37,1,1,1,37,c8h9bw1l82s06h77xxrelzhur,1,25,15.2,2022-10-19T18:32:13.201Z,2022-10-20T02:10:50Z,3856370361,141,8.8,3856370359,140,26.6,3856370363,212,4.7,3857258579,178,,3856370365,213,5.1,3856370357,56,Back,,,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474322117,38,1,1,1,39,c8h9bw1l82s06h77xxrelzhur,1,26.8,8.2,2022-10-19T18:32:15.010Z,2022-10-20T02:10:56Z,3856370421,213,1.0,3856370413,56,Back,3856370419,212,3.9,3857258651,178,,3856370417,141,13.2,3856370415,140,28.7,,,,,,,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474322135,39,1,1,1,40,c8h9bw1l82s06h77xxrelzhur,1,28.7,13.2,2022-10-19T18:32:15.705Z,2022-10-20T02:11:05Z,3856370523,213,4.3,3857258775,178,,3856370519,141,10.1,3856370515,56,Back,3856370521,212,2.3,3856370517,140,27.9,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474322137,40,61,1,1,40,c8h9bw1l82s06h77xxrelzhur,1,27.8,10,2022-10-19T18:32:16.118Z,2022-10-20T02:11:11Z,3856370529,56,Back,3857258869,178,,,,,,,,,,,,,,,,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474322177,41,1,1,1,41,c8h9bw1l82s06h77xxrelzhur,1,31.5,6.8,2022-10-19T18:32:17.225Z,2022-10-20T02:11:18Z,3857258957,178,,3856370753,212,7.3,3856370747,56,Back,3856370751,141,13.2,3856370749,140,37.1,3856370755,213,0.6,,,,,,,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
