id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/13/value,qualifier/16/value,qualifier/18/value
2493235967,3,44,1,0,12,b9si1jn1lfxfund69e9ogcu2n,0,64.6,23,2022-12-26T15:00:56.282Z,2022-12-27T00:40:33Z,3956096957,56,Center,3956096959,286,,3956097025,233,8,,,,,,,,,,,,,,,,5he3j18ix8tre84r8uls8ytm2,J. Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235971,9,1,1,0,12,ehd2iemqmschhj2ec0vayztzz,0,34.4,77.8,2022-12-26T15:00:56.358Z,2022-12-27T00:58:50Z,3956096991,212,13.7,3956096993,213,1.3,3956096989,141,97.1,3957281225,388,,3956096983,3,,3956096985,56,Back,3956096987,140,38.2,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235983,4,49,1,0,13,b9si1jn1lfxfund69e9ogcu2n,1,57.7,8.3,2022-12-26T15:00:57.416Z,2022-12-27T00:40:59Z,,,,,,,,,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235995,5,1,1,0,15,b9si1jn1lfxfund69e9ogcu2n,1,57.7,8.3,2022-12-26T15:00:59.172Z,2022-12-27T00:41:02Z,3957281347,178,,3956097093,140,50.8,3956097095,141,9.8,3956097091,56,Right,3956097097,212,7.3,3956097099,213,3.0,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236003,6,1,1,0,16,b9si1jn1lfxfund69e9ogcu2n,0,51.2,9.8,2022-12-26T15:00:59.920Z,2022-12-27T00:41:05Z,3956097119,140,61.7,3957281353,178,,3956097117,56,Right,3956097123,212,11.1,3956097125,213,0.1,3956097121,141,11.8,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236015,10,1,1,0,17,ehd2iemqmschhj2ec0vayztzz,0,26.4,92.6,2022-12-26T15:01:00.877Z,2022-12-27T00:41:12Z,3956097189,141,90.5,3956097193,213,6.2,3956097195,1,,3956097191,212,19.0,3956097187,140,44.4,3956097185,56,Back,3956097183,157,,3957281397,178,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236053,7,1,1,0,18,b9si1jn1lfxfund69e9ogcu2n,0,52.6,12.2,2022-12-26T15:01:02.293Z,2022-12-27T00:41:17Z,3956097393,141,18.8,3956097389,56,Right,3957281421,388,,3956097397,213,0.1,3956097391,140,91.5,3956097395,212,41.1,3956097387,157,,3956097399,1,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236071,11,43,1,0,24,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-12-26T15:01:08.549Z,2022-12-26T15:01:12Z,3956097703,144,49,,,,,,,,,,,,,,,,,,,,,,e8dina16u5kt5ho4u5igtmimt,J. Pickford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236091,12,52,1,0,25,ehd2iemqmschhj2ec0vayztzz,1,10.3,74.5,2022-12-26T15:01:08.946Z,2022-12-27T00:41:25Z,3956974779,376,,3957281449,178,,,,,,,,,,,,,,,,,,,,e8dina16u5kt5ho4u5igtmimt,J. Pickford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236177,13,1,1,0,27,ehd2iemqmschhj2ec0vayztzz,1,11.9,67.5,2022-12-26T15:01:10.857Z,2022-12-27T00:41:33Z,3956097935,123,,3956097937,56,Back,3956097945,213,4.9,3956097941,141,29.2,3957281479,178,,3956097939,140,16.0,3956097943,212,26.4,,,,e8dina16u5kt5ho4u5igtmimt,J. Pickford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236341,14,1,1,0,31,ehd2iemqmschhj2ec0vayztzz,1,22.2,27.1,2022-12-26T15:01:15.442Z,2022-12-27T00:41:39Z,3957281501,178,,3956098675,212,17.6,3956098671,140,27.7,3956098677,213,5.0,3956098669,56,Back,3956098673,141,2.6,,,,,,,d4vdrtte9kb9qmlkrx1rvgk45,Y. Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236355,15,4,1,0,37,ehd2iemqmschhj2ec0vayztzz,1,39.2,4.4,2022-12-26T15:01:21.194Z,2022-12-27T00:41:52Z,3956098759,295,,3956098783,233,8,3956098763,152,,3956098755,13,,3956098765,286,,3956098761,56,Back,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236333,8,4,1,0,37,b9si1jn1lfxfund69e9ogcu2n,0,60.8,95.6,2022-12-26T15:01:21.195Z,2022-12-27T00:41:52Z,3957281567,178,,3956098793,233,15,3956098647,285,,3956098641,295,,3956098645,152,,3956098643,56,Left,3956098639,13,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236545,16,43,1,0,50,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-12-26T15:01:34.449Z,2022-12-27T13:23:58Z,3956099699,213,1.9,3956099693,140,27.8,3956099689,152,0,3957765349,144,1,3956099695,141,30.0,3956099687,5,0,3956099737,189,0,3956099691,56,Back,a559ewan4122b6orx6d0f6s16,N. Patterson,3956099697,212,19.2,3957281585,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236573,17,1,1,0,51,ehd2iemqmschhj2ec0vayztzz,1,27.9,36,2022-12-26T15:01:35.119Z,2022-12-27T13:24:18Z,3957765609,189,,3956099841,213,1.6,3957281605,178,,3957765515,152,,3956099837,141,63.7,3957765513,5,,3956099839,212,18.9,3956099835,140,26.8,d4vdrtte9kb9qmlkrx1rvgk45,Y. Mina,3956099833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236619,18,1,1,0,53,ehd2iemqmschhj2ec0vayztzz,1,26.8,63.7,2022-12-26T15:01:36.606Z,2022-12-27T00:42:02Z,3956100033,213,1.1,3956100027,141,86.2,3956100025,140,34.5,3956100023,56,Back,3956100029,212,17.3,3957281621,178,,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493242485,87,1,1,0,55,ehd2iemqmschhj2ec0vayztzz,1,39.3,95,2022-12-26T15:01:39.087Z,2022-12-27T00:42:06Z,3956129899,56,Back,3956129901,140,42.0,3956129907,212,7.9,3956129911,213,5.1,3956129903,141,84.2,3957281643,178,,,,,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236691,19,1,1,0,56,ehd2iemqmschhj2ec0vayztzz,0,37,68.5,2022-12-26T15:01:39.978Z,2022-12-27T00:42:14Z,3956100343,140,52.9,3957281699,178,,3956100345,141,75.4,3956100347,212,17.3,3956100341,56,Center,3956100349,213,0.3,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493459895,1192,67,1,0,57,b9si1jn1lfxfund69e9ogcu2n,1,47.9,21.6,2022-12-26T15:01:41.059Z,2022-12-27T02:51:03Z,3957306251,233,1535,,,,,,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493459893,1535,67,1,0,57,ehd2iemqmschhj2ec0vayztzz,0,52.1,78.4,2022-12-26T15:01:41.060Z,2022-12-27T02:02:10Z,3957306255,233,1192,,,,,,,,,,,,,,,,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493457453,1024,43,1,0,57,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2022-12-26T15:01:41.081Z,2022-12-27T02:01:49Z,3957297399,233,1257,3957306137,144,67,,,,,,,,,,,,,,,,,,,5he3j18ix8tre84r8uls8ytm2,J. Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493457451,1257,43,1,0,57,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-12-26T15:01:41.082Z,2022-12-27T02:01:48Z,3957297403,233,1024,3957306135,144,67,,,,,,,,,,,,,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493244181,57,8,1,0,57,b9si1jn1lfxfund69e9ogcu2n,1,45.3,19.6,2022-12-26T15:01:41.119Z,2022-12-27T02:51:04Z,3956138395,56,Back,3957281717,178,,3956975419,384,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236661,9,49,1,0,58,b9si1jn1lfxfund69e9ogcu2n,1,56.2,18.4,2022-12-26T15:01:42.253Z,2022-12-27T00:42:20Z,,,,,,,,,,,,,,,,,,,,,,,,,5he3j18ix8tre84r8uls8ytm2,J. Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236717,10,1,1,0,59,b9si1jn1lfxfund69e9ogcu2n,1,57.7,18.4,2022-12-26T15:01:43.306Z,2022-12-27T00:42:24Z,3956100453,56,Center,3957281755,178,,3956100459,212,9.8,3956100461,213,1.4,3956100457,141,32.5,3956100455,140,59.7,,,,,,,5he3j18ix8tre84r8uls8ytm2,J. Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236751,20,43,1,1,1,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-12-26T15:01:45.161Z,2022-12-26T15:07:06Z,3956139319,144,61,3956100597,56,Center,,,,,,,,,,,,,,,,,,,xu7mykgl15kaib3olilmsez9,N. Maupay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236807,11,1,1,1,2,b9si1jn1lfxfund69e9ogcu2n,1,60.3,31.9,2022-12-26T15:01:45.898Z,2022-12-27T00:42:31Z,3956100815,213,0.8,3956100807,56,Center,3956100811,141,48.4,3957281791,178,,3956100813,212,16.4,3956100809,140,71.7,,,,,,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236815,12,3,1,1,4,b9si1jn1lfxfund69e9ogcu2n,0,72.3,39.5,2022-12-26T15:01:48.178Z,2022-12-27T00:42:47Z,3956100841,56,Center,3956975867,464,,3956100843,286,,3957281859,178,,3956100971,233,21,,,,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236831,21,7,1,1,4,ehd2iemqmschhj2ec0vayztzz,0,27.7,60.5,2022-12-26T15:01:48.231Z,2022-12-27T00:42:50Z,3957281871,389,,3956100919,56,Back,3956975905,384,,3956100935,233,12,3956100921,285,,,,,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236823,13,61,1,1,4,b9si1jn1lfxfund69e9ogcu2n,1,72.4,44.5,2022-12-26T15:01:48.300Z,2022-12-27T00:42:55Z,3956100881,56,Center,3957281905,178,,,,,,,,,,,,,,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236835,22,49,1,1,5,ehd2iemqmschhj2ec0vayztzz,1,19.3,62.3,2022-12-26T15:01:48.746Z,2022-12-27T00:42:58Z,,,,,,,,,,,,,,,,,,,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236931,23,1,1,1,6,ehd2iemqmschhj2ec0vayztzz,1,19.3,62.3,2022-12-26T15:01:49.776Z,2022-12-27T00:43:02Z,3956101403,56,Back,3956101405,140,20.2,3956101411,213,4.8,3956101407,141,29.2,3957281953,178,,3956101409,212,22.5,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236953,24,1,1,1,13,ehd2iemqmschhj2ec0vayztzz,0,30.4,6.5,2022-12-26T15:01:56.633Z,2022-12-27T00:43:08Z,3957282017,178,,3956101535,56,Right,3956101549,213,0.4,3956101539,140,51.6,3956101543,141,21.0,3956101545,212,24.3,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236979,14,49,1,1,14,b9si1jn1lfxfund69e9ogcu2n,1,52.2,81.5,2022-12-26T15:01:57.911Z,2022-12-27T00:43:10Z,,,,,,,,,,,,,,,,,,,,,,,,,5he3j18ix8tre84r8uls8ytm2,J. Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237025,15,1,1,1,14,b9si1jn1lfxfund69e9ogcu2n,1,52.2,81.5,2022-12-26T15:01:57.984Z,2022-12-27T00:43:15Z,3956101843,141,89.7,3956101839,56,Left,3956101845,212,8.7,3956101847,213,0.7,3956101841,140,58.6,3957282077,178,,,,,,,,5he3j18ix8tre84r8uls8ytm2,J. Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237033,16,1,1,1,15,b9si1jn1lfxfund69e9ogcu2n,0,58.6,89.7,2022-12-26T15:01:59.125Z,2022-12-27T00:43:20Z,3956101873,56,Left,3956101877,141,86.4,3956101875,140,61.8,3957282111,178,,3956101881,213,5.7,3956101879,212,4.0,,,,,,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237079,25,8,1,1,15,ehd2iemqmschhj2ec0vayztzz,1,34.8,23.1,2022-12-26T15:01:59.442Z,2022-12-27T00:43:30Z,3957282175,178,,3956976453,384,,3956102075,56,Back,,,,,,,,,,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237119,26,49,1,1,17,ehd2iemqmschhj2ec0vayztzz,1,29.9,5.6,2022-12-26T15:02:01.338Z,2022-12-27T00:43:33Z,,,,,,,,,,,,,,,,,,,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237161,27,1,1,1,19,ehd2iemqmschhj2ec0vayztzz,1,29.9,5.6,2022-12-26T15:02:02.992Z,2022-12-27T00:43:37Z,3956102415,141,12.8,3956102411,56,Back,3956102417,212,8.1,3956102419,213,0.7,3957282217,178,,3956102413,140,36.0,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237197,28,1,1,1,21,ehd2iemqmschhj2ec0vayztzz,1,36,12.8,2022-12-26T15:02:05.030Z,2022-12-27T00:43:44Z,3956102587,56,Back,3957282259,178,,3956102589,140,24.1,3956102593,141,17.6,3956102595,212,12.9,3956102597,213,2.9,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237261,29,1,1,1,23,ehd2iemqmschhj2ec0vayztzz,1,22.3,20.9,2022-12-26T15:02:07.204Z,2022-12-27T00:43:47Z,3956102889,213,2.4,3956102883,140,6.1,3956102885,141,43.0,3956102881,56,Back,3957282287,178,,3956102887,212,22.7,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237343,30,1,1,1,26,ehd2iemqmschhj2ec0vayztzz,1,7,47.2,2022-12-26T15:02:10.007Z,2022-12-27T00:43:50Z,3957282301,178,,3956103289,140,20.8,3956103303,213,1.0,3956103295,141,77.2,3956103285,56,Back,3956103299,212,25.0,,,,,,,e8dina16u5kt5ho4u5igtmimt,J. Pickford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237393,31,1,1,1,29,ehd2iemqmschhj2ec0vayztzz,1,20.8,77.2,2022-12-26T15:02:12.690Z,2022-12-27T00:43:56Z,3956103543,140,27.6,3956103539,56,Back,3956103547,141,96.3,3956103551,213,1.1,3956103549,212,14.8,3957282323,178,,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237451,32,1,1,1,31,ehd2iemqmschhj2ec0vayztzz,1,27.6,96.3,2022-12-26T15:02:15.126Z,2022-12-27T02:21:34Z,3956103867,56,Back,3956103873,212,15.9,3956103869,140,30.4,3956103871,141,73.3,3957282459,178,,3956103875,213,4.9,,,,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237513,33,1,1,1,33,ehd2iemqmschhj2ec0vayztzz,1,30.4,73.3,2022-12-26T15:02:17.343Z,2022-12-27T00:44:15Z,3956104209,140,43.7,3956104211,141,53.6,3956104207,56,Back,3956104215,213,5.5,3956104213,212,19.4,3957282489,178,,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237569,34,1,1,1,36,ehd2iemqmschhj2ec0vayztzz,0,40.9,44.7,2022-12-26T15:02:20.355Z,2022-12-27T00:44:18Z,3957282497,178,,3956104467,56,Back,3956104471,141,43.5,3956104475,213,4.5,3956104473,212,0.8,3956104469,140,40.7,,,,,,,xu7mykgl15kaib3olilmsez9,N. Maupay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239119,26,61,1,1,36,b9si1jn1lfxfund69e9ogcu2n,1,56.8,54.6,2022-12-26T15:02:20.427Z,2022-12-27T00:44:36Z,3957282555,178,,3956112067,56,Center,,,,,,,,,,,,,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
