id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,assist,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/13/value,qualifier/15/value,qualifier/14/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value
2506151925,6,1,1,0,9,4txjdaqveermfryvbfrr4taf7,1,33.8,51.5,2023-02-11T12:32:02.478Z,2023-02-11T18:33:48Z,4026128133,178,,4024010937,213,0.0,4024010935,212,20.6,4024010931,140,53.4,4024010929,56,Center,4024010933,141,52.8,,,,,,,at7mm2zrj2hjhu4bnq1f9noix,Lucas Paquetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506151939,7,1,1,0,10,4txjdaqveermfryvbfrr4taf7,0,54,53,2023-02-11T12:32:03.432Z,2023-02-11T18:33:53Z,4024011017,141,43.7,4024011015,140,54.4,4026128559,178,,4024011013,56,Center,4024011021,213,4.8,4024011019,212,6.3,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506151941,6,49,1,0,11,9q0arba2kbnywth8bkxlhgmdr,1,44.5,53.7,2023-02-11T12:32:04.535Z,2023-02-11T18:33:58Z,,,,,,,,,,,,,,,,,,,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506152013,7,1,1,0,12,9q0arba2kbnywth8bkxlhgmdr,1,44.5,53.7,2023-02-11T12:32:04.640Z,2023-02-11T20:56:17Z,4024011359,141,13.7,4024011363,212,28.0,4024011353,56,Back,4026668797,389,,4024011365,213,4.5,4024011355,140,38.2,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506152053,8,1,1,0,18,9q0arba2kbnywth8bkxlhgmdr,1,44.7,5.6,2023-02-11T12:32:11.328Z,2023-02-11T18:34:10Z,4024011557,56,Back,4026129869,178,,4024011565,213,5.8,4024011563,212,3.7,4024011561,141,3.1,4024011559,140,47.8,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506152065,9,1,1,0,20,9q0arba2kbnywth8bkxlhgmdr,1,52.2,3.4,2023-02-11T12:32:12.827Z,2023-02-11T18:34:16Z,4024011607,141,10.9,4024011611,213,2.0,4024011605,140,49.9,4026130251,178,,4024011603,56,Back,4024011609,212,5.6,,,,,,,e3il1t1s5lrn4g8t85fcm40oa,N. Madueke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506152075,10,1,1,0,21,9q0arba2kbnywth8bkxlhgmdr,1,49.9,10.9,2023-02-11T12:32:14.302Z,2023-02-11T18:34:21Z,4024011655,213,2.4,4024011651,141,32.0,4024011647,56,Back,4026130523,178,,4024011649,140,34.3,4024011653,212,21.8,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506152095,11,1,1,0,25,9q0arba2kbnywth8bkxlhgmdr,1,34.3,32,2023-02-11T12:32:18.368Z,2023-02-11T18:34:24Z,4024011737,212,15.8,4024011735,141,49.3,4024011731,56,Back,4024011739,213,0.8,4026130743,178,,4024011733,140,44.4,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506152119,12,1,1,0,28,9q0arba2kbnywth8bkxlhgmdr,1,45.8,53.9,2023-02-11T12:32:20.801Z,2023-02-11T18:34:27Z,4024011841,212,29.5,4024011839,141,92.9,4026130943,178,,4024011837,140,58.1,4024011835,56,Left,4024011843,213,1.1,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506152167,13,1,1,0,30,9q0arba2kbnywth8bkxlhgmdr,1,51.4,90.5,2023-02-11T12:32:23.453Z,2023-02-11T18:34:30Z,4024012009,140,35.5,4026131137,178,,4024012007,56,Back,4024012011,141,75.4,4024012015,213,3.7,4024012013,212,19.6,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506152203,14,1,1,0,32,9q0arba2kbnywth8bkxlhgmdr,1,30.1,73.5,2023-02-11T12:32:25.473Z,2023-02-11T18:34:34Z,4024012167,212,20.4,4024012165,141,43.7,4024012161,56,Back,4024012163,140,27.9,4026131335,178,,4024012169,213,4.6,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506152249,15,1,1,0,35,9q0arba2kbnywth8bkxlhgmdr,1,27.9,43.7,2023-02-11T12:32:27.879Z,2023-02-11T18:34:37Z,4024012307,56,Back,4024012311,140,25.3,4024012315,141,73.5,4024012319,212,20.4,4026131525,178,,4024012321,213,1.7,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506152307,16,1,1,0,38,9q0arba2kbnywth8bkxlhgmdr,1,25.6,80.4,2023-02-11T12:32:30.677Z,2023-02-11T18:34:40Z,4024012583,140,46.9,4024012589,213,6.2,4026131739,178,,4024012581,56,Back,4024012585,141,76.5,4024012587,212,22.5,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506152313,17,61,1,0,40,9q0arba2kbnywth8bkxlhgmdr,1,60.4,80.7,2023-02-11T12:32:33.191Z,2023-02-11T18:35:27Z,4026134925,178,,4024012615,56,Left,,,,,,,,,,,,,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506152375,18,4,1,0,45,9q0arba2kbnywth8bkxlhgmdr,1,75.3,63.6,2023-02-11T12:32:38.182Z,2023-02-11T18:35:38Z,4024012893,286,,4024012887,56,Center,4024012881,13,,4024012979,233,8,4024012889,152,,4024012883,294,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506152379,8,4,1,0,45,4txjdaqveermfryvbfrr4taf7,0,24.7,36.4,2023-02-11T12:32:38.183Z,2023-02-11T18:35:38Z,4024012913,56,Back,4024012919,285,,4024012997,233,18,4024012915,152,,4024012911,13,,4026135577,178,,4024013517,294,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506152985,19,15,1,1,44,9q0arba2kbnywth8bkxlhgmdr,1,72.9,62.1,2023-02-11T12:33:36.952Z,2023-02-11T18:35:40Z,4024016413,146,98.8,4024016425,233,9,4024015743,56,Center,4024016409,458,,4024016391,80,,4024015741,18,,4024015739,26,,4024015839,20,,dczrgxyolp7lcz413wkz7ap61,R. James,4024016403,103,10.1,4026135747,178,4024016415,147,51.1,4024016385,120,4024016399,102,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153003,9,10,1,1,45,4txjdaqveermfryvbfrr4taf7,1,2.3,51,2023-02-11T12:33:38.050Z,2023-02-11T18:35:45Z,4024016011,233,19,4025220365,180,,4025220367,377,,4024015831,182,,4024015975,177,,4024015833,56,Back,,,,,,,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153011,10,52,1,1,45,4txjdaqveermfryvbfrr4taf7,1,1.3,52.6,2023-02-11T12:33:38.172Z,2023-02-11T18:35:47Z,4026136129,178,,4025219903,377,,,,,,,,,,,,,,,,,,,,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153069,11,1,1,1,51,4txjdaqveermfryvbfrr4taf7,1,15,45,2023-02-11T12:33:43.872Z,2023-02-11T18:36:03Z,4024016179,141,33.0,4024018819,189,,4024018573,1,,4024016173,199,,4024016183,213,6.1,4024016175,56,Center,4024016177,140,69.8,4024016181,212,58.1,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153215,12,50,1,2,1,4txjdaqveermfryvbfrr4taf7,1,80.6,34.7,2023-02-11T12:33:53.932Z,2023-02-11T18:37:37Z,4024016863,56,Center,4024016865,286,,4024016933,233,20,,,,,,,,,,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153223,20,7,1,2,1,9q0arba2kbnywth8bkxlhgmdr,1,19.4,65.3,2023-02-11T12:33:54.033Z,2023-02-11T18:37:41Z,4024016919,233,12,4025227459,385,,4026146183,178,,4024016899,56,Back,4024016901,285,,,,,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153227,21,49,1,2,3,9q0arba2kbnywth8bkxlhgmdr,1,15.2,42.7,2023-02-11T12:33:55.847Z,2023-02-11T18:37:51Z,,,,,,,,,,,,,,,,,,,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153259,22,1,1,2,5,9q0arba2kbnywth8bkxlhgmdr,1,18.8,47.3,2023-02-11T12:33:58.309Z,2023-02-11T18:37:54Z,4024017103,141,58.4,4024017099,56,Back,4024017105,212,10.5,4024017101,140,25.8,4026147183,178,,4024017107,213,0.8,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153265,23,1,1,2,6,9q0arba2kbnywth8bkxlhgmdr,0,25.8,58.4,2023-02-11T12:33:59.166Z,2023-02-11T18:37:58Z,4024017133,140,27.1,4024017139,213,5.0,4024017137,212,5.5,4024017131,56,Back,4024017135,141,50.6,4026147613,178,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153269,13,61,1,2,6,4txjdaqveermfryvbfrr4taf7,1,74.9,53,2023-02-11T12:33:59.304Z,2023-02-11T18:38:03Z,4026148019,21,,4024017153,56,Center,4026148021,178,,,,,,,,,,,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153319,24,1,1,2,10,9q0arba2kbnywth8bkxlhgmdr,1,22.2,6.4,2023-02-11T12:34:02.641Z,2023-02-11T18:38:08Z,4024017415,212,18.2,4024017411,140,9.4,4024017417,213,2.4,4024017413,141,24.4,4026148375,178,,4024017409,56,Back,,,,,,,e3il1t1s5lrn4g8t85fcm40oa,N. Madueke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153351,25,1,1,2,13,9q0arba2kbnywth8bkxlhgmdr,1,9.3,24.5,2023-02-11T12:34:05.964Z,2023-02-11T18:38:10Z,4024017587,141,41.8,4024017585,140,3.0,4024017583,56,Back,4026148593,178,,4024017591,213,2.1,4024017589,212,13.5,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153403,26,1,1,2,15,9q0arba2kbnywth8bkxlhgmdr,1,3.9,42.5,2023-02-11T12:34:07.788Z,2023-02-11T18:38:13Z,4024017783,56,Back,4026148781,178,,4024017791,213,1.2,4024017789,212,36.1,4024017785,140,17.3,4024017787,141,91.4,4024017793,1,,,,,6j3wbk9xlq4om4m8ih6b3tyvp,Kepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153439,27,1,1,2,19,9q0arba2kbnywth8bkxlhgmdr,1,21.9,92.1,2023-02-11T12:34:12.450Z,2023-02-11T18:38:16Z,4024017949,140,13.4,4024017955,212,15.5,4024017951,141,73.5,4024017957,213,4.1,4026149041,178,,4024017947,56,Back,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153495,28,1,1,2,22,9q0arba2kbnywth8bkxlhgmdr,1,13.1,71.7,2023-02-11T12:34:15.011Z,2023-02-11T18:38:19Z,4024018245,56,Back,4024018247,140,7.9,4024018251,212,15.2,4026149189,178,,4024018253,213,4.3,4024018249,141,50.9,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153535,29,1,1,2,27,9q0arba2kbnywth8bkxlhgmdr,1,11,53.8,2023-02-11T12:34:20.216Z,2023-02-11T18:38:21Z,4024018449,140,24.4,4024018453,212,31.5,4024018445,155,,4024018447,56,Back,4024018455,213,1.1,4024018451,141,95.2,4026149437,178,,,,,6j3wbk9xlq4om4m8ih6b3tyvp,Kepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153559,30,1,1,2,31,9q0arba2kbnywth8bkxlhgmdr,1,23.8,93.5,2023-02-11T12:34:23.969Z,2023-02-11T18:38:25Z,4024018629,141,81.6,4024018631,212,16.4,4026149673,178,,4024018633,213,3.7,4024018625,56,Back,4024018627,140,10.2,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153591,31,1,1,2,35,9q0arba2kbnywth8bkxlhgmdr,1,9.5,82.1,2023-02-11T12:34:27.650Z,2023-02-11T18:38:28Z,4024018793,141,94.2,4026149875,178,,4024018797,213,1.1,4024018795,212,9.4,4024018789,56,Back,4024018791,140,13.8,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153607,32,1,1,2,38,9q0arba2kbnywth8bkxlhgmdr,1,14,95,2023-02-11T12:34:30.844Z,2023-02-11T18:38:32Z,4024018889,141,85.8,4024018891,212,28.6,4026150043,178,,4024018887,140,40.6,4024018885,56,Back,4024018893,213,6.1,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153631,33,1,1,2,39,9q0arba2kbnywth8bkxlhgmdr,1,40.6,85.8,2023-02-11T12:34:32.019Z,2023-02-11T18:38:36Z,4026150393,178,,4024018987,140,42.7,4024018985,56,Back,4024018993,213,1.1,4024018989,141,93.0,4024018991,212,5.4,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153637,34,1,1,2,42,9q0arba2kbnywth8bkxlhgmdr,1,41.9,94.4,2023-02-11T12:34:35.057Z,2023-02-11T18:38:41Z,4024019023,140,44.0,4024019029,213,5.0,4024019027,212,8.0,4024019025,141,83.1,4024019021,56,Back,4026150621,178,,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153641,35,61,1,2,43,9q0arba2kbnywth8bkxlhgmdr,1,44,83.1,2023-02-11T12:34:35.697Z,2023-02-11T18:38:54Z,4026151673,178,,4024019047,56,Back,,,,,,,,,,,,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153725,36,1,1,2,46,9q0arba2kbnywth8bkxlhgmdr,1,46.6,63.1,2023-02-11T12:34:39.416Z,2023-02-11T18:39:00Z,4024019453,212,27.7,4024019449,140,52.6,4024019451,141,23.5,4024019455,213,4.9,4026152011,178,,4024019447,56,Center,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153809,37,1,1,2,52,9q0arba2kbnywth8bkxlhgmdr,1,68.7,9.8,2023-02-11T12:34:45.348Z,2023-02-11T18:39:04Z,4024019835,56,Right,4024019837,140,71.5,4024019843,213,5.3,4026152393,178,,4024019841,212,5.7,4024019839,141,2.6,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153829,38,1,1,2,59,9q0arba2kbnywth8bkxlhgmdr,1,70.7,33.5,2023-02-11T12:34:51.672Z,2023-02-11T18:39:07Z,4024019929,213,1.8,4026152579,178,,4024019923,140,66.1,4024019927,212,19.2,4024019925,141,60.9,4024019921,56,Center,,,,,,,e3il1t1s5lrn4g8t85fcm40oa,N. Madueke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153849,39,1,1,3,1,9q0arba2kbnywth8bkxlhgmdr,1,65,67.8,2023-02-11T12:34:53.641Z,2023-02-11T18:39:09Z,4024020017,212,13.8,4024020015,141,85.4,4024020011,56,Left,4026152789,178,,4024020013,140,71.6,4024020019,213,1.0,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153883,40,1,1,3,2,9q0arba2kbnywth8bkxlhgmdr,1,71.4,85.2,2023-02-11T12:34:55.492Z,2023-02-11T18:39:12Z,4024020201,213,3.4,4024020197,141,75.5,4026153097,178,,4024020195,140,47.8,4024020199,212,25.6,4024020193,56,Back,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506153897,41,1,1,3,6,9q0arba2kbnywth8bkxlhgmdr,1,47.8,75.5,2023-02-11T12:34:59.271Z,2023-02-11T18:39:17Z,4024020243,212,13.1,4026153413,178,,4024020237,56,Back,4024020241,141,56.3,4024020239,140,48.7,4024020245,213,4.8,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
