id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2493756107,9,1,1,0,14,a3nyxabgsqlnqfkeg41m6tnpp,1,36,39.1,2022-12-28T20:01:33.652Z,2022-12-29T02:49:20Z,3958849779,213,1.5,3958849771,56,Back,3958849773,140,38.3,3958849777,212,29.3,3958849775,141,82.1,3959151589,178,,,,,,,,3gem1jrrkgye0omb88fk1lsk5,J. Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756123,10,1,1,0,17,a3nyxabgsqlnqfkeg41m6tnpp,1,41.4,82.8,2022-12-28T20:01:36.523Z,2022-12-29T02:49:27Z,3958849891,56,Left,3958849899,213,0.5,3958849895,141,95.7,3959151601,178,,3958849893,140,55.7,3958849897,212,17.4,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756139,11,1,1,0,18,a3nyxabgsqlnqfkeg41m6tnpp,1,51.6,96.8,2022-12-28T20:01:38.428Z,2022-12-29T02:49:30Z,3958849995,141,95.3,3958849997,212,20.0,3958849993,140,32.6,3959151613,178,,3958849991,56,Back,3958849999,213,3.2,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756171,12,1,1,0,21,a3nyxabgsqlnqfkeg41m6tnpp,1,29.8,92.3,2022-12-28T20:01:40.638Z,2022-12-29T02:49:34Z,3958850191,140,27.2,3959151625,178,,3958850195,212,19.8,3958850189,56,Back,3958850193,141,63.5,3958850197,213,4.6,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756173,13,1,1,0,29,a3nyxabgsqlnqfkeg41m6tnpp,1,40.1,66.5,2022-12-28T20:01:49.211Z,2022-12-29T02:49:39Z,3958850217,140,41.7,3958850223,213,1.5,3958850215,56,Back,3958850219,141,87.5,3959151629,178,,3958850221,212,14.4,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756185,14,1,1,0,31,a3nyxabgsqlnqfkeg41m6tnpp,1,43.8,89.7,2022-12-28T20:01:51.414Z,2022-12-29T02:49:54Z,3958850295,140,82.5,3958852123,210,15,3958850297,141,69.8,3958852125,154,,3958850301,212,42.8,3958850293,56,Center,3958850303,213,6.0,3958850291,155,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,1,3959151645,178,3958850305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756187,15,15,1,0,35,a3nyxabgsqlnqfkeg41m6tnpp,1,82.6,69.8,2022-12-28T20:01:54.680Z,2022-12-29T02:49:55Z,3958850311,22,,3958850851,72,,3959151679,178,,3958852147,147,65.2,3958852137,102,51.7,3958852127,79,,3958852179,233,3,3958852141,108,,atzboo800gv7gic2rgvgo0kq1,E. Haaland,,3958852131,154,3958852143,328,3958852133,55,14,3958852145,146,86.7,3958850315,56,Center,3958850313,18,3958852139,103,20.3,3958852129,29,,,,,,,,,,,,,,,,,,,
2493756203,3,10,1,0,35,48gk2hpqtsl6p9sx9kjhaydq4,1,12.9,35,2022-12-28T20:01:54.835Z,2022-12-29T02:49:59Z,3958850419,56,Back,3958851187,174,,3958850417,182,,3959077135,377,,3958851209,233,15,3958850415,178,,,,,,,,8szyip8c62bier901hmpqc7vt,I. Meslier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756247,4,12,1,0,37,48gk2hpqtsl6p9sx9kjhaydq4,1,3.1,55.9,2022-12-28T20:01:57.135Z,2022-12-29T02:50:04Z,3958850663,212,18.1,3958850659,140,5.4,3958850657,56,Back,3958850665,213,4.8,3958850661,141,29.5,3959151705,178,,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756229,16,61,1,0,40,a3nyxabgsqlnqfkeg41m6tnpp,0,99.5,75.9,2022-12-28T20:01:59.935Z,2022-12-29T02:50:16Z,3959151741,178,,3958850589,56,Center,,,,,,,,,,,,,,,,,,,atzboo800gv7gic2rgvgo0kq1,E. Haaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756253,5,12,1,0,41,48gk2hpqtsl6p9sx9kjhaydq4,1,2,26,2022-12-28T20:02:00.766Z,2022-12-29T02:50:19Z,3958850691,56,Back,3958850695,141,0.0,3958850709,167,,3959151753,178,,3958850697,212,26.6,3958850699,213,5.5,3958850693,140,19.9,,,,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756255,6,5,1,0,44,48gk2hpqtsl6p9sx9kjhaydq4,0,15.6,-1.4,2022-12-28T20:02:03.780Z,2022-12-29T02:50:21Z,3958850703,347,,3958851165,233,17,3958850701,56,Back,,,,,,,,,,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756315,17,5,1,0,44,a3nyxabgsqlnqfkeg41m6tnpp,1,84.4,101.4,2022-12-28T20:02:03.780Z,2022-12-29T02:50:21Z,3958851135,56,Left,3958851157,233,6,3958851137,347,,,,,,,,,,,,,,,,,atzboo800gv7gic2rgvgo0kq1,E. Haaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756319,18,1,1,0,53,a3nyxabgsqlnqfkeg41m6tnpp,1,78.9,100,2022-12-28T20:02:12.603Z,2022-12-29T02:51:21Z,3958851171,56,Left,3958851169,107,,3958851179,213,4.6,3958851175,141,88.6,3958879567,189,,3958851173,140,77.9,3958851177,212,8.6,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493809915,1044,1,1,0,54,a3nyxabgsqlnqfkeg41m6tnpp,1,76.9,89.3,2022-12-28T20:02:14.059Z,2022-12-29T02:51:53Z,3959140707,213,1.6,3959140703,141,98.3,3959140705,212,6.1,3959140699,56,Left,3959151929,178,,3959140779,189,,3959140701,140,76.5,,,,9wbf00lybk9fqablaqwg5cn2t,İ. Gündoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493809939,1045,1,1,0,55,a3nyxabgsqlnqfkeg41m6tnpp,1,76.5,98.3,2022-12-28T20:02:15.152Z,2022-12-29T02:51:57Z,3959140785,189,,3959140769,212,12.5,3959140771,213,5.5,3959140763,56,Left,3959151985,178,,3959140767,141,85.6,3959140765,140,85.1,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756325,19,1,1,0,57,a3nyxabgsqlnqfkeg41m6tnpp,1,83,89.3,2022-12-28T20:02:16.952Z,2022-12-29T02:52:03Z,3959151997,178,,3958851215,56,Left,3958851217,140,88.8,3958851223,213,0.8,3958851221,212,8.8,3958851219,141,98.7,,,,,,,atzboo800gv7gic2rgvgo0kq1,E. Haaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756329,20,1,1,0,59,a3nyxabgsqlnqfkeg41m6tnpp,0,88.1,98.3,2022-12-28T20:02:18.869Z,2022-12-29T02:52:06Z,3958851381,286,,3958851247,141,94.4,3959152005,178,,3958851249,212,2.7,3958851373,236,,3958851243,56,Left,3958851375,233,7,3958851245,140,88.2,72nph557ee2a9tdky8rvk12vp,J. Grealish,,3958851251,213,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,
2493756347,7,74,1,0,59,48gk2hpqtsl6p9sx9kjhaydq4,1,18.5,11,2022-12-28T20:02:19.187Z,2022-12-29T02:52:16Z,3958851397,233,20,3958851347,56,Back,3958851349,285,,3959152025,178,,,,,,,,,,,,,,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756355,8,49,1,1,0,48gk2hpqtsl6p9sx9kjhaydq4,1,28.1,8.2,2022-12-28T20:02:20.011Z,2022-12-29T02:52:50Z,,,,,,,,,,,,,,,,,,,,,,,,,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756361,9,3,1,1,3,48gk2hpqtsl6p9sx9kjhaydq4,0,29.5,2.9,2022-12-28T20:02:22.941Z,2022-12-29T02:52:45Z,3958851537,233,21,3959152083,178,,3958851427,56,Back,3958851429,285,,3959078009,464,,,,,,,,,,,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756367,21,7,1,1,3,a3nyxabgsqlnqfkeg41m6tnpp,1,70.5,97.1,2022-12-28T20:02:22.962Z,2022-12-29T02:53:06Z,3959078037,383,,3958851459,56,Left,3959152125,178,,3958851519,233,9,3958851461,286,,,,,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756375,22,61,1,1,3,a3nyxabgsqlnqfkeg41m6tnpp,1,68.4,93.3,2022-12-28T20:02:23.294Z,2022-12-29T02:53:14Z,3959152133,178,,3958851497,56,Left,,,,,,,,,,,,,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493762199,131,61,1,1,3,48gk2hpqtsl6p9sx9kjhaydq4,1,29.8,2.9,2022-12-28T20:02:23.403Z,2022-12-29T02:53:24Z,3959152159,178,,3958885927,56,Back,,,,,,,,,,,,,,,,,,,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756387,23,50,1,1,5,a3nyxabgsqlnqfkeg41m6tnpp,1,67.5,93,2022-12-28T20:02:25.339Z,2022-12-29T02:53:42Z,3958856717,233,10,3958851569,56,Left,3958851571,286,,,,,,,,,,,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756389,10,7,1,1,6,48gk2hpqtsl6p9sx9kjhaydq4,0,32.5,7,2022-12-28T20:02:25.599Z,2022-12-29T02:53:47Z,3959152193,178,,3958851575,56,Back,3959078137,383,,3958851577,285,,3958851579,233,23,,,,,,,,,,7oikovl62nfxs6z54dzd85gx5,S. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756395,24,49,1,1,6,a3nyxabgsqlnqfkeg41m6tnpp,1,61.9,95.4,2022-12-28T20:02:26.390Z,2022-12-29T02:53:53Z,,,,,,,,,,,,,,,,,,,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756419,25,1,1,1,8,a3nyxabgsqlnqfkeg41m6tnpp,1,56.3,94.1,2022-12-28T20:02:27.608Z,2022-12-29T02:53:59Z,3958851719,56,Back,3958851721,140,44.9,3958851723,141,63.5,3958851727,213,4.2,3958851725,212,24.0,3959152199,178,,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756423,26,1,1,1,13,a3nyxabgsqlnqfkeg41m6tnpp,1,45.7,56.1,2022-12-28T20:02:32.448Z,2022-12-29T02:54:04Z,3958851757,212,2.7,3958851753,140,48.3,3959152215,178,,3958851755,141,56.1,3958851759,213,0.0,3958851751,56,Back,,,,,,,3gem1jrrkgye0omb88fk1lsk5,J. Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756437,27,1,1,1,13,a3nyxabgsqlnqfkeg41m6tnpp,1,48.3,56.1,2022-12-28T20:02:33.187Z,2022-12-29T02:54:11Z,3958851821,56,Back,3958851829,213,4.6,3958851825,141,39.4,3958851823,140,47.4,3959152223,178,,3958851827,212,11.4,,,,,,,c2jqa9vozhqu7x79h5rr2n1ed,K. De Bruyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756451,28,1,1,1,15,a3nyxabgsqlnqfkeg41m6tnpp,1,47.4,40.6,2022-12-28T20:02:35.157Z,2022-12-29T02:54:14Z,3959152231,178,,3958851921,213,2.3,3958851919,212,26.5,3958851915,140,30.9,3958851913,56,Back,3958851917,141,70.1,,,,,,,d0azo0spzov2hg6ul40l58e3u,R. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756461,29,1,1,1,18,a3nyxabgsqlnqfkeg41m6tnpp,1,31.7,71.6,2022-12-28T20:02:37.639Z,2022-12-29T02:54:17Z,3958851977,141,91.5,3959152239,178,,3958851981,213,1.0,3958851973,140,40.4,3958851971,56,Back,3958851979,212,16.3,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756467,30,1,1,1,20,a3nyxabgsqlnqfkeg41m6tnpp,1,41,92.1,2022-12-28T20:02:39.629Z,2022-12-29T02:54:23Z,3958852011,56,Left,3959152243,178,,3958852019,213,0.1,3958852015,141,95.7,3958852017,212,21.6,3958852013,140,61.4,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756473,31,1,1,1,21,a3nyxabgsqlnqfkeg41m6tnpp,1,61.4,95.7,2022-12-28T20:02:41.040Z,2022-12-29T02:54:51Z,3958852055,212,6.1,3958852053,141,88.2,3958852057,213,4.1,3959152247,178,,3958852051,140,58.2,3958852049,56,Left,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756477,32,1,1,1,23,a3nyxabgsqlnqfkeg41m6tnpp,1,55.6,90,2022-12-28T20:02:42.845Z,2022-12-29T02:54:57Z,3958852093,213,3.8,3958852089,141,79.7,3959152251,178,,3958852085,56,Back,3958852087,140,47.4,3958852091,212,11.1,,,,,,,9wbf00lybk9fqablaqwg5cn2t,İ. Gündoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756483,33,1,1,1,24,a3nyxabgsqlnqfkeg41m6tnpp,1,48.1,78.7,2022-12-28T20:02:43.669Z,2022-12-29T02:55:03Z,3958852169,212,18.6,3958852171,213,3.3,3959152279,178,,3958852161,56,Back,3958852167,141,75.6,3958852165,140,30.5,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756519,34,1,1,1,30,a3nyxabgsqlnqfkeg41m6tnpp,1,34.9,50.3,2022-12-28T20:02:50.155Z,2022-12-29T02:55:08Z,3959152283,178,,3958852381,140,40.5,3958852383,141,11.5,3958852387,213,4.9,3958852379,56,Back,3958852385,212,27.0,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756523,35,1,1,1,32,a3nyxabgsqlnqfkeg41m6tnpp,1,40.5,11.5,2022-12-28T20:02:52.157Z,2022-12-29T02:55:11Z,3958852417,212,8.7,3958852413,140,47.8,3959152291,178,,3958852415,141,5.5,3958852419,213,5.8,3958852411,56,Back,,,,,,,3gem1jrrkgye0omb88fk1lsk5,J. Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756539,36,1,1,1,33,a3nyxabgsqlnqfkeg41m6tnpp,1,47.8,5.6,2022-12-28T20:02:53.350Z,2022-12-29T02:55:17Z,3958852489,141,15.5,3959152295,178,,3958852493,213,1.1,3958852487,140,51.2,3958852491,212,7.6,3958852485,56,Right,,,,,,,c2jqa9vozhqu7x79h5rr2n1ed,K. De Bruyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756553,37,1,1,1,36,a3nyxabgsqlnqfkeg41m6tnpp,1,54.7,15.2,2022-12-28T20:02:55.562Z,2022-12-29T02:55:28Z,3959152299,178,,3958852589,213,1.2,3958852581,56,Center,3958852587,212,8.1,3958852583,140,57.4,3958852585,141,26.3,,,,,,,d0azo0spzov2hg6ul40l58e3u,R. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756575,38,1,1,1,39,a3nyxabgsqlnqfkeg41m6tnpp,1,48.7,37.4,2022-12-28T20:02:58.806Z,2022-12-29T02:55:36Z,3958852685,155,,3959152303,178,,3958852687,56,Left,3958852691,141,93.8,3958852693,212,45.4,3958852697,1,,3958852689,140,71.8,3958852695,213,1.0,exiribcpg9vnuq9ekhlk74dlh,R. Mahrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756587,39,3,1,1,44,a3nyxabgsqlnqfkeg41m6tnpp,0,78.8,89.2,2022-12-28T20:03:03.537Z,2022-12-29T02:55:41Z,3958852793,233,11,3959152307,178,,3958852769,286,,3959078561,465,,3958852767,56,Left,,,,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756581,11,7,1,1,44,48gk2hpqtsl6p9sx9kjhaydq4,1,21.2,10.8,2022-12-28T20:03:03.644Z,2022-12-29T02:55:53Z,3958852735,56,Back,3959078617,385,,3958852737,285,,3958852775,233,39,3959152311,178,,,,,,,,,,,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
