id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value,qualifier/17/value
2531049639,6,49,1,0,13,48gk2hpqtsl6p9sx9kjhaydq4,1,27,4.1,2023-04-09T13:01:43.224Z,2023-04-09T19:35:57Z,,,,,,,,,,,,,,,,,,,,,,,,,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049645,7,1,1,0,14,48gk2hpqtsl6p9sx9kjhaydq4,0,27,4.1,2023-04-09T13:01:44.153Z,2023-04-09T19:36:03Z,4176494507,56,Back,4176494549,233,6,4176494553,286,,4176494509,140,29.7,4176494547,236,,4176494515,212,2.8,4177898143,178,,4176494513,141,4.2,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,4176494517,213,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049619,6,74,1,0,14,1c8m2ko0wxq1asfkuykurdr0y,1,71.4,93.3,2023-04-09T13:01:44.252Z,2023-04-09T19:36:08Z,4176494397,285,,4176494395,56,Left,4176494571,233,7,4177898409,178,,,,,,,,,,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049629,7,61,1,0,14,1c8m2ko0wxq1asfkuykurdr0y,1,71.5,93,2023-04-09T13:01:44.544Z,2023-04-09T19:36:18Z,4177899299,178,,4176494437,56,Left,,,,,,,,,,,,,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049647,8,49,1,0,15,1c8m2ko0wxq1asfkuykurdr0y,1,70.1,87.6,2023-04-09T13:01:46.007Z,2023-04-09T19:36:21Z,,,,,,,,,,,,,,,,,,,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049681,9,1,1,0,16,1c8m2ko0wxq1asfkuykurdr0y,1,68.4,88,2023-04-09T13:01:46.170Z,2023-04-09T19:36:25Z,4176494701,141,95.8,4177900009,178,,4176494699,140,57.4,4176494705,213,2.7,4176494697,56,Left,4176494703,212,12.7,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049701,10,1,1,0,20,1c8m2ko0wxq1asfkuykurdr0y,1,65.1,93.5,2023-04-09T13:01:51.024Z,2023-04-09T19:36:29Z,4177900351,178,,4176494801,56,Left,4176494805,141,95.3,4176494809,213,0.2,4176494807,212,5.7,4176494803,140,70.4,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049705,11,1,1,0,22,1c8m2ko0wxq1asfkuykurdr0y,0,70.4,95.9,2023-04-09T13:01:52.134Z,2023-04-09T19:36:34Z,4177900685,178,,4176494831,212,1.3,4176494977,286,,4176494825,56,Left,4176494833,213,6.0,4176494971,236,,4176494829,141,95.3,4176494973,233,8,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,4176494827,140,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049725,8,74,1,0,22,48gk2hpqtsl6p9sx9kjhaydq4,1,31.9,1.9,2023-04-09T13:01:52.214Z,2023-04-09T19:36:36Z,4176494927,56,Back,4177900847,178,,4176494989,233,11,4176494929,285,,,,,,,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049755,9,5,1,0,22,48gk2hpqtsl6p9sx9kjhaydq4,0,31,-1.2,2023-04-09T13:01:52.279Z,2023-04-09T19:36:42Z,4176495131,347,,4176495239,233,12,4176495129,56,Back,,,,,,,,,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049765,12,5,1,0,22,1c8m2ko0wxq1asfkuykurdr0y,1,69,101.2,2023-04-09T13:01:52.279Z,2023-04-09T19:36:42Z,4176495231,233,9,4176495179,56,Left,4176495181,347,,,,,,,,,,,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049867,13,1,1,0,33,1c8m2ko0wxq1asfkuykurdr0y,0,73.6,100,2023-04-09T13:02:03.639Z,2023-04-09T19:36:48Z,4176495679,56,Left,4176495681,140,84.1,4176495677,107,,4176495683,141,91.4,4176495687,213,5.7,4176495685,212,12.8,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049869,10,8,1,0,34,48gk2hpqtsl6p9sx9kjhaydq4,1,20.3,7.3,2023-04-09T13:02:04.963Z,2023-04-09T19:36:58Z,4177902475,178,,4176495689,56,Back,4177171485,385,,,,,,,,,,,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049879,11,49,1,0,36,48gk2hpqtsl6p9sx9kjhaydq4,1,16.6,5.5,2023-04-09T13:02:06.846Z,2023-04-09T19:37:02Z,,,,,,,,,,,,,,,,,,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049929,12,1,1,0,38,48gk2hpqtsl6p9sx9kjhaydq4,0,13,5,2023-04-09T13:02:08.166Z,2023-04-09T19:37:05Z,4176496003,141,29.0,4176496007,213,0.7,4176495999,56,Back,4176496005,212,24.4,4176495997,155,,4177902955,178,,4176496001,140,30.3,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049957,14,1,1,0,40,1c8m2ko0wxq1asfkuykurdr0y,0,66.5,76.8,2023-04-09T13:02:10.733Z,2023-04-09T19:37:09Z,4176496143,213,5.4,4176496135,56,Center,4176496141,212,24.8,4176496139,141,47.6,4176496133,3,,4176496137,140,80.7,4177903189,388,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050001,13,1,1,0,43,48gk2hpqtsl6p9sx9kjhaydq4,0,20.5,52.3,2023-04-09T13:02:13.366Z,2023-04-09T19:37:14Z,4176496375,157,,4176496379,140,56.8,4176496381,141,72.1,4176496377,56,Center,4177903777,178,,4176496383,212,40.4,4176496385,213,0.3,4176496389,1,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049995,15,49,1,0,46,1c8m2ko0wxq1asfkuykurdr0y,1,40.3,29.9,2023-04-09T13:02:16.880Z,2023-04-09T19:37:18Z,,,,,,,,,,,,,,,,,,,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050055,16,2,1,0,46,1c8m2ko0wxq1asfkuykurdr0y,1,39.8,28.3,2023-04-09T13:02:16.966Z,2023-04-09T19:37:24Z,4176496683,56,Right,4176496687,140,70.1,4176496681,1,,4176496691,141,14.5,4177904463,178,,4176496679,7,m2c4lckkcr7yilnqxrrsgh2i,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050053,14,55,1,0,46,48gk2hpqtsl6p9sx9kjhaydq4,1,28,81.9,2023-04-09T13:02:16.967Z,2023-04-09T19:37:25Z,4176504123,189,,,,,,,,,,,,,,,,,,,,,,,9rfwfsz5cmckyjripqgtbc7op,Junior Firpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050289,15,1,1,0,57,48gk2hpqtsl6p9sx9kjhaydq4,1,27.2,81.6,2023-04-09T13:02:27.313Z,2023-04-09T19:37:40Z,4176497959,140,14.8,4177904803,178,,4176497955,56,Back,4176497949,5,,4176497953,241,,4176497961,141,55.0,4176497965,213,4.1,4176498745,189,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,4176497963,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050303,16,1,1,0,59,48gk2hpqtsl6p9sx9kjhaydq4,1,14.8,53,2023-04-09T13:02:29.274Z,2023-04-09T19:37:44Z,4176498051,141,30.5,4177906211,178,,4176498913,189,,4176498049,140,22.6,4176498053,212,17.4,4176498055,213,5.2,4176498047,56,Back,,,,8szyip8c62bier901hmpqc7vt,I. Meslier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531386295,1557,43,1,1,6,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-04-09T13:02:36.657Z,2023-04-09T22:17:33Z,4178309475,144,83,4178309069,399,193645,,,,,,,,,,,,,,,,,,,c9pmcoyzgtgcnlc63cl4283bp,O. Édouard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531386547,1558,83,1,1,6,1c8m2ko0wxq1asfkuykurdr0y,1,70.7,77,2023-04-09T13:02:36.739Z,2023-04-09T22:18:05Z,4178310475,399,193645,,,,,,,,,,,,,,,,,,,,,,c9pmcoyzgtgcnlc63cl4283bp,O. Édouard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050349,17,1,1,1,6,48gk2hpqtsl6p9sx9kjhaydq4,1,29.8,22.8,2023-04-09T13:02:36.755Z,2023-04-09T22:17:56Z,4176498251,141,5.9,4176498253,212,26.4,4177906851,178,,4176498249,140,52.4,4176498255,213,5.8,4176498247,56,Right,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050355,18,50,1,1,9,48gk2hpqtsl6p9sx9kjhaydq4,1,55,4.7,2023-04-09T13:02:39.570Z,2023-04-09T19:38:01Z,4176498277,56,Right,4176498385,233,17,4176498279,286,,,,,,,,,,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050361,17,7,1,1,10,1c8m2ko0wxq1asfkuykurdr0y,1,45,95.3,2023-04-09T13:02:40.832Z,2023-04-09T19:38:04Z,4177907669,178,,4176498301,285,,4176498299,56,Back,4176498347,233,18,4177174521,385,,4176498297,167,,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050381,18,5,1,1,12,1c8m2ko0wxq1asfkuykurdr0y,0,46.4,101.4,2023-04-09T13:02:42.230Z,2023-04-09T19:38:15Z,4176498411,56,Back,4176498413,347,,4176498511,233,19,,,,,,,,,,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050389,19,5,1,1,12,48gk2hpqtsl6p9sx9kjhaydq4,1,53.6,-1.4,2023-04-09T13:02:42.230Z,2023-04-09T19:38:15Z,4176498447,347,,4176498479,233,18,4176498445,56,Right,,,,,,,,,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050651,20,1,1,1,27,48gk2hpqtsl6p9sx9kjhaydq4,0,52.7,0,2023-04-09T13:02:57.923Z,2023-04-09T19:38:19Z,4176499783,213,0.9,4176499781,212,14.9,4176499779,141,15.9,4176499775,56,Right,4176499773,107,,4176499777,140,61.1,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050683,19,1,1,1,28,1c8m2ko0wxq1asfkuykurdr0y,0,34.5,86,2023-04-09T13:02:58.865Z,2023-04-09T19:38:23Z,4176499947,213,5.4,4176499943,141,78.8,4176499945,212,6.6,4176499939,56,Back,4176499941,140,38.7,4177909197,178,,4176499937,3,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050727,21,1,1,1,30,48gk2hpqtsl6p9sx9kjhaydq4,1,56.1,22.8,2023-04-09T13:03:00.177Z,2023-04-09T19:38:27Z,4177909435,178,,4176500159,213,0.0,4176500147,3,,4176500155,141,23.5,4176500149,56,Center,4176500157,212,14.1,4176500153,140,69.5,,,,4r6jcuotjs6rz8iwu20996z85,Marc Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050779,22,1,1,1,33,48gk2hpqtsl6p9sx9kjhaydq4,1,70.3,20.1,2023-04-09T13:03:03.263Z,2023-04-09T19:38:32Z,4176500437,213,5.4,4176500433,141,8.3,4177909837,178,,4176500435,212,10.5,4176500429,56,Right,4176500431,140,76.7,,,,,,,6q6i9x4w4vcdwwmiwq8k6sixh,P. Bamford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050791,23,1,1,1,35,48gk2hpqtsl6p9sx9kjhaydq4,1,77.9,7.5,2023-04-09T13:03:05.628Z,2023-04-09T19:38:36Z,4177910147,178,,4176500491,141,4.4,4176500489,140,87.0,4176500495,213,6.1,4176500493,212,9.8,4176500487,56,Right,,,,,,,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050819,24,1,1,1,36,48gk2hpqtsl6p9sx9kjhaydq4,1,87,4.4,2023-04-09T13:03:07.049Z,2023-04-09T19:38:41Z,4176500617,56,Right,4177910583,178,,4176500625,213,3.1,4176500619,140,78.7,4176500623,212,8.7,4176500621,141,4.4,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050823,25,1,1,1,38,48gk2hpqtsl6p9sx9kjhaydq4,0,77.9,5.4,2023-04-09T13:03:08.784Z,2023-04-09T19:38:45Z,4176500645,56,Right,4177175673,224,,4176500643,155,,4177175675,20,,4176500757,236,,4176500641,2,,4177910915,178,,4176500759,233,20,983mn5yig2f4upkq9e97hx87p,L. Ayling,4176500649,141,11.4,4176500653,213,1.1,4176500763,286,4176500647,140,80.1,4176500651,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050837,20,12,1,1,38,1c8m2ko0wxq1asfkuykurdr0y,1,24.9,88.2,2023-04-09T13:03:08.928Z,2023-04-09T19:38:48Z,4176500775,233,25,4176500715,185,,4177911109,178,,4176500717,56,Back,,,,,,,,,,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050901,26,1,1,1,41,48gk2hpqtsl6p9sx9kjhaydq4,1,71,18.2,2023-04-09T13:03:11.403Z,2023-04-09T19:38:51Z,4176500995,212,8.8,4176500989,56,Right,4176500997,213,4.8,4176500993,141,5.3,4177911357,178,,4176500991,140,72.1,,,,,,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050933,27,1,1,1,43,48gk2hpqtsl6p9sx9kjhaydq4,0,73.7,3.9,2023-04-09T13:03:13.834Z,2023-04-09T19:38:55Z,4176501149,213,1.2,4176501147,212,27.3,4176501139,155,,4176501145,141,41.0,4177176173,224,,4177911593,178,,4176501143,140,83.6,4177176175,20,,983mn5yig2f4upkq9e97hx87p,L. Ayling,4176501135,2,,4176501141,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531051009,21,61,1,1,44,1c8m2ko0wxq1asfkuykurdr0y,0,15.2,61.2,2023-04-09T13:03:15.033Z,2023-04-09T19:39:07Z,4176501573,56,Back,4177912507,178,,,,,,,,,,,,,,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531051381,23,51,1,1,44,1c8m2ko0wxq1asfkuykurdr0y,1,14.3,58.7,2023-04-09T13:03:15.077Z,2023-04-09T19:39:14Z,4176503289,169,,,,,,,,,,,,,,,,,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531050987,28,13,1,1,47,48gk2hpqtsl6p9sx9kjhaydq4,1,92.5,66.6,2023-04-09T13:03:17.859Z,2023-04-09T19:39:18Z,4176501443,22,,4176501445,64,,4176503345,84,,4176503357,458,,4177913183,178,,4176503365,231,56.0,4176501447,56,Center,4176503351,103,2.8,7xlnqr43lvc8coshx65qd5omh,L. Sinisterra,4176501855,72,,4176503347,102,43.4,4176503361,230,,,,,,,98.4,,,,,,,,,,,,,,,,,,,,,,,,,
2531051023,22,5,1,1,49,1c8m2ko0wxq1asfkuykurdr0y,1,-0.8,60.3,2023-04-09T13:03:19.296Z,2023-04-09T19:39:21Z,4176501645,56,Back,4176501685,233,29,4176501647,346,,,,,,,,,,,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531051005,29,5,1,1,49,48gk2hpqtsl6p9sx9kjhaydq4,0,100.8,39.7,2023-04-09T13:03:19.296Z,2023-04-09T19:39:22Z,4176501553,346,,4176501549,56,Center,4176501715,233,22,,,,,,,,,,,,,,,,7xlnqr43lvc8coshx65qd5omh,L. Sinisterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
