id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value
2528640133,20,44,1,0,8,9q0arba2kbnywth8bkxlhgmdr,0,49.5,9.8,2023-04-04T19:00:22.255Z,2023-04-05T04:12:07Z,4163722691,56,Back,4163724173,233,16,4163724177,285,,,,,,,,,,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639677,7,61,1,0,8,c8h9bw1l82s06h77xxrelzhur,1,53.9,90.2,2023-04-04T19:00:22.389Z,2023-04-05T05:11:50Z,4163720337,56,Left,4164527357,388,,4164527355,21,,,,,,,,,,,,,,,,,3kwkd3b95n8qzqtq4idxav45x,K. Tsimikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639689,6,3,1,0,9,9q0arba2kbnywth8bkxlhgmdr,0,58.6,10.1,2023-04-04T19:00:23.417Z,2023-04-05T04:12:43Z,4163720465,233,8,4163720381,56,Right,4163720383,286,,4164527629,178,,4164020953,464,,,,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639697,8,7,1,0,9,c8h9bw1l82s06h77xxrelzhur,0,41.4,89.9,2023-04-04T19:00:23.450Z,2023-04-05T04:12:46Z,4163720415,285,,4163720413,56,Back,4163720445,233,6,4164527655,178,,4164020971,385,,,,,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640241,23,61,1,0,9,9q0arba2kbnywth8bkxlhgmdr,1,58,11.4,2023-04-04T19:00:23.649Z,2023-04-05T04:12:56Z,4164527715,21,,4164527717,388,,4163723181,56,Right,,,,,,,,,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640499,20,61,1,0,9,c8h9bw1l82s06h77xxrelzhur,1,42.2,89,2023-04-04T19:00:23.741Z,2023-04-05T04:13:04Z,4164527773,21,,4163725013,56,Back,4164527775,178,,,,,,,,,,,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641545,47,61,1,0,10,9q0arba2kbnywth8bkxlhgmdr,1,59.3,10.2,2023-04-04T19:00:23.893Z,2023-04-05T04:13:10Z,4163731313,56,Right,4164527819,21,,4164527821,178,,,,,,,,,,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639707,7,49,1,0,11,9q0arba2kbnywth8bkxlhgmdr,1,57.4,9.8,2023-04-04T19:00:24.919Z,2023-04-05T04:13:17Z,,,,,,,,,,,,,,,,,,,,,,,,,am70epdl0361z5af8ahskcdsl,N. Kanté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639719,8,1,1,0,11,9q0arba2kbnywth8bkxlhgmdr,1,57.2,9.8,2023-04-04T19:00:24.951Z,2023-04-05T04:13:22Z,4163720565,213,1.0,4164527941,178,,4163720557,56,Center,4163720561,141,27.7,4163720559,140,64.3,4163720563,212,14.3,,,,,,,am70epdl0361z5af8ahskcdsl,N. Kanté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639733,9,1,1,0,14,9q0arba2kbnywth8bkxlhgmdr,1,64.4,36.7,2023-04-04T19:00:28.511Z,2023-04-05T04:13:28Z,4163720625,212,13.4,4163720619,56,Center,4163720621,140,65.4,4164527981,178,,4163720623,141,56.4,4163720627,213,1.5,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639747,10,1,1,0,16,9q0arba2kbnywth8bkxlhgmdr,0,66.3,59.4,2023-04-04T19:00:29.922Z,2023-04-05T04:13:32Z,4164528013,178,,4163720695,56,Left,4163720705,213,1.6,4163720701,212,22.8,4163720697,140,66.5,4163720699,141,93.0,,,,,,,ehopba709zukxj4vgcync942d,M. Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639763,11,1,1,0,19,9q0arba2kbnywth8bkxlhgmdr,1,66.7,93.2,2023-04-04T19:00:32.836Z,2023-04-05T04:13:37Z,4163720805,212,22.5,4163720803,141,66.3,4163720807,213,4.1,4164528069,178,,4163720801,140,54.3,4163720799,56,Center,,,,,,,7usl4495egoptlrd762f0arbp,B. Chilwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639797,12,1,1,0,21,9q0arba2kbnywth8bkxlhgmdr,1,48.4,61.5,2023-04-04T19:00:35.423Z,2023-04-05T04:13:39Z,4163720975,213,4.6,4163720973,212,18.6,4163720971,141,34.2,4163720967,56,Back,4164528089,178,,4163720969,140,46.8,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639811,13,1,1,0,25,9q0arba2kbnywth8bkxlhgmdr,1,46.6,33.9,2023-04-04T19:00:39.347Z,2023-04-05T04:13:42Z,4163721055,56,Back,4164528105,178,,4163721063,213,1.4,4163721061,212,10.0,4163721057,140,47.9,4163721059,141,48.5,,,,,,,7yirx71oya71zjsgldj5ucqcq,W. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639825,14,1,1,0,27,9q0arba2kbnywth8bkxlhgmdr,1,47.7,45.7,2023-04-04T19:00:41.376Z,2023-04-05T04:13:45Z,4164528137,178,,4163721099,141,31.3,4163721097,140,40.6,4163721095,56,Back,4163721103,213,4.1,4163721101,212,12.3,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639831,15,1,1,0,28,9q0arba2kbnywth8bkxlhgmdr,1,39.3,30.7,2023-04-04T19:00:42.315Z,2023-04-05T04:13:49Z,4163721125,56,Back,4164528157,178,,4163721129,141,54.5,4163721131,212,16.4,4163721127,140,37.0,4163721133,213,1.7,,,,,,,7yirx71oya71zjsgldj5ucqcq,W. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639853,16,1,1,0,31,9q0arba2kbnywth8bkxlhgmdr,1,37.1,56.3,2023-04-04T19:00:45.486Z,2023-04-05T04:13:51Z,4163721255,155,,4164528175,178,,4163721265,213,5.5,4163721263,212,45.7,4163721267,1,,4163721259,140,67.3,4163721261,141,7.9,4163721257,56,Right,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639893,17,1,1,0,35,9q0arba2kbnywth8bkxlhgmdr,1,65.1,9.5,2023-04-04T19:00:49.128Z,2023-04-05T04:13:57Z,4164528225,178,,4163721465,56,Right,4163721469,141,14.7,4163721467,140,70.2,4163721471,212,6.4,4163721473,213,0.6,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528696335,965,3,1,0,39,9q0arba2kbnywth8bkxlhgmdr,0,71.1,8.1,2023-04-04T19:00:52.867Z,2023-04-05T04:14:03Z,4164021615,467,3kwkd3b95n8qzqtq4idxav45x,4164021609,56,Right,4164021613,465,,4164528267,178,,4164021611,286,,,,,,,,,,,am70epdl0361z5af8ahskcdsl,N. Kanté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639927,19,4,1,0,39,9q0arba2kbnywth8bkxlhgmdr,1,77.9,5,2023-04-04T19:00:53.595Z,2023-04-05T04:14:11Z,4163721625,56,Right,4163721621,13,,4163721693,233,9,4163721623,294,,4163721627,152,,4163721629,286,,,,,,,,am70epdl0361z5af8ahskcdsl,N. Kanté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639935,9,4,1,0,39,c8h9bw1l82s06h77xxrelzhur,0,22.1,95,2023-04-04T19:00:53.596Z,2023-04-05T04:14:11Z,4163721713,233,19,4163721669,285,,4163721667,152,,4163721663,294,,4163721661,13,,4163721665,56,Back,4164528313,178,,,,,3kwkd3b95n8qzqtq4idxav45x,K. Tsimikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639895,18,43,1,0,41,9q0arba2kbnywth8bkxlhgmdr,1,0,0,2023-04-04T19:00:55.296Z,2023-04-04T19:01:00Z,4163721731,144,61,4163721481,56,Right,,,,,,,,,,,,,,,,,,,am70epdl0361z5af8ahskcdsl,N. Kanté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640143,21,43,1,1,19,9q0arba2kbnywth8bkxlhgmdr,1,0,0,2023-04-04T19:01:32.834Z,2023-04-04T19:10:02Z,4163722729,56,Right,4163742565,144,61,,,,,,,,,,,,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640209,22,1,1,1,25,9q0arba2kbnywth8bkxlhgmdr,0,78.9,7.9,2023-04-04T19:01:38.845Z,2023-04-05T04:14:22Z,4164528405,178,,4163723009,212,30.3,4163723059,233,10,4163723003,56,Center,4163723011,213,1.0,4164021701,20,,4164021699,224,,4163723007,141,46.0,dczrgxyolp7lcz413wkz7ap61,R. James,4163723001,155,4163722999,2,4163742939,5,4163742941,152,4163723005,140,93.9,,,,,,,,,,,,,,,,,,,,,,
2528640221,10,41,1,1,26,c8h9bw1l82s06h77xxrelzhur,1,8.6,55.1,2023-04-04T19:01:40.211Z,2023-04-05T04:14:28Z,4163723057,213,0.7,4163723053,141,79.2,4163723051,140,28.0,4163723091,233,22,4164021767,378,,4163723055,212,26.1,4164528457,178,,,,,53d0pvr7ylvfhp6p749iniqc5,Alisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640235,11,1,1,1,28,c8h9bw1l82s06h77xxrelzhur,1,28,79.2,2023-04-04T19:01:42.075Z,2023-04-05T04:14:41Z,4163723155,140,20.4,4164528569,388,,4163723153,56,Back,4163723161,213,3.7,4163723157,141,72.6,4163723159,212,9.2,4163723151,3,,,,,5e300bc3sbmy6iqpvmic34qju,D. Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640237,12,49,1,1,28,c8h9bw1l82s06h77xxrelzhur,1,19.7,72.6,2023-04-04T19:01:42.699Z,2023-04-05T04:14:45Z,,,,,,,,,,,,,,,,,,,,,,,,,3kdl679ra6mlobdg09xqf7fft,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640255,13,1,1,1,30,c8h9bw1l82s06h77xxrelzhur,1,19.5,72.6,2023-04-04T19:01:43.980Z,2023-04-05T04:14:48Z,4164528625,178,,4163723241,56,Back,4163723249,213,1.5,4163723247,212,9.8,4163723243,140,20.5,4163723245,141,86.9,,,,,,,3kdl679ra6mlobdg09xqf7fft,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640285,14,1,1,1,31,c8h9bw1l82s06h77xxrelzhur,0,21.1,89.1,2023-04-04T19:01:45.677Z,2023-04-05T04:14:50Z,4163723367,155,,4163723371,140,65.2,4163723369,56,Left,4163723379,1,,4163723373,141,96.0,4163723377,213,0.1,4163723375,212,46.5,4164528651,178,,3kwkd3b95n8qzqtq4idxav45x,K. Tsimikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640283,24,61,1,1,35,9q0arba2kbnywth8bkxlhgmdr,0,30.4,8.6,2023-04-04T19:01:49.236Z,2023-04-05T04:15:02Z,4164528733,178,,4163723365,56,Back,,,,,,,,,,,,,,,,,,,am70epdl0361z5af8ahskcdsl,N. Kanté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640317,15,5,1,1,36,c8h9bw1l82s06h77xxrelzhur,1,68.2,101.7,2023-04-04T19:01:50.468Z,2023-04-05T04:15:05Z,4163723529,56,Left,4163723561,233,25,4163723531,347,,,,,,,,,,,,,,,,,3kwkd3b95n8qzqtq4idxav45x,K. Tsimikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640297,25,5,1,1,36,9q0arba2kbnywth8bkxlhgmdr,0,31.8,-1.7,2023-04-04T19:01:50.468Z,2023-04-05T04:15:06Z,4163723567,233,15,4163723439,56,Back,4163723441,347,,,,,,,,,,,,,,,,,am70epdl0361z5af8ahskcdsl,N. Kanté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640437,17,1,1,1,50,c8h9bw1l82s06h77xxrelzhur,1,69.8,100,2023-04-04T19:02:04.595Z,2023-04-05T04:15:53Z,4163724109,56,Back,4163724117,213,3.4,4163724107,107,,4163724113,141,89.4,4163724111,140,41.7,4163724121,1,,4163724115,212,30.6,,,,3kwkd3b95n8qzqtq4idxav45x,K. Tsimikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640471,18,1,1,1,55,c8h9bw1l82s06h77xxrelzhur,1,37.7,83.1,2023-04-04T19:02:09.096Z,2023-04-05T04:16:02Z,4163724295,212,30.1,4164529181,178,,4163724291,140,38.3,4163724297,213,4.7,4163724293,141,38.8,4163724289,56,Back,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640497,19,1,1,2,0,c8h9bw1l82s06h77xxrelzhur,1,42.1,31.4,2023-04-04T19:02:13.935Z,2023-04-05T04:16:08Z,4163724431,212,12.4,4163724427,140,38.8,4163724429,141,13.9,4164529269,178,,4163724433,213,4.4,4163724425,56,Back,,,,,,,kvchpptoxgvcyiv358w9gtzp,J. Matip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640505,21,1,1,2,4,c8h9bw1l82s06h77xxrelzhur,1,38.9,14.8,2023-04-04T19:02:18.358Z,2023-04-05T04:16:12Z,4164529319,178,,4163724465,213,0.3,4163724463,212,14.9,4163724457,56,Right,4163724461,141,20.3,4163724459,140,52.6,,,,,,,29dp5gmu5xbd04mozwxq5tjh1,J. Gomez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640517,22,1,1,2,5,c8h9bw1l82s06h77xxrelzhur,1,52.6,20.3,2023-04-04T19:02:19.341Z,2023-04-05T04:16:16Z,4163724525,212,10.5,4163724519,56,Right,4163724521,140,54.8,4163724523,141,5.2,4163724527,213,4.9,4164529351,178,,,,,,,,7mms3tmwizhtvzakotl4hv0et,Fabinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640533,23,1,1,2,6,c8h9bw1l82s06h77xxrelzhur,1,54.8,5.2,2023-04-04T19:02:20.724Z,2023-04-05T04:16:18Z,4163724623,213,3.1,4163724615,56,Back,4163724621,212,17.9,4163724617,140,37.8,4163724619,141,7.4,4164529383,178,,,,,,,,bz2p1aiij462e1emd7sh5psd1,Diogo Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640545,24,1,1,2,10,c8h9bw1l82s06h77xxrelzhur,1,34.3,13.6,2023-04-04T19:02:24.420Z,2023-04-05T04:16:21Z,4163724665,140,19.2,4163724663,56,Back,4163724671,213,2.2,4163724667,141,42.7,4163724669,212,25.4,4164529419,178,,,,,,,,29dp5gmu5xbd04mozwxq5tjh1,J. Gomez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640555,25,1,1,2,13,c8h9bw1l82s06h77xxrelzhur,1,20.7,43.1,2023-04-04T19:02:27.667Z,2023-04-05T04:16:24Z,4163724721,213,1.1,4163724715,140,33.4,4164529439,178,,4163724719,212,27.6,4163724713,56,Back,4163724717,141,78.6,,,,,,,53d0pvr7ylvfhp6p749iniqc5,Alisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640585,26,1,1,2,16,c8h9bw1l82s06h77xxrelzhur,1,33.7,78.8,2023-04-04T19:02:30.326Z,2023-04-05T04:17:48Z,4163724895,141,88.8,4163724891,56,Back,4164530099,178,,4163724899,213,0.7,4163724897,212,10.2,4163724893,140,41.0,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640597,27,1,1,2,20,c8h9bw1l82s06h77xxrelzhur,1,38.7,86.7,2023-04-04T19:02:33.940Z,2023-04-05T04:18:20Z,4164530295,178,,4163724955,212,7.2,4163724949,140,32.9,4163724945,56,Back,4163724957,213,3.7,4163724953,141,81.0,,,,,,,3kdl679ra6mlobdg09xqf7fft,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640619,28,1,1,2,22,c8h9bw1l82s06h77xxrelzhur,1,32.7,81,2023-04-04T19:02:36.189Z,2023-04-05T04:18:23Z,4163725039,141,95.4,4163725047,213,0.9,4163725043,212,12.5,4164530319,178,,4163725031,56,Back,4163725035,140,40.1,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640657,29,1,1,2,25,c8h9bw1l82s06h77xxrelzhur,1,37.4,94.4,2023-04-04T19:02:39.087Z,2023-04-05T04:18:26Z,4164530361,178,,4163725233,213,4.5,4163725229,141,45.2,4163725231,212,34.5,4163725223,155,,4163725227,140,29.5,4163725225,56,Back,4163725235,1,,3kdl679ra6mlobdg09xqf7fft,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640665,30,1,1,2,33,c8h9bw1l82s06h77xxrelzhur,0,53.7,28.9,2023-04-04T19:02:47.061Z,2023-04-05T04:18:34Z,4164530409,178,,4163725273,213,0.3,4163725267,140,55.2,4163725271,212,1.6,4163725269,141,29.5,4163725265,56,Center,,,,,,,kvchpptoxgvcyiv358w9gtzp,J. Matip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640671,26,61,1,2,33,9q0arba2kbnywth8bkxlhgmdr,1,41.4,68.4,2023-04-04T19:02:47.093Z,2023-04-05T04:18:45Z,4164530509,178,,4163725301,56,Back,,,,,,,,,,,,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640677,27,49,1,2,34,9q0arba2kbnywth8bkxlhgmdr,1,30.3,66.6,2023-04-04T19:02:48.413Z,2023-04-05T04:18:54Z,,,,,,,,,,,,,,,,,,,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
