id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId
2506276105,21,1,1,1,13,1c8m2ko0wxq1asfkuykurdr0y,1,39.9,41,2023-02-11T15:01:43.316Z,2023-02-11T20:51:36Z,4024624795,212,20.5,4026652277,178,,4024624797,213,4.7,4024624789,56,Back,4024624793,141,10.8,4024624791,140,39.9,,,,,,,z0btpgav68n4lqoht3ax3845,J. Tomkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276121,22,1,1,1,15,1c8m2ko0wxq1asfkuykurdr0y,1,39.9,10.8,2023-02-11T15:01:45.758Z,2023-02-11T20:51:39Z,4024624885,141,8.4,4024624887,212,21.2,4026652967,178,,4024624881,56,Right,4024624889,213,6.2,4024624883,140,60.0,,,,,,,ezrn62nekq3wpw1qs1yu1ezmd,N. Clyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276197,23,1,1,1,18,1c8m2ko0wxq1asfkuykurdr0y,1,60,8.4,2023-02-11T15:01:48.397Z,2023-02-11T20:51:46Z,4024625161,141,11.7,4026653435,178,,4024625171,213,3.0,4024625153,56,Back,4024625167,212,20.9,4024625157,140,40.2,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276277,24,1,1,1,20,1c8m2ko0wxq1asfkuykurdr0y,1,40.4,12.3,2023-02-11T15:01:50.661Z,2023-02-11T20:51:49Z,4026653719,178,,4024625535,213,2.5,4024625527,56,Back,4024625533,212,22.8,4024625529,140,23.4,4024625531,141,33.2,,,,,,,ezrn62nekq3wpw1qs1yu1ezmd,N. Clyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276341,25,1,1,1,23,1c8m2ko0wxq1asfkuykurdr0y,1,23.4,33.2,2023-02-11T15:01:53.389Z,2023-02-11T20:51:52Z,4024625787,213,2.3,4024625785,212,17.7,4024625779,56,Back,4026653913,178,,4024625783,141,52.0,4024625781,140,11.8,,,,,,,z0btpgav68n4lqoht3ax3845,J. Tomkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276441,26,1,1,1,26,1c8m2ko0wxq1asfkuykurdr0y,1,11.8,52,2023-02-11T15:01:56.364Z,2023-02-11T20:51:55Z,4024626219,56,Back,4024626223,141,85.9,4024626221,140,13.6,4026654115,178,,4024626227,213,1.5,4024626225,212,23.1,,,,,,,8k88isvd2hwr5e4gn9oxzr2t,Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276531,27,1,1,1,29,1c8m2ko0wxq1asfkuykurdr0y,0,14.7,94.5,2023-02-11T15:02:00.157Z,2023-02-11T20:51:58Z,4024626675,1,,4024626667,140,45.9,4024626665,56,Back,4026654271,178,,4024626671,212,32.9,4024626663,155,,4024626673,213,6.2,4024626669,141,90.8,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276569,14,1,1,1,32,e5p0ehyguld7egzhiedpdnc3w,0,54.3,9.1,2023-02-11T15:02:02.382Z,2023-02-11T20:52:00Z,4024626823,213,0.5,4024626819,141,18.0,4024626813,3,,4024626821,212,12.2,4026654457,388,,4024626815,56,Right,4024626817,140,64.4,,,,bh20puvz2w21mnag7ul1g3c9h,J. Veltman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276623,28,1,1,1,34,1c8m2ko0wxq1asfkuykurdr0y,1,35.4,80.8,2023-02-11T15:02:04.744Z,2023-02-11T20:52:03Z,4024627069,212,8.6,4024627063,56,Back,4024627071,213,4.9,4024627065,140,36.8,4024627067,141,68.3,4026654737,178,,,,,,,,dbebh5mvzowjrp7h4qvzxvaol,W. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276719,29,1,1,1,35,1c8m2ko0wxq1asfkuykurdr0y,1,36.8,68.3,2023-02-11T15:02:05.896Z,2023-02-11T20:52:06Z,4026654839,178,,4024627557,56,Back,4024627567,212,18.7,4024627565,141,50.5,4024627569,213,3.8,4024627559,140,23.2,,,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276811,30,1,1,1,39,1c8m2ko0wxq1asfkuykurdr0y,0,22.5,44.1,2023-02-11T15:02:09.686Z,2023-02-11T20:52:09Z,4024628037,141,24.9,4024628035,140,70.7,4026655019,178,,4024628033,56,Center,4024628043,1,,4024628039,212,52.3,4024628041,213,6.0,4024628031,155,,z0btpgav68n4lqoht3ax3845,J. Tomkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276889,15,1,1,1,42,e5p0ehyguld7egzhiedpdnc3w,1,33.3,81.5,2023-02-11T15:02:12.277Z,2023-02-11T20:52:15Z,4026655377,388,,4024628441,56,Back,4024628449,213,0.9,4024628443,140,41.9,4024628437,3,,4024628447,212,13.8,4024628445,141,96.9,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276911,16,1,1,1,45,e5p0ehyguld7egzhiedpdnc3w,0,41.9,96.9,2023-02-11T15:02:15.243Z,2023-02-11T20:52:33Z,4024628585,212,12.3,4024628587,213,4.1,4024628577,3,,4024628581,140,35.6,4026656559,388,,4024628583,141,81.7,4024628579,56,Back,,,,aititrd343hal6ount0dp5zze,K. Mitoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276943,31,61,1,1,46,1c8m2ko0wxq1asfkuykurdr0y,0,69.7,26.6,2023-02-11T15:02:16.507Z,2023-02-11T20:52:37Z,4024628731,56,Center,4026656843,178,,,,,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276955,17,49,1,1,47,e5p0ehyguld7egzhiedpdnc3w,1,37.1,76.4,2023-02-11T15:02:17.764Z,2023-02-11T20:52:40Z,,,,,,,,,,,,,,,,,,,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277031,18,1,1,1,47,e5p0ehyguld7egzhiedpdnc3w,1,37.2,75.1,2023-02-11T15:02:17.824Z,2023-02-11T20:52:42Z,4024629083,141,63.7,4024629079,56,Back,4024629081,140,26.3,4026657139,178,,4024629085,212,13.8,4024629087,213,3.7,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277133,19,1,1,1,50,e5p0ehyguld7egzhiedpdnc3w,1,26.1,62.3,2023-02-11T15:02:20.499Z,2023-02-11T20:52:49Z,4024629505,213,4.4,4024629497,141,35.2,4024629489,56,Back,4024629501,212,19.5,4026657475,178,,4024629491,140,20.0,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277301,20,1,1,1,54,e5p0ehyguld7egzhiedpdnc3w,1,20.3,35.7,2023-02-11T15:02:24.513Z,2023-02-11T20:52:52Z,4024630283,56,Back,4024630289,212,20.4,4026657581,178,,4024630287,141,65.7,4024630285,140,20.1,4024630291,213,1.6,,,,,,,6o9mxqdmxip6ik6w6zgd7k8ut,A. Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
