id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/16/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2529022811,11,1,1,0,18,6eqit8ye8aomdsrrq0hk3v7gh,1,48.4,96,2023-04-05T19:01:21.321Z,2023-04-06T02:17:11Z,4165759329,56,Left,4165759333,141,96.8,4165759335,212,13.2,4166579879,178,,4165759331,140,61.0,4165759337,213,0.0,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022823,12,1,1,0,19,6eqit8ye8aomdsrrq0hk3v7gh,1,61.3,96.9,2023-04-05T19:01:22.280Z,2023-04-06T02:17:16Z,4165759419,212,11.0,4165759417,141,95.6,4165759421,213,3.2,4165759415,140,50.9,4165773909,156,,4165759413,56,Left,4166580003,178,,,,,cv8egyrq9dlfgeamk6b7fdgq1,J. Sancho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022849,13,1,1,0,21,6eqit8ye8aomdsrrq0hk3v7gh,1,47.6,95.1,2023-04-05T19:01:24.508Z,2023-04-06T02:17:18Z,4166580083,178,,4165759569,212,17.0,4165759567,141,73.5,4165759571,213,4.2,4165759565,140,39.5,4165759563,56,Back,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022887,14,1,1,0,25,6eqit8ye8aomdsrrq0hk3v7gh,1,39.5,72.8,2023-04-05T19:01:28.218Z,2023-04-06T02:17:21Z,4165759785,212,30.0,4165759779,56,Left,4165759783,141,98.0,4165759787,213,0.6,4165759781,140,63.0,4166580197,178,,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022919,15,1,1,0,28,6eqit8ye8aomdsrrq0hk3v7gh,1,62.4,97.8,2023-04-05T19:01:31.562Z,2023-04-06T02:17:24Z,4165759899,56,Back,4165759907,213,4.1,4165759901,140,45.8,4166580301,178,,4165759905,212,29.1,4165759903,141,63.6,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022939,16,1,1,0,31,6eqit8ye8aomdsrrq0hk3v7gh,1,45.8,63.5,2023-04-05T19:01:34.315Z,2023-04-06T02:17:27Z,4165760015,212,24.4,4165760013,141,27.8,4165760011,140,47.9,4165760017,213,4.8,4166580381,178,,4165760009,56,Back,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022985,17,1,1,0,34,6eqit8ye8aomdsrrq0hk3v7gh,1,48.7,24.2,2023-04-05T19:01:37.052Z,2023-04-06T02:17:30Z,4165760225,56,Right,4165760231,212,21.7,4165760229,141,4.7,4165760227,140,65.0,4165760233,213,5.6,4166580489,178,,,,,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023029,18,1,1,0,36,6eqit8ye8aomdsrrq0hk3v7gh,1,63.2,2.8,2023-04-05T19:01:39.603Z,2023-04-06T02:17:34Z,4165760419,141,27.8,4165760417,140,47.1,4166580629,178,,4165760421,212,24.0,4165760413,56,Back,4165760423,213,2.4,,,,,,,v22q59d00b5v78rgx7v8z3vu,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023045,19,1,1,0,39,6eqit8ye8aomdsrrq0hk3v7gh,1,47.1,27.8,2023-04-05T19:01:42.396Z,2023-04-06T02:17:39Z,4166580755,178,,4165760493,56,Back,4165760501,213,1.7,4165760499,212,23.9,4165760495,140,43.3,4165760497,141,62.4,,,,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023077,20,1,1,0,43,6eqit8ye8aomdsrrq0hk3v7gh,1,43.3,62.4,2023-04-05T19:01:46.228Z,2023-04-06T02:17:45Z,4165760705,56,Left,4165760713,213,1.1,4166580873,178,,4165760707,140,52.2,4165760709,141,87.5,4165760711,212,19.5,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023115,21,1,1,0,46,6eqit8ye8aomdsrrq0hk3v7gh,0,53.7,91.2,2023-04-05T19:01:49.622Z,2023-04-06T02:17:48Z,4165760919,140,79.6,4165760917,56,Center,4165760921,141,74.7,4165760923,212,29.4,4166580933,178,,4165760915,155,,4165760925,213,5.9,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023121,3,1,1,0,48,7yx5dqhhphyvfisohikodajhv,1,18.7,31.7,2023-04-05T19:01:51.556Z,2023-04-06T02:17:57Z,4165760953,141,38.8,4165760955,212,11.8,4166581167,178,,4165760947,3,,4165760949,56,Back,4165760951,140,29.0,4165760957,213,0.4,,,,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023125,4,49,1,0,50,7yx5dqhhphyvfisohikodajhv,1,28.7,38.8,2023-04-05T19:01:53.189Z,2023-04-06T02:18:02Z,,,,,,,,,,,,,,,,,,,,,,,,,dtol82tjlq48bs0s70sisguz9,M. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023165,5,1,1,0,50,7yx5dqhhphyvfisohikodajhv,0,28.7,38.8,2023-04-05T19:01:53.247Z,2023-04-06T02:18:05Z,4165761185,140,38.1,4165761183,56,Back,4165761191,213,0.5,4165761189,212,11.2,4165761187,141,46.6,4166581343,178,,,,,,,,dtol82tjlq48bs0s70sisguz9,M. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023161,22,49,1,0,52,6eqit8ye8aomdsrrq0hk3v7gh,1,61.9,58.2,2023-04-05T19:01:55.156Z,2023-04-06T02:18:12Z,,,,,,,,,,,,,,,,,,,,,,,,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023173,23,1,1,0,53,6eqit8ye8aomdsrrq0hk3v7gh,1,61.9,58.2,2023-04-05T19:01:56.495Z,2023-04-06T02:18:46Z,4165761225,212,4.8,4165761223,141,62.9,4165761219,56,Center,4165761227,213,0.7,4165761221,140,65.3,4166581807,178,,,,,,,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023183,24,1,1,0,54,6eqit8ye8aomdsrrq0hk3v7gh,1,66.1,62.3,2023-04-05T19:01:57.211Z,2023-04-06T02:18:50Z,4165761287,213,5.3,4165761281,140,71.7,4166582309,178,,4165761285,212,10.3,4165761279,56,Center,4165761283,141,49.9,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023201,25,1,1,0,56,6eqit8ye8aomdsrrq0hk3v7gh,1,69.9,47.6,2023-04-05T19:01:59.437Z,2023-04-06T02:18:57Z,4165761369,212,13.7,4165761367,141,28.1,4165761371,213,5.0,4166582353,178,,4165761365,140,73.2,4165761793,210,15,4165761363,56,Center,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023205,26,15,1,0,59,6eqit8ye8aomdsrrq0hk3v7gh,1,74.3,32.2,2023-04-05T19:02:01.895Z,2023-04-06T02:18:58Z,4165761821,103,19,4165761829,230,97.8,4165763893,76,,4165761819,102,52.4,4165761409,56,Center,4165761825,146,76.0,4165761813,29,,4165761831,231,48.2,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,4166582387,178,4165761827,147,33.6,4165761579,20,4165761815,55,25,4165761583,82,4165761405,22,4165761597,233,6,4165761823,215,4165761407,18,,,,,,,,,,,,,,,,,,,,,
2529023241,6,10,1,0,59,7yx5dqhhphyvfisohikodajhv,1,23.6,71.3,2023-04-05T19:02:01.980Z,2023-04-06T02:19:00Z,4166582415,178,,4165761571,94,,4165761573,56,Back,4165761613,233,26,,,,,,,,,,,,,dtol82tjlq48bs0s70sisguz9,M. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023265,7,6,1,1,2,7yx5dqhhphyvfisohikodajhv,0,24.5,71,2023-04-05T19:02:05.018Z,2023-04-06T02:19:07Z,4165761719,233,27,4165761695,73,,4165761693,56,Back,,,,,,,,,,,,,,,,dtol82tjlq48bs0s70sisguz9,M. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023219,27,6,1,1,2,6eqit8ye8aomdsrrq0hk3v7gh,1,75.5,29,2023-04-05T19:02:05.018Z,2023-04-06T02:19:07Z,4165761467,56,Center,4165761469,75,,4165761715,233,7,,,,,,,,,,,,,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023451,28,1,1,1,28,6eqit8ye8aomdsrrq0hk3v7gh,0,99.5,0.5,2023-04-05T19:02:31.424Z,2023-04-06T02:19:10Z,4165762893,141,43.0,4165762887,223,,4165762889,56,Center,4165762881,2,,4165762885,155,,4166108439,72,,4166582561,178,,4165762895,212,29.1,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,4165762883,6,4165762897,213,1.7,4165762891,140,,,,,,,,,,,,,,,96.4,,,,,,,,,,,,,,,,,,,,
2529023493,8,12,1,1,30,7yx5dqhhphyvfisohikodajhv,1,6.3,63,2023-04-05T19:02:32.831Z,2023-04-06T02:19:15Z,4165763087,141,61.7,4165763089,212,22.9,4165763085,140,28.1,4165763121,15,,4166582723,388,,4165763083,56,Back,4165763091,213,6.2,,,,d9a62lhx21b0ym73rxd6mw8h5,E. Pinnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023469,29,43,1,1,32,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2023-04-05T19:02:35.084Z,2023-04-05T19:02:59Z,4165762979,286,0,4165762977,56,Center,4165764093,144,44,,,,,,,,,,,,,,,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023513,30,1,1,1,33,6eqit8ye8aomdsrrq0hk3v7gh,1,72.6,38.6,2023-04-05T19:02:36.361Z,2023-04-06T02:19:18Z,4165763187,56,Center,4165763189,140,69.7,4165763193,212,19.2,4166582753,178,,4165763195,213,1.7,4165763191,141,66.5,,,,,,,v22q59d00b5v78rgx7v8z3vu,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023531,31,1,1,1,34,6eqit8ye8aomdsrrq0hk3v7gh,1,69.7,66.5,2023-04-05T19:02:37.713Z,2023-04-06T02:19:22Z,4165763273,213,3.6,4165763265,140,57.0,4165763263,56,Center,4165763269,141,56.0,4165763271,212,15.1,4166582891,178,,,,,,,,cv8egyrq9dlfgeamk6b7fdgq1,J. Sancho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023593,32,1,1,1,37,6eqit8ye8aomdsrrq0hk3v7gh,1,57,56,2023-04-05T19:02:40.048Z,2023-04-06T02:19:25Z,4165763593,155,,4165763605,213,5.5,4165763603,212,46.2,4165763601,141,7.7,4165763607,1,,4165763597,56,Right,4165763599,140,88.0,4166582971,178,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023601,33,44,1,1,40,6eqit8ye8aomdsrrq0hk3v7gh,1,86.8,7.8,2023-04-05T19:02:43.136Z,2023-04-06T03:32:33Z,4165763625,56,Right,4165763627,286,,4165763643,233,9,,,,,,,,,,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023579,9,44,1,1,40,7yx5dqhhphyvfisohikodajhv,0,13.2,92.2,2023-04-05T19:02:43.137Z,2023-04-06T02:19:48Z,4165763511,56,Back,4165763657,233,33,4165763513,285,,,,,,,,,,,,,,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023609,34,1,1,1,40,6eqit8ye8aomdsrrq0hk3v7gh,0,87.8,7.7,2023-04-05T19:02:43.248Z,2023-04-06T03:32:34Z,4165763667,141,21.4,4165763669,212,11.4,4165763661,3,,4165763671,213,1.0,4166583687,388,,4165763665,140,94.1,4165763663,56,Center,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023599,10,49,1,1,42,7yx5dqhhphyvfisohikodajhv,1,4.7,87.2,2023-04-05T19:02:45.364Z,2023-04-06T02:19:54Z,,,,,,,,,,,,,,,,,,,,,,,,,2nzefp5pwvldt2ttmxfeakamt,R. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023613,11,12,1,1,42,7yx5dqhhphyvfisohikodajhv,1,4.7,87.2,2023-04-05T19:02:45.422Z,2023-04-06T02:19:57Z,4165763691,140,7.3,4165763699,212,9.8,4165763735,167,,4165763695,141,100.0,4165763703,213,1.3,4165763689,56,Back,4166583863,178,,,,,2nzefp5pwvldt2ttmxfeakamt,R. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023621,12,5,1,1,44,7yx5dqhhphyvfisohikodajhv,0,9.4,100.8,2023-04-05T19:02:47.037Z,2023-04-06T02:19:59Z,4165763725,56,Back,4165763727,347,,4165764145,233,35,,,,,,,,,,,,,,,,2nzefp5pwvldt2ttmxfeakamt,R. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023697,35,5,1,1,44,6eqit8ye8aomdsrrq0hk3v7gh,1,90.6,-0.8,2023-04-05T19:02:47.037Z,2023-04-06T02:19:59Z,4165764109,56,Right,4165764135,233,12,4165764111,347,,,,,,,,,,,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023725,36,1,1,1,56,6eqit8ye8aomdsrrq0hk3v7gh,1,88.4,0,2023-04-05T19:02:58.944Z,2023-04-06T02:20:02Z,4165764283,107,,4165764291,212,24.3,4165764285,56,Right,4165764295,1,,4165764293,213,2.8,4165764289,141,12.1,4165764287,140,66.7,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023793,37,1,1,2,0,6eqit8ye8aomdsrrq0hk3v7gh,1,65.9,12.1,2023-04-05T19:03:02.739Z,2023-04-06T02:20:04Z,4165764605,56,Back,4166584063,178,,4165764613,213,2.9,4165764609,141,18.2,4165764607,140,49.2,4165764611,212,18.0,,,,,,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023813,38,1,1,2,4,6eqit8ye8aomdsrrq0hk3v7gh,1,52.7,25.7,2023-04-05T19:03:07.590Z,2023-04-06T02:20:07Z,4165764721,141,2.9,4165764719,140,66.4,4165764717,56,Right,4165764723,212,21.1,4166584117,178,,4165764725,213,5.5,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023839,39,1,1,2,7,6eqit8ye8aomdsrrq0hk3v7gh,1,66.4,2.9,2023-04-05T19:03:09.879Z,2023-04-06T02:20:10Z,4165764881,56,Right,4165764889,213,1.6,4165764887,212,9.3,4165764885,141,16.6,4165764883,140,66.4,4166584195,178,,,,,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023849,40,1,1,2,8,6eqit8ye8aomdsrrq0hk3v7gh,1,66.7,16.1,2023-04-05T19:03:11.364Z,2023-04-06T02:20:20Z,4165764959,141,3.4,4165764963,213,4.7,4165764957,140,66.5,4165764955,56,Right,4165764961,212,8.6,4166584443,178,,,,,,,,9fvo9v5e9r0ptibied6ejv3zd,S. McTominay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023861,41,1,1,2,10,6eqit8ye8aomdsrrq0hk3v7gh,1,65.3,3.4,2023-04-05T19:03:13.354Z,2023-04-06T02:20:23Z,4165765043,212,21.7,4165765039,140,44.6,4165765037,56,Back,4165765045,213,3.2,4166584541,178,,4165765041,141,2.8,,,,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023911,42,1,1,2,13,6eqit8ye8aomdsrrq0hk3v7gh,1,39,5.3,2023-04-05T19:03:16.274Z,2023-04-06T05:59:06Z,4165765343,213,1.2,4165765339,141,25.0,4165765337,140,44.1,4166584563,178,,4165768907,210,13,4165765335,56,Back,4165765341,212,14.4,,,,3dph74ixutmbpscaon0b25sl,R. Varane,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
