id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2530239857,7,5,1,0,10,4txjdaqveermfryvbfrr4taf7,1,77.4,101.2,2023-04-08T14:00:26.206Z,2023-04-08T20:06:26Z,4172253759,233,4,4172253667,347,,4172253665,56,Left,,,,,,,,,,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240007,8,1,1,0,20,4txjdaqveermfryvbfrr4taf7,1,79.7,100,2023-04-08T14:00:36.093Z,2023-04-08T20:06:30Z,4172254285,213,5.3,4172254281,141,82.0,4172254277,56,Left,4172254279,140,88.8,4172254283,212,16.6,4172254275,107,,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530589293,655,67,1,0,21,4txjdaqveermfryvbfrr4taf7,1,89,81,2023-04-08T14:00:37.484Z,2023-04-08T21:25:52Z,4174088859,233,1090,,,,,,,,,,,,,,,,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530589285,1090,67,1,0,21,hzqh7z0mdl3v7gwete66syxp,0,11,19,2023-04-08T14:00:37.485Z,2023-04-08T20:40:42Z,4174088863,233,655,,,,,,,,,,,,,,,,,,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240011,9,61,1,0,21,4txjdaqveermfryvbfrr4taf7,1,88.8,82,2023-04-08T14:00:37.496Z,2023-04-08T21:25:52Z,4173986601,388,,4172254291,56,Left,,,,,,,,,,,,,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240087,10,1,1,0,25,4txjdaqveermfryvbfrr4taf7,1,90.1,93,2023-04-08T14:00:40.923Z,2023-04-08T20:06:42Z,4172254633,140,87.9,4172254637,212,2.4,4172254631,56,Left,4172254639,213,2.8,4172254635,141,94.2,4173986859,178,,,,,,,,6aix9yu384pv1caanqiol231l,Pablo Fornals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240107,11,1,1,0,28,4txjdaqveermfryvbfrr4taf7,0,93.8,93,2023-04-08T14:00:43.871Z,2023-04-08T20:39:40Z,4173366989,224,,4172254731,213,4.7,4172254729,212,33.6,4172254721,155,,4173986943,178,,4172254727,141,43.6,4172254719,2,,4173366991,72,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,4172254725,140,93.6,4172254723,56,Center,4172254733,1,,,,,,,,,,,,,,,,,,,,,,,,,
2530240139,5,12,1,0,29,hzqh7z0mdl3v7gwete66syxp,1,5.4,56.4,2023-04-08T14:00:45.344Z,2023-04-08T20:06:52Z,4172254877,213,0.9,4172254899,15,,4173987191,388,,4172254869,56,Back,4172254873,141,74.5,4172254875,212,15.3,4172254871,140,14.1,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240149,12,1,1,0,32,4txjdaqveermfryvbfrr4taf7,0,87,35.1,2023-04-08T14:00:47.678Z,2023-04-08T20:06:55Z,4172254909,140,89.7,4172254907,56,Center,4172254915,213,1.0,4172254911,141,41.9,4172254913,212,5.4,4173987421,178,,,,,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240187,6,61,1,0,32,hzqh7z0mdl3v7gwete66syxp,1,13.9,67.2,2023-04-08T14:00:48.063Z,2023-04-08T20:07:00Z,4172255077,56,Back,4173987681,178,,,,,,,,,,,,,,,,,,,,afcwu800ox2u5zx6xaiygg1qt,Willian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240205,7,12,1,0,33,hzqh7z0mdl3v7gwete66syxp,1,10.8,65.4,2023-04-08T14:00:49.253Z,2023-04-08T20:07:05Z,4173987921,388,,4172255153,140,15.8,4172255157,212,6.1,4172255149,56,Back,4172255159,213,0.5,4172255155,141,69.9,4172255173,15,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240219,13,1,1,0,35,4txjdaqveermfryvbfrr4taf7,0,88.2,28.6,2023-04-08T14:00:50.783Z,2023-04-08T20:07:08Z,4172255191,140,90.5,4172255195,212,13.1,4172255187,56,Center,4172255193,141,47.6,4172255183,3,,4172255197,213,1.4,4173988075,388,,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244197,49,44,1,0,36,hzqh7z0mdl3v7gwete66syxp,1,10.8,55.2,2023-04-08T14:00:51.679Z,2023-04-08T21:25:52Z,4172274545,285,,4172274543,56,Back,4172274687,233,29,,,,,,,,,,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244157,29,44,1,0,36,4txjdaqveermfryvbfrr4taf7,0,89.2,44.8,2023-04-08T14:00:51.680Z,2023-04-08T20:07:18Z,4172274333,286,,4172274329,56,Center,4172274709,233,49,,,,,,,,,,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244265,50,12,1,0,36,hzqh7z0mdl3v7gwete66syxp,1,10.4,54.5,2023-04-08T14:00:51.792Z,2023-04-08T21:25:53Z,4173988547,388,,4172275005,15,,4172274917,56,Back,4172274925,213,4.6,4172274921,141,46.6,4172274923,212,5.4,4172274919,140,9.9,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240239,8,12,1,0,37,hzqh7z0mdl3v7gwete66syxp,1,7.7,44.9,2023-04-08T14:00:52.709Z,2023-04-08T20:07:33Z,4172255307,15,,4172255283,141,54.9,4172255279,56,Back,4172255287,213,0.8,4173988945,178,,4172255281,140,14.6,4172255285,212,9.9,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240253,14,44,1,0,38,4txjdaqveermfryvbfrr4taf7,1,86.2,46.8,2023-04-08T14:00:53.777Z,2023-04-08T21:25:53Z,4172255567,233,9,4172255323,56,Center,4172255325,286,,,,,,,,,,,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240283,9,44,1,0,38,hzqh7z0mdl3v7gwete66syxp,0,13.8,53.2,2023-04-08T14:00:53.778Z,2023-04-08T20:07:38Z,4172255473,56,Back,4172255583,233,14,4172255475,285,,,,,,,,,,,,,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240269,15,1,1,0,38,4txjdaqveermfryvbfrr4taf7,0,85.1,44.2,2023-04-08T14:00:53.900Z,2023-04-08T21:25:54Z,4172255419,3,,4172255427,212,10.3,4172255423,140,92.2,4172255425,141,54.6,4172255429,213,0.8,4172255421,56,Center,4173989549,388,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530454809,1071,12,1,0,39,hzqh7z0mdl3v7gwete66syxp,1,12.5,46.4,2023-04-08T14:00:54.887Z,2023-04-08T20:08:18Z,4173370395,213,5.5,4173370389,140,31.5,4173370391,141,18.7,4173370387,56,Back,4173370393,212,27.4,4173991409,178,,,,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530311017,303,61,1,0,39,4txjdaqveermfryvbfrr4taf7,1,91.4,52.8,2023-04-08T14:00:55.137Z,2023-04-08T20:08:12Z,4173991095,21,,4172616741,56,Center,4173991097,178,,,,,,,,,,,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240319,10,12,1,0,40,hzqh7z0mdl3v7gwete66syxp,1,10,45.6,2023-04-08T14:00:55.827Z,2023-04-08T20:08:25Z,4172255613,56,Back,4172615975,141,45.6,4172615979,213,3.1,4172615977,212,1.4,4172616165,15,,4172615973,140,8.7,4173989997,388,,,,,zo32khapaj950oma9gipptxx,Cédric Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240439,16,1,1,0,42,4txjdaqveermfryvbfrr4taf7,1,78.4,80.9,2023-04-08T14:00:58.248Z,2023-04-08T20:08:39Z,4172256193,141,81.7,4172256197,213,0.1,4173992561,178,,4172256191,140,86.5,4172256189,56,Left,4172256195,212,8.5,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240625,17,1,1,0,49,4txjdaqveermfryvbfrr4taf7,1,88.3,82,2023-04-08T14:01:04.760Z,2023-04-08T20:08:44Z,4172257073,212,21.6,4172257069,140,88.8,4173992801,178,,4172257067,56,Center,4172257075,213,4.7,4173370435,72,,4173370433,224,,4172257065,155,,6aix9yu384pv1caanqiol231l,Pablo Fornals,4172257063,2,,4172257071,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240605,11,4,1,0,50,hzqh7z0mdl3v7gwete66syxp,1,10.8,51.4,2023-04-08T14:01:06.360Z,2023-04-08T20:08:56Z,4172256983,56,Back,4172256987,285,,4172257143,233,18,4172256981,10,,4172256985,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240631,18,4,1,0,50,4txjdaqveermfryvbfrr4taf7,0,89.2,48.6,2023-04-08T14:01:06.361Z,2023-04-08T20:08:55Z,4173993505,178,,4172257101,286,,4172257095,10,,4172257205,233,11,4172257099,152,,4172257097,56,Center,,,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240909,12,1,1,1,6,hzqh7z0mdl3v7gwete66syxp,1,10.4,51.5,2023-04-08T14:01:21.980Z,2023-04-08T20:09:13Z,4172258799,189,,4172258335,56,Back,4172258341,212,14.0,4172258339,141,71.7,4172258331,5,,4172258337,140,13.1,4172258343,213,1.4,4172258333,152,,2f79rc4i712sxstahjkq6pxp1,B. Leno,4173994371,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240943,13,1,1,1,12,hzqh7z0mdl3v7gwete66syxp,1,13.1,71.7,2023-04-08T14:01:27.785Z,2023-04-08T20:09:21Z,4172258533,213,4.7,4173994681,178,,4172258523,56,Back,4172258527,141,30.6,4172258525,140,14.0,4172258531,212,28.0,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241003,14,1,1,1,16,hzqh7z0mdl3v7gwete66syxp,1,14.2,30.4,2023-04-08T14:01:32.061Z,2023-04-08T20:09:23Z,4172258775,212,14.2,4173994837,178,,4172258771,140,8.0,4172258777,213,2.0,4172258773,141,49.0,4172258769,56,Back,,,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241159,15,1,1,1,23,hzqh7z0mdl3v7gwete66syxp,1,14.8,47.8,2023-04-08T14:01:38.700Z,2023-04-08T20:09:26Z,4172259523,140,21.8,4172259527,212,15.9,4172259529,213,5.2,4172259521,56,Back,4172259525,141,27.1,4173994931,178,,,,,,,,2f79rc4i712sxstahjkq6pxp1,B. Leno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241195,16,1,1,1,28,hzqh7z0mdl3v7gwete66syxp,1,22.2,28.9,2023-04-08T14:01:44.431Z,2023-04-08T20:09:29Z,4173995013,178,,4172259645,141,47.8,4172259641,56,Back,4172259649,213,2.4,4172259647,212,19.1,4172259643,140,8.8,,,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241253,17,1,1,1,31,hzqh7z0mdl3v7gwete66syxp,1,8.8,47.9,2023-04-08T14:01:47.203Z,2023-04-08T20:42:55Z,4172259919,56,Back,4173995163,178,,4172259929,212,17.6,4172259921,140,15.2,4172259925,141,24.0,4172259931,213,5.1,,,,,,,2f79rc4i712sxstahjkq6pxp1,B. Leno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241315,18,1,1,1,35,hzqh7z0mdl3v7gwete66syxp,0,22.7,16.1,2023-04-08T14:01:50.586Z,2023-04-08T20:09:35Z,4172260203,56,Right,4173995471,178,,4172260207,141,11.7,4172260209,212,44.3,4172260201,155,,4172260205,140,64.8,4172260213,1,,4172260211,213,6.2,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241365,19,1,1,1,37,4txjdaqveermfryvbfrr4taf7,0,27.5,79.1,2023-04-08T14:01:53.450Z,2023-04-08T20:09:44Z,4173995957,388,,4172260431,141,78.1,4172260435,213,6.2,4172260425,3,,4172260429,140,43.0,4172260427,56,Back,4172260433,212,16.3,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241415,19,1,1,1,40,hzqh7z0mdl3v7gwete66syxp,1,56.6,14.1,2023-04-08T14:01:56.527Z,2023-04-08T20:09:51Z,4173996207,178,,4172260713,212,6.0,4172260715,213,5.1,4172260707,140,58.9,4172260709,141,6.1,4172260705,56,Right,,,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241449,20,1,1,1,41,hzqh7z0mdl3v7gwete66syxp,1,59,5.6,2023-04-08T14:01:57.028Z,2023-04-08T20:09:55Z,4173996379,178,,4172260821,56,Right,4172260829,213,2.7,4172260825,141,10.1,4172260823,140,53.2,4172260827,212,6.8,,,,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241461,21,1,1,1,43,hzqh7z0mdl3v7gwete66syxp,1,53.2,10.1,2023-04-08T14:01:58.596Z,2023-04-08T21:12:05Z,4173996557,178,,4172260889,213,0.9,4172260881,56,Right,4172260885,141,15.9,4172260883,140,56.1,4172260887,212,5.0,,,,,,,zo32khapaj950oma9gipptxx,Cédric Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241477,22,1,1,1,43,hzqh7z0mdl3v7gwete66syxp,1,56.4,15.9,2023-04-08T14:01:59.197Z,2023-04-08T21:11:40Z,4172260953,213,4.3,4173996759,178,,4172260945,140,54.3,4172260941,56,Right,4172260951,212,6.0,4172260949,141,7.7,,,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241509,23,1,1,1,44,hzqh7z0mdl3v7gwete66syxp,1,54,7.3,2023-04-08T14:01:59.690Z,2023-04-08T21:12:21Z,4172261097,141,13.7,4172261093,56,Right,4172261095,140,56.8,4172261099,212,5.3,4173996995,178,,4172261101,213,1.0,,,,,,,zo32khapaj950oma9gipptxx,Cédric Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241533,24,1,1,1,45,hzqh7z0mdl3v7gwete66syxp,1,56.9,13.8,2023-04-08T14:02:01.463Z,2023-04-08T20:10:10Z,4173997317,178,,4172261199,213,6.2,4172261191,56,Right,4172261195,141,11.4,4172261193,140,72.8,4172261197,212,16.8,,,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241557,25,1,1,1,46,hzqh7z0mdl3v7gwete66syxp,1,73.5,11.7,2023-04-08T14:02:02.331Z,2023-04-08T20:10:12Z,4172261305,141,4.3,4172261301,56,Right,4173997457,178,,4173377983,156,,4172261303,140,70.2,4172261311,212,6.1,4172261313,213,4.1,,,,ch8dgambei1xbzmikkglg3c9h,B. De Cordova-Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241583,26,1,1,1,47,hzqh7z0mdl3v7gwete66syxp,0,70.2,4,2023-04-08T14:02:03.427Z,2023-04-08T20:10:16Z,4173997703,178,,4172261409,155,,4172261421,1,,4172261417,212,34.8,4172261413,140,91.6,4172261415,141,43.1,4172261411,56,Center,4172261419,213,0.9,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241555,20,52,1,1,50,4txjdaqveermfryvbfrr4taf7,1,10.6,58.7,2023-04-08T14:02:06.084Z,2023-04-08T20:10:19Z,4173378339,377,,4173997957,178,,,,,,,,,,,,,,,,,,,,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241843,21,1,1,2,4,4txjdaqveermfryvbfrr4taf7,0,13.6,50.4,2023-04-08T14:02:20.394Z,2023-04-08T20:11:05Z,4172262599,199,,4172262611,1,,4172262607,212,55.7,4172262603,140,63.3,4172262605,141,21.6,4172262601,56,Center,4172262609,213,5.9,,,,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241871,27,1,1,2,7,hzqh7z0mdl3v7gwete66syxp,0,33.9,83.3,2023-04-08T14:02:23.552Z,2023-04-08T20:11:15Z,4172262777,140,42.2,4172262781,212,12.2,4172262773,3,,4172262783,213,0.8,4172262775,56,Back,4172262779,141,95.9,4174000881,388,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241909,22,1,1,2,9,4txjdaqveermfryvbfrr4taf7,0,56.2,6.4,2023-04-08T14:02:25.314Z,2023-04-08T20:11:20Z,4172262983,212,25.5,4172262975,157,,4172262979,140,79.2,4172262987,1,,4172262977,56,Right,4172262981,141,18.6,4172262985,213,0.3,4174001237,178,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
