id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/17/value,assist,qualifier/20/value
2537056229,8,1,1,0,45,1qtaiy11gswx327s0vkibf70n,0,92,25.9,2023-04-22T14:01:01.671Z,2023-04-22T21:22:58Z,4210973927,388,,4208450915,141,36.7,4208450919,213,1.7,4208450911,56,Center,4208450909,3,,4208450917,212,7.4,4208450913,140,91.2,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056269,4,1,1,0,46,c8h9bw1l82s06h77xxrelzhur,0,7.8,71.8,2023-04-22T14:01:02.853Z,2023-04-22T21:23:07Z,4208451117,3,,4208451127,213,0.3,4208451123,141,80.5,4208451121,140,27.2,4210974199,178,,4208451119,56,Back,4208451125,212,21.2,,,,9psfk94nduz6icnuwty5v9all,C. Gakpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056369,9,1,1,0,49,1qtaiy11gswx327s0vkibf70n,1,69.4,22.4,2023-04-22T14:01:05.912Z,2023-04-22T21:23:11Z,4208451491,212,31.4,4208451485,140,39.5,4210974277,178,,4208451483,56,Back,4208451487,141,25.1,4208451495,213,3.1,,,,,,,95uxoznu15m2xywirv43rcmol,O. Mangala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056431,10,1,1,0,52,1qtaiy11gswx327s0vkibf70n,1,39.5,25.6,2023-04-22T14:01:09.544Z,2023-04-22T21:23:13Z,4208451739,56,Back,4210974339,178,,4208451745,212,31.3,4208451747,213,2.7,4208451743,141,44.9,4208451741,140,12.4,,,,,,,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056495,11,1,1,0,55,1qtaiy11gswx327s0vkibf70n,0,14.5,48.2,2023-04-22T14:01:12.270Z,2023-04-22T21:23:16Z,4208452075,1,,4210974451,178,,4208452051,56,Right,4208452043,157,,4208452055,140,65.5,4208452061,141,2.9,4208452067,212,61.8,4208452071,213,5.8,9sme7jykdv8msgfu0nxx6h39x,K. Navas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056527,5,49,1,1,1,c8h9bw1l82s06h77xxrelzhur,1,32,97.5,2023-04-22T14:01:17.663Z,2023-04-22T21:23:22Z,,,,,,,,,,,,,,,,,,,,,,,,,bz2p1aiij462e1emd7sh5psd1,Diogo Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056583,6,1,1,1,1,c8h9bw1l82s06h77xxrelzhur,1,32,97.5,2023-04-22T14:01:17.677Z,2023-04-22T21:23:25Z,4210974713,178,,4208452435,56,Back,4208452439,141,83.2,4208452437,140,27.9,4208452447,213,4.3,4208452441,212,10.6,,,,,,,bz2p1aiij462e1emd7sh5psd1,Diogo Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056509,12,43,1,1,1,1qtaiy11gswx327s0vkibf70n,1,0,0,2023-04-22T14:01:18.006Z,2023-04-22T14:02:13Z,4208452117,56,Right,4208452119,347,0,4208459523,144,5,,,,,,,,,,,,,,,,9sme7jykdv8msgfu0nxx6h39x,K. Navas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056667,7,1,1,1,4,c8h9bw1l82s06h77xxrelzhur,1,27.9,83.3,2023-04-22T14:01:20.821Z,2023-04-22T21:23:29Z,4208452891,140,32.1,4208452959,189,,4208452897,213,4.8,4208452893,141,31.0,4208452889,56,Back,4208452895,212,35.8,4208452899,1,,4210974827,178,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056751,8,1,1,1,8,c8h9bw1l82s06h77xxrelzhur,1,32.9,28.9,2023-04-22T14:01:24.911Z,2023-04-22T21:23:37Z,4210975091,178,,4208453307,140,32.2,4208453309,141,49.4,4208453305,56,Back,4208453311,212,14.0,4208453313,213,1.6,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056843,9,1,1,1,10,c8h9bw1l82s06h77xxrelzhur,1,32.6,52.8,2023-04-22T14:01:27.402Z,2023-04-22T21:23:40Z,4208453813,213,1.0,4208453811,212,21.9,4208453809,141,79.6,4208453805,56,Back,4208453807,140,44.2,4210975199,178,,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056929,10,1,1,1,14,c8h9bw1l82s06h77xxrelzhur,1,46.1,83.2,2023-04-22T14:01:30.746Z,2023-04-22T21:23:44Z,4208454177,140,35.1,4208454185,212,11.8,4208454189,213,3.3,4208454175,56,Back,4208454181,141,79.9,4210975351,178,,,,,,,,3kdl679ra6mlobdg09xqf7fft,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056993,11,1,1,1,16,c8h9bw1l82s06h77xxrelzhur,1,34.4,82.7,2023-04-22T14:01:32.998Z,2023-04-22T21:23:48Z,4208454513,56,Back,4210975477,178,,4208454523,212,11.3,4208454527,213,0.5,4208454515,140,43.7,4208454519,141,91.2,,,,,,,eziqega9e25bg939pfh4vjp3p,A. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057105,12,1,1,1,19,c8h9bw1l82s06h77xxrelzhur,1,46.2,92.1,2023-04-22T14:01:35.692Z,2023-04-22T21:23:51Z,4208454981,141,56.7,4208454983,212,25.9,4208454975,56,Back,4208454979,140,37.2,4210975581,178,,4208454985,213,4.3,,,,,,,3kdl679ra6mlobdg09xqf7fft,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057201,13,1,1,1,22,c8h9bw1l82s06h77xxrelzhur,1,37.2,53.1,2023-04-22T14:01:38.781Z,2023-04-22T21:23:53Z,4208455391,56,Back,4208455393,140,45.7,4208455395,141,19.2,4208455399,212,24.7,4208455403,213,5.1,4210975659,178,,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057249,14,1,1,1,25,c8h9bw1l82s06h77xxrelzhur,0,47.7,17.4,2023-04-22T14:01:42.205Z,2023-04-22T21:24:02Z,4208455649,141,36.7,4208455645,140,71.5,4208455657,213,0.5,4208455653,212,28.2,4210975911,178,,4208457463,155,,4208455641,56,Center,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057287,13,1,1,1,27,1qtaiy11gswx327s0vkibf70n,1,27.3,51.6,2023-04-22T14:01:43.703Z,2023-04-22T21:24:07Z,4208455837,212,14.1,4208455823,56,Back,4208455831,141,67.7,4208455827,140,35.8,4210976037,178,,4208455841,213,0.9,,,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057301,14,49,1,1,28,1qtaiy11gswx327s0vkibf70n,1,35.4,67.5,2023-04-22T14:01:44.972Z,2023-04-22T21:24:12Z,,,,,,,,,,,,,,,,,,,,,,,,,95uxoznu15m2xywirv43rcmol,O. Mangala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057457,15,1,1,1,30,1qtaiy11gswx327s0vkibf70n,0,39.2,63.6,2023-04-22T14:01:47.094Z,2023-04-22T21:24:14Z,4208456629,212,52.2,4208456625,140,87.7,4208456617,155,,4208456631,213,0.2,4208456627,141,80.7,4208456633,1,,4208456621,56,Left,4210976211,178,,95uxoznu15m2xywirv43rcmol,O. Mangala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057447,15,49,1,1,35,c8h9bw1l82s06h77xxrelzhur,1,10.4,23.4,2023-04-22T14:01:51.638Z,2023-04-22T21:24:18Z,,,,,,,,,,,,,,,,,,,,,,,,,53d0pvr7ylvfhp6p749iniqc5,Alisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057631,16,1,1,1,36,c8h9bw1l82s06h77xxrelzhur,1,11.9,22.8,2023-04-22T14:01:53.238Z,2023-04-22T21:24:21Z,4208457453,1,,4208457451,213,1.1,4208457449,212,39.0,4208457445,140,30.3,4210976465,178,,4208457443,56,Back,4208457447,141,72.6,,,,53d0pvr7ylvfhp6p749iniqc5,Alisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057759,17,1,1,1,43,c8h9bw1l82s06h77xxrelzhur,1,47.2,75.6,2023-04-22T14:01:59.647Z,2023-04-22T21:24:23Z,4208458067,140,57.0,4208458071,212,16.5,4208458073,213,0.9,4210976521,178,,4208458069,141,94.5,4208458065,56,Left,,,,,,,eziqega9e25bg939pfh4vjp3p,A. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537538039,562,83,1,1,46,1qtaiy11gswx327s0vkibf70n,1,38.4,5.8,2023-04-22T14:02:02.978Z,2023-04-22T21:49:35Z,4211033189,399,194634,,,,,,,,,,,,,,,,,,,,,,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057811,18,1,1,1,46,c8h9bw1l82s06h77xxrelzhur,1,59.9,94.1,2023-04-22T14:02:02.980Z,2023-04-22T21:24:25Z,4208458293,56,Back,4208458297,141,71.1,4208458295,140,43.8,4208458299,212,23.0,4210976607,178,,4208458301,213,3.9,,,,,,,bz2p1aiij462e1emd7sh5psd1,Diogo Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057847,19,1,1,1,48,c8h9bw1l82s06h77xxrelzhur,1,43.6,71.8,2023-04-22T14:02:04.701Z,2023-04-22T21:24:27Z,4208458501,213,1.0,4208458495,140,46.4,4208458499,212,5.9,4208458493,56,Back,4208458497,141,79.3,4210976637,178,,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057987,20,1,1,1,49,c8h9bw1l82s06h77xxrelzhur,1,46.4,79.3,2023-04-22T14:02:05.656Z,2023-04-22T21:24:30Z,4208459089,141,32.7,4208459085,56,Back,4208459093,213,4.7,4208459091,212,31.7,4210976739,178,,4208459087,140,46.3,4208459083,155,,,,,7mms3tmwizhtvzakotl4hv0et,Fabinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058037,21,1,1,1,53,c8h9bw1l82s06h77xxrelzhur,1,46.4,28.2,2023-04-22T14:02:10.009Z,2023-04-22T21:24:32Z,4208459299,140,57.6,4210976775,178,,4208459305,213,5.7,4208459301,141,16.4,4208459303,212,14.2,4208459297,56,Right,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058095,22,1,1,1,54,c8h9bw1l82s06h77xxrelzhur,1,57.6,16.4,2023-04-22T14:02:10.950Z,2023-04-22T21:24:35Z,4210976901,178,,4208459547,56,Back,4208459555,213,2.7,4208459549,140,47.1,4208459553,212,12.2,4208459551,141,24.1,,,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058167,23,1,1,1,56,c8h9bw1l82s06h77xxrelzhur,1,46.5,24.9,2023-04-22T14:02:13.069Z,2023-04-22T21:24:37Z,4210976939,178,,4208459817,56,Right,4208459821,141,10.7,4208459823,212,13.6,4208459819,140,55.6,4208459825,213,5.5,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058287,24,1,1,1,58,c8h9bw1l82s06h77xxrelzhur,1,56.5,9.5,2023-04-22T14:02:14.899Z,2023-04-22T21:24:40Z,4210977025,178,,4208460403,56,Right,4208460407,141,4.0,4208460409,212,9.1,4208460411,213,5.9,4208460405,140,64.4,,,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058369,25,1,1,2,0,c8h9bw1l82s06h77xxrelzhur,1,63.9,3.7,2023-04-22T14:02:16.972Z,2023-04-22T21:24:43Z,4208460805,212,23.4,4208460797,56,Back,4210977091,178,,4208460801,140,44.3,4208460803,141,20.0,4208460807,213,2.6,,,,,,,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058533,26,1,1,2,4,c8h9bw1l82s06h77xxrelzhur,1,44.8,27.3,2023-04-22T14:02:20.875Z,2023-04-22T21:24:45Z,4208461585,140,38.1,4208461593,212,17.7,4210977119,178,,4208461599,213,2.0,4208461581,56,Back,4208461587,141,51.2,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058659,27,1,1,2,7,c8h9bw1l82s06h77xxrelzhur,1,40.6,52.1,2023-04-22T14:02:24.426Z,2023-04-22T21:24:50Z,4208462301,56,Back,4208462307,212,21.8,4208462303,140,48.1,4208462305,141,82.0,4208462309,213,1.2,4210977187,178,,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058707,28,1,1,2,13,c8h9bw1l82s06h77xxrelzhur,1,68.5,90.9,2023-04-22T14:02:29.762Z,2023-04-22T21:24:53Z,4208462553,212,6.6,4208462557,213,0.5,4210977237,178,,4208462547,141,95.7,4208462543,140,74.0,4208462541,56,Left,,,,,,,eziqega9e25bg939pfh4vjp3p,A. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058807,29,1,1,2,14,c8h9bw1l82s06h77xxrelzhur,1,72.5,96.8,2023-04-22T14:02:31.558Z,2023-04-22T21:24:58Z,4208463049,56,Left,4208463053,141,92.9,4208463057,213,3.4,4208463051,140,61.7,4210977391,178,,4208463055,212,11.6,,,,,,,3kdl679ra6mlobdg09xqf7fft,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058935,30,1,1,2,17,c8h9bw1l82s06h77xxrelzhur,1,61.9,88.9,2023-04-22T14:02:34.001Z,2023-04-22T21:25:02Z,4210977503,178,,4208463689,140,50.9,4208463697,212,15.1,4208463693,141,74.5,4208463699,213,3.8,4208463687,56,Center,,,,,,,7mms3tmwizhtvzakotl4hv0et,Fabinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059011,31,1,1,2,20,c8h9bw1l82s06h77xxrelzhur,1,51.4,71.7,2023-04-22T14:02:37.480Z,2023-04-22T21:25:05Z,4208464067,56,Center,4208464071,141,46.3,4208464073,212,17.6,4210977581,178,,4208464075,213,4.9,4208464069,140,54.7,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059121,32,1,1,2,23,c8h9bw1l82s06h77xxrelzhur,1,54.4,44.5,2023-04-22T14:02:40.530Z,2023-04-22T21:25:07Z,4208464593,56,Right,4208464597,141,17.7,4208464601,213,4.7,4208464599,212,18.2,4208464595,140,53.9,4210977707,178,,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059159,33,1,1,2,26,c8h9bw1l82s06h77xxrelzhur,1,55.1,19.8,2023-04-22T14:02:43.264Z,2023-04-22T21:25:09Z,4208464777,212,9.4,4208464773,140,52.6,4208464771,56,Center,4210977797,178,,4208464779,213,1.9,4208464775,141,33.0,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059263,34,1,1,2,28,c8h9bw1l82s06h77xxrelzhur,1,52.6,33,2023-04-22T14:02:45.151Z,2023-04-22T21:25:12Z,4208465337,213,2.0,4208465333,141,56.9,4208465331,140,45.9,4208465329,56,Back,4208465335,212,17.7,4210977865,178,,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537539157,568,83,1,2,30,1qtaiy11gswx327s0vkibf70n,1,55.1,41.6,2023-04-22T14:02:47.011Z,2023-04-22T21:51:40Z,4211039063,399,97032,,,,,,,,,,,,,,,,,,,,,,55eiicx10oqok1601fqyovt1x,T. Awoniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059555,35,1,1,2,30,c8h9bw1l82s06h77xxrelzhur,1,45.9,63.9,2023-04-22T14:02:47.016Z,2023-04-22T21:51:35Z,4208466817,140,52.3,4208466823,213,1.2,4208466821,212,20.5,4208466815,56,Left,4208466819,141,92.4,4210977927,178,,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
