id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,assist,qualifier/14/value,qualifier/13/value,qualifier/18/value
2478721663,3,44,1,0,17,e5p0ehyguld7egzhiedpdnc3w,1,40.5,21.6,2022-10-29T14:01:09.444Z,2022-10-30T02:12:36Z,3879666339,56,Back,3879666451,233,9,3879666341,285,,,,,,,,,,,,,,,,,6o9mxqdmxip6ik6w6zgd7k8ut,A. Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721669,9,44,1,0,17,9q0arba2kbnywth8bkxlhgmdr,0,59.5,78.4,2022-10-29T14:01:09.445Z,2022-10-30T00:46:31Z,3879666401,233,3,3879666353,56,Center,3879666355,286,,,,,,,,,,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478843151,400,1,1,0,17,e5p0ehyguld7egzhiedpdnc3w,1,41.4,12,2022-10-29T14:01:09.486Z,2022-10-30T02:12:36Z,3880315599,212,13.1,3880315591,3,,3880315597,141,31.0,3880315593,56,Back,3880315601,213,1.4,3882190635,388,,3880315595,140,43.5,,,,6o9mxqdmxip6ik6w6zgd7k8ut,A. Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721697,4,49,1,0,18,e5p0ehyguld7egzhiedpdnc3w,1,39.3,30.9,2022-10-29T14:01:11.171Z,2022-10-30T00:46:46Z,,,,,,,,,,,,,,,,,,,,,,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721853,5,1,1,0,18,e5p0ehyguld7egzhiedpdnc3w,1,39.3,30.9,2022-10-29T14:01:11.220Z,2022-10-30T00:46:51Z,3882190929,178,,3879667179,212,16.9,3879667177,141,43.3,3879667173,56,Back,3879667175,140,25.3,3879667181,213,2.6,,,,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721675,10,43,1,0,19,9q0arba2kbnywth8bkxlhgmdr,1,0,0,2022-10-29T14:01:11.626Z,2022-10-29T14:48:12Z,3880249145,144,1,3879666385,212,4.9,3879666379,56,Center,3879666377,3,0,3879666383,141,76.7,3879666381,140,55.6,3879666387,213,4.7,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721881,6,1,1,0,24,e5p0ehyguld7egzhiedpdnc3w,0,26.4,54.8,2022-10-29T14:01:17.071Z,2022-10-30T00:47:01Z,3879667303,155,,3879667319,213,6.3,3882191195,178,,3879667309,140,45.6,3879667305,56,Back,3879667317,212,20.2,3879667311,141,54.2,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721921,11,49,1,0,26,9q0arba2kbnywth8bkxlhgmdr,1,50.3,50.7,2022-10-29T14:01:18.497Z,2022-10-30T00:47:10Z,,,,,,,,,,,,,,,,,,,,,,,,,ehopba709zukxj4vgcync942d,M. Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721929,12,1,1,0,26,9q0arba2kbnywth8bkxlhgmdr,0,50.3,50.7,2022-10-29T14:01:18.553Z,2022-10-30T00:47:15Z,3879667495,213,6.0,3879667489,140,65.4,3879667491,141,43.7,3879667493,212,16.6,3882191605,178,,3879667487,56,Center,,,,,,,ehopba709zukxj4vgcync942d,M. Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722019,7,8,1,0,26,e5p0ehyguld7egzhiedpdnc3w,1,33.4,60.8,2022-10-29T14:01:19.302Z,2022-10-30T00:47:22Z,3882191813,178,,3879667923,56,Back,3881374791,384,,,,,,,,,,,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722101,8,44,1,0,28,e5p0ehyguld7egzhiedpdnc3w,1,33.4,48.6,2022-10-29T14:01:20.859Z,2022-10-30T02:12:37Z,3879668399,233,13,3879668335,285,,3879668333,56,Back,,,,,,,,,,,,,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721997,13,44,1,0,28,9q0arba2kbnywth8bkxlhgmdr,0,66.6,51.4,2022-10-29T14:01:20.860Z,2022-10-30T00:47:28Z,3879668533,233,8,3879667795,56,Center,3879667799,286,,,,,,,,,,,,,,,,,8nh6qf9i1d0qw7nx4wk25qzth,M. Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478831527,396,1,1,0,28,e5p0ehyguld7egzhiedpdnc3w,1,31.6,44.9,2022-10-29T14:01:20.910Z,2022-10-30T02:12:37Z,3880254897,141,50.1,3880254891,56,Back,3880254901,213,2.5,3882192035,388,,3880254887,3,,3880254895,140,26.9,3880254899,212,6.1,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722163,10,44,1,0,30,e5p0ehyguld7egzhiedpdnc3w,1,28,52,2022-10-29T14:01:22.514Z,2022-10-30T02:12:37Z,3879668671,285,,3879668669,56,Back,3879670127,233,14,,,,,,,,,,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722045,14,44,1,0,30,9q0arba2kbnywth8bkxlhgmdr,0,72,48,2022-10-29T14:01:22.515Z,2022-10-30T00:47:34Z,3879670147,233,10,3879668059,286,,3879668057,56,Center,,,,,,,,,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722159,9,1,1,0,30,e5p0ehyguld7egzhiedpdnc3w,0,26.2,54,2022-10-29T14:01:22.586Z,2022-10-30T02:12:38Z,3882192187,388,,3879668641,141,53.2,3879668643,212,2.9,3879668639,140,28.9,3879668635,3,,3879668645,213,6.1,3879668637,56,Back,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478831211,378,61,1,0,30,9q0arba2kbnywth8bkxlhgmdr,1,74.8,53.1,2022-10-29T14:01:22.599Z,2022-10-30T00:47:51Z,3880253049,56,Center,3882192463,388,,3882192461,15,,,,,,,,,,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722205,15,1,1,0,34,9q0arba2kbnywth8bkxlhgmdr,1,78.4,77,2022-10-29T14:01:26.522Z,2022-10-30T00:48:00Z,3882192783,178,,3879668879,212,9.6,3879668877,141,74.6,3879668873,56,Center,3879668875,140,87.4,3879668881,213,6.1,,,,,,,8nh6qf9i1d0qw7nx4wk25qzth,M. Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479190171,763,83,1,0,36,e5p0ehyguld7egzhiedpdnc3w,1,9.5,26.1,2022-10-29T14:01:28.789Z,2022-10-30T00:21:29Z,3882237417,399,103955,,,,,,,,,,,,,,,,,,,,,,6o9mxqdmxip6ik6w6zgd7k8ut,A. Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722257,16,1,1,0,36,9q0arba2kbnywth8bkxlhgmdr,0,92.5,74.6,2022-10-29T14:01:28.801Z,2022-10-30T00:48:04Z,3879669097,141,62.0,3879669093,56,Center,3879669099,212,8.6,3879669095,140,91.7,3882192947,178,,3879669101,213,4.6,,,,,,,e9l5r0txzrjbenli05rn3k4wl,R. Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722453,11,12,1,0,37,e5p0ehyguld7egzhiedpdnc3w,1,7.3,44.2,2022-10-29T14:01:30.250Z,2022-10-30T00:48:08Z,3879669999,140,64.2,3879670003,212,64.2,3879670001,141,9.5,3879669997,56,Right,3882193019,178,,3879670005,213,5.9,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722575,17,1,1,0,42,9q0arba2kbnywth8bkxlhgmdr,1,34.2,84,2022-10-29T14:01:35.165Z,2022-10-30T00:48:14Z,3879670495,212,20.8,3882193117,178,,3879670489,56,Back,3879670493,141,59.6,3879670497,213,4.1,3879670491,140,22.2,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722649,18,1,1,0,47,9q0arba2kbnywth8bkxlhgmdr,1,23.3,57.9,2022-10-29T14:01:39.454Z,2022-10-30T00:48:22Z,3879670909,213,5.6,3879670905,141,45.1,3882193289,178,,3879670901,56,Back,3879670907,212,14.5,3879670903,140,34.3,,,,,,,6j3wbk9xlq4om4m8ih6b3tyvp,Kepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722865,19,1,1,0,53,9q0arba2kbnywth8bkxlhgmdr,1,45.7,41,2022-10-29T14:01:46.139Z,2022-10-30T00:48:27Z,3879671905,140,41.8,3879671911,212,11.6,3879671899,56,Back,3882193381,178,,3879671915,213,4.4,3879671907,141,25.1,,,,,,,e6jaaazxqeczj6ziaj0qnqpxx,R. Loftus-Cheek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723009,20,1,1,0,56,9q0arba2kbnywth8bkxlhgmdr,1,41,21.5,2022-10-29T14:01:48.864Z,2022-10-30T00:48:31Z,3882193457,178,,3879672525,140,56.8,3879672529,212,21.0,3879672523,56,Right,3879672531,213,5.6,3879672527,141,2.5,,,,,,,5e2zgfe3ltc6qbnoqdfshqsph,T. Chalobah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723027,21,1,1,0,59,9q0arba2kbnywth8bkxlhgmdr,1,47.5,2.6,2022-10-29T14:01:51.967Z,2022-10-30T00:48:35Z,3882193569,178,,3879672641,141,8.8,3879672635,140,34.9,3879672645,212,13.9,3879672649,213,2.8,3879672633,56,Back,,,,,,,93soe2rjn0z874cc9ofcesgkp,C. Pulišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723075,22,1,1,1,1,9q0arba2kbnywth8bkxlhgmdr,1,34.9,8.8,2022-10-29T14:01:54.152Z,2022-10-30T00:48:38Z,3882193697,178,,3879672873,141,16.4,3879672881,213,0.9,3879672877,212,6.7,3879672871,140,38.9,3879672867,56,Back,,,,,,,5e2zgfe3ltc6qbnoqdfshqsph,T. Chalobah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723109,23,1,1,1,3,9q0arba2kbnywth8bkxlhgmdr,1,39.4,16.6,2022-10-29T14:01:55.971Z,2022-10-30T00:48:44Z,3882193829,178,,3879673019,213,4.0,3879673015,141,8.3,3879673011,56,Back,3879673017,212,7.4,3879673013,140,34.8,,,,,,,e6jaaazxqeczj6ziaj0qnqpxx,R. Loftus-Cheek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723295,24,1,1,1,5,9q0arba2kbnywth8bkxlhgmdr,1,33.7,13,2022-10-29T14:01:57.701Z,2022-10-30T00:48:50Z,3879673979,141,31.0,3879673975,56,Back,3882194069,178,,3879673983,213,2.6,3879673977,140,12.7,3879673981,212,25.2,,,,,,,5e2zgfe3ltc6qbnoqdfshqsph,T. Chalobah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723347,25,1,1,1,9,9q0arba2kbnywth8bkxlhgmdr,1,13.5,30.7,2022-10-29T14:02:01.773Z,2022-10-30T00:48:53Z,3879674211,141,25.0,3882194123,178,,3879674213,212,16.3,3879674209,140,28.6,3879674207,56,Back,3879674215,213,6.0,,,,,,,6j3wbk9xlq4om4m8ih6b3tyvp,Kepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723371,26,1,1,1,10,9q0arba2kbnywth8bkxlhgmdr,1,30.8,23.5,2022-10-29T14:02:03.128Z,2022-10-30T00:48:58Z,3879674321,140,23.4,3879674327,213,4.2,3879674323,141,5.2,3882194263,178,,3879674377,156,,3879674319,56,Back,3879674325,212,14.7,,,,e6jaaazxqeczj6ziaj0qnqpxx,R. Loftus-Cheek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723563,27,1,1,1,12,9q0arba2kbnywth8bkxlhgmdr,1,22.5,3.8,2022-10-29T14:02:05.256Z,2022-10-30T00:49:02Z,3879675139,141,2.8,3879675129,56,Back,3879675141,212,15.9,3879675143,213,6.2,3882194411,178,,3879675133,140,37.6,,,,,,,5e2zgfe3ltc6qbnoqdfshqsph,T. Chalobah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723621,28,1,1,1,15,9q0arba2kbnywth8bkxlhgmdr,0,38.9,3.4,2022-10-29T14:02:07.448Z,2022-10-30T00:49:11Z,3879684025,233,22,3879675333,140,40.9,3879675339,212,2.4,3882194605,178,,3879684029,286,,3879675343,213,0.5,3879675329,56,Back,3879684023,236,,c83h08n0vnjvfgglyefy03h0p,C. Gallagher,3879675335,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724321,22,74,1,1,15,e5p0ehyguld7egzhiedpdnc3w,1,27.7,43.1,2022-10-29T14:02:07.633Z,2022-10-30T00:49:16Z,3882194781,178,,3879678941,285,,3879678935,56,Back,3879679487,233,28,,,,,,,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723635,12,49,1,1,18,e5p0ehyguld7egzhiedpdnc3w,1,39.1,89.1,2022-10-29T14:02:10.753Z,2022-10-30T00:49:23Z,,,,,,,,,,,,,,,,,,,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723797,13,1,1,1,18,e5p0ehyguld7egzhiedpdnc3w,1,35.6,90.2,2022-10-29T14:02:10.798Z,2022-10-30T00:49:27Z,3879676255,212,28.6,3879676251,140,14.5,3879676257,213,3.8,3879676253,141,63.6,3879676249,56,Back,3882195091,178,,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723891,14,1,1,1,24,e5p0ehyguld7egzhiedpdnc3w,1,14.5,63.6,2022-10-29T14:02:16.850Z,2022-10-30T00:49:35Z,3879676779,212,13.9,3879676775,140,20.6,3879676777,141,81.8,3882195361,178,,3879676773,56,Back,3879676781,213,1.1,,,,,,,d9yxninyn4bac8f0ufxsnlqll,Robert Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723987,15,1,1,1,28,e5p0ehyguld7egzhiedpdnc3w,1,21.8,75.1,2022-10-29T14:02:20.463Z,2022-10-30T00:49:42Z,3879677259,141,39.2,3882195657,178,,3879677255,140,21.1,3879677265,213,4.7,3879677251,56,Back,3879677261,212,24.4,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724047,16,1,1,1,32,e5p0ehyguld7egzhiedpdnc3w,1,22.7,39.5,2022-10-29T14:02:24.792Z,2022-10-30T00:49:46Z,3879677545,140,27.2,3879677551,141,55.8,3879677543,56,Back,3882195855,178,,3879677559,213,1.2,3879677555,212,12.0,,,,,,,6o9mxqdmxip6ik6w6zgd7k8ut,A. Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724171,17,1,1,1,33,e5p0ehyguld7egzhiedpdnc3w,1,27.2,56.3,2022-10-29T14:02:26.273Z,2022-10-30T00:49:51Z,3879678235,141,75.1,3879678239,213,2.1,3879678229,56,Back,3879678233,140,20.0,3882196037,178,,3879678237,212,14.9,,,,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724211,18,1,1,1,36,e5p0ehyguld7egzhiedpdnc3w,1,24.6,78.4,2022-10-29T14:02:29.260Z,2022-10-30T00:49:56Z,3879678363,141,79.0,3879678361,140,39.4,3879678367,213,0.0,3879678359,56,Back,3879678365,212,15.5,3882196255,178,,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724233,19,1,1,1,38,e5p0ehyguld7egzhiedpdnc3w,1,39.4,79,2022-10-29T14:02:30.655Z,2022-10-30T00:50:00Z,3882196421,178,,3879678489,141,79.4,3879678485,56,Back,3879678491,212,11.2,3879678493,213,3.1,3879678487,140,28.7,,,,,,,8qwpdf5jof7o6yy47v6iv11hx,L. Trossard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724249,20,1,1,1,41,e5p0ehyguld7egzhiedpdnc3w,1,28.7,79.4,2022-10-29T14:02:33.505Z,2022-10-30T00:50:04Z,3879678595,140,31.8,3879678599,212,6.3,3879678593,56,Back,3882196559,178,,3879678597,141,71.5,3879678601,213,5.3,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
