id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/10/value,keyPass,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2531159973,8,1,1,0,20,4dsgumo7d4zupm2ugsvm4zm4d,0,58.4,20.5,2023-04-09T15:31:18.460Z,2023-04-09T21:26:56Z,4178222505,388,,4177068191,140,68.0,4177068195,212,23.4,4177068189,56,Center,4177068187,3,,4177068193,141,51.5,4177068197,213,1.1,,,,dydwiixiims98cx2iihfuf8wl,T. Partey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531159999,5,61,1,0,22,c8h9bw1l82s06h77xxrelzhur,0,36.2,37.6,2023-04-09T15:31:20.591Z,2023-04-09T21:27:04Z,4178222713,178,,4177068349,56,Back,,,,,,,,,,,,,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160021,9,4,1,0,24,4dsgumo7d4zupm2ugsvm4zm4d,1,64.8,60.4,2023-04-09T15:31:22.389Z,2023-04-09T21:27:13Z,4177068453,286,,4177068447,56,Center,4177068503,233,6,4177068449,152,,4177068451,265,,4177068445,13,,,,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160027,6,4,1,0,24,c8h9bw1l82s06h77xxrelzhur,0,35.2,39.6,2023-04-09T15:31:22.390Z,2023-04-09T21:27:13Z,4177068475,152,,4177068471,13,,4177068479,285,,4178222963,178,,4177068477,265,,4177068473,56,Back,4177068511,233,9,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160261,10,1,1,0,44,4dsgumo7d4zupm2ugsvm4zm4d,1,64.2,59.4,2023-04-09T15:31:43.192Z,2023-04-09T21:27:19Z,4177069699,152,,4177069701,56,Left,4178223173,178,,4177069709,213,0.8,4177069707,212,33.5,4177069697,5,,4177069711,1,,4177069705,141,94.1,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,4177069703,140,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160257,7,45,1,0,49,c8h9bw1l82s06h77xxrelzhur,0,5.2,24.2,2023-04-09T15:31:47.773Z,2023-04-09T21:27:24Z,4177069841,233,11,4177069683,285,,4177069681,56,Back,,,,,,,,,,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160275,11,3,1,0,49,4dsgumo7d4zupm2ugsvm4zm4d,1,94.8,75.8,2023-04-09T15:31:47.773Z,2023-04-09T21:27:24Z,4177625735,465,,4177069793,56,Center,4177069795,286,,4177069837,233,7,4178223297,178,,,,,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160295,12,1,1,0,52,4dsgumo7d4zupm2ugsvm4zm4d,0,99.1,60.9,2023-04-09T15:31:50.444Z,2023-04-09T21:27:33Z,4177069887,56,Center,4177069893,212,4.5,4178223587,178,,4177069889,140,96.5,4177069895,213,4.1,4177069891,141,55.7,4177070231,195,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160281,8,61,1,0,52,c8h9bw1l82s06h77xxrelzhur,1,5.8,36.6,2023-04-09T15:31:50.584Z,2023-04-09T21:27:49Z,4177069821,56,Back,4178223927,178,,,,,,,,,,,,,,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160309,9,12,1,0,52,c8h9bw1l82s06h77xxrelzhur,1,5.4,44.7,2023-04-09T15:31:51.145Z,2023-04-09T21:27:55Z,4177070433,213,4.5,4177070427,140,4.7,4177070429,141,39.8,4177070431,212,3.4,4177069957,56,Back,4178224053,178,,,,,,,,bz2p1aiij462e1emd7sh5psd1,Diogo Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160533,12,61,1,0,52,c8h9bw1l82s06h77xxrelzhur,1,4.8,38,2023-04-09T15:31:51.214Z,2023-04-09T21:28:02Z,4178224313,21,,4177071147,56,Back,4178224315,178,,,,,,,,,,,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160305,13,15,1,0,54,4dsgumo7d4zupm2ugsvm4zm4d,1,88.3,72.3,2023-04-09T15:31:53.126Z,2023-04-09T21:28:07Z,4177070555,24,,4177071189,102,46.0,4178224451,178,,4177071207,147,58.1,4177070561,72,,4177071193,108,,4177071215,231,55.2,4177073509,80,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,4177071195,328,,4177069943,64,4177071201,458,4177069945,56,Center,4177070577,233,10,4177071211,230,97.8,4177071191,103,19,4177071205,146,94.6,4177070567,82,4177073511,100,,,,,,,,,,,,
2531160311,10,10,1,0,55,c8h9bw1l82s06h77xxrelzhur,1,5.9,40.6,2023-04-09T15:31:53.417Z,2023-04-09T21:28:20Z,4177069963,56,Back,4177070603,233,13,4178224893,178,,4177069961,94,,,,,,,,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160317,14,43,1,0,56,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2023-04-09T15:31:54.775Z,2023-04-09T15:32:02Z,4177069991,73,0,4177070447,144,6,4177069989,56,Center,4177070075,233,11,,,,,,,,,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160321,11,6,1,0,56,c8h9bw1l82s06h77xxrelzhur,0,3.8,16.4,2023-04-09T15:31:54.998Z,2023-04-09T21:28:27Z,4177070029,56,Back,4177070063,73,,4177070471,233,15,,,,,,,,,,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160367,15,6,1,0,56,4dsgumo7d4zupm2ugsvm4zm4d,1,96.2,83.6,2023-04-09T15:31:54.998Z,2023-04-09T21:28:26Z,4177070467,233,11,4177070285,73,,4177070283,56,Left,,,,,,,,,,,,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160733,16,1,1,1,31,4dsgumo7d4zupm2ugsvm4zm4d,1,99.5,99.5,2023-04-09T15:32:29.630Z,2023-04-09T21:28:31Z,4177072159,155,,4177072167,141,45.7,4178225211,178,,4177072161,223,,4177072173,1,,4177072169,212,36.9,4177627385,20,,4177072155,6,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,4177072153,2,,4177072171,213,4177072163,56,4177072165,140,95.2,,,,,,,,,,,,,,,,,4.6,Center,,,,,,,,,,
2531160739,17,61,1,1,32,4dsgumo7d4zupm2ugsvm4zm4d,1,95.2,45.2,2023-04-09T15:32:30.939Z,2023-04-09T21:28:38Z,4178225367,388,,4177072189,56,Center,4178225365,21,,,,,,,,,,,,,,,,,57gg79gxvcfqtaoi0ruog7wmh,R. Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160777,13,12,1,1,34,c8h9bw1l82s06h77xxrelzhur,1,13.5,40.9,2023-04-09T15:32:32.389Z,2023-04-09T21:28:45Z,4177072405,213,1.1,4177072397,56,Back,4177072401,141,72.0,4178225639,178,,4177072403,212,23.4,4177072399,140,23.0,,,,,,,3kdl679ra6mlobdg09xqf7fft,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160779,14,49,1,1,36,c8h9bw1l82s06h77xxrelzhur,1,23.1,71.8,2023-04-09T15:32:34.988Z,2023-04-09T21:28:51Z,,,,,,,,,,,,,,,,,,,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160857,15,1,1,1,37,c8h9bw1l82s06h77xxrelzhur,1,29.1,71.5,2023-04-09T15:32:36.148Z,2023-04-09T21:28:55Z,4177072803,155,,4177072807,56,Right,4177072809,140,84.5,4177072805,196,,4178225971,178,,4177072817,1,,4177072813,212,75.0,4177072815,213,5.6,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,4177072811,141,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160863,16,3,1,1,45,c8h9bw1l82s06h77xxrelzhur,0,91.4,22.6,2023-04-09T15:32:44.288Z,2023-04-09T21:29:02Z,4177628791,465,,4177072855,286,,4178226185,178,,4177072957,233,18,4177072853,56,Center,,,,,,,,,,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160881,18,7,1,1,46,4dsgumo7d4zupm2ugsvm4zm4d,0,8.6,77.4,2023-04-09T15:32:44.474Z,2023-04-09T21:29:08Z,4177072935,285,,4177628577,385,,4177072933,56,Back,4177072937,233,16,4178226345,178,,,,,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160879,17,61,1,1,46,c8h9bw1l82s06h77xxrelzhur,1,88.1,19.1,2023-04-09T15:32:44.549Z,2023-04-09T21:29:20Z,4177072931,56,Right,4178226587,178,,,,,,,,,,,,,,,,,,,,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160891,19,1,1,1,47,4dsgumo7d4zupm2ugsvm4zm4d,1,11.7,70.1,2023-04-09T15:32:45.805Z,2023-04-09T21:29:24Z,4177072983,140,7.5,4177072987,212,4.8,4177072979,3,,4177072981,56,Back,4177072989,213,2.7,4177072985,141,72.9,4178226677,178,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161019,24,61,1,1,47,4dsgumo7d4zupm2ugsvm4zm4d,1,12.7,78.6,2023-04-09T15:32:46.234Z,2023-04-09T21:29:29Z,4177073715,56,Back,4178226811,178,,,,,,,,,,,,,,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160901,20,49,1,1,49,4dsgumo7d4zupm2ugsvm4zm4d,1,6.4,65.9,2023-04-09T15:32:47.365Z,2023-04-09T21:29:33Z,,,,,,,,,,,,,,,,,,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160919,21,1,1,1,49,4dsgumo7d4zupm2ugsvm4zm4d,1,6.4,65.9,2023-04-09T15:32:47.470Z,2023-04-09T21:29:40Z,4177073137,56,Back,4177073143,212,11.4,4177073145,213,0.7,4177073139,140,14.5,4177073141,141,77.0,4178226983,178,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160905,18,43,1,1,49,c8h9bw1l82s06h77xxrelzhur,1,0,0,2023-04-09T15:32:47.880Z,2023-04-09T15:32:51Z,4177073281,144,8,4177073051,56,Center,,,,,,,,,,,,,,,,,,,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160929,22,1,1,1,50,4dsgumo7d4zupm2ugsvm4zm4d,0,14.7,77.4,2023-04-09T15:32:48.407Z,2023-04-09T21:29:46Z,4178227129,178,,4177073177,140,18.4,4177073181,212,16.8,4177073179,141,100.0,4177073183,213,1.3,4177073175,56,Back,,,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160957,19,5,1,1,52,c8h9bw1l82s06h77xxrelzhur,1,80.3,-1.7,2023-04-09T15:32:50.787Z,2023-04-09T21:29:51Z,4177073309,347,,4177073307,56,Right,4177073317,233,23,,,,,,,,,,,,,,,,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160935,23,5,1,1,52,4dsgumo7d4zupm2ugsvm4zm4d,0,19.7,101.7,2023-04-09T15:32:50.787Z,2023-04-09T21:29:51Z,4177073207,56,Back,4177073335,233,19,4177073209,347,,,,,,,,,,,,,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160999,20,1,1,1,55,c8h9bw1l82s06h77xxrelzhur,1,79,0,2023-04-09T15:32:53.740Z,2023-04-09T21:30:01Z,4177073581,213,2.7,4177073565,107,,4177073577,141,7.9,4177073567,56,Right,4177073579,212,16.7,4177073571,140,64.4,,,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161009,21,1,1,1,58,c8h9bw1l82s06h77xxrelzhur,1,64.4,7.9,2023-04-09T15:32:56.649Z,2023-04-09T21:30:07Z,4177073653,140,64.2,4178227737,178,,4177073657,212,6.3,4177073651,56,Right,4177073659,213,1.6,4177073655,141,17.2,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161023,22,1,1,1,59,c8h9bw1l82s06h77xxrelzhur,1,64.2,17.2,2023-04-09T15:32:57.639Z,2023-04-09T21:30:10Z,4177073733,212,4.5,4177073727,56,Right,4177073729,140,62.8,4178227863,178,,4177073735,213,4.4,4177073731,141,10.9,,,,,,,7mms3tmwizhtvzakotl4hv0et,Fabinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161033,23,1,1,2,0,c8h9bw1l82s06h77xxrelzhur,1,62.8,10.9,2023-04-09T15:32:59.131Z,2023-04-09T21:30:14Z,4178227949,178,,4177073787,212,6.8,4177073783,140,68.3,4177073785,141,16.3,4177073781,56,Right,4177073789,213,0.6,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161045,24,1,1,2,3,c8h9bw1l82s06h77xxrelzhur,1,70.7,14.9,2023-04-09T15:33:02.110Z,2023-04-09T21:30:19Z,4177073859,56,Right,4177073867,213,4.5,4177073863,141,3.4,4178228131,178,,4177073865,212,8.0,4177073861,140,69.2,,,,,,,7mms3tmwizhtvzakotl4hv0et,Fabinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161069,25,1,1,2,4,c8h9bw1l82s06h77xxrelzhur,1,69.2,3.4,2023-04-09T15:33:03.117Z,2023-04-09T21:30:23Z,4177073973,56,Center,4177073981,213,2.0,4177073977,141,23.7,4178228239,178,,4177073979,212,15.3,4177073975,140,63.0,,,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161097,26,1,1,2,7,c8h9bw1l82s06h77xxrelzhur,1,63,24.3,2023-04-09T15:33:05.671Z,2023-04-09T21:30:27Z,4177074159,56,Center,4178228331,178,,4177074163,141,54.0,4177074167,213,2.1,4177074161,140,52.3,4177074165,212,23.1,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161111,27,1,1,2,10,c8h9bw1l82s06h77xxrelzhur,1,52.3,54,2023-04-09T15:33:08.582Z,2023-04-09T21:30:30Z,4177074233,212,9.7,4177074227,56,Center,4178228475,178,,4177074229,140,56.3,4177074231,141,66.9,4177074235,213,1.1,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161133,28,1,1,2,12,c8h9bw1l82s06h77xxrelzhur,1,57.3,69,2023-04-09T15:33:10.447Z,2023-04-09T21:30:33Z,4177074337,213,1.4,4177074333,141,91.0,4177074335,212,15.2,4177074331,140,60.0,4177074329,56,Left,4178228543,178,,,,,,,,3kdl679ra6mlobdg09xqf7fft,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161159,29,1,1,2,14,c8h9bw1l82s06h77xxrelzhur,1,60,91,2023-04-09T15:33:12.494Z,2023-04-09T21:30:36Z,4178228619,178,,4177074463,140,38.7,4177074467,212,29.0,4177074461,56,Back,4177074469,213,3.8,4177074465,141,63.8,,,,,,,eziqega9e25bg939pfh4vjp3p,A. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161213,30,1,1,2,17,c8h9bw1l82s06h77xxrelzhur,1,35.6,60.5,2023-04-09T15:33:16.174Z,2023-04-09T21:30:44Z,4178228815,178,,4177074827,212,22.2,4177074823,140,15.4,4177074825,141,50.7,4177074829,213,3.4,4177074821,56,Back,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
