id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2454898175,12,1,1,0,30,4txjdaqveermfryvbfrr4taf7,1,24.5,84.1,2022-09-03T14:00:40.031Z,2022-09-03T20:50:24Z,3753111031,141,97.7,3753111025,56,Back,3753111035,213,0.9,3753111029,140,31.2,3755608931,178,,3753111033,212,11.6,,,,,,,9qdm0nxg1g046olii48z3crf9,K. Zouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898345,13,1,1,0,32,4txjdaqveermfryvbfrr4taf7,1,31.3,97.4,2022-09-03T14:00:42.649Z,2022-09-03T20:50:29Z,3753111745,140,71.3,3753111741,155,,3753111751,213,6.2,3753111743,56,Left,3755609253,178,,3753111755,1,,3753111747,141,93.3,3753111749,212,42.1,8qezzr83ofw7htqufohg2fwlx,Emerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898349,14,50,1,0,36,4txjdaqveermfryvbfrr4taf7,1,70.9,91,2022-09-03T14:00:46.121Z,2022-09-03T20:50:44Z,3753111809,233,5,3753111763,56,Left,3753111765,286,,,,,,,,,,,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898333,5,7,1,0,36,9q0arba2kbnywth8bkxlhgmdr,1,29.1,9,2022-09-03T14:00:46.630Z,2022-09-03T20:50:59Z,3753111795,233,14,3754793337,385,,3755611211,178,,3753111695,285,,3753111687,167,,3753111689,56,Back,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898351,6,5,1,0,37,9q0arba2kbnywth8bkxlhgmdr,0,31.2,-1.6,2022-09-03T14:00:47.394Z,2022-09-03T20:51:01Z,3753111775,56,Back,3753111777,347,,3753112003,233,15,,,,,,,,,,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898387,15,5,1,0,37,4txjdaqveermfryvbfrr4taf7,1,68.8,101.6,2022-09-03T14:00:47.394Z,2022-09-03T20:51:01Z,3753111947,347,,3753111977,233,6,3753111943,56,Left,,,,,,,,,,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898689,16,1,1,0,47,4txjdaqveermfryvbfrr4taf7,1,66.7,100,2022-09-03T14:00:57.183Z,2022-09-03T20:51:05Z,3753113397,140,44.5,3753113401,212,24.5,3753113399,141,90.9,3753113405,1,,3753113393,107,,3753113403,213,3.5,3753113395,56,Back,,,,8qezzr83ofw7htqufohg2fwlx,Emerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898805,17,1,1,0,51,4txjdaqveermfryvbfrr4taf7,1,44.5,90.9,2022-09-03T14:01:00.890Z,2022-09-03T20:51:09Z,3753113895,212,10.9,3753113891,140,44.5,3753113887,56,Back,3755611841,178,,3753113893,141,74.8,3753113897,213,4.7,,,,,,,9qdm0nxg1g046olii48z3crf9,K. Zouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898905,18,1,1,0,55,4txjdaqveermfryvbfrr4taf7,1,44.7,64.6,2022-09-03T14:01:05.168Z,2022-09-03T20:51:10Z,3753114201,212,20.3,3753114191,56,Back,3753114205,213,1.4,3753114193,140,48.7,3753114197,141,93.8,3755611953,178,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898973,19,1,1,0,58,4txjdaqveermfryvbfrr4taf7,1,51.6,95.1,2022-09-03T14:01:08.078Z,2022-09-03T20:51:14Z,3753114541,213,0.1,3753114535,140,62.4,3753114539,212,11.4,3755612115,178,,3753114537,141,96.6,3753114533,56,Left,,,,,,,8qezzr83ofw7htqufohg2fwlx,Emerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899013,20,1,1,0,59,4txjdaqveermfryvbfrr4taf7,1,62.5,96.6,2022-09-03T14:01:09.389Z,2022-09-03T20:51:21Z,3753114701,140,47.1,3755612545,178,,3753114705,212,16.2,3753114699,56,Back,3753114707,213,3.2,3753114703,141,95.4,,,,,,,6aix9yu384pv1caanqiol231l,Pablo Fornals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899179,21,1,1,1,1,4txjdaqveermfryvbfrr4taf7,1,47.1,95.4,2022-09-03T14:01:11.567Z,2022-09-03T20:52:08Z,3755615241,178,,3753115495,56,Back,3753115501,212,20.3,3753115497,140,42.6,3753115503,213,4.5,3753115499,141,66.4,,,,,,,8qezzr83ofw7htqufohg2fwlx,Emerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899239,22,1,1,1,7,4txjdaqveermfryvbfrr4taf7,1,48,45.2,2022-09-03T14:01:17.022Z,2022-09-03T20:52:13Z,3753115781,212,15.2,3753115775,140,53.8,3753115783,213,5.1,3753115777,141,24.7,3755615549,178,,3753115773,56,Center,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899295,23,1,1,1,9,4txjdaqveermfryvbfrr4taf7,1,53.8,24.7,2022-09-03T14:01:19.198Z,2022-09-03T20:52:15Z,3755615643,178,,3753116015,141,19.2,3753116011,56,Back,3753116013,140,46.0,3753116019,213,3.6,3753116017,212,9.0,,,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899361,24,1,1,1,10,4txjdaqveermfryvbfrr4taf7,1,46,19.1,2022-09-03T14:01:20.102Z,2022-09-03T20:52:23Z,3755616023,178,,3753116373,140,56.8,3753116379,213,5.5,3753116377,212,15.6,3753116375,141,3.4,3753116371,56,Right,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899369,25,3,1,1,11,4txjdaqveermfryvbfrr4taf7,0,60.8,4,2022-09-03T14:01:21.835Z,2022-09-03T20:52:26Z,3753116411,56,Right,3753116843,233,7,3754795157,464,,3753116413,286,,3755616213,178,,,,,,,,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899407,7,7,1,1,12,9q0arba2kbnywth8bkxlhgmdr,1,39.2,96,2022-09-03T14:01:22.049Z,2022-09-03T20:52:32Z,3753116595,285,,3753116805,233,25,3753116591,167,,3755616503,21,,3755616499,178,,3754795399,385,,3753116593,56,Back,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899421,8,5,1,1,12,9q0arba2kbnywth8bkxlhgmdr,0,38.8,102,2022-09-03T14:01:22.681Z,2022-09-03T20:52:40Z,3753116653,347,,3753116885,233,26,3753116651,56,Back,,,,,,,,,,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899435,26,5,1,1,12,4txjdaqveermfryvbfrr4taf7,1,61.2,-2,2022-09-03T14:01:22.681Z,2022-09-03T20:52:39Z,3753116857,233,8,3753116745,56,Right,3753116749,347,,,,,,,,,,,,,,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899751,27,1,1,1,22,4txjdaqveermfryvbfrr4taf7,1,61.3,0,2022-09-03T14:01:32.358Z,2022-09-03T20:52:42Z,3753118061,56,Right,3753118065,141,11.9,3753118069,213,1.3,3753118059,107,,3753118067,212,9.5,3753118063,140,63.5,,,,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899799,28,1,1,1,23,4txjdaqveermfryvbfrr4taf7,1,63.5,11.7,2022-09-03T14:01:33.303Z,2022-09-03T20:52:47Z,3753118303,140,62.6,3753118307,212,4.9,3753118309,213,4.5,3753118305,141,4.6,3755617171,178,,3753118301,56,Right,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899851,29,1,1,1,24,4txjdaqveermfryvbfrr4taf7,0,62.6,4.6,2022-09-03T14:01:33.961Z,2022-09-03T20:52:51Z,3755617335,178,,3753118539,212,24.0,3753118537,141,35.2,3753118535,140,73.9,3753118525,155,,3753118541,213,1.1,3753118531,56,Center,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899915,9,1,1,1,25,9q0arba2kbnywth8bkxlhgmdr,1,25.7,68.8,2022-09-03T14:01:35.596Z,2022-09-03T20:52:56Z,3753118821,212,13.5,3753118813,3,,3753118817,140,38.4,3753118819,141,71.4,3755617505,178,,3753118815,56,Back,3753118823,213,0.1,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899927,10,44,1,1,27,9q0arba2kbnywth8bkxlhgmdr,1,40,69.6,2022-09-03T14:01:36.964Z,2022-09-03T22:42:59Z,3753118857,285,,3753118897,233,30,3753118855,56,Back,,,,,,,,,,,,,,,,93soe2rjn0z874cc9ofcesgkp,C. Pulišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899907,30,44,1,1,27,4txjdaqveermfryvbfrr4taf7,0,60,30.4,2022-09-03T14:01:36.965Z,2022-09-03T20:53:02Z,3753118781,56,Center,3753118783,286,,3753119001,233,10,,,,,,,,,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900001,11,1,1,1,27,9q0arba2kbnywth8bkxlhgmdr,1,38.4,71.2,2022-09-03T14:01:37.042Z,2022-09-03T22:42:59Z,3753119185,212,3.8,3755617895,388,,3753119181,140,40.5,3753119177,3,,3753119183,141,75.7,3753119179,56,Back,3754797053,168,,3753119187,213,0.9,93soe2rjn0z874cc9ofcesgkp,C. Pulišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900083,12,1,1,1,29,9q0arba2kbnywth8bkxlhgmdr,1,42.4,76.6,2022-09-03T14:01:39.562Z,2022-09-03T20:53:14Z,3753119495,213,0.8,3753119489,141,82.1,3753119491,212,5.4,3755618313,178,,3753119485,140,46.1,3753119481,56,Back,,,,,,,e9l5r0txzrjbenli05rn3k4wl,R. Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900121,13,1,1,1,31,9q0arba2kbnywth8bkxlhgmdr,1,52.3,84.4,2022-09-03T14:01:41.231Z,2022-09-03T20:53:20Z,3753119647,213,2.6,3753119627,140,46.3,3755618577,178,,3753119633,141,90.6,3753119641,212,7.6,3753119621,56,Back,,,,,,,93soe2rjn0z874cc9ofcesgkp,C. Pulišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900189,14,1,1,1,32,9q0arba2kbnywth8bkxlhgmdr,1,46.3,90.6,2022-09-03T14:01:42.521Z,2022-09-03T20:53:23Z,3753119967,213,0.1,3753119959,56,Left,3753119963,141,91.7,3755618731,178,,3753119961,140,55.3,3753119965,212,9.5,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900201,15,50,1,1,33,9q0arba2kbnywth8bkxlhgmdr,1,55.7,93.7,2022-09-03T14:01:43.172Z,2022-09-03T20:53:31Z,3753120035,286,,3753120033,56,Left,3753120215,233,31,,,,,,,,,,,,,,,,93soe2rjn0z874cc9ofcesgkp,C. Pulišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900187,31,7,1,1,33,4txjdaqveermfryvbfrr4taf7,1,44.3,6.3,2022-09-03T14:01:43.574Z,2022-09-03T20:53:35Z,3753119947,167,,3755619279,178,,3753119949,56,Back,3754798155,385,,3753120151,233,15,3753119953,285,,,,,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900347,16,5,1,1,35,9q0arba2kbnywth8bkxlhgmdr,1,49,101.4,2022-09-03T14:01:45.097Z,2022-09-03T20:53:37Z,3753120735,56,Back,3753120789,233,32,3753120737,347,,,,,,,,,,,,,,,,,93soe2rjn0z874cc9ofcesgkp,C. Pulišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900213,32,5,1,1,35,4txjdaqveermfryvbfrr4taf7,0,51,-1.4,2022-09-03T14:01:45.097Z,2022-09-03T20:53:38Z,3753120087,56,Right,3753120867,233,16,3753120089,347,,,,,,,,,,,,,,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901203,17,1,1,1,51,9q0arba2kbnywth8bkxlhgmdr,1,55,100,2022-09-03T14:02:01.513Z,2022-09-03T20:53:41Z,3753124791,107,,3753124795,140,39.3,3753124801,213,3.6,3753124797,141,90.8,3753124799,212,18.2,3753124793,56,Back,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901265,18,1,1,2,0,9q0arba2kbnywth8bkxlhgmdr,1,38.2,76.1,2022-09-03T14:02:10.157Z,2022-09-03T20:53:45Z,3753125049,56,Left,3753125055,141,93.6,3753125051,140,55.1,3753125061,213,0.6,3755619773,178,,3753125057,212,21.4,,,,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901393,19,1,1,2,2,9q0arba2kbnywth8bkxlhgmdr,1,55.7,94.2,2022-09-03T14:02:12.530Z,2022-09-03T20:53:47Z,3753125745,213,5.2,3753125741,141,77.0,3755619941,178,,3753125743,212,13.6,3753125737,56,Center,3753125739,140,62.3,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901451,20,3,1,2,5,9q0arba2kbnywth8bkxlhgmdr,1,62.2,64.2,2022-09-03T14:02:15.299Z,2022-09-03T20:54:13Z,3753126071,56,Center,3753126143,233,34,3754799917,465,,3755621295,178,,3753126073,286,,,,,,,,,,,e9l5r0txzrjbenli05rn3k4wl,R. Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901479,34,45,1,2,5,4txjdaqveermfryvbfrr4taf7,0,37.8,35.8,2022-09-03T14:02:15.299Z,2022-09-03T20:54:13Z,3753126383,233,20,3753126265,285,,3753126263,56,Back,,,,,,,,,,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901475,21,3,1,2,6,9q0arba2kbnywth8bkxlhgmdr,1,62.2,64.2,2022-09-03T14:02:16.202Z,2022-09-03T20:54:20Z,3753126239,56,Center,3755621661,178,,3753126241,286,,3754800207,465,,3753126337,233,33,,,,,,,,,,e9l5r0txzrjbenli05rn3k4wl,R. Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901439,33,45,1,2,6,4txjdaqveermfryvbfrr4taf7,0,37.8,35.8,2022-09-03T14:02:16.202Z,2022-09-03T20:54:20Z,3753126013,56,Back,3753126015,285,,3753126215,233,21,,,,,,,,,,,,,,,,at7mm2zrj2hjhu4bnq1f9noix,Lucas Paquetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901485,22,1,1,2,8,9q0arba2kbnywth8bkxlhgmdr,0,67.2,52.8,2022-09-03T14:02:18.178Z,2022-09-03T20:55:08Z,3755623979,178,,3753126301,213,5.0,3753126293,141,48.2,3753126295,212,3.3,3753126289,56,Center,3753126291,140,68.1,,,,,,,e9l5r0txzrjbenli05rn3k4wl,R. Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
