id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,assist
2469538739,7,49,1,0,19,4t4hod56fsj7utpjdor8so5q6,1,11,67.6,2022-10-09T11:00:45.277Z,2022-10-09T23:06:29Z,,,,,,,,,,,,,,,,,,,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469538775,8,1,1,0,20,4t4hod56fsj7utpjdor8so5q6,1,11,67.5,2022-10-09T11:00:45.350Z,2022-10-09T23:06:29Z,3833565901,178,,3831031837,157,,3831031839,56,Center,3831031849,1,,3831031845,212,49.7,3831031841,140,57.8,3831031843,141,56.1,3831031847,213,6.1,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469538779,9,4,1,0,24,4t4hod56fsj7utpjdor8so5q6,1,55.3,61.6,2022-10-09T11:00:50.265Z,2022-10-09T23:06:29Z,3831031863,295,,3831031867,152,,3831031869,286,,3831031865,56,Center,3831031861,13,,3831032057,233,10,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469538811,10,4,1,0,24,2cjpmotqo8phcqfpgo9xf4gel,0,44.7,38.4,2022-10-09T11:00:50.266Z,2022-10-09T23:06:28Z,3833566085,178,,3831032039,13,,3831032069,233,9,3831032041,295,,3831032045,152,,3831032047,285,,3831032043,56,Back,,,,3izhfm7i4afomephw07mp4nsa,M. Estève,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469538893,10,1,1,0,43,4t4hod56fsj7utpjdor8so5q6,1,59.5,58.5,2022-10-09T11:01:08.794Z,2022-10-09T23:06:28Z,3831202869,189,,3833566405,178,,3831032471,213,3.9,3831032459,5,,3831032461,152,,3831032465,140,41.2,3831032469,212,26.3,3831032463,56,Back,2rio84cmao72sc7lnsodwzzhm,M. Camara,3831032467,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469538917,11,1,1,0,46,4t4hod56fsj7utpjdor8so5q6,1,44.6,38.1,2022-10-09T11:01:12.159Z,2022-10-09T23:06:28Z,3833566939,178,,3831032589,56,Back,3831032591,140,48.1,3831032599,212,17.7,3831032595,141,12.6,3831032601,213,4.9,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469538933,12,1,1,0,50,4t4hod56fsj7utpjdor8so5q6,1,49.4,22.9,2022-10-09T11:01:15.554Z,2022-10-09T23:06:26Z,3831032707,141,47.5,3831032703,56,Center,3833567469,178,,3831032709,212,22.1,3831032705,140,63.2,3831032711,213,0.9,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469538939,13,1,1,0,50,4t4hod56fsj7utpjdor8so5q6,0,51.5,37.3,2022-10-09T11:01:16.329Z,2022-10-09T23:06:26Z,3831032735,56,Center,3831032739,141,28.5,3831032733,155,,3831032737,140,70.6,3833567873,178,,3831032743,213,6.0,3831032741,212,20.9,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469538941,11,1,1,0,52,2cjpmotqo8phcqfpgo9xf4gel,1,35,69.5,2022-10-09T11:01:17.514Z,2022-10-09T23:06:26Z,3831032753,212,26.7,3831032747,56,Left,3831032755,213,0.4,3833568189,388,,3831032751,141,85.1,3831032749,140,58.3,3831032745,3,,,,,3izhfm7i4afomephw07mp4nsa,M. Estève,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469538945,12,49,1,0,55,2cjpmotqo8phcqfpgo9xf4gel,1,55.1,87,2022-10-09T11:01:20.498Z,2022-10-09T23:06:25Z,,,,,,,,,,,,,,,,,,,,,,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469538969,13,50,1,0,58,2cjpmotqo8phcqfpgo9xf4gel,1,72.5,79,2022-10-09T11:01:23.664Z,2022-10-09T23:06:24Z,3831032939,233,14,3831032877,56,Left,3831032879,286,,,,,,,,,,,,,,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469538977,14,7,1,0,58,4t4hod56fsj7utpjdor8so5q6,1,27.5,21,2022-10-09T11:01:23.842Z,2022-10-09T23:06:23Z,3833569121,178,,3831032923,285,,3831032921,56,Back,3831032929,233,13,3832054393,383,,,,,,,,,,,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469538979,15,49,1,0,59,4t4hod56fsj7utpjdor8so5q6,1,25.7,26.7,2022-10-09T11:01:24.846Z,2022-10-09T23:06:23Z,,,,,,,,,,,,,,,,,,,,,,,,,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469538995,16,1,1,1,0,4t4hod56fsj7utpjdor8so5q6,1,29.7,29.7,2022-10-09T11:01:26.308Z,2022-10-09T23:06:22Z,3831033021,213,5.1,3833569607,178,,3831033015,140,35.4,3831033019,212,17.1,3831033017,141,6.1,3831033013,56,Back,,,,,,,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539025,17,1,1,1,4,4t4hod56fsj7utpjdor8so5q6,0,29.9,11.6,2022-10-09T11:01:29.669Z,2022-10-09T23:06:20Z,3833569757,178,,3831033221,212,68.4,3831033225,1,,3831033223,213,1.1,3831033219,141,100.0,3831033211,155,,3831033215,56,Left,3831033217,140,59.0,adb8skc3qbvgunhzd9651lij8,Vanderson,3831033213,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539035,14,56,1,1,9,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-10-09T11:01:34.874Z,2022-10-09T23:06:20Z,3831033259,56,Back,,,,,,,,,,,,,,,,,,,,,,1k6t5y26ufw2e6gh33tni45ey,E. Tchato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539039,15,5,1,1,10,2cjpmotqo8phcqfpgo9xf4gel,1,41.4,-1.8,2022-10-09T11:01:35.600Z,2022-10-09T20:23:56Z,3831033273,56,Back,3831033275,347,,3831033293,233,18,,,,,,,,,,,,,,,,1k6t5y26ufw2e6gh33tni45ey,E. Tchato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539029,18,5,1,1,10,4t4hod56fsj7utpjdor8so5q6,0,58.6,101.8,2022-10-09T11:01:35.600Z,2022-10-09T20:23:56Z,3831033231,56,Left,3831033297,233,15,3831033233,347,,,,,,,,,,,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539069,16,1,1,1,12,2cjpmotqo8phcqfpgo9xf4gel,1,43.2,0,2022-10-09T11:01:37.901Z,2022-10-09T23:06:19Z,3831033483,213,2.5,3831033481,212,19.8,3831033475,56,Back,3831033479,141,15.3,3831033473,107,,3831203455,189,,3831033477,140,27.8,,,,1k6t5y26ufw2e6gh33tni45ey,E. Tchato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539077,17,1,1,1,17,2cjpmotqo8phcqfpgo9xf4gel,1,25.8,17.8,2022-10-09T11:01:42.789Z,2022-10-09T23:06:19Z,3833572019,178,,3831033541,140,11.5,3831033549,212,21.3,3831033545,141,40.1,3831033537,56,Back,3831033553,213,2.4,,,,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539089,18,1,1,1,20,2cjpmotqo8phcqfpgo9xf4gel,1,10.7,37.5,2022-10-09T11:01:45.905Z,2022-10-09T23:06:18Z,3831033627,140,25.6,3831033631,212,15.7,3831033633,213,0.1,3831033629,141,39.2,3831033625,56,Back,3833572397,178,,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539111,19,1,1,1,21,2cjpmotqo8phcqfpgo9xf4gel,1,23.8,35.5,2022-10-09T11:01:47.140Z,2022-10-09T23:06:17Z,3831033777,140,11.9,3831033775,56,Back,3831033779,141,41.6,3833572771,178,,3831033781,212,13.2,3831033783,213,2.8,,,,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539143,20,1,1,1,23,2cjpmotqo8phcqfpgo9xf4gel,1,9.3,36.7,2022-10-09T11:01:48.689Z,2022-10-09T23:06:17Z,3831033981,212,24.0,3831033983,213,1.0,3831033977,140,21.1,3831033979,141,66.9,3831033975,56,Back,3833573087,178,,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539167,21,1,1,1,28,2cjpmotqo8phcqfpgo9xf4gel,0,31,80,2022-10-09T11:01:53.828Z,2022-10-09T23:06:15Z,3831034097,56,Center,3831034101,141,61.1,3831034105,213,6.1,3831034093,155,,3831034107,1,,3831034103,212,57.8,3831034099,140,84.7,3833573253,178,,3izhfm7i4afomephw07mp4nsa,M. Estève,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539183,19,52,1,1,33,4t4hod56fsj7utpjdor8so5q6,1,16.6,38.6,2022-10-09T11:01:58.435Z,2022-10-09T23:06:15Z,3833573599,178,,3832059447,377,,,,,,,,,,,,,,,,,,,,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539197,20,1,1,1,33,4t4hod56fsj7utpjdor8so5q6,1,16.6,40.3,2022-10-09T11:01:59.121Z,2022-10-09T23:06:14Z,3831034271,287,,3831034249,56,Back,3831034255,212,37.9,3831034259,213,1.1,3831034251,140,33.4,3833573829,178,,3831034253,141,89.6,3831034247,123,,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,3831034261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539213,21,1,1,1,36,4t4hod56fsj7utpjdor8so5q6,1,35.9,85.1,2022-10-09T11:02:02.186Z,2022-10-09T23:06:14Z,3831034427,140,27.7,3831034431,212,14.1,3833574171,178,,3831034429,141,68.7,3831034433,213,4.1,3831034425,56,Back,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539279,22,1,1,1,39,4t4hod56fsj7utpjdor8so5q6,1,27.3,63.9,2022-10-09T11:02:04.837Z,2022-10-09T23:06:14Z,3831034785,212,22.1,3831034781,140,8.1,3831034783,141,50.6,3833574385,178,,3831034787,213,3.6,3831034779,56,Back,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539297,23,1,1,1,47,4t4hod56fsj7utpjdor8so5q6,1,14.8,48.1,2022-10-09T11:02:12.703Z,2022-10-09T23:06:12Z,3831034891,56,Back,3831034899,213,6.0,3831034895,141,31.6,3831034897,212,35.8,3831034893,140,47.2,3833574721,178,,3831034901,1,,3831034889,155,,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539305,24,1,1,1,49,4t4hod56fsj7utpjdor8so5q6,0,44.2,37.6,2022-10-09T11:02:14.854Z,2022-10-09T23:06:12Z,3831034939,212,8.1,3831034931,3,,3831034935,140,45.6,3831034937,141,49.3,3831034933,56,Back,3833575123,388,,3831034941,213,1.4,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539299,22,1,1,1,50,2cjpmotqo8phcqfpgo9xf4gel,0,55,52.5,2022-10-09T11:02:15.444Z,2022-10-09T23:06:11Z,3831206373,1,,3831206371,213,5.0,3831034905,56,Right,3833575427,178,,3832062927,157,,3831206369,212,38.1,3831206367,141,0.0,3831206363,140,64.4,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539341,24,5,1,1,53,2cjpmotqo8phcqfpgo9xf4gel,0,63.9,-1.4,2022-10-09T11:02:18.647Z,2022-10-09T20:25:07Z,3831035083,56,Right,3831035085,347,,3831035661,233,25,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539437,25,5,1,1,53,4t4hod56fsj7utpjdor8so5q6,1,36.1,101.4,2022-10-09T11:02:18.647Z,2022-10-09T20:25:06Z,3831035621,56,Back,3831035641,233,24,3831035623,347,,,,,,,,,,,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539335,23,43,1,1,54,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-10-09T11:02:19.494Z,2022-10-09T11:02:31Z,3831035475,144,5,3831035071,347,0,3831035067,56,Right,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539471,26,1,1,2,9,4t4hod56fsj7utpjdor8so5q6,1,32.5,100,2022-10-09T11:02:34.559Z,2022-10-09T23:06:11Z,3831035771,56,Back,3831035775,141,97.4,3831035779,213,6.0,3831035777,212,10.7,3831035773,140,42.4,3831035769,107,,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539477,27,61,1,2,11,4t4hod56fsj7utpjdor8so5q6,0,44,97.3,2022-10-09T11:02:36.576Z,2022-10-09T23:06:10Z,3831035805,56,Back,3833576363,178,,,,,,,,,,,,,,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539481,25,49,1,2,13,2cjpmotqo8phcqfpgo9xf4gel,1,59.8,2.7,2022-10-09T11:02:38.676Z,2022-10-09T23:06:10Z,,,,,,,,,,,,,,,,,,,,,,,,,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539515,26,1,1,2,15,2cjpmotqo8phcqfpgo9xf4gel,1,57.4,0.6,2022-10-09T11:02:40.940Z,2022-10-09T23:06:08Z,3831035981,212,2.8,3831035983,213,0.3,3831035977,140,59.9,3833577055,178,,3831035979,141,1.9,3831035975,56,Right,,,,,,,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539519,27,61,1,2,15,2cjpmotqo8phcqfpgo9xf4gel,1,54.1,1.5,2022-10-09T11:02:41.111Z,2022-10-09T23:06:08Z,3833577251,178,,3831035999,56,Right,,,,,,,,,,,,,,,,,,,1k6t5y26ufw2e6gh33tni45ey,E. Tchato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539525,28,5,1,2,16,2cjpmotqo8phcqfpgo9xf4gel,0,61.1,-2,2022-10-09T11:02:41.431Z,2022-10-09T20:25:31Z,3831036023,347,,3831036021,56,Right,3831036271,233,28,,,,,,,,,,,,,,,,1k6t5y26ufw2e6gh33tni45ey,E. Tchato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539563,28,5,1,2,16,4t4hod56fsj7utpjdor8so5q6,1,38.9,102,2022-10-09T11:02:41.431Z,2022-10-09T20:25:31Z,3831036261,347,,3831036267,233,28,3831036259,56,Back,,,,,,,,,,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469539569,29,1,1,2,24,4t4hod56fsj7utpjdor8so5q6,1,46.3,100,2022-10-09T11:02:50.153Z,2022-10-09T23:06:07Z,3831036331,212,21.7,3831036335,1,,3831036323,107,,3831036327,140,59.1,3831036325,56,Center,3831036333,213,5.4,3831036329,141,77.0,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
