id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/16/value,assist,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2510125565,3,52,1,0,17,4aghw9tyi8ba3ju1ne83gmf9w,1,15.4,64.2,2023-02-19T19:45:22.155Z,2023-02-20T02:55:09Z,4045399515,178,,4045302809,377,,,,,,,,,,,,,,,,,,,,3yk6n0wr6nc0dlm51gwvwi4t1,M. Dupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125641,4,80,1,0,23,4aghw9tyi8ba3ju1ne83gmf9w,0,14.1,51,2023-02-19T19:45:28.307Z,2023-02-20T02:55:08Z,4045399647,178,,,,,,,,,,,,,,,,,,,,,,,3yk6n0wr6nc0dlm51gwvwi4t1,M. Dupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125695,5,1,1,0,24,4aghw9tyi8ba3ju1ne83gmf9w,1,14.8,52.3,2023-02-19T19:45:29.809Z,2023-02-20T02:55:08Z,4044919111,56,Center,4045303245,155,,4044919119,213,0.4,4044919113,140,55.5,4044919115,141,76.1,4044919121,1,,4045399793,178,,4044919117,212,45.7,3yk6n0wr6nc0dlm51gwvwi4t1,M. Dupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125703,6,50,1,0,28,4aghw9tyi8ba3ju1ne83gmf9w,1,58.3,74.6,2023-02-19T19:45:33.350Z,2023-02-20T02:55:07Z,4044919137,56,Center,4044919139,286,,4044919263,233,9,,,,,,,,,,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125717,9,7,1,0,29,27xvwccz8kpmqsefjv2b2sc0o,0,41.7,25.4,2023-02-19T19:45:34.156Z,2023-02-20T02:55:07Z,4045303765,385,,4045399985,178,,4044919215,285,,4044919213,56,Back,4044919247,233,6,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125735,7,1,1,0,30,4aghw9tyi8ba3ju1ne83gmf9w,0,52.5,71.2,2023-02-19T19:45:35.694Z,2023-02-20T02:55:07Z,4044919301,213,1.9,4044919297,141,88.1,4044919299,212,12.0,4044919293,56,Back,4044919295,140,49.1,4045400043,178,,,,,,,,eswivc2a0iwwdly6ft8eh0ogl,B. Dejaegere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125765,10,8,1,0,31,27xvwccz8kpmqsefjv2b2sc0o,1,48.7,11.2,2023-02-19T19:45:36.778Z,2023-02-20T02:55:06Z,4044919471,56,Back,4045400145,178,,4045304261,384,,,,,,,,,,,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125785,11,49,1,0,34,27xvwccz8kpmqsefjv2b2sc0o,1,65,8.9,2023-02-19T19:45:39.258Z,2023-02-20T02:55:06Z,,,,,,,,,,,,,,,,,,,,,,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125821,12,1,1,0,37,27xvwccz8kpmqsefjv2b2sc0o,1,81.7,23.6,2023-02-19T19:45:42.313Z,2023-02-20T02:55:03Z,4045400545,178,,4044919757,213,0.2,4044919753,141,27.4,4044919749,56,Center,4044919755,212,11.3,4044919751,140,92.2,,,,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125833,13,1,1,0,38,27xvwccz8kpmqsefjv2b2sc0o,0,89.7,29.5,2023-02-19T19:45:43.213Z,2023-02-20T02:55:03Z,4044919813,56,Center,4044919819,212,1.4,4044919821,213,3.1,4044919815,140,88.4,4044919817,141,29.6,4045400699,178,,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125827,8,49,1,0,38,4aghw9tyi8ba3ju1ne83gmf9w,1,11.7,69.9,2023-02-19T19:45:43.742Z,2023-02-20T02:55:02Z,,,,,,,,,,,,,,,,,,,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125855,9,1,1,0,39,4aghw9tyi8ba3ju1ne83gmf9w,1,11.7,67.6,2023-02-19T19:45:45.003Z,2023-02-20T02:55:02Z,4044919949,141,86.6,4044919953,213,1.3,4044919945,56,Back,4044919947,140,15.0,4045401101,178,,4044919951,212,13.4,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125859,10,1,1,0,42,4aghw9tyi8ba3ju1ne83gmf9w,1,18.1,87.3,2023-02-19T19:45:47.311Z,2023-02-20T02:55:01Z,4044919975,212,12.4,4045401333,178,,4044919973,141,84.8,4044919977,213,6.1,4044919971,140,29.8,4044919969,56,Back,,,,,,,8yak0o9o7z5j5ribga3ui2cb9,G. Suazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125883,11,1,1,0,43,4aghw9tyi8ba3ju1ne83gmf9w,1,34.7,78.7,2023-02-19T19:45:48.353Z,2023-02-20T02:55:00Z,4044920153,56,Back,4044920159,212,14.3,4044920155,140,21.2,4044920157,141,75.6,4044920189,156,,4045401471,178,,4044920161,213,3.3,,,,1lnktjxx0mux4beo28cl54j1m,T. Dallinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125905,12,1,1,0,44,4aghw9tyi8ba3ju1ne83gmf9w,1,23.7,72.4,2023-02-19T19:45:49.498Z,2023-02-20T02:55:00Z,4044920287,213,1.2,4044920285,212,16.6,4045401609,178,,4044920283,141,95.4,4044920279,56,Back,4044920281,140,29.0,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125925,13,1,1,0,47,4aghw9tyi8ba3ju1ne83gmf9w,0,31.5,95.6,2023-02-19T19:45:52.292Z,2023-02-20T02:54:58Z,4044920401,56,Back,4044920405,141,63.6,4044920403,140,35.1,4045401691,178,,4044920409,213,4.9,4044920407,212,22.1,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125931,14,49,1,0,49,27xvwccz8kpmqsefjv2b2sc0o,1,61.9,41.1,2023-02-19T19:45:55.030Z,2023-02-20T02:54:58Z,,,,,,,,,,,,,,,,,,,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510125977,15,1,1,0,50,27xvwccz8kpmqsefjv2b2sc0o,1,61.8,41.4,2023-02-19T19:45:55.077Z,2023-02-20T02:54:57Z,4044920707,212,22.6,4045402035,178,,4044920709,213,1.8,4044920703,140,57.7,4044920705,141,74.1,4044920701,56,Center,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126001,16,1,1,0,54,27xvwccz8kpmqsefjv2b2sc0o,1,53.5,66.3,2023-02-19T19:45:59.738Z,2023-02-20T02:54:56Z,4044920855,140,38.9,4044920867,213,3.8,4044920859,141,50.0,4044920863,212,18.9,4045402139,178,,4044920851,56,Back,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126045,17,1,1,0,57,27xvwccz8kpmqsefjv2b2sc0o,1,40.1,51.3,2023-02-19T19:46:02.241Z,2023-02-20T02:54:54Z,4044921099,140,39.3,4044921101,141,28.0,4044921097,56,Back,4044921105,213,4.7,4044921103,212,15.9,4045402239,178,,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126115,18,1,1,1,1,27xvwccz8kpmqsefjv2b2sc0o,1,46.7,27.9,2023-02-19T19:46:07.061Z,2023-02-20T02:54:52Z,4044921465,140,39.9,4044921471,213,1.8,4045402297,178,,4044921463,56,Back,4044921469,212,29.6,4044921467,141,70.1,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126161,19,1,1,1,7,27xvwccz8kpmqsefjv2b2sc0o,1,45.9,71.1,2023-02-19T19:46:12.326Z,2023-02-20T02:54:51Z,4044921685,140,45.6,4045402385,178,,4044921689,212,24.6,4044921683,56,Back,4044921687,141,35.0,4044921691,213,4.7,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126195,20,1,1,1,11,27xvwccz8kpmqsefjv2b2sc0o,1,52.2,25.6,2023-02-19T19:46:16.070Z,2023-02-20T02:54:50Z,4045402465,178,,4044921883,213,5.8,4044921877,140,75.6,4044921881,212,28.2,4044921875,56,Right,4044921879,141,5.3,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126239,21,1,1,1,13,27xvwccz8kpmqsefjv2b2sc0o,1,68.3,4.9,2023-02-19T19:46:18.995Z,2023-02-20T02:54:49Z,4044922077,56,Center,4044922079,140,77.3,4045402565,178,,4044922081,141,24.1,4044922085,213,0.9,4044922083,212,16.1,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126249,22,1,1,1,15,27xvwccz8kpmqsefjv2b2sc0o,0,77.7,19.2,2023-02-19T19:46:20.890Z,2023-02-20T02:54:48Z,4044922145,212,24.8,4044922141,140,100.0,4044922143,141,17.6,4044922139,56,Right,4045402677,178,,4044922147,213,6.2,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126247,14,5,1,1,19,4aghw9tyi8ba3ju1ne83gmf9w,1,-1.1,82.6,2023-02-19T19:46:24.189Z,2023-02-19T23:40:01Z,4044922131,56,Back,4044922133,346,,4044922187,233,23,,,,,,,,,,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126251,23,5,1,1,19,27xvwccz8kpmqsefjv2b2sc0o,0,101.1,17.4,2023-02-19T19:46:24.189Z,2023-02-19T23:40:01Z,4044922221,233,14,4044922155,346,,4044922153,56,Right,,,,,,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126417,15,1,1,1,34,4aghw9tyi8ba3ju1ne83gmf9w,1,5.1,38.1,2023-02-19T19:46:39.261Z,2023-02-20T02:54:48Z,4044923125,124,,4044923135,213,1.6,4044923133,212,8.6,4044923129,140,4.8,4044923139,237,,4044923127,56,Back,4044923131,141,50.7,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126433,16,1,1,1,36,4aghw9tyi8ba3ju1ne83gmf9w,1,7,48.7,2023-02-19T19:46:41.657Z,2023-02-20T02:54:46Z,4044923215,212,17.7,4044923209,56,Back,4044923213,141,53.3,4044923217,213,0.2,4044923211,140,23.6,4045403225,178,,,,,,,,3yk6n0wr6nc0dlm51gwvwi4t1,M. Dupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126475,17,1,1,1,38,4aghw9tyi8ba3ju1ne83gmf9w,1,21.1,52.8,2023-02-19T19:46:43.307Z,2023-02-20T02:54:46Z,4045403317,178,,4044923445,212,24.7,4044923437,56,Back,4044923447,213,4.7,4044923439,140,20.7,4044923441,141,16.5,,,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126507,18,1,1,1,42,4aghw9tyi8ba3ju1ne83gmf9w,1,32.7,4.2,2023-02-19T19:46:47.391Z,2023-02-20T02:54:45Z,4044923635,141,34.5,4044923639,213,1.0,4044923633,140,44.0,4045403469,178,,4044923637,212,23.8,4044923631,56,Back,,,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126529,19,1,1,1,44,4aghw9tyi8ba3ju1ne83gmf9w,1,46.2,23.5,2023-02-19T19:46:49.942Z,2023-02-20T02:54:44Z,4044923731,212,8.0,4045403549,178,,4044923729,141,11.7,4044923733,213,4.6,4044923725,56,Back,4044923727,140,45.6,,,,,,,1lnktjxx0mux4beo28cl54j1m,T. Dallinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126539,20,61,1,1,45,4aghw9tyi8ba3ju1ne83gmf9w,0,48.8,3.4,2023-02-19T19:46:50.907Z,2023-02-20T02:54:44Z,4045403957,178,,4044923765,56,Back,,,,,,,,,,,,,,,,,,,e9g52c7vl608rt5wuf9o46l79,M. Desler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126559,24,49,1,1,47,27xvwccz8kpmqsefjv2b2sc0o,1,53.6,87.1,2023-02-19T19:46:52.293Z,2023-02-20T02:54:43Z,,,,,,,,,,,,,,,,,,,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510238961,1502,67,1,1,47,27xvwccz8kpmqsefjv2b2sc0o,1,53.2,88.2,2023-02-19T19:46:52.322Z,2023-02-20T02:54:43Z,4045523143,233,1366,,,,,,,,,,,,,,,,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510238955,1366,67,1,1,47,4aghw9tyi8ba3ju1ne83gmf9w,0,46.8,11.8,2023-02-19T19:46:52.323Z,2023-02-20T02:54:42Z,4045523159,233,1502,,,,,,,,,,,,,,,,,,,,,,e9g52c7vl608rt5wuf9o46l79,M. Desler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126587,25,61,1,1,47,27xvwccz8kpmqsefjv2b2sc0o,1,54,87,2023-02-19T19:46:52.559Z,2023-02-20T02:54:41Z,4045404569,178,,4044924031,56,Left,,,,,,,,,,,,,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510226935,875,67,1,1,48,27xvwccz8kpmqsefjv2b2sc0o,1,59.5,87.1,2023-02-19T19:46:53.525Z,2023-02-20T02:54:41Z,4045464401,233,890,,,,,,,,,,,,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510226933,890,67,1,1,48,4aghw9tyi8ba3ju1ne83gmf9w,0,40.5,12.9,2023-02-19T19:46:53.526Z,2023-02-20T02:54:41Z,4045464417,233,875,,,,,,,,,,,,,,,,,,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126607,26,1,1,1,49,27xvwccz8kpmqsefjv2b2sc0o,0,57.3,86.7,2023-02-19T19:46:54.680Z,2023-02-20T02:54:39Z,4045404795,178,,4044924123,213,6.0,4044924119,141,83.4,4044924121,212,8.5,4044924115,56,Left,4044924117,140,65.1,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126625,21,49,1,1,51,4aghw9tyi8ba3ju1ne83gmf9w,1,37.4,20,2023-02-19T19:46:56.450Z,2023-02-20T02:54:39Z,,,,,,,,,,,,,,,,,,,,,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126675,22,1,1,1,51,4aghw9tyi8ba3ju1ne83gmf9w,1,37.7,20.3,2023-02-19T19:46:56.519Z,2023-02-20T02:54:38Z,4044924425,56,Center,4044924433,213,0.6,4044924429,141,36.0,4045405101,178,,4044926965,210,15,4044924427,140,54.0,4044924431,212,20.2,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126731,23,1,1,1,54,4aghw9tyi8ba3ju1ne83gmf9w,1,53.2,47.4,2023-02-19T19:46:59.806Z,2023-02-20T02:54:36Z,4044924725,213,0.9,4044924723,212,12.3,4045405179,178,,4044924719,140,60.1,4044924721,141,62.0,4044924717,56,Center,,,,,,,1lnktjxx0mux4beo28cl54j1m,T. Dallinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126747,24,3,1,1,59,4aghw9tyi8ba3ju1ne83gmf9w,1,72.6,42.2,2023-02-19T19:47:04.422Z,2023-02-20T02:54:34Z,4045405339,178,,4044924831,56,Center,4044924899,233,27,4045307867,465,,4044924833,286,,,,,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
