id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/20/value
2493755839,5,1,1,0,9,3adj8hkws0z1al232bg2h6tk0,0,48.2,86.8,2022-12-28T20:00:46.494Z,2022-12-29T06:09:55Z,3958848191,56,Left,3958848197,212,11.7,3958848193,140,59.3,3958848195,141,86.6,3958848199,213,6.3,3959119039,178,,,,,,,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493755847,7,49,1,0,10,121le8unjfzug3iu9pgkqa1c7,1,43.9,16.4,2022-12-28T20:00:47.248Z,2022-12-29T06:09:55Z,,,,,,,,,,,,,,,,,,,,,,,,,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493755853,8,1,1,0,11,121le8unjfzug3iu9pgkqa1c7,0,44.2,18.8,2022-12-28T20:00:48.358Z,2022-12-29T06:09:54Z,3958848247,56,Back,3958848251,141,20.0,3958848325,233,6,3959119113,178,,3958848255,213,3.0,3958848323,236,,3958848253,212,4.4,3958848329,286,,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,3958848249,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493755863,6,74,1,0,11,3adj8hkws0z1al232bg2h6tk0,1,54.2,79.2,2022-12-28T20:00:48.401Z,2022-12-29T06:09:53Z,3958848315,56,Left,3958848339,233,8,3958848317,285,,3959119167,178,,,,,,,,,,,,,,3ynh418z6f6bfjz674vs40f6x,Mathias Pereira Lage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493755867,7,5,1,0,12,3adj8hkws0z1al232bg2h6tk0,0,62.4,100.8,2022-12-28T20:00:49.319Z,2022-12-29T01:31:24Z,3958848333,347,,3958848331,56,Left,3958848407,233,9,,,,,,,,,,,,,,,,3ynh418z6f6bfjz674vs40f6x,Mathias Pereira Lage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493755875,9,5,1,0,12,121le8unjfzug3iu9pgkqa1c7,1,37.6,-0.8,2022-12-28T20:00:49.319Z,2022-12-29T01:31:24Z,3958848383,56,Back,3958848399,233,7,3958848385,347,,,,,,,,,,,,,,,,,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493755895,10,1,1,0,21,121le8unjfzug3iu9pgkqa1c7,1,36.4,0,2022-12-28T20:00:57.759Z,2022-12-29T06:09:53Z,3958848509,140,22.4,3958848507,56,Back,3958848513,212,15.8,3958848511,141,6.4,3958848505,107,,3958848515,213,2.8,,,,,,,al6dgtinz0ki8uj8wrvc7fg2c,S. Kumbedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493755909,11,1,1,0,23,121le8unjfzug3iu9pgkqa1c7,0,21.4,10.5,2022-12-28T20:00:59.657Z,2022-12-29T06:09:52Z,3958848575,212,1.4,3958848577,213,0.9,3958849115,233,8,3958848571,140,22.2,3959119345,178,,3958849113,236,,3958848573,141,12.2,3958849119,286,,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,3958848569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493755913,8,74,1,0,24,3adj8hkws0z1al232bg2h6tk0,1,79.3,86.6,2022-12-28T20:01:00.564Z,2022-12-29T06:09:51Z,3958849089,285,,3958849197,233,11,3958848591,56,Left,3959119547,178,,,,,,,,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493755917,9,49,1,0,26,3adj8hkws0z1al232bg2h6tk0,1,96.5,86.9,2022-12-28T20:01:03.136Z,2022-12-29T06:09:51Z,,,,,,,,,,,,,,,,,,,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493755935,10,1,1,0,28,3adj8hkws0z1al232bg2h6tk0,0,99.3,84.9,2022-12-28T20:01:04.791Z,2022-12-29T06:09:50Z,3958848713,212,20.3,3958848707,56,Center,3958848709,140,91.3,3959119737,178,,3958848715,213,4.3,3958848711,141,57.8,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493755957,12,12,1,0,29,121le8unjfzug3iu9pgkqa1c7,1,10.2,46.8,2022-12-28T20:01:06.338Z,2022-12-29T06:09:49Z,3958848861,56,Back,3959119783,178,,3958848863,140,16.8,3958848867,212,12.7,3958848865,141,31.2,3958848869,213,5.3,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493755951,12,13,1,0,31,3adj8hkws0z1al232bg2h6tk0,1,83.1,69.9,2022-12-28T20:01:08.192Z,2022-12-29T05:47:24Z,3958848825,20,,3958849037,458,,3958848813,64,,3958849029,87,,3958849031,102,40.8,3958849035,328,,3958849033,103,59.7,3958848811,22,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,3958849039,230,98.8,3958848815,56,Center,3959119829,178,3958849041,231,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493755947,11,5,1,0,32,3adj8hkws0z1al232bg2h6tk0,0,101.1,51.3,2022-12-28T20:01:09.154Z,2022-12-29T01:32:40Z,3958848797,346,,3958852183,233,13,3958848795,56,Center,,,,,,,,,,,,,,,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756021,13,5,1,0,32,121le8unjfzug3iu9pgkqa1c7,1,-1.1,48.7,2022-12-28T20:01:09.154Z,2022-12-29T01:32:40Z,3958849261,56,Back,3958852175,233,11,3958849263,346,,,,,,,,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756041,14,1,1,0,43,121le8unjfzug3iu9pgkqa1c7,1,4.5,52.1,2022-12-28T20:01:20.459Z,2022-12-29T06:09:49Z,3959069325,189,,3958849377,124,,3958849381,140,14.1,3958849383,141,73.0,3958849387,213,1.0,3958849391,237,,3958849379,56,Back,3958849385,212,17.4,d3mss0i879krqrk1owzmj2c45,Anthony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756053,15,1,1,0,46,121le8unjfzug3iu9pgkqa1c7,1,13,68.2,2022-12-28T20:01:22.745Z,2022-12-29T06:09:48Z,3958849483,213,0.9,3958849477,140,24.1,3958849481,212,18.9,3959120035,178,,3959069333,189,,3958849475,56,Back,3958849479,141,90.0,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756075,16,1,1,0,46,121le8unjfzug3iu9pgkqa1c7,1,18.8,96.5,2022-12-28T20:01:23.366Z,2022-12-29T06:09:48Z,3958849581,56,Back,3958849583,140,13.4,3958849587,212,18.2,3958849585,141,71.1,3959120079,178,,3958849589,213,4.4,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756113,17,1,1,0,51,121le8unjfzug3iu9pgkqa1c7,1,14.8,75.3,2022-12-28T20:01:28.029Z,2022-12-29T06:09:46Z,3958849817,56,Back,3958849825,213,4.7,3958849821,141,30.1,3958849819,140,15.1,3959120111,178,,3958849823,212,30.7,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756129,18,1,1,0,57,121le8unjfzug3iu9pgkqa1c7,1,24.2,30.1,2022-12-28T20:01:33.723Z,2022-12-29T06:09:45Z,3958849929,213,1.4,3959120155,178,,3958849925,141,56.4,3958849927,212,18.1,3958849923,140,26.6,3958849921,56,Back,,,,,,,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756147,19,1,1,1,1,121le8unjfzug3iu9pgkqa1c7,1,29.6,61.1,2022-12-28T20:01:37.863Z,2022-12-29T06:09:44Z,3958850059,140,38.1,3959120229,178,,3958850065,213,1.2,3958850057,56,Back,3958850061,141,94.1,3958850063,212,24.1,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756151,20,1,1,1,6,121le8unjfzug3iu9pgkqa1c7,0,48.5,96.3,2022-12-28T20:01:42.737Z,2022-12-29T06:09:42Z,3958850095,213,0.1,3958850089,140,73.2,3959120265,178,,3958850093,212,26.2,3958850087,56,Left,3958850091,141,100.0,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756153,21,43,1,1,7,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-12-28T20:01:44.272Z,2022-12-28T20:03:13Z,3958850105,56,Left,3958853049,144,61,,,,,,,,,,,,,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756155,13,5,1,1,7,3adj8hkws0z1al232bg2h6tk0,1,30,-1,2022-12-28T20:01:44.414Z,2022-12-29T01:33:28Z,3958850109,347,,3958850107,56,Back,3958850129,233,22,,,,,,,,,,,,,,,,36yupk7p1vks4dbguw53xhucp,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756159,22,5,1,1,7,121le8unjfzug3iu9pgkqa1c7,0,70,101,2022-12-28T20:01:44.414Z,2022-12-29T01:33:28Z,3958850135,233,13,3958850127,347,,3958850125,56,Left,,,,,,,,,,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756221,14,1,1,1,19,3adj8hkws0z1al232bg2h6tk0,1,30.4,0,2022-12-28T20:01:56.491Z,2022-12-29T06:09:41Z,3958850539,212,16.7,3958850535,140,42.3,3958850541,213,0.7,3958850533,56,Back,3958850537,141,15.2,3958850531,107,,,,,,,,3r04y1fejoh9e8qbge3exy3u1,N. Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756231,15,1,1,1,21,3adj8hkws0z1al232bg2h6tk0,0,39.7,15.4,2022-12-28T20:01:57.666Z,2022-12-29T06:09:41Z,3959120431,178,,3958850595,140,70.1,3958850599,212,32.0,3958850601,213,6.2,3958850591,3,,3958850593,56,Right,3959204005,1,,3958850597,141,11.6,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756233,23,49,1,1,24,121le8unjfzug3iu9pgkqa1c7,1,39.9,95.8,2022-12-28T20:02:01.145Z,2022-12-29T06:09:40Z,,,,,,,,,,,,,,,,,,,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756251,24,1,1,1,25,121le8unjfzug3iu9pgkqa1c7,1,37.5,91.1,2022-12-28T20:02:02.492Z,2022-12-29T06:09:40Z,3958850681,140,34.2,3958850687,213,4.5,3958850683,141,64.2,3958850679,56,Back,3958850685,212,18.6,3959120605,178,,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756263,25,1,1,1,28,121le8unjfzug3iu9pgkqa1c7,1,33.1,71.1,2022-12-28T20:02:04.629Z,2022-12-29T06:09:39Z,3958850749,140,37.8,3958850755,213,1.1,3958850753,212,11.6,3959120651,178,,3958850747,56,Back,3958850751,141,86.6,,,,,,,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756269,26,1,1,1,29,121le8unjfzug3iu9pgkqa1c7,0,39.3,96.2,2022-12-28T20:02:05.586Z,2022-12-29T06:09:38Z,3958850797,141,66.7,3958850793,56,Center,3958850791,155,,3958850801,213,5.6,3958850799,212,31.7,3959120689,178,,3958850795,140,62.7,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756279,16,1,1,1,31,3adj8hkws0z1al232bg2h6tk0,0,41.4,31.8,2022-12-28T20:02:07.613Z,2022-12-29T06:09:38Z,3958850871,3,,3958850877,141,26.2,3958850881,213,6.0,3958850873,56,Center,3958850875,140,56.6,3958850879,212,16.4,3959120757,388,,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756291,27,1,1,1,32,121le8unjfzug3iu9pgkqa1c7,1,45.2,70.6,2022-12-28T20:02:09.078Z,2022-12-29T06:09:37Z,3958850961,140,41.8,3958850957,3,,3958850963,141,79.6,3958850967,213,2.1,3958850965,212,7.1,3958850959,56,Back,3959120779,388,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756295,28,1,1,1,35,121le8unjfzug3iu9pgkqa1c7,1,47.9,92.4,2022-12-28T20:02:12.012Z,2022-12-29T06:09:36Z,3958851005,140,48.7,3958851009,212,1.8,3959120819,178,,3958851011,213,1.1,3958851007,141,94.8,3958851003,56,Back,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756301,29,1,1,1,36,121le8unjfzug3iu9pgkqa1c7,1,50.1,99.9,2022-12-28T20:02:12.625Z,2022-12-29T06:09:36Z,3958851061,212,10.3,3958851057,140,55.1,3958851063,213,5.2,3958851059,141,86.8,3958851055,56,Left,3959120869,178,,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756353,30,1,1,1,36,121le8unjfzug3iu9pgkqa1c7,1,53.9,90.9,2022-12-28T20:02:13.381Z,2022-12-29T06:09:35Z,3958851389,213,0.2,3958851385,141,92.6,3959120897,178,,3958851387,212,4.8,3958851383,140,58.3,3958851377,56,Left,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756377,31,1,1,1,44,121le8unjfzug3iu9pgkqa1c7,1,62.3,92.5,2022-12-28T20:02:21.259Z,2022-12-29T06:09:32Z,3958851511,141,46.7,3958851507,56,Back,3958851513,212,35.3,3959203969,1,,3959120933,178,,3958851515,213,4.2,3958851509,140,46.5,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756407,32,1,1,1,47,121le8unjfzug3iu9pgkqa1c7,1,45.9,50.9,2022-12-28T20:02:24.151Z,2022-12-29T06:09:31Z,3958851651,212,34.9,3958851647,140,67.0,3958851653,213,5.4,3959203967,1,,3959120981,178,,3958851649,141,11.3,3958851645,56,Right,,,,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756415,33,1,1,1,52,121le8unjfzug3iu9pgkqa1c7,1,68,15.2,2022-12-28T20:02:28.824Z,2022-12-29T06:09:29Z,3958851689,56,Center,3958851695,212,6.8,3958851697,213,2.0,3959121031,178,,3958851693,141,24.1,3958851691,140,65.1,,,,,,,79nno03ww57p02dz5o0g60rqi,Tetê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756443,34,1,1,1,54,121le8unjfzug3iu9pgkqa1c7,1,64.5,23.5,2022-12-28T20:02:31.107Z,2022-12-29T06:09:28Z,3958851853,140,77.2,3958851857,212,18.2,3958851851,56,Right,3959121073,178,,3958851859,213,5.5,3958851855,141,5.2,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756457,35,1,1,1,58,121le8unjfzug3iu9pgkqa1c7,1,72.5,11,2022-12-28T20:02:34.800Z,2022-12-29T06:09:26Z,3958851949,141,8.6,3958851955,213,3.3,3958851945,56,Right,3958851947,140,64.4,3958851951,212,8.7,3959121141,178,,,,,,,,al6dgtinz0ki8uj8wrvc7fg2c,S. Kumbedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756479,36,1,1,2,1,121le8unjfzug3iu9pgkqa1c7,1,61.3,11.6,2022-12-28T20:02:37.853Z,2022-12-29T06:09:25Z,3959121181,178,,3958852117,212,15.1,3958852113,140,59.5,3958852111,56,Center,3958852119,213,1.7,3958852115,141,33.6,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756487,37,1,1,2,6,121le8unjfzug3iu9pgkqa1c7,1,62.4,57.7,2022-12-28T20:02:42.917Z,2022-12-29T06:09:23Z,3958852205,212,18.7,3959121197,178,,3958852199,56,Left,3958852201,140,60.8,3958852203,141,85.1,3958852207,213,1.7,,,,,,,1ehcji0j9s8b0qsj8v5zinjvu,R. Cherki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
