id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,assist
2493717463,6,5,1,0,13,9bxav814mkuhueiyivyive82d,0,44.8,-1.3,2022-12-28T16:00:22.741Z,2022-12-28T22:47:29Z,3958635397,56,Back,3958635399,347,,3958635513,233,6,,,,,,,,,,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717487,6,5,1,0,13,4t4hod56fsj7utpjdor8so5q6,1,55.2,101.3,2022-12-28T16:00:22.741Z,2022-12-28T22:47:29Z,3958635505,56,Left,3958635509,233,6,3958635507,347,,,,,,,,,,,,,,,,,2axi9gr1lhuewlt06emrk44q1,M. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717491,7,1,1,0,26,4t4hod56fsj7utpjdor8so5q6,0,57.6,100,2022-12-28T16:00:35.456Z,2022-12-29T06:32:55Z,3958635525,107,,3958635533,212,25.2,3958635527,56,Left,3958635529,140,76.7,3958635535,213,5.6,3958635537,1,,3958635531,141,79.5,,,,9bqv99e39z86mn7dq3wnyt90p,I. Jakobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717489,7,44,1,0,28,9bxav814mkuhueiyivyive82d,1,23.7,19.6,2022-12-28T16:00:37.449Z,2022-12-29T06:32:55Z,3958635565,233,8,3958635517,56,Back,3958635519,285,,,,,,,,,,,,,,,,,6ypo3vp0zupq6s1jbk8rbmq51,Jubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717493,8,44,1,0,28,4t4hod56fsj7utpjdor8so5q6,0,76.3,80.4,2022-12-28T16:00:37.450Z,2022-12-29T06:32:54Z,3958901743,233,7,3958635543,286,,3958635541,56,Left,,,,,,,,,,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717499,8,1,1,0,28,9bxav814mkuhueiyivyive82d,0,22.8,22.4,2022-12-28T16:00:37.476Z,2022-12-29T06:32:54Z,3958635577,140,32.1,3959065027,388,,3958635583,213,5.3,3958635575,56,Back,3958635573,3,,3958635581,212,19.0,3958635579,141,0.0,,,,6ypo3vp0zupq6s1jbk8rbmq51,Jubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717509,9,5,1,0,31,4t4hod56fsj7utpjdor8so5q6,1,67.7,101.4,2022-12-28T16:00:40.090Z,2022-12-28T22:47:45Z,3958635611,347,,3958635609,56,Left,3958635613,233,9,,,,,,,,,,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717501,9,5,1,0,31,9bxav814mkuhueiyivyive82d,0,32.3,-1.4,2022-12-28T16:00:40.090Z,2022-12-28T22:47:46Z,3958635587,347,,3958635585,56,Back,3958635617,233,9,,,,,,,,,,,,,,,,6ypo3vp0zupq6s1jbk8rbmq51,Jubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717515,10,1,1,0,35,4t4hod56fsj7utpjdor8so5q6,1,67.3,100,2022-12-28T16:00:44.759Z,2022-12-29T06:32:53Z,3958635657,212,18.2,3958635651,56,Left,3958635655,141,89.1,3958635653,140,82.8,3958635649,107,,3958635659,213,5.8,,,,,,,9bqv99e39z86mn7dq3wnyt90p,I. Jakobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493743399,950,44,1,0,36,4t4hod56fsj7utpjdor8so5q6,1,82.2,87.9,2022-12-28T16:00:45.757Z,2022-12-29T06:32:53Z,3958784329,56,Left,3958784331,286,,3958901747,233,742,,,,,,,,,,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493743377,742,44,1,0,36,9bxav814mkuhueiyivyive82d,0,17.8,12.1,2022-12-28T16:00:45.758Z,2022-12-29T06:32:53Z,3958784219,56,Back,3958784221,285,,3958901753,233,950,,,,,,,,,,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717523,12,1,1,0,36,4t4hod56fsj7utpjdor8so5q6,1,80.7,89.7,2022-12-28T16:00:45.779Z,2022-12-29T06:32:52Z,3958635717,212,10.6,3958635711,140,73.0,3959065219,388,,3958635707,3,,3958635709,56,Left,3958635713,141,79.7,3958635721,213,3.8,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717519,11,43,1,0,38,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-12-28T16:00:46.833Z,2022-12-28T16:01:11Z,3958635687,233,10,3958635673,286,0,3958635671,56,Left,3958636131,144,44,,,,,,,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717521,10,43,1,0,38,9bxav814mkuhueiyivyive82d,1,0,0,2022-12-28T16:00:46.834Z,2022-12-28T16:01:12Z,3958636133,144,44,3958635681,285,0,3958635679,56,Back,,,,,,,,,,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717537,13,1,1,0,39,4t4hod56fsj7utpjdor8so5q6,1,71,74.5,2022-12-28T16:00:48.692Z,2022-12-29T06:32:52Z,3958635813,3,,3958635821,212,9.7,3958635819,141,88.7,3959065251,178,,3958635817,140,70.6,3958635823,213,1.6,3958635815,56,Left,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717541,14,1,1,0,41,4t4hod56fsj7utpjdor8so5q6,0,66.3,86,2022-12-28T16:00:50.082Z,2022-12-29T06:32:51Z,3958635869,141,79.7,3959065261,178,,3958635873,213,6.0,3958635863,155,,3958635865,56,Left,3958635867,140,78.4,3958635871,212,13.4,,,,9bqv99e39z86mn7dq3wnyt90p,I. Jakobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717543,11,4,1,0,43,9bxav814mkuhueiyivyive82d,1,21.7,19.9,2022-12-28T16:00:52.090Z,2022-12-29T06:32:51Z,3958635907,13,,3958635915,285,,3958635953,233,15,3958635911,56,Back,3958635913,152,,3958635909,294,,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717547,15,4,1,0,43,4t4hod56fsj7utpjdor8so5q6,0,78.3,80.1,2022-12-28T16:00:52.091Z,2022-12-29T06:32:50Z,3958635957,233,11,3958635939,56,Left,3958635941,152,,3959065297,178,,3958635935,13,,3958635937,294,,3958635943,286,,,,,csvqjyuk06gzvjm408513nydx,T. Minamino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717619,12,1,1,1,19,9bxav814mkuhueiyivyive82d,0,24.7,28,2022-12-28T16:01:27.866Z,2022-12-29T06:32:50Z,3958636357,56,Right,3958784921,155,,3958636361,141,10.3,3958636365,213,6.1,3958636351,5,,3958636363,212,59.0,3958636355,152,,3958636367,1,,2t05pfvho7i9w9w01zcz3gz4l,B. Costil,3958636359,140,79.7,3959065321,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717627,16,44,1,1,22,4t4hod56fsj7utpjdor8so5q6,1,26,90.3,2022-12-28T16:01:31.240Z,2022-12-29T06:32:49Z,3958636405,233,13,3958636401,56,Back,3958636403,285,,,,,,,,,,,,,,,,,9bqv99e39z86mn7dq3wnyt90p,I. Jakobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717623,13,44,1,1,22,9bxav814mkuhueiyivyive82d,0,74,9.7,2022-12-28T16:01:31.241Z,2022-12-29T06:32:49Z,3958636385,56,Right,3958636411,233,16,3958636387,286,,,,,,,,,,,,,,,,,9qk1hoxri8dee6yat0cateqxh,M. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717633,17,1,1,1,22,4t4hod56fsj7utpjdor8so5q6,0,25.6,91.4,2022-12-28T16:01:31.352Z,2022-12-29T06:32:48Z,3958636417,3,,3958636423,141,79.1,3958636425,212,13.3,3959065397,388,,3958636419,56,Back,3958636421,140,35.4,3958636427,213,5.6,,,,9bqv99e39z86mn7dq3wnyt90p,I. Jakobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717641,14,1,1,1,24,9bxav814mkuhueiyivyive82d,1,59.2,19.8,2022-12-28T16:01:33.378Z,2022-12-29T06:32:48Z,3958636475,213,5.0,3958636465,3,,3958636471,141,5.8,3958636467,56,Right,3958636469,140,62.3,3959065467,388,,3958636473,212,10.1,,,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717647,15,1,1,1,26,9bxav814mkuhueiyivyive82d,1,60.3,7.2,2022-12-28T16:01:35.074Z,2022-12-29T06:32:48Z,3958636517,212,27.7,3958636511,56,Back,3959065519,178,,3958636515,141,18.9,3958636513,140,35.0,3958636519,213,2.9,,,,,,,9br3ebcuzl5b755kwuxgey3md,H. Sakhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717663,16,1,1,1,29,9bxav814mkuhueiyivyive82d,1,38.2,13.4,2022-12-28T16:01:38.309Z,2022-12-29T06:32:47Z,3958636583,140,13.1,3958636587,212,31.4,3958636581,56,Back,3958636589,213,2.6,3958636585,141,38.6,3959065549,178,,,,,,,,6ypo3vp0zupq6s1jbk8rbmq51,Jubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717673,17,1,1,1,34,9bxav814mkuhueiyivyive82d,0,14.8,45.2,2022-12-28T16:01:43.654Z,2022-12-29T06:32:46Z,3958636623,155,,3958636631,212,53.4,3958636629,141,0.0,3959065585,178,,3958636635,1,,3958636627,140,55.5,3958636633,213,5.6,3958636625,56,Right,2t05pfvho7i9w9w01zcz3gz4l,B. Costil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717675,18,5,1,1,38,9bxav814mkuhueiyivyive82d,0,55.4,-1.7,2022-12-28T16:01:46.839Z,2022-12-28T22:48:42Z,3958636637,56,Right,3958636697,233,19,3958636639,347,,,,,,,,,,,,,,,,,2t05pfvho7i9w9w01zcz3gz4l,B. Costil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717683,19,5,1,1,38,4t4hod56fsj7utpjdor8so5q6,1,44.6,101.7,2022-12-28T16:01:46.839Z,2022-12-28T22:48:42Z,3958636683,56,Back,3958636685,347,,3958636693,233,18,,,,,,,,,,,,,,,,9bqv99e39z86mn7dq3wnyt90p,I. Jakobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717669,18,43,1,1,39,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-12-28T16:01:48.179Z,2022-12-28T16:02:01Z,3958636797,144,44,3958636609,285,0,3958636607,56,Back,,,,,,,,,,,,,,,,9bqv99e39z86mn7dq3wnyt90p,I. Jakobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717691,20,1,1,1,43,4t4hod56fsj7utpjdor8so5q6,1,46.7,100,2022-12-28T16:01:52.378Z,2022-12-29T06:32:46Z,3958636705,140,42.0,3958636711,213,4.1,3958636707,141,89.3,3958636701,107,,3958636709,212,9.2,3958636703,56,Back,,,,,,,9bqv99e39z86mn7dq3wnyt90p,I. Jakobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717695,21,1,1,1,45,4t4hod56fsj7utpjdor8so5q6,1,43.3,92.7,2022-12-28T16:01:54.296Z,2022-12-29T06:32:45Z,3958636727,56,Back,3958636733,212,4.0,3958636729,140,42.9,3958636735,213,1.7,3958636731,141,98.6,3959065699,178,,,,,,,,2rio84cmao72sc7lnsodwzzhm,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717697,22,1,1,1,45,4t4hod56fsj7utpjdor8so5q6,1,44.3,99.9,2022-12-28T16:01:54.761Z,2022-12-29T06:32:44Z,3959065739,178,,3958636743,141,86.0,3958636739,56,Back,3958636745,212,16.3,3958636747,213,3.8,3958636741,140,31.6,,,,,,,9bqv99e39z86mn7dq3wnyt90p,I. Jakobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717709,23,1,1,1,48,4t4hod56fsj7utpjdor8so5q6,1,30.5,89.2,2022-12-28T16:01:57.327Z,2022-12-29T06:32:43Z,3959065771,178,,3958636799,56,Back,3958636803,141,56.4,3958636805,212,23.2,3958636801,140,24.3,3958636807,213,4.4,,,,,,,2axi9gr1lhuewlt06emrk44q1,M. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717723,24,1,1,1,53,4t4hod56fsj7utpjdor8so5q6,1,29.3,46.3,2022-12-28T16:02:02.152Z,2022-12-29T06:32:42Z,3958636869,141,64.4,3958636873,213,1.7,3958636865,56,Back,3958636871,212,12.4,3958636867,140,28.2,3959065809,178,,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717725,25,1,1,1,56,4t4hod56fsj7utpjdor8so5q6,1,31.5,70.3,2022-12-28T16:02:04.817Z,2022-12-29T06:32:41Z,3958636881,141,96.5,3959065837,178,,3958636879,140,35.4,3958636885,213,1.3,3958636883,212,18.3,3958636877,56,Back,,,,,,,2axi9gr1lhuewlt06emrk44q1,M. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717731,26,1,1,1,58,4t4hod56fsj7utpjdor8so5q6,1,39.9,96.9,2022-12-28T16:02:07.733Z,2022-12-29T06:32:40Z,3959065911,178,,3958636913,213,6.0,3958636909,141,85.4,3958636903,155,,3958636911,212,29.8,3958636905,56,Left,3958636907,140,67.3,,,,9bqv99e39z86mn7dq3wnyt90p,I. Jakobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493797241,1098,67,1,2,0,4t4hod56fsj7utpjdor8so5q6,1,63.8,85.3,2022-12-28T16:02:09.514Z,2022-12-29T06:32:39Z,3959076819,233,815,,,,,,,,,,,,,,,,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493797239,815,67,1,2,0,9bxav814mkuhueiyivyive82d,0,36.2,14.7,2022-12-28T16:02:09.515Z,2022-12-29T06:32:39Z,3959076823,233,1098,,,,,,,,,,,,,,,,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717735,27,61,1,2,0,4t4hod56fsj7utpjdor8so5q6,0,65.8,83,2022-12-28T16:02:09.582Z,2022-12-29T06:32:38Z,3959066127,388,,3958636923,56,Left,,,,,,,,,,,,,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717743,19,5,1,2,2,9bxav814mkuhueiyivyive82d,1,32.8,-1.4,2022-12-28T16:02:11.519Z,2022-12-28T22:49:41Z,3958636977,233,28,3958636967,347,,3958636965,56,Back,,,,,,,,,,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717737,28,5,1,2,2,4t4hod56fsj7utpjdor8so5q6,0,67.2,101.4,2022-12-28T16:02:11.519Z,2022-12-28T22:49:42Z,3958636981,233,19,3958636933,56,Left,3958636935,347,,,,,,,,,,,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493717751,20,1,1,2,12,9bxav814mkuhueiyivyive82d,1,38.8,0,2022-12-28T16:02:20.976Z,2022-12-29T06:32:38Z,3958637023,212,17.1,3958637015,107,,3958637017,56,Right,3958637019,140,53.5,3958637021,141,9.4,3958637025,213,0.4,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493797257,816,43,1,2,13,9bxav814mkuhueiyivyive82d,1,0,0,2022-12-28T16:02:22.657Z,2022-12-29T00:41:55Z,3959076881,233,1104,3959097265,144,67,,,,,,,,,,,,,,,,,,,9qk1hoxri8dee6yat0cateqxh,M. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493797255,1104,43,1,2,13,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-12-28T16:02:22.658Z,2022-12-29T00:41:54Z,3959097263,144,67,3959076885,233,816,,,,,,,,,,,,,,,,,,,2axi9gr1lhuewlt06emrk44q1,M. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
