id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2513063823,10,3,1,0,38,27xvwccz8kpmqsefjv2b2sc0o,0,65,6.7,2023-02-26T19:45:38.689Z,2023-02-27T02:32:59Z,4060954865,178,,4060428561,286,,4060428559,56,Right,4060855709,465,,4060428679,233,13,,,,,,,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513063833,13,7,1,0,39,2b3mar72yy8d6uvat1ka6tn3r,1,35,93.3,2023-02-26T19:45:39.038Z,2023-02-27T02:32:58Z,4060428659,233,10,4060428599,285,,4060428591,167,,4060428595,56,Back,4060855747,385,,4060954919,178,,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513063889,11,5,1,0,41,27xvwccz8kpmqsefjv2b2sc0o,1,59.9,-1.3,2023-02-26T19:45:41.290Z,2023-02-27T00:02:10Z,4060428905,233,14,4060428901,56,Right,4060428903,347,,,,,,,,,,,,,,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513063841,14,5,1,0,41,2b3mar72yy8d6uvat1ka6tn3r,0,40.1,101.3,2023-02-26T19:45:41.290Z,2023-02-27T00:02:11Z,4060428929,233,11,4060428641,347,,4060428639,56,Back,,,,,,,,,,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513063915,12,1,1,0,48,27xvwccz8kpmqsefjv2b2sc0o,1,59.2,0,2023-02-26T19:45:48.592Z,2023-02-27T02:32:58Z,4060429019,141,16.4,4060429021,212,11.9,4060429015,56,Right,4060429017,140,58.4,4060429023,213,1.6,4060429013,107,,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513063929,13,1,1,0,50,27xvwccz8kpmqsefjv2b2sc0o,1,54.8,11,2023-02-26T19:45:50.015Z,2023-02-27T02:32:57Z,4060429089,56,Right,4060955377,178,,4060429093,141,3.1,4060429097,213,5.1,4060429095,212,5.8,4060429091,140,56.8,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513063949,14,1,1,0,51,27xvwccz8kpmqsefjv2b2sc0o,1,51.3,2.5,2023-02-26T19:45:51.177Z,2023-02-27T02:32:56Z,4060429221,213,0,4060429217,141,2.5,4060429215,140,60.1,4060429219,212,9.2,4060955527,178,,4060429213,56,Right,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513063959,15,1,1,0,52,27xvwccz8kpmqsefjv2b2sc0o,0,56.9,0.3,2023-02-26T19:45:52.273Z,2023-02-27T02:32:56Z,4060429245,140,60.8,4060429249,212,4.4,4060429251,213,0.4,4060429243,56,Right,4060955775,178,,4060429275,233,15,4060429247,141,2.5,4060429279,286,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,4060429273,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513063943,15,74,1,0,52,2b3mar72yy8d6uvat1ka6tn3r,1,42.7,98.4,2023-02-26T19:45:52.287Z,2023-02-27T02:32:55Z,4060955915,178,,4060429321,233,15,4060429185,56,Back,4060429187,285,,,,,,,,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064001,16,5,1,0,52,27xvwccz8kpmqsefjv2b2sc0o,1,60,-0.8,2023-02-26T19:45:52.497Z,2023-02-27T00:02:52Z,4060429519,233,16,4060429503,56,Right,4060429505,347,,,,,,,,,,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513063957,16,5,1,0,52,2b3mar72yy8d6uvat1ka6tn3r,0,40,100.8,2023-02-26T19:45:52.497Z,2023-02-27T00:02:53Z,4060429241,347,,4060429239,56,Back,4060429567,233,16,,,,,,,,,,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064037,17,1,1,1,1,27xvwccz8kpmqsefjv2b2sc0o,1,56.9,0,2023-02-26T19:46:01.664Z,2023-02-27T02:32:55Z,4060429719,56,Right,4060429727,213,1.9,4060429725,212,6.1,4060429721,140,54.9,4060429717,107,,4060429723,141,7.4,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064117,18,1,1,1,3,27xvwccz8kpmqsefjv2b2sc0o,1,51.8,7.1,2023-02-26T19:46:03.365Z,2023-02-27T02:32:54Z,4060430103,212,58.9,4060956785,178,,4060430095,196,,4060430099,140,38.3,4060430105,213,1.8,4060430093,155,,4060430097,56,Back,4060430107,1,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,4060430101,141,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064121,19,1,1,1,10,27xvwccz8kpmqsefjv2b2sc0o,0,43.3,86,2023-02-26T19:46:10.085Z,2023-02-27T02:32:53Z,4060956943,178,,4060430129,141,89.1,4060430131,212,4.2,4060430127,140,39.8,4060430125,56,Back,4060430133,213,2.6,4060430123,155,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064125,17,61,1,1,10,2b3mar72yy8d6uvat1ka6tn3r,1,54.8,16.4,2023-02-26T19:46:10.168Z,2023-02-27T02:32:52Z,4060430161,56,Right,4060957279,178,,4060957277,21,,,,,,,,,,,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064179,20,1,1,1,12,27xvwccz8kpmqsefjv2b2sc0o,1,58.9,76.3,2023-02-26T19:46:12.663Z,2023-02-27T02:32:51Z,4060430433,140,60.2,4060957513,178,,4060430439,213,1.5,4060430431,56,Left,4060430435,141,96.2,4060430437,212,13.6,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064205,21,1,1,1,15,27xvwccz8kpmqsefjv2b2sc0o,1,66.2,93.6,2023-02-26T19:46:15.610Z,2023-02-27T02:32:49Z,4060430575,56,Left,4060430577,140,64.1,4060430579,141,96.2,4060957771,178,,4060430583,213,2.5,4060430581,212,2.8,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064219,22,1,1,1,18,27xvwccz8kpmqsefjv2b2sc0o,1,68.2,92.7,2023-02-26T19:46:18.497Z,2023-02-27T02:32:48Z,4060430643,212,6.3,4060430639,140,62.2,4060430637,56,Left,4060958115,178,,4060430641,141,92.7,4060430645,213,3.1,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064223,23,3,1,1,20,27xvwccz8kpmqsefjv2b2sc0o,0,68.1,80.2,2023-02-26T19:46:19.792Z,2023-02-27T02:32:47Z,4060430659,286,,4060958315,178,,4060857347,465,,4060430657,56,Left,4060430797,233,18,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064239,18,7,1,1,20,2b3mar72yy8d6uvat1ka6tn3r,0,31.9,19.8,2023-02-26T19:46:19.955Z,2023-02-27T02:32:47Z,4060430787,233,23,4060430757,285,,4060430755,56,Back,4060958431,178,,4060857445,385,,,,,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064299,25,61,1,1,20,27xvwccz8kpmqsefjv2b2sc0o,1,67.5,80.5,2023-02-26T19:46:19.974Z,2023-02-27T02:32:46Z,4060431101,56,Left,4060958789,178,,,,,,,,,,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064405,19,5,1,1,22,2b3mar72yy8d6uvat1ka6tn3r,1,35.8,-0.8,2023-02-26T19:46:21.789Z,2023-02-27T00:04:28Z,4060431689,347,,4060431721,233,24,4060431687,56,Back,,,,,,,,,,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064279,24,5,1,1,22,27xvwccz8kpmqsefjv2b2sc0o,0,64.2,100.8,2023-02-26T19:46:21.789Z,2023-02-27T00:04:28Z,4060430975,56,Left,4060430977,347,,4060431729,233,19,,,,,,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064435,20,1,1,1,41,2b3mar72yy8d6uvat1ka6tn3r,1,38,0,2023-02-26T19:46:41.331Z,2023-02-27T02:32:46Z,4060431875,140,59.0,4060431871,107,,4060431877,141,10.8,4060431879,212,23.6,4060858219,1,,4060431881,213,0.4,4060431873,56,Right,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064463,21,1,1,1,45,2b3mar72yy8d6uvat1ka6tn3r,1,48.4,16.8,2023-02-26T19:46:45.153Z,2023-02-27T02:32:44Z,4060432029,141,5.8,4060432033,212,10.6,4060432023,56,Back,4060432035,213,3.9,4060432025,140,41.3,4060959413,178,,,,,,,,cfg0ocm0b2icpagbtnzkrihn9,N. Mukiele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064475,22,1,1,1,47,2b3mar72yy8d6uvat1ka6tn3r,1,40.6,2.3,2023-02-26T19:46:47.124Z,2023-02-27T02:32:43Z,4060959581,178,,4060432063,56,Back,4060432067,141,8.9,4060432065,140,39.2,4060432071,213,1.9,4060432069,212,4.7,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064509,23,1,1,1,48,2b3mar72yy8d6uvat1ka6tn3r,0,38.7,8.3,2023-02-26T19:46:47.859Z,2023-02-27T02:32:43Z,4060959833,178,,4060432223,140,76.2,4060432231,1,,4060432221,56,Right,4060432225,141,11.6,4060432227,212,39.4,4060432229,213,0.1,4060432219,155,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064515,26,49,1,1,51,27xvwccz8kpmqsefjv2b2sc0o,1,26,84,2023-02-26T19:46:51.207Z,2023-02-27T02:32:42Z,,,,,,,,,,,,,,,,,,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064611,27,1,1,1,51,27xvwccz8kpmqsefjv2b2sc0o,0,25.8,83.6,2023-02-26T19:46:51.289Z,2023-02-27T02:32:42Z,4060432785,1,,4060432781,212,44.4,4060432773,157,,4060432775,56,Left,4060960109,178,,4060432777,140,67.1,4060432779,141,97.8,4060432783,213,0.2,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064571,24,1,1,1,55,2b3mar72yy8d6uvat1ka6tn3r,0,42,3.5,2023-02-26T19:46:54.763Z,2023-02-27T02:32:41Z,4060432573,212,4.8,4060432563,3,,4060960321,388,,4060432567,56,Back,4060432575,213,3.3,4060432571,141,2.5,4060432569,140,37.5,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064623,28,61,1,1,55,27xvwccz8kpmqsefjv2b2sc0o,1,57.7,97.7,2023-02-26T19:46:54.803Z,2023-02-27T02:32:41Z,4060432827,56,Left,4060960515,15,,4060960517,388,,,,,,,,,,,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064583,25,5,1,1,55,2b3mar72yy8d6uvat1ka6tn3r,1,36,-1.4,2023-02-26T19:46:55.295Z,2023-02-27T00:05:29Z,4060433247,233,29,4060432647,347,,4060432645,56,Back,,,,,,,,,,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064637,29,5,1,1,55,27xvwccz8kpmqsefjv2b2sc0o,0,64,101.4,2023-02-26T19:46:55.295Z,2023-02-27T00:05:29Z,4060433255,233,25,4060432895,56,Left,4060432899,347,,,,,,,,,,,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513064603,26,1,1,1,59,2b3mar72yy8d6uvat1ka6tn3r,1,39.1,0,2023-02-26T19:46:58.817Z,2023-02-27T02:32:40Z,4060432733,56,Back,4060432741,213,2.6,4060432739,212,14.2,4060432737,141,9.7,4060432731,107,,4060432735,140,27.7,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
