id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,assist,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/17/value
2502916089,8,1,1,0,17,4t4hod56fsj7utpjdor8so5q6,1,62.8,38.9,2023-02-01T20:00:28.860Z,2023-02-02T05:15:48Z,4007004555,141,60.4,4007004559,213,2.2,4007430621,178,,4007004553,140,53.6,4007004551,56,Center,4007004557,212,17.5,,,,,,,2rio84cmao72sc7lnsodwzzhm,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916117,9,1,1,0,19,4t4hod56fsj7utpjdor8so5q6,1,56.9,65.3,2023-02-01T20:00:31.276Z,2023-02-02T05:15:47Z,4007004713,56,Left,4007004721,213,1.0,4007004717,141,92.4,4007004715,140,69.2,4007004719,212,22.5,4007430673,178,,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916129,10,1,1,0,23,4t4hod56fsj7utpjdor8so5q6,1,76.2,85.3,2023-02-01T20:00:35.489Z,2023-02-02T05:15:45Z,4007004779,212,10.9,4007004775,140,70.9,4007004781,213,4.2,4007004773,56,Center,4007004777,141,71.6,4007430751,178,,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916131,11,1,1,0,25,4t4hod56fsj7utpjdor8so5q6,0,69.4,68.6,2023-02-01T20:00:37.690Z,2023-02-02T05:15:44Z,4007004791,212,10.6,4007004793,213,6.3,4007004787,140,79.5,4007430807,178,,4007004789,141,68.2,4007004785,56,Center,,,,,,,2rio84cmao72sc7lnsodwzzhm,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916133,4,8,1,0,26,9bxav814mkuhueiyivyive82d,1,25.2,35.8,2023-02-01T20:00:37.993Z,2023-02-02T05:15:44Z,4007004795,56,Back,4007388609,384,,4007430913,178,,,,,,,,,,,,,,,,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916153,5,49,1,0,26,9bxav814mkuhueiyivyive82d,1,27.6,33.9,2023-02-01T20:00:38.638Z,2023-02-02T05:15:43Z,,,,,,,,,,,,,,,,,,,,,,,,,3o7ktan6n28fn5fj7gel6qead,Y. M'Changama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916163,6,1,1,0,26,9bxav814mkuhueiyivyive82d,1,27.5,34.3,2023-02-01T20:00:38.688Z,2023-02-02T05:15:43Z,4007004923,56,Back,4007004927,141,30.8,4007004929,212,3.8,4007004925,140,24.7,4007431087,178,,4007004931,213,3.8,,,,,,,3o7ktan6n28fn5fj7gel6qead,Y. M'Changama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916169,7,1,1,0,28,9bxav814mkuhueiyivyive82d,0,26.5,34.8,2023-02-01T20:00:40.523Z,2023-02-02T05:15:42Z,4007004973,212,8.3,4007004969,140,33.9,4007004971,141,39.2,4007431171,178,,4007004975,213,0.4,4007004967,56,Back,,,,,,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916173,12,49,1,0,29,4t4hod56fsj7utpjdor8so5q6,1,67.2,56.2,2023-02-01T20:00:41.531Z,2023-02-02T05:15:42Z,,,,,,,,,,,,,,,,,,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916179,13,1,1,0,30,4t4hod56fsj7utpjdor8so5q6,0,68,57.5,2023-02-01T20:00:42.169Z,2023-02-02T05:15:41Z,4007005019,213,0.1,4007005015,212,4.7,4007431491,178,,4007005009,56,Center,4007005013,141,58.5,4007005011,140,72.4,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916181,8,61,1,0,30,9bxav814mkuhueiyivyive82d,1,29.5,40.1,2023-02-01T20:00:42.296Z,2023-02-02T05:15:40Z,4007005025,56,Back,4007431739,178,,,,,,,,,,,,,,,,,,,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916189,14,1,1,0,31,4t4hod56fsj7utpjdor8so5q6,0,69.3,66.1,2023-02-01T20:00:43.413Z,2023-02-02T05:15:39Z,4007005075,140,82.9,4007005079,212,16.5,4007005081,213,5.8,4007005073,56,Center,4007005077,141,54.0,4007431807,178,,4007005071,155,,,,,2rio84cmao72sc7lnsodwzzhm,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916195,9,12,1,0,32,9bxav814mkuhueiyivyive82d,1,19.6,45.3,2023-02-01T20:00:44.605Z,2023-02-02T05:15:39Z,4007005109,140,27.7,4007005121,213,5.7,4007005117,212,10.5,4007047563,15,,4007005107,56,Back,4007431877,178,,4007005113,141,36.2,,,,5rh9yiue1qnabbwoyweyus5t6,S. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916209,15,61,1,0,33,4t4hod56fsj7utpjdor8so5q6,0,76.8,63.2,2023-02-01T20:00:45.058Z,2023-02-02T05:15:38Z,4007432063,178,,4007005181,56,Center,,,,,,,,,,,,,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916237,10,50,1,0,34,9bxav814mkuhueiyivyive82d,1,22,45.9,2023-02-01T20:00:46.620Z,2023-02-02T05:15:38Z,4007005377,285,,4007048215,233,16,4007005375,56,Back,,,,,,,,,,,,,,,,9br3ebcuzl5b755kwuxgey3md,H. Sakhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916217,16,7,1,0,34,4t4hod56fsj7utpjdor8so5q6,0,78,54.1,2023-02-01T20:00:46.687Z,2023-02-02T05:15:37Z,4007388813,385,,4007005395,233,10,4007005237,286,,4007432387,178,,4007005235,56,Center,,,,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916251,11,50,1,0,35,9bxav814mkuhueiyivyive82d,1,22.3,46.6,2023-02-01T20:00:47.443Z,2023-02-02T05:15:37Z,4007005461,285,,4007048251,233,17,4007005459,56,Back,,,,,,,,,,,,,,,,9br3ebcuzl5b755kwuxgey3md,H. Sakhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916255,17,7,1,0,35,4t4hod56fsj7utpjdor8so5q6,1,77.7,53.4,2023-02-01T20:00:47.572Z,2023-02-02T05:15:36Z,4007005501,14,,4007005467,56,Center,4007432537,178,,4007005485,233,11,4007005469,286,,4007388825,384,,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916265,18,15,1,0,37,4t4hod56fsj7utpjdor8so5q6,1,73.7,45.3,2023-02-01T20:00:48.965Z,2023-02-02T05:15:36Z,4007008531,20,,4007008751,102,48.9,4007008765,230,96.4,4007008577,233,12,4007008747,55,17,4007008763,147,47.1,4007008537,82,,4007005541,22,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,4007044917,328,4007008745,29,4007432607,178,4007005543,18,4007005545,56,Center,4007008767,231,49.9,4007008743,78,4007008753,103,19,4007008761,146,82.5,4007008755,215,,,,,,,,,,
2502916277,12,10,1,0,37,9bxav814mkuhueiyivyive82d,1,19.9,52,2023-02-01T20:00:49.211Z,2023-02-02T05:15:35Z,4007005585,94,,4007432749,21,,4007008599,233,18,4007005587,56,Back,4007432747,178,,,,,,,,,,,5rh9yiue1qnabbwoyweyus5t6,S. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916309,13,49,1,0,39,9bxav814mkuhueiyivyive82d,1,21.6,76.9,2023-02-01T20:00:51.296Z,2023-02-02T05:15:35Z,,,,,,,,,,,,,,,,,,,,,,,,,6gdoxudvl1rgcn7d19e89p9ed,G. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502924471,108,1,1,0,39,9bxav814mkuhueiyivyive82d,1,21.5,77.2,2023-02-01T20:00:51.342Z,2023-02-02T05:15:35Z,4007050205,56,Back,4007050209,141,74.4,4007432897,178,,4007050207,140,27.2,4007050213,213,6.0,4007050211,212,6.3,,,,,,,6gdoxudvl1rgcn7d19e89p9ed,G. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916329,14,3,1,0,41,9bxav814mkuhueiyivyive82d,1,18.2,80.8,2023-02-01T20:00:53.451Z,2023-02-02T05:15:33Z,4007005853,285,,4007389111,465,,4007433117,178,,4007008437,233,28,4007005851,56,Back,,,,,,,,,,512mx8ixg85cbefyan94g82y1,G. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916655,28,45,1,0,41,4t4hod56fsj7utpjdor8so5q6,0,81.8,19.2,2023-02-01T20:00:53.451Z,2023-02-02T05:15:34Z,4007007653,286,,4007008469,233,14,4007007651,56,Right,,,,,,,,,,,,,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916333,15,1,1,0,44,9bxav814mkuhueiyivyive82d,0,29.2,83.7,2023-02-01T20:00:56.574Z,2023-02-02T05:15:32Z,4007006021,236,,4007005869,140,33.3,4007433281,389,,4007005871,141,73.2,4007005875,213,5.3,4007005867,56,Back,4007005873,212,8.3,4007006027,286,,512mx8ixg85cbefyan94g82y1,G. Mensah,,4007006023,233,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,
2502916347,19,74,1,0,44,4t4hod56fsj7utpjdor8so5q6,1,68.1,19.7,2023-02-01T20:00:56.762Z,2023-02-02T05:15:32Z,4007006033,233,15,4007005955,56,Right,4007433317,178,,4007005957,285,,,,,,,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916357,20,49,1,0,46,4t4hod56fsj7utpjdor8so5q6,1,68.8,20.7,2023-02-01T20:00:58.020Z,2023-02-02T05:15:31Z,,,,,,,,,,,,,,,,,,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916393,21,1,1,0,49,4t4hod56fsj7utpjdor8so5q6,0,77.5,38,2023-02-01T20:01:01.154Z,2023-02-02T05:15:30Z,4007006209,140,88.3,4007433555,178,,4007006215,213,1.0,4007006211,141,66.6,4007006213,212,22.5,4007006207,56,Center,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916409,16,49,1,0,51,9bxav814mkuhueiyivyive82d,1,16,42.5,2023-02-01T20:01:03.200Z,2023-02-02T05:15:29Z,,,,,,,,,,,,,,,,,,,,,,,,,aujgya83jg4eylvm7hjjbbasq,L. Sinayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916473,17,1,1,0,54,9bxav814mkuhueiyivyive82d,1,20.4,24.3,2023-02-01T20:01:06.449Z,2023-02-02T05:15:27Z,4007006611,141,4.2,4007006613,212,14.6,4007006607,56,Back,4007006609,140,25.4,4007433763,178,,4007006615,213,5.1,,,,,,,aujgya83jg4eylvm7hjjbbasq,L. Sinayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916477,18,1,1,0,57,9bxav814mkuhueiyivyive82d,0,30.4,0.1,2023-02-01T20:01:09.568Z,2023-02-02T05:15:26Z,4007006647,213,2.3,4007006833,233,22,4007006641,140,26.7,4007006831,236,,4007006643,141,6.0,4007006837,286,,4007006639,56,Back,4007433809,178,,3o7ktan6n28fn5fj7gel6qead,Y. M'Changama,,4007006645,212,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,
2502916501,22,74,1,0,57,4t4hod56fsj7utpjdor8so5q6,1,68.8,98.9,2023-02-01T20:01:09.729Z,2023-02-02T05:15:26Z,4007006773,56,Left,4007006893,233,18,4007006775,285,,4007433905,178,,,,,,,,,,,,,,2rio84cmao72sc7lnsodwzzhm,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916517,23,49,1,0,58,4t4hod56fsj7utpjdor8so5q6,1,70.1,99.3,2023-02-01T20:01:10.171Z,2023-02-02T05:15:25Z,,,,,,,,,,,,,,,,,,,,,,,,,2rio84cmao72sc7lnsodwzzhm,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916565,24,1,1,1,1,4t4hod56fsj7utpjdor8so5q6,1,76.7,91.4,2023-02-01T20:01:12.915Z,2023-02-02T05:15:23Z,4007434117,178,,4007007123,56,Left,4007007127,141,90.0,4007007125,140,91.7,4007007129,212,15.8,4007007131,213,6.2,,,,,,,2rio84cmao72sc7lnsodwzzhm,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916613,25,1,1,1,4,4t4hod56fsj7utpjdor8so5q6,1,88.5,98.3,2023-02-01T20:01:16.543Z,2023-02-02T05:15:22Z,4007007423,212,17.6,4007434239,178,,4007007417,56,Left,4007007421,141,89.4,4007007419,140,72.8,4007007425,213,3.5,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916619,26,1,1,1,6,4t4hod56fsj7utpjdor8so5q6,1,73,94.5,2023-02-01T20:01:18.670Z,2023-02-02T05:15:21Z,4007007453,212,16.6,4007434305,178,,4007007447,56,Center,4007007455,213,4.5,4007007451,141,70.8,4007007449,140,69.2,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916653,27,1,1,1,8,4t4hod56fsj7utpjdor8so5q6,1,67.7,72.3,2023-02-01T20:01:20.501Z,2023-02-02T05:15:20Z,4007007637,140,75.6,4007007641,212,12.3,4007007645,213,5.5,4007434415,178,,4007007639,141,59.0,4007007635,56,Center,,,,,,,2rio84cmao72sc7lnsodwzzhm,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916723,29,1,1,1,12,4t4hod56fsj7utpjdor8so5q6,1,65,39.5,2023-02-01T20:01:24.613Z,2023-02-02T05:15:18Z,4007007999,213,5.2,4007007995,141,7.2,4007007989,155,,4007007993,140,74.9,4007434497,178,,4007007991,56,Right,4007007997,212,24.3,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916777,30,1,1,1,17,4t4hod56fsj7utpjdor8so5q6,0,87.3,10.8,2023-02-01T20:01:29.533Z,2023-02-02T05:15:16Z,4007008315,213,1.5,4007178777,345,,4007008309,140,90.6,4007008313,212,61.8,4007434575,178,,4007008317,1,,4007389275,224,,4007008305,155,,adb8skc3qbvgunhzd9651lij8,Vanderson,,4007389277,20,4007008307,56,4007008311,141,4007008303,2,,,,,,,,,,,,,,,,,,Left,100.0,,,,,,,
2502917063,19,5,1,1,23,9bxav814mkuhueiyivyive82d,1,9.4,-0.7,2023-02-01T20:01:34.882Z,2023-02-02T01:28:40Z,4007009827,56,Back,4007009829,347,,4007009857,233,31,,,,,,,,,,,,,,,,6gdoxudvl1rgcn7d19e89p9ed,G. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916783,31,5,1,1,23,4t4hod56fsj7utpjdor8so5q6,0,90.6,100.7,2023-02-01T20:01:34.882Z,2023-02-02T01:28:39Z,4007009889,233,19,4007008327,347,,4007008325,56,Left,,,,,,,,,,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917083,20,1,1,1,43,9bxav814mkuhueiyivyive82d,1,15.4,0,2023-02-01T20:01:55.640Z,2023-02-02T05:15:15Z,4007009953,213,1.2,4007010921,189,,4007009945,56,Back,4007009949,141,9.5,4007009951,212,7.7,4007009947,140,17.8,4007009943,107,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917099,21,1,1,1,44,9bxav814mkuhueiyivyive82d,1,16.9,7.3,2023-02-01T20:01:56.035Z,2023-02-02T05:15:15Z,4007010027,212,3.5,4007434849,178,,4007010021,56,Back,4007010023,140,14.5,4007011147,189,,4007010025,141,3.7,4007010029,213,3.9,,,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917119,22,1,1,1,46,9bxav814mkuhueiyivyive82d,1,13.5,3.7,2023-02-01T20:01:57.907Z,2023-02-02T05:15:14Z,4007010137,213,2.8,4007010129,56,Back,4007010131,140,5.7,4007434965,178,,4007010133,141,7.5,4007010135,212,8.6,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917165,23,1,1,1,47,9bxav814mkuhueiyivyive82d,0,7.1,7.7,2023-02-01T20:01:59.099Z,2023-02-02T05:15:13Z,4007010447,1,,4007010441,141,13.8,4007010443,212,36.5,4007010437,56,Back,4007010435,157,,4007010439,140,41.6,4007010445,213,0.1,4007435019,178,,8tesu8352jvqfvclei8hykjbp,J. Jeanvier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502949019,429,1,1,1,50,4t4hod56fsj7utpjdor8so5q6,1,58.8,82.2,2023-02-01T20:02:01.807Z,2023-02-02T05:15:13Z,4007179575,140,54.8,4007435091,388,,4007179579,212,7.9,4007179571,3,,4007179577,141,72.4,4007179573,56,Center,4007179581,213,4.2,,,,2rio84cmao72sc7lnsodwzzhm,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
