id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,keyPass,qualifier/15/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/20/id,qualifier/20/qualifierId
2502916093,14,1,1,0,27,2b3mar72yy8d6uvat1ka6tn3r,0,53.5,20.5,2023-02-01T20:00:30.954Z,2023-02-02T04:51:04Z,4007004577,141,16.4,4007004579,212,6.9,4007004573,56,Back,4007418299,178,,4007004581,213,3.6,4007004575,140,47.5,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916107,3,8,1,0,27,2cjpmotqo8phcqfpgo9xf4gel,1,49.7,84.1,2023-02-01T20:00:31.442Z,2023-02-02T04:51:03Z,4007004671,56,Back,4007376233,383,,4007418439,178,,,,,,,,,,,,,,,,,71bl8lyjtmzn8ebwulcjnmu39,S. Mavididi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916127,6,49,1,0,29,2cjpmotqo8phcqfpgo9xf4gel,1,56.7,76.8,2023-02-01T20:00:33.217Z,2023-02-02T04:51:03Z,,,,,,,,,,,,,,,,,,,,,,,,,71bl8lyjtmzn8ebwulcjnmu39,S. Mavididi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916151,7,1,1,0,32,2cjpmotqo8phcqfpgo9xf4gel,1,57.7,71.6,2023-02-01T20:00:35.888Z,2023-02-02T04:51:00Z,4007004869,140,62.2,4007004871,141,91.7,4007418569,178,,4007004867,56,Left,4007004875,213,1.2,4007004873,212,14.5,,,,,,,71bl8lyjtmzn8ebwulcjnmu39,S. Mavididi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916115,4,43,1,0,33,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-02-01T20:00:37.103Z,2023-02-01T20:02:10Z,4007004703,56,Back,4007011001,144,61,,,,,,,,,,,,,,,,,,,71bl8lyjtmzn8ebwulcjnmu39,S. Mavididi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916227,8,1,1,0,35,2cjpmotqo8phcqfpgo9xf4gel,1,59.7,85,2023-02-01T20:00:38.750Z,2023-02-02T04:50:59Z,4007005317,141,6.6,4007005323,1,,4007005309,155,,4007005311,196,,4007005319,212,55.9,4007418623,178,,4007005315,140,75.8,4007005313,56,Right,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,4007005321,213,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502920895,54,3,1,0,41,2cjpmotqo8phcqfpgo9xf4gel,1,81.3,5.4,2023-02-01T20:00:45.037Z,2023-02-02T04:50:56Z,4007376377,464,,4007030693,286,,4007030877,233,101,4007030691,56,Right,4007418749,178,,,,,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502920621,101,45,1,0,41,2b3mar72yy8d6uvat1ka6tn3r,0,18.7,94.6,2023-02-01T20:00:45.037Z,2023-02-02T04:50:57Z,4007030895,233,54,4007029329,285,,4007029327,56,Back,,,,,,,,,,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916243,9,1,1,0,43,2cjpmotqo8phcqfpgo9xf4gel,0,88.2,5.7,2023-02-01T20:00:46.872Z,2023-02-02T04:50:56Z,4007376527,224,,4007005417,140,93.5,4007005411,2,,4007005425,213,5.9,4007005421,212,5.9,4007376529,20,,4007005415,56,Right,4007418791,178,,859tcp8023r5cki7uju30l9t5,F. Sacko,4007005419,141,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916229,15,61,1,0,43,2b3mar72yy8d6uvat1ka6tn3r,1,11.9,92.4,2023-02-01T20:00:46.916Z,2023-02-02T04:50:55Z,4007005327,56,Back,4007418847,178,,,,,,,,,,,,,,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916267,16,12,1,0,45,2b3mar72yy8d6uvat1ka6tn3r,1,1.3,66.5,2023-02-01T20:00:48.746Z,2023-02-02T04:50:55Z,4007005557,141,89.7,4007419077,178,,4007005559,212,16.6,4007005561,213,1.3,4007005555,140,6.2,4007005553,56,Back,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916263,10,1,1,0,46,2cjpmotqo8phcqfpgo9xf4gel,0,94.6,10.8,2023-02-01T20:00:50.029Z,2023-02-02T04:50:54Z,4007005529,56,Center,4007005537,213,1.7,4007005531,140,92.9,4007419093,178,,4007005525,2,,4007376725,224,,4007376727,20,,4007005533,141,40.6,859tcp8023r5cki7uju30l9t5,F. Sacko,4007005535,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502984633,1098,49,1,0,47,2b3mar72yy8d6uvat1ka6tn3r,1,9.4,58.7,2023-02-01T20:00:51.077Z,2023-02-02T04:50:54Z,,,,,,,,,,,,,,,,,,,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916271,17,43,1,0,48,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-01T20:00:51.809Z,2023-02-01T20:06:59Z,4007030779,144,8,4007005567,56,Back,,,,,,,,,,,,,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916307,18,12,1,0,49,2b3mar72yy8d6uvat1ka6tn3r,1,6.6,61.6,2023-02-01T20:00:53.416Z,2023-02-02T04:50:53Z,4007005757,213,1.6,4007005749,56,Back,4007005751,140,6.5,4007005755,212,4.4,4007005753,141,68.0,4007419355,389,,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916305,11,61,1,0,50,2cjpmotqo8phcqfpgo9xf4gel,1,93.8,34.4,2023-02-01T20:00:53.619Z,2023-02-02T04:50:52Z,4007419375,178,,4007005747,56,Center,,,,,,,,,,,,,,,,,,,1yj1kt2cx24nn4zt5h1ma1olx,V. Germain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916377,20,43,1,0,51,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-01T20:00:54.593Z,2023-02-01T22:43:51Z,4007376923,144,49,,,,,,,,,,,,,,,,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916345,19,1,1,0,51,2b3mar72yy8d6uvat1ka6tn3r,0,4.5,78.2,2023-02-01T20:00:55.386Z,2023-02-02T04:50:52Z,4007005943,56,Back,4007005945,140,44.8,4007005951,213,0.3,4007005949,212,43.7,4007419463,178,,4007034757,155,,4007005953,1,,4007005947,141,94.5,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916359,12,1,1,0,54,2cjpmotqo8phcqfpgo9xf4gel,0,59,4.2,2023-02-01T20:00:58.122Z,2023-02-02T04:50:51Z,4007006041,140,61.2,4007006047,213,0.9,4007006037,3,,4007006039,56,Right,4007006043,141,8.5,4007419505,388,,4007006045,212,3.7,,,,daevawz3r1bzlhcbr7mj12h9l,K. Kouyaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916397,21,1,1,0,56,2b3mar72yy8d6uvat1ka6tn3r,1,32.3,85,2023-02-01T20:00:59.904Z,2023-02-02T04:50:51Z,4007006237,213,5.8,4007006229,56,Back,4007006231,140,45.8,4007419583,178,,4007006233,141,74.3,4007006235,212,15.9,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916407,22,1,1,0,57,2b3mar72yy8d6uvat1ka6tn3r,1,47.7,78.5,2023-02-01T20:01:01.239Z,2023-02-02T04:50:50Z,4007006313,213,2.1,4007006307,140,43.6,4007006303,155,,4007006305,56,Back,4007419641,178,,4007006309,141,89.9,4007006311,212,8.9,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916425,23,1,1,0,58,2b3mar72yy8d6uvat1ka6tn3r,1,44.8,88.6,2023-02-01T20:01:02.400Z,2023-02-02T04:50:50Z,4007006379,140,58.9,4007006383,212,15.2,4007006385,213,0.2,4007006375,3,,4007419797,388,,4007006377,56,Left,4007006381,141,93.8,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916445,24,1,1,1,0,2b3mar72yy8d6uvat1ka6tn3r,1,54.2,93.5,2023-02-01T20:01:03.773Z,2023-02-02T04:50:49Z,4007006493,155,,4007006495,56,Center,4007006503,213,4.7,4007006499,141,56.9,4007419857,178,,4007006501,212,24.9,4007006497,140,54.2,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916469,25,1,1,1,2,2b3mar72yy8d6uvat1ka6tn3r,0,55.7,54.1,2023-02-01T20:01:05.555Z,2023-02-02T04:50:49Z,4007006597,212,20.6,4007006591,56,Center,4007006589,155,,4007006599,213,0.4,4007419915,178,,4007006593,140,73.4,4007006595,141,67.1,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916479,13,1,1,1,4,2cjpmotqo8phcqfpgo9xf4gel,0,26.5,36.6,2023-02-01T20:01:08.253Z,2023-02-02T04:50:48Z,4007006653,140,34.2,4007006655,141,37.1,4007006659,213,0.0,4007420561,388,,4007006651,56,Back,4007006649,3,,4007006657,212,8.1,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916513,26,1,1,1,5,2b3mar72yy8d6uvat1ka6tn3r,0,66,71,2023-02-01T20:01:09.440Z,2023-02-02T04:50:48Z,4007420857,178,,4007006847,155,,4007006855,212,13.4,4007006853,141,51.5,4007006849,56,Center,4007006857,213,4.6,4007006851,140,64.4,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916543,14,49,1,1,8,2cjpmotqo8phcqfpgo9xf4gel,1,37.5,49.8,2023-02-01T20:01:11.542Z,2023-02-02T04:50:47Z,,,,,,,,,,,,,,,,,,,,,,,,,71bl8lyjtmzn8ebwulcjnmu39,S. Mavididi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916563,15,1,1,1,10,2cjpmotqo8phcqfpgo9xf4gel,0,30.8,55.9,2023-02-01T20:01:13.594Z,2023-02-02T04:50:46Z,4007007121,213,0.7,4007007113,56,Back,4007421359,178,,4007007115,140,34.2,4007007117,141,60.0,4007007119,212,4.5,,,,,,,71bl8lyjtmzn8ebwulcjnmu39,S. Mavididi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916571,27,61,1,1,10,2b3mar72yy8d6uvat1ka6tn3r,1,68.4,46.2,2023-02-01T20:01:13.721Z,2023-02-02T04:50:46Z,4007007151,56,Center,4007421459,178,,,,,,,,,,,,,,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502949931,542,43,1,1,11,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-01T20:01:14.541Z,2023-02-01T20:53:47Z,4007184407,144,61,4007184299,56,Center,,,,,,,,,,,,,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916585,28,49,1,1,12,2b3mar72yy8d6uvat1ka6tn3r,1,64.1,22.7,2023-02-01T20:01:15.707Z,2023-02-02T04:50:45Z,,,,,,,,,,,,,,,,,,,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916609,29,1,1,1,14,2b3mar72yy8d6uvat1ka6tn3r,1,76.2,20.5,2023-02-01T20:01:17.758Z,2023-02-02T04:50:44Z,4007421607,178,,4007007413,213,1.5,4007007407,141,31.9,4007007399,140,76.9,4007007411,212,7.8,4007007393,56,Center,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916625,30,1,1,1,15,2b3mar72yy8d6uvat1ka6tn3r,1,77.7,34.3,2023-02-01T20:01:19.047Z,2023-02-02T04:50:43Z,4007007481,140,73.5,4007007477,56,Center,4007421665,178,,4007007489,212,4.5,4007007493,213,3.4,4007007485,141,32.8,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916641,31,1,1,1,16,2b3mar72yy8d6uvat1ka6tn3r,1,73.5,34.5,2023-02-01T20:01:19.879Z,2023-02-02T04:50:42Z,4007007571,56,Center,4007007577,212,7.5,4007421731,178,,4007007579,213,0.9,4007007573,140,77.9,4007007575,141,43.1,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916643,32,1,1,1,16,2b3mar72yy8d6uvat1ka6tn3r,0,78.6,45.6,2023-02-01T20:01:20.442Z,2023-02-02T04:50:42Z,4007007591,141,37.3,4007007587,56,Center,4007007589,140,78.1,4007007593,212,5.7,4007421777,178,,4007007595,213,4.6,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916647,16,61,1,1,17,2cjpmotqo8phcqfpgo9xf4gel,1,20.6,60.4,2023-02-01T20:01:20.774Z,2023-02-02T04:50:41Z,4007421869,178,,4007007613,56,Back,,,,,,,,,,,,,,,,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916667,17,49,1,1,18,2cjpmotqo8phcqfpgo9xf4gel,1,21.4,56.5,2023-02-01T20:01:21.644Z,2023-02-02T04:50:41Z,,,,,,,,,,,,,,,,,,,,,,,,,230qvyk9dg4plwzobjj6thmqy,L. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916685,18,1,1,1,18,2cjpmotqo8phcqfpgo9xf4gel,1,21.6,58,2023-02-01T20:01:22.154Z,2023-02-02T04:50:40Z,4007007795,213,0.6,4007007793,212,17.3,4007007789,140,35.5,4007422121,178,,4007007787,56,Back,4007007791,141,71.7,,,,,,,230qvyk9dg4plwzobjj6thmqy,L. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916707,19,1,1,1,19,2cjpmotqo8phcqfpgo9xf4gel,1,28.3,70.5,2023-02-01T20:01:23.282Z,2023-02-02T04:50:39Z,4007422239,178,,4007007905,141,58.9,4007007903,140,34.7,4007007909,213,5.4,4007007901,56,Back,4007007907,212,10.4,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
