id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,assist
2493733781,6,1,1,0,38,17o35s8assv3kamxowzz77k4r,0,21.5,21.2,2022-12-28T18:00:57.272Z,2022-12-29T08:23:21Z,3958730375,141,11.7,3959108907,178,,3958730385,213,6.2,3958730381,212,56.5,3958730371,140,75.0,3958730387,1,,3958730369,56,Right,3958730367,155,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733785,15,49,1,0,44,be2k34rut1lz79jxenabttqlc,1,23.9,82.7,2022-12-28T18:01:03.331Z,2022-12-29T08:23:20Z,,,,,,,,,,,,,,,,,,,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733795,16,1,1,0,45,be2k34rut1lz79jxenabttqlc,1,23.7,79.8,2022-12-28T18:01:04.941Z,2022-12-29T08:23:19Z,3958730449,56,Back,3958730455,212,12.3,3959108985,178,,3958730457,213,5.4,3958730453,141,66.3,3958730451,140,31.5,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733809,17,1,1,0,47,be2k34rut1lz79jxenabttqlc,1,29.4,64.9,2022-12-28T18:01:06.723Z,2022-12-29T08:23:18Z,3958730523,141,81.5,3959109021,178,,3958730527,213,1.5,3958730521,140,30.2,3958730525,212,11.3,3958730519,56,Back,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733811,18,50,1,0,52,be2k34rut1lz79jxenabttqlc,1,30.6,80.2,2022-12-28T18:01:11.230Z,2022-12-29T08:23:17Z,3959244929,285,,3958757781,233,156,3958730543,56,Back,,,,,,,,,,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493738035,156,7,1,0,52,17o35s8assv3kamxowzz77k4r,0,69.4,19.8,2022-12-28T18:01:11.344Z,2022-12-29T08:23:16Z,3958945545,385,,3958757383,56,Right,3959244927,286,,3958757773,233,18,3959109161,178,,,,,,,,,,,4elohf5kyq6i1jmywfuzhh2ol,S. Khaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733827,19,1,1,0,54,be2k34rut1lz79jxenabttqlc,1,37.2,85.7,2022-12-28T18:01:14.024Z,2022-12-29T08:23:15Z,3958730675,141,60.9,3958730679,213,3.8,3958730673,140,14.2,3958730677,212,29.5,3958756895,155,,3958730671,56,Back,3959109227,178,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733833,20,1,1,1,2,be2k34rut1lz79jxenabttqlc,1,17.1,54.4,2022-12-28T18:01:21.394Z,2022-12-29T08:23:13Z,3958730741,213,4.8,3959109261,178,,3958730733,56,Back,3958730737,141,45.6,3958730735,140,17.8,3958730739,212,6.0,,,,,,,8h5jl1u3p8sr2pwdmyxl14416,L. Chevalier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733837,21,1,1,1,9,be2k34rut1lz79jxenabttqlc,1,21.2,25.6,2022-12-28T18:01:28.379Z,2022-12-29T08:23:11Z,3958730761,56,Back,3958730763,140,8.1,3958730767,212,18.7,3959109303,178,,3958730765,141,44.2,3958730769,213,2.4,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733839,22,1,1,1,12,be2k34rut1lz79jxenabttqlc,1,12.9,43.3,2022-12-28T18:01:32.084Z,2022-12-29T08:23:10Z,3959109319,178,,3958730785,141,49.0,3958730789,213,0.4,3958730781,56,Back,3958730783,140,21.7,3958730787,212,10.0,,,,,,,8h5jl1u3p8sr2pwdmyxl14416,L. Chevalier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733845,23,1,1,1,15,be2k34rut1lz79jxenabttqlc,1,19.4,54.2,2022-12-28T18:01:35.010Z,2022-12-29T08:23:08Z,3958730837,140,28.5,3959109365,178,,3958730841,212,13.4,3958730835,56,Back,3958730839,141,68.1,3958730843,213,0.8,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733849,24,1,1,1,16,be2k34rut1lz79jxenabttqlc,1,23.6,62.7,2022-12-28T18:01:35.884Z,2022-12-29T08:23:08Z,3958730875,213,5.2,3958730871,141,42.3,3958730873,212,15.7,3959109387,178,,3958730869,140,30.5,3958730867,56,Back,,,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733851,25,1,1,1,17,be2k34rut1lz79jxenabttqlc,1,31.3,43.5,2022-12-28T18:01:36.799Z,2022-12-29T08:23:07Z,3958730887,141,55.9,3958730883,56,Back,3958730885,140,44.4,3958730889,212,16.1,3959109475,178,,3958730891,213,0.5,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733857,26,1,1,1,19,be2k34rut1lz79jxenabttqlc,1,41.7,57.1,2022-12-28T18:01:38.354Z,2022-12-29T08:23:07Z,3958730929,56,Back,3958730935,212,27.0,3958730931,140,42.0,3959109535,178,,3958730933,141,17.4,3958730937,213,4.7,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733863,27,1,1,1,22,be2k34rut1lz79jxenabttqlc,1,53.8,20.5,2022-12-28T18:01:41.794Z,2022-12-29T08:23:06Z,3959109567,178,,3958730979,56,Right,3958730985,212,16.5,3958730981,140,67.1,3958730983,141,7.7,3958730987,213,5.7,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733865,28,1,1,1,26,be2k34rut1lz79jxenabttqlc,1,73.4,11.4,2022-12-28T18:01:45.531Z,2022-12-29T08:23:04Z,3959109615,178,,3958730999,141,39.8,3958730995,56,Center,3958731001,212,20.9,3958730997,140,81.1,3958731003,213,1.2,,,,,,,4st4hurqbtyzw1tbkzuuk78fe,E. Zhegrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733867,29,1,1,1,27,be2k34rut1lz79jxenabttqlc,0,80.6,38.5,2022-12-28T18:01:46.664Z,2022-12-29T08:23:04Z,3959109675,178,,3958731015,213,5.8,3958731007,56,Center,3958731013,212,10.9,3958731009,140,90.0,3958731011,141,31.6,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733869,7,12,1,1,29,17o35s8assv3kamxowzz77k4r,1,12.1,65.4,2022-12-28T18:01:48.173Z,2022-12-29T08:23:03Z,3959109757,178,,3958731033,167,,3958731019,56,Back,3958731025,212,19.9,3958731021,140,0.0,3958731023,141,86.0,3958731027,213,2.4,,,,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733871,8,6,1,1,31,17o35s8assv3kamxowzz77k4r,0,7.9,71.4,2022-12-28T18:01:50.723Z,2022-12-29T01:14:20Z,3958731057,233,30,3958731031,73,,3958731029,56,Back,,,,,,,,,,,,,,,,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733873,30,6,1,1,31,be2k34rut1lz79jxenabttqlc,1,92.1,28.6,2022-12-28T18:01:50.723Z,2022-12-29T01:14:19Z,3958731045,75,,3958731051,233,8,3958731043,56,Center,,,,,,,,,,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733901,31,1,1,1,58,be2k34rut1lz79jxenabttqlc,0,99.5,0.5,2022-12-28T18:02:17.587Z,2022-12-29T01:14:24Z,3958731331,213,1.9,3959109839,178,,3958731317,6,,3958731329,212,29.3,3958731325,140,91.8,3958947543,20,,3958731321,224,,3958731327,141,41.9,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,3958731323,56,Center,3958731319,155,3958731315,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733905,9,12,1,1,59,17o35s8assv3kamxowzz77k4r,1,7.2,58,2022-12-28T18:02:18.850Z,2022-12-29T08:23:03Z,3959109879,388,,3958731371,15,,3958731367,212,22.6,3958731363,140,24.4,3958731361,56,Back,3958731369,213,5.6,3958731365,141,38.0,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733923,32,13,1,2,1,be2k34rut1lz79jxenabttqlc,1,78.4,56,2022-12-28T18:02:20.956Z,2022-12-29T08:23:02Z,3958731539,18,,3958731621,20,,3958732565,231,50.3,3958732559,215,,3958732555,102,45.5,3958732563,230,98.1,3958732561,458,,3958948819,108,,1zx0huwj0czivtoq6kvfb5roq,A. Virginius,3958732553,74,,3958732557,103,3958732551,25,70.8,3958731541,56,Center,3959109923,178,,,,,,,,,,,,,,,,,,,,,,
2493733907,10,5,1,2,2,17o35s8assv3kamxowzz77k4r,1,-1.1,59.3,2022-12-28T18:02:22.140Z,2022-12-29T01:14:38Z,3958731613,233,33,3958731383,346,,3958731381,56,Back,,,,,,,,,,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733925,33,5,1,2,2,be2k34rut1lz79jxenabttqlc,0,101.1,40.7,2022-12-28T18:02:22.140Z,2022-12-29T01:14:37Z,3958731559,346,,3958731617,233,10,3958731557,56,Center,,,,,,,,,,,,,,,,1zx0huwj0czivtoq6kvfb5roq,A. Virginius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733931,11,1,1,2,26,17o35s8assv3kamxowzz77k4r,1,2.9,42.1,2022-12-28T18:02:45.955Z,2022-12-29T08:23:01Z,3958731647,213,5.6,3958731643,141,22.5,3958731641,140,20.1,3958731645,212,22.4,3958731651,237,,3958731639,56,Back,3958731637,124,,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733933,12,1,1,2,26,17o35s8assv3kamxowzz77k4r,0,15.8,23.1,2022-12-28T18:02:46.025Z,2022-12-29T08:23:01Z,3958731659,140,53.5,3958731655,155,,3958731657,56,Left,3959110033,178,,3958731665,213,0.8,3958731663,212,59.8,3958731667,1,,3958731661,141,89.0,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733937,34,1,1,2,29,be2k34rut1lz79jxenabttqlc,0,50.3,12.4,2022-12-28T18:02:48.901Z,2022-12-29T08:23:01Z,3958731683,140,58.3,3958731687,212,9.0,3958731681,56,Right,3958731689,213,0.4,3958731685,141,17.3,3958731679,3,,3959110093,388,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733941,13,1,1,2,32,17o35s8assv3kamxowzz77k4r,1,49.7,83.2,2022-12-28T18:02:52.066Z,2022-12-29T08:22:59Z,3958731733,141,93.3,3958731737,213,0.7,3958731735,212,10.2,3959110135,178,,3958731727,56,Left,3958731729,140,56.9,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733945,14,61,1,2,34,17o35s8assv3kamxowzz77k4r,0,55.6,99.4,2022-12-28T18:02:54.003Z,2022-12-29T08:22:58Z,3958731757,56,Left,3959110213,178,,,,,,,,,,,,,,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733947,35,49,1,2,35,be2k34rut1lz79jxenabttqlc,1,45.9,7.3,2022-12-28T18:02:54.793Z,2022-12-29T08:22:57Z,,,,,,,,,,,,,,,,,,,,,,,,,4st4hurqbtyzw1tbkzuuk78fe,E. Zhegrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733951,36,1,1,2,35,be2k34rut1lz79jxenabttqlc,1,45.7,7.4,2022-12-28T18:02:54.863Z,2022-12-29T08:22:57Z,3958731779,141,18.9,3958731775,56,Back,3958731781,212,13.9,3958731777,140,34.8,3959110421,178,,3958731783,213,2.5,,,,,,,4st4hurqbtyzw1tbkzuuk78fe,E. Zhegrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733955,37,1,1,2,37,be2k34rut1lz79jxenabttqlc,1,38.2,16.7,2022-12-28T18:02:56.725Z,2022-12-29T08:22:56Z,3959110467,178,,3958731803,212,7.0,3958731801,141,21.0,3958731805,213,0.4,3958731799,140,44.3,3958731797,56,Back,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733961,38,1,1,2,38,be2k34rut1lz79jxenabttqlc,1,44.8,20,2022-12-28T18:02:57.415Z,2022-12-29T08:22:56Z,3958731821,56,Back,3959110495,178,,3958731823,140,36.3,3958731827,212,9.0,3958731829,213,3.0,3958731825,141,21.3,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493743095,465,1,1,2,39,be2k34rut1lz79jxenabttqlc,1,36.7,21.1,2022-12-28T18:02:58.372Z,2022-12-29T08:22:56Z,3958782637,213,5.1,3958782633,141,7.6,3958782631,140,40.2,3958782635,212,9.9,3959110537,178,,3958782629,56,Back,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493733965,39,1,1,2,40,be2k34rut1lz79jxenabttqlc,1,39.2,6.7,2022-12-28T18:02:59.975Z,2022-12-29T08:22:55Z,3958731839,56,Back,3959110549,178,,3958731845,212,14.3,3958731841,140,28.0,3958731847,213,2.5,3958731843,141,18.6,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
