id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2452450399,499,1,2,50,56,27xvwccz8kpmqsefjv2b2sc0o,1,81.5,20.2,2022-08-28T14:10:16.940Z,2022-08-28T23:38:01Z,3740022921,140,71.5,3741819925,178,,3740022919,56,Center,3740022925,212,10.7,3740022923,141,23.4,3740022927,213,2.9,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450415,500,1,2,50,58,27xvwccz8kpmqsefjv2b2sc0o,1,67.2,27.7,2022-08-28T14:10:19.007Z,2022-08-28T23:38:01Z,3741820239,178,,3740023041,140,61.0,3740023043,141,47.0,3740023047,213,2.0,3740023039,56,Center,3740023045,212,14.6,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450437,501,1,2,51,0,27xvwccz8kpmqsefjv2b2sc0o,1,59.4,49.8,2022-08-28T14:10:21.274Z,2022-08-28T23:38:00Z,3741820593,178,,3740023153,213,1.1,3740023147,140,63.0,3740023145,56,Center,3740023149,141,62.0,3740023151,212,9.1,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450461,502,1,2,51,2,27xvwccz8kpmqsefjv2b2sc0o,1,63.3,64.5,2022-08-28T14:10:23.390Z,2022-08-28T23:37:59Z,3741820729,178,,3740023265,213,4.9,3740023257,56,Center,3740023263,212,9.8,3740023261,141,50.4,3740023259,140,65.2,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450479,503,1,2,51,3,27xvwccz8kpmqsefjv2b2sc0o,0,63.5,50.9,2022-08-28T14:10:23.985Z,2022-08-28T23:37:59Z,3741820865,178,,3740023369,213,0.1,3740023361,56,Center,3740023363,140,75.0,3740023367,212,12.2,3740023365,141,53.0,3740784749,155,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450459,466,49,2,51,4,bx0cdmzr2gwr70ez72dorx82p,1,23.9,42.5,2022-08-28T14:10:25.525Z,2022-08-28T23:37:58Z,,,,,,,,,,,,,,,,,,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450531,467,1,2,51,4,bx0cdmzr2gwr70ez72dorx82p,1,23.8,42.6,2022-08-28T14:10:25.553Z,2022-08-28T23:37:58Z,3740023611,141,61.8,3741821197,178,,3740023609,140,39.8,3740023615,213,0.7,3740023613,212,21.3,3740023607,56,Back,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452809523,1496,83,2,51,8,27xvwccz8kpmqsefjv2b2sc0o,1,60.4,43.8,2022-08-28T14:10:29.080Z,2022-08-28T23:37:57Z,3742000285,399,437670,,,,,,,,,,,,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450555,468,1,2,51,8,bx0cdmzr2gwr70ez72dorx82p,1,39.6,56.2,2022-08-28T14:10:29.095Z,2022-08-28T23:37:57Z,3741821927,178,,3740023719,213,3.3,3740023711,56,Back,3740023717,212,7.3,3740023713,140,32.7,3740023715,141,54.5,,,,,,,5ak9fwtqlr2pll0nsv5br7p7u,B. Brahimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450575,469,1,2,51,9,bx0cdmzr2gwr70ez72dorx82p,0,35.5,53.6,2022-08-28T14:10:29.911Z,2022-08-28T23:37:56Z,3740023815,212,42.9,3740023807,155,,3740023813,141,100.0,3740023817,213,0.9,3740023811,140,62.0,3740023809,56,Left,3741822107,178,,3740023819,1,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450581,470,5,2,51,12,bx0cdmzr2gwr70ez72dorx82p,0,61,101.8,2022-08-28T14:10:33.729Z,2022-08-28T21:13:05Z,3740023829,56,Left,3740023831,347,,3740024391,233,504,,,,,,,,,,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450679,504,5,2,51,12,27xvwccz8kpmqsefjv2b2sc0o,1,39,-1.8,2022-08-28T14:10:33.729Z,2022-08-28T21:13:04Z,3740024345,347,,3740024387,233,470,3740024343,56,Back,,,,,,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450819,505,1,2,51,30,27xvwccz8kpmqsefjv2b2sc0o,1,39,0,2022-08-28T14:10:50.880Z,2022-08-28T23:37:56Z,3740025135,56,Back,3740025137,140,37.1,3740025133,107,,3740025141,212,15.9,3740025143,213,1.7,3740025139,141,21.2,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450863,506,1,2,51,33,27xvwccz8kpmqsefjv2b2sc0o,1,34.2,27.5,2022-08-28T14:10:54.102Z,2022-08-28T23:37:55Z,3740025465,213,5.1,3740025457,56,Back,3740025463,212,17.6,3741822991,178,,3740025461,141,3.7,3740025459,140,40.9,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450875,507,1,2,51,37,27xvwccz8kpmqsefjv2b2sc0o,1,50.4,3,2022-08-28T14:10:58.047Z,2022-08-28T23:37:54Z,3740025515,213,0.4,3740025511,141,7.6,3741823179,178,,3740025513,212,9.0,3740025507,56,Right,3740025509,140,58.4,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450881,508,1,2,51,38,27xvwccz8kpmqsefjv2b2sc0o,0,57.4,10.2,2022-08-28T14:10:59.660Z,2022-08-28T23:37:53Z,3741823357,178,,3740025549,141,8.9,3740025551,212,1.3,3740025799,286,,3740025795,233,471,3740025547,140,58.3,3740025553,213,5.5,3740025545,56,Right,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,3740025793,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450915,471,74,2,51,38,bx0cdmzr2gwr70ez72dorx82p,1,40.5,86.1,2022-08-28T14:10:59.788Z,2022-08-28T23:37:53Z,3740025717,56,Back,3740025817,233,508,3740025719,285,,3741823559,178,,,,,,,,,,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450969,472,1,2,51,39,bx0cdmzr2gwr70ez72dorx82p,0,41.3,92.6,2022-08-28T14:11:00.290Z,2022-08-28T23:37:53Z,3740026009,1,,3740025999,56,Left,3740026001,140,56.0,3740026007,213,5.7,3740026003,141,78.9,3741824507,178,,3740025997,157,,3740026005,212,18.0,vja0xo3xiuax8eh0b6q3y09,P. Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452450999,509,1,2,51,44,27xvwccz8kpmqsefjv2b2sc0o,1,41.9,35.7,2022-08-28T14:11:04.954Z,2022-08-28T23:37:51Z,3741825777,178,,3740026167,56,Back,3740026175,213,2.0,3740026169,140,35.7,3740026171,141,54.9,3740026173,212,14.6,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451057,510,1,2,51,46,27xvwccz8kpmqsefjv2b2sc0o,1,37.3,69.4,2022-08-28T14:11:07.723Z,2022-08-28T23:37:50Z,3740026481,141,90.8,3740026477,56,Left,3740026479,140,52.0,3740026485,213,0.8,3741826067,178,,3740026483,212,21.2,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451097,511,1,2,51,50,27xvwccz8kpmqsefjv2b2sc0o,1,50.2,91.3,2022-08-28T14:11:11.266Z,2022-08-28T23:37:49Z,3740026757,140,48.9,3740026763,213,4.6,3741826323,178,,3740026755,56,Back,3740026759,141,67.0,3740026761,212,16.6,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451123,512,1,2,51,55,27xvwccz8kpmqsefjv2b2sc0o,1,57.7,52.7,2022-08-28T14:11:16.228Z,2022-08-28T23:37:47Z,3740026929,212,20.7,3740026931,213,5.5,3740026921,56,Center,3740026927,141,30.7,3741826457,178,,3740026925,140,71.3,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451163,513,1,2,51,57,27xvwccz8kpmqsefjv2b2sc0o,1,70.7,33.1,2022-08-28T14:11:18.344Z,2022-08-28T23:37:47Z,3740027123,140,95.5,3740027127,212,26.1,3741826611,178,,3740027125,141,31.5,3740027129,213,6.2,3740027119,56,Center,,,,,,,26mggguhavwmnq1oak12ket,D. Payet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451169,514,1,2,52,0,27xvwccz8kpmqsefjv2b2sc0o,0,93.6,30.9,2022-08-28T14:11:20.939Z,2022-08-28T23:37:46Z,3740027155,141,38.0,3740027151,56,Center,3741826953,178,,3740027157,212,4.9,3740027153,140,94.6,3740027159,213,1.4,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451175,473,49,2,52,0,bx0cdmzr2gwr70ez72dorx82p,1,5,61.1,2022-08-28T14:11:21.438Z,2022-08-28T23:37:46Z,,,,,,,,,,,,,,,,,,,,,,,,,2e0ipswbkv4vf7lav6ee1j3oq,M. Viti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451233,474,1,2,52,1,bx0cdmzr2gwr70ez72dorx82p,1,4.8,63.3,2022-08-28T14:11:22.596Z,2022-08-28T23:37:45Z,3740027535,56,Back,3740027551,213,0.5,3740027543,141,72.0,3741827311,178,,3740027547,212,12.6,3740027539,140,15.4,,,,,,,2e0ipswbkv4vf7lav6ee1j3oq,M. Viti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451279,475,1,2,52,4,bx0cdmzr2gwr70ez72dorx82p,1,16.9,70.9,2022-08-28T14:11:24.903Z,2022-08-28T23:37:44Z,3741827539,178,,3740027821,213,5.4,3740027819,212,11.2,3740027815,140,23.9,3740027813,56,Back,3740027817,141,58.5,,,,,,,vja0xo3xiuax8eh0b6q3y09,P. Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451435,476,1,2,52,8,bx0cdmzr2gwr70ez72dorx82p,1,32.1,69,2022-08-28T14:11:29.019Z,2022-08-28T23:37:43Z,3741827729,178,,3740028619,141,91.7,3740028621,212,15.7,3740028613,155,,3740028623,213,1.4,3740028617,140,35.0,3740028615,56,Back,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451447,477,1,2,52,19,bx0cdmzr2gwr70ez72dorx82p,0,97.2,96.1,2022-08-28T14:11:40.327Z,2022-08-28T23:37:39Z,3740789367,72,,3740789365,224,,3740028863,233,515,3740028703,213,6.2,3741827943,178,,3740028701,212,1.8,3740028699,141,96.0,3740028867,286,,5ak9fwtqlr2pll0nsv5br7p7u,B. Brahimi,3740028691,2,,3740028697,140,98.9,3740028861,236,,3740028695,56,,Left,,,,,,,,,,,,,,,,,,,,,,,,
2452451467,515,12,2,52,19,27xvwccz8kpmqsefjv2b2sc0o,1,2.2,6.6,2022-08-28T14:11:40.455Z,2022-08-28T23:37:39Z,3740028803,56,Back,3740028887,233,477,3741828053,178,,3740028801,185,,,,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451495,478,61,2,52,19,bx0cdmzr2gwr70ez72dorx82p,1,98.1,96.2,2022-08-28T14:11:40.636Z,2022-08-28T23:37:39Z,3741828235,178,,3740028935,56,Left,,,,,,,,,,,,,,,,,,,5ak9fwtqlr2pll0nsv5br7p7u,B. Brahimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451517,479,5,2,52,20,bx0cdmzr2gwr70ez72dorx82p,0,100.9,94.7,2022-08-28T14:11:40.874Z,2022-08-28T21:15:28Z,3740029079,233,516,3740029039,56,Left,3740029041,346,,,,,,,,,,,,,,,,,5ak9fwtqlr2pll0nsv5br7p7u,B. Brahimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451509,516,5,2,52,20,27xvwccz8kpmqsefjv2b2sc0o,1,-0.9,5.3,2022-08-28T14:11:40.874Z,2022-08-28T21:15:29Z,3740028995,56,Back,3740028997,346,,3740029073,233,479,,,,,,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451795,517,1,2,52,33,27xvwccz8kpmqsefjv2b2sc0o,0,5.7,50.1,2022-08-28T14:11:54.766Z,2022-08-28T23:37:38Z,3740030561,189,,3740030449,141,61.8,3740030451,212,84.0,3740030447,140,85.3,3740030457,74,,3740030453,213,0.1,3740030443,124,,3740030445,56,Center,26atxu4fr8f87oi8mt6z70mhh,Pau López,3740030455,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451773,480,52,2,52,38,bx0cdmzr2gwr70ez72dorx82p,1,16,39.4,2022-08-28T14:11:59.455Z,2022-08-28T23:37:38Z,3740790409,377,,3741830619,178,,,,,,,,,,,,,,,,,,,,8govqd0xf8ijst50tgypaep5h,K. Schmeichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451811,481,1,2,52,43,bx0cdmzr2gwr70ez72dorx82p,1,13.7,44,2022-08-28T14:12:04.420Z,2022-08-28T23:37:38Z,3741831137,178,,3740030535,56,Back,3740030541,212,13.6,3740030533,123,,3740030537,140,25.8,3740030543,213,0.4,3740030539,141,51.0,,,,8govqd0xf8ijst50tgypaep5h,K. Schmeichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451893,482,1,2,52,45,bx0cdmzr2gwr70ez72dorx82p,1,28,56.2,2022-08-28T14:12:05.975Z,2022-08-28T23:37:37Z,3740030977,213,2.7,3740030973,141,60.9,3740030975,212,7.0,3740030969,56,Back,3740030971,140,22.1,3741831405,178,,,,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451919,483,1,2,52,50,bx0cdmzr2gwr70ez72dorx82p,1,31.5,61.4,2022-08-28T14:12:10.965Z,2022-08-28T23:37:36Z,3740031129,212,10.0,3740031131,213,4.6,3740031127,141,46.9,3740031123,56,Back,3741831661,178,,3740031125,140,30.1,,,,,,,2e0ipswbkv4vf7lav6ee1j3oq,M. Viti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452451977,484,1,2,52,52,bx0cdmzr2gwr70ez72dorx82p,1,31.1,46.4,2022-08-28T14:12:13.246Z,2022-08-28T23:37:35Z,3740031429,213,5.0,3741831799,178,,3740031421,56,Back,3740031427,212,16.1,3740031423,140,34.9,3740031425,141,23.5,,,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452452025,485,1,2,52,56,bx0cdmzr2gwr70ez72dorx82p,0,43.1,22,2022-08-28T14:12:17.328Z,2022-08-28T23:37:34Z,3740031669,213,0.3,3740031659,155,,3741831905,178,,3740031661,56,Center,3740031667,212,31.2,3740031663,140,71.5,3740031665,141,35.6,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452452017,518,61,2,52,58,27xvwccz8kpmqsefjv2b2sc0o,1,25.2,68.1,2022-08-28T14:12:19.676Z,2022-08-28T23:37:34Z,3740031629,56,Back,3741832319,21,,3741832321,178,,,,,,,,,,,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452452041,519,49,2,53,0,27xvwccz8kpmqsefjv2b2sc0o,1,25.9,70,2022-08-28T14:12:21.212Z,2022-08-28T23:37:33Z,,,,,,,,,,,,,,,,,,,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452452663,486,27,2,53,15,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-08-28T14:12:36.662Z,2022-08-28T21:17:08Z,3740034885,233,520,3740034851,53,e3kdoxu1kwn2w3wwi1rqhvr9x,3740034849,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452452601,520,27,2,53,15,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-08-28T14:12:36.662Z,2022-08-28T21:17:09Z,3740034911,233,486,3740035107,41,Injury,3740035109,53,74edqcuzfzy7nswqzn0v3pe22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453147,487,28,2,54,28,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-08-28T14:13:49.461Z,2022-08-28T21:17:12Z,3740037835,233,521,3740037503,55,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453203,521,28,2,54,28,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-08-28T14:13:49.461Z,2022-08-28T21:17:12Z,3740037763,55,520,3740037847,233,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453197,488,68,2,54,31,bx0cdmzr2gwr70ez72dorx82p,0,0,0,2022-08-28T14:13:52.608Z,2022-08-28T21:17:32Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453259,522,68,2,54,31,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-08-28T14:13:52.742Z,2022-08-28T21:17:49Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453397,523,52,2,54,44,27xvwccz8kpmqsefjv2b2sc0o,1,15,58.3,2022-08-28T14:14:04.936Z,2022-08-28T23:37:33Z,3741836391,178,,3740793089,376,,,,,,,,,,,,,,,,,,,,26atxu4fr8f87oi8mt6z70mhh,Pau López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452466055,710,80,2,54,50,27xvwccz8kpmqsefjv2b2sc0o,0,15.6,63.6,2022-08-28T14:14:11.498Z,2022-08-28T23:37:33Z,3741836715,178,,,,,,,,,,,,,,,,,,,,,,,26atxu4fr8f87oi8mt6z70mhh,Pau López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453471,525,1,2,54,51,27xvwccz8kpmqsefjv2b2sc0o,0,16.4,65,2022-08-28T14:14:12.487Z,2022-08-28T23:37:32Z,3740039135,213,0.3,3740039127,56,Left,3740039137,1,,3740039133,212,55.5,3740039125,157,,3740039131,141,86.0,3740039129,140,67.5,3741836981,178,,26atxu4fr8f87oi8mt6z70mhh,Pau López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453449,524,43,2,54,52,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-08-28T14:14:13.324Z,2022-08-28T14:32:54Z,3740105731,144,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453485,489,1,2,54,54,bx0cdmzr2gwr70ez72dorx82p,0,36,21.3,2022-08-28T14:14:15.745Z,2022-08-28T23:37:32Z,3740039201,213,1.4,3740039199,212,15.5,3740039191,56,Back,3741837281,178,,3740039197,141,43.9,3740039193,140,38.1,3740039187,3,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453513,526,1,2,54,56,27xvwccz8kpmqsefjv2b2sc0o,1,60.3,59.4,2022-08-28T14:14:17.619Z,2022-08-28T23:37:32Z,3740039335,140,68.6,3740039341,213,0.0,3740039333,56,Center,3740039337,141,59.6,3740039331,155,,3741837627,178,,3740039339,212,8.7,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453523,527,1,2,54,57,27xvwccz8kpmqsefjv2b2sc0o,1,67.9,57.4,2022-08-28T14:14:18.555Z,2022-08-28T23:37:31Z,3740039415,213,1.5,3740039399,3,,3740039407,140,68.4,3740039403,56,Center,3740039413,212,5.1,3741838265,388,,3740039409,141,64.9,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453565,528,1,2,54,59,27xvwccz8kpmqsefjv2b2sc0o,1,68.7,65.3,2022-08-28T14:14:20.666Z,2022-08-28T23:37:30Z,3740039641,140,66.6,3741838539,178,,3740039645,212,15.4,3740039639,56,Left,3740039647,213,1.7,3740039643,141,87.7,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453587,529,1,2,55,2,27xvwccz8kpmqsefjv2b2sc0o,1,66.9,85.8,2022-08-28T14:14:23.477Z,2022-08-28T23:37:30Z,3741838657,178,,3740039763,212,21.6,3740039757,56,Center,3740039765,213,5.1,3740039759,140,74.5,3740039761,141,56.3,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453619,530,1,2,55,3,27xvwccz8kpmqsefjv2b2sc0o,1,74.3,58.1,2022-08-28T14:14:24.567Z,2022-08-28T23:37:29Z,3740039949,141,60.3,3740039951,212,1.6,3741841175,178,,3740039947,140,74.8,3740039953,213,1.2,3740039945,56,Center,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453647,531,1,2,55,5,27xvwccz8kpmqsefjv2b2sc0o,1,74.5,61.8,2022-08-28T14:14:26.540Z,2022-08-28T23:37:28Z,3740040117,141,37.7,3740040113,140,76.0,3740040107,56,Center,3740040121,213,4.8,3741841411,178,,3740040119,212,16.5,,,,,,,26mggguhavwmnq1oak12ket,D. Payet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453691,532,1,2,55,7,27xvwccz8kpmqsefjv2b2sc0o,1,73.1,40.4,2022-08-28T14:14:28.696Z,2022-08-28T23:37:28Z,3741841573,178,,3740040359,141,20.9,3740040361,212,15.3,3740040363,213,5.2,3740040357,140,80.4,3740040355,56,Right,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453737,533,1,2,55,11,27xvwccz8kpmqsefjv2b2sc0o,1,78.7,23.7,2022-08-28T14:14:32.025Z,2022-08-28T23:37:27Z,3740040611,141,34.5,3740040609,140,74.8,3740040615,213,2.1,3741842395,178,,3740040607,56,Center,3740040613,212,8.4,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453757,534,1,2,55,13,27xvwccz8kpmqsefjv2b2sc0o,1,70.9,42,2022-08-28T14:14:34.754Z,2022-08-28T23:37:26Z,3740040713,56,Center,3741842685,178,,3740040723,212,18.6,3740040725,213,1.6,3740040719,140,71.2,3740040721,141,69.4,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453907,535,1,2,55,15,27xvwccz8kpmqsefjv2b2sc0o,1,67.4,70.1,2022-08-28T14:14:36.373Z,2022-08-28T23:37:25Z,3740041507,141,89.3,3740041509,212,15.9,3740041503,56,Left,3740041505,140,76.0,3741842903,178,,3740041511,213,1.0,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452799801,1413,83,2,55,23,bx0cdmzr2gwr70ez72dorx82p,1,6.4,12.8,2022-08-28T14:14:44.315Z,2022-08-28T23:37:22Z,3741944337,399,437626,,,,,,,,,,,,,,,,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453909,536,61,2,55,23,27xvwccz8kpmqsefjv2b2sc0o,0,93.7,86.9,2022-08-28T14:14:44.364Z,2022-08-28T23:37:22Z,3741843599,178,,3740041519,56,Left,,,,,,,,,,,,,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452453929,491,5,2,55,25,bx0cdmzr2gwr70ez72dorx82p,1,-1.6,34.4,2022-08-28T14:14:45.983Z,2022-08-28T21:21:16Z,3740041629,56,Back,3740041631,346,,3740041719,233,537,,,,,,,,,,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
