id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/20/value
2534675311,4,1,1,0,7,4t4hod56fsj7utpjdor8so5q6,0,21.9,19.3,2023-04-16T15:04:43.492Z,2023-04-17T00:59:25Z,4195799885,212,11.8,4195799879,56,Back,4195799883,141,11.3,4197201579,178,,4195799881,140,31.9,4195799887,213,5.8,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724593,426,43,1,0,9,4t4hod56fsj7utpjdor8so5q6,1,0,0,2023-04-16T15:04:44.738Z,2023-04-16T16:05:27Z,4196047957,285,0,4196047955,56,Back,4196093871,144,7,,,,,,,,,,,,,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534943793,1034,67,1,0,9,70nn27vgkt6l48lvv5e66q7ww,1,68.2,91.1,2023-04-16T15:04:44.759Z,2023-04-17T00:36:38Z,4197256861,233,952,,,,,,,,,,,,,,,,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534943787,952,67,1,0,9,4t4hod56fsj7utpjdor8so5q6,0,31.8,8.9,2023-04-16T15:04:44.760Z,2023-04-17T00:36:38Z,4197256877,233,1034,,,,,,,,,,,,,,,,,,,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534682327,85,8,1,0,9,70nn27vgkt6l48lvv5e66q7ww,1,67.3,85.7,2023-04-16T15:04:44.767Z,2023-04-17T00:59:24Z,4195835123,56,Left,4196796831,385,,4197201809,178,,,,,,,,,,,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534862551,892,61,1,0,9,4t4hod56fsj7utpjdor8so5q6,1,31.9,10.5,2023-04-16T15:04:44.991Z,2023-04-17T00:59:24Z,4197202193,178,,4196797307,56,Back,,,,,,,,,,,,,,,,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675297,8,49,1,0,10,70nn27vgkt6l48lvv5e66q7ww,1,72.3,93.3,2023-04-16T15:04:46.558Z,2023-04-17T00:59:24Z,,,,,,,,,,,,,,,,,,,,,,,,,2tc8y9du64tjno62zll2jhy7e,Y. Cathline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675355,9,1,1,0,11,70nn27vgkt6l48lvv5e66q7ww,1,73.3,98.5,2023-04-16T15:04:47.608Z,2023-04-17T00:59:23Z,4195800093,141,82.2,4195800087,56,Left,4195800095,212,18.5,4197203179,178,,4195800097,213,5.6,4195800091,140,87.4,,,,,,,2tc8y9du64tjno62zll2jhy7e,Y. Cathline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675375,10,1,1,0,14,70nn27vgkt6l48lvv5e66q7ww,0,90.7,78.8,2023-04-16T15:04:50.676Z,2023-04-17T00:26:00Z,4195800215,213,4.5,4197203297,178,,4195800213,212,18.3,4195800209,140,86.6,4195800211,141,52.7,4195800207,56,Center,,,,,,,8vlfwoquq3v68mb9ax1pk5fkk,B. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675425,5,12,1,0,15,4t4hod56fsj7utpjdor8so5q6,1,11.3,43,2023-04-16T15:04:51.569Z,2023-04-17T00:59:22Z,4195800463,141,56.0,4195800465,212,14.2,4195800459,56,Back,4195800461,140,21.9,4195800467,213,0.7,4197203477,178,,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675445,11,15,1,0,17,70nn27vgkt6l48lvv5e66q7ww,1,81.9,56.3,2023-04-16T15:04:53.066Z,2023-04-17T00:59:21Z,4195806881,146,86.2,4195806887,231,50.9,4195803547,82,,4195806883,147,52.7,4195803543,20,,4195806885,230,97,4195800545,18,,4195806873,102,49.4,e83sc1gnj31vgpo9u6fknmfvt,J. Ponceau,4195807109,233,6,4197203627,178,4195800543,22,4195806875,103,19,4195806877,215,4195850313,78,4195806879,458,4195800547,56,Center,,,,,,,,,,,,,,,,,,,,,,
2534675435,6,10,1,0,17,4t4hod56fsj7utpjdor8so5q6,1,14.7,45.9,2023-04-16T15:04:53.176Z,2023-04-17T00:59:21Z,4195800509,56,Back,4195800507,94,,4197203911,178,,4195803681,233,11,,,,,,,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675589,12,1,1,0,21,70nn27vgkt6l48lvv5e66q7ww,1,62.7,53.1,2023-04-16T15:04:57.372Z,2023-04-17T00:59:19Z,4195801287,140,41.9,4197204047,178,,4195801293,213,3.0,4195801289,141,58.3,4195801291,212,22.1,4195801285,56,Back,,,,,,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675655,13,1,1,0,26,70nn27vgkt6l48lvv5e66q7ww,1,40.2,59.3,2023-04-16T15:05:02.059Z,2023-04-17T00:59:18Z,4195801593,140,22.3,4195801595,141,48.6,4195801591,56,Back,4195801597,212,20.2,4197204103,178,,4195801599,213,3.5,,,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675707,14,1,1,0,30,70nn27vgkt6l48lvv5e66q7ww,1,20.6,46.3,2023-04-16T15:05:06.624Z,2023-04-17T00:59:17Z,4195801845,56,Back,4195801853,213,1.4,4197204201,178,,4195801849,141,64.4,4195801851,212,12.4,4195801847,140,22.3,,,,,,,6oi4a3g56xe76g0gg38knmzmd,V. Mannone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675733,15,1,1,0,33,70nn27vgkt6l48lvv5e66q7ww,1,23.8,64.2,2023-04-16T15:05:09.566Z,2023-04-17T00:59:16Z,4195801945,140,33.0,4195801943,56,Back,4195801949,212,11.4,4195801951,213,0.6,4197204279,178,,4195801947,141,73.0,,,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675749,16,1,1,0,36,70nn27vgkt6l48lvv5e66q7ww,1,31.6,73.6,2023-04-16T15:05:11.887Z,2023-04-17T00:59:15Z,4195802023,140,31.9,4197204525,178,,4195802025,141,93.7,4195802021,56,Back,4195802027,212,13.7,4195802029,213,1.5,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675783,17,1,1,0,37,70nn27vgkt6l48lvv5e66q7ww,0,29.6,97.1,2023-04-16T15:05:13.458Z,2023-04-17T00:59:15Z,4195802141,56,Back,4195802147,141,94.7,4195802149,212,18.7,4195802151,213,6.2,4195802143,140,47.3,4197204729,178,,,,,,,,538zux65h0l9028fpf4v1g0r9,V. Le Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675797,7,49,1,0,38,4t4hod56fsj7utpjdor8so5q6,1,51.8,7.8,2023-04-16T15:05:14.732Z,2023-04-17T00:59:14Z,,,,,,,,,,,,,,,,,,,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675837,8,1,1,0,40,4t4hod56fsj7utpjdor8so5q6,1,51.6,2.8,2023-04-16T15:05:16.077Z,2023-04-17T00:59:13Z,4195802387,212,13.6,4195802389,213,1.3,4195802383,141,22.1,4195802377,56,Center,4195802379,140,54.9,4197204957,178,,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675869,9,1,1,0,42,4t4hod56fsj7utpjdor8so5q6,1,50.6,16.3,2023-04-16T15:05:18.263Z,2023-04-17T00:59:12Z,4195802569,212,11.4,4195802567,141,6.5,4195802571,213,3.8,4197204985,178,,4195802565,140,41.8,4195802563,56,Back,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675921,10,1,1,0,43,4t4hod56fsj7utpjdor8so5q6,1,45.5,10.3,2023-04-16T15:05:19.102Z,2023-04-17T00:59:12Z,4195802765,56,Back,4197205079,178,,4195802773,213,2.4,4195802769,141,29.4,4195802767,140,31.3,4195802771,212,19.8,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675967,11,1,1,0,46,4t4hod56fsj7utpjdor8so5q6,1,31.9,29.2,2023-04-16T15:05:22.293Z,2023-04-17T00:59:11Z,4195802983,212,18.3,4195802977,56,Back,4195802979,140,30.6,4195802985,213,1.6,4195802981,141,56.1,4197205119,178,,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676007,12,1,1,0,48,4t4hod56fsj7utpjdor8so5q6,1,27.4,54.6,2023-04-16T15:05:24.736Z,2023-04-17T00:59:10Z,4197205255,178,,4195803183,212,18.3,4195803177,56,Back,4195803179,140,10.7,4195803185,213,3.4,4195803181,141,47.0,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676049,13,1,1,0,52,4t4hod56fsj7utpjdor8so5q6,1,11.8,47,2023-04-16T15:05:27.861Z,2023-04-17T00:59:09Z,4197205289,178,,4195803373,140,30.4,4195803375,141,46.1,4195803371,56,Back,4195803377,212,19.5,4195803379,213,6.3,,,,,,,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676089,14,1,1,0,53,4t4hod56fsj7utpjdor8so5q6,1,27.5,43.6,2023-04-16T15:05:29.198Z,2023-04-17T00:59:09Z,4195803555,56,Back,4197205399,178,,4195803561,212,19.5,4195803559,141,48.5,4195803563,213,3.0,4195803557,140,9.2,,,,,,,2rio84cmao72sc7lnsodwzzhm,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676207,15,1,1,0,58,4t4hod56fsj7utpjdor8so5q6,1,12.7,45.8,2023-04-16T15:05:33.820Z,2023-04-17T00:59:08Z,4195804171,213,6.0,4195804167,141,26.4,4195804161,155,,4195804169,212,48.6,4195804163,56,Center,4195804173,1,,4197205507,178,,4195804165,140,57.2,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676221,16,1,1,1,0,4t4hod56fsj7utpjdor8so5q6,0,52.8,23.5,2023-04-16T15:05:36.196Z,2023-04-17T00:59:08Z,4195804237,213,6.1,4195804231,140,68.4,4197205711,388,,4195804225,3,,4195804227,168,,4195804235,212,16.8,4195804233,141,18.3,4195804229,56,Right,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676215,18,49,1,1,3,70nn27vgkt6l48lvv5e66q7ww,1,27.5,76.2,2023-04-16T15:05:38.862Z,2023-04-17T00:59:07Z,,,,,,,,,,,,,,,,,,,,,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676335,19,1,1,1,7,70nn27vgkt6l48lvv5e66q7ww,1,31.4,96,2023-04-16T15:05:43.468Z,2023-04-17T00:59:06Z,4195804793,140,39.8,4195804795,141,82.4,4195804791,56,Back,4195804797,212,12.8,4197205947,178,,4195804799,213,5.5,,,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676339,20,1,1,1,8,70nn27vgkt6l48lvv5e66q7ww,0,44.1,83.4,2023-04-16T15:05:44.694Z,2023-04-17T00:59:05Z,4195804819,140,33.2,4195804823,212,11.6,4195804825,213,3.3,4195804817,56,Back,4195804821,141,80.8,4195804885,156,,4197206123,178,,,,,8vlfwoquq3v68mb9ax1pk5fkk,B. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676347,17,61,1,1,9,4t4hod56fsj7utpjdor8so5q6,1,63.7,18.3,2023-04-16T15:05:45.031Z,2023-04-17T00:59:05Z,4197206437,178,,4195804845,56,Right,,,,,,,,,,,,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676381,18,61,1,1,11,4t4hod56fsj7utpjdor8so5q6,0,72.1,43.9,2023-04-16T15:05:47.059Z,2023-04-17T00:59:05Z,4195805053,56,Center,4197206615,178,,,,,,,,,,,,,,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534945201,1027,83,1,1,12,4t4hod56fsj7utpjdor8so5q6,1,77.4,43.5,2023-04-16T15:05:48.602Z,2023-04-17T00:59:04Z,4197262783,399,544099,,,,,,,,,,,,,,,,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676387,21,61,1,1,12,70nn27vgkt6l48lvv5e66q7ww,0,22.7,56.5,2023-04-16T15:05:48.630Z,2023-04-17T00:59:04Z,4195805079,56,Back,4197206899,178,,,,,,,,,,,,,,,,,,,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534945377,1037,67,1,1,14,4t4hod56fsj7utpjdor8so5q6,1,74.9,49.2,2023-04-16T15:05:49.833Z,2023-04-17T00:59:03Z,4197263525,233,1131,,,,,,,,,,,,,,,,,,,,,,2xmc0gsdslrnsu6ua40kbh32t,K. Volland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534945373,1131,67,1,1,14,70nn27vgkt6l48lvv5e66q7ww,0,25.1,50.8,2023-04-16T15:05:49.834Z,2023-04-17T00:59:03Z,4197263541,233,1037,,,,,,,,,,,,,,,,,,,,,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534864101,893,61,1,1,14,4t4hod56fsj7utpjdor8so5q6,0,74.1,50.2,2023-04-16T15:05:49.837Z,2023-04-17T00:59:03Z,4196805703,56,Center,4197207021,178,,,,,,,,,,,,,,,,,,,,2xmc0gsdslrnsu6ua40kbh32t,K. Volland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676391,19,43,1,1,15,4t4hod56fsj7utpjdor8so5q6,1,0,0,2023-04-16T15:05:50.757Z,2023-04-16T19:03:37Z,4195805101,286,0,4195805197,233,21,4195805099,56,Center,4196805091,144,45,,,,,,,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676425,22,43,1,1,15,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-04-16T15:05:51.013Z,2023-04-16T19:04:05Z,4195805277,140,20.8,4195805283,213,4.4,4195805279,141,32.8,4195805281,212,18.1,4196806805,144,1,4195805275,56,Back,,,,,,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676471,23,1,1,1,18,70nn27vgkt6l48lvv5e66q7ww,1,15.7,15.9,2023-04-16T15:05:54.125Z,2023-04-17T00:59:01Z,4195805523,140,5.8,4195805525,141,30.2,4197207231,178,,4195805521,56,Back,4195805527,212,14.2,4195805529,213,2.4,,,,,,,31ur1f7xmxndnnabhrxyov6xh,Igor Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676505,24,1,1,1,21,70nn27vgkt6l48lvv5e66q7ww,1,5.4,28,2023-04-16T15:05:57.253Z,2023-04-17T00:59:00Z,4195805697,56,Back,4195805703,212,14.1,4197207315,178,,4195805705,213,5.1,4195805699,140,10.5,4195805701,141,8.8,,,,,,,6oi4a3g56xe76g0gg38knmzmd,V. Mannone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676543,25,1,1,1,23,70nn27vgkt6l48lvv5e66q7ww,0,12.1,4.9,2023-04-16T15:05:59.619Z,2023-04-17T00:59:00Z,4197207393,178,,4195805879,141,3.1,4195805877,140,29.9,4195805883,213,6.2,4195805875,56,Back,4195805881,212,18.7,,,,,,,31ur1f7xmxndnnabhrxyov6xh,Igor Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676561,20,49,1,1,25,4t4hod56fsj7utpjdor8so5q6,1,69.3,97.5,2023-04-16T15:06:01.358Z,2023-04-17T00:58:59Z,,,,,,,,,,,,,,,,,,,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534676579,21,1,1,1,25,4t4hod56fsj7utpjdor8so5q6,1,69.7,97.5,2023-04-16T15:06:01.454Z,2023-04-17T00:58:59Z,4195806053,141,92.9,4195806055,212,10.9,4195806051,140,79.6,4197207693,178,,4195806049,56,Left,4195806057,213,6.0,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
