id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2475528545,9,1,1,0,14,121le8unjfzug3iu9pgkqa1c7,1,50.5,2.3,2022-10-22T15:00:26.997Z,2022-10-23T02:16:43Z,3862739645,213,1.1,3862739639,140,58.8,3862739643,212,18.3,3864870599,178,,3862739637,56,Center,3862739641,141,26.0,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528547,10,1,1,0,15,121le8unjfzug3iu9pgkqa1c7,0,61.3,25.4,2022-10-22T15:00:28.028Z,2022-10-23T02:16:43Z,3864870697,178,,3862739663,56,Right,3862739669,212,20.5,3862739671,213,5.8,3862739667,141,12.2,3862739665,140,78.8,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528595,3,12,1,0,20,2cjpmotqo8phcqfpgo9xf4gel,1,17,99.6,2022-10-22T15:00:32.990Z,2022-10-23T02:16:42Z,3862740013,167,,3862739981,56,Back,3862739991,212,3.3,3864870829,389,,3862739983,140,20.1,3862739995,213,0.2,3862739987,141,100.0,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528599,4,5,1,0,20,2cjpmotqo8phcqfpgo9xf4gel,0,18,100.9,2022-10-22T15:00:33.246Z,2022-10-22T23:22:40Z,3862740009,347,,3862740007,56,Back,3862740111,233,11,,,,,,,,,,,,,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528621,11,5,1,0,20,121le8unjfzug3iu9pgkqa1c7,1,82,-0.9,2022-10-22T15:00:33.246Z,2022-10-22T23:22:40Z,3862740107,233,4,3862740101,56,Right,3862740103,347,,,,,,,,,,,,,,,,,d9zax4y92d85x7j63kg7ckvkl,M. Dembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528691,12,1,1,0,30,121le8unjfzug3iu9pgkqa1c7,1,80,0,2022-10-22T15:00:43.378Z,2022-10-23T02:16:42Z,3862740409,141,18.0,3862740411,212,13.5,3862740413,213,1.6,3862740405,56,Right,3862740407,140,80.1,3862740403,107,,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528733,13,1,1,0,31,121le8unjfzug3iu9pgkqa1c7,0,78.8,14.1,2022-10-22T15:00:44.456Z,2022-10-23T02:16:42Z,3864871281,178,,3862740629,141,0.0,3862740633,213,5.7,3862740625,56,Right,3862740627,140,93.0,3862740623,155,,3862740631,212,18.2,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528767,5,5,1,0,33,2cjpmotqo8phcqfpgo9xf4gel,1,16.2,100.9,2022-10-22T15:00:46.244Z,2022-10-22T23:22:56Z,3862740817,56,Back,3862740853,233,14,3862740819,347,,,,,,,,,,,,,,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528737,14,5,1,0,33,121le8unjfzug3iu9pgkqa1c7,0,83.8,-0.9,2022-10-22T15:00:46.244Z,2022-10-22T23:22:56Z,3862740653,347,,3862740651,56,Right,3862740873,233,5,,,,,,,,,,,,,,,,d9zax4y92d85x7j63kg7ckvkl,M. Dembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528905,6,1,1,0,45,2cjpmotqo8phcqfpgo9xf4gel,1,16.9,100,2022-10-22T15:00:57.665Z,2022-10-23T02:16:41Z,3862741543,56,Back,3862741547,141,91.8,3862741545,140,33.5,3862741551,213,5.9,3862741541,107,,3862741549,212,18.6,,,,,,,azcv772qzdbz1exafx3od6lt5,N. Cozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528923,8,3,1,0,46,2cjpmotqo8phcqfpgo9xf4gel,0,24.4,94.1,2022-10-22T15:00:58.715Z,2022-10-23T02:16:40Z,3862741769,285,,3863867835,465,,3864481649,233,15,3864871815,178,,3862741623,56,Back,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528897,15,7,1,0,46,121le8unjfzug3iu9pgkqa1c7,0,75.6,5.9,2022-10-22T15:00:58.935Z,2022-10-23T02:16:40Z,3862741505,56,Right,3862741507,286,,3862742165,233,8,3863867911,385,,3864871873,178,,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528943,9,50,1,0,47,2cjpmotqo8phcqfpgo9xf4gel,1,24.9,92.4,2022-10-22T15:00:59.930Z,2022-10-23T02:16:40Z,3863316167,285,,3862741745,56,Back,3863316163,233,16,,,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528913,16,7,1,0,47,121le8unjfzug3iu9pgkqa1c7,0,75.1,7.6,2022-10-22T15:00:59.989Z,2022-10-23T02:16:39Z,3863868655,385,,3862741581,286,,3862741579,56,Right,3864872117,178,,3862741715,233,9,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528909,7,43,1,0,47,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-10-22T15:01:00.181Z,2022-10-22T15:01:08Z,3862741557,56,Back,3862742153,144,50,3862741653,285,0,3862741649,233,15,,,,,,,,,,,,,cr1n1i96xlepbvk90nl87o4yc,K. Fayad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528957,10,50,1,0,48,2cjpmotqo8phcqfpgo9xf4gel,1,25.7,91.5,2022-10-22T15:01:01.153Z,2022-10-23T02:16:38Z,3862742283,285,,3862742279,233,522,3862741811,56,Back,,,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475638549,522,7,1,0,48,121le8unjfzug3iu9pgkqa1c7,0,74.3,8.5,2022-10-22T15:01:01.248Z,2022-10-23T02:16:38Z,3863316875,233,10,3863316835,56,Right,3863316839,286,,3864872233,178,,3863868787,385,,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475936895,755,67,1,0,48,2cjpmotqo8phcqfpgo9xf4gel,1,25.7,91.7,2022-10-22T15:01:01.451Z,2022-10-23T02:16:38Z,3864933997,233,981,,,,,,,,,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475936893,981,67,1,0,48,121le8unjfzug3iu9pgkqa1c7,0,74.3,8.3,2022-10-22T15:01:01.452Z,2022-10-23T02:16:37Z,3864934017,233,755,,,,,,,,,,,,,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528963,11,61,1,0,48,2cjpmotqo8phcqfpgo9xf4gel,1,26.7,92.9,2022-10-22T15:01:01.580Z,2022-10-23T02:16:37Z,3862741833,56,Back,3864872311,178,,,,,,,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528953,17,43,1,0,50,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-10-22T15:01:02.686Z,2022-10-22T15:56:41Z,3862741797,56,Right,3862742897,233,13,3862741799,286,0,3863318803,144,3,,,,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475529117,13,43,1,0,50,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-10-22T15:01:02.687Z,2022-10-22T15:56:49Z,3862742573,285,0,3863319657,144,7,3862742571,56,Back,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475528995,18,4,1,0,50,121le8unjfzug3iu9pgkqa1c7,1,74.7,3.7,2022-10-22T15:01:02.995Z,2022-10-23T02:16:37Z,3862741985,13,,3862741987,56,Right,3862741993,286,,3862741989,152,,3862741991,265,,3862742047,233,12,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475529001,12,4,1,0,50,2cjpmotqo8phcqfpgo9xf4gel,0,25.3,96.3,2022-10-22T15:01:02.996Z,2022-10-23T02:16:36Z,3864872781,178,,3862742013,56,Back,3862742015,152,,3862742063,233,18,3862742017,265,,3862742011,13,,3862742019,285,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475529529,19,43,1,1,27,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-10-22T15:01:39.989Z,2022-10-22T15:01:47Z,3862744525,1,0,3862744519,212,39.1,3862744493,2,0,3862744501,155,0,3862744523,213,1.2,3862744511,140,88.1,3862744495,5,0,3862744875,144,1,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,3862744509,56,Center,3862744503,152,0,3862744515,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475529911,20,1,1,1,51,121le8unjfzug3iu9pgkqa1c7,0,74.7,5.1,2022-10-22T15:02:04.112Z,2022-10-23T02:16:36Z,3862746305,5,,3862746307,155,,3862746325,212,29.6,3862746319,140,86.2,3862746327,213,1.2,3862746303,2,,3864873059,178,,3862746315,56,Center,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,3862746323,141,44.9,3863872511,20,,3862746309,152,,3863872509,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475529961,14,12,1,1,52,2cjpmotqo8phcqfpgo9xf4gel,1,10.7,51.4,2022-10-22T15:02:05.549Z,2022-10-23T02:16:35Z,3862746531,141,64.1,3862746527,56,Back,3862746533,212,29.5,3864873241,388,,3862746565,15,,3862746535,213,0.3,3862746529,140,37.6,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475529979,21,1,1,1,55,121le8unjfzug3iu9pgkqa1c7,0,62.9,37.2,2022-10-22T15:02:08.153Z,2022-10-23T02:16:35Z,3862746609,56,Center,3862746611,140,59.6,3864873595,388,,3862746613,141,27.6,3862746607,3,,3862746615,212,7.4,3862746617,213,4.2,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475530041,16,49,1,1,57,2cjpmotqo8phcqfpgo9xf4gel,1,44,68.8,2022-10-22T15:02:10.100Z,2022-10-23T02:16:35Z,,,,,,,,,,,,,,,,,,,,,,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475530033,15,1,1,1,57,2cjpmotqo8phcqfpgo9xf4gel,1,44.1,68.9,2022-10-22T15:02:10.168Z,2022-10-23T02:16:34Z,3862746871,140,39.8,3862746869,56,Back,3864873961,178,,3862746879,212,10.5,3862746875,141,82.8,3862746881,213,2.0,,,,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475530089,17,1,1,2,0,2cjpmotqo8phcqfpgo9xf4gel,1,49.7,87.4,2022-10-22T15:02:12.736Z,2022-10-23T02:16:34Z,3862747177,141,90.3,3862747175,140,65.9,3862747181,213,0.1,3862747167,56,Left,3862747179,212,17.1,3864874131,178,,,,,,,,cr1n1i96xlepbvk90nl87o4yc,K. Fayad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475530097,18,61,1,2,1,2cjpmotqo8phcqfpgo9xf4gel,0,69.1,89.5,2022-10-22T15:02:14.596Z,2022-10-23T02:16:33Z,3864874461,178,,3862747219,56,Left,,,,,,,,,,,,,,,,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475530109,22,49,1,2,2,121le8unjfzug3iu9pgkqa1c7,1,26.2,8.2,2022-10-22T15:02:15.236Z,2022-10-23T02:16:33Z,,,,,,,,,,,,,,,,,,,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475937159,983,67,1,2,3,121le8unjfzug3iu9pgkqa1c7,1,23.8,7,2022-10-22T15:02:15.622Z,2022-10-23T02:16:33Z,3864935365,233,766,,,,,,,,,,,,,,,,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475937153,766,67,1,2,3,2cjpmotqo8phcqfpgo9xf4gel,0,76.2,93,2022-10-22T15:02:15.623Z,2022-10-23T02:16:32Z,3864935371,233,983,,,,,,,,,,,,,,,,,,,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475530239,23,1,1,2,4,121le8unjfzug3iu9pgkqa1c7,1,21.5,8.4,2022-10-22T15:02:16.705Z,2022-10-23T02:16:32Z,3864874671,178,,3862747907,212,29.1,3862747905,141,41.8,3862747903,140,4.2,3862747909,213,2.2,3862747901,56,Back,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475530295,24,1,1,2,9,121le8unjfzug3iu9pgkqa1c7,1,9.9,44,2022-10-22T15:02:21.998Z,2022-10-23T02:16:31Z,3864874765,178,,3862748159,212,10.1,3862748151,56,Back,3862748157,141,50.1,3862748153,140,18.7,3862748163,213,0.4,,,,,,,d3mss0i879krqrk1owzmj2c45,Anthony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475530321,25,1,1,2,11,121le8unjfzug3iu9pgkqa1c7,1,19,51.7,2022-10-22T15:02:24.298Z,2022-10-23T02:16:30Z,3862748251,56,Back,3862748259,213,0.3,3862748253,140,32.1,3862748255,141,57.9,3864874857,178,,3862748257,212,14.4,,,,,,,aftis8f2ahy7dhk5bp8co4q1h,J. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475530439,26,1,1,2,14,121le8unjfzug3iu9pgkqa1c7,1,32.3,61.7,2022-10-22T15:02:27.164Z,2022-10-23T02:16:29Z,3862748869,212,15.7,3862748859,56,Back,3864874893,178,,3862748863,140,41.7,3862748865,141,79.6,3862748873,213,0.9,,,,,,,3vu0c0j8n99wz6e2f7fmd2pxx,Thiago Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475530487,27,1,1,2,15,121le8unjfzug3iu9pgkqa1c7,1,40.2,80.2,2022-10-22T15:02:28.537Z,2022-10-23T02:16:28Z,3862749109,56,Back,3862749111,140,32.4,3862749115,212,8.3,3862749117,213,3.3,3862749113,141,78.2,3864875011,178,,,,,,,,412hlm2edd05jd1ad597brcvd,H. Aouar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475530529,28,1,1,2,18,121le8unjfzug3iu9pgkqa1c7,1,30.5,80.8,2022-10-22T15:02:30.663Z,2022-10-23T02:16:27Z,3862749301,56,Back,3862749309,213,4.5,3864875175,178,,3862749303,140,28.0,3862749307,212,10.4,3862749305,141,66.0,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475530559,29,1,1,2,20,121le8unjfzug3iu9pgkqa1c7,1,26.8,64.1,2022-10-22T15:02:32.704Z,2022-10-23T02:16:27Z,3862749485,213,5.0,3864875257,178,,3862749479,140,33.5,3862749483,212,25.2,3862749481,141,28.5,3862749477,56,Back,,,,,,,aftis8f2ahy7dhk5bp8co4q1h,J. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475530613,30,1,1,2,23,121le8unjfzug3iu9pgkqa1c7,1,34.6,23.6,2022-10-22T15:02:35.748Z,2022-10-23T02:16:26Z,3864875379,178,,3862749747,141,3.5,3862749751,213,5.4,3862749745,140,45.4,3862749743,56,Back,3862749749,212,17.8,,,,,,,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475530683,31,1,1,2,24,121le8unjfzug3iu9pgkqa1c7,1,46.1,2.1,2022-10-22T15:02:37.175Z,2022-10-23T02:16:26Z,3862750015,140,32.2,3862750017,141,15.3,3864875511,178,,3862750013,56,Back,3862750021,213,2.6,3862750019,212,17.1,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
