id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/12/value
2507000485,4,1,1,0,9,3adj8hkws0z1al232bg2h6tk0,1,10.4,7.5,2023-02-12T14:01:25.140Z,2023-02-13T06:43:46Z,4028378525,141,22.9,4028378521,56,Back,4028378527,212,10.7,4028378529,213,1.4,4028378523,140,12.4,4030388963,178,,,,,,,,ef2n7d6rysar49toiz2k3obth,K. Lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000569,5,1,1,0,11,3adj8hkws0z1al232bg2h6tk0,0,10.3,23.9,2023-02-12T14:01:26.660Z,2023-02-13T06:43:46Z,4030388967,178,,4028379007,213,0.1,4028379003,141,27.5,4028378999,56,Back,4028379005,212,35.7,4028379009,1,,4028378997,157,,4028379001,140,44.2,c4yip4bf8il4gnxnhcb381b3e,A. Dari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000685,7,4,1,0,13,3adj8hkws0z1al232bg2h6tk0,1,39.4,17.1,2023-02-12T14:01:28.699Z,2023-02-13T06:43:45Z,4028379649,286,,4028379641,13,,4028400697,233,8,4028379647,152,,4028379643,264,,4028379645,56,Back,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000551,8,4,1,0,13,2cjpmotqo8phcqfpgo9xf4gel,0,60.6,82.9,2023-02-12T14:01:28.700Z,2023-02-13T06:43:45Z,4028378919,285,,4028378911,56,Left,4028378907,13,,4030388971,388,,4028400715,233,7,4028379841,264,,4028378915,152,,,,,daevawz3r1bzlhcbr7mj12h9l,K. Kouyaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000579,6,43,1,0,18,3adj8hkws0z1al232bg2h6tk0,1,0,0,2023-02-12T14:01:33.654Z,2023-02-12T14:02:55Z,4028379053,56,Back,4028385153,144,44,4028379055,285,0,,,,,,,,,,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000923,8,27,1,0,35,3adj8hkws0z1al232bg2h6tk0,1,0,0,2023-02-12T14:01:50.393Z,2023-02-13T03:15:23Z,4028380735,53,5yg9ljo5pf1lo2xk74d0k240l,4028400421,233,9,4028380733,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001127,9,27,1,0,35,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-02-12T14:01:50.393Z,2023-02-13T03:15:23Z,4028400377,233,8,4028381763,53,daevawz3r1bzlhcbr7mj12h9l,4028381761,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001657,9,28,1,1,28,3adj8hkws0z1al232bg2h6tk0,1,0,0,2023-02-12T14:02:44.183Z,2023-02-13T03:15:26Z,4028384353,55,8,4028384851,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001747,10,28,1,1,28,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-02-12T14:02:44.183Z,2023-02-13T03:15:25Z,4028384811,55,9,4028384827,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001913,10,1,1,1,39,3adj8hkws0z1al232bg2h6tk0,1,42.5,19.5,2023-02-12T14:02:54.502Z,2023-02-13T06:43:44Z,4028385587,212,11.4,4028385583,140,44.2,4030388995,178,,4028385585,141,36.1,4028385579,152,,4028385589,213,1.4,4028385581,56,Back,4028385577,5,,ef2n7d6rysar49toiz2k3obth,K. Lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001923,11,1,1,1,40,3adj8hkws0z1al232bg2h6tk0,1,42.9,24.3,2023-02-12T14:02:56.082Z,2023-02-13T06:43:43Z,4028385675,212,15.5,4028385665,56,Back,4028385677,213,2.6,4028385667,140,30.2,4030388999,178,,4028385671,141,35.8,,,,,,,36yupk7p1vks4dbguw53xhucp,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001977,12,1,1,1,43,3adj8hkws0z1al232bg2h6tk0,1,30.8,37.1,2023-02-12T14:02:58.311Z,2023-02-13T06:43:42Z,4028385905,213,1.6,4028385901,141,62.9,4028385897,56,Back,4028385899,140,29.7,4028385903,212,17.6,4030389015,178,,,,,,,,c4yip4bf8il4gnxnhcb381b3e,A. Dari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002019,13,1,1,1,46,3adj8hkws0z1al232bg2h6tk0,1,30.8,64.9,2023-02-12T14:03:02.024Z,2023-02-13T06:43:41Z,4028386103,141,34.9,4028386107,213,4.8,4030389023,178,,4028386099,56,Back,4028386105,212,20.6,4028386101,140,33.3,,,,,,,3zyw4328iilwrttjoww1wctlh,C. Hérelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002051,14,1,1,1,49,3adj8hkws0z1al232bg2h6tk0,1,32.2,36.3,2023-02-12T14:03:04.571Z,2023-02-13T06:43:40Z,4028386269,212,17.1,4028386271,213,1.6,4030389035,178,,4028386267,141,61.4,4028386263,56,Back,4028386265,140,32.5,,,,,,,c4yip4bf8il4gnxnhcb381b3e,A. Dari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002125,15,1,1,1,51,3adj8hkws0z1al232bg2h6tk0,1,32.4,69,2023-02-12T14:03:06.891Z,2023-02-13T06:43:40Z,4028386585,140,35.1,4028386587,141,91.5,4028386583,56,Back,4028386591,213,1.4,4030389049,178,,4028386589,212,15.6,,,,,,,3zyw4328iilwrttjoww1wctlh,C. Hérelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002175,16,1,1,1,55,3adj8hkws0z1al232bg2h6tk0,1,36.9,84.5,2023-02-12T14:03:10.298Z,2023-02-13T06:43:38Z,4028386811,212,18.2,4028386807,140,53.7,4030389063,178,,4028386805,56,Left,4028386809,141,90.9,4028386813,213,0.2,,,,,,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002179,17,3,1,1,57,3adj8hkws0z1al232bg2h6tk0,0,51.4,88.5,2023-02-12T14:03:12.723Z,2023-02-13T06:43:37Z,4030389071,178,,4028386825,286,,4028386823,56,Left,4028386995,233,11,4029234315,465,,,,,,,,,,,3imcuejzt9r6zvvv1xbn5jbl6,J. Le Douaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002217,11,7,1,1,57,2cjpmotqo8phcqfpgo9xf4gel,0,48.6,11.5,2023-02-12T14:03:12.845Z,2023-02-13T06:43:37Z,4028386987,233,17,4028386979,56,Back,4030389075,178,,4029234463,385,,4028386981,285,,,,,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002207,18,61,1,1,58,3adj8hkws0z1al232bg2h6tk0,1,51.9,88.4,2023-02-12T14:03:13.325Z,2023-02-13T06:43:36Z,4030389085,178,,4028386925,56,Left,,,,,,,,,,,,,,,,,,,3imcuejzt9r6zvvv1xbn5jbl6,J. Le Douaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002237,12,49,1,1,58,2cjpmotqo8phcqfpgo9xf4gel,1,49,7.5,2023-02-12T14:03:13.871Z,2023-02-13T06:43:36Z,,,,,,,,,,,,,,,,,,,,,,,,,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002279,13,1,1,2,0,2cjpmotqo8phcqfpgo9xf4gel,1,54.7,6,2023-02-12T14:03:15.244Z,2023-02-13T06:43:35Z,4028387307,212,10.2,4028387303,140,53.8,4030389107,178,,4028387305,141,21.0,4028387309,213,1.7,4028387301,56,Right,,,,,,,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002289,14,1,1,2,2,2cjpmotqo8phcqfpgo9xf4gel,0,57.1,20.3,2023-02-12T14:03:17.844Z,2023-02-13T06:43:33Z,4028387377,213,4.3,4028387367,155,,4028387373,141,18.5,4030389119,178,,4028387375,212,1.3,4028387559,233,19,4028387369,56,Right,4028387371,140,56.6,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002311,19,61,1,2,2,3adj8hkws0z1al232bg2h6tk0,1,41.7,81,2023-02-12T14:03:18.069Z,2023-02-13T06:43:33Z,4028387475,56,Back,4030389133,21,,4030389135,178,,,,,,,,,,,,,,,,,3imcuejzt9r6zvvv1xbn5jbl6,J. Le Douaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002345,20,49,1,2,4,3adj8hkws0z1al232bg2h6tk0,1,38.4,73.5,2023-02-12T14:03:19.526Z,2023-02-13T06:43:32Z,,,,,,,,,,,,,,,,,,,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002385,21,1,1,2,4,3adj8hkws0z1al232bg2h6tk0,1,38.5,73.3,2023-02-12T14:03:19.606Z,2023-02-13T06:43:32Z,4028387821,140,44.9,4028387827,213,5.5,4028387823,141,62.7,4028387817,56,Back,4028387825,212,9.9,4030389147,178,,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507053253,411,1,1,2,5,3adj8hkws0z1al232bg2h6tk0,1,47.8,75.1,2023-02-12T14:03:20.665Z,2023-02-13T06:43:31Z,4028645227,212,5.0,4028645229,213,2.0,4028645223,140,45.8,4030389151,178,,4028645225,141,81.8,4028645221,56,Back,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507380997,941,67,1,2,6,3adj8hkws0z1al232bg2h6tk0,1,47.2,81.3,2023-02-12T14:03:21.485Z,2023-02-13T06:43:31Z,4030393995,233,808,,,,,,,,,,,,,,,,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507380995,808,67,1,2,6,2cjpmotqo8phcqfpgo9xf4gel,0,52.8,18.7,2023-02-12T14:03:21.486Z,2023-02-13T06:43:31Z,4030394007,233,941,,,,,,,,,,,,,,,,,,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002407,22,1,1,2,6,3adj8hkws0z1al232bg2h6tk0,0,46,81.9,2023-02-12T14:03:21.493Z,2023-02-13T06:43:30Z,4028387933,212,7.8,4028387925,56,Back,4028387935,213,4.1,4028398563,286,,4028387929,141,72.3,4028398559,233,15,4028387927,140,41.9,4030389155,178,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,4028398557,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002401,15,74,1,2,6,2cjpmotqo8phcqfpgo9xf4gel,1,52.9,18.8,2023-02-12T14:03:21.519Z,2023-02-13T06:43:30Z,4028398529,285,,4030389159,178,,4028398589,233,22,4028387895,56,Right,,,,,,,,,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002423,23,61,1,2,6,3adj8hkws0z1al232bg2h6tk0,1,46,82,2023-02-12T14:03:21.538Z,2023-02-13T06:43:29Z,4030389169,178,,4028387997,56,Back,,,,,,,,,,,,,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002465,24,1,1,2,8,3adj8hkws0z1al232bg2h6tk0,0,45,52.7,2023-02-12T14:03:23.969Z,2023-02-13T06:43:29Z,4028388187,140,49.9,4028388183,3,,4028388191,212,5.1,4028388185,56,Back,4028388189,141,53.0,4030389225,178,,4028388193,213,0.0,,,,36yupk7p1vks4dbguw53xhucp,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002457,16,1,1,2,8,2cjpmotqo8phcqfpgo9xf4gel,1,54.1,50.7,2023-02-12T14:03:23.994Z,2023-02-13T06:43:28Z,4028388149,213,4.1,4028388139,3,,4028388141,56,Back,4030398709,388,,4028388147,212,15.4,4028388143,140,45.7,4028388145,141,32.1,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002469,17,1,1,2,10,2cjpmotqo8phcqfpgo9xf4gel,0,47.4,35.7,2023-02-12T14:03:25.509Z,2023-02-13T06:43:28Z,4030389213,178,,4028388213,213,5.9,4028388205,56,Center,4028388203,3,,4028388211,212,7.6,4028388209,141,31.5,4028388207,140,54.1,,,,230qvyk9dg4plwzobjj6thmqy,L. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002533,25,4,1,2,11,3adj8hkws0z1al232bg2h6tk0,1,41.1,71.7,2023-02-12T14:03:27.143Z,2023-02-13T06:43:27Z,4028388499,265,,4028388495,56,Back,4028400757,233,18,4028388501,286,,4028388497,152,,4028388493,13,,,,,,,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002649,18,4,1,2,11,2cjpmotqo8phcqfpgo9xf4gel,0,58.9,28.3,2023-02-12T14:03:27.144Z,2023-02-13T06:43:27Z,4028389039,13,,4028400801,233,25,4028389041,56,Center,4028389043,152,,4028389047,285,,4028389045,265,,4030389241,178,,,,,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003499,26,1,1,3,2,3adj8hkws0z1al232bg2h6tk0,0,37.9,64.9,2023-02-12T14:04:17.444Z,2023-02-13T06:43:26Z,4028393305,155,,4028393319,212,42.0,4030389261,178,,4028393307,152,,4028393311,140,75.0,4028393303,5,,4028393327,1,,4028393323,213,0.4,3zyw4328iilwrttjoww1wctlh,C. Hérelle,4028393315,141,87.9,4028393309,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003487,19,44,1,3,4,2cjpmotqo8phcqfpgo9xf4gel,1,27.2,16.2,2023-02-12T14:04:19.863Z,2023-02-13T06:43:26Z,4028393243,285,,4028393429,233,27,4028393241,56,Back,,,,,,,,,,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003515,27,44,1,3,4,3adj8hkws0z1al232bg2h6tk0,0,72.8,83.8,2023-02-12T14:04:19.864Z,2023-02-13T06:43:25Z,4028393385,286,,4028393401,233,19,4028393383,56,Left,,,,,,,,,,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003511,20,61,1,3,4,2cjpmotqo8phcqfpgo9xf4gel,1,27.4,16.3,2023-02-12T14:04:20.019Z,2023-02-13T06:43:25Z,4030389333,388,,4028393365,56,Back,4030389331,21,,,,,,,,,,,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003539,21,5,1,3,6,2cjpmotqo8phcqfpgo9xf4gel,0,20.3,-1.2,2023-02-12T14:04:21.581Z,2023-02-13T03:17:55Z,4028394123,233,29,4028393497,56,Back,4028393499,347,,,,,,,,,,,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003645,29,5,1,3,6,3adj8hkws0z1al232bg2h6tk0,1,79.7,101.2,2023-02-12T14:04:21.581Z,2023-02-13T03:17:55Z,4028394021,347,,4028394019,56,Left,4028394063,233,21,,,,,,,,,,,,,,,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003533,28,43,1,3,7,3adj8hkws0z1al232bg2h6tk0,1,0,0,2023-02-12T14:04:23.109Z,2023-02-12T14:55:54Z,4028393469,56,Left,4028393479,213,0.4,4028649491,144,1,4028393473,140,77.0,4028393477,212,2.6,4028393467,168,0,4028393475,141,89.7,4028393465,3,0,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003695,30,1,1,3,15,3adj8hkws0z1al232bg2h6tk0,0,71.5,100,2023-02-12T14:04:31Z,2023-02-13T06:43:25Z,4028394295,56,Left,4028394297,140,81.6,4028394293,107,,4028394301,212,18.3,4028394303,213,5.3,4028394299,141,79.4,,,,,,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003699,22,49,1,3,17,2cjpmotqo8phcqfpgo9xf4gel,1,19.6,16.5,2023-02-12T14:04:32.307Z,2023-02-13T06:43:24Z,,,,,,,,,,,,,,,,,,,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003757,23,1,1,3,18,2cjpmotqo8phcqfpgo9xf4gel,1,23.9,22,2023-02-12T14:04:34.003Z,2023-02-13T06:43:23Z,4028394643,212,11.4,4028394637,56,Back,4028394645,213,1.2,4028394639,140,28.1,4030389415,178,,4028394641,141,37.4,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
