id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/11/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2482073579,3,1,1,0,21,3xedluek08t2ka7oypwuullcn,1,35.4,54.4,2022-11-05T20:00:28.469Z,2022-11-06T08:28:13Z,3897291831,140,40.3,3897291829,56,Back,3897291827,3,,3897291837,213,0.4,3897291833,141,57.2,3897291835,212,5.5,3898169219,388,,,,,4ezld812zytvbokz97jwycgkp,K. Danso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073583,4,49,1,0,22,3xedluek08t2ka7oypwuullcn,1,41.8,56.2,2022-11-05T20:00:29.535Z,2022-11-06T08:28:13Z,,,,,,,,,,,,,,,,,,,,,,,,,3h62hv3ksrnl7n7di2b080y51,S. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073599,5,1,1,0,22,3xedluek08t2ka7oypwuullcn,1,41.4,56.4,2022-11-05T20:00:29.622Z,2022-11-06T08:28:12Z,3897291927,213,4.4,3897291925,212,12.2,3897291919,56,Back,3897291923,141,39.2,3898169471,388,,3897291921,140,38.1,,,,,,,3h62hv3ksrnl7n7di2b080y51,S. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073611,6,1,1,0,25,3xedluek08t2ka7oypwuullcn,1,38.6,28,2022-11-05T20:00:32.899Z,2022-11-06T08:28:11Z,3898169589,178,,3897292041,141,19.2,3897292039,140,21.5,3897292037,56,Back,3897292043,212,18.9,3897292045,213,3.5,,,,,,,5jrt4as7f9xt1i1enj2dxx65m,S. Abdul Samed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073621,7,1,1,0,28,3xedluek08t2ka7oypwuullcn,1,22.3,17.4,2022-11-05T20:00:35.321Z,2022-11-06T08:28:11Z,3897292107,213,2.4,3898169695,178,,3897292103,141,44.6,3897292105,212,26.5,3897292099,56,Back,3897292101,140,4.2,,,,,,,bt4yy465bb33u7phdhnlr6pcl,P. Frankowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073641,8,1,1,0,31,3xedluek08t2ka7oypwuullcn,1,4.6,46.4,2022-11-05T20:00:38.441Z,2022-11-06T08:28:10Z,3898323163,1,,3897292251,140,8.1,3898169775,178,,3897292257,213,1.5,3897292249,56,Back,3897292255,212,32.3,3897292253,141,93.6,,,,25cggz2egeqce47yijxadsslx,B. Samba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073663,9,1,1,0,34,3xedluek08t2ka7oypwuullcn,0,6.7,93.3,2022-11-05T20:00:41.844Z,2022-11-06T08:28:10Z,3897292357,213,6.0,3897292353,141,81.3,3897292349,56,Back,3897292355,212,30.1,3897292347,155,,3898169843,178,,3897292351,140,34.3,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073659,9,49,1,0,37,75qj99fhg5c0ztj2tva5u4uii,1,60.7,18.9,2022-11-05T20:00:44.374Z,2022-11-06T08:28:09Z,,,,,,,,,,,,,,,,,,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073679,10,1,1,0,39,75qj99fhg5c0ztj2tva5u4uii,1,64.5,5.4,2022-11-05T20:00:46.751Z,2022-11-06T08:28:08Z,3897292465,141,2.5,3897292463,140,53.8,3897292467,212,11.4,3897292469,213,3.3,3897292461,56,Right,3898170163,178,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073697,11,1,1,0,41,75qj99fhg5c0ztj2tva5u4uii,1,58.1,4.3,2022-11-05T20:00:48.374Z,2022-11-06T08:28:08Z,3897292579,212,14.4,3898170267,178,,3897292575,140,51.0,3897292573,56,Center,3897292581,213,2.1,3897292577,141,22.5,,,,,,,e1ydpg4lqw2pnidfbsciv9pm1,F. El Melali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073701,12,1,1,0,43,75qj99fhg5c0ztj2tva5u4uii,1,43.8,25.3,2022-11-05T20:00:51.146Z,2022-11-06T08:28:07Z,3898170349,178,,3897292649,212,16.6,3897292647,141,4.1,3897292645,140,35.9,3897292651,213,4.2,3897292643,56,Back,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073713,13,1,1,0,46,75qj99fhg5c0ztj2tva5u4uii,1,34,7,2022-11-05T20:00:53.887Z,2022-11-06T08:28:06Z,3897292729,212,26.0,3897292731,213,0.2,3898170451,178,,3897292727,141,16.4,3897292725,140,58.0,3897292723,56,Right,,,,,,,cnei0h8qtnmr9n9ojtm029uj9,M. Blažič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073721,14,1,1,0,47,75qj99fhg5c0ztj2tva5u4uii,1,51.9,14.1,2022-11-05T20:00:55.135Z,2022-11-06T08:28:06Z,3897292781,56,Back,3897292789,213,2.8,3898170517,178,,3897292787,212,9.5,3897292783,140,43.3,3897292785,141,18.6,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073729,15,1,1,0,49,75qj99fhg5c0ztj2tva5u4uii,1,43,13.5,2022-11-05T20:00:56.818Z,2022-11-06T08:28:05Z,3897292839,140,44.0,3898170617,178,,3897292841,141,28.6,3897292845,213,1.5,3897292843,212,10.3,3897292837,56,Back,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073739,16,1,1,0,50,75qj99fhg5c0ztj2tva5u4uii,1,44.5,26.6,2022-11-05T20:00:57.471Z,2022-11-06T08:28:05Z,3897292889,140,38.8,3897292895,213,3.9,3898170669,178,,3897292887,56,Back,3897292891,141,18.5,3897292893,212,8.1,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073757,17,1,1,0,51,75qj99fhg5c0ztj2tva5u4uii,1,40,19.5,2022-11-05T20:00:58.850Z,2022-11-06T08:28:04Z,3897292985,140,25.1,3897292983,56,Back,3897292987,141,25.5,3897292991,213,2.9,3898170745,178,,3897292989,212,16.2,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073783,18,1,1,0,54,75qj99fhg5c0ztj2tva5u4uii,1,22.7,28.8,2022-11-05T20:01:02.096Z,2022-11-06T08:28:03Z,3897293125,56,Back,3897293133,213,2.2,3897293127,140,11.1,3898170949,178,,3897293129,141,52.2,3897293131,212,20.0,,,,,,,akczqgcekziai0uuirql1enrp,I. Amadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073807,19,1,1,1,0,75qj99fhg5c0ztj2tva5u4uii,0,17.6,53.7,2022-11-05T20:01:07.271Z,2022-11-06T08:28:02Z,3897293279,56,Center,3897293287,213,6.2,3897293285,212,56.8,3897293283,141,47.9,3898171031,178,,3897293289,1,,3897293277,155,,3897293281,140,71.6,821ma6ofy7t9wtdvu1w6uni09,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073815,10,59,1,1,4,3xedluek08t2ka7oypwuullcn,1,0,0,2022-11-05T20:01:11.684Z,2022-11-06T08:28:02Z,3897293347,56,Back,,,,,,,,,,,,,,,,,,,,,,25cggz2egeqce47yijxadsslx,B. Samba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073839,11,12,1,1,4,3xedluek08t2ka7oypwuullcn,1,25.5,60.6,2022-11-05T20:01:11.816Z,2022-11-06T08:28:02Z,3898172069,388,,3897293467,212,20.7,3897293469,213,6.0,3897293465,141,52.7,3897293461,56,Back,3897293463,140,44.5,,,,,,,25cggz2egeqce47yijxadsslx,B. Samba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073827,20,43,1,1,8,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-11-05T20:01:15.755Z,2022-11-05T20:01:24Z,3897293787,144,49,,,,,,,,,,,,,,,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073855,21,1,1,1,8,75qj99fhg5c0ztj2tva5u4uii,1,55,53.2,2022-11-05T20:01:15.796Z,2022-11-06T08:28:01Z,3897293579,140,56.4,3897293583,212,27.1,3897293585,213,1.5,3898172235,178,,3897293581,141,93.0,3897293577,56,Left,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073875,22,1,1,1,11,75qj99fhg5c0ztj2tva5u4uii,1,50.1,96.8,2022-11-05T20:01:19.103Z,2022-11-06T08:28:00Z,3897293707,141,76.4,3897293711,213,3.8,3897293703,56,Back,3897293705,140,33.5,3898172333,178,,3897293709,212,22.3,,,,,,,dlzepva4fgihzwx4vfzagiy1h,S. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073907,23,1,1,1,14,75qj99fhg5c0ztj2tva5u4uii,1,36.5,83.6,2022-11-05T20:01:21.657Z,2022-11-06T08:27:59Z,3897293879,212,24.0,3897293871,56,Back,3897293873,140,31.8,3897293881,213,4.5,3898172407,178,,3897293877,141,49.1,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073919,24,1,1,1,16,75qj99fhg5c0ztj2tva5u4uii,1,32.2,54.1,2022-11-05T20:01:24.103Z,2022-11-06T08:27:59Z,3897293985,56,Back,3898172489,178,,3897293987,140,33.0,3897293991,212,24.6,3897293989,141,17.9,3897293993,213,4.7,,,,,,,akczqgcekziai0uuirql1enrp,I. Amadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073955,25,1,1,1,20,75qj99fhg5c0ztj2tva5u4uii,0,34.9,17.1,2022-11-05T20:01:27.663Z,2022-11-06T08:27:58Z,3897294239,212,58.8,3897294241,213,6.1,3897294231,155,,3897294235,140,90.2,3897294233,56,Right,3897294243,1,,3898172569,178,,3897294237,141,3.4,cnei0h8qtnmr9n9ojtm029uj9,M. Blažič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073957,12,49,1,1,25,3xedluek08t2ka7oypwuullcn,1,12.1,91.8,2022-11-05T20:01:32.274Z,2022-11-06T08:27:57Z,,,,,,,,,,,,,,,,,,,,,,,,,4ezld812zytvbokz97jwycgkp,K. Danso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482252799,1320,83,1,1,26,75qj99fhg5c0ztj2tva5u4uii,1,92.4,2.4,2022-11-05T20:01:33.721Z,2022-11-06T08:27:56Z,3898278739,399,135720,,,,,,,,,,,,,,,,,,,,,,bqq4tqw6tp68c1fya04onf6c5,A. Hunou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073971,13,1,1,1,26,3xedluek08t2ka7oypwuullcn,1,7.6,97.7,2022-11-05T20:01:33.751Z,2022-11-06T08:27:56Z,3897294397,56,Back,3897294401,141,74.2,3898172811,178,,3897294403,212,28.6,3897294399,140,30.2,3897294405,213,5.7,,,,,,,4ezld812zytvbokz97jwycgkp,K. Danso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073977,14,1,1,1,28,3xedluek08t2ka7oypwuullcn,1,29.2,74.9,2022-11-05T20:01:35.800Z,2022-11-06T08:27:56Z,3897294455,56,Back,3897294463,213,3.0,3897294457,140,24.9,3897294459,141,75.9,3897294461,212,4.6,3898172903,178,,,,,,,,3h62hv3ksrnl7n7di2b080y51,S. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073997,15,1,1,1,30,3xedluek08t2ka7oypwuullcn,0,30,75.3,2022-11-05T20:01:38.097Z,2022-11-06T08:27:55Z,3897294611,56,Back,3897294619,213,0.2,3897294613,140,45.5,3897294615,141,79.8,3897294617,212,16.6,3898172979,178,,,,,,,,5jrt4as7f9xt1i1enj2dxx65m,S. Abdul Samed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482252853,1324,67,1,1,32,75qj99fhg5c0ztj2tva5u4uii,1,49.7,20.3,2022-11-05T20:01:39.313Z,2022-11-06T08:27:54Z,3898278985,233,1694,,,,,,,,,,,,,,,,,,,,,,akczqgcekziai0uuirql1enrp,I. Amadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482252851,1694,67,1,1,32,3xedluek08t2ka7oypwuullcn,0,50.3,79.7,2022-11-05T20:01:39.314Z,2022-11-06T08:27:54Z,3898278993,233,1324,,,,,,,,,,,,,,,,,,,,,,7h28voyog9dhvitn6hj1omhh,W. Saïd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073991,26,8,1,1,32,75qj99fhg5c0ztj2tva5u4uii,1,50.2,20.4,2022-11-05T20:01:39.331Z,2022-11-06T08:27:54Z,3897294575,56,Right,3898173101,178,,3897703187,384,,,,,,,,,,,,,,,,,akczqgcekziai0uuirql1enrp,I. Amadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073999,27,49,1,1,33,75qj99fhg5c0ztj2tva5u4uii,1,62.2,15.6,2022-11-05T20:01:40.811Z,2022-11-06T08:27:53Z,,,,,,,,,,,,,,,,,,,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074015,28,1,1,1,35,75qj99fhg5c0ztj2tva5u4uii,1,64.8,4.2,2022-11-05T20:01:42.538Z,2022-11-06T08:27:52Z,3897294723,56,Right,3897294725,140,73.7,3897294727,141,18.2,3897294731,213,0.8,3897294729,212,13.3,3898173247,178,,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074023,29,1,1,1,36,75qj99fhg5c0ztj2tva5u4uii,0,71.6,11.6,2022-11-05T20:01:43.942Z,2022-11-06T08:27:51Z,3897294813,141,2.2,3898173403,178,,3897294809,56,Right,3897294815,212,15.5,3897294817,213,5.9,3897294811,140,85.0,,,,,,,bqq4tqw6tp68c1fya04onf6c5,A. Hunou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074025,16,49,1,1,39,3xedluek08t2ka7oypwuullcn,1,12.6,98.4,2022-11-05T20:01:47.026Z,2022-11-06T08:27:51Z,,,,,,,,,,,,,,,,,,,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074067,17,1,1,1,40,3xedluek08t2ka7oypwuullcn,1,11.6,97.3,2022-11-05T20:01:47.893Z,2022-11-06T08:27:50Z,3897295191,213,5.0,3897295187,141,83.7,3898173687,178,,3897295183,56,Back,3897295185,140,14.5,3897295189,212,9.7,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074115,18,1,1,1,46,3xedluek08t2ka7oypwuullcn,1,20.1,66.7,2022-11-05T20:01:53.589Z,2022-11-06T08:27:49Z,3898173753,178,,3897295561,213,4.7,3897295559,212,15.4,3897295557,141,44.1,3897295553,56,Back,3897295555,140,19.2,,,,,,,4ezld812zytvbokz97jwycgkp,K. Danso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074127,19,1,1,1,49,3xedluek08t2ka7oypwuullcn,1,20.6,41.6,2022-11-05T20:01:56.980Z,2022-11-06T08:27:48Z,3897295657,56,Back,3897295665,213,1.4,3897295663,212,13.3,3897295661,141,60.9,3897295659,140,22.9,3898173851,178,,,,,,,,4t4u4725escxjm2gwz5e7lpsl,J. Gradit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074183,20,1,1,1,57,3xedluek08t2ka7oypwuullcn,1,30.3,53.9,2022-11-05T20:02:04.885Z,2022-11-06T08:27:45Z,3898174049,178,,3897296017,212,16.3,3897296011,56,Back,3897296013,140,32.8,3897296015,141,77.6,3897296019,213,1.4,,,,,,,4ezld812zytvbokz97jwycgkp,K. Danso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074209,21,1,1,2,2,3xedluek08t2ka7oypwuullcn,1,44.6,81.4,2022-11-05T20:02:09.215Z,2022-11-06T08:27:44Z,3897296175,140,59.5,3897296173,56,Left,3897296181,213,6.2,3897296177,141,80.1,3898174159,178,,3897296179,212,15.7,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074239,22,1,1,2,5,3xedluek08t2ka7oypwuullcn,1,64.2,70.4,2022-11-05T20:02:12.918Z,2022-11-06T08:27:42Z,3897296403,212,45.0,3897296405,213,5.3,3897296399,140,89.3,3897296407,1,,3898174255,178,,3897296401,141,16.7,3897296395,155,,3897296397,56,Right,3h62hv3ksrnl7n7di2b080y51,S. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
