id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2476113539,8,6,1,0,11,z1wbqtd0fz5t5eezjvrbld3h,1,88.2,78.4,2022-10-23T11:00:51.454Z,2022-10-23T18:08:39Z,3865839117,233,7,3865839069,56,Center,3865839071,73,,,,,,,,,,,,,,,,,9b7iei751ersl6ny0o0k8gn3d,M. Terrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113953,9,1,1,0,45,z1wbqtd0fz5t5eezjvrbld3h,1,99.5,99.5,2022-10-23T11:01:25.420Z,2022-10-23T20:33:56Z,3865840879,155,,3865840875,2,,3865840877,6,,3865840891,213,4.4,3865842605,154,,3865840883,56,Center,3865842603,210,15,3865840889,212,30.3,draibw1vui84ciizu30az81jp,B. Bourigeaud,1,3865840887,141,56.6,3865840881,223,3865840885,140,91.8,3868064613,178,3866496553,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114329,18,44,1,0,46,z1wbqtd0fz5t5eezjvrbld3h,1,95.5,55.7,2022-10-23T11:01:26.775Z,2022-10-23T20:33:57Z,3865842755,56,Center,3865842757,286,,3865842789,233,8,,,,,,,,,,,,,,,,ayx2iydekv69471d92zmpbbze,C. Wooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113885,8,44,1,0,46,75qj99fhg5c0ztj2tva5u4uii,0,4.5,44.3,2022-10-23T11:01:26.776Z,2022-10-23T20:33:57Z,3865842829,233,18,3865840593,285,,3865840591,56,Back,,,,,,,,,,,,,,,,akczqgcekziai0uuirql1enrp,I. Amadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113957,10,15,1,0,46,z1wbqtd0fz5t5eezjvrbld3h,1,93.3,53.4,2022-10-23T11:01:26.809Z,2022-10-23T20:33:57Z,3865842649,147,54.3,3865840915,17,,3865840917,56,Center,3865842395,233,9,3868066319,388,,3865842637,154,,3865842635,29,,3865842367,25,,ayx2iydekv69471d92zmpbbze,C. Wooh,,3865842633,78,,3865842651,230,3865842645,103,19,3865842647,146,3865842653,231,98.1,94.2,51,3865842639,55,9,3865842375,82,3865842373,328,3865842369,15,3865842643,102,48.7,,,,,,,,,,,,,
2476113887,9,10,1,0,46,75qj99fhg5c0ztj2tva5u4uii,1,5.9,44,2022-10-23T11:01:26.862Z,2022-10-23T21:47:10Z,3868066727,15,,3868066725,178,,3865842413,233,10,3865840595,56,Back,3865841103,94,,,,,,,,,,,akczqgcekziai0uuirql1enrp,I. Amadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113889,10,6,1,0,47,75qj99fhg5c0ztj2tva5u4uii,0,3.3,41.3,2022-10-23T11:01:27.888Z,2022-10-23T18:09:26Z,3865986049,233,11,3865840607,73,,3865840605,56,Back,,,,,,,,,,,,,,,,akczqgcekziai0uuirql1enrp,I. Amadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113965,11,6,1,0,47,z1wbqtd0fz5t5eezjvrbld3h,1,96.7,58.7,2022-10-23T11:01:27.888Z,2022-10-23T18:09:25Z,3865840951,73,,3865986021,233,10,3865840949,56,Center,,,,,,,,,,,,,,,,ayx2iydekv69471d92zmpbbze,C. Wooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114089,12,1,1,1,9,z1wbqtd0fz5t5eezjvrbld3h,1,99.5,99.5,2022-10-23T11:01:49.555Z,2022-10-23T18:09:31Z,3865841537,213,3.8,3865841535,212,39.4,3865841531,140,70.2,3865841539,1,,3868067697,178,,3865841529,56,Center,3865841533,141,63.3,3865841527,6,,draibw1vui84ciizu30az81jp,B. Bourigeaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114125,13,1,1,1,11,z1wbqtd0fz5t5eezjvrbld3h,1,72.9,72.7,2022-10-23T11:01:52.082Z,2022-10-23T20:33:56Z,3865841683,140,62.6,3868562925,1,,3865841685,141,26.4,3868067991,178,,3865841681,56,Center,3865841687,212,33.3,3865841689,213,4.4,,,,c7xltzkcj4u5qmw4j1e9gxmmt,Xeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114153,14,1,1,1,14,z1wbqtd0fz5t5eezjvrbld3h,1,62.6,41,2022-10-23T11:01:54.783Z,2022-10-23T20:33:55Z,3865841839,140,31.1,3865841843,141,50.1,3865841849,1,,3868068407,178,,3865841847,213,3.0,3865841845,212,33.6,3865841833,56,Back,,,,92qqdiryqd8juqdjq8585476y,A. Truffert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114177,15,1,1,1,19,z1wbqtd0fz5t5eezjvrbld3h,0,30.8,52.3,2022-10-23T11:01:59.497Z,2022-10-23T20:33:54Z,3865841959,155,,3865841965,141,72.9,3865841961,56,Center,3865841967,212,51.7,3865841969,213,0.3,3865841963,140,78.2,3865841971,1,,3868068659,178,,cym4wbw14zw1jh4jsp3sbyk0l,S. Mandanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114205,11,1,1,1,22,75qj99fhg5c0ztj2tva5u4uii,0,23.3,32.8,2022-10-23T11:02:02.388Z,2022-10-23T20:33:54Z,3865842135,141,4.9,3865842131,56,Back,3865842137,212,24.7,3868068959,388,,3865842139,213,5.4,3865842133,140,38.3,3865842129,3,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114219,16,1,1,1,24,z1wbqtd0fz5t5eezjvrbld3h,0,61.5,92,2022-10-23T11:02:05.135Z,2022-10-23T20:33:54Z,3865842197,3,,3865842203,141,100.0,3865842199,56,Left,3868069371,388,,3865842201,140,70.2,3865842205,212,11.4,3865842207,213,0.6,,,,92qqdiryqd8juqdjq8585476y,A. Truffert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114347,12,5,1,1,26,75qj99fhg5c0ztj2tva5u4uii,1,33,-1.6,2022-10-23T11:02:06.807Z,2022-10-23T18:09:58Z,3865842861,233,17,3865842839,347,,3865842837,56,Back,,,,,,,,,,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114225,17,5,1,1,26,z1wbqtd0fz5t5eezjvrbld3h,0,67,101.6,2022-10-23T11:02:06.807Z,2022-10-23T18:09:58Z,3865842223,56,Left,3865842873,233,12,3865842225,347,,,,,,,,,,,,,,,,,92qqdiryqd8juqdjq8585476y,A. Truffert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114403,13,1,1,1,40,75qj99fhg5c0ztj2tva5u4uii,0,35.8,0,2022-10-23T11:02:21.272Z,2022-10-23T20:33:53Z,3865843087,107,,3865843089,56,Center,3865843093,141,22.2,3865843099,1,,3865843097,213,0.4,3865843091,140,70.7,3865843095,212,40.1,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114413,19,49,1,1,46,z1wbqtd0fz5t5eezjvrbld3h,1,22.2,83.1,2022-10-23T11:02:26.969Z,2022-10-23T20:33:53Z,,,,,,,,,,,,,,,,,,,,,,,,,ayx2iydekv69471d92zmpbbze,C. Wooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114481,20,1,1,1,50,z1wbqtd0fz5t5eezjvrbld3h,1,20.5,61.2,2022-10-23T11:02:30.740Z,2022-10-23T20:33:52Z,3868070979,178,,3865843413,212,16.4,3865843409,140,29.0,3865843411,141,81.4,3865843415,213,1.0,3865843407,56,Back,,,,,,,ayx2iydekv69471d92zmpbbze,C. Wooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114511,21,1,1,1,52,z1wbqtd0fz5t5eezjvrbld3h,1,25.6,83.5,2022-10-23T11:02:33.035Z,2022-10-23T20:33:51Z,3865843563,212,14.2,3868071385,178,,3865843557,56,Back,3865843559,140,36.9,3865843561,141,95.1,3865843565,213,0.6,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114541,22,1,1,1,54,z1wbqtd0fz5t5eezjvrbld3h,1,36.4,99.1,2022-10-23T11:02:34.986Z,2022-10-23T20:33:50Z,3865843749,141,83.0,3865843753,213,4.1,3865843745,56,Back,3865843747,140,29.0,3868071867,178,,3865843751,212,13.4,,,,,,,92qqdiryqd8juqdjq8585476y,A. Truffert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114587,23,1,1,1,57,z1wbqtd0fz5t5eezjvrbld3h,1,22.6,85.4,2022-10-23T11:02:37.699Z,2022-10-23T20:33:50Z,3865843991,213,4.7,3868072053,178,,3865843983,56,Back,3865843989,212,18.3,3865843985,140,21.7,3865843987,141,58.5,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114665,24,1,1,2,0,z1wbqtd0fz5t5eezjvrbld3h,1,22.6,52.8,2022-10-23T11:02:40.614Z,2022-10-23T20:33:49Z,3865844369,141,63.9,3865844373,213,0.6,3868072337,178,,3865844365,56,Back,3865844367,140,32.3,3865844371,212,12.7,,,,,,,ayx2iydekv69471d92zmpbbze,C. Wooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114681,25,1,1,2,3,z1wbqtd0fz5t5eezjvrbld3h,1,31.5,62.4,2022-10-23T11:02:43.636Z,2022-10-23T20:33:48Z,3865844469,213,1.2,3868072695,178,,3865844467,212,19.4,3865844465,141,88.6,3865844461,56,Back,3865844463,140,38.8,,,,,,,c7xltzkcj4u5qmw4j1e9gxmmt,Xeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114727,26,1,1,2,6,z1wbqtd0fz5t5eezjvrbld3h,0,36.1,86.6,2022-10-23T11:02:46.520Z,2022-10-23T20:33:47Z,3868072949,178,,3865844703,56,Left,3865844721,1,,3865844711,141,100.0,3865844715,212,50.4,3865844717,213,0.2,3865844707,140,83.1,3865844699,155,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114853,14,5,1,2,11,75qj99fhg5c0ztj2tva5u4uii,1,18.1,-1.6,2022-10-23T11:02:52.042Z,2022-10-23T18:10:45Z,3865845321,56,Back,3865845325,233,27,3865845323,347,,,,,,,,,,,,,,,,,akczqgcekziai0uuirql1enrp,I. Amadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114733,27,5,1,2,11,z1wbqtd0fz5t5eezjvrbld3h,0,81.9,101.6,2022-10-23T11:02:52.042Z,2022-10-23T18:10:46Z,3865844743,347,,3865845333,233,14,3865844741,56,Left,,,,,,,,,,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114875,15,1,1,2,21,75qj99fhg5c0ztj2tva5u4uii,1,19.5,0,2022-10-23T11:03:02.172Z,2022-10-23T20:33:47Z,3865845463,56,Back,3865845471,213,2.7,3865845465,140,6.7,3865845461,107,,3865845467,141,8.5,3865845469,212,15.1,,,,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114881,16,1,1,2,24,75qj99fhg5c0ztj2tva5u4uii,0,6.1,11,2022-10-23T11:03:05.091Z,2022-10-23T20:33:46Z,3865845507,212,3.0,3865845505,141,8.2,3865845501,56,Back,3865845639,286,,3865845509,213,5.6,3865845635,233,28,3868073917,178,,3865845503,140,8.3,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,3865845633,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114907,28,74,1,2,24,z1wbqtd0fz5t5eezjvrbld3h,1,93.2,88.9,2022-10-23T11:03:05.176Z,2022-10-23T20:33:46Z,3865845603,56,Left,3865845605,285,,3865845687,233,16,3868074275,178,,,,,,,,,,,,,,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114905,17,56,1,2,26,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-10-23T11:03:06.792Z,2022-10-23T20:33:45Z,3865845599,56,Back,,,,,,,,,,,,,,,,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114937,18,5,1,2,26,75qj99fhg5c0ztj2tva5u4uii,1,-0.8,16,2022-10-23T11:03:07.131Z,2022-10-23T18:11:08Z,3865845705,233,29,3865845697,56,Back,3865845699,346,,,,,,,,,,,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114921,29,5,1,2,26,z1wbqtd0fz5t5eezjvrbld3h,0,100.8,84,2022-10-23T11:03:07.131Z,2022-10-23T18:11:09Z,3865845657,56,Left,3865845711,233,18,3865845659,346,,,,,,,,,,,,,,,,,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476115155,19,1,1,2,46,75qj99fhg5c0ztj2tva5u4uii,0,5.7,50.3,2022-10-23T11:03:26.773Z,2022-10-23T20:35:12Z,3865846807,141,74.8,3865846815,74,,3865846801,155,,3865846805,140,71.7,3865846811,213,0.2,3865846809,212,71.3,3865846799,124,,3865846803,56,Center,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,3865846813,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476115149,30,49,1,2,51,z1wbqtd0fz5t5eezjvrbld3h,1,29.2,15.9,2022-10-23T11:03:31.379Z,2022-10-23T20:33:45Z,,,,,,,,,,,,,,,,,,,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476115217,31,1,1,2,53,z1wbqtd0fz5t5eezjvrbld3h,1,20.2,18,2022-10-23T11:03:33.845Z,2022-10-23T20:33:44Z,3865847127,140,22.0,3868076647,178,,3865847125,56,Back,3865847129,141,60.0,3865847133,213,1.5,3865847131,212,28.6,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476115269,32,1,1,2,57,z1wbqtd0fz5t5eezjvrbld3h,1,21.6,48.7,2022-10-23T11:03:38.178Z,2022-10-23T20:33:44Z,3865847395,212,26.9,3865847391,140,32.3,3865847397,213,5.1,3868077215,178,,3865847389,56,Back,3865847393,141,12.8,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476115301,33,1,1,3,2,z1wbqtd0fz5t5eezjvrbld3h,1,38.7,8.1,2022-10-23T11:03:43.178Z,2022-10-23T20:33:42Z,3865847543,56,Back,3868077609,178,,3865847551,213,2.2,3865847545,140,29.0,3865847547,141,29.7,3865847549,212,17.9,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476115339,34,1,1,3,5,z1wbqtd0fz5t5eezjvrbld3h,1,28.1,29.4,2022-10-23T11:03:45.997Z,2022-10-23T20:33:42Z,3865847717,213,1.5,3865847711,140,29.8,3865847715,212,27.3,3865847709,56,Back,3868077967,178,,3865847713,141,69.4,,,,,,,ayx2iydekv69471d92zmpbbze,C. Wooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
