id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2509909387,478,1,1,41,44,z1wbqtd0fz5t5eezjvrbld3h,1,20.6,68.3,2023-02-19T14:41:50.441Z,2023-02-19T22:45:12Z,4043761933,140,8.4,4045005751,178,,4043761931,56,Back,4043761935,141,48.5,4043761937,212,18.6,4043761939,213,4.0,,,,,,,47bjfjrtjv3uv5lnguc2ycg0k,J. Belocian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509909463,479,1,1,41,48,z1wbqtd0fz5t5eezjvrbld3h,1,10.4,41.5,2023-02-19T14:41:54.399Z,2023-02-19T22:45:11Z,4043762307,56,Back,4043762309,140,23.7,4045006097,178,,4043762311,141,46.7,4043762315,213,0.2,4043762313,212,14.4,,,,,,,cym4wbw14zw1jh4jsp3sbyk0l,S. Mandanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509909471,480,1,1,41,50,z1wbqtd0fz5t5eezjvrbld3h,0,22.7,43.3,2023-02-19T14:41:56.618Z,2023-02-19T22:45:10Z,4043762347,155,,4045006361,178,,4043762357,212,27.4,4043762359,213,5.9,4043762353,140,46.9,4043762355,141,28.3,4043762351,56,Back,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509909499,310,8,1,41,51,17o35s8assv3kamxowzz77k4r,1,53.7,73.1,2023-02-19T14:41:58.287Z,2023-02-19T22:45:10Z,4043762515,56,Center,4043762565,15,,4045006811,388,,4044678375,385,,,,,,,,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509909637,481,4,1,41,53,z1wbqtd0fz5t5eezjvrbld3h,1,49.2,29.3,2023-02-19T14:42:00.095Z,2023-02-19T22:45:09Z,4043763601,233,312,4043763267,13,,4043763269,294,,4043763273,152,,4043763271,56,Back,4043763533,286,,,,,,,,draibw1vui84ciizu30az81jp,B. Bourigeaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509909613,312,4,1,41,53,17o35s8assv3kamxowzz77k4r,0,50.8,70.7,2023-02-19T14:42:00.096Z,2023-02-19T22:45:09Z,4043763649,233,481,4043763121,285,,4043763117,56,Center,4043763119,152,,4043763113,13,,4045007287,178,,4043763115,294,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509909607,311,43,1,41,55,17o35s8assv3kamxowzz77k4r,1,0,0,2023-02-19T14:42:01.609Z,2023-02-19T14:42:11Z,4043763079,56,Center,4043763565,144,44,4043763081,286,0,,,,,,,,,,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910165,482,1,1,42,26,z1wbqtd0fz5t5eezjvrbld3h,1,49.9,30.5,2023-02-19T14:42:33.298Z,2023-02-19T22:45:08Z,4043766023,212,5.6,4043766021,141,23.0,4043766025,213,5.1,4043766017,56,Center,4043766019,140,52.1,4045007471,178,,4043766013,5,,4043766015,152,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910247,483,1,1,42,32,z1wbqtd0fz5t5eezjvrbld3h,1,58.3,38.6,2023-02-19T14:42:39.231Z,2023-02-19T22:45:05Z,4043766507,212,29.4,4043766509,213,1.4,4043766503,140,61.7,4045021123,178,,4043766501,56,Left,4043766505,141,81.5,,,,,,,3hd9nxdb54zn4fhbf7qa7x0q1,L. Majer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910297,484,1,1,42,36,z1wbqtd0fz5t5eezjvrbld3h,1,61.9,81,2023-02-19T14:42:42.685Z,2023-02-19T22:45:05Z,4043766735,213,5.0,4043766731,141,70.0,4043766733,212,7.7,4045021369,178,,4043766729,140,63.7,4043766727,56,Center,,,,,,,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910321,485,1,1,42,38,z1wbqtd0fz5t5eezjvrbld3h,1,62.4,71,2023-02-19T14:42:45.287Z,2023-02-19T22:45:03Z,4043766863,140,71.4,4043766861,56,Left,4045021737,178,,4043766875,213,0.6,4043766871,212,11.6,4043766867,141,80.9,,,,,,,3hd9nxdb54zn4fhbf7qa7x0q1,L. Majer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910377,486,1,1,42,40,z1wbqtd0fz5t5eezjvrbld3h,1,69.4,77.5,2023-02-19T14:42:46.372Z,2023-02-19T22:45:02Z,4043767115,56,Center,4045022041,178,,4043767119,141,68.5,4043767117,140,70.0,4043767121,212,6.2,4043767123,213,4.8,,,,,,,dzv5f93w5fsnfzohaev6e3rx0,D. Doué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910459,487,1,1,42,42,z1wbqtd0fz5t5eezjvrbld3h,1,74.5,65.5,2023-02-19T14:42:49.291Z,2023-02-19T22:44:59Z,4043767501,141,88.1,4043767505,213,1.0,4043767499,140,84.2,4043767503,212,18.4,4043767497,56,Left,4045022625,178,,,,,,,,3hd9nxdb54zn4fhbf7qa7x0q1,L. Majer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910505,488,1,1,42,46,z1wbqtd0fz5t5eezjvrbld3h,1,83.8,90.3,2023-02-19T14:42:53.213Z,2023-02-19T22:44:57Z,4043767675,140,72.1,4043767681,213,3.1,4043767673,56,Left,4043767679,212,12.3,4045023079,178,,4043767677,141,91.4,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910543,489,1,1,42,48,z1wbqtd0fz5t5eezjvrbld3h,1,75.4,91.5,2023-02-19T14:42:55.053Z,2023-02-19T22:44:56Z,4043767853,141,98.0,4043767851,140,82.0,4043767855,212,8.2,4043767849,56,Left,4043767859,213,0.6,4045023397,178,,,,,,,,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910607,490,1,1,42,49,z1wbqtd0fz5t5eezjvrbld3h,1,81.4,94.3,2023-02-19T14:42:56.236Z,2023-02-19T22:44:55Z,4043768143,212,9.7,4043768137,56,Left,4043768141,141,82.7,4045023667,178,,4043768145,213,4.1,4043768139,140,76.1,,,,,,,3hd9nxdb54zn4fhbf7qa7x0q1,L. Majer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910629,491,1,1,42,52,z1wbqtd0fz5t5eezjvrbld3h,1,79.7,85.7,2023-02-19T14:42:59.057Z,2023-02-19T22:44:54Z,4043768233,140,82.6,4043768235,141,94.4,4043768231,56,Left,4043768239,213,1.1,4045024051,178,,4043768237,212,6.7,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910649,492,1,1,42,53,z1wbqtd0fz5t5eezjvrbld3h,1,83.9,94.3,2023-02-19T14:43:00.055Z,2023-02-19T22:44:54Z,4043768327,140,71.2,4043768329,141,92.4,4043768333,213,3.2,4043768325,56,Left,4043768331,212,13.4,4045024555,178,,,,,,,,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910693,493,1,1,42,55,z1wbqtd0fz5t5eezjvrbld3h,0,76.3,90.8,2023-02-19T14:43:02.347Z,2023-02-19T22:44:52Z,4043768517,213,5.2,4043768505,2,,4043768513,141,51.5,4043768511,140,89.2,4043768507,155,,4043768509,56,Center,4045024773,178,,4044680869,224,,3hd9nxdb54zn4fhbf7qa7x0q1,L. Majer,4044680871,72,,4043768515,212,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910739,313,61,1,42,57,17o35s8assv3kamxowzz77k4r,1,11,47.1,2023-02-19T14:43:03.706Z,2023-02-19T22:44:52Z,4043768759,56,Back,4045025629,178,,4045025627,21,,,,,,,,,,,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910731,494,15,1,42,59,z1wbqtd0fz5t5eezjvrbld3h,1,82.9,46.8,2023-02-19T14:43:05.920Z,2023-02-19T22:44:51Z,4043770387,328,,4043770379,76,,4043768707,56,Center,4043769863,18,,4043772009,233,314,4043768703,22,,4043770381,102,53.2,4043770391,458,,dw9fzixumboknmucqgqffurmy,A. Kalimuendo,4043770383,103,7.6,4043770393,146,97.7,4043769859,20,4043770385,215,,4043770395,147,48.9,,,4043779201,133,,4045026061,178,,,,,,,,,,,,,,,,,
2509910771,314,10,1,43,0,17o35s8assv3kamxowzz77k4r,1,3,49.9,2023-02-19T14:43:06.928Z,2023-02-19T22:44:51Z,4043772045,233,494,4043768929,182,,4043771953,179,,4044684519,376,,4043768931,56,Back,4043768923,173,,,,,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910793,315,49,1,43,3,17o35s8assv3kamxowzz77k4r,1,3,17.2,2023-02-19T14:43:10.234Z,2023-02-19T22:44:50Z,,,,,,,,,,,,,,,,,,,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910813,316,1,1,43,5,17o35s8assv3kamxowzz77k4r,1,1.1,15.7,2023-02-19T14:43:11.373Z,2023-02-19T22:44:49Z,4045027009,178,,4043769147,140,6.0,4043769149,141,21.8,4043769151,212,6.6,4043769153,213,0.7,4043769145,56,Back,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509910919,317,1,1,43,5,17o35s8assv3kamxowzz77k4r,1,3.8,23.4,2023-02-19T14:43:12.141Z,2023-02-19T22:44:48Z,4045027211,178,,4043769677,141,2.3,4043769679,212,18.2,4043769669,56,Back,4043769681,213,5.4,4043769673,140,14.5,,,,,,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911011,318,1,1,43,10,17o35s8assv3kamxowzz77k4r,1,9.7,9,2023-02-19T14:43:16.785Z,2023-02-19T22:44:47Z,4043770169,56,Back,4043770177,213,0.9,4043770167,155,,4043770171,140,27.3,4045027377,178,,4043770175,212,29.7,4043770173,141,43.1,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911017,319,61,1,43,14,17o35s8assv3kamxowzz77k4r,0,34.8,29.6,2023-02-19T14:43:20.915Z,2023-02-19T22:44:45Z,4043770201,56,Back,4045027907,178,,,,,,,,,,,,,,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911089,495,61,1,43,15,z1wbqtd0fz5t5eezjvrbld3h,0,57.9,75.2,2023-02-19T14:43:21.872Z,2023-02-19T22:44:45Z,4043770543,56,Center,4045028703,178,,,,,,,,,,,,,,,,,,,,dw9fzixumboknmucqgqffurmy,A. Kalimuendo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911137,320,1,1,43,16,17o35s8assv3kamxowzz77k4r,1,48.8,24,2023-02-19T14:43:22.890Z,2023-02-19T22:44:44Z,4043770763,56,Right,4043770765,140,78.3,4045029091,389,,4043770771,213,5.9,4045331421,1,,4043770767,141,5.0,4043770769,212,33.6,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911189,321,1,1,43,21,17o35s8assv3kamxowzz77k4r,1,75.2,3.5,2023-02-19T14:43:27.778Z,2023-02-19T22:44:43Z,4043771011,140,92.1,4043771027,1,,4043771013,141,61.8,4043771005,2,,4043771017,212,43.4,4043771023,213,1.1,4044685819,20,,4045029451,178,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,4044685817,224,,4043771579,210,13,4043771581,154,4043771009,56,Center,4043771007,155,,,1,,,,,,,,,,,,,,,,,,,,,,
2509911199,322,13,1,43,23,17o35s8assv3kamxowzz77k4r,1,90.8,56.9,2023-02-19T14:43:29.773Z,2023-02-19T22:44:43Z,4043771613,146,98.2,4043771605,102,60.5,4043771595,73,,4043771619,231,51.3,4043771597,29,,4043771043,22,,4045029787,388,,4043771205,153,,7hn66gfq3xw08afo501l9x5as,A. Maurer,4043771199,328,,4043771193,15,,4043771045,17,4043771617,230,98.8,4043771601,55,321,,,4043771615,147,57.9,4043771599,154,4043771047,56,Center,4043771609,103,30.6,,,,,,,,,,,
2509911211,496,52,1,43,26,z1wbqtd0fz5t5eezjvrbld3h,1,1.3,39.7,2023-02-19T14:43:32.456Z,2023-02-19T22:44:42Z,4044687237,378,,4045029979,178,,,,,,,,,,,,,,,,,,,,cym4wbw14zw1jh4jsp3sbyk0l,S. Mandanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911361,497,1,1,43,27,z1wbqtd0fz5t5eezjvrbld3h,0,6.7,35.3,2023-02-19T14:43:33.457Z,2023-02-19T22:44:42Z,4043774551,189,,4045030163,178,,4043771999,56,Back,4043771997,123,,4043772001,140,34.9,4043772005,212,30.5,4043772003,141,45.8,4043772007,213,0.2,cym4wbw14zw1jh4jsp3sbyk0l,S. Mandanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911407,323,61,1,43,35,17o35s8assv3kamxowzz77k4r,1,64.9,94.5,2023-02-19T14:43:41.706Z,2023-02-19T22:44:41Z,4045030239,178,,4043772859,189,,4043772213,56,Left,,,,,,,,,,,,,,,,7hn66gfq3xw08afo501l9x5as,A. Maurer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911437,324,49,1,43,37,17o35s8assv3kamxowzz77k4r,1,78.8,86.1,2023-02-19T14:43:43.631Z,2023-02-19T22:44:41Z,,,,,,,,,,,,,,,,,,,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911461,325,50,1,43,39,17o35s8assv3kamxowzz77k4r,1,83.3,99.7,2023-02-19T14:43:45.962Z,2023-02-19T22:44:39Z,4043772413,56,Left,4043772527,233,498,4043772417,286,,,,,,,,,,,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911467,498,7,1,43,39,z1wbqtd0fz5t5eezjvrbld3h,0,16.7,0.3,2023-02-19T14:43:46.082Z,2023-02-19T22:44:39Z,4044688031,385,,4045031323,178,,4043772455,233,325,4043772427,285,,4043772425,56,Back,,,,,,,,,,bamobogg0wjnxd43nxunt3h4a,W. Omari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911551,326,5,1,43,42,17o35s8assv3kamxowzz77k4r,1,80.3,101.5,2023-02-19T14:43:48.916Z,2023-02-19T20:22:26Z,4043772831,347,,4043773801,233,499,4043772829,56,Left,,,,,,,,,,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911719,499,5,1,43,42,z1wbqtd0fz5t5eezjvrbld3h,0,19.7,-1.5,2023-02-19T14:43:48.916Z,2023-02-19T20:22:25Z,4043773677,347,,4043773675,56,Back,4043773821,233,326,,,,,,,,,,,,,,,,bamobogg0wjnxd43nxunt3h4a,W. Omari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911727,327,1,1,43,48,17o35s8assv3kamxowzz77k4r,1,76.4,100,2023-02-19T14:43:54.540Z,2023-02-19T22:44:38Z,4043773713,140,58.5,4043773709,107,,4043773715,141,90.6,4043773717,212,20.1,4043773711,56,Left,4043773719,213,3.5,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911799,328,1,1,43,51,17o35s8assv3kamxowzz77k4r,1,62.8,92.6,2023-02-19T14:43:57.699Z,2023-02-19T22:44:37Z,4043774097,213,3.9,4043774089,56,Back,4045032315,178,,4043774093,141,58.2,4045331211,1,,4043774095,212,35.4,4043774091,140,37.5,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911829,329,1,1,43,54,17o35s8assv3kamxowzz77k4r,1,41.8,67.2,2023-02-19T14:44:01.251Z,2023-02-19T22:44:36Z,4043774263,141,26.8,4045032589,178,,4043774259,56,Back,4043774267,213,4.8,4043774261,140,44.1,4043774265,212,27.6,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911893,330,1,1,43,58,17o35s8assv3kamxowzz77k4r,1,45.1,24.9,2023-02-19T14:44:04.448Z,2023-02-19T22:44:35Z,4043774573,213,5.7,4043774565,56,Right,4043774571,212,26.6,4045032765,178,,4043774569,141,3.1,4043774567,140,66.1,,,,,,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509911955,331,1,1,44,2,17o35s8assv3kamxowzz77k4r,1,71.4,11.3,2023-02-19T14:44:08.698Z,2023-02-19T22:44:33Z,4043774827,140,68.9,4043774829,141,14.9,4045032985,178,,4043774825,56,Right,4043774833,213,2.4,4043774831,212,3.6,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509912075,332,1,1,44,5,17o35s8assv3kamxowzz77k4r,1,72.4,26.8,2023-02-19T14:44:11.569Z,2023-02-19T23:05:30Z,4043775421,141,55.8,4043775417,56,Center,4043775419,140,95.8,4043776741,210,13,4043775423,212,31.5,4043776743,154,,4043775425,213,0.7,4045033255,178,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,4043775415,155,,4044689461,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2509912079,333,13,1,44,6,17o35s8assv3kamxowzz77k4r,1,94.1,54.6,2023-02-19T14:44:13.328Z,2023-02-19T23:05:30Z,4043776301,15,,4043775445,56,Center,4043776303,17,,4043776775,103,62.5,4043776765,29,,4043776307,328,,4043775441,22,,4043776781,231,51.1,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,4043776773,102,48.6,4043776763,74,,4045033651,388,4043776769,55,332,4043776779,230,99.3,,,4043776777,214,,4043776767,154,,,,,,,,,,,,,,,,,
2509912095,334,5,1,44,8,17o35s8assv3kamxowzz77k4r,0,101.2,50.7,2023-02-19T14:44:15.165Z,2023-02-19T20:23:09Z,4043775519,56,Center,4043775573,233,500,4043775521,346,,,,,,,,,,,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509912025,500,5,1,44,8,z1wbqtd0fz5t5eezjvrbld3h,1,-1.2,49.3,2023-02-19T14:44:15.165Z,2023-02-19T20:23:10Z,4043775551,233,334,4043775161,56,Back,4043775165,346,,,,,,,,,,,,,,,,,bamobogg0wjnxd43nxunt3h4a,W. Omari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509912777,501,1,1,44,49,z1wbqtd0fz5t5eezjvrbld3h,0,5.4,55.8,2023-02-19T14:44:55.579Z,2023-02-19T22:44:32Z,4043779013,56,Left,4043779011,124,,4043779015,140,62.0,4043779023,1,,4043779019,212,62.1,4043779017,141,82.4,4043779021,213,0.3,4043779025,74,,cym4wbw14zw1jh4jsp3sbyk0l,S. Mandanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509912807,335,1,1,44,52,17o35s8assv3kamxowzz77k4r,0,42.6,16.7,2023-02-19T14:44:58.839Z,2023-02-19T22:44:31Z,4043779135,3,,4043779145,213,0.2,4043779141,141,19.1,4043779139,140,50.7,4045034315,388,,4043779137,56,Right,4043779143,212,8.7,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509912853,502,1,1,44,54,z1wbqtd0fz5t5eezjvrbld3h,0,49.6,91.4,2023-02-19T14:45:00.432Z,2023-02-19T22:44:31Z,4043779363,56,Left,4045034607,388,,4043779365,140,69.4,4043779361,3,,4043779375,213,6.0,4043779371,212,21.7,4043779369,141,82.4,,,,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509912903,336,1,1,44,55,17o35s8assv3kamxowzz77k4r,1,36.3,17.1,2023-02-19T14:45:02.032Z,2023-02-19T22:44:30Z,4043779619,56,Back,4043779617,3,,4045034937,388,,4043779625,212,7.8,4043779621,140,41.5,4043779623,141,25.3,4043779627,213,0.8,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509912941,337,1,1,44,56,17o35s8assv3kamxowzz77k4r,1,42.6,24.6,2023-02-19T14:45:02.862Z,2023-02-19T22:44:30Z,4045035609,178,,4043779797,141,17.7,4043779801,213,4.1,4043779799,212,5.7,4043779793,56,Back,4043779791,3,,4043779795,140,39.5,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509912945,338,49,1,44,58,17o35s8assv3kamxowzz77k4r,1,42.4,16.8,2023-02-19T14:45:04.435Z,2023-02-19T22:44:29Z,,,,,,,,,,,,,,,,,,,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509912975,339,1,1,44,58,17o35s8assv3kamxowzz77k4r,1,42.4,15.6,2023-02-19T14:45:04.613Z,2023-02-19T22:44:29Z,4043779977,140,42.1,4043779979,141,4.9,4043779981,212,7.3,4043779975,56,Back,4043779983,213,4.7,4045036249,178,,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509913029,340,1,1,45,0,17o35s8assv3kamxowzz77k4r,1,44.6,2.4,2023-02-19T14:45:06.537Z,2023-02-19T22:44:28Z,4043780307,212,17.1,4043780309,213,2.8,4043780301,56,Back,4043780305,141,10.1,4045036797,178,,4043780303,140,29.1,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509913093,341,1,1,45,4,17o35s8assv3kamxowzz77k4r,1,36.3,7.5,2023-02-19T14:45:10.455Z,2023-02-19T22:44:26Z,4045036969,178,,4043780563,56,Back,4043780565,140,14.9,4043780571,213,2.4,4043780615,189,,4043780569,212,30.7,4043780567,141,38.3,,,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509913041,503,70,1,45,5,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2023-02-19T14:45:11.638Z,2023-02-19T14:45:11Z,4043780355,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509913167,342,1,1,45,8,17o35s8assv3kamxowzz77k4r,1,19.2,35.8,2023-02-19T14:45:14.379Z,2023-02-19T22:44:26Z,4045037369,178,,4043780983,212,34.8,4043780985,213,1.3,4043780981,141,84.5,4043780979,140,29.3,4045330829,1,,4043780977,56,Back,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509913235,343,1,1,45,13,17o35s8assv3kamxowzz77k4r,0,37.5,80.9,2023-02-19T14:45:19.543Z,2023-02-19T22:44:24Z,4043781367,213,5.9,4043781353,155,,4043781369,1,,4043781365,212,42.6,4043781361,140,75.7,4045037613,178,,4043781357,56,Center,4043781363,141,60.0,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509913301,504,1,1,45,16,z1wbqtd0fz5t5eezjvrbld3h,1,22,40.3,2023-02-19T14:45:22.377Z,2023-02-19T22:44:24Z,4043781715,3,,4043781723,212,7.8,4045037919,388,,4043781725,213,0.2,4043781721,141,43.0,4043781717,56,Back,4043781719,140,29.2,,,,47bjfjrtjv3uv5lnguc2ycg0k,J. Belocian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509913307,505,49,1,45,16,z1wbqtd0fz5t5eezjvrbld3h,1,27.9,37.6,2023-02-19T14:45:23.152Z,2023-02-19T22:44:23Z,,,,,,,,,,,,,,,,,,,,,,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509913339,506,1,1,45,18,z1wbqtd0fz5t5eezjvrbld3h,1,29.1,49.1,2023-02-19T14:45:25.237Z,2023-02-19T22:44:22Z,4043781893,140,41.7,4043781895,141,49.9,4043781891,56,Back,4045038645,178,,4043781897,212,13.2,4043781899,213,0.0,,,,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509913343,507,3,1,45,20,z1wbqtd0fz5t5eezjvrbld3h,0,40.4,49.4,2023-02-19T14:45:26.998Z,2023-02-19T22:44:21Z,4044691359,465,,4045039223,178,,4043781917,286,,4043781957,211,,4043781915,56,Back,,,,,,,,,,3hd9nxdb54zn4fhbf7qa7x0q1,L. Majer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
