id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/11/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2537977501,4,49,1,0,13,bx0cdmzr2gwr70ez72dorx82p,1,46.2,68.7,2023-04-23T13:00:27.848Z,2023-04-24T07:05:33Z,,,,,,,,,,,,,,,,,,,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977545,5,1,1,0,14,bx0cdmzr2gwr70ez72dorx82p,1,48.3,59.6,2023-04-23T13:00:28.941Z,2023-04-24T07:05:32Z,4213369361,140,49.1,4213369363,141,42.1,4213369367,213,4.8,4213369359,56,Back,4216473765,178,,4213369365,212,11.9,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977627,6,1,1,0,16,bx0cdmzr2gwr70ez72dorx82p,1,51.6,37,2023-04-23T13:00:31.121Z,2023-04-24T07:05:31Z,4213369779,140,62.8,4213369781,141,5.2,4216473893,178,,4213369777,56,Right,4213369785,213,5.2,4213369783,212,24.6,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977669,7,1,1,0,22,bx0cdmzr2gwr70ez72dorx82p,1,67.2,10.4,2023-04-23T13:00:36.893Z,2023-04-24T07:05:28Z,4213370001,140,55.5,4213370003,141,7.3,4213370007,213,3.3,4213369999,56,Right,4213370005,212,12.5,4216474027,178,,,,,,,,c0dvcjq2rfqs3jj5g5v2m5zsa,B. Bouanani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977745,8,1,1,0,24,bx0cdmzr2gwr70ez72dorx82p,1,55,7.1,2023-04-23T13:00:38.944Z,2023-04-24T07:05:27Z,4213370327,140,41.6,4213370331,141,27.3,4213370335,212,19.7,4213370337,213,2.4,4216474079,178,,4213370323,56,Back,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977779,9,1,1,0,29,bx0cdmzr2gwr70ez72dorx82p,1,50.3,18,2023-04-23T13:00:43.913Z,2023-04-24T07:05:25Z,4213370545,213,5.4,4213370539,140,57.5,4213370543,212,12.0,4213370537,56,Right,4213370541,141,4.3,4216474115,178,,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977817,10,1,1,0,31,bx0cdmzr2gwr70ez72dorx82p,1,56.1,5.5,2023-04-23T13:00:46.288Z,2023-04-24T07:05:24Z,4213370753,141,4.4,4216474171,178,,4213370751,140,38.9,4213370755,212,18.1,4213370757,213,3.2,4213370749,56,Back,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977877,11,1,1,0,33,bx0cdmzr2gwr70ez72dorx82p,1,38.5,6.7,2023-04-23T13:00:48.113Z,2023-04-24T07:05:24Z,4213371109,140,19.8,4213371111,141,29.8,4213371113,212,25.1,4216474229,178,,4213371115,213,2.5,4213371107,56,Back,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977909,12,1,1,0,36,bx0cdmzr2gwr70ez72dorx82p,1,17.9,32.1,2023-04-23T13:00:51.294Z,2023-04-24T07:05:24Z,4213371281,141,63.0,4213371279,140,25.7,4216474271,178,,4213371285,213,1.2,4213371277,56,Back,4213371283,212,22.6,,,,,,,8govqd0xf8ijst50tgypaep5h,K. Schmeichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977957,13,1,1,0,39,bx0cdmzr2gwr70ez72dorx82p,1,25.8,61.2,2023-04-23T13:00:54.327Z,2023-04-24T07:05:23Z,4213371547,213,1.2,4213371539,56,Back,4213371545,212,24.9,4213371541,140,33.9,4216474323,178,,4213371543,141,95.6,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978003,14,1,1,0,43,bx0cdmzr2gwr70ez72dorx82p,1,30.9,88.2,2023-04-23T13:00:57.649Z,2023-04-24T07:05:22Z,4213371759,212,11.9,4213371753,56,Back,4216474363,178,,4213371757,141,70.9,4213371761,213,4.5,4213371755,140,28.9,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978061,15,1,1,0,46,bx0cdmzr2gwr70ez72dorx82p,1,29.5,67.5,2023-04-23T13:01:00.478Z,2023-04-24T07:05:21Z,4213372071,140,36.0,4213372073,141,62.3,4213372077,213,5.8,4213372069,56,Back,4213372075,212,7.7,4216474401,178,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978177,16,1,1,0,46,bx0cdmzr2gwr70ez72dorx82p,1,38.1,63.1,2023-04-23T13:01:01.302Z,2023-04-24T07:05:21Z,4213372641,141,68.2,4213372637,56,Back,4213372645,213,2.8,4213372639,140,29.0,4216474485,178,,4213372643,212,10.2,,,,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978215,17,1,1,0,53,bx0cdmzr2gwr70ez72dorx82p,0,41.4,71.2,2023-04-23T13:01:07.869Z,2023-04-24T07:05:19Z,4213372801,155,,4213372803,56,Right,4216474571,178,,4213372809,212,45.2,4213372813,1,,4213372807,141,14.0,4213372805,140,63.3,4213372811,213,5.2,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978263,8,12,1,0,55,17o35s8assv3kamxowzz77k4r,1,33.7,83.2,2023-04-23T13:01:09.845Z,2023-04-24T07:05:18Z,4213373053,56,Back,4213690727,15,,4213373065,212,15.9,4213373061,141,100.0,4216475169,388,,4213373057,140,42.9,4213690729,167,,4213373069,213,0.9,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978269,9,5,1,0,57,17o35s8assv3kamxowzz77k4r,0,46.3,101.4,2023-04-23T13:01:11.891Z,2023-04-24T02:09:35Z,4213373083,347,,4213373081,56,Back,4213373423,233,18,,,,,,,,,,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978323,18,5,1,0,57,bx0cdmzr2gwr70ez72dorx82p,1,53.7,-1.4,2023-04-23T13:01:11.891Z,2023-04-24T02:09:35Z,4213373321,347,,4213373391,233,9,4213373319,56,Right,,,,,,,,,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978379,19,1,1,1,0,bx0cdmzr2gwr70ez72dorx82p,1,53,0,2023-04-23T13:01:14.681Z,2023-04-24T07:05:18Z,4213373613,141,11.9,4213373607,107,,4213373611,140,38.7,4213373615,212,17.6,4213373609,56,Back,4213373617,213,2.6,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978435,20,1,1,1,3,bx0cdmzr2gwr70ez72dorx82p,1,37.5,11.9,2023-04-23T13:01:17.412Z,2023-04-24T07:05:17Z,4216475399,178,,4213373829,140,43.0,4213373837,212,8.3,4213373833,141,3.1,4213373827,56,Back,4213373839,213,5.5,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978479,21,1,1,1,4,bx0cdmzr2gwr70ez72dorx82p,1,45.1,6,2023-04-23T13:01:19.312Z,2023-04-24T07:05:17Z,4213374007,212,9.7,4213374005,141,15.2,4213374001,56,Right,4213374009,213,0.7,4216475475,178,,4213374003,140,52.1,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978493,22,1,1,1,6,bx0cdmzr2gwr70ez72dorx82p,1,51.2,15.1,2023-04-23T13:01:20.401Z,2023-04-24T07:05:16Z,4213374097,212,3.2,4213374101,213,3.4,4213374091,140,48.2,4213374089,56,Back,4213374093,141,14.0,4216475519,178,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538563687,801,83,1,1,6,17o35s8assv3kamxowzz77k4r,1,51.4,83.4,2023-04-23T13:01:21.279Z,2023-04-24T07:05:15Z,4216509853,399,538452,,,,,,,,,,,,,,,,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978561,23,1,1,1,6,bx0cdmzr2gwr70ez72dorx82p,1,48.7,16.7,2023-04-23T13:01:21.302Z,2023-04-24T07:05:15Z,4216475839,178,,4213374393,56,Back,4213374399,212,12.8,4213374401,213,2.2,4213374397,141,31.5,4213374395,140,41.1,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978717,24,1,1,1,8,bx0cdmzr2gwr70ez72dorx82p,1,42.1,30.9,2023-04-23T13:01:23.104Z,2023-04-24T07:05:14Z,4213375267,213,1.3,4213375259,140,47.5,4216475911,178,,4213375265,212,25.8,4213375261,141,67.9,4213375257,56,Back,,,,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978791,25,1,1,1,17,bx0cdmzr2gwr70ez72dorx82p,1,83.3,64.6,2023-04-23T13:01:31.696Z,2023-04-24T07:05:11Z,4213375619,56,Center,4213375625,212,15.8,4213375627,213,3.1,4213375623,141,65.4,4216476005,178,,4213375621,140,68.3,,,,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978831,26,1,1,1,19,bx0cdmzr2gwr70ez72dorx82p,1,68.4,61.5,2023-04-23T13:01:34.312Z,2023-04-24T07:05:10Z,4213375837,141,46.0,4216476047,178,,4213375849,213,4.9,4213375825,56,Center,4213375831,140,70.8,4213375845,212,10.8,,,,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978877,27,1,1,1,21,bx0cdmzr2gwr70ez72dorx82p,1,72.1,49.5,2023-04-23T13:01:36.045Z,2023-04-24T07:05:09Z,4213376067,140,68.3,4213376071,212,21.7,4216476135,178,,4213376073,213,4.5,4213376065,56,Right,4213376069,141,18.2,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978915,28,1,1,1,23,bx0cdmzr2gwr70ez72dorx82p,1,70.3,23.7,2023-04-23T13:01:38.316Z,2023-04-24T07:05:09Z,4213376249,212,19.4,4216476263,178,,4213376243,56,Right,4213376247,141,4.1,4213376245,140,83.7,4213376251,213,5.5,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979015,29,1,1,1,29,bx0cdmzr2gwr70ez72dorx82p,0,88.8,18,2023-04-23T13:01:44.092Z,2023-04-24T07:05:06Z,4213376719,212,19.5,4213376713,56,Center,4213376711,155,,4215207811,20,,4216476295,178,,4213376715,140,90.0,4213376721,213,1.5,4213376709,2,,c0dvcjq2rfqs3jj5g5v2m5zsa,B. Bouanani,4213376717,141,46.6,4215207809,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979077,10,12,1,1,30,17o35s8assv3kamxowzz77k4r,1,7.3,52.7,2023-04-23T13:01:45.144Z,2023-04-24T07:05:06Z,4213377733,15,,4213377029,141,88.9,4213377033,213,0.9,4213377027,140,25.6,4213377031,212,31.2,4216476423,178,,4213377025,56,Back,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979157,30,1,1,1,34,bx0cdmzr2gwr70ez72dorx82p,1,73.1,18.9,2023-04-23T13:01:48.391Z,2023-04-24T07:05:05Z,4213377415,212,8.7,4213377413,141,29.4,4213377417,213,2.2,4213377409,56,Center,4213377411,140,68.3,4216476575,178,,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979183,31,1,1,1,35,bx0cdmzr2gwr70ez72dorx82p,1,73.2,30.6,2023-04-23T13:01:49.532Z,2023-04-24T07:05:04Z,4213377517,56,Right,4216476661,178,,4213377529,213,4.0,4213377527,212,13.0,4213377525,141,16.1,4213377519,140,65.2,,,,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979235,32,1,1,1,36,bx0cdmzr2gwr70ez72dorx82p,1,70,19,2023-04-23T13:01:50.402Z,2023-04-24T07:05:04Z,4213377835,141,24.6,4213377837,212,14.6,4213377833,140,56.6,4213377839,213,2.9,4216476759,178,,4213377831,56,Center,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979239,33,1,1,1,37,bx0cdmzr2gwr70ez72dorx82p,1,59.4,25,2023-04-23T13:01:52.212Z,2023-04-24T07:05:03Z,4213719453,140,61.5,4213719459,213,1.5,4213719451,196,,4216476841,178,,4213719461,1,,4213719455,141,90.1,4213377859,56,Left,4213719457,212,44.3,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979387,34,1,1,1,43,bx0cdmzr2gwr70ez72dorx82p,1,58.4,86.5,2023-04-23T13:01:57.447Z,2023-04-24T07:05:03Z,4213378431,56,Center,4213378439,213,4.6,4213378433,140,57.7,4216476909,178,,4213378437,212,9.6,4213378435,141,72.4,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979429,35,1,1,1,44,bx0cdmzr2gwr70ez72dorx82p,1,58.1,67.2,2023-04-23T13:01:58.521Z,2023-04-24T07:05:02Z,4213378635,140,52.2,4213378643,212,8.5,4216476961,178,,4213378639,141,75.7,4213378631,56,Center,4213378647,213,2.4,,,,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979443,36,1,1,1,48,bx0cdmzr2gwr70ez72dorx82p,0,56.1,78.9,2023-04-23T13:02:02.446Z,2023-04-24T07:05:00Z,4213378709,140,63.0,4213378721,213,5.6,4213378717,212,9.2,4213378707,56,Center,4213378713,141,70.6,4216477045,178,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979527,11,1,1,1,49,17o35s8assv3kamxowzz77k4r,1,32,29.7,2023-04-23T13:02:03.384Z,2023-04-24T07:05:00Z,4213379161,212,8.2,4213379155,56,Back,4213379163,213,0.3,4213379157,140,39.4,4216477081,178,,4213379159,141,33.7,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979591,12,1,1,1,49,17o35s8assv3kamxowzz77k4r,1,40.3,28.7,2023-04-23T13:02:04.215Z,2023-04-24T07:05:00Z,4216477137,178,,4213379553,141,51.5,4213379551,140,46.8,4213379555,212,16.9,4213379557,213,1.2,4213379549,56,Back,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979601,13,49,1,1,51,17o35s8assv3kamxowzz77k4r,1,44.4,43.7,2023-04-23T13:02:06.008Z,2023-04-24T07:04:59Z,,,,,,,,,,,,,,,,,,,,,,,,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979629,14,3,1,1,52,17o35s8assv3kamxowzz77k4r,1,47.3,46.7,2023-04-23T13:02:06.949Z,2023-04-24T07:09:11Z,4216477453,178,,4213379719,286,,4215209629,465,,4213379911,233,37,4213379717,56,Back,,,,,,,,,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979649,37,45,1,1,52,bx0cdmzr2gwr70ez72dorx82p,0,52.7,53.3,2023-04-23T13:02:06.949Z,2023-04-24T07:09:10Z,4213379833,285,,4213379975,233,14,4213379831,56,Center,,,,,,,,,,,,,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979769,15,1,1,1,54,17o35s8assv3kamxowzz77k4r,1,58.7,50.1,2023-04-23T13:02:09.369Z,2023-04-24T07:04:59Z,4213380491,212,15.6,4213380489,141,59.6,4216477501,178,,4213380493,213,0.4,4213380485,56,Center,4213705307,154,,4213705305,210,13,4213380487,140,72.2,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979779,16,13,1,1,57,17o35s8assv3kamxowzz77k4r,1,84.8,62.2,2023-04-23T13:02:12.279Z,2023-04-24T07:04:58Z,4213705335,23,,4213705337,29,,4213382223,84,,4213382233,231,53.7,4213705339,154,,4213381907,72,,4213380543,56,Center,4216477561,178,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,4213705341,55,15,4213705345,215,,4213382227,103,4.2,4216684331,17,4213382231,230,96,4213382225,102,43.0,,,,,,,,,,,,,,,,,,,,,
