id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/11/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2538570307,1089,67,2,51,30,17o35s8assv3kamxowzz77k4r,0,17.7,72.4,2023-04-23T14:08:58.819Z,2023-04-24T06:54:45Z,4216544839,233,1405,,,,,,,,,,,,,,,,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538117985,900,1,2,51,30,bx0cdmzr2gwr70ez72dorx82p,0,80.8,28,2023-04-23T14:08:58.825Z,2023-04-24T06:54:45Z,4214105037,212,2.5,4214105069,286,,4214105031,140,81.9,4214105065,233,431,4214105027,56,Center,4214105039,213,1.1,4214105063,236,,4216511607,178,,c0dvcjq2rfqs3jj5g5v2m5zsa,B. Bouanani,4214105033,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538058971,431,74,2,51,30,17o35s8assv3kamxowzz77k4r,1,17.8,72.1,2023-04-23T14:08:58.862Z,2023-04-24T06:54:45Z,4213789901,233,900,4213789655,56,Back,4216511621,178,,4213789657,285,,,,,,,,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059009,432,49,2,51,31,17o35s8assv3kamxowzz77k4r,1,12.5,64.1,2023-04-23T14:08:59.786Z,2023-04-24T06:54:44Z,,,,,,,,,,,,,,,,,,,,,,,,,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059047,433,1,2,51,31,17o35s8assv3kamxowzz77k4r,1,12.5,64.3,2023-04-23T14:08:59.817Z,2023-04-24T06:54:44Z,4213790051,56,Back,4213790065,213,0.4,4216511733,178,,4213790057,141,68.8,4213790061,212,8.8,4213790055,140,20.4,,,,,,,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538073203,540,61,2,51,32,17o35s8assv3kamxowzz77k4r,1,19,66.6,2023-04-23T14:09:00.357Z,2023-04-24T06:54:43Z,4216511857,21,,4213867395,56,Back,4216511859,178,,,,,,,,,,,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059051,434,61,2,51,34,17o35s8assv3kamxowzz77k4r,0,26.7,70.8,2023-04-23T14:09:01.928Z,2023-04-24T06:54:43Z,4216511967,178,,4213790083,56,Back,,,,,,,,,,,,,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059113,499,49,2,51,35,bx0cdmzr2gwr70ez72dorx82p,1,71.6,24.3,2023-04-23T14:09:02.926Z,2023-04-24T06:54:43Z,,,,,,,,,,,,,,,,,,,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059165,500,1,2,51,36,bx0cdmzr2gwr70ez72dorx82p,1,67.2,15.3,2023-04-23T14:09:03.997Z,2023-04-24T06:54:42Z,4213790663,212,17.3,4213790665,213,2.7,4213790657,56,Center,4216512089,178,,4213790659,140,52.3,4213790661,141,26.1,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059213,501,1,2,51,38,bx0cdmzr2gwr70ez72dorx82p,1,51.4,24.9,2023-04-23T14:09:06.508Z,2023-04-24T06:54:41Z,4213790939,56,Center,4213790945,212,10.3,4216512153,178,,4213790949,213,0.3,4213790943,141,29.5,4213790941,140,60.7,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059279,502,1,2,51,42,bx0cdmzr2gwr70ez72dorx82p,1,62.5,29.8,2023-04-23T14:09:10.603Z,2023-04-24T06:54:40Z,4213791215,140,76.1,4213791217,141,4.3,4213791221,213,5.4,4213791219,212,22.5,4216512171,178,,4213791211,56,Right,,,,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059445,503,1,2,51,44,bx0cdmzr2gwr70ez72dorx82p,1,76.8,5.3,2023-04-23T14:09:12.829Z,2023-04-24T06:54:39Z,4213792103,141,14.9,4213792109,213,0.3,4216512203,178,,4213792097,56,Right,4213792099,140,95.2,4213792107,212,20.4,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059487,504,1,2,51,52,bx0cdmzr2gwr70ez72dorx82p,1,80,14.4,2023-04-23T14:09:20.428Z,2023-04-24T06:54:36Z,4216512273,178,,4213792339,141,10.6,4213792343,213,4.9,4213792335,56,Right,4213792341,212,2.6,4213792337,140,80.5,,,,,,,c0dvcjq2rfqs3jj5g5v2m5zsa,B. Bouanani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059509,435,45,2,51,54,17o35s8assv3kamxowzz77k4r,0,16.9,87.3,2023-04-23T14:09:22.620Z,2023-04-24T06:54:35Z,4213792429,285,,4213792817,233,505,4213792427,56,Back,,,,,,,,,,,,,,,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059561,505,3,2,51,54,bx0cdmzr2gwr70ez72dorx82p,1,83.1,12.7,2023-04-23T14:09:22.620Z,2023-04-24T06:54:35Z,4215507753,465,,4213792703,286,,4216512325,178,,4213792789,233,435,4213792701,56,Right,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059577,506,61,2,51,56,bx0cdmzr2gwr70ez72dorx82p,0,89.9,22.4,2023-04-23T14:09:24.465Z,2023-04-24T06:54:34Z,4213792759,56,Center,4216512535,178,,,,,,,,,,,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059553,436,43,2,51,57,17o35s8assv3kamxowzz77k4r,1,0,0,2023-04-23T14:09:25.452Z,2023-04-23T14:09:52Z,4213792665,285,0,4213796187,144,74,4213792663,56,Back,,,,,,,,,,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059565,437,61,2,51,57,17o35s8assv3kamxowzz77k4r,1,4.6,72,2023-04-23T14:09:25.473Z,2023-04-24T06:54:33Z,4216512573,178,,4213792709,56,Back,,,,,,,,,,,,,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059613,438,49,2,51,58,17o35s8assv3kamxowzz77k4r,1,4.5,57.5,2023-04-23T14:09:26.260Z,2023-04-24T06:54:33Z,,,,,,,,,,,,,,,,,,,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059685,439,1,2,51,58,17o35s8assv3kamxowzz77k4r,1,4.5,57.5,2023-04-23T14:09:26.286Z,2023-04-24T06:54:33Z,4213793325,140,8.0,4213793331,213,1.2,4213793327,141,72.0,4213793329,212,10.5,4213793323,56,Back,4216512687,178,,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059695,440,1,2,52,3,17o35s8assv3kamxowzz77k4r,0,10.6,73.6,2023-04-23T14:09:31.174Z,2023-04-24T06:54:31Z,4213793399,141,72.3,4213794049,233,901,4216512761,178,,4213793403,213,5.2,4213793395,56,Back,4213793397,140,11.1,4213794053,286,,4213793401,212,1.0,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,4213794047,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538119079,901,74,2,52,3,bx0cdmzr2gwr70ez72dorx82p,1,92.2,24.1,2023-04-23T14:09:31.211Z,2023-04-24T06:54:30Z,4214110481,56,Center,4214110519,233,440,4216512881,178,,4214110483,285,,,,,,,,,,,,,,7fcq014jmdb0uqldcts6tglat,G. Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059733,441,61,2,52,3,17o35s8assv3kamxowzz77k4r,1,11.5,73.1,2023-04-23T14:09:31.376Z,2023-04-24T06:54:30Z,4213793609,56,Back,4216512947,178,,,,,,,,,,,,,,,,,,,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059797,507,61,2,52,4,bx0cdmzr2gwr70ez72dorx82p,1,87.4,28.3,2023-04-23T14:09:32.259Z,2023-04-24T06:54:30Z,4213793973,56,Center,4216513011,178,,,,,,,,,,,,,,,,,,,,7fcq014jmdb0uqldcts6tglat,G. Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538119539,793,50,2,52,4,17o35s8assv3kamxowzz77k4r,1,13,74,2023-04-23T14:09:32.455Z,2023-04-24T06:54:29Z,4214112835,233,902,4214112759,285,,4214112757,56,Back,,,,,,,,,,,,,,,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538119543,902,7,2,52,4,bx0cdmzr2gwr70ez72dorx82p,0,87,26,2023-04-23T14:09:32.741Z,2023-04-24T06:54:29Z,4216513651,178,,4215508507,385,,4214112817,233,793,4214112791,286,,4214112789,56,Center,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059807,442,1,2,52,5,17o35s8assv3kamxowzz77k4r,1,14.3,72,2023-04-23T14:09:33.507Z,2023-04-24T06:54:28Z,4213794011,141,84.7,4213794007,56,Back,4213794019,213,0.8,4213794009,140,21.8,4213794015,212,11.7,4216513711,178,,,,,,,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059853,443,1,2,52,8,17o35s8assv3kamxowzz77k4r,1,19.9,88.4,2023-04-23T14:09:36.168Z,2023-04-24T06:54:28Z,4213794269,212,14.8,4213794263,56,Back,4213794265,140,33.6,4213794267,141,93.5,4216513755,178,,4213794271,213,0.2,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059875,444,3,2,52,10,17o35s8assv3kamxowzz77k4r,1,31.8,93.8,2023-04-23T14:09:38.211Z,2023-04-24T06:54:27Z,4213794387,56,Back,4215509079,465,,4216513853,178,,4213794635,233,508,4216670743,285,,,,,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538059905,508,45,2,52,10,bx0cdmzr2gwr70ez72dorx82p,0,68.2,6.2,2023-04-23T14:09:38.211Z,2023-04-24T06:54:27Z,4216670745,286,,4213794671,233,444,4213794537,56,Right,,,,,,,,,,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538060067,445,1,2,52,14,17o35s8assv3kamxowzz77k4r,1,54.4,82,2023-04-23T14:09:42.304Z,2023-04-24T06:54:25Z,4213795411,56,Left,4213795419,213,0.1,4213795413,140,76.8,4216513991,178,,4213795417,212,23.7,4213795415,141,86.0,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538060119,446,1,2,52,19,17o35s8assv3kamxowzz77k4r,1,77.5,94,2023-04-23T14:09:47.247Z,2023-04-24T06:54:24Z,4213795679,213,3.5,4213795673,140,64.0,4216514077,178,,4213795671,56,Left,4213795675,141,86.6,4213795677,212,15.0,,,,,,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538060135,447,1,2,52,20,17o35s8assv3kamxowzz77k4r,0,66.3,86.7,2023-04-23T14:09:48.514Z,2023-04-24T06:54:23Z,4213795771,140,72.8,4216514117,178,,4213795773,141,68.8,4213795777,213,5.2,4213795775,212,14.0,4213795769,56,Center,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538060193,509,49,2,52,21,bx0cdmzr2gwr70ez72dorx82p,1,22.9,24.4,2023-04-23T14:09:49.596Z,2023-04-24T06:54:23Z,,,,,,,,,,,,,,,,,,,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538060383,510,1,2,52,26,bx0cdmzr2gwr70ez72dorx82p,1,35.1,56.5,2023-04-23T14:09:54.815Z,2023-04-24T06:54:21Z,4213797197,140,39.7,4213797203,213,1.4,4213797195,56,Back,4213797201,212,24.2,4216514227,178,,4213797199,141,91.4,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538060485,511,1,2,52,33,bx0cdmzr2gwr70ez72dorx82p,1,59.9,93.4,2023-04-23T14:10:01.476Z,2023-04-24T06:54:20Z,4213797849,56,Left,4213797857,213,4.5,4213797855,212,8.3,4216514331,178,,4213797851,140,58.2,4213797853,141,81.5,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538060559,512,1,2,52,39,bx0cdmzr2gwr70ez72dorx82p,1,64.4,83.4,2023-04-23T14:10:07.172Z,2023-04-24T06:54:18Z,4216514411,178,,4213798251,140,59.1,4213798253,141,64.2,4213798249,56,Center,4213798257,213,4.3,4213798255,212,14.2,,,,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538060629,513,1,2,52,42,bx0cdmzr2gwr70ez72dorx82p,1,58.7,61.4,2023-04-23T14:10:10.364Z,2023-04-24T06:54:17Z,4213798657,213,4.9,4213798641,56,Right,4213798645,140,65.3,4216514467,178,,4213798651,212,32.1,4216670599,1,,4213798647,141,15.3,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538060841,514,1,2,52,45,bx0cdmzr2gwr70ez72dorx82p,1,68.4,19.9,2023-04-23T14:10:13.708Z,2023-04-24T06:54:16Z,4213799801,213,4.9,4213799787,56,Right,4213799795,141,3.7,4216514505,178,,4213799799,212,11.3,4213799791,140,70.8,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538060865,515,1,2,52,53,bx0cdmzr2gwr70ez72dorx82p,0,74.1,30.7,2023-04-23T14:10:21.920Z,2023-04-24T06:54:13Z,4213799901,155,,4216514567,178,,4213799909,212,21.5,4213799903,56,Center,4213799907,141,54.8,4213799905,140,87.3,4213799911,213,0.9,,,,c0dvcjq2rfqs3jj5g5v2m5zsa,B. Bouanani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538060855,448,12,2,52,55,17o35s8assv3kamxowzz77k4r,1,12.2,45.9,2023-04-23T14:10:23.168Z,2023-04-24T06:54:12Z,4213799861,140,25.9,4213799883,15,,4216514707,388,,4213799857,56,Back,4213799863,141,59.4,4213799867,213,0.6,4213799865,212,17.1,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538060885,449,49,2,52,56,17o35s8assv3kamxowzz77k4r,1,22.3,67,2023-04-23T14:10:24.348Z,2023-04-24T06:54:12Z,,,,,,,,,,,,,,,,,,,,,,,,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538061163,450,1,2,53,0,17o35s8assv3kamxowzz77k4r,1,33.4,76.4,2023-04-23T14:10:28.003Z,2023-04-24T06:54:10Z,4213801557,212,17.0,4213801555,141,93.9,4213801551,56,Back,4216514847,178,,4213801559,213,0.8,4213801553,140,44.9,,,,,,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538061209,451,1,2,53,8,17o35s8assv3kamxowzz77k4r,1,66.7,87.4,2023-04-23T14:10:36.565Z,2023-04-24T06:54:06Z,4213801869,56,Left,4216514907,178,,4213801875,212,15.4,4213801877,213,2.9,4213801873,141,93.0,4213801871,140,52.5,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538061307,452,1,2,53,10,17o35s8assv3kamxowzz77k4r,1,52.6,91.8,2023-04-23T14:10:38.722Z,2023-04-24T06:54:05Z,4213802325,56,Left,4213802333,141,86.9,4216514945,178,,4213802345,213,4.1,4213802339,212,4.2,4213802329,140,50.2,,,,,,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538061371,453,1,2,53,13,17o35s8assv3kamxowzz77k4r,1,47.6,84.6,2023-04-23T14:10:41.635Z,2023-04-24T06:54:04Z,4213802639,56,Back,4213802645,212,29.9,4216514983,178,,4213802647,213,4.4,4213802643,141,43.1,4213802641,140,38.3,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538061489,454,1,2,53,17,17o35s8assv3kamxowzz77k4r,1,44.6,33.6,2023-04-23T14:10:45.259Z,2023-04-24T06:54:03Z,4213803299,140,36.0,4213803305,213,4.0,4216515025,178,,4213803297,56,Back,4213803301,141,16.8,4213803303,212,14.6,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538061637,455,1,2,53,21,17o35s8assv3kamxowzz77k4r,1,41.3,11.3,2023-04-23T14:10:49.802Z,2023-04-24T06:54:01Z,4213804123,212,37.5,4216670359,1,,4213804117,56,Back,4216515105,178,,4213804121,141,43.7,4213804125,213,2.5,4213804119,140,12.4,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538061719,456,1,2,53,27,17o35s8assv3kamxowzz77k4r,1,14,39.7,2023-04-23T14:10:55.515Z,2023-04-24T06:54:00Z,4213804597,56,Back,4216515163,178,,4213804603,140,18.0,4213804609,212,22.4,4213804607,141,7.4,4213804611,213,4.9,,,,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538061773,457,1,2,53,29,17o35s8assv3kamxowzz77k4r,1,18.9,6.6,2023-04-23T14:10:57.727Z,2023-04-24T06:54:00Z,4213804849,141,15.0,4213804853,213,0.6,4213804847,140,27.3,4216515223,178,,4213804845,56,Back,4213804851,212,10.5,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538061789,458,1,2,53,31,17o35s8assv3kamxowzz77k4r,1,27.9,22.4,2023-04-23T14:10:58.977Z,2023-04-24T06:53:59Z,4213805005,156,,4213804931,140,23.7,4213804933,141,8.0,4213804929,56,Back,4213804937,213,4.3,4213804935,212,10.7,4216515253,178,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538061859,459,1,2,53,32,17o35s8assv3kamxowzz77k4r,0,26,4.8,2023-04-23T14:11:00.088Z,2023-04-24T06:53:59Z,4213805319,140,37.2,4213805325,213,0.3,4213805323,212,12.4,4216515333,178,,4213805321,141,10.6,4213805317,56,Back,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538086241,691,8,2,53,33,bx0cdmzr2gwr70ez72dorx82p,1,61.8,85.8,2023-04-23T14:11:01.224Z,2023-04-24T06:53:58Z,4215513705,385,,4216515439,178,,4213944499,56,Left,,,,,,,,,,,,,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538086355,631,61,2,53,33,17o35s8assv3kamxowzz77k4r,1,38.5,8.9,2023-04-23T14:11:01.273Z,2023-04-24T06:53:58Z,4213938419,56,Back,4216515977,178,,,,,,,,,,,,,,,,,,,,1jdd1cmzaqalgkkl9vj4dcy51,M. Zeffane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538061917,516,49,2,53,34,bx0cdmzr2gwr70ez72dorx82p,1,50,79.3,2023-04-23T14:11:02.783Z,2023-04-24T06:53:58Z,,,,,,,,,,,,,,,,,,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538061975,517,1,2,53,34,bx0cdmzr2gwr70ez72dorx82p,0,50.1,79.3,2023-04-23T14:11:02.815Z,2023-04-24T07:13:10Z,4213805985,141,76.9,4216516103,178,,4213805987,212,21.9,4213805989,213,6.2,4213805983,140,70.9,4213805981,56,Center,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538600811,1900,61,2,53,36,bx0cdmzr2gwr70ez72dorx82p,0,71.4,76.9,2023-04-23T14:11:04.446Z,2023-04-24T08:00:15Z,4216697529,56,Center,4216697719,178,,,,,,,,,,,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538061987,460,61,2,53,36,17o35s8assv3kamxowzz77k4r,1,29.7,21.9,2023-04-23T14:11:04.661Z,2023-04-24T06:53:57Z,4213806027,56,Back,4216516155,178,,,,,,,,,,,,,,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538092345,738,3,2,53,37,bx0cdmzr2gwr70ez72dorx82p,0,73.3,80.5,2023-04-23T14:11:05.130Z,2023-04-24T06:53:57Z,4216518597,178,,4213970481,56,Left,4213970801,233,637,4215514039,464,,4213970483,286,,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538088171,637,7,2,53,37,17o35s8assv3kamxowzz77k4r,0,26.7,19.5,2023-04-23T14:11:05.242Z,2023-04-24T06:53:56Z,4213949385,285,,4215514095,385,,4216518671,178,,4213949383,56,Back,4213970751,233,738,,,,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538571119,1541,67,2,53,38,bx0cdmzr2gwr70ez72dorx82p,1,72.2,85.4,2023-04-23T14:11:06.599Z,2023-04-24T06:53:56Z,4216548273,233,1215,,,,,,,,,,,,,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538571117,1215,67,2,53,38,17o35s8assv3kamxowzz77k4r,0,27.8,14.6,2023-04-23T14:11:06.600Z,2023-04-24T06:53:55Z,4216548277,233,1541,,,,,,,,,,,,,,,,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538062031,518,1,2,53,38,bx0cdmzr2gwr70ez72dorx82p,1,72.3,87,2023-04-23T14:11:06.604Z,2023-04-24T06:53:55Z,4213806239,213,4.3,4213806227,56,Center,4213806231,141,76.9,4213806235,212,7.6,4213806229,140,69.1,4216519103,178,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538062043,461,45,2,53,41,17o35s8assv3kamxowzz77k4r,0,23.6,24.8,2023-04-23T14:11:09.886Z,2023-04-24T06:53:53Z,4213806315,56,Back,4213806319,285,,4213806607,233,519,,,,,,,,,,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538062085,519,3,2,53,41,bx0cdmzr2gwr70ez72dorx82p,1,76.4,75.2,2023-04-23T14:11:09.886Z,2023-04-24T06:53:53Z,4213806569,233,461,4213806543,286,,4213806541,56,Center,4215514387,465,,4216519157,178,,,,,,,,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538062159,520,1,2,53,43,bx0cdmzr2gwr70ez72dorx82p,1,81.9,76.5,2023-04-23T14:11:11.820Z,2023-04-24T06:53:52Z,4213806837,140,82.0,4213806841,141,53.6,4213806835,56,Center,4216519177,178,,4213806847,213,4.7,4213806845,212,15.6,,,,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538062175,521,50,2,53,45,bx0cdmzr2gwr70ez72dorx82p,1,85.2,57.2,2023-04-23T14:11:13.770Z,2023-04-24T06:53:52Z,4213806911,286,,4213807031,233,462,4213806909,56,Center,,,,,,,,,,,,,,,,33jtnv5kyzyw1it7y9czhn4a2,T. Moffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
