id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2473402781,1396,83,1,0,8,6xjy1q2m55iiwe8g1r1yffbc9,1,27.1,79.6,2022-10-16T13:00:15.853Z,2022-10-17T06:42:46Z,3851590473,399,474031,,,,,,,,,,,,,,,,,,,,,,bm1utly0qt2kaexijsu2p2tw5,M. Coutadeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472888951,8,1,1,0,9,3unkqo2g6ag99gd5ynz1j7vse,1,72,19.5,2022-10-16T13:00:16.330Z,2022-10-17T06:42:46Z,3848827127,56,Right,3850750095,178,,3848827131,141,7.7,3848827135,213,4.0,3848827129,140,65.2,3848827133,212,10.7,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889017,9,1,1,0,10,3unkqo2g6ag99gd5ynz1j7vse,1,67.4,9.6,2022-10-16T13:00:17.915Z,2022-10-17T06:42:45Z,3848827429,140,46.0,3848827433,212,24.9,3850750241,178,,3848827431,141,25.4,3848827435,213,2.7,3848827427,56,Back,,,,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889189,10,1,1,0,16,3unkqo2g6ag99gd5ynz1j7vse,1,41.1,21.6,2022-10-16T13:00:23.348Z,2022-10-17T06:42:44Z,3848828391,140,21.8,3848828397,213,2.5,3848828395,212,25.3,3848828393,141,43.9,3848828389,56,Back,3850750367,178,,,,,,,,2smai2vq1r9xnemihvcq0doet,A. Rami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889305,11,1,1,0,24,3unkqo2g6ag99gd5ynz1j7vse,1,26.8,46.6,2022-10-16T13:00:31.436Z,2022-10-17T06:42:42Z,3848829001,1,,3848828989,155,,3850750541,178,,3848828999,213,6.0,3848828991,56,Center,3848828995,141,21.6,3848828997,212,60.5,3848828993,140,82.1,1bs4vwqye00mn2oaxrvfkkt7t,M. Lis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889309,12,50,1,0,30,3unkqo2g6ag99gd5ynz1j7vse,1,93.7,19.7,2022-10-16T13:00:37.970Z,2022-10-17T06:42:41Z,3848829217,233,4,3848829019,56,Right,3848829021,286,,,,,,,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889321,4,7,1,0,31,6xjy1q2m55iiwe8g1r1yffbc9,1,6.3,80.3,2022-10-16T13:00:38.350Z,2022-10-17T06:42:41Z,3848829103,285,,3850750865,178,,3848829181,233,12,3848829101,56,Back,3850000729,383,,,,,,,,,,,3qcyotm0vljybir8poi67stsl,Y. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889329,5,49,1,0,32,6xjy1q2m55iiwe8g1r1yffbc9,1,6.3,86.7,2022-10-16T13:00:39.456Z,2022-10-17T06:42:41Z,,,,,,,,,,,,,,,,,,,,,,,,,3qcyotm0vljybir8poi67stsl,Y. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889361,6,1,1,0,33,6xjy1q2m55iiwe8g1r1yffbc9,1,6.1,88.1,2022-10-16T13:00:40.361Z,2022-10-17T06:42:40Z,3848829359,140,12.2,3850751107,178,,3848829363,212,10.6,3848829365,213,5.4,3848829357,56,Back,3848829361,141,75.6,,,,,,,3qcyotm0vljybir8poi67stsl,Y. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889371,7,1,1,0,34,6xjy1q2m55iiwe8g1r1yffbc9,0,7.9,75.7,2022-10-16T13:00:41.386Z,2022-10-17T06:42:40Z,3848829431,56,Back,3848829437,212,10.4,3848829435,141,86.9,3848829433,140,14.6,3848829439,213,0.8,3850751345,178,,,,,,,,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473260829,865,43,1,0,35,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-10-16T13:00:42.089Z,2022-10-16T20:16:11Z,3850817901,178,0,3850818529,144,82,,,,,,,,,,,,,,,,,,,4hns4p7a45kno60qqzlniycmi,T. Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889367,13,49,1,0,35,3unkqo2g6ag99gd5ynz1j7vse,1,82.6,12.8,2022-10-16T13:00:42.090Z,2022-10-17T06:42:39Z,,,,,,,,,,,,,,,,,,,,,,,,,4hns4p7a45kno60qqzlniycmi,T. Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889425,14,1,1,0,36,3unkqo2g6ag99gd5ynz1j7vse,1,82.9,14.4,2022-10-16T13:00:43.442Z,2022-10-17T06:42:38Z,3848829719,213,2.3,3848829717,212,9.9,3848829715,141,25.3,3848829711,56,Center,3850751627,178,,3848829713,140,76.7,,,,,,,4hns4p7a45kno60qqzlniycmi,T. Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889467,15,1,1,0,38,3unkqo2g6ag99gd5ynz1j7vse,0,77.6,25.7,2022-10-16T13:00:45.637Z,2022-10-17T06:42:38Z,3848829929,56,Center,3848829933,141,68.4,3848829935,212,29.0,3848829937,213,1.6,3848829931,140,77.5,3850751697,178,,,,,,,,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889495,8,8,1,0,40,6xjy1q2m55iiwe8g1r1yffbc9,1,21.3,34.6,2022-10-16T13:00:47.334Z,2022-10-17T06:42:37Z,3850751969,178,,3850001569,383,,3848830059,56,Back,,,,,,,,,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889503,9,49,1,0,41,6xjy1q2m55iiwe8g1r1yffbc9,1,24.8,33.7,2022-10-16T13:00:48.108Z,2022-10-17T06:42:37Z,,,,,,,,,,,,,,,,,,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889597,10,1,1,0,43,6xjy1q2m55iiwe8g1r1yffbc9,1,30,25.2,2022-10-16T13:00:50.127Z,2022-10-17T06:42:36Z,3848830597,56,Back,3848830603,212,8.6,3848830599,140,37.5,3850752211,178,,3848830605,213,0.4,3848830601,141,30.1,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889625,11,1,1,0,46,6xjy1q2m55iiwe8g1r1yffbc9,1,40,15.7,2022-10-16T13:00:53.909Z,2022-10-17T06:42:35Z,3848830727,56,Right,3848830729,140,52.9,3848830733,212,14.3,3848830737,213,5.9,3848830731,141,8.8,3850752317,178,,,,,,,,1lbgavu1rxlrfg14062suwyj9,R. Nouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889675,12,1,1,0,48,6xjy1q2m55iiwe8g1r1yffbc9,1,50.6,10.8,2022-10-16T13:00:55.870Z,2022-10-17T06:42:34Z,3848830973,140,57.5,3848830971,56,Center,3848830977,141,21.6,3850752409,178,,3848830981,212,10.3,3848830985,213,0.8,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889697,13,1,1,0,50,6xjy1q2m55iiwe8g1r1yffbc9,1,58.2,23.3,2022-10-16T13:00:57.591Z,2022-10-17T06:42:34Z,3848831119,140,81.6,3848831125,213,6.1,3848831121,141,15.8,3850752557,178,,3848831123,212,25.1,3848831117,56,Right,,,,,,,d3d1qks236pztzcqp3wdcc0l,V. Marchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889709,14,1,1,0,53,6xjy1q2m55iiwe8g1r1yffbc9,0,83.2,20,2022-10-16T13:01:00.351Z,2022-10-17T06:42:33Z,3850004717,224,,3850004719,20,,3848831183,140,88.1,3848831185,141,18.0,3848831189,213,6.0,3848831177,2,,3848831997,236,,3848832003,286,,1xxlgx6g07x3r0zwzywm26sq1,B. Moussiti-Oko,3848831999,233,16,3848831187,212,5.3,3848831181,56,Right,3850752795,178,3848831179,155,,,,,,,,,,,,,,,,,,,,,,,,,
2472889755,16,12,1,0,53,3unkqo2g6ag99gd5ynz1j7vse,1,16.9,80,2022-10-16T13:01:00.406Z,2022-10-17T06:21:00Z,3848831467,56,Back,3848831963,185,,3848832041,233,14,3850752905,178,,,,,,,,,,,,,,e0tmfkagd1lmf2hw7gctbaqqd,Abdu Conté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889765,15,6,1,0,54,6xjy1q2m55iiwe8g1r1yffbc9,1,87.6,17.2,2022-10-16T13:01:01.504Z,2022-10-16T19:50:02Z,3848831519,56,Right,3848831659,233,17,3848831521,75,,,,,,,,,,,,,,,,,1xxlgx6g07x3r0zwzywm26sq1,B. Moussiti-Oko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889785,17,6,1,0,54,3unkqo2g6ag99gd5ynz1j7vse,0,12.4,82.8,2022-10-16T13:01:01.504Z,2022-10-16T19:50:02Z,3848831697,233,15,3848831641,73,,3848831639,56,Back,,,,,,,,,,,,,,,,e0tmfkagd1lmf2hw7gctbaqqd,Abdu Conté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890147,16,1,1,1,20,6xjy1q2m55iiwe8g1r1yffbc9,1,99.5,0.5,2022-10-16T13:01:27.365Z,2022-10-16T19:50:05Z,3848833623,212,31.7,3848833625,213,2.0,3850753363,178,,3848833619,140,88.2,3848833617,56,Center,3848833611,6,,3848833621,141,43.7,3848833609,2,,1lbgavu1rxlrfg14062suwyj9,R. Nouri,3850006485,20,,3848833615,224,,3848833613,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890155,17,1,1,1,21,6xjy1q2m55iiwe8g1r1yffbc9,1,95.3,33.2,2022-10-16T13:01:28.473Z,2022-10-17T06:42:33Z,3848841187,210,15,3848837349,212,11.7,3848837579,3,,3848837347,141,48.7,3848837345,140,90.5,3848833655,56,Center,3848837351,213,2.0,3848841189,154,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,3850753613,388,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2472890187,18,15,1,1,23,6xjy1q2m55iiwe8g1r1yffbc9,1,93.8,51.1,2022-10-16T13:01:30.115Z,2022-10-17T06:42:32Z,3848841231,102,53.0,3848840905,25,,3848833821,17,,3848841223,29,,3848840907,15,,3848841233,103,10.1,3848841221,76,,3848833823,56,Center,1xxlgx6g07x3r0zwzywm26sq1,B. Moussiti-Oko,3848841237,147,50.2,3848841225,154,,3848840957,233,18,3850753719,388,3848841235,146,,99.2,3848840915,328,3848841227,55,17,,,,,,,,,,,,,,,,,,
2472890209,18,10,1,1,23,3unkqo2g6ag99gd5ynz1j7vse,1,0.8,47.4,2022-10-16T13:01:30.996Z,2022-10-17T06:42:32Z,3850011059,377,,3848833959,56,Back,3848833955,178,,3848833957,182,,3848840995,233,18,3848834565,177,,,,,,,,1bs4vwqye00mn2oaxrvfkkt7t,M. Lis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890223,19,52,1,1,23,3unkqo2g6ag99gd5ynz1j7vse,1,0.9,47.2,2022-10-16T13:01:31.029Z,2022-10-17T06:42:31Z,3850011855,377,,3850754083,178,,,,,,,,,,,,,,,,,,,,1bs4vwqye00mn2oaxrvfkkt7t,M. Lis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890397,20,1,1,1,29,3unkqo2g6ag99gd5ynz1j7vse,0,15.6,27.1,2022-10-16T13:01:36.264Z,2022-10-17T06:42:31Z,3848834803,213,6.2,3848834801,212,64.9,3848834799,141,19.8,3848834805,1,,3848834795,56,Right,3848834797,140,77.2,3848834793,199,,3848834937,189,,1bs4vwqye00mn2oaxrvfkkt7t,M. Lis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890415,19,49,1,1,33,6xjy1q2m55iiwe8g1r1yffbc9,1,30.9,77.3,2022-10-16T13:01:40.992Z,2022-10-17T06:42:31Z,,,,,,,,,,,,,,,,,,,,,,,,,3qcyotm0vljybir8poi67stsl,Y. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890437,20,1,1,1,34,6xjy1q2m55iiwe8g1r1yffbc9,1,26.3,77.5,2022-10-16T13:01:41.842Z,2022-10-17T06:42:30Z,3848835007,56,Back,3848835015,141,64.5,3848835017,212,19.4,3848835011,140,9.8,3850754475,178,,3848835019,213,3.6,,,,,,,3qcyotm0vljybir8poi67stsl,Y. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890499,21,1,1,1,36,6xjy1q2m55iiwe8g1r1yffbc9,1,9.4,64.3,2022-10-16T13:01:43.825Z,2022-10-17T06:42:30Z,3850754605,178,,3848835325,56,Back,3848835327,140,19.3,3848835333,213,0.9,3848835329,141,83.0,3848835331,212,16.4,,,,,,,3xpo0nc3hysdi41gupi7adot1,B. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890545,22,1,1,1,43,6xjy1q2m55iiwe8g1r1yffbc9,1,27.7,85.7,2022-10-16T13:01:50.313Z,2022-10-17T06:42:28Z,3848835579,56,Back,3848835585,212,10.5,3848835587,213,4.4,3848835581,140,24.9,3848835583,141,70.9,3850754817,178,,,,,,,,3qcyotm0vljybir8poi67stsl,Y. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890621,23,1,1,1,45,6xjy1q2m55iiwe8g1r1yffbc9,1,24.2,66.4,2022-10-16T13:01:52.718Z,2022-10-17T06:42:28Z,3848835909,56,Back,3848835911,140,26.3,3848835915,212,17.0,3848835917,213,4.8,3850755065,178,,3848835913,141,41.6,,,,,,,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890669,24,1,1,1,48,6xjy1q2m55iiwe8g1r1yffbc9,1,24.3,36.9,2022-10-16T13:01:55.736Z,2022-10-17T06:42:27Z,3848836137,56,Back,3848836143,212,14.9,3850755291,178,,3848836145,213,1.6,3848836139,140,24.5,3848836141,141,58.8,,,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890701,25,1,1,1,51,6xjy1q2m55iiwe8g1r1yffbc9,1,22.6,66.9,2022-10-16T13:01:58.804Z,2022-10-17T06:42:26Z,3848836341,213,1.0,3848836339,212,18.4,3848836329,56,Back,3848836333,140,31.8,3850755409,178,,3848836337,141,90.0,,,,,,,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890735,26,1,1,1,53,6xjy1q2m55iiwe8g1r1yffbc9,1,32.8,93.3,2022-10-16T13:02:00.299Z,2022-10-17T06:42:26Z,3848836523,213,3.5,3848836521,212,14.2,3848836519,141,86.5,3850755613,178,,3848836517,140,20.0,3848836515,56,Back,,,,,,,3qcyotm0vljybir8poi67stsl,Y. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890783,27,1,1,1,55,6xjy1q2m55iiwe8g1r1yffbc9,0,18.9,84.7,2022-10-16T13:02:03.032Z,2022-10-17T06:42:25Z,3848836757,1,,3848836755,213,0.3,3848836751,212,33.7,3848836739,157,,3848836741,56,Back,3848836745,140,49.1,3850755757,178,,3848836749,141,100.0,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890855,21,5,1,1,59,3unkqo2g6ag99gd5ynz1j7vse,1,49,-1.6,2022-10-16T13:02:06.175Z,2022-10-16T19:51:05Z,3848837149,347,,3848837147,56,Back,3848837173,233,28,,,,,,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890791,28,5,1,1,59,6xjy1q2m55iiwe8g1r1yffbc9,0,51,101.6,2022-10-16T13:02:06.175Z,2022-10-16T19:51:05Z,3848836785,56,Left,3848837215,233,21,3848836789,347,,,,,,,,,,,,,,,,,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890921,22,1,1,2,2,3unkqo2g6ag99gd5ynz1j7vse,1,48.9,0,2022-10-16T13:02:09.475Z,2022-10-17T06:42:25Z,3848837491,213,1.1,3848837483,56,Right,3848837481,107,,3848837485,140,53.8,3848837487,141,13.5,3848837489,212,11.4,,,,,,,4hns4p7a45kno60qqzlniycmi,T. Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890969,23,1,1,2,4,3unkqo2g6ag99gd5ynz1j7vse,1,46.9,12.8,2022-10-16T13:02:11.846Z,2022-10-17T06:42:24Z,3848837723,56,Back,3848837729,212,17.1,3850756201,178,,3848837727,141,8.6,3848837731,213,3.3,3848837725,140,30.8,,,,,,,5x4cp16m9z8vzgq1kkjvm71ed,F. Tardieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891035,24,1,1,2,7,3unkqo2g6ag99gd5ynz1j7vse,1,32.1,8.1,2022-10-16T13:02:14.104Z,2022-10-17T06:42:23Z,3850756329,178,,3848838009,212,22.7,3848838003,56,Back,3848838011,213,2.3,3848838005,140,18.1,3848838007,141,33.6,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
