id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2519500415,6,49,1,0,10,27xvwccz8kpmqsefjv2b2sc0o,1,51.2,57.8,2023-03-12T19:45:31.080Z,2023-03-13T06:24:51Z,,,,,,,,,,,,,,,,,,,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500431,7,1,1,0,10,27xvwccz8kpmqsefjv2b2sc0o,0,51.3,57.5,2023-03-12T19:45:31.135Z,2023-03-13T06:24:50Z,4095143317,178,,4094517373,56,Center,4094517377,141,53.9,4094517381,213,5.8,4094517375,140,56.2,4094517379,212,5.7,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500441,5,8,1,0,11,71ajatxnuhc5cnm3xvgdky49w,1,40.9,53.8,2023-03-12T19:45:32.153Z,2023-03-13T06:24:50Z,4094885531,385,,4094517435,56,Back,4095143433,178,,,,,,,,,,,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500455,8,3,1,0,11,27xvwccz8kpmqsefjv2b2sc0o,0,55.4,47,2023-03-12T19:45:32.699Z,2023-03-13T06:24:49Z,4094536633,233,52,4094517483,56,Center,4095143569,178,,4094517485,286,,4094885969,464,,,,,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519503423,52,7,1,0,11,71ajatxnuhc5cnm3xvgdky49w,1,44.6,53,2023-03-12T19:45:32.777Z,2023-03-13T06:24:49Z,4094885845,384,,4094531557,285,,4095143691,178,,4094531707,233,8,4094531555,56,Back,,,,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500475,6,49,1,0,13,71ajatxnuhc5cnm3xvgdky49w,1,52,60.3,2023-03-12T19:45:34.768Z,2023-03-13T06:24:48Z,,,,,,,,,,,,,,,,,,,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500523,7,1,1,0,13,71ajatxnuhc5cnm3xvgdky49w,1,52.2,60.6,2023-03-12T19:45:34.837Z,2023-03-13T06:24:48Z,4094517813,140,74.7,4094517817,212,34.5,4094517815,141,23.6,4095143891,178,,4094517819,213,5.5,4094517811,56,Center,4094661917,155,,4094517821,1,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500539,8,1,1,0,18,71ajatxnuhc5cnm3xvgdky49w,0,79.4,15.5,2023-03-12T19:45:39.815Z,2023-03-13T06:24:46Z,4095143967,178,,4094886413,224,,4094517889,2,,4094517903,213,1.2,4094886415,20,,4094517893,56,Center,4094517897,141,51.0,4094517901,212,26.1,d394go61g90f1u6bddu1narit,M. Sanson,4094517895,140,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500607,10,49,1,0,20,27xvwccz8kpmqsefjv2b2sc0o,1,9.6,51.3,2023-03-12T19:45:40.946Z,2023-03-13T06:24:46Z,,,,,,,,,,,,,,,,,,,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500601,9,12,1,0,20,27xvwccz8kpmqsefjv2b2sc0o,1,9.6,51.6,2023-03-12T19:45:41.077Z,2023-03-13T06:24:46Z,4094518169,213,0.6,4094518159,140,25.7,4095144295,178,,4094518163,141,68.1,4094518167,212,20.3,4094518157,56,Back,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500627,11,1,1,0,23,27xvwccz8kpmqsefjv2b2sc0o,1,31.4,75.7,2023-03-12T19:45:44.681Z,2023-03-13T06:24:45Z,4094518265,140,30.7,4095144547,178,,4094518271,213,4.7,4094518269,212,24.2,4094518263,56,Back,4094518267,141,40.1,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519530603,466,3,1,0,25,27xvwccz8kpmqsefjv2b2sc0o,0,35.8,53.4,2023-03-12T19:45:46.477Z,2023-03-13T06:24:45Z,4094887115,464,,4094682957,286,,4094682953,233,451,4094682703,56,Back,4095144655,178,,,,,,,,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519526913,451,7,1,0,25,71ajatxnuhc5cnm3xvgdky49w,0,64.2,46.6,2023-03-12T19:45:46.520Z,2023-03-13T06:24:44Z,4094663177,56,Center,4095144695,178,,4094682927,233,466,4094663179,285,,4094887183,385,,,,,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500673,12,1,1,0,27,27xvwccz8kpmqsefjv2b2sc0o,1,29,47.7,2023-03-12T19:45:48.284Z,2023-03-13T06:24:43Z,4094518467,212,15.9,4095144823,178,,4094518463,140,27.0,4094518465,141,24.5,4094518469,213,4.6,4094518461,56,Back,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500621,9,43,1,0,27,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-03-12T19:45:48.776Z,2023-03-12T20:35:43Z,4094518233,212,8.7,4094518237,213,0,4094518227,56,Center,4094518231,141,64.7,4094518229,140,71.0,4094663053,144,1,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500687,13,1,1,0,29,27xvwccz8kpmqsefjv2b2sc0o,1,26.5,29.5,2023-03-12T19:45:50.050Z,2023-03-13T06:24:43Z,4094518539,141,37.4,4094518543,213,2.3,4095144971,178,,4094518541,212,7.4,4094518537,140,21.7,4094518535,56,Back,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500699,14,1,1,0,31,27xvwccz8kpmqsefjv2b2sc0o,1,24.1,40.4,2023-03-12T19:45:52.539Z,2023-03-13T06:24:42Z,4094518599,213,1.3,4094518589,155,,4094518591,56,Back,4094518597,212,30.0,4094518593,140,30.6,4095145101,178,,4094518595,141,83.4,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500713,15,1,1,0,33,27xvwccz8kpmqsefjv2b2sc0o,1,31.7,82,2023-03-12T19:45:54.737Z,2023-03-13T06:24:42Z,4094518651,56,Back,4094518659,213,2.8,4094518655,141,88.8,4095145189,178,,4094518657,212,12.6,4094518653,140,20.5,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500733,16,1,1,0,35,27xvwccz8kpmqsefjv2b2sc0o,1,23.6,86.3,2023-03-12T19:45:56.145Z,2023-03-13T06:24:41Z,4095145273,178,,4094518729,56,Back,4094518731,140,14.2,4094518735,212,16.6,4094518733,141,66.6,4094518737,213,4.1,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500791,17,1,1,0,38,27xvwccz8kpmqsefjv2b2sc0o,1,16,58.3,2023-03-12T19:45:59.761Z,2023-03-13T06:24:40Z,4094519009,141,14.3,4095145327,178,,4094519011,212,31.3,4094519013,213,5.0,4094519007,140,24.7,4094519005,56,Back,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500845,18,1,1,0,41,27xvwccz8kpmqsefjv2b2sc0o,0,23.5,16.6,2023-03-12T19:46:02.725Z,2023-03-13T06:24:39Z,4094519275,212,52.8,4094519267,155,,4094519277,213,6.1,4094519273,141,0.0,4095145385,178,,4094519269,56,Right,4094519271,140,72.5,4094519279,1,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500867,10,56,1,0,45,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-03-12T19:46:06.508Z,2023-03-13T06:24:38Z,4094519397,56,Back,,,,,,,,,,,,,,,,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500921,11,5,1,0,47,71ajatxnuhc5cnm3xvgdky49w,1,27,100.6,2023-03-12T19:46:08.442Z,2023-03-13T01:45:12Z,4094519635,347,,4094519633,56,Back,4094519679,233,19,,,,,,,,,,,,,,,,7z1gixk4hvbbgo71xgb04942x,G. Nyamsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519500849,19,5,1,0,47,27xvwccz8kpmqsefjv2b2sc0o,0,73,-0.6,2023-03-12T19:46:08.442Z,2023-03-13T01:45:12Z,4094519287,347,,4094519285,56,Right,4094519691,233,11,,,,,,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501037,12,1,1,1,5,71ajatxnuhc5cnm3xvgdky49w,0,24.4,100,2023-03-12T19:46:26.733Z,2023-03-13T06:24:38Z,4094520179,107,,4094520185,140,30.1,4094520187,141,93.3,4094520181,56,Back,4094520191,213,5.5,4094520189,212,8.2,,,,,,,17acodpsoxkhha2iem2465ivp,T. Delaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501077,20,1,1,1,7,27xvwccz8kpmqsefjv2b2sc0o,1,64.7,6.6,2023-03-12T19:46:28.138Z,2023-03-13T06:24:37Z,4094520349,3,,4094520359,141,9.8,4094520355,140,68.7,4094520353,56,Right,4095145807,388,,4094520367,213,0.5,4094520363,212,4.7,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501083,21,61,1,1,7,27xvwccz8kpmqsefjv2b2sc0o,1,68.3,10.2,2023-03-12T19:46:28.646Z,2023-03-13T06:24:37Z,4094520389,56,Right,4095145979,178,,4095145977,21,,,,,,,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519531031,467,49,1,1,8,27xvwccz8kpmqsefjv2b2sc0o,1,64.7,8.5,2023-03-12T19:46:29.359Z,2023-03-13T06:24:37Z,,,,,,,,,,,,,,,,,,,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501099,22,1,1,1,8,27xvwccz8kpmqsefjv2b2sc0o,0,64.7,8.5,2023-03-12T19:46:29.390Z,2023-03-13T06:24:36Z,4094520477,212,13.4,4094520473,140,72.5,4094520475,141,24.1,4094520479,213,0.9,4095146175,178,,4094520471,56,Center,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519624679,933,67,1,1,9,71ajatxnuhc5cnm3xvgdky49w,1,27.3,76.5,2023-03-12T19:46:30.844Z,2023-03-13T06:24:36Z,4095178851,233,783,,,,,,,,,,,,,,,,,,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519624675,783,67,1,1,9,27xvwccz8kpmqsefjv2b2sc0o,0,72.7,23.5,2023-03-12T19:46:30.845Z,2023-03-13T06:24:35Z,4095178855,233,933,,,,,,,,,,,,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501089,13,8,1,1,9,71ajatxnuhc5cnm3xvgdky49w,1,26.2,76,2023-03-12T19:46:30.855Z,2023-03-13T06:24:35Z,4094894059,385,,4095146515,178,,4094520411,56,Back,,,,,,,,,,,,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501145,23,1,1,1,12,27xvwccz8kpmqsefjv2b2sc0o,1,58.8,16.1,2023-03-12T19:46:33.656Z,2023-03-13T06:24:34Z,4094520761,56,Back,4094520769,212,20.5,4094520765,141,26.9,4095146613,178,,4094520773,213,2.8,4094520763,140,40.6,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501181,24,1,1,1,17,27xvwccz8kpmqsefjv2b2sc0o,1,37.4,36.4,2023-03-12T19:46:38.798Z,2023-03-13T06:24:33Z,4094520927,140,44.5,4094520933,213,5.1,4095146713,178,,4094520925,56,Back,4094520931,212,20.7,4094520929,141,8.0,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501197,25,1,1,1,20,27xvwccz8kpmqsefjv2b2sc0o,1,48.9,10.9,2023-03-12T19:46:41.797Z,2023-03-13T06:24:32Z,4094521035,141,20.5,4095146811,178,,4094521037,212,17.8,4094521033,140,64.7,4094521031,56,Right,4094521039,213,0.4,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501203,26,1,1,1,21,27xvwccz8kpmqsefjv2b2sc0o,0,63.4,24.1,2023-03-12T19:46:42.777Z,2023-03-13T06:24:32Z,4095147013,178,,4094521091,141,12.1,4094521089,140,77.9,4094521095,213,5.8,4094521087,56,Right,4094521093,212,17.3,4094521085,155,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501235,14,12,1,1,23,71ajatxnuhc5cnm3xvgdky49w,1,25.3,81.1,2023-03-12T19:46:44.325Z,2023-03-13T06:24:31Z,4094521251,141,100.0,4094521301,167,,4094521249,140,41.7,4094521255,213,0.7,4095147125,178,,4094521247,56,Back,4094521253,212,22.3,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501241,15,5,1,1,25,71ajatxnuhc5cnm3xvgdky49w,0,35.4,101.5,2023-03-12T19:46:46.329Z,2023-03-13T01:46:17Z,4094521619,233,27,4094521269,56,Back,4094521271,347,,,,,,,,,,,,,,,,,7z1gixk4hvbbgo71xgb04942x,G. Nyamsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501301,27,5,1,1,25,27xvwccz8kpmqsefjv2b2sc0o,1,64.6,-1.5,2023-03-12T19:46:46.329Z,2023-03-13T01:46:16Z,4094521581,56,Right,4094521583,347,,4094521603,233,15,,,,,,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501319,28,1,1,1,32,27xvwccz8kpmqsefjv2b2sc0o,1,71,0,2023-03-12T19:46:53.713Z,2023-03-13T06:24:31Z,4094521693,107,,4094521697,140,72.2,4094521703,213,1.3,4094521695,56,Right,4094521701,212,5.5,4094521699,141,6.8,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501329,29,2,1,1,33,27xvwccz8kpmqsefjv2b2sc0o,1,72.8,8.7,2023-03-12T19:46:54.425Z,2023-03-13T06:24:30Z,4094522123,7,cip5lla8zu8gru2m4popsstlh,4094521735,140,77.8,4095147619,178,,4094521733,56,Right,4094521737,141,1.7,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501559,18,55,1,1,33,71ajatxnuhc5cnm3xvgdky49w,1,20.5,88.4,2023-03-12T19:46:54.426Z,2023-03-13T06:24:30Z,,,,,,,,,,,,,,,,,,,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501323,16,43,1,1,34,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-03-12T19:46:55.639Z,2023-03-12T19:49:08Z,4094521721,56,Back,4094529651,144,8,,,,,,,,,,,,,,,,,,,7z1gixk4hvbbgo71xgb04942x,G. Nyamsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519501363,17,43,1,1,38,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-03-12T19:46:59.807Z,2023-03-12T19:47:16Z,4094522689,144,5,4094521865,56,Back,4094521867,347,0,,,,,,,,,,,,,,,,7z1gixk4hvbbgo71xgb04942x,G. Nyamsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
