id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2458940159,6,4,1,0,12,121le8unjfzug3iu9pgkqa1c7,0,67,80.4,2022-09-11T18:45:26.941Z,2022-09-12T01:56:41Z,3774601945,13,,3774601947,294,,3774601951,152,,3775477355,286,,3775230527,178,,3774601949,56,Left,3774601979,233,6,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940131,5,43,1,0,14,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-09-11T18:45:28.349Z,2022-09-11T18:45:32Z,3774601753,56,Center,3774602001,144,61,,,,,,,,,,,,,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940245,7,1,1,0,22,4t4hod56fsj7utpjdor8so5q6,1,34.9,16.9,2022-09-11T18:45:37.254Z,2022-09-12T01:56:41Z,3774602483,140,30.6,3774602491,212,4.5,3774602487,141,16.3,3774602479,56,Back,3774602471,5,,3774602495,213,3.2,3775230677,178,,3774602475,152,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940255,8,1,1,0,24,4t4hod56fsj7utpjdor8so5q6,1,39.3,23.5,2022-09-11T18:45:38.462Z,2022-09-12T01:56:40Z,3774602551,212,14.3,3774602547,140,28.1,3774602545,56,Back,3775230733,178,,3774602553,213,3.7,3774602549,141,11.6,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940263,9,1,1,0,26,4t4hod56fsj7utpjdor8so5q6,1,31.6,13.4,2022-09-11T18:45:40.550Z,2022-09-12T01:56:40Z,3774602607,141,9.8,3774602603,56,Back,3774602611,213,6.1,3774602605,140,43.9,3775230779,178,,3774602609,212,13.1,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459060967,893,67,1,0,27,4t4hod56fsj7utpjdor8so5q6,1,49.5,16.6,2022-09-11T18:45:41.647Z,2022-09-12T01:56:39Z,3775287369,233,1085,,,,,,,,,,,,,,,,,,,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459060965,1085,67,1,0,27,121le8unjfzug3iu9pgkqa1c7,0,50.5,83.4,2022-09-11T18:45:41.648Z,2022-09-12T01:56:39Z,3775287377,233,893,,,,,,,,,,,,,,,,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940297,10,1,1,0,27,4t4hod56fsj7utpjdor8so5q6,1,48.4,17.1,2022-09-11T18:45:41.689Z,2022-09-12T01:56:38Z,3774602785,212,10.1,3774602779,56,Back,3774602783,141,2.3,3774602787,213,4.6,3774602781,140,47.2,3775230919,178,,,,,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940315,11,1,1,0,31,4t4hod56fsj7utpjdor8so5q6,1,59.5,3.7,2022-09-11T18:45:46.228Z,2022-09-12T01:56:37Z,3774602857,56,Right,3774602861,141,8.5,3775231149,178,,3774602863,212,6.1,3774602865,213,2.6,3774602859,140,54.6,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940327,12,1,1,0,33,4t4hod56fsj7utpjdor8so5q6,0,53.6,18.4,2022-09-11T18:45:47.433Z,2022-09-12T01:56:36Z,3774602915,212,15.2,3774602909,56,Right,3774602913,141,5.5,3774602917,213,5.7,3775231221,178,,3774602911,140,65.4,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940325,7,49,1,0,33,121le8unjfzug3iu9pgkqa1c7,1,36.7,90.3,2022-09-11T18:45:48.286Z,2022-09-12T01:56:36Z,,,,,,,,,,,,,,,,,,,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459028905,993,3,1,0,35,121le8unjfzug3iu9pgkqa1c7,0,41.9,84.6,2022-09-11T18:45:50.322Z,2022-09-12T01:56:35Z,3775105999,56,Back,3775106003,465,,3775232433,178,,3775106005,467,b0wb7gf04synxlkq7o8gvzkoa,3775106001,286,,,,,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940393,9,4,1,0,37,121le8unjfzug3iu9pgkqa1c7,1,46,86.9,2022-09-11T18:45:51.361Z,2022-09-12T01:56:35Z,3774603225,294,,3774603229,152,,3774603227,56,Back,3774603295,233,13,3774603223,13,,3774603231,286,,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940397,13,4,1,0,37,4t4hod56fsj7utpjdor8so5q6,0,54,13.1,2022-09-11T18:45:51.362Z,2022-09-12T01:56:34Z,3775232527,178,,3774603247,13,,3774603251,56,Right,3774603255,285,,3774603249,294,,3774603253,152,,3774603321,233,9,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940345,8,43,1,0,37,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-09-11T18:45:52.043Z,2022-09-11T18:45:56Z,3774603049,56,Back,3774603339,144,61,,,,,,,,,,,,,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940481,10,1,1,0,48,121le8unjfzug3iu9pgkqa1c7,1,48.7,85.8,2022-09-11T18:46:02.805Z,2022-09-12T01:56:34Z,3774603833,5,,3774603837,56,Back,3774603845,213,3.9,3774603835,152,,3774603843,212,22.1,3774603841,141,62.6,3774603839,140,33.9,3775232637,178,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940529,11,1,1,0,51,121le8unjfzug3iu9pgkqa1c7,1,36.1,58.3,2022-09-11T18:46:05.892Z,2022-09-12T01:56:33Z,3775232761,178,,3774604087,56,Back,3774604091,140,44.6,3774604097,213,5.0,3774604093,141,14.2,3774604095,212,31.3,,,,,,,3vu0c0j8n99wz6e2f7fmd2pxx,Thiago Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940563,12,1,1,0,55,121le8unjfzug3iu9pgkqa1c7,1,49.4,5.9,2022-09-11T18:46:09.352Z,2022-09-12T01:56:32Z,3775232899,178,,3774604295,140,35.0,3774604297,141,31.3,3774604293,56,Back,3774604301,213,2.3,3774604299,212,23.0,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940593,13,1,1,0,58,121le8unjfzug3iu9pgkqa1c7,0,39.8,32.6,2022-09-11T18:46:12.712Z,2022-09-12T01:56:31Z,3774604475,213,0.1,3774604467,56,Center,3774604465,155,,3774604477,1,,3774604473,212,49.5,3775232961,178,,3774604471,141,38.5,3774604469,140,86.8,3vu0c0j8n99wz6e2f7fmd2pxx,Thiago Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940609,14,52,1,1,2,4t4hod56fsj7utpjdor8so5q6,1,12.3,67.4,2022-09-11T18:46:16.405Z,2022-09-12T01:56:31Z,3775106483,377,,3775233015,178,,,,,,,,,,,,,,,,,,,,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940685,15,1,1,1,8,4t4hod56fsj7utpjdor8so5q6,0,14.7,53.9,2022-09-11T18:46:23.280Z,2022-09-12T01:56:30Z,3774604987,287,,3774604955,212,37.5,3774604957,213,5.4,3774604949,140,36.8,3775233155,178,,3774604947,56,Back,3774604959,1,,3774604951,141,10.6,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,3774604945,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940681,14,8,1,1,10,121le8unjfzug3iu9pgkqa1c7,1,65.1,80.2,2022-09-11T18:46:25.198Z,2022-09-12T01:56:30Z,3775233283,178,,3775106775,383,,3774604931,56,Left,,,,,,,,,,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940691,15,49,1,1,12,121le8unjfzug3iu9pgkqa1c7,1,56,81.8,2022-09-11T18:46:26.678Z,2022-09-12T01:56:30Z,,,,,,,,,,,,,,,,,,,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940739,16,1,1,1,12,121le8unjfzug3iu9pgkqa1c7,1,55.7,81.6,2022-09-11T18:46:26.714Z,2022-09-12T01:56:29Z,3774605253,141,84.0,3774605249,56,Back,3774605257,213,3.1,3774605255,212,25.8,3775233487,178,,3774605251,140,31.2,3774605247,155,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940815,17,1,1,1,17,121le8unjfzug3iu9pgkqa1c7,1,27.1,77.7,2022-09-11T18:46:32.045Z,2022-09-12T01:56:28Z,3774605653,56,Back,3774605657,141,57.5,3774605661,213,3.8,3774605655,140,9.6,3775233765,178,,3774605659,212,22.9,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940863,18,1,1,1,24,121le8unjfzug3iu9pgkqa1c7,0,15.5,52.5,2022-09-11T18:46:39.152Z,2022-09-12T01:56:27Z,3774605839,155,,3774605841,56,Center,3774605849,213,0.2,3774605847,212,63.0,3774605851,1,,3774605843,140,74.5,3775233855,178,,3774605845,141,69.6,d3mss0i879krqrk1owzmj2c45,Anthony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940865,16,49,1,1,29,4t4hod56fsj7utpjdor8so5q6,1,27.2,40.3,2022-09-11T18:46:43.461Z,2022-09-12T01:56:27Z,,,,,,,,,,,,,,,,,,,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940873,17,1,1,1,29,4t4hod56fsj7utpjdor8so5q6,1,27.2,40.3,2022-09-11T18:46:43.492Z,2022-09-12T01:56:26Z,3774605905,212,11.4,3774605907,213,4.6,3775234099,388,,3774605903,141,23.6,3774605901,140,26.2,3774605899,56,Back,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940887,18,1,1,1,29,4t4hod56fsj7utpjdor8so5q6,1,26.5,28.6,2022-09-11T18:46:44.202Z,2022-09-12T01:56:26Z,3774605981,140,8.0,3775234281,178,,3774605983,141,43.9,3774605987,213,2.6,3774605985,212,22.0,3774605979,56,Back,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940969,19,1,1,1,31,4t4hod56fsj7utpjdor8so5q6,1,8.2,46.2,2022-09-11T18:46:46.250Z,2022-09-12T01:56:26Z,3774606479,213,1.0,3774606471,56,Back,3774606475,141,82.9,3775234387,178,,3774606473,140,21.9,3774606477,212,28.8,,,,,,,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459061991,1136,83,1,1,38,121le8unjfzug3iu9pgkqa1c7,1,76.1,2.5,2022-09-11T18:46:53.069Z,2022-09-12T01:56:24Z,3775292567,399,230971,,,,,,,,,,,,,,,,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458940985,20,50,1,1,40,4t4hod56fsj7utpjdor8so5q6,1,17.5,91.7,2022-09-11T18:46:54.544Z,2022-09-12T01:56:24Z,3774606737,233,19,3774606581,56,Back,3774606583,285,,,,,,,,,,,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458941009,19,7,1,1,40,121le8unjfzug3iu9pgkqa1c7,0,82.5,8.3,2022-09-11T18:46:55.295Z,2022-09-12T01:56:23Z,3774606703,286,,3775108149,385,,3775237007,178,,3774606721,233,20,3774606699,56,Right,,,,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458941055,21,1,1,1,43,4t4hod56fsj7utpjdor8so5q6,1,8.8,93.4,2022-09-11T18:46:57.357Z,2022-09-12T01:56:23Z,3774606961,141,82.9,3774606957,56,Back,3775237107,178,,3774606965,213,3.9,3774606959,140,2.3,3774606963,212,9.9,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458941063,22,1,1,1,44,4t4hod56fsj7utpjdor8so5q6,1,3.2,88.1,2022-09-11T18:46:59.134Z,2022-09-12T01:56:22Z,3774607011,56,Back,3774607019,213,6.1,3774607013,140,26.5,3774607017,212,24.7,3775237249,178,,3774607015,141,83.1,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459062407,941,67,1,1,46,4t4hod56fsj7utpjdor8so5q6,1,30,81.3,2022-09-11T18:47:01.188Z,2022-09-12T01:56:22Z,3775294667,233,1153,,,,,,,,,,,,,,,,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459062403,1153,67,1,1,46,121le8unjfzug3iu9pgkqa1c7,0,70,18.7,2022-09-11T18:47:01.189Z,2022-09-12T01:56:21Z,3775294671,233,941,,,,,,,,,,,,,,,,,,,,,,6ovea0xzg9yflmlbjdf1xcmlm,J. Lepenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458942041,40,61,1,1,46,4t4hod56fsj7utpjdor8so5q6,0,29.8,83.3,2022-09-11T18:47:01.233Z,2022-09-12T01:56:21Z,3775237407,178,,3774612485,56,Back,,,,,,,,,,,,,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458941075,20,61,1,1,46,121le8unjfzug3iu9pgkqa1c7,1,70.3,19,2022-09-11T18:47:01.264Z,2022-09-12T01:56:21Z,3775237603,178,,3774607081,56,Right,,,,,,,,,,,,,,,,,,,6ovea0xzg9yflmlbjdf1xcmlm,J. Lepenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458941103,23,1,1,1,48,4t4hod56fsj7utpjdor8so5q6,1,23.4,75,2022-09-11T18:47:02.782Z,2022-09-12T01:56:20Z,3774607249,213,5.1,3774607241,56,Back,3774611493,155,,3774607243,140,28.6,3774607247,212,13.7,3775238471,178,,3774607245,141,56.5,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458941137,24,1,1,1,51,4t4hod56fsj7utpjdor8so5q6,1,28.5,49.4,2022-09-11T18:47:05.404Z,2022-09-12T01:56:20Z,3774607445,140,41.8,3774607449,212,23.4,3775238583,178,,3774607451,213,5.4,3774607447,141,21.8,3774607443,56,Back,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458941175,25,1,1,1,54,4t4hod56fsj7utpjdor8so5q6,1,46.1,24.9,2022-09-11T18:47:08.567Z,2022-09-12T01:56:19Z,3774607695,212,35.6,3774607689,56,Right,3774607693,141,5.4,3774607697,213,5.9,3774607691,140,77.6,3774607699,1,,3775238735,178,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458941193,26,1,1,1,59,4t4hod56fsj7utpjdor8so5q6,1,87,15.1,2022-09-11T18:47:13.619Z,2022-09-12T01:56:18Z,3775238753,178,,3774607801,56,Center,3774607809,213,1.5,3774607803,140,87.2,3774607807,212,8.7,3774607805,141,27.9,,,,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458941197,27,1,1,2,0,4t4hod56fsj7utpjdor8so5q6,0,88,28.7,2022-09-11T18:47:15.191Z,2022-09-12T01:56:17Z,3774607831,56,Center,3775108869,20,,3774607827,2,,3774607835,141,42.4,3774607829,155,,3775108867,224,,3774607839,212,10.3,3774607841,213,1.1,adb8skc3qbvgunhzd9651lij8,Vanderson,3774607833,140,92.2,3775238837,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458941213,21,12,1,2,1,121le8unjfzug3iu9pgkqa1c7,1,7.9,53.7,2022-09-11T18:47:15.982Z,2022-09-12T01:56:17Z,3775238883,178,,3774607957,15,,3774607931,140,23.6,3774607929,56,Back,3774607933,141,76.4,3774607937,213,0.8,3774607935,212,22.6,,,,3vu0c0j8n99wz6e2f7fmd2pxx,Thiago Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458941225,22,49,1,2,4,121le8unjfzug3iu9pgkqa1c7,1,21.7,76.1,2022-09-11T18:47:18.649Z,2022-09-12T01:56:17Z,,,,,,,,,,,,,,,,,,,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
