id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/11/value,qualifier/14/value,qualifier/13/value,qualifier/15/value,qualifier/10/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2462214729,5,1,1,0,9,2b3mar72yy8d6uvat1ka6tn3r,1,29.4,20.7,2022-09-18T18:45:19.926Z,2022-09-19T02:11:57Z,3791999543,56,Back,3792788359,178,,3791999547,141,17.4,3791999551,213,5.5,3791999549,212,3.1,3791999545,140,31.5,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462214731,6,1,1,0,10,2b3mar72yy8d6uvat1ka6tn3r,1,23.9,12.9,2022-09-18T18:45:21.041Z,2022-09-19T02:11:57Z,3791999567,213,0.9,3791999559,140,33.7,3792788485,178,,3791999557,56,Back,3791999565,212,16.5,3791999561,141,31.8,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462214767,7,1,1,0,11,2b3mar72yy8d6uvat1ka6tn3r,1,24,19.6,2022-09-18T18:45:22.244Z,2022-09-19T02:11:56Z,3792788703,178,,3791999797,213,1.9,3791999793,141,50.1,3791999789,56,Back,3791999791,140,17.4,3791999795,212,21.9,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462214777,8,1,1,0,14,2b3mar72yy8d6uvat1ka6tn3r,1,17.2,50,2022-09-18T18:45:24.796Z,2022-09-19T02:11:56Z,3791999841,56,Back,3791999849,213,2.2,3791999845,141,58.8,3791999843,140,12.9,3791999847,212,7.5,3792788815,178,,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462214815,9,1,1,0,15,2b3mar72yy8d6uvat1ka6tn3r,1,13,66.1,2022-09-18T18:45:25.790Z,2022-09-19T02:11:56Z,3792788973,178,,3792000095,213,1.0,3792000089,140,21.2,3792000091,141,85.1,3792000087,56,Back,3792000093,212,15.5,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462214905,10,1,1,0,18,2b3mar72yy8d6uvat1ka6tn3r,1,25.1,91.7,2022-09-18T18:45:29.104Z,2022-09-19T02:11:55Z,3792000593,212,24.9,3792000587,56,Back,3792789099,178,,3792000589,140,46.6,3792000591,141,76.1,3792000595,213,5.8,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462214907,11,4,1,0,24,2b3mar72yy8d6uvat1ka6tn3r,1,66.9,63.9,2022-09-18T18:45:35.254Z,2022-09-19T02:11:52Z,3792000613,286,,3792000607,56,Center,3792000825,233,7,3792000605,13,,3792000609,152,,3792002189,295,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462214941,7,4,1,0,24,121le8unjfzug3iu9pgkqa1c7,0,33.1,36.1,2022-09-18T18:45:35.255Z,2022-09-19T02:11:51Z,3792000771,13,,3792000877,233,11,3792000779,285,,3792000775,56,Back,3792789361,178,,3792000777,152,,3792000773,295,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215053,12,1,1,0,38,2b3mar72yy8d6uvat1ka6tn3r,1,65.6,66.6,2022-09-18T18:45:49.363Z,2022-09-19T02:11:51Z,3792001439,140,70.0,3792001435,152,,3792001445,213,5.2,3792001441,141,52.7,3792001437,56,Center,3792789469,178,,3792001443,212,10.5,3792001433,5,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215057,13,1,1,0,40,2b3mar72yy8d6uvat1ka6tn3r,1,64.6,50.2,2022-09-18T18:45:50.836Z,2022-09-19T02:11:50Z,3792001463,56,Center,3792001467,141,32.1,3792001469,212,12.5,3792001465,140,66.4,3792001471,213,4.9,3792790015,178,,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215077,14,1,1,0,41,2b3mar72yy8d6uvat1ka6tn3r,1,60.3,39.9,2022-09-18T18:45:52.285Z,2022-09-19T02:11:50Z,3792001601,212,18.5,3792001603,213,4.6,3792001595,56,Right,3792001599,141,12.8,3792001597,140,58.7,3792790707,178,,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215089,15,1,1,0,42,2b3mar72yy8d6uvat1ka6tn3r,1,60.9,16.3,2022-09-18T18:45:53.441Z,2022-09-19T02:11:50Z,3792001669,140,66.8,3792001671,141,5.3,3792001675,213,5.4,3792790987,178,,3792001673,212,9.7,3792001667,56,Right,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215109,16,1,1,0,45,2b3mar72yy8d6uvat1ka6tn3r,1,66.8,3.8,2022-09-18T18:45:55.741Z,2022-09-19T02:11:49Z,3792001783,212,10.2,3792001779,140,57.8,3792791095,178,,3792001781,141,9.4,3792001785,213,2.8,3792001777,56,Right,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215155,17,1,1,0,47,2b3mar72yy8d6uvat1ka6tn3r,1,52.5,8,2022-09-18T18:45:57.822Z,2022-09-19T02:11:48Z,3792002053,212,19.2,3792002049,140,41.6,3792791303,178,,3792002055,213,2.2,3792002047,56,Back,3792002051,141,30.7,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215181,18,1,1,0,51,2b3mar72yy8d6uvat1ka6tn3r,1,33.1,41.5,2022-09-18T18:46:01.662Z,2022-09-19T02:11:47Z,3792791393,178,,3792002249,212,28.7,3792002245,140,29.6,3792002243,56,Back,3792002247,141,83.3,3792002251,213,1.7,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215207,19,1,1,0,54,2b3mar72yy8d6uvat1ka6tn3r,1,33.6,88.7,2022-09-18T18:46:04.870Z,2022-09-19T02:11:47Z,3792002385,141,82.6,3792002389,213,5.7,3792002381,56,Back,3792791475,178,,3792002383,140,39.1,3792002387,212,7.1,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215243,20,1,1,0,55,2b3mar72yy8d6uvat1ka6tn3r,1,40.2,85.4,2022-09-18T18:46:05.845Z,2022-09-19T02:11:46Z,3792791561,178,,3792002571,56,Back,3792002575,141,96.2,3792002579,213,1.6,3792002577,212,7.3,3792002573,140,40.1,,,,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215249,21,61,1,0,56,2b3mar72yy8d6uvat1ka6tn3r,0,40.9,98.6,2022-09-18T18:46:07.324Z,2022-09-19T02:11:46Z,3792791735,178,,3792002613,56,Back,,,,,,,,,,,,,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215351,8,5,1,0,57,121le8unjfzug3iu9pgkqa1c7,1,52.4,-1.2,2022-09-18T18:46:08.251Z,2022-09-18T23:36:57Z,3792003245,347,,3792003251,233,22,3792003243,56,Right,,,,,,,,,,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215253,22,5,1,0,57,2b3mar72yy8d6uvat1ka6tn3r,0,47.6,101.2,2022-09-18T18:46:08.251Z,2022-09-18T23:36:58Z,3792003259,233,8,3792002631,56,Back,3792002633,347,,,,,,,,,,,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215385,9,1,1,1,12,121le8unjfzug3iu9pgkqa1c7,1,47.9,0,2022-09-18T18:46:23.234Z,2022-09-19T02:11:45Z,3792003439,56,Back,3792003445,212,28.2,3792003449,1,,3792003441,140,39.1,3792003437,107,,3792003443,141,37.9,3792003447,213,1.9,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215433,10,1,1,1,15,121le8unjfzug3iu9pgkqa1c7,1,40.3,35.3,2022-09-18T18:46:26.570Z,2022-09-19T02:11:45Z,3792003757,212,24.1,3792003753,140,43.4,3792003755,141,70.4,3792792397,178,,3792003759,213,1.4,3792003751,56,Back,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215449,11,1,1,1,19,121le8unjfzug3iu9pgkqa1c7,1,53.7,72.4,2022-09-18T18:46:30.551Z,2022-09-19T02:11:44Z,3792003861,212,19.1,3792792549,178,,3792003857,140,64.0,3792003863,213,1.0,3792003855,56,Left,3792003859,141,95.6,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215467,12,1,1,1,22,121le8unjfzug3iu9pgkqa1c7,1,58,93.7,2022-09-18T18:46:33.505Z,2022-09-19T02:11:43Z,3792003975,212,16.7,3792003971,140,56.5,3792003969,56,Center,3792003977,213,4.6,3792003973,141,69.2,3792792651,178,,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215473,13,1,1,1,25,121le8unjfzug3iu9pgkqa1c7,0,52.1,68.1,2022-09-18T18:46:36.037Z,2022-09-19T02:11:42Z,3792004001,141,65.5,3792004077,286,,3792003999,140,51.3,3792004069,233,23,3792004067,236,,3792792737,178,,3792004005,213,4.3,3792004003,212,2.0,d68byfvk16giaur32gqwpwded,C. Tolisso,3792003997,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215481,23,74,1,1,25,2b3mar72yy8d6uvat1ka6tn3r,1,49,33.5,2022-09-18T18:46:36.126Z,2022-09-19T02:11:42Z,3792004047,56,Back,3792004109,233,13,3792792797,178,,3792004049,285,,,,,,,,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215497,24,49,1,1,26,2b3mar72yy8d6uvat1ka6tn3r,1,52.8,22.1,2022-09-18T18:46:37.373Z,2022-09-19T02:11:42Z,,,,,,,,,,,,,,,,,,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215565,25,1,1,1,33,2b3mar72yy8d6uvat1ka6tn3r,1,68.8,21,2022-09-18T18:46:44.017Z,2022-09-19T02:11:39Z,3792793003,178,,3792004425,140,64.2,3792004429,212,5.2,3792004427,141,24.0,3792004431,213,2.7,3792004423,56,Center,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215603,26,1,1,1,34,2b3mar72yy8d6uvat1ka6tn3r,1,64.5,22.7,2022-09-18T18:46:44.747Z,2022-09-19T02:11:39Z,3792004625,56,Center,3792004629,141,22.2,3792793147,178,,3792004633,213,6.1,3792004631,212,2.3,3792004627,140,66.7,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215621,27,1,1,1,35,2b3mar72yy8d6uvat1ka6tn3r,1,66,19.9,2022-09-18T18:46:46.522Z,2022-09-19T02:11:38Z,3792004701,140,60.7,3792004699,56,Center,3792004705,212,6.9,3792793235,178,,3792004707,213,2.5,3792004703,141,25.8,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215633,28,1,1,1,37,2b3mar72yy8d6uvat1ka6tn3r,1,60.3,24.1,2022-09-18T18:46:48.315Z,2022-09-19T02:11:37Z,3792004787,56,Center,3792004793,212,8.2,3792004795,213,2.3,3792793351,178,,3792004789,140,54.9,3792004791,141,32.8,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215655,29,1,1,1,39,2b3mar72yy8d6uvat1ka6tn3r,1,53,32.4,2022-09-18T18:46:49.966Z,2022-09-19T02:11:37Z,3792004913,140,48.3,3792004917,212,28.8,3792793485,178,,3792004911,56,Back,3792004915,141,74.1,3792004919,213,1.7,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215663,30,1,1,1,42,2b3mar72yy8d6uvat1ka6tn3r,1,51.6,77.4,2022-09-18T18:46:52.957Z,2022-09-19T02:11:36Z,3792004959,213,0.6,3792004955,141,95.4,3792793589,178,,3792004951,56,Left,3792004957,212,20.8,3792004953,140,67.6,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215703,31,1,1,1,44,2b3mar72yy8d6uvat1ka6tn3r,1,66.9,95.6,2022-09-18T18:46:55.507Z,2022-09-19T02:11:35Z,3792005199,56,Left,3792005205,212,10.3,3792005201,140,58.0,3792793701,178,,3792005203,141,89.4,3792005207,213,3.6,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215745,32,1,1,1,49,2b3mar72yy8d6uvat1ka6tn3r,1,51.6,86.1,2022-09-18T18:47:00.288Z,2022-09-19T02:11:34Z,3792005447,212,22.4,3792005443,140,45.7,3792005445,141,54.5,3792005449,213,4.4,3792005441,56,Back,3792793963,178,,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215753,33,1,1,1,53,2b3mar72yy8d6uvat1ka6tn3r,1,50,46.4,2022-09-18T18:47:04.562Z,2022-09-19T02:11:33Z,3792794321,178,,3792005497,212,4.7,3792005493,140,50.4,3792005491,56,Center,3792005499,213,1.5,3792005495,141,53.3,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215781,34,1,1,1,54,2b3mar72yy8d6uvat1ka6tn3r,1,50.4,58,2022-09-18T18:47:05.385Z,2022-09-19T02:11:32Z,3792794419,178,,3792005621,56,Back,3792005629,213,4.5,3792005625,141,44.2,3792005627,212,9.6,3792005623,140,48.4,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215807,35,1,1,1,56,2b3mar72yy8d6uvat1ka6tn3r,1,49,43.5,2022-09-18T18:47:07.333Z,2022-09-19T02:11:32Z,3792794489,178,,3792005729,56,Center,3792005735,212,15.6,3792005739,213,0.4,3792005731,140,62.6,3792005733,141,52.7,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215813,36,50,1,1,57,2b3mar72yy8d6uvat1ka6tn3r,1,60.2,56,2022-09-18T18:47:08.196Z,2022-09-19T02:11:31Z,3792005775,56,Center,3792006069,233,14,3792005777,286,,,,,,,,,,,,,,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215861,14,7,1,1,58,121le8unjfzug3iu9pgkqa1c7,1,39.8,44,2022-09-18T18:47:08.715Z,2022-09-19T02:11:31Z,3792006039,285,,3792006065,233,36,3792795247,178,,3792595083,384,,3792006037,56,Back,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215865,15,49,1,1,58,121le8unjfzug3iu9pgkqa1c7,1,41.6,40.5,2022-09-18T18:47:08.981Z,2022-09-19T02:11:31Z,,,,,,,,,,,,,,,,,,,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216971,45,1,1,1,58,121le8unjfzug3iu9pgkqa1c7,1,41.9,43.2,2022-09-18T18:47:09.587Z,2022-09-19T02:11:30Z,3792012731,140,48.2,3792795895,178,,3792012735,212,8.0,3792012733,141,49.7,3792012737,213,0.6,3792012729,56,Back,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215895,16,1,1,2,4,121le8unjfzug3iu9pgkqa1c7,1,59.1,77.3,2022-09-18T18:47:14.937Z,2022-09-19T02:11:28Z,3792006281,212,17.9,3792006283,213,0.7,3792006275,140,71.6,3792006279,141,95.1,3792796085,178,,3792006273,56,Left,,,,,,,d9zax4y92d85x7j63kg7ckvkl,M. Dembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215907,17,1,1,2,7,121le8unjfzug3iu9pgkqa1c7,1,70.4,97.3,2022-09-18T18:47:17.973Z,2022-09-19T02:11:27Z,3792006331,56,Left,3792006341,213,4.3,3792006335,141,80.1,3792006339,212,12.7,3792006333,140,65.6,3792796455,178,,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
